"TID","EN"
"TID_TEAM_ERROR_40","Team join request is already pending"
"TID_TEAM_ERROR_41","Team join request was rejected"
"TID_TEAM_ERROR_42","Team join request failed. Cannot find the team"
"TID_TEAM_ERROR_43","Team join request recipient is no longer in a team"
"TID_TEAM_ERROR_44","Team join request recipient went offline"
"TID_TEAM_ERROR_45","Team join request failed. Team full"
"TID_TEAM_ERROR_46","Team join request recipient has muted you"
"TID_TEAM_ERROR_47","Team join request failed. Only friendly room owner can accept join requests"
"TID_TEAM_ERROR_48","Team join request recipient has muted all invites"
"TID_TEAM_ERROR_102","Cannot create team. You have a pending join request."
"TID_SELECT_LOCATION_TITLE","CHOOSE MAP"
"TID_SELECT_LOCATION_LOCATIONS","FRIENDLY"
"TID_SELECT_LOCATION_EVENTS","RANKED"
"TID_TEAM_SEARCH_INVALID_CODE","Invalid team code. Please check that the code is correct."
"TID_TEAM_LEAVE","LEAVE"
"TID_TEAM_JOIN","JOIN TEAM"
"TID_TEAM_READY_BUTTON_LABEL","I'M READY"
"TID_TEAM_CANCEL_READY","Cancel"
"TID_TEAM_QUIT","EXIT"
"TID_TEAM_TEAMCODE","Team code"
"TID_TEAM_TEAMCODE_DESC","Your friends can access the team using this code"
"TID_TEAM_WAITING_FOR_PLAYER","Invite with team code"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","INVITE"
"TID_TEAMCREATE_EVENT","Map"
"TID_TEAM_KICK","Kick"
"TID_TEAM_PROFILE","Profile"
"TID_TEAM_SWAP","Swap Side"
"TID_TEAM_SWAP_HERE","Swap Here"
"TID_TEAM_CREATOR_ONLY_FEATURE","Available for team creator only"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Only team creator can change events"
"TID_TEAM_PROFILE_BLOCKED","Not viewable while Ready"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Not available while Ready"
"TID_TEAM_PRACTISE_BUTTON_LABEL","PRACTICE"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","with bots"
"TID_TEAM_LOOT_UNLOCKS","REWARDS"
"TID_BONUS_REWARD","Bonus Reward for 3 victories:"
"TID_BONUS_REWARD_COLLECTED","Bonus Reward claimed"
"TID_INFO_SERVER_ERROR_TITLE","Server error"
"TID_INFO_SERVER_ERROR_BUTTON","Reload game"
"TID_RARITY_NAME_0","Trophy Road"
"TID_RARITY_NAME_1","Rare"
"TID_RARITY_NAME_2","Super Rare"
"TID_RARITY_NAME_3","Epic"
"TID_RARITY_NAME_4","Mythic"
"TID_RARITY_NAME_5","Legendary"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RANK UP!"
"TID_RANK_UP_POPUP_REWARD_BONUS","RANK UP BONUS"
"TID_RANK_UP_POPUP_RANK","RANK <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Name too short!"
"TID_NAME_FAILED_PROFANITIES","Name not accepted!"
"TID_NAME_FAILED","Name not accepted!"
"TID_EVENT_STARTED","New <GAMEMODE> map open! New rewards available!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Players vs Players</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Players vs Bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Play solo with Bots</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Players vs Players</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Play solo with Bots</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>All Brawlers Are Fully Upgraded In Friendly Games</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","To Receive The Power Points"
"TID_SELECT_HERO_POW_INFO_TITLE","POWER POINTS REWARD"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","POWER POINTS PURCHASE"
"TID_SELECT_HERO_POW_INFO_BODY","CHOOSE A BRAWLER TO\nRECEIVE THE POWER POINTS"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","This Brawler is already maxed out on Power Points"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","CONFIRM PURCHASE"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Power will go to <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","CONFIRM REWARD"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Power will go to <HERO>"
"TID_NAVI_1","Shop"
"TID_NAVI_2","News"
"TID_NAVI_3","Battle"
"TID_NAVI_4","Brawlers"
"TID_NAVI_5","Club"
"TID_NAVI_6","Profile"
"TID_NAVI_7","Friends"
"TID_LEADERBOARD_TITLE","LEADERBOARDS"
"TID_LEADERBOARD_TAB_TOTAL","TOTAL\nTROPHIES"
"TID_LEADERBOARD_TAB_HEROES","BRAWLERS"
"TID_LEADERBOARD_TAB_CLANS","CLUBS"
"TID_LEADERBOARD_TAB_FRIENDS","FRIENDS"
"TID_LEADERBOARD_SUBTITLE_1","BEST PLAYERS"
"TID_LEADERBOARD_SUBTITLE_2","BEST CLUBS"
"TID_LEADERBOARD_SUBTITLE_0","BEST <HERO> PLAYERS"
"TID_BATTLE_MAIN_NEXT_REWARD","Next reward: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","New map in: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> collected"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Collect 100 Tokens to get a Brawl Box!"
"TID_GATCHA_INFO","<c0000ff>Brawl Boxes</c>\n\nOpen Brawl Boxes to find Brawlers, Power Points, Coins or Token Doublers."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","HEALTH"
"TID_HERO_INFO_ABILITY","ATTACK: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_BACK","BACK"
"TID_HERO_INFO_UPGRADE","UPGRADE"
"TID_HERO_INFO_ABILITY_LEVEL","LVL <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Buy Brawler"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Collect Power Points from Brawl Boxes and shop offers to unlock the next upgrade"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Star Power can now be found in Brawl Boxes"
"TID_HERO_INFO_STAR_POWER_BLOCKED","Power up <HERONAME> with a selectable Star Power! Available in Brawl Boxes after reaching POWER <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","STAR POWER: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Matchmake failed: event has expired"
"TID_MATCHMAKE_FAILED_7","Matchmake failed: team member was disconnected"
"TID_MATCHMAKE_FAILED_9","Matchmake failed: maintanance is starting"
"TID_MATCHMAKE_FAILED_11","Matchmake failed: team member left matchmaking"
"TID_MATCHMAKE_FAILED_12","Matchmake failed: you have already defeated the last boss"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Blue team will win in:"
"TID_ENEMY_TEAM_WINNING","Red team will win in:"
"TID_OWN_TEAM","Blue team"
"TID_ENEMY_TEAM","Red team"
"TID_COUNTDOWN","COUNTDOWN"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLERS"
"TID_HERO_LIST_DO_GATCHA","Open Brawl Box"
"TID_HERO_TIME_UNTIL_RELEASE","Arriving in <TIME>"
"TID_HERO_LIST_COMING_UP","Check out the details after the Brawler has been released"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Arriving in <TIME>"
"TID_SKIN_INFO_","Supercell ID reward skin"
"TID_SKIN_INFO_1","Brawl Stars Pioneer skin!\n\nFor accounts created before 2019"
"TID_SKIN_INFO_2","Get this skin by connecting to Supercell ID from the settings screen!"
"TID_SKIN_INFO_3_TEASER","Coming soon..."
"TID_SKIN_INFO_3_AVAILABLE","\nAvailable for purchase for a limited time"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nNot currently available for purchase"
"TID_SKIN_INFO_3_HERO_NEEDED","\nUnlock Brawler first to buy this skin"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Celebrate Brawlidays with this festive skin!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Brawlidays skin."
"TID_SKIN_INFO_LEGENDARY","Star Skin"
"TID_LEGENDARY_TROPHIES","Star Points"
"TID_SKIN_REWARD_TITLE_1","SKIN REWARD"
"TID_SKIN_REWARD_INFO_1","You have unlocked a new skin! Thank you for playing Brawl Stars in 2018"
"TID_SKIN_REWARD_TITLE_2","SKIN REWARD"
"TID_SKIN_REWARD_INFO_2","You have unlocked a new skin as reward for connecting your account to Supercell ID"
"TID_SKIN_REWARD_OK","CLAIM"
"TID_HERO_REWARD_TITLE_1","MESSAGE FROM SUPPORT"
"TID_HERO_REWARD_INFO_1","Brawl Stars support has donated a new Brawler to you."
"TID_SKIN_REWARD_TITLE_0","MESSAGE FROM SUPPORT"
"TID_SKIN_REWARD_INFO_0","Brawl Stars support has donated a new Skin to you."
"TID_SKIN_REWARD_TITLE_3","MESSAGE FROM SUPPORT"
"TID_SKIN_REWARD_INFO_3","Brawl Stars support has donated a new Skin to you."
"TID_REWARD_TITLE","MESSAGE FROM SUPPORT"
"TID_REWARD_INFO","You have a pending donation from Brawl Stars support"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> Star Tokens claimed"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> Tokens claimed"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> Star Points claimed"
"TID_REWARD_OK","CLAIM"
"TID_HERO_REWARD_OK","CLAIM"
"TID_RANK_POPUP_TITLE","TROPHY ROAD"
"TID_RANK_POPUP_NEXT_GOAL","NEXT GOAL"
"TID_RANK_POPUP_COLLECT","COLLECT"
"TID_RANK_POPUP_SEASON_END_REWARD","Season Reward"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>YOUR SEASON REWARD</c>"
"TID_RANK_POPUP_TOTAL_INFO","Climb in total trophies to unlock rewards and reach new Leagues!\nTotal trophies is a combination of all your Brawlers' individual trophies."
"TID_RANK_POPUP_SEASON_END_TITLE","SEASON ENDS IN"
"TID_RANK_POPUP_SEASON_END_INFO","When the season ends, your Brawlers with <DECAYSTART> or more trophies will lose some of their trophies. This loss will be compensated with Star Points that you can use in the shop."
"TID_RANK_POPUP_HILITE_CAPTION_3","UNLOCK: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","NEW EVENT: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MEGA BOX"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","SPECIAL EVENTS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","DAILY EVENTS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","TICKET EVENTS"
"TID_RANK_INFO_POPUP_TITLE","Trophy Info"
"TID_RANK_INFO_POPUP_SEASON_REWARDS","Season End Star Point Rewards"
"TID_RANK_INFO_POPUP_LABEL_TROPHIES","Trophies"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","Star Point Reward"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","Trophies After Season End"
"TID_DAILY_COINS_COLLECTED","Collected"
"TID_TEAM_BATTLE","CREATE"
"TID_TEAM_UNREADY","not ready"
"TID_TEAM_WAITING_WHILE_READY","You're ready!\nWaiting for others."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> Brawlers</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Cool!"
"TID_GATCHA_SCREEN_TAP","Tap! Tap!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","EVENT TICKETS"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Active for <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Starting in <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","TOKEN DOUBLER"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Get double the Tokens you earn from battles!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","COINS"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Use Coins to upgrade your Brawlers"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","GEMS"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Use Gems to buy Boxes, Skins and other things from the Shop"
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","POWER POINTS"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Upgrade unlocked!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Upgrade available!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","You can't change page while ready!"
"LEG_TRO_MIG_INFO_SHORT","<AMOUNT> <cff00ff>Star Points</c> gained!"
"TID_LEG_TRO_MIG_POPUP_OK","OK"
"TID_LEG_TRO_MIG_POPUP_CLAIM","CLAIM"
"TID_LEG_TRO_MIG_POPUP_TITLE","Introducing <cff00ff>Star Points</c>"
"TID_LEG_TRO_MIG_INFO","New in Brawl Stars: Star Points! You can earn Star Points by getting a Brawler to 500 trophies and above. At the end of a season, some of the trophies above 500 will be converted to Star Points.\n\nYou can also earn Star Points by ranking up your Brawlers. You received <AMOUNT> Star Points from your previously ranked-up Brawlers!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> is waiting for others to get ready"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> is not yet ready for the game"
"TID_TEAM_MEMBER_INFO_SELF_READY","Cannot change Brawler while ready!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Cannot change event while ready!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Cannot change this while ready!"
"TID_TEAM_GATCHA_BLOCKED","Cannot open a box while ready!"
"TID_TEAM_NO_MEMBER_INFO","Team invite available for creator only"
"TID_TEAM_INFO_TEAM_CODE","Share this code with friends and invite them to join your Team!\n\nTap again to copy to Clipboard."
"TID_FREEZER","Freezer"
"TID_GAME_OVER","Match over"
"TID_LEVEL","lvl<LVL>"
"TID_PLAYERS_IN_MM","There are players in the matchmaking!"
"TID_ONLINE_INFO","Players online: <ONLINE> in matchmaking: <MATCHMAKE> in match: <BATTLES>"
"TID_INPUT_NAME","Input your name here"
"TID_LEADERBOARD_YOUR_SCORE","Your score"
"TID_LEADERBOARD_YOUR_RANK","Your rank"
"TID_LEADERBOARD_HIGHEST_SCORE","Your Highest Score"
"TID_LEADERBOARD_LOCAL","LOCAL (<COUNTRY>)"
"TID_REGION_0","GLOBAL"
"TID_REGION_1","ASIA"
"TID_SET_REGION_RESULT_0","Region switched successfully to <REGION>"
"TID_SET_REGION_RESULT_1","Region change failed: cannot change region while in a Club"
"TID_SET_REGION_RESULT_2","Region change failed: cannot change region while in a Team"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Crystal Grab"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Grab and hold 10 gems!"
"TID_BATTLE_END_MY_TEAM","Your Team"
"TID_BATTLE_END_ENEMY_TEAM","Enemy Team"
"TID_BACK","BACK"
"TID_NOT_ENOUGH_GOLD","Not enough Coins, open Brawl Boxes to get Coins"
"TID_UNLOCK_SKIN_ERROR_1","Not enough Gems"
"TID_EXPERIENCE_LEVEL","Experience level"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Buy Brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Buy"
"TID_UNLOCK_SKIN_TITLE","Buy skin"
"TID_SKIN_COMING_SOON","Skin not available yet"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Buy"
"TID_HERO_LIST_TOTAL_TROPHIES","Total trophies"
"TID_TOP_TOOL_TIP_1","<c00ccff>Tokens</c> are used to open Brawl Boxes.\n\nCollect Tokens from new events and Battles."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Gems</c> are used to buy Boxes, Skins and other things from the Shop.\n\nGet Gems from Brawl Boxes or purchase from the Shop with real money."
"TID_TOP_TOOL_TIP_2","<cff8E1b>Coins</c> are used to upgrade your Brawlers.\n\nFind Coins inside Brawl Boxes."
"TID_TOP_TOOL_TIP_4","<cff0000>Event Tickets</c> give you entry to Ticket Events.\n\nFind Event Tickets inside Brawl Boxes."
"TID_TOP_TOOL_TIP_5","<cff00ff>Star Points</c> are used to buy exclusive items from the Shop.\n\nEarn Star Points from season end rewards, or when any Brawler reaches rank 10 and every five ranks after that!"
"TID_GAME_MODE_0","GEM GRAB"
"TID_GAME_MODE_0_DESC","Collect Gems that pop out of the Gem Mine in the middle of the map. Or, just take them from fallen opponents! Hold ten gems for the duration of a countdown to win the game!"
"TID_GAME_MODE_2","HEIST"
"TID_GAME_MODE_2_DESC","Protect your team's valuable safe, while trying to break open the enemy team's safe at the same time! Whichever team busts open the enemy safe first wins.\n\nIf time runs out, the team that caused more damage to the enemy team's safe is declared winner."
"TID_GAME_MODE_3","BOUNTY"
"TID_GAME_MODE_3_DESC","Collect Stars for your team by defeating players on the enemy team. Every time you defeat an enemy, the bounty on your head increases by one Star, up to seven Stars. Don't give them to the enemy!\n\nThe team that has more Stars when the clock runs out wins."
"TID_GAME_MODE_6","SOLO SHOWDOWN"
"TID_GAME_MODE_6_COMBINED","SHOWDOWN"
"TID_GAME_MODE_6_DESC","Take down the other nine and be the last one standing. Use any means necessary, as you only have one life."
"TID_GAME_MODE_6_DESC_COMBINED","Take down everyone else and be the last one standing. Play solo or in a team of two."
"TID_GAME_MODE_5","BRAWL BALL"
"TID_GAME_MODE_5_DESC","Take the ball to the opposing team's goal to score! Match ends when one team scores two goals, or at full time."
"TID_GAME_MODE_3_OG","WIPEOUT"
"TID_GAME_MODE_3_OG_DESC","Collect Stars for your team by defeating players on the enemy team. Every time you defeat an enemy, the bounty on your head increases by one Star, up to seven Stars. Don't give them to the enemy!\n\nThe team that has more Stars when the clock runs out wins."
"TID_GAME_MODE_11","SIEGE"
"TID_GAME_MODE_11_DESC","Siege and destroy the enemy's IKE assembly turret! Your team also has an IKE: feed it bolts, and it will assemble a powerful Siege Robot to fight for you. Bolts appear randomly around the middle of the map. Grab a bolt and hold it for a few seconds to feed it to your IKE.\n\nThere are up to three Sieges during each match. The team that has more bolts at the start of each Siege builds a Siege Robot. The more bolts, the stronger the robot.\nWatch out, IKEs have powerful ballistic defenses - don't get too close to the enemy base without a Siege Robot to help you!"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Star Token"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Rank up"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Level up"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Victory"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Defeat"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Draw"
"TID_BATTLE_END_GAIN_LABEL_MVP","Star Player"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Rank score"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Time Reward"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Tokens remaining:"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Time Reward"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Time Reward"
"TID_BATTLE_END_COIN_REWARDS","TOKEN REWARDS"
"TID_BATTLE_END_MVP","STAR PLAYER"
"TID_BATTLE_END_DEFEAT_INFO","Better luck next time!"
"TID_TUTORIAL_1","Hi, I'm Shelly! Let's collect all those <ce662f9>GEMS</c>! <c0066ff>DRAG</c> the <c0066ff>BLUE CONTROL</c> with your left thumb to get me moving."
"TID_TUTORIAL_2","Gotta collect them all! These <ce662f9>GEMS</c> are mine!"
"TID_TUTORIAL_3","Robo targets! <ccc0033>DRAG</c> the <ccc0033>RED CONTROL</c> with your right thumb to aim your shots, and release to fire. Destroy the robos!"
"TID_TUTORIAL_GOOD_JOB_1","Good job!"
"TID_TUTORIAL_5","More targets! You can <ccc0033>TAP</c> the <ccc0033>RED CONTROL</c> to shoot at the closest enemy. Destroy the robos!"
"TID_TUTORIAL_6","Now use your Super to shoot the BOSS behind the wall! <cff9900>DRAG</c> the <cff9900>YELLOW CONTROL</c> to aim your Super, and release to fire!"
"TID_TUTORIAL_555","Nice, keep going!"
"TID_TUTORIAL_7","Good job! We've got the <ce662f9>GEMS</c>, let's head towards the exit!"
"TID_TUTORIAL_8","Hitting enemies charges your Super. Use the <cff9900>yellow control</c> to attack the enemies with your Super!"
"TID_TUTORIAL_9","You're a natural Brawler!\n\nNow, let's go get 'em!"
"TID_TUTORIAL_10","Attacking targets charges up the Super attack meter. My Super is ready now!\nTap the Super button!"
"TID_TUTORIAL_11","The <cff6633>orange bars</c> show your ammo. I'll reload as fast as I can!"
"TID_FIGHT_TUTORIAL","PLAY"
"TID_HERO_SCORE_INFO","Collect Trophies for this Brawler by winning games against other players.\n\nReach <PROGRESS> trophies to achieve next Rank and earn <COINS> Tokens."
"TID_HERO_SCORE_INFO_LEG_TROS","Collect Trophies for this Brawler by winning games against other players.\n\nReach <PROGRESS> trophies to achieve the next Rank, earn <COINS> Tokens and <cff00ff><LEGTROS> Star Points</c>"
"TID_HERO_SCORE_INFO_MAXED","You have reached the final rank.\n\n"
"TID_XP_INFO_ME","Your experience level.\n\nGain experience by Battling. Collect <REMPROGRESS> more experience points to reach level <LEVEL> and earn <COINS> Tokens."
"TID_XP_INFO_OTHER","This player's experience level"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","PLAY ONE PRACTICE MATCH TO UNLOCK THE FULL GAME"
"TID_SOCIAL_TAB_CLANS","CLUB"
"TID_SOCIAL_TAB_FRIENDS","FRIENDS"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>battling</c> for <TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>match end screen</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>spectating</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>practicing</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>in matchmaking</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>in team</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>in team</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>in team</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>battling</c>"
"TID_FRIEND_STATUS_MENUS","in menus"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","TEAM UP!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","ONLINE PLAYERS"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","No friends or Club members online"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","No friends or Club members available for invite. Played with someone great recently? Add them as a friend!"
"TID_CLAN_CREATE_BUTTON","CREATE"
"TID_CLAN_SAVE_BUTTON","SAVE"
"TID_CLAN_CREATE_TITLE","CREATE A NEW CLUB"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Last online: <cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","< 1h ago"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Last online: <cf7f7f7><HOURS>h ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Last online: <cf7f7f7><DAYS>d ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Last online: <cf7f7f7>> 1 month ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>BATTLING</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>IN MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>IN MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>MATCHMAKE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>IN MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>SPECTATING</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>PRACTICING</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>IN MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>IN MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>IN MENUS</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> members online"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> member online"
"TID_ALLIANCE_TYPE_OPEN","Open"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Invite only"
"TID_ALLIANCE_TYPE_CLOSED","Closed"
"TID_CLAN_SEARCH_TITLE","SEARCH FOR CLUBS"
"TID_CLAN_INTRO_AD_TITLE","LOOKING FOR A CLUB?"
"TID_CLAN_INTRO_AD_DESC","Team up and chat with other players!"
"TID_CLAN_INTRO_CREATE_GO","CREATE CLUB"
"TID_CLAN_INTRO_SEARCH_GO","SEARCH FOR CLUBS"
"TID_CLAN_INTRO_REFRESH","REFRESH"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","This Club requires <REQ> trophies to join. You only have <SCORE> trophies."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","This Club is closed"
"TID_STREAM_ENTRY_AGE","<time> ago"
"TID_ALLIANCE_ROLE_LEADER","President"
"TID_ALLIANCE_ROLE_CO_LEADER","Vice President"
"TID_ALLIANCE_ROLE_MEMBER","Member"
"TID_ALLIANCE_ROLE_ELDER","Senior"
"TID_STREAM_SENDER_YOU","You"
"TID_GOLDRUSH_1","Hard Rock Mine"
"TID_BANKHEIST_1","Bandit Stash"
"TID_WANTED_1","Temple Ruins"
"TID_BATTLE_ROYALE_1","Skull Creek"
"TID_GOLDRUSH_2","Crystal Cavern"
