"Name","Disabled","DisabledCN","IconSWF","IconExportName","Character","Skin","GiveOnSkinUnlock","IsPicto","BattleCategory","Rarity","EmoteType","SoundEffect","SfxIndex","LockedForChronos","EmoteBundles","IsDefaultBattleEmote","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","ExtraCatalogCampaign","HideFromCatalogRarityCategory"
"emoji_colette_trixie","","","sc/ui.sc","emoji_colette_trixie","Percenter","PercenterTrixie","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Colette_Start_VO","2","","","","","","","","","",""
"emoji_colette_trixie_angry","","","sc/ui.sc","emoji_colette_trixie_angry","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","ANGRY","Colette_Kill_VO","2","","","","","","","","","",""
"emoji_colette_trixie_gg","","","sc/ui.sc","emoji_colette_trixie_gg","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","GG","Colette_Lead_VO","0","","","","","","","","","",""
"emoji_colette_trixie_happy","","","sc/ui.sc","emoji_colette_trixie_happy","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","HAPPY","Colette_Kill_VO","1","","","","","","","","","",""
"emoji_colette_trixie_phew","","","sc/ui.sc","emoji_colette_trixie_phew","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","PHEW","Colette_Hurt_VO","1","","","","","","","","","",""
"emoji_colette_trixie_sad","","","sc/ui.sc","emoji_colette_trixie_sad","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","SAD","Colette_Hurt_VO","4","","","","","","","","","",""
"emoji_colette_trixie_special","","","sc/ui.sc","emoji_colette_trixie_special","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","SPECIAL","Colette_Lead_VO","1","","","","","","","","","",""
"emoji_colette_trixie_thanks","","","sc/ui.sc","emoji_colette_trixie_thanks","Percenter","PercenterTrixie","","","SPECIAL","COLLECTORS","THANKS","Colette_Die_VO","1","","","","","","","","","",""
"emoji_amber","","","sc/ui.sc","emoji_amber","FireDude","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Amber_Start_VO","0","","","","","","","","","",""
"emoji_amber_angry","","","sc/ui.sc","emoji_amber_angry","FireDude","","","","ANGRY","COMMON","ANGRY","Amber_Hurt_VO","0","","","","375","9","","","","",""
"emoji_amber_gg","","","sc/ui.sc","emoji_amber_gg","FireDude","","","","SPECIAL","RARE","GG","Amber_Start_VO","5","","","","750","19","","","","",""
"emoji_amber_happy","","","sc/ui.sc","emoji_amber_happy","FireDude","","","","HAPPY","COMMON","HAPPY","Amber_Kill_VO","2","","","","375","9","","","","",""
"emoji_amber_phew","","","sc/ui.sc","emoji_amber_phew","FireDude","","","","SPECIAL","EPIC","PHEW","Amber_Hurt_VO","4","","","","1500","39","","","","",""
"emoji_amber_sad","","","sc/ui.sc","emoji_amber_sad","FireDude","","","","SAD","COMMON","SAD","Amber_Hurt_VO","1","","","","375","9","","","","",""
"emoji_amber_special","","","sc/ui.sc","emoji_amber_special","FireDude","","","","SPECIAL","EPIC","SPECIAL","Amber_Ulti_VO","2","","","","1500","39","","","","",""
"emoji_amber_thanks","","","sc/ui.sc","emoji_amber_thanks","FireDude","","","","SPECIAL","EPIC","THANKS","Amber_Lead_VO","4","","","","1500","39","","","","",""
"emoji_champie","","","sc/ui.sc","emoji_champie","","","","","HAPPY","COLLECTORS","SPECIAL","","","","WorldFinals","","","","","","","",""
"emoji_champie_angry","","","sc/ui.sc","emoji_champie_angry","","","","","ANGRY","COLLECTORS","SPECIAL","","","","WorldFinals","","","","","","","",""
"emoji_champie_gg","","","sc/ui.sc","emoji_champie_gg","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_champie_happy","","","sc/ui.sc","emoji_champie_happy","","","","","HAPPY","COLLECTORS","SPECIAL","","","","WorldFinals","","","","","","","",""
"emoji_champie_phew","","","sc/ui.sc","emoji_champie_phew","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","WorldFinals","","","","","","","",""
"emoji_champie_sad","","","sc/ui.sc","emoji_champie_sad","","","","","SAD","COLLECTORS","SPECIAL","","","","WorldFinals","","","","","","","",""
"emoji_champie_special","","","sc/ui.sc","emoji_champie_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_champie_thanks","","","sc/ui.sc","emoji_champie_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_rosa_halloween","","","sc/ui.sc","emoji_rosa_halloween","Rosa","RosaRosaBrawloween","true","","DEFAULT","COLLECTORS","DEFAULT","Rosa_start","1","","Brawloween","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","",""
"emoji_rosa_halloween_angry","","","sc/ui.sc","emoji_rosa_halloween_angry","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","ANGRY","Rosa_die","1","","Rosalloween","","","","","","","",""
"emoji_rosa_halloween_gg","","","sc/ui.sc","emoji_rosa_halloween_gg","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","GG","Rosa_ulti_vo","0","","Rosalloween","","","","","","","",""
"emoji_rosa_halloween_happy","","","sc/ui.sc","emoji_rosa_halloween_happy","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","HAPPY","Rosa_kill","0","","Rosalloween","","","","","","","",""
"emoji_rosa_halloween_phew","","","sc/ui.sc","emoji_rosa_halloween_phew","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","PHEW","Rosa_hurt","2","","Rosalloween","","","","","","","",""
"emoji_rosa_halloween_sad","","","sc/ui.sc","emoji_rosa_halloween_sad","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","SAD","Rosa_die","2","","Rosalloween","","","","","","","",""
"emoji_rosa_halloween_special","","","sc/ui.sc","emoji_rosa_halloween_special","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","SPECIAL","Rosa_start","0","","RosalloweenChallenge","","","","","","","",""
"emoji_rosa_halloween_thanks","","","sc/ui.sc","emoji_rosa_halloween_thanks","Rosa","RosaRosaBrawloween","","","SPECIAL","COLLECTORS","THANKS","Rosa_lead","2","","RosalloweenChallenge","","","","","","","",""
"emoji_lou","","","sc/ui.sc","emoji_lou","IceDude","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Lou_Start_VO","0","","","","","","","","","",""
"emoji_lou_angry","","","sc/ui.sc","emoji_lou_angry","IceDude","","","","ANGRY","COMMON","ANGRY","Lou_Hurt_VO","3","","","","375","9","","","","",""
"emoji_lou_gg","","","sc/ui.sc","emoji_lou_gg","IceDude","","","","SPECIAL","RARE","GG","Lou_Kill_VO","5","","","","750","19","","","","",""
"emoji_lou_happy","","","sc/ui.sc","emoji_lou_happy","IceDude","","","","HAPPY","COMMON","HAPPY","Lou_Kill_VO","0","","","","375","9","","","","",""
"emoji_lou_king","","","sc/ui.sc","emoji_lou_king","IceDude","IceDudeKing","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Lou_Start_VO","0","","","","","","","","","",""
"emoji_lou_king_angry","","","sc/ui.sc","emoji_lou_king_angry","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","ANGRY","Lou_Hurt_VO","3","","","","","","","","","",""
"emoji_lou_king_gg","","","sc/ui.sc","emoji_lou_king_gg","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","GG","Lou_Kill_VO","5","","","","","","","","","",""
"emoji_lou_king_happy","","","sc/ui.sc","emoji_lou_king_happy","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","HAPPY","Lou_Kill_VO","0","","","","","","","","","",""
"emoji_lou_king_phew","","","sc/ui.sc","emoji_lou_king_phew","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","PHEW","Lou_Hurt_VO","1","","","","","","","","","",""
"emoji_lou_king_sad","","","sc/ui.sc","emoji_lou_king_sad","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","SAD","Lou_Die_VO","2","","","","","","","","","",""
"emoji_lou_king_special","","","sc/ui.sc","emoji_lou_king_special","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","SPECIAL","Lou_Ulti_VO","4","","","","","","","","","",""
"emoji_lou_king_thanks","","","sc/ui.sc","emoji_lou_king_thanks","IceDude","IceDudeKing","","","SPECIAL","COLLECTORS","THANKS","Lou_Kill_VO","3","","","","","","","","","",""
"emoji_lou_phew","","","sc/ui.sc","emoji_lou_phew","IceDude","","","","SPECIAL","EPIC","PHEW","Lou_Hurt_VO","1","","","","1500","39","","","","",""
"emoji_lou_sad","","","sc/ui.sc","emoji_lou_sad","IceDude","","","","SAD","COMMON","SAD","Lou_Die_VO","2","","","","375","9","","","","",""
"emoji_lou_special","","","sc/ui.sc","emoji_lou_special","IceDude","","","","SPECIAL","EPIC","SPECIAL","Lou_Ulti_VO","4","","","","1500","39","","","","",""
"emoji_lou_thanks","","","sc/ui.sc","emoji_lou_thanks","IceDude","","","","SPECIAL","EPIC","THANKS","Lou_Kill_VO","3","","","","1500","39","","","","",""
"emoji_nani_special","","","sc/ui.sc","emoji_nani_special","Controller","","","","SPECIAL","EPIC","SPECIAL","Nani_Kill_VO","0","","","","1500","39","","","","",""
"emoji_brawlmas","","","sc/ui.sc","emoji_brawlmas","","","","","HAPPY","COLLECTORS","SPECIAL","","","","BrawlMasPack","","1500","39","","","","",""
"emoji_brawlmas_angry","","","sc/ui.sc","emoji_brawlmas_angry","","","","","ANGRY","COLLECTORS","SPECIAL","","","","BrawlMasGift","","1500","39","","","","",""
"emoji_brawlmas_gg","","","sc/ui.sc","emoji_brawlmas_gg","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","BrawlMasPack","","1500","39","","","","",""
"emoji_brawlmas_happy","","","sc/ui.sc","emoji_brawlmas_happy","","","","","HAPPY","COLLECTORS","SPECIAL","","","","BrawlMasGift","","1500","39","","","","",""
"emoji_brawlmas_phew","","","sc/ui.sc","emoji_brawlmas_phew","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","BrawlMasPack","","1500","39","","","","",""
"emoji_brawlmas_sad","","","sc/ui.sc","emoji_brawlmas_sad","","","","","SAD","COLLECTORS","SPECIAL","","","","BrawlMasGift","","1500","39","","","","",""
"emoji_brawlmas_special","","","sc/ui.sc","emoji_brawlmas_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","BrawlMasPack","","1500","39","","","","",""
"emoji_brawlmas_thanks","","","sc/ui.sc","emoji_brawlmas_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","BrawlMasPack","","1500","39","","","","",""
"emoji_edgar","","","sc/ui.sc","emoji_edgar","Enrager","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Edgar_Start_VO","4","","","","","","","","","",""
"emoji_edgar_angry","","","sc/ui.sc","emoji_edgar_angry","Enrager","","","","ANGRY","COMMON","ANGRY","Edgar_Die_VO","0","","","","375","9","","","","",""
"emoji_edgar_gg","","","sc/ui.sc","emoji_edgar_gg","Enrager","","","","SPECIAL","RARE","GG","Edgar_Kill_VO","1","","","","750","19","","","","",""
"emoji_edgar_happy","","","sc/ui.sc","emoji_edgar_happy","Enrager","","","","HAPPY","COMMON","HAPPY","Edgar_Kill_VO","0","","","","375","9","","","","",""
"emoji_edgar_phew","","","sc/ui.sc","emoji_edgar_phew","Enrager","","","","SPECIAL","EPIC","PHEW","Edgar_Die_VO","1","","","","1500","39","","","","",""
"emoji_edgar_sad","","","sc/ui.sc","emoji_edgar_sad","Enrager","","","","SAD","COMMON","SAD","Edgar_Hurt_VO","0","","","","375","9","","","","",""
"emoji_edgar_special","","","sc/ui.sc","emoji_edgar_special","Enrager","","","","SPECIAL","EPIC","SPECIAL","Edgar_Lead_VO","1","","","","1500","39","","","","",""
"emoji_edgar_thanks","","","sc/ui.sc","emoji_edgar_thanks","Enrager","","","","SPECIAL","EPIC","THANKS","Edgar_Lead_VO","3","","","","1500","39","","","","",""
"emoji_byron","","","sc/ui.sc","emoji_byron","SnakeOil","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Snakeoil_Start_VO","0","","","","","","","","","",""
"emoji_byron_angry","","","sc/ui.sc","emoji_byron_angry","SnakeOil","","","","ANGRY","COMMON","ANGRY","Snakeoil_Hurt_VO","1","","","","375","9","","","","",""
"emoji_byron_gg","","","sc/ui.sc","emoji_byron_gg","SnakeOil","","","","SPECIAL","RARE","GG","Snakeoil_Start_VO","3","","","","750","19","","","","",""
"emoji_byron_happy","","","sc/ui.sc","emoji_byron_happy","SnakeOil","","","","HAPPY","COMMON","HAPPY","Snakeoil_Lead_VO","2","","","","375","9","","","","",""
"emoji_byron_phew","","","sc/ui.sc","emoji_byron_phew","SnakeOil","","","","SPECIAL","EPIC","PHEW","Snakeoil_Die_VO","2","","","","1500","39","","","","",""
"emoji_byron_sad","","","sc/ui.sc","emoji_byron_sad","SnakeOil","","","","SAD","COMMON","SAD","Snakeoil_Die_VO","3","","","","375","9","","","","",""
"emoji_byron_special","","","sc/ui.sc","emoji_byron_special","SnakeOil","","","","SPECIAL","EPIC","SPECIAL","Snakeoil_Ulti_VO","1","","","","1500","39","","","","",""
"emoji_byron_thanks","","","sc/ui.sc","emoji_byron_thanks","SnakeOil","","","","SPECIAL","EPIC","THANKS","Snakeoil_Start_VO","4","","","","1500","39","","","","",""
"emoji_ruffs","","","sc/ui.sc","emoji_ruffs","Ruffs","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Ruff_Start_VO","3","","","","","","","","","",""
"emoji_ruffs_angry","","","sc/ui.sc","emoji_ruffs_angry","Ruffs","","","","ANGRY","COMMON","ANGRY","Ruff_Hurt_VO","5","","","","375","9","","","","",""
"emoji_ruffs_gg","","","sc/ui.sc","emoji_ruffs_gg","Ruffs","","","","SPECIAL","RARE","GG","Ruff_Lead_VO","2","","","","750","19","","","","",""
"emoji_ruffs_happy","","","sc/ui.sc","emoji_ruffs_happy","Ruffs","","","","HAPPY","COMMON","HAPPY","Ruff_Kill_VO","5","","","","375","9","","","","",""
"emoji_ruffs_phew","","","sc/ui.sc","emoji_ruffs_phew","Ruffs","","","","SPECIAL","EPIC","PHEW","Ruff_Hurt_VO","7","","","","1500","39","","","","",""
"emoji_ruffs_sad","","","sc/ui.sc","emoji_ruffs_sad","Ruffs","","","","SAD","COMMON","SAD","Ruff_Die_VO","7","","","","375","9","","","","",""
"emoji_ruffs_special","","","sc/ui.sc","emoji_ruffs_special","Ruffs","","","","SPECIAL","EPIC","SPECIAL","Ruff_Ulti_VO","2","","","","1500","39","","","","",""
"emoji_ruffs_thanks","","","sc/ui.sc","emoji_ruffs_thanks","Ruffs","","","","SPECIAL","EPIC","THANKS","Ruff_Lead_VO","3","","","","1500","39","","","","",""
"emoji_ruffs_ronin","","","sc/ui.sc","emoji_ruffs_ronin","Ruffs","RuffsRonin","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Ruff_Start_VO","3","","","","","","","","","",""
"emoji_ruffs_ronin_angry","","","sc/ui.sc","emoji_ruffs_ronin_angry","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","ANGRY","Ruff_Hurt_VO","5","","","","","","","","","",""
"emoji_ruffs_ronin_gg","","","sc/ui.sc","emoji_ruffs_ronin_gg","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","GG","Ruff_Lead_VO","2","","","","","","","","","",""
"emoji_ruffs_ronin_happy","","","sc/ui.sc","emoji_ruffs_ronin_happy","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","HAPPY","Ruff_Kill_VO","5","","","","","","","","","",""
"emoji_ruffs_ronin_phew","","","sc/ui.sc","emoji_ruffs_ronin_phew","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","PHEW","Ruff_Hurt_VO","8","","","","","","","","","",""
"emoji_ruffs_ronin_sad","","","sc/ui.sc","emoji_ruffs_ronin_sad","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","SAD","Ruff_Die_VO","7","","","","","","","","","",""
"emoji_ruffs_ronin_special","","","sc/ui.sc","emoji_ruffs_ronin_special","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","SPECIAL","Ruff_Ulti_VO","2","","","","","","","","","",""
"emoji_ruffs_ronin_thanks","","","sc/ui.sc","emoji_ruffs_ronin_thanks","Ruffs","RuffsRonin","","","SPECIAL","COLLECTORS","THANKS","Ruff_Lead_VO","3","","","","","","","","","",""
"emoji_lny","","","sc/ui.sc","emoji_lny","","","","","HAPPY","COLLECTORS","SPECIAL","","","","LunarBrawl21","","1500","39","","","","",""
"emoji_lny_angry","","","sc/ui.sc","emoji_lny_angry","","","","","ANGRY","COLLECTORS","SPECIAL","","","","LunarBrawl21","","1500","39","","","","",""
"emoji_lny_gg","","","sc/ui.sc","emoji_lny_gg","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","1500","39","","","","",""
"emoji_lny_happy","","","sc/ui.sc","emoji_lny_happy","","","","","HAPPY","COLLECTORS","SPECIAL","","","","LunarBrawl21","","1500","39","","","","",""
"emoji_lny_special","","","sc/ui.sc","emoji_lny_special","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","LunarBrawl21","","1500","39","","","","",""
"emoji_lny_thanks","","","sc/ui.sc","emoji_lny_thanks","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","LunarBrawl21","","1500","39","","","","",""
"emoji_stu","","","sc/ui.sc","emoji_stu","Roller","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Stu_Start_VO","0","","","","","","","","","",""
"emoji_stu_angry","","","sc/ui.sc","emoji_stu_angry","Roller","","","","ANGRY","COMMON","ANGRY","Stu_Hurt_VO","3","","","","375","9","","","","",""
"emoji_stu_gg","","","sc/ui.sc","emoji_stu_gg","Roller","","","","SPECIAL","RARE","GG","Stu_Kill_VO","3","","","","750","19","","","","",""
"emoji_stu_happy","","","sc/ui.sc","emoji_stu_happy","Roller","","","","HAPPY","COMMON","HAPPY","Stu_Kill_VO","0","","","","375","9","","","","",""
"emoji_stu_phew","","","sc/ui.sc","emoji_stu_phew","Roller","","","","SPECIAL","EPIC","PHEW","Stu_Hurt_VO","1","","","","1500","39","","","","",""
"emoji_stu_sad","","","sc/ui.sc","emoji_stu_sad","Roller","","","","SAD","COMMON","SAD","Stu_Hurt_VO","2","","","","375","9","","","","",""
"emoji_stu_special","","","sc/ui.sc","emoji_stu_special","Roller","","","","SPECIAL","EPIC","SPECIAL","Stu_Lead_VO","4","","","","1500","39","","","","",""
"emoji_stu_thanks","","","sc/ui.sc","emoji_stu_thanks","Roller","","","","SPECIAL","EPIC","THANKS","Stu_Ulti_VO","1","","","","1500","39","","","","",""
"emoji_belle","","","sc/ui.sc","emoji_belle","ElectroSniper","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Belle_Start_VO","2","","","","","","","","","",""
"emoji_belle_angry","","","sc/ui.sc","emoji_belle_angry","ElectroSniper","","","","ANGRY","COMMON","ANGRY","Belle_Die_VO","2","","","","375","9","","","","",""
"emoji_belle_gg","","","sc/ui.sc","emoji_belle_gg","ElectroSniper","","","","SPECIAL","RARE","GG","Belle_Lead_VO","4","","","","750","19","","","","",""
"emoji_belle_happy","","","sc/ui.sc","emoji_belle_happy","ElectroSniper","","","","HAPPY","COMMON","HAPPY","Belle_Lead_VO","8","","","","375","9","","","","",""
"emoji_belle_phew","","","sc/ui.sc","emoji_belle_phew","ElectroSniper","","","","SPECIAL","EPIC","PHEW","Belle_Hurt_VO","5","","","","1500","39","","","","",""
"emoji_belle_sad","","","sc/ui.sc","emoji_belle_sad","ElectroSniper","","","","SAD","COMMON","SAD","Belle_Hurt_VO","4","","","","375","9","","","","",""
"emoji_belle_special","","","sc/ui.sc","emoji_belle_special","ElectroSniper","","","","SPECIAL","EPIC","SPECIAL","Belle_Lead_VO","1","","","","1500","39","","","","",""
"emoji_belle_thanks","","","sc/ui.sc","emoji_belle_thanks","ElectroSniper","","","","SPECIAL","EPIC","THANKS","Belle_Ulti_VO","4","","","","1500","39","","","","",""
"emoji_belle_boss","","","sc/ui.sc","emoji_belle_boss","ElectroSniper","ElectroSniperBoss","true","TRUE","SPECIAL","COLLECTORS","DEFAULT","Belle_Start_VO","2","","","","","","","","","",""
"emoji_belle_boss_angry","","","sc/ui.sc","emoji_belle_boss_angry","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","ANGRY","Belle_Die_VO","2","","","","","","","","","",""
"emoji_belle_boss_gg","","","sc/ui.sc","emoji_belle_boss_gg","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","GG","Belle_Lead_VO","4","","","","","","","","","",""
"emoji_belle_boss_happy","","","sc/ui.sc","emoji_belle_boss_happy","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","HAPPY","Belle_Lead_VO","8","","","","","","","","","",""
"emoji_belle_boss_phew","","","sc/ui.sc","emoji_belle_boss_phew","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","PHEW","Belle_Hurt_VO","5","","","","","","","","","",""
"emoji_belle_boss_sad","","","sc/ui.sc","emoji_belle_boss_sad","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","SAD","Belle_Hurt_VO","4","","","","","","","","","",""
"emoji_belle_boss_special","","","sc/ui.sc","emoji_belle_boss_special","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","SPECIAL","Belle_Lead_VO","1","","","","","","","","","",""
"emoji_belle_boss_thanks","","","sc/ui.sc","emoji_belle_boss_thanks","ElectroSniper","ElectroSniperBoss","","","SPECIAL","COLLECTORS","THANKS","Belle_Ulti_VO","4","","","","","","","","","",""
"emoji_squeak","","","sc/ui.sc","emoji_squeak","StickyBomb","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Squeak_Start_VO","0","","","","","","","","","",""
"emoji_squeak_angry","","","sc/ui.sc","emoji_squeak_angry","StickyBomb","","","","ANGRY","COMMON","ANGRY","Squeak_Hurt_VO","1","","","","375","9","","","","",""
"emoji_squeak_gg","","","sc/ui.sc","emoji_squeak_gg","StickyBomb","","","","SPECIAL","RARE","GG","Squeak_Lead_VO","0","","","","750","19","","","","",""
"emoji_squeak_happy","","","sc/ui.sc","emoji_squeak_happy","StickyBomb","","","","HAPPY","COMMON","HAPPY","Squeak_Start_VO","5","","","","375","9","","","","",""
"emoji_squeak_phew","","","sc/ui.sc","emoji_squeak_phew","StickyBomb","","","","SPECIAL","EPIC","PHEW","Squeak_Kill_VO","2","","","","1500","39","","","","",""
"emoji_squeak_sad","","","sc/ui.sc","emoji_squeak_sad","StickyBomb","","","","SAD","COMMON","SAD","Squeak_Die_VO","0","","","","375","9","","","","",""
"emoji_squeak_special","","","sc/ui.sc","emoji_squeak_special","StickyBomb","","","","SPECIAL","EPIC","SPECIAL","Squeak_Lead_VO","5","","","","1500","39","","","","",""
"emoji_squeak_thanks","","","sc/ui.sc","emoji_squeak_thanks","StickyBomb","","","","SPECIAL","EPIC","THANKS","Squeak_Lead_VO","2","","","","1500","39","","","","",""
"emoji_buzz","","","sc/ui.sc","emoji_buzz","RopeDude","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Buzz_Kill_VO","0","","","","","","","","","",""
"emoji_buzz_angry","","","sc/ui.sc","emoji_buzz_angry","RopeDude","","","","ANGRY","COMMON","ANGRY","Buzz_Hurt_VO","6","","","","375","9","","","","",""
"emoji_buzz_happy","","","sc/ui.sc","emoji_buzz_happy","RopeDude","","","","HAPPY","COMMON","HAPPY","Buzz_Kill_VO","3","","","","375","9","","","","",""
"emoji_buzz_gg","","","sc/ui.sc","emoji_buzz_gg","RopeDude","","","","SPECIAL","RARE","GG","Buzz_Lead_VO","2","","","","750","19","","","","",""
"emoji_buzz_phew","","","sc/ui.sc","emoji_buzz_phew","RopeDude","","","","SPECIAL","EPIC","PHEW","Buzz_Kill_VO","6","","","","1500","39","","","","",""
"emoji_buzz_sad","","","sc/ui.sc","emoji_buzz_sad","RopeDude","","","","SAD","COMMON","SAD","Buzz_Hurt_VO","0","","","","375","9","","","","",""
"emoji_buzz_special","","","sc/ui.sc","emoji_buzz_special","RopeDude","","","","SPECIAL","EPIC","SPECIAL","Buzz_Start_VO","9","","","","1500","39","","","","",""
"emoji_buzz_thanks","","","sc/ui.sc","emoji_buzz_thanks","RopeDude","","","","SPECIAL","EPIC","THANKS","Buzz_Start_VO","3","","","","1500","39","","","","",""
"emoji_griff","","","sc/ui.sc","emoji_griff","AssaultShotgun","","","TRUE","DEFAULT","DEFAULT","DEFAULT","Griff_Start_VO","0","","","","","","","","","",""
"emoji_griff_angry","","","sc/ui.sc","emoji_griff_angry","AssaultShotgun","","","","ANGRY","COMMON","ANGRY","Griff_Kill_VO","0","","","","375","9","","","","",""
"emoji_griff_gg","","","sc/ui.sc","emoji_griff_gg","AssaultShotgun","","","","SPECIAL","RARE","GG","Griff_Start_VO","4","","","","750","19","","","","",""
"emoji_griff_phew","","","sc/ui.sc","emoji_griff_phew","AssaultShotgun","","","","SPECIAL","EPIC","PHEW","Griff_Hurt_VO","5","","","","1500","39","","","","",""
"emoji_griff_sad","","","sc/ui.sc","emoji_griff_sad","AssaultShotgun","","","","SAD","COMMON","SAD","Griff_Die_VO","1","","","","375","9","","","","",""
"emoji_griff_special","","","sc/ui.sc","emoji_griff_special","AssaultShotgun","","","","SPECIAL","EPIC","SPECIAL","Griff_Ulti_VO","1","","","","1500","39","","","","",""
"emoji_griff_thanks","","","sc/ui.sc","emoji_griff_thanks","AssaultShotgun","","","","SPECIAL","EPIC","THANKS","Griff_Start_VO","8","","","","1500","39","","","","",""
"emoji_griff_happy","","","sc/ui.sc","emoji_griff_happy","AssaultShotgun","","","","HAPPY","COMMON","HAPPY","Griff_Ulti_VO","0","","","","375","9","","","","",""
"emoji_champie_confetti","","","sc/ui.sc","emoji_champie_confetti","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_champie_lighter","","","sc/ui.sc","emoji_champie_lighter","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_champie_whistle","","","sc/ui.sc","emoji_champie_whistle","","","","","SPECIAL","COLLECTORS","SPECIAL","","","","","","","","","","","",""
"emoji_8bit_clap","","","sc/ui.sc","emoji_8bit_clap","Arcade","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_amber_clap","","","sc/ui.sc","emoji_amber_clap","FireDude","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_barley_clap","","","sc/ui.sc","emoji_barley_clap","Barkeep","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_bea_clap","","","sc/ui.sc","emoji_bea_clap","BeeSniper","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_belle_clap","","","sc/ui.sc","emoji_belle_clap","ElectroSniper","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_bibi_clap","","","sc/ui.sc","emoji_bibi_clap","Baseball","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_bo_clap","","","sc/ui.sc","emoji_bo_clap","BowDude","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_brock_clap","","","sc/ui.sc","emoji_brock_clap","RocketGirl","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
"emoji_bull_clap","","","sc/ui.sc","emoji_bull_clap","BullDude","","","","SPECIAL","RARE","CLAP","Colt_Pin_Clap","0","","","","750","19","","","","",""
