TID,AR
TID_EVENT_MODIFIER_DESC_5,تظهر الفطريات المعالجة بشكل عشوائي! تشفي هذه الفطريات كل شيء قريب منها لبعض الوقت.
TID_EVENT_MODIFIER_DESC_5_SD,تظهر الفطريات المعالجة بشكل عشوائي! يمنع التكتل مع أصدقائك في المكان نفسه الفطريات من النمو.
TID_NINJA,ليون
TID_ROSA,روزا
TID_HINT_42,يبدأ بطلك في التعافي بعد لحظات عندما يتوقف عن الهجوم وتكبُد الضرر.
TID_HOOK_SHORT_DESC,فئة متحكم
TID_HOOK_DESC,يطلق الجني قذيفة انشطارية من مصباحه السحري، وعند استخدامه الزخم، تظهر يد سحرية تقبض على أعدائه وتسحبهم قربه.
TID_SPEC_ABI_HOOK,النفخات السحرية
TID_SPEC_ABI_HOOK_DESC,يعالج الجني جميع زملائه القريبين بمقدار <c00cc00><VALUE1></c> من نقاط الصحة في الثانية.
TID_HOOK_WEAPON,الانفجار الدخاني
TID_HOOK_ULTI,اليد السحرية
TID_HOOK_WEAPON_DESC,يقذف الجني من مصباحه كرة صلبة من الدخان السحري. إذا فشلت في إصابة هدفها، تتحول إلى مخروط يلحق ضررًا أقل.
TID_HOOK_ULTI_DESC,يطلق الجني يدًا سحرية من مصباحه تسحب أي عدو تصيبه نحو مكان تواجده.
TID_NINJA_SHORT_DESC,فئة مدمر
TID_NINJA_DESC,يطلق ليون دفعة شفرات حادة على أهدافه. ويتمثل الزخم لديه في خدعة قنبلة الدخان التي تجعله يختفي لبعض الوقت.
TID_SPEC_ABI_SPEED_INVISIBLE,ألسنة الدخان
TID_SPEC_ABI_SPEED_INVISIBLE_DESC,عندما يستخدم ليون الزخم، يكتسب دفعة نسبتها <c00cc00><VALUE1>%</c> في سرعة تحركه طوال مدة اختفائه.
TID_NINJA_WEAPON,الشفرات المعدنية
TID_NINJA_ULTI,قنبلة الدخان
TID_NINJA_WEAPON_DESC,يرمي ليون أربع شفرات معدنية فعالة في المدى القريب؛ حيث يقل ضررها كلما طال مداها.
TID_NINJA_ULTI_DESC,يختفي ليون لمدة <time> ث، لكنه يظهر من جديد إذا شن هجومًا، وسيستطيع أعداؤه القريبون منه رؤيته.
TID_ROSA_SHORT_DESC,فئة قوات واقية
TID_ROSA_DESC,تقاتل هذه الملاكمة المتخصصة في علم النبات بجدارة! عند استخدامها الزخم، تكسو نفسها ببذلة نباتية واقية.
TID_SPEC_ABI_HEAL_FOREST,الحياة النباتية
TID_SPEC_ABI_HEAL_FOREST_DESC,تسترجع روزا <c00cc00><VALUE1></c> من نقاط الصحة في الثانية عند وجودها وسط الشجيرات.
TID_ROSA_WEAPON,الأيدي الحجرية
TID_ROSA_ULTI,اللكمات القاضية
TID_ROSA_WEAPON_DESC,توجه روزا سلسلة من اللكمات القوية بأسلوب متقن!
TID_ROSA_ULTI_DESC,تكسو روزا نفسها بنبات مقاوم لمدة <time> ث، مما يخفض الضرر الذي تتلقاه بنسبة <num>% طوال مدة فعاليته.
TID_STAT_DAMAGE_PER_CLUSTER,ضرر العنقود الواحد
TID_STAT_DAMAGE_PER_SHURIKEN,ضرر الشفرة في المدى القريب
TID_STAT_INVISIBLE,قنبلة الدخان
TID_STAT_SHIELD,الدرع
TID_SELECT_HERO_INFO_RAID_BOSS,<c2288ff>لاعبون ضد زعيم</c>
TID_EVENT_POPUP_GMV_LABEL_RAID_BOSS,ثلاثة لاعبين ضد زعيم الروبوتات
TID_GAME_MODE_10,قتال الزعماء
TID_RAID_BOSS_INTRO_TEXT,اهزموا الزعيم
TID_RAID_1,ساحة زعيم الروبوتات
TID_GAME_MODE_10_DESC,أيمكنك هزيمة زعيم الروبوتات الجبار؟ شكل فريقًا مع زميلين واقضوا على هذا الوحش. يمكنك العودة للقتال ما دام أحد زميليك في الفريق صامدًا. تنتهي المواجهة إذا انهزم الجميع!\n\nتزداد صعوبة قتالات الزعماء كلما نجحت في هزيمة الزعيم، وهي تبدأ بمستوى الصعوبة العادي وتنتهي بالمستحيل.
TID_TEAM_MATE_GONE,<ccccc00>هُزم زميلك!</c>
TID_ALL_TEAM_MATES_GONE,<cee0000>هُزم زميليك الاثنين!</c>
TID_RAID_BOSS_ENRAGE_1,<c99bb22bb>الزعيم غاضب!</c>
TID_RAID_BOSS_ENRAGE_2,<c99bb2222>الزعيم ثائر!</c>
TID_RAID_BOSS_ENRAGE_3,<c99bbbb22>الزعيم مهتاج!</c>
TID_RAID_BOSS_DIFFICULTY_0,عادي
TID_RAID_BOSS_DIFFICULTY_1,صعب
TID_RAID_BOSS_DIFFICULTY_2,خبير
TID_RAID_BOSS_DIFFICULTY_3,محترف
TID_RAID_BOSS_DIFFICULTY_4,مستحيل
TID_RAID_BOSS_DIFFICULTY_5,مستحيل 2
TID_RAID_BOSS_DIFFICULTY_6,مستحيل 3
TID_RAID_BOSS_DIFFICULTY_7,مستحيل 4
TID_RAID_BOSS_DIFFICULTY_8,مستحيل 5
TID_RAID_BOSS_DIFFICULTY_9,مستحيل 6
TID_RAID_BOSS_DIFFICULTY_10,مستحيل 7
TID_RAID_BOSS_DIFFICULTY_11,مستحيل 8
TID_RAID_BOSS_DIFFICULTY_12,مستحيل 9
TID_RAID_BOSS_DIFFICULTY_13,مستحيل 10
TID_RAID_BOSS_DIFFICULTY_14,مستحيل 11
TID_RAID_BOSS_DIFFICULTY_15,مستحيل 12
TID_RAID_BOSS_DIFFICULTY_16,مستحيل 13
TID_RAID_BOSS_DIFFICULTY_17,مستحيل 14
TID_RAID_BOSS_DIFFICULTY_18,مستحيل 15
TID_RAID_BOSS_DIFFICULTY_19,مستحيل 16
TID_RAID_BOSS_DIFFICULTY_20,أداء رائع يا رفاق!
TID_MODES_NEW_EVENT,حدث جديد!
TID_MODES_NEW_EVENTS,أحداث جديدة!
TID_TEAM_MEMBER_STATUS_NEW_0,<c999999>غير متصل</c>
TID_TEAM_MEMBER_STATUS_NEW_1,في معركة
TID_TEAM_MEMBER_STATUS_NEW_2,بعيد عن الجهاز
TID_TEAM_MEMBER_STATUS_NEW_3,<EMPTY>
TID_TEAM_MEMBER_STATUS_NEW_4,قيد المطابقة
TID_TEAM_MEMBER_STATUS_NEW_5,شاشة النهاية
TID_TEAM_MEMBER_STATUS_NEW_6,<c999999>غير متصل</c>
TID_TEAM_MEMBER_STATUS_NEW_7,في وضع المشاهدة
TID_TEAM_MEMBER_STATUS_NEW_8,في التدريب
TID_TEAM_MEMBER_STATUS_NEW_9,يكتب...
TID_TEAM_MEMBER_STATUS_NEW_10,يختار أحد الأبطال
TID_TEAM_MEMBER_STATUS_NEW_11,يتصفح الأحداث
TID_TEAM_MEMBER_STATUS_NEW_12,يبحث عن عضو
TID_TEAM_MEMBER_STATUS_NEW_13,يتصفح المهام
TID_TEAM_MEMBER_STATUS_NEW_READY,مستعد
TID_BUTTON_SPECTATE,المشاهدة
TID_NEW_EVENT_IN,حدث جديد بعد: <TIME>
TID_NEW_EVENT_NOW,هناك حدث جديد!
TID_NEW_EVENT_ICON_PREFIX,التالي:
TID_NEW_EVENT_ICON_SUFFIX,بعد <TIME>
TID_SHOP_TITLE,المتجر
TID_SELECT_EVENT_TITLE,اختر أحد الأحداث
TID_HERO_LIST_LABEL_NEW,الأبطال <c53C5F7><TOTAL>/<COUNT></c>
TID_KEY_COUNTER,<c7984a8><MAX>/</c><VALUE>
TID_ONLINE_TAB_1,اللاعبون المتصلون
TID_ONLINE_TAB_2,دردشة الفريق
TID_ONLINE_TAB_3,دردشة الاتحاد
TID_ALLIANCE_CHAT_TAB_NOT_IN_ALLIANCE,انضم إلى اتحاد للدردشة مع أعضاء الاتحاد
TID_TEAM_CHAT_TAB_NOT_IN_TEAM,شكل فريقًا مع لاعبين آخرين للدخول إلى دردشة الفريق
TID_NO_BAND_GO_TO_BANDS,الذهاب إلى الاتحادات
TID_SHARE_TEAM_CODE_NO_CODE,انتظر صدور الرمز للمشاركة
TID_TEAM_TEAMCODE_YOURS,رمز فريقك
TID_BACK_BUTTON,مغادرة الفريق
TID_BARLEY_WIZARD_SKIN,بارلي الساحر
TID_EVENT_LOCKED_TROPHIES,اربح المزيد من الكؤوس لفتح الحدث
TID_EVENT_LOCKED_PRO_LEAGUE,احصل على قدرة خاصة لأحد أبطالك لفتح هذا الحدث.
TID_SHOTGUN_STAR_SKIN,شيلي النجمة
TID_PARTY_MODE_TITLE,معركة ودية
TID_BUTTON_PARTY_MODE,معركة ودية
TID_LEAVE_TEAM_TITLE,الفريق
TID_LEAVE_TEAM_TXT,الخروج
TID_PARTY_MODE_DESC,لا تحصل على كؤوس من المعارك الودية، إلا أنه يمكنك لعب أي حدث عادي أو تنظيم منافسة ودية.\n\nتتم ترقية جميع الأبطال بالكامل في المعارك الودية.
TID_HEROES_TO_BE_UNLOCKED,الأبطال المراد فتحهم
TID_NITA_REINDEER_SKIN,نيتا حمراء الأنف
TID_PENNY_ELF_SKIN,بيني رأس السنة
TID_DYNAMIKE_SANTA_SKIN,سانتا مايك
TID_DYNAMIKE_CHEF_SKIN,الشيف مايك
TID_BROCK_BOOMBOX_SKIN,بروك ذو المذياع المحمول
TID_EVENT_SLOT_NAME_1,جمع الجواهر
TID_EVENT_SLOT_NAME_2,المواجهة الحاسمة
TID_EVENT_SLOT_NAME_3,الأحداث اليومية
TID_EVENT_SLOT_NAME_4,أحداث الفريق
TID_EVENT_SLOT_NAME_6,أحداث الفريق 2
TID_EVENT_SLOT_NAME_7,الأحداث الخاصة
TID_EVENT_SLOT_NAME_8,الأحداث الفردية
TID_EVENT_SLOT_NAME_9,التكتيكات الهجومية
TID_EVENT_SLOT_NAME_14,دوري القوة
TID_PENNY_ELF_SKIN_SHOP,بيني\nرأس السنة
TID_DYNAMIKE_SANTA_SKIN_SHOP,سانتا\nمايك
TID_DYNAMIKE_CHEF_SKIN_SHOP,الشيف\nمايك
TID_BROCK_BOOMBOX_SKIN_SHOP,بروك\nذو المذياع المحمول
TID_NITA_REINDEER_SKIN_SHOP,نيتا\nحمراء الأنف
TID_EVENT_STARTS_IN,يبدأ الحدث بعد: <TIME>
TID_UNDERTAKER_HAT_SKIN,لورد مورتيس
TID_CREATE_ROOM_CODE,إنشاء رمز الفريق
TID_EVENT_LOCKED_TEAM,هذا الحدث لا يدعم اللعب ضمن فرق!
TID_EVENT_PREVIEW_TITLE,معلومات الحدث
TID_EVENT_POPUP_GAME_MODE_6_SOLO_DUO,اصمد في الساحة
TID_GAME_MODE_6_SOLO_DUO_DESC,اذهب وحدك أو برفقة زميل للقتال في ساحة المواجهة الحاسمة! يفوز بالمواجهة من يبقى إلى النهاية.\n\nاجمع مكعبات القوة لزيادة صحتك وضرر هجومك. هنالك سحب مسمومة تقترب منك؛ لذا فاستمر في التحرك!
TID_GAME_MODE_6_SOLO_DUO_DESC_PRC,قاتل وحدك أو مع زميل لك في ساحة المواجهة الحاسمة.\n\nاجمع مكعبات القوة لزيادة الصحة وضرر الهجوم.
TID_GAME_MODE_6_SOLO_ONLY_DESC_PRC,استعد للمعركة في ساحة المواجهة الحاسمة.\n\nاجمع مكعبات القوة لزيادة الصحة وضرر الهجوم.
TID_GAME_MODE_20_DESC_PRC,اهزم الفريق الخصم في مسابقة ضربة قاضية من نوع جولتين من ثلاث. احذر: لا يعود الأبطال المهزومون إلى القتال حتى تنتهي الجولة.\n\nيفوز في المواجهة أول فريق يربح جولتين.
TID_INVITE_PENDING,قيد المعالجة
TID_JOIN_REQUEST_PENDING,جار الانضمام
TID_GOAL_MATCH_OVER,سجل <name> هدفًا!\nانتهت المواجهة
TID_GOLDRUSH_XMAS_1,حصن الثلوج
TID_GOLDRUSH_XMAS_2,أجواء البهجة
TID_GOLDRUSH_XMAS_3,عراك كرات الثلج
TID_GOLDRUSH_XMAS_4,الجلمود الجليدي
TID_GOLDRUSH_XMAS_5,الحصار الثلجي
TID_GOLDRUSH_XMAS_6,ساحة الهدايا
TID_GOLDRUSH_XMAS_7,شجرة الاحتفال
TID_GOLDRUSH_XMAS_8,البحيرة المتجمدة
TID_GOLDRUSH_XMAS_9,البلور المجمد
TID_GOLDRUSH_XMAS_10,البحث عن الكنز
TID_RAID_BOSS_DIFFICULTY_CAP,تم خفض مستوى الصعوبة الخاص بك ليطابق مستويات أعضاء فريقك. عندما تكون الصعوبة مخفضة لن يسهم إكمال المستوى في التقدم في إنجاز مهمتك.
TID_RAID_BOSS_DIFFICULTY,التحدي:
TID_BOSS_3,ميدان الغضب
TID_BOSS_4,يوم الفريق
TID_BOSS_5,قلب الطاولة
TID_BOSS_6,حفل الصيد
TID_COOP_3,حماة الخزينة
TID_COOP_4,الأرض المهجورة
TID_COOP_5,الطريق المقطوع
TID_COOP_6,حيطة وحذر
TID_RAID_2,منطقة الآلات
TID_RAID_3,ساحة الخردة
TID_BUTTON_INVITE_PLAYER,الدعوة
TID_BUTTON_JOIN_TEAM,طلب الانضمام
TID_BUTTON_TEAM_FULL,مكتمل
TID_DECIMAL_MARK,.
TID_RARITY_HEADER_0,مكافأة مسار الكؤوس
TID_RARITY_HEADER_1,نادر
TID_RARITY_HEADER_2,بالغ الندرة
TID_RARITY_HEADER_3,استثنائي
TID_RARITY_HEADER_4,خرافي
TID_RARITY_HEADER_5,أسطوري
TID_RARITY_HEADER_6,متلوّن
TID_SETTINGS_KAKAO,أصدقاء KAKAO
TID_HERO_INFO_LEVEL_WITH_NUMBER,القوة <NUMBER>
TID_HERO_INFO_LEVEL_WITH_NUMBER_LONG,مستوى القوة <NUMBER>
TID_IN_YOUR_TEAM,فريقك
TID_TEAM_REQEST_JOIN_FAIL_TEAM_FULL,تعذر إرسال طلب انضمام. فريقك مكتمل
TID_EVENT_ENDS_IN,ينتهي الحدث بعد: <TIME>
TID_EVENT_LOCKED_CAN_CLAIM_WARNING,افتح الحدث من شاشة مسار الكؤوس
TID_EVENT_LOCKED_CAN_CLAIM,تهانينا! يمكنك الآن فتح الحدث من شاشة مسار الكؤوس
TID_BATTLE_ROYALE_3D,وادي الموت
TID_BATTLE_ROYALE_7D,وادي الصخور
TID_WANTED_4D,الفطر السام
TID_GOLDRUSH_3D,كهف الفطر
TID_WEEKEND_OFFER,عرض نهاية الأسبوع
TID_EXCLUSIVE_OFFER,عرض حصري
TID_EPIC_OFFER,عرض استثنائي
TID_MEGA_OFFER,عرض كبير
TID_FEATURED_OFFER,عرض مميز
TID_TAIPEI_OFFER,عرض معرض ألعاب Taipei
TID_RAID_BOSS_ENRAGE_4,<c99ffffff>أصبح الزعيم مهتاجًا!</c>
TID_RAID_BOSS_ENRAGE_WARNING_1,<cffbb22bb>يغضب</c> الزعيم بعد:
TID_RAID_BOSS_ENRAGE_WARNING_2,<cffbb2222>يثور</c> الزعيم بعد:
TID_RAID_BOSS_ENRAGE_WARNING_3,<cffbbbb22>يهتاج</c> الزعيم بعد:
TID_RAID_BOSS_ENRAGE_WARNING_4,يصبح الزعيم <cffffffff>مهتاجًا</c> بعد:
TID_HERO_INFO_LOCKED_INFO_SHORT,يُفتح عبر صناديق العراك
TID_ROBO_WARS_1,الحصار السويدي
TID_ROBO_WARS_INTRO_TEXT,دمر قاعدة العدو.
TID_ROBO_WARS_SCRAP,البراغي:
TID_ROBO_WARS_OWN_ROBO_SPAWNED_0,بنى <c998888ff>فريقك</c> روبوت حصار!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_0,بنى <c99dd3333>فريق العدو</c> روبوت حصار!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_1,بنى <c998888ff>فريقك</c> <c99bb22bb>روبوت غاضبًا!</c>
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_1,بنى <c99dd3333>فريق العدو</c> <c99bb22bb>روبوت غاضبًا!</c>
TID_ROBO_WARS_OWN_ROBO_SPAWNED_2,بنى <c998888ff>فريقك</c> <c99bb2222>روبوت ثائرًا</c>!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_2,بنى <c99dd3333>فريق العدو</c> <c99bb2222>روبوت ثائرًا</c>!
TID_ROBO_WARS_OWN_ROBO_SPAWNED_3,بنى <c998888ff>فريقك</c> <c99bbbb22>روبوت مهتاجًا</c>!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED_3,بنى <c99dd3333>فريق العدو</c> <c99bbbb22>روبوت مهتاجًا</c>!
TID_ROBO_WARS_SCRAP_AMOUNT,<v1>/<v2>
TID_BRAWL_BOX_INFO,اجمع <c33a5d7><COUNT> من الأقراص</c> من المعارك لفتح صندوق العراك هذا.
TID_STAR_BOX_INFO,اجمع <cff8E1b><COUNT> من أقراص النجوم</c> من أول انتصار لك في مختلف الأحداث لفتح هذا الصندوق الكبير.
TID_ALLIANCE_LOCATION,موقع الاتحاد
TID_LOCATION_TITLE,حدد الموقع
TID_SETTINGS_LOCATION,الموقع
TID_REGION_INT,عالمي
TID_POPUP_CHANGE_LOCATION_TITLE,أتريد تغيير الموقع؟
TID_POPUP_CHANGE_LOCATION,هل أنت متأكد من أنك تريد تغيير الموقع؟ لا يمكن تغيير الموقع إلا مرة واحدة في اليوم.
TID_CHANGE_LOCATION_RESULT_0,تغير الموقع إلى <COUNTRY>.
TID_CHANGE_LOCATION_RESULT_1,لا يمكن تغيير الموقع حاليًا. حاول مجددًا بعد <TIME>
TID_SKIN_INFO_CAMPAIGN_2_AVAILABLE,شارك في احتفالات السنة القمرية الجديدة بهذا المظهر الاحتفالي!
TID_SKIN_INFO_CAMPAIGN_2_NOT_AVAILABLE,مظهر السنة القمرية
TID_SKIN_INFO_CAMPAIGN_5_AVAILABLE,شارك في احتفالات السنة القمرية الجديدة بهذا المظهر الاحتفالي.
TID_SKIN_INFO_CAMPAIGN_5_NOT_AVAILABLE,مظهر السنة القمرية
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2019,مظهر السنة القمرية 2019
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2020,مظهر السنة القمرية 2020
TID_SKIN_INFO_CAMPAIGN_LUNAR_BRAWL_2021,مظهر السنة القمرية 2021
TID_CACTUS_PINK_SKIN,سبايك الوردي
TID_CACTUS_PINK_SKIN_SHOP,سبايك\nالوردي
TID_TRICKSHOT_DUDE,ريكو
TID_TRICKSHOT_GOLD_SKIN,ريكو الملك
TID_TRICKSHOT_GOLD_SKIN_SHOP,ريكو\nالملك
TID_SKIN_POPCORN_RICO,ريكو بائع الفشار
TID_SKIN_POPCORN_RICO_SHOP,ريكو\nبائع الفشار
TID_SKIN_FOOTBULL,بول المهاجم
TID_SKIN_FOOTBULL_SHOP,بول\nالرياضي
TID_SKIN_DUMPLING_DARRYL,داريل ذو الحزام الأحمر
TID_SKIN_DUMPLING_DARRYL_SHOP,داريل\nذو الحزام الأحمر
TID_SKIN_LUNAR_BROCK,بروك يانج
TID_SKIN_LUNAR_BROCK_SHOP,بروك\nيانج
TID_SKIN_LUNAR_COLT,كولت شان
TID_SKIN_LUNAR_COLT_SHOP,كولت\nشان
TID_SKIN_VALENTINE_POCO,بوكو الفالانتاين
TID_SKIN_VALENTINE_POCO_SHOP,بوكو\nالفالانتاين
TID_BANKHEIST_9,لحظة وجيزة
TID_BANKHEIST_10,العراك المستعر
TID_BANKHEIST_11,سماها وترابها
TID_BANKHEIST_12,جسر بعيد جدًا
TID_BANKHEIST_13,خزينة استثنائية
TID_WANTED_10,حفل المسبح
TID_WANTED_11,منطقة الإحماء
TID_WANTED_12,المراكز العليا
TID_WANTED_13,كعكة الطبقات
TID_WANTED_14,الموسم الجاف
TID_NOT_ENOUGH_LEGENDARY_TROPHIES,لا تملك نقاط نجوم كافية!
TID_NOT_ENOUGH_CLUB_COINS,لا تملك نقود اتحاد كافية!
TID_NOT_ENOUGH_GOLD_TITLE,لا تملك نقودًا كافية!
TID_NOT_ENOUGH_GOLD_TEXT,أتريد شراء النقود الـ <NUM> التي تنقصك؟
TID_NOT_ENOUGH_GOLD_TEXT_ONE,أتريد شراء النقود التي تنقصك؟
TID_TEAM_INVITATION_POPUP_MUTE_ALL,حظر كل الدعوات لمدة ساعة من الآن
TID_TEAM_INVITATION_SETTING_MUTE,حظر كل دعوات الفريق
TID_BUTTON_TEAM_DND,ممنوع الإزعاج
TID_SHOP_VALENTINE_OFFER,عرض الفالانتاين
TID_SHOP_BRAWLER_BUNDLE,مجموعة البطل
TID_SHOP_SEASONAL_SKIN_OFFER,عرض المظاهر الموسمية
TID_SHOP_WELCOME_OFFER,عرض ترحيبي
TID_SHOP_BRAWLER_PACK,باقة الأبطال
TID_SHOP_STAR_POWER_OFFER,عرض القدرة الخاصة
TID_SHOP_UPGRADE_BUNDLE,مجموعة الترقية
TID_SHOP_NEW_BRAWLER_OFFER,عرض بطل جديد
TID_SHOP_NEW_SKIN_RELEASE,إصدار مظهر جديد
TID_SHOP_NEW_SKIN_OFFER,عرض مظهر جديد
TID_HEROES_COMING_SOON,أبطال يصدرون قريبًا
TID_RARITY_NAME_0_UPPER,مكافأة مسار الكؤوس
TID_RARITY_NAME_1_UPPER,نادر
TID_RARITY_NAME_2_UPPER,بالغ الندرة
TID_RARITY_NAME_3_UPPER,استثنائي
TID_RARITY_NAME_4_UPPER,خرافي
TID_RARITY_NAME_5_UPPER,أسطوري
TID_RARITY_NAME_6_UPPER,متلوّن
TID_STARTER_PACK_5,باقة المستوى 50
TID_STARTER_PACK_6,باقة المستوى 75
TID_STARTER_PACK_7,باقة المستوى 100
TID_STARTER_PACK_8,باقة المستوى 125
TID_WHIRLWIND,كارل
TID_WHIRLWIND_SHORT_DESC,فئة ملحق ضرر
TID_WHIRLWIND_DESC,يرمي كارل فأسه بخفة ودقة كالبومرانج، وعند تنفيذه ضربة الزخم تبدأ مركبته في الدوران بسرعة فتطيح بكل من حوله.
TID_WHIRLWIND_WEAPON,الفأس
TID_WHIRLWIND_ULTI,الدوامة
TID_WHIRLWIND_WEAPON_DESC,يرمي كارل فأسه بخفة ودقة كالبومرانج التي ترتد إليه ليكرر الضربات.
TID_WHIRLWIND_ULTI_DESC,يدور كارل حول نفسه بسرعة لبضع ثوانٍ فيطيح بأعدائه الموجودين في نطاقه.
TID_STAT_DAMAGE_EACH_WAY,الضرر عند الإصابة
TID_STAT_DAMAGE_PER_SWING,ضرر الرمية الواحدة
TID_HINT_43,ترتد الفأس عند إصابتها الحواجز فتعود إلى كارل ليرميها مجددًا بسرعة أكبر.
TID_SPEC_ABI_PROJECTILE_SPEED,الرمية الخاطفة
TID_SPEC_ABI_PROJECTILE_SPEED_DESC,يرمي كارل فأسه بقوة أكبر بنسبة <c00cc00><VALUE1>%</c> مما يجعلها تطير وترتد إليه على نحو أسرع.
TID_SPEC_ABI_SUPERSPEED,المروحة
TID_SPEC_ABI_SUPERSPEED_DESC,تكتسب مركبة كارل الدوّارة سرعة أكبر عند نشاط الزخم.
TID_HERO_SORTING_TROPHIES,حسب أدنى الكؤوس
TID_HERO_SORTING_TROPHIES_DESC,حسب أعلى الكؤوس
TID_HERO_SORTING_RARITY,حسب الندرة
TID_HERO_SORTING_RARITY_DESC,حسب الندرة بشكل تنازلي
TID_HERO_SORTING_POWER_DESC,مستوى القوة
TID_HERO_SORTING_RANKUP,الأقرب إلى الترتيب التالي
TID_MUTE_INVITES_LABEL,ممنوع الإزعاج:
TID_GEM_BALANCE_TITLE,رصيد الجواهر
TID_JP_BUTTON,رصيد الجواهر
TID_GEM_BALANCE,رصيد الجواهر الحالي: <total>\n\nالجواهر المجانية: <free>\n\nالجواهر المشتراة: <paid>
TID_IAP_INFO_TEXT,"청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능"
TID_SETTINGS_LINE,LINE
TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE,تم في <DATE> إرجاع قيمة معاملة أجريت على هذا الحساب، أو تم إلغاؤها على إثر اكتشاف طبيعتها الاحتيالية. إذا كنت قد طلبت إعادة القيمة، سيتم إعادتها وفق نفس الطريقة التي تم دفعها بها عند إجراء المعاملة. تم اقتطاع <X> من الجواهر من حسابك، وهو ما يعادل قيمة المعاملة. قد ينتج عن ذلك رصيد جواهر سلبي. يمكنك رفع رصيدك من الجواهر بإجراء طلبات إضافية وجمع الموارد في اللعبة.
TID_HERO_DISABLED_CURRENTLY,هذا البطل غير متاح مؤقتًا.
TID_SKIN_FARMER_POCO,بوكو المزارع
TID_SKIN_FARMER_POCO_SHOP,بوكو\nالمزارع
TID_UNDERTAKER_NIGHTWITCH_SKIN,مورتيس ساحرة الليل
TID_UNDERTAKER_NIGHTWITCH_SKIN_SHOP,مورتيس\nساحرة الليل
TID_FRIEND_ADDED,<FRIEND> أصبح صديقك الآن!
TID_IAP_REFRESHER_BUNDLE,مجموعة التجديد
TID_IAP_REFRESHER_PACK,باقة التجديد
TID_IAP_WOMENS_DAY_1,قوة الفتيات
TID_IAP_WOMENS_DAY_2,يوم مرأة عالمي سعيد
TID_IAP_LIMITED_TIME_DISCOUNT,خصم لفترة محدودة
TID_IAP_GOLDENWEEK_PACK,باقة الأسبوع الذهبي
TID_IAP_GOLDENWEEK_PACK_DESC,احتفالات الأسبوع الذهبي
TID_LIMITED_AVAILABILITY,لفترة محدودة
TID_ROBO_WARS_2,المواجهة الميكانيكية
TID_ROBO_WARS_3,الثورة الصناعية
TID_ROBO_WARS_4,خط الإنتاج
TID_ROBO_WARS_5,غزاة القواعد
TID_ROBO_WARS_6,كتيبة الروبوتات
TID_ROBO_WARS_7,ميدان البراغي
TID_ROBO_WARS_8,مطلوب التركيب
TID_ROBO_WARS_9,حصار المصنع
TID_GOLDRUSH_12,تراب الماس
TID_GOLDRUSH_13,الأركان الأربعة
TID_GOLDRUSH_14,موقع الرصد
TID_GOLDRUSH_15,قفزة إلى الأمام
TID_GOLDRUSH_16,العد التنازلي
TID_GOLDRUSH_17,سرعة الإفلات
TID_GOLDRUSH_18,الارتباط الوطيد
TID_BATTLE_ROYALE_13,معقل الأشباح
TID_BATTLE_ROYALE_14,الفناء
TID_BATTLE_ROYALE_15,الساعة الشمسية
TID_BATTLE_ROYALE_16,مسرح النجوم
TID_BATTLE_ROYALE_17,الممر المظلم
TID_BATTLE_ROYALE_18,التروس
TID_BALL_8,الضربة المتقنة
TID_BALL_9,صندوق الألعاب
TID_BALL_10,ضربة الجزاء
TID_BALL_11,البديل
TID_BANKHEIST_14,الساحة الملكية
TID_HERO_DISABLED_CURRENTLY_PRINT,هذا البطل غير متاح مؤقتًا. جرّب لاحقًا!
TID_NEXT_ROBO_IN,يبدأ الحصار التالي بعد:
TID_ROBO_WARS_OWN_ROBO_SPAWNED,<c998888ff>هاجم</c> روبوت حصار من المستوى <num> <c998888ff> </c>!
TID_ROBO_WARS_ENEMY_ROBO_SPAWNED,<c99dd3333>دافع</c> أمام <c99dd3333>روبوت حصار</c> من المستوى <num>!
TID_HERO_DISABLED_CURRENTLY_START_GAME,هذا البطل غير متاح مؤقتًا. جرّب بطلاً آخر!
TID_HERO_COMING_SOON,سيتوفر البطل قريبًا!
TID_NO_ROBOS_SPAWNED,تعادل! لم ينفَّذ أي حصار.
TID_LAST_ROBO_IN,الحصار الأخير بعد:
TID_ROBO_LEVEL,مستوى روبوت الحصار: <num>
TID_BATTLE_ROYALE_19,الكتل الشاردة
TID_BATTLE_ROYALE_20,النجم الساقط
TID_BATTLE_ROYALE_21,مركز العاصفة
TID_BATTLE_ROYALE_22,سهول الفيضان
TID_BATTLE_ROYALE_23,سيل الأنهار
TID_BATTLE_ROYALE_24,التقاطع المزدوج
TID_BATTLE_ROYALE_25,أسوار الحديقة
TID_BATTLE_ROYALE_26,المحكمة
TID_BATTLE_ROYALE_27,الثلج السخامي
TID_BALL_12,حلبة الرقص
TID_BALL_13,وضعية القتال
TID_BALL_14,آلة الحظ
