TID,CNT
TID_STAT_HEALING_PER_SEC,每秒治療
TID_STAT_DAMAGE_PER_CARD,每張卡牌傷害
TID_OVERTIME,加時賽！
TID_VALUE,超值
TID_SHOP_ONE_TIME_PURCHASE,該特惠包只能購買一次！
TID_HINT_MAKE_GOAL_1,按住拖曳<ccc0033>紅色搖桿</c>瞄準球的方向！
TID_BALL_2,三重威脅
TID_BALL_3,精準射門
TID_STARTER_PACK_1,5級特惠包
TID_STARTER_PACK_2,15級特惠包
TID_STARTER_PACK_3,25級特惠包
TID_IAP_XMAS2018_PACK,節日特惠包
TID_IAP_XMAS2018_PACK_DESC,齁齁齁！
TID_STARTER_PACK_0,新手特惠包
TID_STARTER_PACK_0_DESC,歡迎加入《荒野亂鬥》，精彩亂鬥由此開啟！
TID_IAP_LNY2019_PACK,亂鬥新春特惠
TID_IAP_LNY2019_PACK_DESC,新春快樂！
TID_IAP_MARCH2019_PACK,三月特惠
TID_IAP_MARCH2019_PACK_DESC,該特惠包只可購買一次！
TID_IAP_REFRESHER_PACK_DESC,該特惠包只可購買一次！
TID_BLACKHOLE_DEFAULT_SKIN,系統預設
TID_GOLD_CAP_HIT,代幣已達上限
TID_GATCHA_BUTTON_BOX_STACK_FULL,已達寶箱存放上限
TID_COOP_1,彈珠公園
TID_GAME_MODE_8,機甲入侵
TID_GAME_MODE_8_DESC,保護金庫不被貪婪的機甲匪徒攻破！\n\n機甲匪徒會從四面八方向金庫發起猛攻，而且數量會越來越多。堅守到時間結束吧！\n\n機甲入侵的難度分為普通到瘋狂多個等級。你每次成功保護金庫後，挑戰難度都會提升。
TID_COOP_INTRO_TEXT,保護金庫！
TID_SELECT_EVENT_POPUP_TITLE,選擇活動
TID_BARREL_BOT,達里爾
TID_BARREL_BOT_DESC,達里爾手中的兩把雙管獵槍威力巨大。他的超級技能是鑽進桶裡四處亂滾亂撞！
TID_BARREL_BOT_WEAPON,雙重火力
TID_BARREL_BOT_WEAPON_DESC,達里爾的雙管獵槍可以發射出兩波交錯的火力，能夠對近距離目標造成大量傷害。
TID_BARREL_BOT_ULTI,滾桶突進
TID_BARREL_BOT_ULTI_DESC,達里爾躲進木桶並迅速向前滾動，他會撞飛沿途的敵人並降低自己受到的傷害。如果碰上牆壁，木桶會彈向其他方向。他的超級技能會隨著時間自動蓄能！
TID_ARTILLERY_DUDE,佩妮
TID_ARTILLERY_DUDE_DESC,佩妮生性叛逆，狂放不羈，是大海的統治者！她是個不折不扣的危險人物，總是尋求刺激的冒險。被她看上的東西，就一定要弄到手！
TID_ARTILLERY_DUDE_WEAPON,佩式火槍
TID_ARTILLERY_DUDE_WEAPON_DESC,向敵人發射一個裝滿愚人金幣的錢袋。錢袋擊中敵人後會破裂，飛散出來的金幣會繼續攻擊後方的目標。
TID_ARTILLERY_DUDE_ULTI,佩式艦炮
TID_ARTILLERY_DUDE_ULTI_DESC,佩妮擺出自己的招牌艦炮，提供火力支援！這門艦炮射程很遠，能攻擊到障礙物後面的敵人，射出的炮彈還會點燃地面！
TID_ITEM_NAME_SPECIAL,能力之星
TID_HERO_INFO_ITEM_LOCKED,達到<LEVEL>級後有機會獲得
TID_HERO_INFO_LOCKED_INFO,打開亂鬥寶箱\n有機會獲得
TID_HERO_INFO_LOCKED_INFO_RANK_TRACK,總獎盃數達到<SCORE>後解鎖
TID_SPEC_ABI_FREEZE,震撼彈
TID_SPEC_ABI_BERSERKER,狂牛之怒
TID_SPEC_SELF_DESTRUCT,復仇
TID_SPEC_ABI_CACTUS_HEAL,療癒派對
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK,療癒特調
TID_SPEC_ABI_REPAIR_TURRET,脈衝充能
TID_SPEC_ABI_PET_LIFESTEAL,靈魂協同
TID_SPEC_ABI_STEAL_SOULS,恐怖收割
TID_SPEC_ABI_SPOT,鷹眼
TID_SPEC_ABI_AMBUSH,暗地守候
TID_SPEC_ABI_BLACK_HOLE_MONSTER,惡魔分身
TID_SPEC_ABI_SPEED,速度之靴
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK,愛的抱抱
TID_SPEC_BOUNCED_BULLETS_STRONGER,超級反彈
TID_SPEC_ABI_FIRE_DOT_ULTI,燃燒摔角魂
TID_SPEC_LAST_STAND,最終絕唱
TID_SPEC_BURN,火箭狂潮
TID_SPEC_CRIPPLE,致殘毒藥
TID_SPEC_ABI_BARREL_DEFENSE,護身鋼圈
TID_SPEC_HEAL_MAIN_ATTACK,單曲循環
TID_SPEC_ABI_FREEZE_DESC,雪莉的超級散彈可使敵人的移動速度降低，持續<c00cc00><VALUE1></c>秒。
TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC,鴉的普通攻擊和超級技能對生命值在<VALUE1>%以下的英雄可造成<c00cc00><VALUE2></c>額外傷害。
TID_SPEC_ABI_BERSERKER_DESC,狂牛生命值低於<c00cc00><VALUE1>%</c>時，裝彈速度加倍！
TID_SPEC_SELF_DESTRUCT_DESC,爆破麥克陣亡時會丟出6根炸藥，每根炸藥可造成<c00cc00><VALUE1></c>傷害。
TID_SPEC_ABI_CACTUS_HEAL_DESC,使用超級技能後，當史派克位於技能範圍內時，每秒可恢復<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_HEAL_SELF_MAIN_ATTACK_DESC,保力每次攻擊都會恢復<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_REPAIR_TURRET_DESC,潔西擊中自己的炮台時，可為炮台恢復<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_PET_LIFESTEAL_DESC,熊靈擊中敵方英雄可為妮塔恢復<c00cc00><VALUE1></c>生命值，妮塔擊中敵方英雄可為熊靈恢復<c00cc00><VALUE2></c>生命值。
TID_SPEC_ABI_STEAL_SOULS_DESC,擊敗敵方英雄後，莫提斯能夠獲取對方的生命精華，為自己恢復<c00cc00><VALUE1></c>生命值。
TID_SPEC_SPOT_FROM_AIR_DESC,小辣椒使用超級技能時，可以在空中偵測到所有躲藏在草叢中的敵人。
TID_SPEC_HEAL_MAIN_ATTACK_DESC,波可的普通攻擊擊中友軍英雄時，可為他們恢復<c00cc00><VALUE1></c>生命值。
TID_SPEC_ABI_SPOT_DESC,鷹獵人爆的偵測距離提升<c00cc00><VALUE1>%</c>，能更早發現躲藏在草叢中的敵人。
TID_SPEC_ABI_AMBUSH_DESC,躲在草叢中時，小辣椒的普通攻擊可以對敵人造成額外傷害。子彈飛得越遠，額外傷害越高，最高可達<c00cc00><VALUE1></c>。
TID_SPEC_ABI_BLACK_HOLE_MONSTER_DESC,塔拉的超級技能可以撕開一道時空裂縫！一個塔拉的幻影將從時空裂縫中出現並攻擊她的敵人。
TID_SPEC_ABI_TODO_DESC,未選擇特殊技能
TID_SPEC_ABI_SPEED_DESC,柯爾特腳底生風，移動速度提升<c00cc00><VALUE1>%</c>。
TID_SPEC_ABI_PUSHBACK_SELF_DESC,爆破麥克現在可以借助爆炸的衝擊波騰空而起，甚至還能跳過障礙物。
TID_SPEC_ABI_HEAL_OTHERS_MAIN_ATTACK_DESC,帕姆的廢料噴射擊中敵方英雄時，可為自己及附近的友方英雄恢復<c00cc00><VALUE1></c>生命值。
TID_SPEC_BOUNCED_BULLETS_STRONGER_DESC,彈射的普通攻擊和超級技能在第一次反彈後威力更大，造成<c00cc00><VALUE1></c>額外傷害！
TID_SPEC_ABI_FIRE_DOT_ULTI_DESC,被飛身肘擊命中的敵人將被點燃，在4秒內受到<c00cc00><VALUE1></c>傷害。
TID_SPEC_LAST_STAND_DESC,波可被擊敗時會彈奏他的最終絕唱，可為附近的友軍英雄恢復<c00cc00><VALUE1></c>生命值！
TID_SPEC_BURN_DESC,布洛克的超級技能將多發射<c00cc00><VALUE1>%</c>的火箭彈幕。
TID_SPEC_ABI_BARREL_DEFENSE_DESC,使用超級技能後，達里爾的護身鋼圈可以為他提供保護，使其在<c00cc00><VALUE1></c>秒內受到的傷害降低<c00cc00><VALUE2>%</c>。
TID_SPEC_CRIPPLE_DESC,鴉的毒藥可以削弱敵人。在毒藥效果持續期間內，敵人攻擊造成的傷害將減少<c00cc00><VALUE1>%</c>。
TID_BATTLE_ROYALE_7,雙重麻煩
TID_GAME_MODE_9,雙人荒野生死鬥
TID_GAME_MODE_9_COMBINED,荒野生死鬥
TID_GAME_MODE_9_DESC,擊敗其他4支小隊。只要你仍有隊友存活，你的英雄被擊敗時，將能在一段時間後重新回到戰場！
TID_WAVE_APPROACHING,第<number>波
TID_TEAMS_LEFT,剩餘小隊：<num>
TID_TEAM_MATE_RESPAWNING,隊友重生倒數計時：<num>
TID_BOSS_APPROACHING,第<number>波：<ccc0000>大型機甲來襲！</c>
TID_COOP_2,鋼鐵據點
TID_BOSS_2,鼴鼠國王大廳
TID_BEAR_DAMAGE,熊靈傷害
TID_BEAR_HEALTH,熊靈生命值
TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM,雙人生存模式
TID_SPEC_ABI_PUSHBACK_SELF,爆破跳躍
TID_VIEW_PROFILE_BUTTON,查看資料
TID_REPORT_PLAYER_BUTTON,檢舉
TID_CHAT_REPORT_CONFIRMATION_TITLE,檢舉<name>？
TID_CHAT_REPORT_CONFIRMATION,\n\n確定要檢舉<name>的不當行為嗎？
TID_PLAYER_ALREADY_REPORTED,已檢舉該玩家！
TID_STARTER_PACK_4,35級特惠包
TID_NEED_HERO,無法購買造型，請先解鎖該英雄。
TID_EVENT_ENDING,<GAMEMODE>即將結束！
TID_TEAM_DISPLAY_TITLE_CLAN,戰隊小隊
TID_TEAM_DISPLAY_TITLE_FRIENDS,好友小隊
TID_TICKETS_REVEIVED,收到<AMOUNT>張活動入場券！
TID_TUTORIAL_12,所有寶石都拿到了，趕快前往出口吧！
TID_NO_TARGET_HINT,無有效目標，無法快速射擊！
TID_CAN_NOT_AUTOSHOOT,該超級技能無法快速射擊
TID_VS,VS
TID_VS_SHOWDOWN,每個英雄\n各自為戰
TID_HAS_LASER_BALL_HINT,帶球時無法快速射擊
TID_CLAN_RESPONSE_44,加入失敗，你已經加入了一個戰隊
TID_SHOTGUN_GIRL_SHORT_DESC,輸出型
TID_GUNSLINGER_SHORT_DESC,輸出型
TID_BULL_DUDE_SHORT_DESC,坦克型
TID_ROCKET_GIRL_SHORT_DESC,射手型
TID_TNT_DUDE_SHORT_DESC,壓制型
TID_LUCHADOR_SHORT_DESC,坦克型
TID_TRICKSHOT_DUDE_SHORT_DESC,輸出型
TID_CACTUS_SHORT_DESC,輸出型
TID_BARKEEP_SHORT_DESC,壓制型
TID_MECHANIC_SHORT_DESC,控場型
TID_SHAMAN_SHORT_DESC,輸出型
TID_UNDERTAKER_SHORT_DESC,刺客型
TID_CROW_SHORT_DESC,刺客型
TID_DEAD_MARIACHI_SHORT_DESC,輔助型
TID_BOW_DUDE_SHORT_DESC,控場型
TID_SNIPER_SHORT_DESC,射手型
TID_MINIGUN_DUDE_SHORT_DESC,輔助型
TID_BLACK_HOLE_SHORT_DESC,輸出型
TID_BARREL_BOT_SHORT_DESC,坦克型
TID_CLAN_INTRO_SUGGESTED_CLANS,為你推薦的戰隊
TID_CLAN_INTRO_CREATE_TITLE,創建你的戰隊
TID_CLAN_INTRO_HEADER,戰隊
TID_CLAN_INFO_TITLE,戰隊資訊
TID_CLAN_INFO_NO_DESCRIPTION,無戰隊簡介
TID_EVENT_POPUP_TITLE,立即對戰！
TID_GOLDRUSH_8,蒼藍平原
TID_USE_AUTOFIRE_TUTORIAL,點擊<ccc0033>紅色搖桿</c>，朝最近的敵人射擊！
TID_BRAWL_BOX_INFO_1,開啟1個大型寶箱獲得的獎勵相當於開啟3個亂鬥寶箱的總和，但其中的能量點數會更加集中分配給少數幾位英雄。\n\n每個亂鬥寶箱可能包含的內容機率如下：
TID_BRAWL_BOX_INFO_2,亂鬥寶箱可能開出1個新英雄，或金幣和能量點數，或1種武裝配件，或1種能力之星。另外，還有可能額外開出雙倍代幣加成。\n\n每個亂鬥寶箱可能包含的內容機率如下：
TID_BRAWL_BOX_INFO_3,開啟1個超級寶箱獲得的獎勵相當於開啟10個亂鬥寶箱的總和，但其中的能量點數會更加集中分配給少數幾位英雄。\n\n每個亂鬥寶箱可能包含的內容機率如下：
TID_BRAWL_BOX_INFO_CATEGORIES,\n\n<CATEGORY1>：<NUM1>%\n稀有英雄：<NUM2>%<GAR_HERO_1>\n超稀有英雄：<NUM3>%<GAR_HERO_2>\n史詩英雄：<NUM4>%<GAR_HERO_3>\n神話英雄：<NUM5>%<GAR_HERO_4>\n傳奇英雄：<NUM6>%<GAR_HERO_5>\n能力之星：<NUM7>%<GAR_STAR_POWER>\n武裝配件：<NUM8>%<GAR_ACCESSORY>
TID_BRAWL_BOX_INFO_FOOTER,\n\n此外，每個亂鬥寶箱有額外<TOKEN_DOUBLER>%的機率開出雙倍代幣加成。請注意，當你的英雄達到7級後，你才有機會從寶箱中開出對應的武裝配件；當你的英雄達到9級後，你才有機會從寶箱中開出對應的能力之星。當你解鎖<WCPP_BRAWLERS>個英雄後，你將有<WCPP_CHANCE>%的機率獲得可賦予任意英雄的能量點數。一旦你已經解鎖以上某個類別的所有獎勵內容（例如稀有英雄），那開出其他獎勵的機率將提高。為了讓開箱體驗更加公平，遊戲中特別加入幸運系統，該系統將影響開出傳奇英雄的機率。每一次開箱，如果沒有獲得新英雄，你的幸運值都會提升；如果獲得新英雄，幸運值會根據所獲得英雄的稀有度而降低。當幸運值較高時，開出傳奇英雄的機率會有所提升，但不會高於<MAX_LEGENDARY>%。而幸運值較低時，則較難開出傳奇英雄。遊戲初期寶箱裡的內容都是預先設定好的，以確保每位玩家都能處在同一個起跑線上。
TID_BRAWL_BOX_INFO_POWER_POINTS_AND_COINS,能量點數+金幣
TID_BRAWL_BOX_INFO_POWER_POINTS_COINS_AND_SCRAP,能量點數+金幣+神奇碎片
TID_BRAWL_BOX_INFO_COINS_AND_SCRAP,金幣+神奇碎片
TID_BRAWL_BOX_INFO_COINS,金幣
TID_BRAWL_BOX_INFO_GUARANTEED_HERO_IN,（<DRAWS>個亂鬥寶箱內必定開出）
TID_BRAWL_BOX_INFO_GUARANTEED_STARPOWER_IN,（<DRAWS>個亂鬥寶箱內必定開出）
TID_BRAWL_BOX_INFO_GUARANTEED_ACCESSORY_IN,（<DRAWS>個亂鬥寶箱必定開出）
TID_POWER_DROP_VALUE,+<VALUE>
TID_COLLECT,收集
TID_PAGE_FRIENDS_TITLE,好友
TID_PAGE_FRIENDS_TITLE2,與好友組隊作戰！
TID_PAGE_FRIENDS_ADD_FRIENDS,新增好友
TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN,連結社群帳號，或在遊戲內新增好友，即可與他們並肩作戰！
TID_PAGE_FRIENDS_NO_FRIENDS,連結社群帳號，或在遊戲內新增好友，即可與他們並肩作戰！
TID_FRIENDS_TITLE,<COUNT>個好友
TID_FRIENDS_TAB_1,好友列表
TID_FRIENDS_TAB_2,推薦好友
TID_FRIENDS_TAB_3,好友請求
TID_TOTAL,總計
TID_BRAWL_BOX_INFO_TITLE_2,亂鬥寶箱資訊
TID_BRAWL_BOX_INFO_TITLE_3,超級寶箱資訊
TID_OFFER_ALSO_INCLUDES,特惠還包含
TID_OFFER_VALUE_TITLE,超值
TID_OFFER_VALUE,+<VALUE>%
TID_SHOP_OFFER_COUNTDOWN,<TIME>
TID_USE_ULTI_TUTORIAL,按住拖曳<cff9900>黃色搖桿</c>進行瞄準！
TID_HERO_STATS_TITLE,英雄能力值
TID_GATCHA_SCREEN_ITEMS_REMAINING,剩餘物品：
TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING,剩餘獎勵：
TID_GATCHA_SCREEN_YOU_GOT,你獲得了：
TID_GATCHA_SCREEN_BONUSES,額外獎勵：
TID_GATCHA_SCREEN_SUMMARY_UNLOCKED,已解鎖！
TID_HERO_LIST_ITEM_UPGRADE,升級
TID_SHOP_CLAMIMED,已領取
TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED,已領取該物品
TID_ONLINE,上線中
TID_LEADERBOARD,排行榜
TID_NOT_ENOUGH_TICKETS_INFO,\n\n你的入場券已用完。
TID_HERO_LIST_NEW,NEW
TID_HAMMER_DUDE,法蘭克
TID_HOLD_PHONE_LIKE_THIS,請這樣手持裝置
TID_HINT_FINGER_TAP_TAP,點擊搖桿
TID_HINT_FINGER_DRAG,按住拖曳進行瞄準
TID_MOVE_HERE,移到這裡
TID_HINT_HEADER,提示：
TID_HINT_0,你可以點擊<ccc0033>紅色搖桿</c>，朝最近的敵人快速射擊。
TID_HINT_1,你可以點擊<cff9900>黃色搖桿</c>，朝最近的敵人快速釋放超級技能。
TID_HINT_2,你可以按住拖曳<ccc0033>紅色搖桿</c>進行瞄準射擊。
TID_HINT_3,你可以按住拖曳<cff9900>黃色搖桿</c>以瞄準超級技能的目標。
TID_HINT_4,要取消瞄準，你只需將搖桿拖回中間位置。
TID_HINT_5,獲得新英雄之後是衝盃的好時機，因為系統是根據你所選英雄的獎盃數為你配對對手的。
TID_HINT_6,解鎖的英雄越多，就越容易提升總獎盃數和獲得獎勵。
TID_HINT_7,小辣椒發射的子彈飛行距離越遠，造成的傷害越高。
TID_HINT_8,保力的超級技能攻擊距離越近，威力越大，因為近距離時燃燒瓶會集中落在較小的範圍內。
TID_HINT_9,彈射的子彈每次反彈都能增加飛行距離。
TID_HINT_10,點擊右邊螢幕的任意位置即可啟用<ccc0033>紅色搖桿</c>進行射擊。
TID_HINT_11,普通攻擊和超級技能都有兩種射擊模式：點擊以快速射擊和拖動搖桿瞄準射擊。
TID_HINT_12,拖曳射擊適合用來預判目標走位。
TID_HINT_13,快速射擊適用於來不及瞄準的情況。
TID_HINT_14,快速射擊適合用來攻擊近距離的目標。
TID_HINT_15,只要敵人離你夠近，即使你躲在草叢中他們也能發現你。
TID_HINT_16,快速射擊會朝敵人目前所在的位置開火，並不會預判敵人的移動方向。
TID_HINT_17,透過手動瞄準朝草叢開火，可以判斷草叢中是否藏有敵人。
TID_HINT_18,快速射擊適合攻擊靜止不動的敵人。
TID_HINT_19,快速射擊適合攻擊正面朝你靠近或正在直線躲開你的敵人。
TID_HINT_20,如果受到傷害或發動攻擊，即使你躲在草叢中，敵人也會發現你的蹤跡。
TID_HINT_21,躲在草叢可避免被敵人發現，並借此機會恢復生命值。
TID_HINT_22,如果使用快速射擊，即使附近沒有敵人，你的英雄也會發動攻擊。
TID_VS_TUTORIAL,收集所有\n<c50d050>能量方塊</c>!
TID_USE_MANUAL_FIRE_TUTORIAL,按住拖曳<ccc0033>紅色搖桿</c>進行瞄準！
TID_TUTORIAL_GOOD_JOB_2,做得很好！這些<cff6633>橙色能量條</c>代表你的彈藥量。我會盡快裝填彈藥！
TID_TUTORIAL_GOOD_JOB_3,幹得漂亮！攻擊敵人可為你的<cff9900>超級技能</c>蓄能！
TID_TUTORIAL_GOOD_JOB_4,幹得漂亮！
TID_SPECTATE_PLAYER_BUTTON,觀戰
TID_SPECTATE_FAILED,無法觀戰
TID_ACCOUNT_DISABLED_TEXT,帳號被永久關閉
TID_ACCOUNT_DELETED_ON_REQUEST_TEXT,由於帳號主人申請刪除帳號，本帳號已被永久關閉，且無法再恢復。
TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT,由於長期沒有登入，該帳號已被永久關閉，且無法再恢復。
TID_ACCOUNT_DELETION_WARNING_TITLE,帳號關閉警告
TID_ACCOUNT_DELETION_WARNING_TEXT,根據你的請求，你的帳號即將被關閉。如果你不希望進行此操作，請在遊戲內點擊\q幫助與支援\q聯繫玩家支援團隊以取消你的請求。
TID_ACCOUNT_DELETION_WARNING_TEXT_PAST,根據你的請求，你的帳號即將被關閉。如果你不希望進行此操作，請在遊戲內點擊\q幫助與支援\q聯繫玩家支援團隊以取消你的請求。
TID_ACCOUNT_DELETION_WARNING_CONTACT_PS,您已請求刪除該帳號，您可以在<time>內取消該請求。
TID_ACCOUNT_DELETION_WARNING_BUTTON_CONTACT_PS,聯絡玩家支援
TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN,你已加入該戰隊！
TID_CONFIRM_CHANGE_CLAN_TITLE,更換戰隊？
TID_CONFIRM_CHANGE_CLAN,你已加入戰隊！你確定要更換其他戰隊嗎？
TID_CONFIRM_CLAN_FULL_TITLE,戰隊已滿！
TID_CONFIRM_CLAN_FULL,無法加入<clan>。該戰隊已滿！
TID_BUTTON_CHANGE,更換
TID_CLAN_JOIN_FAILED_IN_TUTORIAL,加入戰隊前請先完成教學
TID_CLAN_JOIN_FAILED_FEATURE_LOCKED,必須先在榮耀之路解鎖戰隊！
TID_CLUB_FEATURE_LOCKED_TROPHIES,獎盃數達到<TROPHIES>即可解鎖戰隊！
TID_CLUB_CREATE_LOCKED_TROPHIES,你需要達到<TROPHIES>盃才能創建戰隊
TID_CLAN_INTRO_INVITE,分享邀請
TID_INVITE_CLAN_TOKEN_ERROR,生成邀請發生錯誤
TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS,只有隊長和副隊長能邀請新隊員加入
TID_FRIENDS_FACEBOOK_CONNECT,連結
TID_FRIENDS_PAGE_INVITE,分享邀請
TID_SHARE_GAME_ROOM_POST_MESSAGE,點擊該連結，與<name>一起組隊暢玩《荒野亂鬥》！
TID_SHARE_GAME_ROOM_POST_TITLE,邀請加入小隊
TID_ROOM_CODE_COPIED_TO_CLIPBOARD,小隊代碼已複製到剪貼簿！
TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM,確定
TID_TEAM_INVITE_BUTTON_LABEL,分享邀請
TID_TEAM_INVITE_EXPIRED,<NAME>發送的邀請已失效
TID_TEAM_INVITATION_POPUP_TITLE,小隊邀請
TID_TEAM_INVITATION_POPUP_ACCEPT,接受
TID_TEAM_INVITATION_POPUP_REJECT,拒絕
TID_TEAM_INVITATION_POPUP_MUTE,封鎖 <NAME> 10分鐘
TID_TEAM_INVITATION_POPUP_SYSTEM_INVITE,錦標賽對戰
TID_TEAM_INVITATION_POPUP_MUTE_SYSTEM,封鎖\n10分鐘
TID_BATTLE_ROYALE_5,酸蝕湖泊
TID_DAILY_COINS_COLLECTED_END_SCREEN,已獲得\n全部代幣
TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD,該測試版尚未開啟遊戲內購
TID_GATCHA_AD_STATUS_VIEW,觀看廣告\n選擇一項翻倍獎勵！
TID_GATCHA_AD_STATUS_VIEW_CHOISELESS,獲得更多獎勵！
TID_GATCHA_AD_STATUS_OUT_OF_VIEWS,每日觀看次數已達上限
TID_GATCHA_AD_STATUS_NO_VIDEO,未找到影片
TID_GATCHA_AD_CONTINUE_BUTTON_TITLE,繼續
TID_AD_DOUBLER_TITLE,選擇要翻倍的獎勵
TID_AD_DOUBLER_CONTINUE,繼續
TID_GATCHA_CONTINUE,確認
TID_HINT_23,每個英雄都有最適合發揮自己優勢的地圖和活動。
TID_HINT_24,射程遠的英雄更適合在開闊的地圖上作戰。
TID_HINT_25,射程較短的英雄更適合在草叢和障礙物較多的地圖中作戰。
TID_SPEC_ABI_SELF_DESTRUCT,佩炮終擊
TID_SPEC_ABI_SELF_DESTRUCT_DESC,當佩妮的艦炮被摧毀時，會朝附近的敵人發射出<VALUE2>顆炮彈。每顆炮彈可造成<c00cc00><VALUE1></c>傷害。
TID_EVENT_LIST_BRAWL,對戰
TID_INVITE_COPIED_TO_CLIPBOARD,邀請連結已複製到剪貼簿！
TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM,確定
TID_FRIEND_INVITE_POST_MESSAGE,點擊該連結，在《荒野亂鬥》中將<friend>加為好友！
TID_FRIEND_INVITE_POST_TITLE,邀請好友！
TID_ALLIANCE_JOIN_POST_MESSAGE,點擊該連結，加入我的《荒野亂鬥》戰隊！
TID_ALLIANCE_JOIN_POST_TITLE,邀請好友加入你的戰隊！
TID_HOMESCREEN_MODE_LOCKED,總獎盃數達到<COUNT>即可在此對戰！
TID_GAMEROOMS_PLAYERS_ONLINE,<count>名好友在線上
TID_ARTILLERY_DUDE_SHORT_DESC,壓制型
TID_HAMMER_DUDE_SHORT_DESC,坦克型
TID_HAMMER_DUDE_DESC,法蘭克的巨錘能砸出衝擊波攻擊敵人。他的超級技能威力驚人，能擊暈敵人！
TID_HAMMER_DUDE_WEAPON,重錘出擊
TID_HAMMER_DUDE_WEAPON_DESC,法蘭克的巨錘非常沉重，需要花點時間蓄力才能把它揮出去。奮力揮出的巨錘威力巨大，能砸出衝擊波！
TID_HAMMER_DUDE_ULTI,眩暈猛擊
TID_HAMMER_DUDE_ULTI_DESC,在法蘭克最強力的猛擊下顫抖吧！這威力無窮的一擊不僅能摧毀障礙物，還能把敵人擊暈，使其一段時間不能動彈。
TID_SPEC_ABI_STEAL_SOULS2,力量奪取
TID_SPEC_ABI_STEAL_SOULS2_DESC,擊敗敵方英雄後，法蘭克能夠偷走對方的力量，在<VALUE2>秒內使自己的傷害提升<c00cc00><VALUE1>%</c>。
TID_ONLINE_FRIENDS_TITLE,線上玩家
TID_BATTLE_ROYALE_TEAM_INTRO_TEXT,和隊友成為最後生還者！
TID_VS_TEAM_SHOWDOWN,每支小隊\n各自為戰
TID_FIRST_WIN,星徽代幣
TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY,你的小隊是第1名！
TID_HOMESCREEN_MODE_LOCKED_INFO,達到<count>獎盃後解鎖
TID_HOMESCREEN_LEAGUE_BUTTON_TITLE,榮耀之路
TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT,收集
TID_STAR_POWER_INFO,能力之星：<cde9700><NAME></c>\n<DESC>
TID_STAR_POWERS_TITLE,能力之星
TID_ACCESSORIES_TITLE,武裝配件
TID_ACCESSORY_TITLE,武裝配件
TID_ACCESSORIES_INFO,武裝配件：<cde9700><NAME></c>\n<DESC>
TID_STAR_POWER_STATUS_1_1,<c00ff00>已選擇</c>
TID_STAR_POWER_STATUS_0_0,尚未獲得該能力之星
TID_ACESSORIES_STATUS_0_0,你尚未獲得該武裝配件
TID_STAR_POWERS_PICK,選擇
TID_LEAGUE_NAME_0,原木
TID_LEAGUE_NAME_1,青銅
TID_LEAGUE_NAME_2,白銀
TID_LEAGUE_NAME_3,黃金
TID_LEAGUE_NAME_4,鑽石
TID_LEAGUE_NAME_5,大師
TID_LEAGUE_NAME_6,精英
TID_LEAGUE_NAME_7,全明星
TID_SPECIAL_EVENTS,每日活動
TID_SPECIAL_EVENT,特別活動：
TID_SPECIAL_EVENT_DESC,記得每天回來看看每日活動唷！
TID_SPECIAL_EVENTS_MOD,特別活動
TID_SPECIAL_EVENT_MOD_DESC,記得經常回來看看有什麼特別活動唷！
TID_PLAYING_AGAIN,繼續組隊<c11ee11><NUMBER>/<NUMBER2></c>
TID_PLAYING_AGAIN_NO_PLAYERS,再來一場
TID_BRAWL_BOX_INFO_TITLE_1,大型寶箱資訊
TID_GATCHA_ERROR_NOT_ENOUGH_WINS,收集10枚星徽代幣即可獲得一個大型寶箱！
TID_KEY_BAR_INFO,可透過對戰贏得的<c33a5d7>代幣</c>數量。\n\n代幣可以用來解鎖亂鬥主題季獎勵。
TID_KEY_BAR_INFO_DOUBLE_TOKEN_EVENT,雙倍代幣活動\n透過一般對戰獲得的<c33a5d7>代幣</c>數量加倍。\n\n代幣可以用來解鎖亂鬥主題季獎勵。
TID_KEY_BAR_INFO_COIN_SHOWER_EVENT,堆金如山活動\n透過對戰贏得<cff8E1b>金幣</c>！\n\n你透過一般對戰贏得的每1枚代幣，都可以額外獲得1枚金幣。雙倍代幣加成提供的代幣也能獲得金幣！\n\n金幣可用於升級英雄。
TID_NEW_ONLINE_FRIEND,線上玩家
TID_NEW_GAME_ROOM,創建小隊
