"TID","TR"
"TID_BATTLE_END_TITLE_1VS5_YOU_WIN_AS_BOSS","Hayatta kalma süresi: <TIME>"
"TID_BATTLE_END_TITLE_RAID_BOSS_VICTORY","MÜCADELE: <LEVEL> TAMAMLANDI!"
"TID_BATTLE_END_TITLE_RAID_BOSS_DEFEAT","YENİLGİ"
"TID_BATTLE_END_RETURN_HOME","ÇIKIŞ"
"TID_BATTLE_END_NEXT","İleri"
"TID_BATTLE_END_TAP","devam etmek için dokun"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","ALIŞTIRMALAR KUPA VERMEZ"
"TID_BATTLE_END_XP_CAPPED","Bugünlük tüm deneyim toplandı"
"TID_BATTLE_END_PLAY_AGAIN","TEKRAR OYNA"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","İPTAL"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> takımına katıldı"
"TID_RESPAWNING","Bekleme süresi:\n<n1>"
"TID_TEAMS_POPUP_TITLE","TAKIMLAR"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Kulüp ve Arkadaş Takımları"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","DEVAM EDEN OYUNLARI BURADA GÖRMEK İÇİN BİR KULÜBE KATIL"
"TID_TEAMS_POPUP_SEARCH","KOD İLE KATIL"
"TID_TEAMS_POPUP_CREATE","TAKIM OLUŞTUR"
"TID_TEAM_SEARCH_POPUP_TITLE","KOD KULLANARAK TAKIMA KATIL"
"TID_TEAM_SEARCH_POPUP_SEARCH","KATIL"
"TID_TEAM_JOIN_ROOM_CODE","Takım kodunu buraya yaz..."
"TID_TEAM_CHANGE_MAP","DEĞİŞTİR"
"TID_TEAM_TYPE_INFO_0","Dereceli"
"TID_TEAM_TYPE_INFO_1","Dostluk Maçı"
"TID_TEAM_TYPE_INFO_2","Biletli"
"TID_TEAM_MEMBER_LEFT_0","Takımdan ayrıldın."
"TID_TEAM_MEMBER_LEFT_1","Takımdan atıldın."
"TID_TEAM_MEMBER_LEFT_2","Etkinlik bittiğinden takım dağıldı."
"TID_TEAM_MEMBER_LEFT_3","Takım kurucusu takımdan ayrıldığından takım dağıldı."
"TID_TEAM_GAME_STARTING","Oyun başlıyor"
"TID_TEAM_CODE_COPIED","Kod panoya kopyalandı"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>BEKLEYEN DAVET</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>REDDEDİLDİ</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>HEDEF ÇEVRİMDIŞI</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","iptal etmek için dokun"
"TID_TEAM_ERROR_1","Takım sunucusu hatası"
"TID_TEAM_ERROR_2","Katılamadın, takım dolu."
"TID_TEAM_ERROR_3","Katılamadın. Takım dağıtılmış."
"TID_TEAM_ERROR_5","Takım kodu geçersiz. Kodun doğru olup olmadığını kontrol et."
"TID_TEAM_ERROR_6","Bu koda sahip bir takım bulunamıyor."
"TID_TEAM_ERROR_7","Atıldıktan sonra takıma katılamazsın."
"TID_TEAM_ERROR_8","Taraf ayarlarını gözden geçir. Taraflarda 3'ten fazla oyuncu olamaz."
"TID_TEAM_ERROR_10","Takım oluşturulamıyor. Zaten bir takımdasın."
"TID_TEAM_ERROR_11","Takım oluşturulamıyor. Etkinlik sona erdi."
"TID_TEAM_ERROR_12","Süresi dolmuş bir takıma katılamazsın."
"TID_TEAM_ERROR_14","Takım oluşturulamıyor. Bu etkinlik, takım oyununa uygun değil."
"TID_TEAM_ERROR_15","Takıma katılamadın. Bu takım senin bölgende değil."
"TID_TEAM_ERROR_17","Oyun başlatılamıyor. Aynı savaşçıdan birden fazla olamaz."
"TID_TEAM_ERROR_18","Oyun başlatılamıyor. Oyun için bakım gerçekleştirilecek."
"TID_TEAM_ERROR_19","Takımı oluşturan kişi çevrimiçiyken takımdan atılamaz."
"TID_TEAM_ERROR_20","Harita değiştirilemiyor. Bu harita için çok fazla oyuncu var."
"TID_TEAM_ERROR_21","Oyun başlatılamıyor. Yeterli bilet yok."
"TID_TEAM_ERROR_22","Harita değiştirilemiyor. Çok fazla oyuncu var."
"TID_TEAM_ERROR_24","Davet edilemedi. Arkadaş bulunamıyor."
"TID_TEAM_ERROR_25","Davet edilemedi. Takım dolu."
"TID_TEAM_ERROR_26","Davet reddedildi."
"TID_TEAM_ERROR_27","Davet edilemedi. Oyuncu şu anda takım davetlerini kabul etmiyor."
"TID_TEAM_ERROR_28","Davet edilemedi. Oyuncu çevrimdışı oldu."
"TID_TEAM_ERROR_29","Davet edilemedi. Oyuncu zaten bir takımda."
"TID_TEAM_ERROR_30","Bekleyen bir davet olduğundan oyun başlatılamıyor."
"TID_TEAM_ERROR_31","Bekleyen bir davet varken etkinlik değiştirilemez."
"TID_TEAM_ERROR_32","Takımda bu oyun modu için fazla üye var."
"TID_TEAM_ERROR_33","Bu oyun modu takım olarak oynanamaz."
"TID_TEAM_ERROR_34","Son boss'u zaten yendin."
"TID_TEAM_ERROR_40","Takıma katılma isteği beklemede."
"TID_TEAM_ERROR_41","Takıma katılma isteği reddedildi."
"TID_TEAM_ERROR_42","Takıma katılma isteği gönderilemedi. Takım bulunamıyor."
"TID_TEAM_ERROR_43","İstek gönderdiğin kişi artık bir takımda değil."
"TID_TEAM_ERROR_44","Takıma katılma isteği alıcısı çevrimdışı."
"TID_TEAM_ERROR_45","Takıma katılma isteği gönderilemedi. Takım dolu."
"TID_TEAM_ERROR_46","Takıma katılma isteği alıcısı seni sessize aldı."
"TID_TEAM_ERROR_47","Takıma katılma isteği gönderilemedi. Katılma isteklerini yalnızca dostluk maçını oluşturan kişi kabul edebilir."
"TID_TEAM_ERROR_48","Takıma katılma isteği alıcısı davetleri sessize aldı."
"TID_TEAM_ERROR_102","Takım oluşturulamıyor. Bir takıma katılma isteği göndermişsin."
"TID_SELECT_LOCATION_TITLE","HARİTA SEÇ"
"TID_SELECT_LOCATION_LOCATIONS","DOSTLUK SAVAŞI"
"TID_SELECT_LOCATION_EVENTS","DERECELİ SAVAŞ"
"TID_TEAM_SEARCH_INVALID_CODE","Takım kodu geçersiz. Kodun doğru olup olmadığını kontrol et."
"TID_TEAM_LEAVE","ÇIK"
"TID_TEAM_JOIN","TAKIMA KATIL"
"TID_TEAM_READY_BUTTON_LABEL","HAZIRIM"
"TID_TEAM_CANCEL_READY","İptal"
"TID_TEAM_QUIT","ÇIKIŞ"
"TID_TEAM_TEAMCODE","Takım kodu"
"TID_TEAM_TEAMCODE_DESC","Arkadaşların bu kodu kullanarak takıma erişebilir."
"TID_TEAM_WAITING_FOR_PLAYER","Takım koduyla davet et"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","DAVET ET"
"TID_TEAMCREATE_EVENT","Harita"
"TID_TEAM_KICK","At"
"TID_TEAM_PROFILE","Profil"
"TID_TEAM_SWAP","Taraf Değiştir"
"TID_TEAM_SWAP_HERE","Buraya Geç"
"TID_TEAM_CREATOR_ONLY_FEATURE","Yalnızca takımı oluşturan kullanabilir."
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Sadece takımı oluşturan oyuncu etkinliği değiştirebilir."
"TID_TEAM_PROFILE_BLOCKED","Hazır durumdayken görüntülenemez"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Hazır durumdayken kullanılamaz"
"TID_TEAM_PRACTISE_BUTTON_LABEL","ALIŞTIRMA"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","Botlara karşı"
"TID_TEAM_LOOT_UNLOCKS","ÖDÜLLER"
"TID_BONUS_REWARD","3 zafer için bonus ödül:"
"TID_BONUS_REWARD_COLLECTED","Bonus ödül alındı"
"TID_INFO_SERVER_ERROR_TITLE","Sunucu hatası"
"TID_INFO_SERVER_ERROR_BUTTON","Oyunu yeniden yükle"
"TID_RARITY_NAME_0","Kupa Yolu"
"TID_RARITY_NAME_1","Ender"
"TID_RARITY_NAME_2","Süper Ender"
"TID_RARITY_NAME_3","Destansı"
"TID_RARITY_NAME_4","Gizemli"
"TID_RARITY_NAME_5","Efsanevi"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RÜTBE ATLADIN!"
"TID_RANK_UP_POPUP_REWARD_BONUS","RÜTBE ARTIŞ BONUSU"
"TID_RANK_UP_POPUP_RANK","RÜTBE: <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Ad çok kısa!"
"TID_NAME_FAILED_PROFANITIES","Ad kabul edilmedi!"
"TID_NAME_FAILED","Ad kabul edilmedi!"
"TID_EVENT_STARTED","Yeni <GAMEMODE> haritası açıldı! Yeni ödüller geldi!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Oyuncular oyunculara karşı</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Oyuncular botlara karşı</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Botlara karşı tek</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Oyuncular oyunculara karşı</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Botlara karşı tek</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Dostluk savaşlarında tüm savaşçılar maksimum seviyededir</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Güç Puanlarını Almak İçin"
"TID_SELECT_HERO_POW_INFO_TITLE","GÜÇ PUANI ÖDÜLÜ"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","GÜÇ PUANI SATIN ALIMI"
"TID_SELECT_HERO_POW_INFO_BODY","GÜÇ PUANI ALMAK İÇİN\nBİR SAVAŞÇI SEÇ"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Bu savaşçı zaten maksimum güç puanına sahip."
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","SATIN ALMA ONAYI"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Güç puanlarını <HERO> alacak."
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","ÖDÜL ONAYI"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Güç puanlarını <HERO> alacak."
"TID_NAVI_1","Dükkan"
"TID_NAVI_2","Haberler"
"TID_NAVI_3","Savaş"
"TID_NAVI_4","Savaşçılar"
"TID_NAVI_5","Kulüp"
"TID_NAVI_6","Profil"
"TID_NAVI_7","Arkadaşlar"
"TID_LEADERBOARD_TITLE","LİDERLİK TABLOLARI"
"TID_LEADERBOARD_TAB_TOTAL","TOPLAM\nKUPA"
"TID_LEADERBOARD_TAB_HEROES","SAVAŞÇILAR"
"TID_LEADERBOARD_TAB_CLANS","KULÜPLER"
"TID_LEADERBOARD_TAB_FRIENDS","ARKADAŞLAR"
"TID_LEADERBOARD_SUBTITLE_1","EN İYİ OYUNCULAR"
"TID_LEADERBOARD_SUBTITLE_2","EN İYİ KULÜPLER"
"TID_LEADERBOARD_SUBTITLE_0","EN İYİ <HERO> OYUNCULARI"
"TID_BATTLE_MAIN_NEXT_REWARD","Sonraki ödül: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Yeni harita: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> toplandı"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Savaş kutusu almak için 100 jeton toplamalısın!"
"TID_GATCHA_INFO","<c0000ff>Savaş Kutuları</c>\n\nSavaş kutularında savaşçı, güç puanı, altın ve jeton katlayıcı bulabilirsin."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","SAĞLIK"
"TID_HERO_INFO_ABILITY","SALDIRI: <NAME>"
"TID_HERO_INFO_ULTI","SÜPER: <NAME>"
"TID_HERO_INFO_BACK","GERİ"
"TID_HERO_INFO_UPGRADE","YÜKSELTME"
"TID_HERO_INFO_ABILITY_LEVEL","SEVİYE <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Savaşçıyı Satın Al"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Yeni yükseltmeyi açmak için savaş kutularından ve dükkandaki tekliflerden güç puanı almalısın."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Yıldız gücü savaş kutularından çıkabilir."
"TID_HERO_INFO_STAR_POWER_BLOCKED","Seçeceğin bir yıldız gücüyle <HERONAME> daha da etkili! <LEVEL>. seviyeye ulaştıktan sonra savaş kutularından bulabilirsin."
"TID_HERO_INFO_STAR_POWER_LABEL","YILDIZ GÜCÜ: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Eşleştirme yapılamadı: Etkinliğin süresi dolmuş."
"TID_MATCHMAKE_FAILED_7","Eşleştirme yapılamadı: Takımdaki birinin bağlantısı koptu."
"TID_MATCHMAKE_FAILED_9","Eşleştirme yapılamadı: Bakım arası başlıyor."
"TID_MATCHMAKE_FAILED_11","Eşleştirme yapılamadı: Takım üyesi eşleştirmeden çıktı."
"TID_MATCHMAKE_FAILED_12","Eşleştirilme yapılamadı: Son boss'u zaten yendin."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Mavi takımın kazanmasına:"
"TID_ENEMY_TEAM_WINNING","Kırmızı takımın kazanmasına:"
"TID_OWN_TEAM","Mavi takım"
"TID_ENEMY_TEAM","Kırmızı takım"
"TID_COUNTDOWN","GERİ SAYIM"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","SAVAŞÇILAR"
"TID_HERO_LIST_DO_GATCHA","Savaş kutusunu aç"
"TID_HERO_TIME_UNTIL_RELEASE","Gelmesine: <TIME>"
"TID_HERO_LIST_COMING_UP","Ayrıntıları savaşçı yayınlandıktan sonra görebilirsin."
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Gelmesine: <TIME>"
"TID_SKIN_INFO_","Supercell ID ödülü kostüm"
"TID_SKIN_INFO_1","Brawl Stars Öncüsü kostümü!\n\n2019'dan önce oluşturulan hesaplar için"
"TID_SKIN_INFO_2","Bu kostümü ayarlar ekranından Supercell ID'ye bağlanarak alabilirsin."
"TID_SKIN_INFO_3_TEASER","Yakında..."
"TID_SKIN_INFO_3_AVAILABLE","\nSınırlı bir süreliğine satışta"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nŞu anda satışta değil"
"TID_SKIN_INFO_3_HERO_NEEDED","\nKostümü almak için önce savaşçıyı açmalısın"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Bu kostümle yılbaşı tatilini kutluyoruz!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Yılbaşı tatili kostümü."
"TID_SKIN_INFO_LEGENDARY","Yıldız kostümü."
"TID_LEGENDARY_TROPHIES","yıldız puanı"
"TID_SKIN_REWARD_TITLE_1","ÖDÜL KOSTÜM"
"TID_SKIN_REWARD_INFO_1","Yeni bir kostümü açtın! 2018'de Brawl Stars oynadığın için teşekkürler!"
"TID_SKIN_REWARD_TITLE_2","ÖDÜL KOSTÜM"
"TID_SKIN_REWARD_INFO_2","Hesabını Supercell ID'ye bağladığın için yeni bir kostüm açıldı."
"TID_SKIN_REWARD_OK","TAMAM"
"TID_HERO_REWARD_TITLE_1","DESTEK BÖLÜMÜNDEN MESAJ"
"TID_HERO_REWARD_INFO_1","Brawl Stars destek bölümü sana yeni bir savaşçı hediye etti."
"TID_SKIN_REWARD_TITLE_0","DESTEK BÖLÜMÜNDEN MESAJ"
"TID_SKIN_REWARD_INFO_0","Brawl Stars destek bölümü sana yeni bir kostüm hediye etti."
"TID_SKIN_REWARD_TITLE_3","DESTEK BÖLÜMÜNDEN MESAJ"
"TID_SKIN_REWARD_INFO_3","Brawl Stars destek bölümü sana yeni bir kostüm hediye etti."
"TID_REWARD_TITLE","DESTEK BÖLÜMÜNDEN MESAJ"
"TID_REWARD_INFO","Brawl Stars destek bölümünden bir hediyen var."
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> Yıldız jetonu alındı"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> jeton alındı"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> yıldız puanı toplandı."
"TID_REWARD_OK","TAMAM"
"TID_HERO_REWARD_OK","TAMAM"
"TID_RANK_POPUP_TITLE","KUPA YOLU"
"TID_RANK_POPUP_NEXT_GOAL","SONRAKİ HEDEF"
"TID_RANK_POPUP_COLLECT","AL"
"TID_RANK_POPUP_SEASON_END_REWARD","Sezon Ödülü"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>SEZON ÖDÜLÜN</c>"
"TID_RANK_POPUP_TOTAL_INFO","Yeni liglere ulaşmak ve ödül kazanmak için toplam kupa sayını artır!\nToplam kupa sayısı, savaşçıların kupa sayılarının toplamıdır."
"TID_RANK_POPUP_SEASON_END_TITLE","SEZONUN BİTMESİNE"
"TID_RANK_POPUP_SEASON_END_INFO","Sezon bittiğinde <DECAYSTART> ve üstü kupaya sahip olan savaşçılar kupalarının bir kısmını kaybeder. Kaybedilen kupalar dükkanda kullanabileceğin yıldız puanlarına dönüşür."
"TID_RANK_POPUP_HILITE_CAPTION_3","SAVAŞÇI: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","YENİ ETKİNLİK: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MEGA KUTU"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ÖZEL ETKİNLİKLER"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","GÜNLÜK ETKİNLİKLER"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","BİLETLİ ETKİNLİKLER"
"TID_RANK_INFO_POPUP_TITLE","Kupa Bilgileri"
"TID_RANK_INFO_POPUP_SEASON_REWARDS","Sezon Sonu Yıldız Puanı Ödülleri"
"TID_RANK_INFO_POPUP_LABEL_TROPHIES","Kupa Sayısı"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","Yıldız Puanı Ödülü"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","Sezon Bitiminden Sonraki Kupa Sayısı"
"TID_DAILY_COINS_COLLECTED","Toplanan"
"TID_TEAM_BATTLE","OLUŞTUR"
"TID_TEAM_UNREADY","hazır değil"
"TID_TEAM_WAITING_WHILE_READY","Hazırsın!\nDiğerleri bekleniyor."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> Savaşçısı</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Güzel!"
"TID_GATCHA_SCREEN_TAP","Dokun!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","ETKİNLİK BİLETLERİ"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Etkin olma süresi: <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Başlamasına: <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","JETON KATLAYICI"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Savaşlardan iki kat jeton kazan!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","ALTIN"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Altın, savaşçılarını yükseltmek için kullanılır."
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","ELMAS"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Elmaslar dükkandan savaş kutuları, yeni kostümler ve başka şeyler almak için kullanılır."
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","GÜÇ PUANI"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Yükseltilebilir!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Yükseltilebilir!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","Hazır durumdayken sayfayı değiştiremezsin!"
"LEG_TRO_MIG_INFO_SHORT","<AMOUNT> <cff00ff>yıldız puanı</c> aldın!"
"TID_LEG_TRO_MIG_POPUP_OK","TAMAM"
"TID_LEG_TRO_MIG_POPUP_CLAIM","AL"
"TID_LEG_TRO_MIG_POPUP_TITLE","<cff00ff>Yıldız puanları</c> nedir?"
"TID_LEG_TRO_MIG_INFO","Brawl Stars'a yeni gelen özellik: yıldız puanları! Yıldız puanı kazanmak için bir savaşçıyla 500'den fazla kupaya ulaşman gerekir. Sezon bittiğinde savaşçının 500'den sonraki kupalarının bir kısmı yıldız puanına dönüşür.\n\nYıldız puanlarını savaşçılarını yükselterek de kazanabilirsin. Daha önce yükselttiğin savaşçılar için <AMOUNT> yıldız puanı kazandın!"
"TID_TEAM_MEMBER_INFO_READY","<NAME>, diğerlerinin hazır olmasını bekliyor."
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> henüz oyun için hazır değil."
"TID_TEAM_MEMBER_INFO_SELF_READY","Hazır durumdayken savaşçını değiştiremezsin!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Hazır durumdayken etkinliği değiştiremezsin!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Hazır durumdayken bunu değiştiremezsin!"
"TID_TEAM_GATCHA_BLOCKED","Hazır durumdayken kutu açamazsın!"
"TID_TEAM_NO_MEMBER_INFO","Yalnızca takımı oluşturan kişi başkalarını takıma davet edebilir."
"TID_TEAM_INFO_TEAM_CODE","Bu kodu arkadaşlarınla paylaşıp onları takıma katılmaya davet edebilirsin!\n\nPanoya kopyalamak için bir kez daha dokun."
"TID_FREEZER","Dondurucu"
"TID_GAME_OVER","Maç bitti"
"TID_LEVEL","svy<LVL>"
"TID_PLAYERS_IN_MM","Eşleştirmede oyuncular var!"
"TID_ONLINE_INFO","Çevrimiçi oyuncular: <ONLINE> Eşleştirmedekiler: <MATCHMAKE> Maçtakiler: <BATTLES>"
"TID_INPUT_NAME","Adını buraya yaz"
"TID_LEADERBOARD_YOUR_SCORE","Puanın"
"TID_LEADERBOARD_YOUR_RANK","Rütben"
"TID_LEADERBOARD_HIGHEST_SCORE","En Yüksek Puanın"
"TID_LEADERBOARD_LOCAL","YEREL (<COUNTRY>)"
"TID_REGION_0","DÜNYA"
"TID_REGION_1","ASYA"
"TID_SET_REGION_RESULT_0","Bölge <REGION> olarak değiştirildi."
"TID_SET_REGION_RESULT_1","Bölge değiştirilemedi: Kulüp üyesiyken bölge değiştirilemez."
"TID_SET_REGION_RESULT_2","Bölge değiştirilemedi: Takım üyesiyken bölge değiştirilemez."
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Kristal Kapmaca"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","10 elmas topla ve koru!"
"TID_BATTLE_END_MY_TEAM","Takımın"
"TID_BATTLE_END_ENEMY_TEAM","Düşman Takım"
"TID_BACK","GERİ"
"TID_NOT_ENOUGH_GOLD","Altın yetersiz, altın almak için savaş kutularını aç."
"TID_UNLOCK_SKIN_ERROR_1","Elmas yetersiz"
"TID_EXPERIENCE_LEVEL","Deneyim seviyesi"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Savaşçıyı Satın Al"
"TID_CRAFT_HERO_BUTTON_LABEL","Satın al"
"TID_UNLOCK_SKIN_TITLE","Kostümü satın al"
"TID_SKIN_COMING_SOON","Kostüm henüz kullanılamıyor"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Satın al"
"TID_HERO_LIST_TOTAL_TROPHIES","Toplam kupa"
"TID_TOP_TOOL_TIP_1","<c00ccff>Jetonlar</c> savaş kutularını açmak için kullanılır.\n\nJetonları yeni etkinliklerden ve savaşlardan alabilirsin."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Elmaslar</c> dükkandan savaş kutuları, yeni kostümler ve başka şeyler almak için kullanılır.\n\nSavaş kutularından bulabilir veya gerçek para karşılığı satın alabilirsin."
"TID_TOP_TOOL_TIP_2","<cff8E1b>Altın</c>, savaşçılarını yükseltmek için kullanılır.\n\nSavaş kutularından çıkar."
"TID_TOP_TOOL_TIP_4","<cff0000>Etkinlik Biletleri</c> biletli etkinliklere katılmak için kullanılır.\n\nSavaş kutularından bulabilirsin."
"TID_TOP_TOOL_TIP_5","<cff00ff>Yıldız puanları</c> ile dükkandan özel ürünler alırsın.\n\nSezon sonu ödülleri ya da 10. rütbe ve üzerindeki her beş rütbeye ulaşan savaşçılar sana yıldız puanı kazandırır!"
"TID_GAME_MODE_0","ELMAS KAPMACA"
"TID_GAME_MODE_0_DESC","Haritanın ortasındaki elmas madeninden çıkan elmasları topla. Yok edilen rakiplerden düşenleri de alabilirsin! Oyunu kazanmak için geri sayım bitene kadar elinde on elmas tutmalısın!"
"TID_GAME_MODE_2","SOYGUN"
"TID_GAME_MODE_2_DESC","Takımının kasasını koru ve düşman takımın kasasını patlatıp açmaya çalış! Düşman kasasını önce açan takım kazanır.\n\nSüre biterse düşman takımının kasasına daha fazla hasar vermiş takım kazanır."
"TID_GAME_MODE_3","ÖDÜL AVI"
"TID_GAME_MODE_3_DESC","Düşman takımındaki oyuncuları yok ederek takımın için yıldız topla. Yok ettiğin her düşman için başındaki ödül bir yıldız artar ve yedi yıldıza kadar çıkar. Onları düşmana kaptırma!\n\nSüre bittiğinde daha çok yıldıza sahip olan takım kazanır."
"TID_GAME_MODE_6","TEK HESAPLAŞMA"
"TID_GAME_MODE_6_COMBINED","HESAPLAŞMA"
"TID_GAME_MODE_6_DESC","Dokuz düşmanı yok et ve son hayatta kalan sen ol. Her şey serbest. Yalnızca bir canın var."
"TID_GAME_MODE_6_DESC_COMBINED","Diğer herkesi yok edip son hayatta kalan sen ol. Tek başına veya ikili takımlar halinde oynanır."
"TID_GAME_MODE_5","SAVAŞ TOPU"
"TID_GAME_MODE_5_DESC","Topu rakip takımın kalesine ulaştırıp gol at! Maç bir takım iki gol attığında veya süre dolduğunda biter."
"TID_GAME_MODE_3_OG","İMHA"
