"Name","FileNames","BackgroundFile","MinVolume","MaxVolume","MinPitch","MaxPitch","Priority","MaximumByType","MaxRepeatMs","Loop","PlayVariationsInSequence","PlayVariationsInSequenceManualReset","StartDelayMinMs","StartDelayMaxMs","PlayOnlyWhenInView","MaxVolumeScaleLimit","NoSoundScaleLimit","PadEmpyToEndMs","MovieClipFrameLabel"
,"sfx/background/buzz_start_vo_04.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_05.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_06.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_07.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_08.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_09.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_10.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
,"sfx/background/buzz_start_vo_11.ogg","TRUE",60,60,98,102,1,1,,,,,,,,,,,
"Buzz_Die_VO","sfx/buzz_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_02.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzz_die_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_04.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_05.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_06.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_07.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
"Buzz_Hurt_VO","sfx/buzz_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_02.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/buzz_hurt_vo_03.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_04.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_05.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_06.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_07.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
"Buzz_Kill_VO","sfx/buzz_kill_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_kill_vo_02.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzz_kill_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_kill_vo_04.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_kill_vo_05.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_kill_vo_06.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_kill_vo_07.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
"Buzz_Lead_VO","sfx/buzz_lead_vo_01.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/background/buzz_lead_vo_02.ogg","TRUE",60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/buzz_lead_vo_03.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/background/buzz_lead_vo_04.ogg","TRUE",60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/background/buzz_lead_vo_05.ogg","TRUE",60,60,98,102,1,1,20000,,,,,,,,,,
"Buzz_Ulti_VO","sfx/buzz_ulti_vo_01.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/buzz_ulti_vo_02.ogg","TRUE",60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/buzz_ulti_vo_03.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/buzz_ulti_vo_04.ogg","TRUE",60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/buzz_ulti_vo_05.ogg","TRUE",60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/buzz_ulti_vo_06.ogg","TRUE",60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/buzz_ulti_vo_07.ogg","TRUE",60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/buzz_ulti_vo_08.ogg","TRUE",60,60,98,102,1,1,10000,,,,,,,,,,
"Buzz_Hurt_VO_Punk","sfx/buzz_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_02.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/buzz_hurt_vo_03.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_04.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_05.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/buzz_hurt_vo_06.ogg","TRUE",60,60,98,102,1,1,12000,,,,,,,,,,
"Buzz_Die_VO_Punk","sfx/buzz_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_02.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzz_die_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_04.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_05.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/buzz_die_vo_06.ogg","TRUE",60,60,98,102,1,1,15000,,,,,,,,,,
"Buzzilla_Start_VO","sfx/buzzilla_start_vo_01.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/buzzilla_start_vo_02.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/buzzilla_start_vo_03.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/buzzilla_start_vo_04.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/buzzilla_start_vo_05.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/buzzilla_start_vo_06.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/buzzilla_start_vo_07.ogg",,60,60,98,102,1,1,,,,,,,,,,,
"Buzzilla_Die_VO","sfx/buzzilla_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_die_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_die_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_die_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_die_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Buzzilla_Hurt_VO","sfx/buzzilla_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/buzzilla_hurt_vo_02.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/buzzilla_hurt_vo_03.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/buzzilla_hurt_vo_04.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
"Buzzilla_Kill_VO","sfx/buzzilla_kill_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_kill_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_kill_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_kill_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_kill_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_kill_vo_06.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_kill_vo_07.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Buzzilla_Lead_VO","sfx/buzzilla_lead_vo_01.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/buzzilla_lead_vo_02.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/buzzilla_lead_vo_03.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/buzzilla_lead_vo_04.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/buzzilla_lead_vo_05.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/buzzilla_lead_vo_06.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
"Buzzilla_Ulti_VO","sfx/buzzilla_ulti_vo_01.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/buzzilla_ulti_vo_02.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/buzzilla_ulti_vo_03.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/buzzilla_ulti_vo_04.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
"Buzzilla_Atk_VO","sfx/buzzilla_atk_vo_01.ogg",,40,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_atk_vo_02.ogg",,40,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/buzzilla_atk_vo_03.ogg",,40,60,98,102,1,1,15000,,,,,,,,,,
"Ash_Start_VO","sfx/ash_start_vo_01.ogg",,70,70,98,102,1,1,,,,,,,,,,,
,"sfx/ash_start_vo_02.ogg",,70,70,98,102,1,1,,,,,,,,,,,
,"sfx/background/ash_start_vo_03.ogg","TRUE",70,70,98,102,1,1,,,,,,,,,,,
,"sfx/background/ash_start_vo_04.ogg","TRUE",70,70,98,102,1,1,,,,,,,,,,,
"Ash_Die_VO","sfx/ash_die_vo_01.ogg",,70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/ash_die_vo_02.ogg",,70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_die_vo_03.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_die_vo_04.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_die_vo_05.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
"Ash_Hurt_VO","sfx/ash_hurt_vo_01.ogg",,70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/ash_hurt_vo_02.ogg",,70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_03.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_04.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_05.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_06.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_07.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_08.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
,"sfx/background/ash_hurt_vo_09.ogg","TRUE",70,70,98,102,1,1,12000,,,,,,,,,,
"Ash_Kill_VO","sfx/ash_kill_vo_01.ogg",,70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/ash_kill_vo_02.ogg",,70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_kill_vo_03.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_kill_vo_04.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_kill_vo_05.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
,"sfx/background/ash_kill_vo_06.ogg","TRUE",70,70,98,102,1,1,15000,,,,,,,,,,
"Ash_Lead_VO","sfx/ash_lead_vo_01.ogg",,70,70,98,102,1,1,20000,,,,,,,,,,
,"sfx/ash_lead_vo_02.ogg",,70,70,98,102,1,1,20000,,,,,,,,,,
,"sfx/background/ash_lead_vo_03.ogg","TRUE",70,70,98,102,1,1,20000,,,,,,,,,,
,"sfx/background/ash_lead_vo_04.ogg","TRUE",70,70,98,102,1,1,20000,,,,,,,,,,
,"sfx/background/ash_lead_vo_05.ogg","TRUE",70,70,98,102,1,1,20000,,,,,,,,,,
"Ash_Ulti_VO","sfx/ash_ulti_vo_01.ogg",,70,70,98,102,1,1,10000,,,,,,,,,,
,"sfx/ash_ulti_vo_02.ogg",,70,70,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/ash_ulti_vo_03.ogg","TRUE",70,70,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/ash_ulti_vo_04.ogg","TRUE",70,70,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/ash_ulti_vo_05.ogg","TRUE",70,70,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/ash_ulti_vo_06.ogg","TRUE",70,70,98,102,1,1,10000,,,,,,,,,,
,"sfx/background/ash_ulti_vo_07.ogg","TRUE",70,70,98,102,1,1,10000,,,,,,,,,,
"Lolla_Start_VO","sfx/diva_start_vo_01.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/diva_start_vo_02.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/diva_start_vo_03.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/diva_start_vo_04.ogg",,60,60,98,102,1,1,,,,,,,,,,,
"Lolla_Die_VO","sfx/diva_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_die_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_die_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_die_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_die_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_die_vo_06.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Lolla_Hurt_VO","sfx/diva_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/diva_hurt_vo_02.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/diva_hurt_vo_03.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/diva_hurt_vo_04.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/diva_hurt_vo_05.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
"Lolla_Kill_VO","sfx/diva_kill_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_kill_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_kill_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_kill_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_kill_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_kill_vo_06.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/diva_kill_vo_07.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Lolla_Lead_VO","sfx/diva_lead_vo_01.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/diva_lead_vo_02.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/diva_lead_vo_03.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/diva_lead_vo_04.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
"Lolla_Ulti_VO","sfx/diva_ulti_vo_01.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/diva_ulti_vo_02.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/diva_ulti_vo_03.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/diva_ulti_vo_04.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
"Grom_Start_VO","sfx/grom_start_vo_01.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_02.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_03.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_04.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_05.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_06.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_07.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_start_vo_08.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_walkie_start_vo_01.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/grom_walkie_start_vo_02.ogg",,60,60,98,102,1,1,,,,,,,,,,,
"Grom_Die_VO","sfx/grom_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_die_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_die_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_die_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_die_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_walkie_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_walkie_die_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Grom_Hurt_VO","sfx/grom_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/grom_hurt_vo_02.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/grom_hurt_vo_03.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/grom_hurt_vo_04.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/grom_hurt_vo_05.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/grom_walkie_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/grom_walkie_hurt_vo_02.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
"Grom_Kill_VO","sfx/grom_kill_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_kill_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_kill_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_kill_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/grom_walkie_kill_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Grom_Lead_VO","sfx/grom_lead_vo_01.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/grom_lead_vo_02.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/grom_lead_vo_03.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/grom_lead_vo_04.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/grom_lead_vo_05.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/grom_lead_vo_06.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/grom_walkie_lead_vo_01.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
"Grom_Ulti_VO","sfx/grom_ulti_vo_01.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/grom_ulti_vo_02.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/grom_walkie_ulti_01.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/grom_walkie_ulti_02.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/grom_walkie_ulti_03.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
"Fang_Start_VO","sfx/fang_start_vo_01.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_02.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_03.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_04.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_05.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_06.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_07.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_08.ogg",,50,50,98,102,1,1,,,,,,,,,,,
,"sfx/fang_start_vo_09.ogg",,50,50,98,102,1,1,,,,,,,,,,,
"Fang_Die_VO","sfx/fang_die_vo_01.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_die_vo_02.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_die_vo_03.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_die_vo_04.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
"Fang_Hurt_VO","sfx/fang_hurt_vo_01.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_hurt_vo_02.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_hurt_vo_03.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_hurt_vo_04.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_hurt_vo_05.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_hurt_vo_06.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_hurt_vo_07.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
"Fang_Kill_VO","sfx/fang_kill_vo_01.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_kill_vo_02.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_kill_vo_03.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_kill_vo_04.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
,"sfx/fang_kill_vo_05.ogg",,50,50,98,102,1,1,15000,,,,,,,,,,
"Fang_Lead_VO","sfx/fang_lead_vo_01.ogg",,50,50,98,102,1,1,20000,,,,,,,,,,
,"sfx/fang_lead_vo_02.ogg",,50,50,98,102,1,1,20000,,,,,,,,,,
,"sfx/fang_lead_vo_03.ogg",,50,50,98,102,1,1,20000,,,,,,,,,,
,"sfx/fang_lead_vo_04.ogg",,50,50,98,102,1,1,20000,,,,,,,,,,
,"sfx/fang_lead_vo_05.ogg",,50,50,98,102,1,1,20000,,,,,,,,,,
,"sfx/fang_lead_vo_06.ogg",,50,50,98,102,1,1,20000,,,,,,,,,,
"Fang_Ulti_VO","sfx/fang_ulti_vo_01.ogg",,50,50,98,102,1,1,10000,,,,,,,,,,
,"sfx/fang_ulti_vo_02.ogg",,50,50,98,102,1,1,10000,,,,,,,,,,
,"sfx/fang_ulti_vo_03.ogg",,50,50,98,102,1,1,10000,,,,,,,,,,
,"sfx/fang_ulti_vo_04.ogg",,50,50,98,102,1,1,10000,,,,,,,,,,
,"sfx/fang_ulti_vo_05.ogg",,50,50,98,102,1,1,10000,,,,,,,,,,
"Fang_Atk_VO","sfx/fang_atk_vo_01.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_atk_vo_02.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_atk_vo_03.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
,"sfx/fang_atk_vo_04.ogg",,50,50,98,102,1,1,12000,,,,,,,,,,
"Flea_Start_VO","sfx/flea_start_vo_01.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/flea_start_vo_02.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/flea_start_vo_03.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/flea_start_vo_04.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/flea_start_vo_05.ogg",,60,60,98,102,1,1,,,,,,,,,,,
,"sfx/flea_start_vo_06.ogg",,60,60,98,102,1,1,,,,,,,,,,,
"Flea_Die_VO","sfx/flea_die_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_die_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_die_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_die_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_die_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Flea_Hurt_VO","sfx/flea_hurt_vo_01.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/flea_hurt_vo_02.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/flea_hurt_vo_03.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/flea_hurt_vo_04.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/flea_hurt_vo_05.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/flea_hurt_vo_06.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
,"sfx/flea_hurt_vo_07.ogg",,60,60,98,102,1,1,12000,,,,,,,,,,
"Flea_Kill_VO","sfx/flea_kill_vo_01.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_kill_vo_02.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_kill_vo_03.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_kill_vo_04.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_kill_vo_05.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
,"sfx/flea_kill_vo_06.ogg",,60,60,98,102,1,1,15000,,,,,,,,,,
"Flea_Lead_VO","sfx/flea_lead_vo_01.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/flea_lead_vo_02.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/flea_lead_vo_03.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/flea_lead_vo_04.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/flea_lead_vo_05.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
,"sfx/flea_lead_vo_06.ogg",,60,60,98,102,1,1,20000,,,,,,,,,,
"Flea_Ulti_VO","sfx/flea_ulti_vo_01.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/flea_ulti_vo_02.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/flea_ulti_vo_03.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/flea_ulti_vo_04.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/flea_ulti_vo_05.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
,"sfx/flea_ulti_vo_06.ogg",,60,60,98,102,1,1,10000,,,,,,,,,,
