TID,HE
TID_DIRECT_PURCHASE_GEM_PACKS_ALL_BUTTON,כל חבילות היהלומים
TID_DIRECT_PURCHASE_GEM_PACKS_RECOMMENDED_TAG,מומלץ
TID_MATCHMAKE_FAILED_5,התאמת שחקן נכשלה: האירוע הסתיים
TID_MATCHMAKE_FAILED_7,התאמת שחקן נכשלה: חבר בקבוצה נותק
TID_MATCHMAKE_FAILED_9,התאמת שחקן נכשלה: עבודות תחזוקה מתחילות
TID_MATCHMAKE_FAILED_11,התאמת שחקן נכשלה: חבר בקבוצה עזב את התאמת השחקן
TID_MATCHMAKE_FAILED_12,התאמת שחקן נכשלה: כבר הבסת את הבוס האחרון
TID_MATCHMAKE_FAILED_14,אפשר לשחק במהלך כוחני רק עם בראולרים שיש להם כוח כוכב
TID_MATCHMAKE_FAILED_15,נגמרו לך משחקי המהלך הכוחני להיום
TID_MATCHMAKE_FAILED_19,הבראולר שנבחר לא משתתף במהלך כוחני ובאתגרים בעונה זו
TID_SUDDEN_DEATH_TIMER,<n1>
TID_OWN_TEAM_WINNING,הקבוצה הכחולה תנצח בעוד:
TID_ENEMY_TEAM_WINNING,הקבוצה האדומה תנצח בעוד:
TID_OWN_TEAM,קבוצה כחולה
TID_ENEMY_TEAM,קבוצה אדומה
TID_COUNTDOWN,ספירה לאחור
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,בראולרים
TID_HERO_LIST_DO_GATCHA,פתיחת תיבת בראולר
TID_HERO_TIME_UNTIL_RELEASE,מגיעים בעוד <TIME>
TID_HERO_LIST_COMING_UP,אפשר לבדוק את הפרטים לאחר שחרור הבראולר
TID_SKIN_INFO_TIME_UNTIL_RELEASE,מגיעים בעוד <TIME>
TID_SKIN_INFO_,סקין פרס של Supercell ID
TID_SKIN_INFO_1,סקין חלוצים של Brawl Stars!\n\nלחשבונות שנוצרו לפני 2019
TID_SKIN_INFO_2,אפשר לקבל את הסקין הזה על-ידי התחברות ל-Supercell ID ממסך ההגדרות!
TID_SKIN_INFO_3_TEASER,בקרוב...
TID_SKIN_INFO_3_AVAILABLE,\nזמין לרכישה לזמן מוגבל
TID_SKIN_INFO_3_NOT_AVAILABLE,\nלא זמין לרכישה כרגע
TID_SKIN_INFO_3_HERO_NEEDED,\nיש לפתוח את הבראולר תחילה כדי לקנות את הסקין הזה
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,אפשר לחגוג את הבראולרים עם הסקין החגיגי הזה!
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,סקין לחגים
TID_SKIN_INFO_CAMPAIGN_BRAWLIDAYS_2018,סקין חגי 2018.
TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE,אפשר לחגוג את ליל כל הבראולרים עם הסקין החגיגי הזה!
TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE,סקין לליל כל הבראולרים
TID_SKIN_INFO_LEGENDARY,סקין כוכב
TID_SKIN_INFO_CLUB_LEAGUE,סקין מועדון
TID_LEGENDARY_TROPHIES,נקודות כוכב
TID_SKIN_REWARD_TITLE_1,פרס סקין
TID_SKIN_REWARD_INFO_1,פתחת סקין חדש! תודה ששיחקת ב-Brawl Stars ב-2018
TID_SKIN_REWARD_TITLE_2,פרס סקין
TID_SKIN_REWARD_INFO_2,פתחת סקין חדש כפרס על חיבור החשבון שלך ל-Supercell ID
TID_SKIN_REWARD_OK,קבלו
TID_HERO_REWARD_TITLE_1,הודעה מהתמיכה
TID_HERO_REWARD_INFO_1,צוות התמיכה של Brawl Stars תרם לך בראולר חדש.
TID_SKIN_REWARD_TITLE_0,הודעה מהתמיכה
TID_SKIN_REWARD_INFO_0,צוות התמיכה של Brawl Stars תרם לך סקין חדש.
TID_SKIN_REWARD_TITLE_3,הודעה מהתמיכה
TID_SKIN_REWARD_INFO_3,צוות התמיכה של Brawl Stars תרם לך סקין חדש.
TID_REWARD_TITLE,הודעה מהתמיכה
TID_REWARD_INFO,יש לך תרומה בהמתנה מצוות התמיכה של Brawl Stars
TID_REWARD_INFO_RESOURCE_FIRSTWINS,<AMOUNT> טוקנים של כוכבים התקבלו
TID_REWARD_INFO_RESOURCE_GOLD,<AMOUNT> טוקנים התקבלו
TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES,<AMOUNT> נקודות כוכב התקבלו
TID_REWARD_OK,קבלו
TID_HERO_REWARD_OK,קבלו
TID_RANK_POPUP_TITLE,צבירת גביעים
TID_RANK_POPUP_NEXT_GOAL,המטרה הבאה
TID_RANK_POPUP_COLLECT,איסוף
TID_RANK_POPUP_SEASON_END_REWARD,פרס ליגת הגביע
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>פרס ליגת הגביע שלך</c>
TID_RANK_POPUP_TOTAL_INFO,כדאי להגדיל את מספר הגביעים הכולל שלך כדי לפתוח פרסים ולהגיע לליגות חדשות!\nמספר הגביעים הכולל הוא שילוב של כל הגביעים שיש לכל בראולר שלך בנפרד.
TID_RANK_POPUP_SEASON_END_TITLE,ליגת הגביע מסתיימת בעוד
TID_RANK_POPUP_SEASON_END_INFO,"בסיום ליגת הגביע, הבראולרים שלך שמחזיקים ביותר מ-<DECAYSTART> גביעים יאבדו חלק מהגביעים שלהם. כפיצוי יינתנו נקודות כוכב שניתן לנצל בחנות."
TID_RANK_POPUP_HILITE_CAPTION_3,פתיחה: <HERO>
TID_RANK_POPUP_HILITE_CAPTION_4,פתיחה: <SKIN>
TID_RANK_POPUP_HILITE_CAPTION_13,אירוע חדש: <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,מגה תיבה
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,אירועי קבוצות
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,אירועים יומיים
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,אירועים מיוחדים
TID_RANK_INFO_POPUP_SEASON_REWARDS_1,פרס נקודות כוכב של ליגת הגביע
TID_RANK_INFO_POPUP_SEASON_REWARDS_2,פרסים על בסיס דירוג
TID_RANK_INFO_POPUP_SEASON_REWARDS_3,פרסים על בסיס ניקוד
TID_RANK_INFO_POPUP_POINTS_LABEL_1,גביעים
TID_RANK_INFO_POPUP_LABEL_STAR_POINTS,פרס נקודות כוכב
TID_RANK_INFO_POPUP_LABEL_END_TROPHIES,גביעים לאחר סיום ליגת הגביע
TID_RANK_INFO_POPUP_SEASON_REWARD_ENTRY,<START> - <END>
TID_DAILY_COINS_COLLECTED,נצברו
TID_TEAM_BATTLE,יצירה
TID_TEAM_UNREADY,לא מוכן
TID_TEAM_WAITING_WHILE_READY,אתם מוכנים!\nנחכה לאחרים.
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> בראולרים מסוג <NAME></c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,מגניב!
TID_GATCHA_SCREEN_TAP,הקישו!
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,כרטיסים לאירועים
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,בונוס!
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,פעיל למשך <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,מתחיל בעוד <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_NOTE,<EMPTY>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,מכפיל טוקנים
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,אפשר להכפיל את הטוקנים שמרוויחים בקרבות!
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,מטבעות
TID_GATCHA_SCREEN_GOLD_DROP_DESC,אפשר להשתמש במטבעות כדי לשדרג את הבראולרים שלך
TID_GATCHA_SCREEN_GEM_DROP_TITLE,יהלומים
TID_GATCHA_SCREEN_GEM_DROP_DESC,"אפשר להשתמש ביהלומים כדי לקנות מהחנות תיבות, סקינים ועוד"
TID_GATCHA_SCREEN_HERO_POWER_TITLE,נקודות כוח
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,פתחת שדרוג!
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,שדרוג זמין!
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_52,סיכה
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_DESC_52,בטאו את עצמבם עם סיכות לאספנים!
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_68,ספריי
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_DESC_68,הבעה עצמית עם מיכלי ספריי לאספנים!
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_76,תפקיד שחקן חדש
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,בונוס
TID_GATCHA_SCREEN_STAR_POINT_DROP_TITLE,נקודות כוכב
TID_GATCHA_SCREEN_STAR_POINT_DROP_DESC,אפשר להשתמש בנקודות כוכב כדי לקנות פריטים מיוחדים מהחנות
TID_GATCHA_SCREEN_RECRUIT_TOKEN_DROP_TITLE,קרדיטים
TID_GATCHA_SCREEN_RECRUIT_TOKEN_DROP_DESC,קרדיטים פותחים עוד בראולרים!
TID_GATCHA_SCREEN_CHROMATIC_TOKEN_DROP_TITLE,קרדיטי כרומה
TID_GATCHA_SCREEN_CHROMATIC_TOKEN_DROP_DESC,השתמשו בקרדיטי כרומה כדי לרכוש בראולרים כרומטיים
TID_NAVI_BLOCKED_1,לא ניתן להחליף דף בסטטוס מוכן!
TID_LEG_TRO_MIG_INFO_SHORT,הרווחת <AMOUNT><cff00ff>נקודות כוכב</c>!
TID_BUTTON_CLAIM,קבלו
TID_LEG_TRO_MIG_POPUP_TITLE,מציגים: <cff00ff>נקודות כוכב</c>
TID_LEG_TRO_MIG_INFO,"חדש ב-Brawl Stars: נקודות כוכב! יש לך אפשרות להרוויח נקודות כוכב אם אחד הבראולרים שלך יקבל 500 גביעים ומעלה. בסוף עונה, חלק מהגביעים שמעל 500 יומרו לנקודות כוכב.\n\nניתן גם להרוויח נקודות כוכב על-ידי העלאת הבראולרים שלך בדירוג. קיבלת <AMOUNT> נקודות כוכב מהבראולרים שלך שעלו בדירוג בעבר!"
TID_TEAM_MEMBER_INFO_READY,<NAME> מחכה שכולם יהיו מוכנים
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> לא מוכנים עדיין למשחק
TID_TEAM_MEMBER_INFO_SELF_READY,לא ניתן להחליף בראולר בסטטוס מוכן!
TID_TEAM_CHANGE_EVENT_BLOCKED,לא ניתן להחליף אירוע בסטטוס מוכן!
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,לא ניתן לשנות זאת בסטטוס מוכן!
TID_TEAM_GATCHA_BLOCKED,לא ניתן לפתוח תיבה בסטטוס מוכן!
TID_TEAM_NO_MEMBER_INFO,הזמנה לקבוצה זמינה ליוצרי הקבוצה בלבד
TID_TEAM_INFO_TEAM_CODE,ניתן לשתף את הקוד הזה עם חברים ולהזמין אותם להצטרף לקבוצה שלך!\n\nיש להקיש שוב כדי להעתיק ללוח.
TID_FREEZER,מקפיא
TID_GAME_OVER,המשחק הסתיים
TID_LEVEL,רמה<LVL>
TID_PLAYERS_IN_MM,יש שחקנים בהתאמת שחקן!
TID_ONLINE_INFO,שחקנים מחוברים: <ONLINE> בהתאמת שחקן: <MATCHMAKE> במשחק: <BATTLES>
TID_INPUT_NAME,יש להזין את שמך כאן
TID_LEADERBOARD_YOUR_SCORE,התוצאה שלך
TID_LEADERBOARD_YOUR_RANK,הדירוג שלך
TID_LEADERBOARD_HIGHEST_SCORE,התוצאה הגבוהה ביותר שלך
TID_LEADERBOARD_LOCAL,מקומי - <COUNTRY>
TID_REGION_0,גלובלי
TID_REGION_1,אסיה
TID_SET_REGION_RESULT_0,האזור הוחלף בהצלחה ל <REGION>
TID_SET_REGION_RESULT_1,החלפת אזור נכשלה: לא ניתן להחליף אזור כאשר נמצאים במועדון
TID_SET_REGION_RESULT_2,החלפת אזור נכשלה: לא ניתן להחליף אזור כאשר נמצאים בקבוצה
TID_VICTORY_CONDITION_COINRUSH_TITLE,תופסים קריסטלים
TID_VICTORY_CONDITION_COINRUSH_TEXT,יש לתפוס ולהחזיק 10 יהלומים!
TID_BATTLE_END_MY_TEAM,הקבוצה שלך
TID_BATTLE_END_ENEMY_TEAM,קבוצה יריבה
TID_BACK,חזרה
TID_NOT_ENOUGH_GOLD,אין מספיק מטבעות! ניתן לאסוף עוד ממסלול הגביעים ומ-Brawl Pass.
TID_UNLOCK_SKIN_ERROR_1,אין מספיק יהלומים
TID_BOT_1,בוט 1
TID_BOT_2,בוט 2
TID_BOT_3,בוט 3
TID_BOT_4,בוט 4
TID_BOT_5,בוט 5
TID_BOT_6,בוט 6
TID_BOT_7,בוט 7
TID_BOT_8,בוט 8
TID_BOT_9,בוט 9
TID_CRAFT_HERO_TITLE,קניית בראולר
TID_CRAFT_HERO_BUTTON_LABEL,קניה
TID_UNLOCK_SKIN_TITLE,קנו סקין
TID_SKIN_COMING_SOON,הסקין לא זמין עדיין
TID_UNLOCK_SKIN_BUTTON_LABEL,קניה
TID_HERO_LIST_TOTAL_TROPHIES,מספר כולל של גביעים
TID_TOP_TOOL_TIP_TOKENS,"<c00ccff>טוקנים</c> פותחים פרסי Brawl Pass.\n\nאספו טוקנים מקווסטים, מאירועים חדשים ומקרבות."
TID_TOP_TOOL_TIP_GEMS,<c0ed12d>יהלומים</c> משמשים לקניית בראולרים ודברים אחרים מהחנות.\n\nאפשר להשיג יהלומים מפרסי Brawl Pass או לקנות אותם מהחנות תמורת כסף אמיתי.
TID_TOP_TOOL_TIP_COINS,"<cff8E1b>מטבעות</c> משמשים לשדרוג הבראולרים. אפשר למצוא מטבעות בנתיב הגביעים, ב-Brawl Pass ולקבל אותם כפרסים מקווסטים ואתגרים."
TID_TOP_TOOL_TIP_STAR_POINTS,"<cff00ff>נקודות כוכב</c> משמשות לקניית פריטים בלעדיים בחנות.\n\nאפשר להרוויח נקודות כוכב מליגת הגביע או כשכל בראולר מגיע לדירוג 10, ובכל 5 שלבים לאחר מכן!"
TID_TOP_TOOL_TIP_CLUB_TICKETS,<cff0000>כרטיסים</c> משמשים למשחק באירועי ליגת מועדונים
TID_TOP_TOOL_TIP_CLUB_COINS,<cff0000>מטבעות מועדון</c> משמשים לרכישת פריטים בלעדיים בחנות המועדון.\n\nניתן לזכות במטבעות מועדון על ידי השתתפות במשחקי מועדון!
TID_TOP_TOOL_TIP_CHROMATIC_COINS,<cF88F25>קרדיטי כרומה</c> משמשים לפתיחת בראולרים כרומטיים.\n\nניתן לאסוף קרדיטי כרומה מפרסי Brawl Pass.\n\nמקסימום:<cFF0000><MAX></c><EXTRAINFO>
TID_TOP_TOOL_TIP_CHROMATIC_COINS_EXTRAINFO_MAX_REACHED,\n\n<cFF0000>הגעתם לכמות המקסימלית. עליכם להשתמש תחילה בקרדיטי כרומה לפני שתאספו עוד.</c>
TID_GAME_MODE_0,תופסים יהלומים
TID_GAME_MODE_0_DESC,"אפשר לאסוף יהלומים שיוצאים מתוך מכרה היהלומים שבמרכז המפה, או לקחת אותם מיריבים שנפלו! צריך להחזיק עשרה יהלומים עד סוף הספירה לאחור כדי לנצח במשחק!"
TID_GAME_MODE_2,שוד
TID_GAME_MODE_2_DESC,"צריך להגן על הכספת של הקבוצה שלך ובמקביל לנסות לפרוץ את הכספת של הקבוצה היריבה! הקבוצה הראשונה שפורצת את הכספת של הקבוצה היריבה מנצחת.\n\nאם נגמר הזמן, הקבוצה המנצחת היא זו שגרמה יותר נזק לכספת של הקבוצה היריבה."
TID_GAME_MODE_3,שלל
TID_GAME_MODE_3_DESC,"יש לצבור כוכבים עבור הקבוצה שלך באמצעות הבסת השחקנים שבקבוצה היריבה. בכל פעם שאויב מובס על ידך, הפרס על ראשך עולה בכוכב אחד, עד שבעה כוכבים. זהירות לא לתת אותם לאויב!\n\nהקבוצה שצברה יותר כוכבים כשהזמן נגמר מנצחת. במקרה של תיקו, מנצחת הקבוצה שבידה הכוכב הכחול."
TID_GAME_MODE_6,קרב מכריע סולו
TID_GAME_MODE_6_COMBINED,קרב מכריע
TID_GAME_MODE_6_DESC,יש להביס את תשעת השחקנים האחרים ולהיות האחרונים ששרדו. חשוב להשתמש בכל האמצעים הדרושים כדי להישאר בחיים.
TID_GAME_MODE_6_DESC_COMBINED,צריך להביס את כולם ולהיות האחרונים שנשארו. אפשר לשחק במצב סולו או בקבוצה של שניים.
TID_GAME_MODE_5,כדור-בראולר
TID_GAME_MODE_5_DESC,"יש להביא את הכדור לשער הנבחרת היריבה כדי להבקיע גול! התחרות מסתיימת כשקבוצה אחת מבקיעה פעמיים, או כשנגמר הזמן."
TID_GAME_MODE_3_OG,חיסול
TID_GAME_MODE_3_OG_DESC,"יש לצבור כוכבים עבור הקבוצה שלך באמצעות הבסת השחקנים שבקבוצה היריבה. בכל פעם שאויב מובס על ידך, הפרס על ראשך עולה בכוכב אחד, עד שבעה כוכבים. זהירות לא לתת אותם לאויב!\n\nהקבוצה שצברה יותר כוכבים כשהזמן נגמר מנצחת."
TID_GAME_MODE_11,מצור
TID_GAME_MODE_11_DESC,"שמים מצור על צריח ההרכבה של האויב IKE! גם לקבוצה שלך יש IKE: האכילו אותו בברגים, והוא ירכיב רובוט מצור עוצמתי שיילחם בשבילכם. ברגים מופיעים באקראי סביב מרכז המפה. יש לתפוס בורג ולהחזיק אותו למשך מספר שניות כדי להאכיל את IKE.\n\nיש עד שלושה מצורים במשך כל משחק. הקבוצה שיש לה יותר ברגים בתחילת כל מצור, תבנה רובוט מצור. ככל שיש יותר ברגים, הרובוט חזק יותר.\nזהירות, יש לרובוטי IKE הגנות בליסטיות חזקות - אין להתקרב לבסיס האויב ללא רובוט מצור שיעזור לך!"
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,טוקן כוכב
TID_BATTLE_END_GAIN_LABEL_RANK_UP,עלייה בדירוג
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,עלייה ברמה
TID_BATTLE_END_GAIN_LABEL_VICTORY,ניצחון
TID_BATTLE_END_GAIN_LABEL_DEFEAT,תבוסה
TID_BATTLE_END_GAIN_LABEL_DRAW,תיקו
TID_BATTLE_END_GAIN_LABEL_MVP,שחקן כוכב
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,תוצאת דירוג
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,טוקנים נותרו
TID_BATTLE_END_COIN_REWARDS,פרסי טוקנים
TID_BATTLE_END_MVP,שחקן כוכב
TID_BATTLE_END_DEFEAT_INFO,בהצלחה בפעם הבאה!
TID_TUTORIAL_1,"היי, אני שלי! בואו נאסוף את כל <c50d050>קוביות הכוח</c> האלה! <c0066ff>צריך לגרור</c> את <c0066ff>הסמן הכחול</c> עם האגודל השמאלי שלך כדי להזיז אותי."
TID_TUTORIAL_2,צריך לאסוף את כולן! <c50d050>קוביות הכוח האלה</c> הן שלי!
TID_TUTORIAL_3,מטרות רובוט! <ccc0033>יש לגרור</c> את <ccc0033>הסמן האדום</c> עם האגודל הימני שלך כדי לכוון ולשחרר כדי לירות. מוות לרובוטים!
TID_TUTORIAL_GOOD_JOB_1,כל הכבוד!
TID_TUTORIAL_5,עוד מטרות! אפשר <ccc0033>להקיש</c> על <ccc0033>הסמן האדום</c> כדי לירות באויב הקרוב ביותר. מוות לרובוטים!
TID_TUTORIAL_6,כעת צריך להשתמש בתכונת הסופר שלך כדי לירות בבוס שמאחורי הקיר! <cff9900>יש לגרור</c> את <cff9900>הסמן הצהוב</c> כדי לכוון את תכונת הסופר ולשחרר כדי לירות!
TID_TUTORIAL_555,"יפה, בדיוק כך!"
TID_TUTORIAL_7,"כל הכבוד! השגנו את <c50d050>קוביות הכוח</c>, בואו נצא מפה!"
TID_TUTORIAL_8,פגיעה באויבים טוענת את תכונת הסופר שלך. יש להשתמש <cff9900>בסמן הצהוב</c> כדי לתקוף את האויבים עם תכונת הסופר!
TID_TUTORIAL_9,אני עם בראולר מלידה!\n\nעכשיו בואו נכסח אותם!
TID_TUTORIAL_10,תקיפת מטרות טוענת את מד ההתקפה של תכונת הסופר. תכונת הסופר שלי מוכנה!\nיש להקיש על לחצן תכונת הסופר!
TID_TUTORIAL_11,<cff6633>המד הכתום</c> מציג את התחמושת שלך. אני אטען מחדש הכי מהר שאפשר!
TID_FIGHT_TUTORIAL,משחק
TID_HERO_SCORE_INFO,יש לנצח במשחקים נגד שחקנים אחרים כדי לצבור גביעים לבראולר הזה.\n\nצריך לקבל <PROGRESS> גביעים כדי להגיע לדירוג הבא ולהרוויח <COINS> טוקנים.
TID_HERO_SCORE_INFO_LEG_TROS,יש לנצח במשחקים נגד שחקנים אחרים כדי לצבור גביעים לבראולר הזה.\n\nצריך לקבל <PROGRESS> גביעים כדי להגיע לדירוג הבא ולהרוויח <COINS> טוקנים ו-<cff00ff> <LEGTROS> נקודות כוכב</c>
TID_HERO_SCORE_INFO_MAXED,הגעת לדירוג הסופי.\n\n
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,צריך לשחק בקרב אימון אחד כדי לפתוח את המשחק המלא
TID_SOCIAL_TAB_CLANS,מועדון
TID_SOCIAL_TAB_FRIENDS,חברים
TID_FRIEND_STATUS_YOU,<EMPTY>
TID_FRIEND_STATUS_OFFLINE,<EMPTY>
TID_FRIEND_STATUS_BATTLE,<cffffff>נלחמים</c> כבר <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>מסך סיום משחק</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>צופה</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>באימון</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>התאמת שחקן</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>בקבוצה</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>בקבוצה</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>בקבוצה</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>בקרב</c>
TID_FRIEND_STATUS_MENUS,בתפריטים
TID_FRIEND_STATUS_HOME_NO_GAMEROOM,<EMPTY>
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,יצירת קבוצה!
TID_ONLINE_FRIENDS_POPUP_TITLE,שחקנים מחוברים
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,אין חברים או חברי מועדון מחוברים
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,אין חברים או חברי מועדון שזמינים להזמנה. שיחקת עם מישהו מעולה לאחרונה? אפשר לשלוח בקשת חברות!
TID_CLAN_CREATE_BUTTON,יצירה
TID_CLAN_SAVE_BUTTON,שמירה
TID_CLAN_CREATE_TITLE,יצירת מועדון חדש
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,התחברות אחרונה: <cf7f7f7><less_than_h_ago></c>
TID_LESS_THAN_H_AGO,לפני פחות משעה
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,התחברות אחרונה: <cf7f7f7>לפני <HOURS> שעות</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,התחברות אחרונה: <cf7f7f7>לפני <DAYS> ימים</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,התחברות אחרונה <cf7f7f7>> לפני חודש</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>בקרב</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>בתפריטים</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>בתפריטים</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>בהתאמת שחקן</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>בתפריטים</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>צופה</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>באימון</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>בתפריטים</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>בתפריטים</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>בתפריטים</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> חברי מועדון מחוברים
TID_CLAN_ENTRY_ONLINE_MEMBER,חבר מועדון <COUNT> מחובר/ת
TID_ALLIANCE_TYPE_OPEN,פתוח
TID_ALLIANCE_TYPE_INVITE_ONLY,בהזמנה בלבד
TID_ALLIANCE_TYPE_CLOSED,סגור
TID_CLAN_SEARCH_TITLE,חיפוש מועדונים
TID_CLAN_INTRO_AD_TITLE,מחפשים מועדון?
TID_CLAN_INTRO_AD_DESC,כדאי להצטרף למועדון כדי לשחק ביחד עם חברי המועדון!
TID_CLAN_INTRO_AD_TITLE_IN_CLAN,בדיקת מועדונים אחרים
TID_CLAN_INTRO_AD_DESC_IN_CLAN,כדאי לבדוק מועדונים אחרים
TID_CLAN_INTRO_CREATE_GO,יצירת מועדון
TID_CLAN_INTRO_SEARCH_GO,חיפוש מועדונים
TID_CLAN_INTRO_REFRESH,ריענון
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,כדי להצטרף למועדון הזה דרושים <REQ> גביעים. יש לך רק <SCORE> גביעים.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,מועדון זה סגור
TID_STREAM_ENTRY_AGE,לפני <time>
TID_ALLIANCE_ROLE_LEADER,נשיא
TID_ALLIANCE_ROLE_CO_LEADER,סגן נשיא
TID_ALLIANCE_ROLE_MEMBER,חבר מועדון
TID_ALLIANCE_ROLE_ELDER,בכיר
TID_STREAM_SENDER_YOU,אתם
TID_GOLDRUSH_1,מכרה קשה כאבן
TID_BANKHEIST_1,סליק השודדים
TID_WANTED_1,חורבות המקדש
TID_BATTLE_ROYALE_1,נחל הגולגולות
TID_GOLDRUSH_2,קשת קריסטלים
TID_BANKHEIST_2,קניון פיצוץ
TID_WANTED_2,מחנה הפושעים
TID_BATTLE_ROYALE_2,אבנים חרוכות
TID_GOLDRUSH_3,מערת הפטריות הרעילות
TID_BANKHEIST_3,אזור בטוח
TID_WANTED_3,מבצר האבן
TID_BATTLE_ROYALE_3,קרב בין קירות
TID_WANTED_4,מלכודת הפטריות הרעילות
TID_GOLDRUSH_4,מבצר סחורות
TID_WANTED_5,קרחת יער של קריסטלים
TID_GOLDRUSH_5,מכרה תחתי
TID_WANTED_6,נחשים בערבה
TID_WANTED_7,כוכב היריות
TID_GOLDRUSH_6,מסעדה עמוקה
TID_GOLDRUSH_7,חלל רגוע
TID_BATTLE_ROYALE_4,הכול או כלום
TID_WANTED_8,מסתור
TID_BANKHEIST_4,חדר מתים ג‘י.ג‘י.
TID_CLAN_MEMBERS_ONLINE,חברי מועדון מחוברים: <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,גביעי מועדון
TID_CLAN_SEARCH_OK,חיפוש
TID_CLAN_INFO_NAME,שם מועדון
TID_CLAN_INFO_BADGE,תג
TID_CLAN_INFO_DESC,תיאור
TID_CLAN_INFO_TOTAL_TROPHIES,גביעי מועדון
TID_CLAN_INFO_TYPE,סוג
TID_CLAN_INFO_TAG,תג מועדון
TID_CLAN_INFO_MIN_TROPHIES,גביעים דרושים
TID_CLAN_INFO_LEAVE,עזיבה
