"Name","BehaviorType","EquipType","CanMoveAtSameTime","Targeted","AutoAttackType","AttackFacing","Cooldown","ActiveTime","CastingTime","CastingRange","RangeVisual","RangeInputScale","MaxCastingRange","AllowAimOutsideMap","ForceValidTile","RechargeTime","MaxCharge","Damage","PercentDamage","MsBetweenAttacks","Spread","AttackPattern","NumBulletsInOneAttack","TwoGuns","ExecuteFirstAttackImmediately","MovementSpeed","ChargePushback","OverchargedChargePushback","ChargeSpeed","ChargeType","NumSpawns","MaxSpawns","BreakInvisibilityOnAttack","SeeInvisibilityDistance","AlwaysCastAtMaxRange","MeleeAttackPiercesEnvironment","Projectile","OverchargedProjectile","OverchargedChainProjectile","SummonedCharacter","OverchargedSummonedCharacter","AreaEffectObject","AreaEffectObject2","AreaEffect2AtEndOfCharge","OverchargedAreaEffectObject","OverchargedAreaEffectObject2","AreaEffectFollowType","SpawnedItem","OverchargedSpawnedItem","SpawnItemTriggerType","ButtonSWF","ButtonExportName","ButtonExportNameBlue","AttackEffect","OverchargedAttackEffect","UseEffect","OverchargedUseEffect","EndEffect","OverchargedEndEffect","LoopEffect","LoopEffect2","OverchargedLoopEffect","OverchargedLoopEffect2","ChargeMoveSound","MultiShot","SkillChangeType","SecondarySkill","SecondarySkill2","SecondarySkill3","SecondarySkill4","ShowTimerBar","SecondaryProjectile","ThirdProjectile","ChargedShotCount","DamageModifier","HoldToShoot","UsableInShadowRealm","HealSelfOnActivationType","HealSelfOnActivationPower","LowHealthSpeedupPercent","ActivationSelfStatusEffect","ActivationSelfStatusEffectOvercharged","InterruptType","TID","Desc","CustomString","CustomString2","CustomValue","CustomValue2"
"BlowerWeapon","Attack","weapon","true","true","","","250","150","","25","","","","","","1200","3","280","","100","","7","6","","true","","","","","","","","","","","","BlowerProjectile","","","","","","","","","","","","","","","","","bull_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"BlowerUlti","Attack","ulti","true","true","","","250","150","","30","","","","","","","","600","","100","","7","4","","true","","","","","","","","","","","","BlowerUltiProjectile","BlowerUltiOverchargedProjectile","","","","","","","","","","","","","","","","shelly_def_ulti","gale_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerWeapon","Attack","weapon","true","true","","","500","150","","26","","","","","","1800","3","740","","100","50","","3","","true","","","","","","","","","","","","ControllerProjectile","","","","","","","","","","","","","","","","","bull_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"ControllerUlti","Attack","ulti","","true","","","50","150","","10","","","","","","","","1800","","100","0","","1","","true","","","","","","","","","","","","ControllerUltiProjectile","ControllerUltiOverchargedProjectile","","","","","","","","","","","","","","","","colt_def_ulti","nani_def_oc_muzzle","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyWeapon","Attack","weapon","true","true","","","250","150","","15","","","","","10","1700","3","1040","","100","30","","1","","true","","","","","","","","","","","","WallyProjectile","","","","","","","","","","","","","","","","","sprout_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"WallyUlti","Attack","ulti","true","true","","","250","150","","23","","","","","1","","","","","100","0","","1","","true","","","","","","","","","","","","WallyUltiProjectile","WallyOverchargedUltiProjectile","","","","","","","","","","","","","","","","sprout_def_ulti","sprout_def_oc_muzzle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerLevelerWeapon","Attack","weapon","true","true","","","250","150","","20","","","","","","2000","3","1180","","100","0","","1","","true","","","","","","","","","","","","PowerLevelerProjectile","PowerLevelerOverchargedProjectile","","","","","","","","","","","","","","","","surge_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"PowerLevelerUlti","Charge","ulti","","true","","","50","","","10","","","","","","","","1000","","","","","","","","","100","","4000","9","","","","","","","","","","","","","","","","","","","","","","","","","","surge_def_ulti_use","surge_def_oc_ulti_use","surge_def_ulti_ground","surge_def_oc_ulti_ground","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossTownCrushCharge","Charge","ulti","","true","3","","50","","1500","33","","","","","","","","1000","","","","","","","","","130","","1800","3","","","","","","","","","","","","","","","","","","","","","","","","mode_tc_boss_atk_jump","","mode_tc_boss_atk_jump","","luchador_ulti_ground_hit","","minion_rush","","","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossTownCrushAoE","Attack","weapon","","","","1","250","1500","2000","10","","","","","","1800","3","","","800","","","","","","","","","","","","","","","","","","","","","","BossTownCrushAoEArea","","","","","follow","","","","","","","luchador_attack","","minion_warning_long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossRapidFire","Attack","weapon","","true","3","","50","1850","1250","60","","","","","","1250","3","1200","","300","100","2","1","","true","","","","","","","","","","","","RaidBossProjectileRed","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_long","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossRapidFire2","Attack","weapon","","true","3","","50","1850","1000","60","","","","","","1250","3","1400","","200","150","2","1","","true","","","","","","","","","","","","RaidBossProjectileRed","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_medium","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossRapidFire3","Attack","weapon","","true","3","","50","1850","750","60","","","","","","1250","3","1700","","100","250","2","1","","true","","","","","","","","","","","","RaidBossProjectileRedDestroyEnv","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_short","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossRapidFire4","Attack","weapon","","true","3","","50","1850","750","60","","","","","","1250","3","2000","","100","250","2","1","","true","","","","","","","","","","","","RaidBossProjectileGold","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_short","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossCharge","Charge","ulti","","true","3","","50","","1250","40","","","","","","","","1200","","","","","","","","","130","","2000","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","minion_rush","","","","Rhinostep","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossCharge2","Charge","ulti","","true","3","","50","","1000","50","","","","","","","","1400","","","","","","","","","130","","2500","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","minion_rush","","","","Rhinostep","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossCharge3","Charge","ulti","","true","3","","50","","750","60","","","","","","","","1700","","","","","","","","","130","","3000","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","minion_rush","","","","Rhinostep","","1","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossCharge4","Charge","ulti","","true","3","","50","","750","60","","","","","","","","2000","","","","","","","","","130","","3000","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","minion_rush","","","","Rhinostep","","1","","","","","","","","","","","","","","","","","","","","","","",""
"BossRapidFire2","Attack","weapon","","true","3","","50","1850","1250","32","","","","","","1250","3","900","","300","90","3","1","","true","","","","","","","","","","","","BossProjectile","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRapidFire3","Attack","weapon","","true","3","","50","1850","1250","32","","","","","","1250","3","900","","300","90","3","1","","true","","","","","","","","","","","","BossProjectile","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRapidFire","Attack","weapon","","true","3","","50","1850","750","60","","","","","","1250","3","1400","","200","150","2","1","","true","","","","","","","","","","","","BossRaceBossProjectile","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_short","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossCharge","Charge","ulti","","true","3","","50","","750","50","","","","","","","","1400","","","","","","","","","130","","2500","1","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","minion_rush","","","","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossChainLightning","Attack","weapon","","true","3","","50","1050","750","60","","","","","","1250","3","1400","","200","150","2","1","","true","","","","","","","","","","","","BossRaceBossLightningProjectile1","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_short","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRockets","Attack","ulti","","true","3","","50","1050","750","60","","","","","","1250","3","700","","200","750","","1","","true","","","","","","","","","","","","BossRaceBossRocketProjectile","","","","","","","","","","","","","","","","","minion_rocket_atk","","minion_warning_short","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterWeapon","Attack","weapon","true","true","","","250","150","","26","","","","","","1600","3","1000","37","100","","","1","","true","","","","","","","","","","","","PercenterProjectile","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"PercenterUlti","Charge","ulti","","true","","","50","","","33","","","","","","","","2000","20","","","","","","","","0","","4000","10","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","colette_def_ulti","colette_def_ulti_cover","colette_def_overcharge","colette_def_overcharge_cover","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","",""
"FireDudeWeapon","Attack","weapon","true","true","","","50","100","","25","","","","","","220","40","210","","100","30","","1","","true","","","","","","","","","","","","FireDudeProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","true","","","","","","","","","","","",""
"FireDudeUlti","Attack","ulti","true","true","","","250","150","","22","","","","","","","","","","100","0","","1","","true","","","","","","","","","","","","FireDudeUltiProjectile","","","","","","","","","","","","","","","","","barkeep_attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeWeapon","Attack","weapon","true","true","","","250","350","","28","","","","","","1100","3","440","","100","0","","1","true","true","","","","","","","","","","","","IceDudeProjectile","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"IceDudeUlti","Attack","ulti","true","true","","","250","150","","23","","","","","","","","40","","100","0","","1","","true","","","","","","","","","","","","IceDudeUltiProjectile","IceDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","cactus_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilWeapon","Attack","weapon","true","true","","","500","150","","30","","","","","","1450","3","","","100","","","1","","true","","","","","","","","","","","","SnakeOilProjectile","","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"SnakeOilUlti","Attack","ulti","true","true","","","250","150","","22","","","","","","","","1500","","100","0","","1","","true","","","","","","","","","","","","SnakeOilUltiProjectile","","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerWeapon","Attack","weapon","true","true","","","50","250","","6","","","","","","700","3","540","","100","0","","1","true","true","","","","","","","","","","","","EnragerProjectile","","","","","","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"EnragerUlti","Charge","ulti","","true","","","50","","","20","","","","","","","","","","","","","","","","","","","3500","11","","","","","","","","","","","","EnragerUltiSpeed","","","EnragerOverchargedUlti","EnragerUltiSpeed","","","","","","","","","","crow_ulti","","","edgar_overcharged_ultiEnd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsWeapon","Attack","weapon","true","true","","","250","150","","27","","","","","","1400","3","600","","100","","7","2","","true","","","","","","","","","","","","RuffsProjectile","","","","","","","","","","","","","","","","","bull_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"RuffsUlti","Attack","ulti","true","true","","","200","150","","23","","","","","","","","1000","","100","0","","1","","true","","","","","","","","","","","","RuffsUltiProjectile","RuffsOverchargedUltiProjectile","","","","","","","","","","","","","","","","cactus_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerWeapon","Attack","weapon","true","true","","","100","250","","23","","","","","","1500","3","540","","100","0","","1","true","true","","","","","","","","","","","","RollerProjectile","RollerOverchargedProjectile","","","","","","","","","","","","","","","","colt_def_atk","stu_def_oc_atk","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"RollerUlti","Charge","ulti","","true","1","","0","","","7","","","","","","","","","","","","","","","","","100","","3000","12","","","","","true","","","","","","","RollerFire","","","RollerOverchargedFire","","trail","","","","","","","","","","","","","colette_def_ulti","stu_def_ulti_cover","stu_def_oc_ulti_cover","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperWeapon","Attack","weapon","true","true","","","500","150","","30","","","","","","1400","3","1040","","100","","","1","","true","","","","","","","","","","","","ElectroSniperProjectile","","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"ElectroSniperUlti","Attack","ulti","true","true","","","500","150","","32","","","","","","","","500","","100","","","1","","true","","","","","","","","","","","","ElectroSniperUltiProjectile","ElectroSniperOverchargedUltiProjectile","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombWeapon","Attack","weapon","true","true","","","250","150","","23","","","","","99","2100","3","1160","","100","0","","1","","true","","","","","","1","10","","","","","StickyBombProjectile","","","","","","","","","","","StickyBomb","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"StickyBombUlti","Attack","ulti","true","true","","","250","150","","25","","","","","1","","","1000","","100","0","","1","","true","","","","","","","","","","","","StickyBombUltiProjectile","StickyBombOverchargedUltiProjectile","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberWeapon","Attack","weapon","true","true","","","75","350","","23","","","","","10","2000","3","1140","","300","0","","1","","true","","","","","","","","","","","","CrossBomberProjectile","","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"CrossBomberUlti","Attack","ulti","true","true","","","250","150","","25","","","","","10","","","1600","","100","0","","1","","true","","","","","","","","","","","","CrossBomberUltiProjectile","OverchargedCrossBomberUltiProjectile","","","","","","","","","","","","","","","","tnt_attack_ulti","grom_def_oc_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeWeapon","Attack","weapon","true","true","","","50","750","","8","","","","","","1000","3","420","","150","200","2","3","true","true","","","","","","","","","","","","RopeDudeProjectile","RopeDudeProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"RopeDudeUlti","Attack","ulti","true","true","","","250","150","","30","","","","","","","","","","100","","","1","","true","","","","","","","","","","","","RopeDudeUltiProjectile","RopeDudeOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunWeapon","Attack","weapon","true","true","","","50","650","","25","","","","","","1700","3","280","","200","30","10","3","","true","","","","","","","","","","","","AssaultShotgunProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"AssaultShotgunUlti","Attack","ulti","true","true","","","500","150","","27","","","","","","","","720","","100","150","10","5","","true","","","","","","","","","","","","AssaultShotgunUltiProjectile","","","","","","","","","","","","","","","","","whirlwind_attack","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummySkillForBasketBrawl","Attack","utility","true","true","3","","250","150","","15","","200","","true","","","","","","100","","","1","","true","","","","","","","","","","","","DummyProjectileForBasketBrawl","","","","","","","","","","","","","","","","","laser_ball_throw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyUltiSkillForBasketBrawl","Attack","utility","true","true","3","","250","150","","20","","300","","true","","","","","","100","","","1","","true","","","","","","","","","","","","DummyProjectileForBasketBrawl","","","","","","","","","","","","","","","","","laser_ball_throw_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightWeapon","Attack","weapon","true","true","","","250","400","","14","","","","","","1400","3","800","","300","","","1","","","","","","","","","","","","","","KnightProjectile1","","","","","","","","","","","","","","","","","hammer_dude_attack","","ash_def_atk_sfx","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"KnightUlti","Attack","ulti","true","true","","","50","250","","15","","","","","1","","","","","200","","","1","","true","","","","","","5","5","","","","","KnightUltiProjectile","KnightOverchargedUltiProjectile","","KnightPet","","","","","","","","","","","","","","tick_attack_ulti","","tick_def_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeWeapon","Attack","weapon","true","true","","","50","250","","27","","","","","","1300","3","300","","100","","6","1","","true","","","","","","","","","","","","MechaDudeProjectile","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"MechaDudeUlti","ChangeCharacter","ulti","","","","","50","1100","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MechaDudeBig","","","","","","","","","","","","","","tick_def_atk","","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigWeapon","Attack","weapon","true","true","","","50","850","","22","","","","","","1100","3","150","","100","20","","2","true","true","","","","","","","","","","","","MechaDudeBigProjectile","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"MechaDudeBigUlti","Attack","ulti","true","true","","","50","350","","13","","","","","","","","1700","","200","300","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","sc/ui.sc","button_ulti_meg","button_ulti_blue_meg","bibi_def_atk","","mecha_swing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorWeapon","Attack","weapon","true","true","","","50","650","","27","","","","","","1700","3","280","","100","30","3","1","","true","","","","","","","","","","","","DuplicatorProjectile","","","","","","","","","","","","","","","","","pam_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"DuplicatorUlti","Attack","ulti","true","true","","","50","250","","15","","","","","1","","","","","200","","","1","","true","","","","","","1","1","","","","","DuplicatorUltiProjectile","OverchargedDuplicatorUltiProjectile","","DuplicatorPet","OverchargedDuplicatorPet","","","","","","","","","","","","","shaman_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeWeapon","Attack","weapon","true","true","","2","250","500","","8","","","","","","1000","3","1360","","500","","","1","","true","","","","","","","","","","","","KickerDudeProjectile","","","","","","","","","","","","","","","","","fang_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"KickerDudeUlti","Charge","ulti","","true","","2","250","","","30","","","","","","","","1200","","","","","","","","","0","","4000","8","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","fang_def_ulti","fang_def_ulti_cover","fang_def_ulti_overcharged","fang_def_ulti_cover_overcharged","Rhinostep","","","","","","","","","","","","","","","","","","","","","","","","",""
"af7471448dff60d0beceb4d09bcc464cf07eaa2f","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"f833e7088ef3f64bdf1d3db5f2b6713bf93859f0","Attack","weapon","true","true","","","250","150","","23","","","","","","1500","3","300","","100","60","","5","","true","","","","","","","","","","","","ShotgunGirlProjectile","","","","","","","","","","","","","","","","","shelly_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"FleaPetWeapon","Charge","weapon","","true","","","500","500","","8","","","","true","","100","3","300","","","","","","","","","","","2700","14","","","","","true","","","","","","","","","","","","","","","","","","","","","mortis_def_atk","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"FleaPetUltiDummy","Attack","ulti","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaWeapon","Attack","weapon","true","true","","2","500","500","","28","","","","","","1600","3","400","","150","","11","1","","true","","","","","","","","","","","","FleaProjectile1","","","","","","","","","","","","","","","","","colt_def_atk","","","","","","","","","","","","","","","","","","FleaProjectile2","FleaProjectile3","","30","","true","","","","","","","","","","","",""
"FleaUlti","Attack","ulti","true","true","","2","251","250","","15","","","","","1","","","","","200","","","1","","true","","","","","","1","10","","","","","FleaUltiProjectile","FleaOverchargedSpawnProjectile","","FleaBigEgg","FleaOverchargedBigEgg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlWeapon","Attack","weapon","true","true","","","200","150","","12","","","","","","1500","3","1000","","100","160","13","4","","true","","","","","","","","","","","","JetpackGirlProjectile","","","","","","","","","","","","","","","","","janet_def_atk_direct","","janet_def_atk_root","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"JetpackGirlUlti","Attack","ulti","true","true","1","3","50","6000","","7","","","","","","","","800","","760","0","12","1","","","","","","1400","15","","","","","","","JetpackGirlUltiProjectile","JetpackGirlOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlWeapon","Attack","weapon","true","true","","2","50","250","","27","","","","","","1000","1","1120","","200","","","1","","true","","","","","","","","","","","","CannonGirlProjectile","","","","","","","","","","","","","","","","","brock_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"CannonGirlUlti","Charge","ulti","","true","","2","50","150","","22","","","","","","","","1000","","","","","","","","","","","2500","16","","","","","","","","","","CannonGirlSmall","","CannonGirlExplosion","","","","","","","","","","","","","","","","cannongirl_ulti_ground_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlSmallWeapon","Attack","weapon","true","true","","","50","350","","15","","","","","","2000","3","580","","100","40","2","1","","true","","","","","","","","","","","","CannonGirlSmallProjectile","","","","","","","","","","","","","","","","","tnt_attack_ulti","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"CannonGirlSmallUlti","ChangeCharacter","ulti","","","","","600","600","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CannonGirl","","CannonGirlExplosion","","","","","","","","","sc/ui.sc","button_ulti_bonnie","button_ulti_blue_bonnie","","","bonnie_def_ulti_return","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SilencerWeapon","Attack","weapon","true","true","","","250","400","","27","","","","","","1500","3","460","","120","22","1","1","","true","","","","","","","","","","","","SilencerProjectile","","","","","","","","","","","","","","","","","rico_def_atk","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"SilencerUlti","Attack","ulti","true","true","","","50","100","","27","","","","","1","1000","","340","","100","","","1","","true","","","","","","1","10","","","","","SilencerUltiProjectile","SilencerOverchargedUltiProjectile","","","","","","","","","","SilencerHugger","","3","","","","gene_def_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerWeapon","Attack","weapon","true","true","","","100","600","","9","","","","","","1600","3","800","","300","100","2","1","true","true","","","","","","","","","","","","WeaponThrowerProjectile","","","","","","","","","","","","","","","","","rosa_def_atk","","","","","","","","","","","","1","WeaponThrowerWeapon2","","","","","","","","","","true","","","","","","","","","","","",""
"WeaponThrowerWeapon2","Attack","weapon","true","true","","","100","300","","9","","","","","","900","3","400","","150","50","2","1","true","true","","","","","","","","","","","","WeaponThrowerProjectile2","","","","","","","","","","","","","","","","","luchador_attack","","","","","","","","","","","","1","WeaponThrowerWeapon","","","","","","","","","","true","","","","","","","","","","","",""
"WeaponThrowerUlti","Attack","ulti","true","true","","","50","300","","26","","","","","","","","1400","","250","","","1","","true","","","","","","1","1","","","","","WeaponThrowerUltiProjectile","WeaponThrowerOverchargedUltiProjectile","","","","","","","","","","WeaponThrowerWeapon","WeaponThrowerOverchargedWeapon","","","","","whirlwind_attack","","Dummy_effect","","","","","","","","","","5","WeaponThrowerUlti2","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerUlti2","RecallWeapon","ulti","true","","","","50","100","","26","","","","","","","","700","","150","","","1","","true","","","","","","","","","","","","WeaponThrowerUltiProjectile2","WeaponThrowerOverchargedUltiProjectile2","","","","","","","","","","","","","sc/ui.sc","button_ulti_sam","button_ulti_blue_sam","","","","","","","","","","","","","1","WeaponThrowerUlti","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorWeapon","Attack","weapon","true","true","","","500","150","","28","","","","","","1500","3","1080","","100","","","1","","true","","","","","","1","10","","","","","SoulCollectorProjectile","","","","","","","","","","","SoulCollectorSoul","","3","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"SoulCollectorUlti","Attack","ulti","true","true","","","500","150","","28","","","","","","","","","","100","","","1","","true","","","","","","","","","","","","SoulCollectorUltiProjectile","GusOverchargedUltiProjectile","","","","","","","","","","","","","","","","whirlwind_attack","","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankWeapon","Attack","weapon","true","true","","","350","250","","16","","","","","","1800","3","1380","","200","90","","3","","true","","","","","","","","","","","","ShieldTankProjectile","","","","","","","","","","","","","","","","","sniper_attack","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","",""
"ShieldTankUlti","ProjectileShield","ulti","true","true","","2","250","3000","","9","","","","","","","","800","","100","120","","","","","620","","","","","","","","","","","ShieldTankUltiProjectile","ShieldTankOverchargedUltiProjectile","","","","","","","","","","","","","","","","","","","","","","buster_shield","","buster_shield_overcharged","","","","","","","","","true","","","","","","","","","","","","","","","","","",""
"JesterWeapon","Attack","weapon","true","true","","","250","150","","25","","","","","","1900","3","640","","100","30","14","4","","true","","","","","","","","","","","","JesterProjectile","","","","","","","","","","","","","","","","","tara_def_atk","","","","","","","","","","","","","","","","","","JesterProjectileSP","","","","","true","","","","","","","","","","","",""
"JesterUltiExploding","Attack","ulti","true","true","","","250","150","","19","","","","","","","","1880","","150","0","","1","","true","","","","","","","","","","","","JesterUltiProjectileExploding","","","","","","","","","","","","","","sc/ui.sc","button_ulti_chester_indirect_explosion","button_ulti_blue_chester_indirect_explosion","chester_def_atk","","","","","","","","","","","","1","JesterUltiStunning","JesterUltiPoisoning","JesterUltiDamageArea","JesterUltiHeal","","","","","","","","","","","","","","","","TID_JESTER_ULTI_EXPLOSION","","1",""
"JesterUltiStunning","Attack","ulti","true","true","","","250","150","","26","","","","","","","","200","","150","","","1","","true","","","","","","","","","","","","JesterUltiProjectileStunning","","","","","","","","","","","","","","sc/ui.sc","button_ulti_chester_direct_stunt","button_ulti_blue_chester_direct_stunt","chester_def_ulti_stun","","","","","","","","","","","","1","JesterUltiExploding","JesterUltiPoisoning","JesterUltiDamageArea","JesterUltiHeal","","","","","","","","","","","","","","","","TID_JESTER_ULTI_STUN","","2",""
