"TID","CN"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","宝石数量不够"
"TID_SHOP_GEM_PACK_1_TITLE","一捧宝石"
"TID_SHOP_GEM_PACK_2_TITLE","一袋宝石"
"TID_SHOP_GEM_PACK_3_TITLE","一包宝石"
"TID_SHOP_GEM_PACK_4_TITLE","一桶宝石"
"TID_SHOP_GEM_PACK_5_TITLE","一箱宝石"
"TID_SHOP_GEM_PACK_6_TITLE","一库宝石"
"TID_SHOP_HERO_OF_RARITY_BOX","英雄宝箱"
"TID_TERMS_OF_SERVICE_BUTTON","服务条款"
"TID_IMMUNE","免疫"
"TID_SETTINGS_CONTROL_MODE_VALUE_4","默认设置"
"TID_SETTINGS_CONTROL_MODE_INFO_4","拖拽至某一地点，让您的英雄移动至那里。点击以射击。"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","登录新的Game Center账号"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","您要将当前游戏连接至该Game Center账号吗？"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Google账号警告"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","您要加载<name>的<number>级游戏进度吗？警告：当前游戏进度将丢失。"
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","加载游戏进度？"
"TID_BUTTON_VILLAGE_LOAD","加载"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Game Center警告"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","您要加载<name>的<number>级游戏进度吗？警告：当前游戏进度将丢失。"
"TID_BUTTON_AVATAR_LOAD","加载"
"TID_SETTINGS_SCREEN_TITLE","设置"
"TID_SETTINGS_OFF","关闭"
"TID_SETTINGS_ON","开启"
"TID_ACCOUNT","设备"
"TID_LINK_DEVICE_BUTTON","关联一台设备"
"TID_CHANGE_NAME_BUTTON","更改名称"
"TID_CREDITS_BUTTON","制作人员"
"TID_PRIVACY_POLICY_BUTTON","隐私保护政策"
"TID_PARENTS_GUIDE_BUTTON","家长指南"
"TID_MULTIDEVICE_INFO","使用Game Center账号登录游戏可以保护您的游戏进度，并且方便您在多台iOS设备上进行游戏。"
"TID_SETTINGS_GOOGLE","Google Play登录"
"TID_FAQ_BUTTON","帮助与支持"
"TID_IAP_TRANSACTION_PENDING","交易待处理，请稍候。"
"TID_RATE_APP_TITLE","为《荒野乱斗》评分"
"TID_RATE_APP_MESSAGE","请在App Store对《荒野乱斗》(Brawl Stars)进行评分，并留下您的宝贵意见！"
"TID_BUTTON_RATE_APP_LATER","稍后再说"
"TID_BUTTON_RATE_APP_REVIEW","立刻评论"
"TID_BUTTON_RATE_APP_NEVER","不再提示"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","无法解锁帐户"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","暂时无法解锁帐户，请稍后重试！"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","重试"
"TID_ACCOUNT_LOCKED_INVALID_CODE","解锁代码无效！"
"TID_ACCOUNT_LOCKED_TITLE","账号已锁定"
"TID_ACCONT_LOCKED_TEXT","出于安全原因，您的账号已被锁定。请输入解锁代码恢复您的账号。"
"TID_ACCOUNT_LOCKED_TEXT2","请在此输入解锁代码："
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","轻击以确定"
"TID_NOT_ENOUGH_GEMS_TITLE","宝石数量不够"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","进入商店"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","单个炸弹伤害"
"TID_EVENT_LOCKED","未解锁"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","持续时间"
"TID_SPECIAL_EVENT_STATUS_FUTURE","离开始还有"
"TID_EVENT_COMING_UP_INFO","该活动将于<TIME>后开始"
"TID_STAT_HEAL","治疗"
"TID_EVENTS_NEW_EVENT","新活动！"
"TID_SETTINGS_BRAWLHINTS","对战提示"
"TID_NOT_ENOUGH_TICKETS","没有足够的门票"
"TID_COOP","合作对战"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","登录新的Facebook账号"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","您要将当前游戏连接至该Facebook账号吗？"
"TID_BUTTON_OKAY","确定"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","获得<HERO>以解锁该头像"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","邀请好友\n一起征战"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","唯一生还者"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3 vs 机器人"
"TID_HIGHSTAKES_REWARDS","<COUNT>倍奖励"
"TID_POPUP_ANDROID_EXIT_TITLE","退出《荒野乱斗》？"
"TID_POPUP_ANDROID_EXIT","您确定要退出《荒野乱斗》吗？"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","购买失败"
"TID_ERROR_POP_UP_PURCHASE_FAILED","计费服务器未响应，请稍后再试。"
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","确定"
"TID_IAP_NOT_AVAILABLE","请在您设备的访问限制设置中开启App内购买项目。"
"TID_STAT_DAMAGE_PER_ARROW","每箭伤害"
"TID_STAT_DAMAGE_PER_MINE","单个陷阱伤害"
"TID_STAT_DAMAGE_PER_SPIKE","单发尖刺伤害"
"TID_STAT_DAMAGE_PER_DAGGER","单个匕首伤害"
"TID_FRIENDS_FACEBOOK_CONNECTED","已连接Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","连接Facebook，在此处查看您的Facebook好友！"
"TID_FRIENDS_NO_FRIENDS","没有好友"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","连接中断"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","另一个设备正在连接至这个游戏账号。"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","重新加载"
"TID_BAD_CONNECTION","网络连接不畅"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Facebook警告"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","该Facebook账号已连接了另外一个游戏账号，要替换为当前的游戏账号来查看好友吗？"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","已领取免费活动奖励"
"TID_GEM_BUY_CONFIRMATION","已获得<AMOUNT>宝石！"
"TID_BLOCKED_TEAM_READY","准备就绪时无法显示"
"TID_SHUTDOWN_STARTED","系统即将开始维护，游戏将在5分钟后关闭。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","抱歉，服务器正在维护。请在几小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","抱歉，服务器正在维护。请在几小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","抱歉，服务器正在维护。请在约1.5小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","抱歉，服务器正在维护。请在约1小时后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","抱歉，服务器正在维护。请在约<value>分钟后重试。"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","抱歉，服务器正在维护。请在几分钟后重试。"
"TID_SHUTDOWN_BATTLE_DISABLED","系统即将开始维护，游戏将在几分钟后关闭。很抱歉，在此期间无法进行对战。"
"TID_TEAM_SEARCH_NO_TEAM_CODE","输入房间代码。"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","您没有接受或拒绝申请的权限。"
"TID_CLAN_RESPONSE_71","长老踢出成员有冷却时间"
"TID_STAT_MAX_DAMAGE","最远距离伤害"
"TID_STAT_DAMAGE_PER_BOMB","单个手榴弹伤害"
"TID_PLAYER_DEFEATED_BR","英雄已被击败"
"TID_BALL_1","后院球场"
"TID_LASER_BALL_INTRO_TEXT","进两个球即可获得胜利！"
"TID_AFK_WARNING","挂机行为警告！请移动！"
"TID_AFK_DISCONNECTED_MSG","因为网络连接不畅或挂机行为，您已与对战断开连接"
"TID_AFK_BANNED_MSG","因为网络连接不畅或挂机行为，您已被禁止重连回当前对战。对战结束后您方可重新回到游戏。"
"TID_AFK_DISCONNECTED_TITLE","因挂机而断开连接"
"TID_AFK_BANNED_TITLE","禁止回到对战"
"TID_AFK_RELOAD","重新加载"
"TID_BOSS_INTRO_TEXT_DEFEND","您是首领！尽可能活得更久！"
"TID_STAT_HEALING_PER_SEC","每秒治疗"
"TID_STAT_DAMAGE_PER_CARD","单张卡牌伤害"
"TID_OVERTIME","加时赛！"
"TID_STARTER_PACK_XP_REQ","您已达到<XPLEVEL>级，商店准备了特惠礼包！"
"TID_VALUE","超值"
"TID_SHOP_ONE_TIME_PURCHASE","该礼包只能购买一次！"
"TID_BALL_2","三重威胁"
"TID_BALL_3","精准射门"
"TID_BLACKHOLE_DEFAULT_SKIN","默认"
"TID_COOP_INTRO_TEXT","尽可能久地保护保险箱！"
"TID_SELECT_EVENT_POPUP_TITLE","选择活动"
"TID_SPEC_ABI_BERSERKER","狂战士"
"TID_SPEC_SELF_DESTRUCT","复仇"
"TID_SPEC_ABI_AMBUSH","埋伏"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","黑暗传送门"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","武器和超级技能对生命值不高于<VALUE1>%的英雄可造成<c00cc00><VALUE2></c>额外伤害"
"TID_SPEC_SELF_DESTRUCT_DESC","爆破麦克阵亡时会扔出六颗炸弹，每颗炸弹可造成<c00cc00><VALUE1></c>伤害（可摧毁周围物体）"
"TID_SPEC_SPOT_FROM_AIR_DESC","黑鸦使用超级技能时，可以在空中侦测到所有隐藏的敌人。同时队友也能看到敌人的位置！"
"TID_SPEC_ABI_TODO_DESC","未选择特殊技能"
"TID_WAVE_APPROACHING","第<number>波"
"TID_TEAMS_LEFT","剩余队伍：<num>"
"TID_TEAM_MATE_RESPAWNING","队友将于<num>后重生"
"TID_BOSS_APPROACHING","第<number>波：<ccc0000>首领接近中！</c>"
"TID_COOP_2",
"TID_BOSS_2",
"TID_BEAR_DAMAGE",
"TID_BEAR_HEALTH",
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",
"TID_SPEC_ABI_PUSHBACK_SELF",
"TID_VIEW_PROFILE_BUTTON",
"TID_REPORT_PLAYER_BUTTON",
"TID_CHAT_REPORT_CONFIRMATION_TITLE",
"TID_CHAT_REPORT_CONFIRMATION",
"TID_PLAYER_ALREADY_REPORTED",
"TID_STARTER_PACK_4",
"TID_NEED_HERO",
"TID_EVENT_ENDING",
"TID_TEAM_DISPLAY_TITLE_CLAN",
"TID_TEAM_DISPLAY_TITLE_FRIENDS",
"TID_TICKETS_REVEIVED",
"TID_TUTORIAL_12",
"TID_NO_TARGET_HINT",
"TID_CAN_NOT_AUTOSHOOT",
"TID_VS",
"TID_VS_SHOWDOWN",
"TID_HAS_LASER_BALL_HINT",
"TID_CLAN_RESPONSE_44",
"TID_SHOTGUN_GIRL_SHORT_DESC",
"TID_GUNSLINGER_SHORT_DESC",
"TID_BULL_DUDE_SHORT_DESC",
"TID_ROCKET_GIRL_SHORT_DESC",
"TID_TNT_DUDE_SHORT_DESC",
"TID_LUCHADOR_SHORT_DESC",
"TID_TRICKSHOT_DUDE_SHORT_DESC",
"TID_CACTUS_SHORT_DESC",
"TID_BARKEEP_SHORT_DESC",
"TID_MECHANIC_SHORT_DESC",
"TID_SHAMAN_SHORT_DESC",
"TID_UNDERTAKER_SHORT_DESC",
"TID_CROW_SHORT_DESC",
"TID_DEAD_MARIACHI_SHORT_DESC",
"TID_BOW_DUDE_SHORT_DESC",
"TID_SNIPER_SHORT_DESC",
"TID_MINIGUN_DUDE_SHORT_DESC",
"TID_BLACK_HOLE_SHORT_DESC",
"TID_BARREL_BOT_SHORT_DESC",
"TID_CLAN_INTRO_SUGGESTED_CLANS",
"TID_CLAN_INTRO_CREATE_TITLE",
"TID_CLAN_INTRO_HEADER",
"TID_CLAN_INFO_TITLE",
"TID_CLAN_INFO_NO_DESCRIPTION",
"TID_EVENT_POPUP_TITLE",
"TID_GOLDRUSH_8",
"TID_USE_AUTOFIRE_TUTORIAL",
"TID_BRAWL_BOX_INFO_2",
"TID_POWER_DROP_VALUE",
"TID_COLLECT",
"TID_PAGE_FRIENDS_TITLE",
"TID_PAGE_FRIENDS_TITLE2",
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN",
"TID_PAGE_FRIENDS_NO_FRIENDS",
"TID_FRIENDS_TITLE",
"TID_FRIENDS_TAB_1",
"TID_FRIENDS_TAB_2",
"TID_FRIENDS_TAB_3",
"TID_TOTAL",
"TID_BRAWL_BOX_INFO_TITLE_2",
"TID_BRAWL_BOX_INFO_TITLE_3",
"TID_BRAWL_BOX_INFO_3",
"TID_HERO_BUNDLE_0",
"TID_HERO_BUNDLE_1",
"TID_HERO_BUNDLE_2",
"TID_HERO_BUNDLE_3",
"TID_HERO_BUNDLE_4",
"TID_HERO_BUNDLE_5",
"TID_HERO_BUNDLE_6",
"TID_HERO_BUNDLE_7",
"TID_HERO_BUNDLE_8",
"TID_HERO_BUNDLE_9",
"TID_HERO_BUNDLE_10",
"TID_HERO_BUNDLE_11",
"TID_HERO_BUNDLE_12",
"TID_HERO_BUNDLE_13",
"TID_HERO_BUNDLE_14",
"TID_HERO_BUNDLE_15",
"TID_HERO_BUNDLE_16",
"TID_HERO_BUNDLE_17",
"TID_HERO_BUNDLE_18",
"TID_OFFER_ALSO_INCLUDES",
"TID_OFFER_VALUE_TITLE",
"TID_OFFER_VALUE",
"TID_SHOP_OFFER_COUNTDOWN",
"TID_USE_ULTI_TUTORIAL",
"TID_HERO_STATS_TITLE",
"TID_GATCHA_SCREEN_ITEMS_REMAINING",
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING",
"TID_GATCHA_SCREEN_YOU_GOT",
"TID_GATCHA_SCREEN_BONUSES",
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED",
"TID_HERO_LIST_ITEM_UPGRADE",
"TID_SHOP_CLAMIMED",
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED",
"TID_ONLINE",
"TID_LEADERBOARD",
"TID_NOT_ENOUGH_TICKETS_INFO",
"TID_HERO_LIST_NEW",
"TID_CLUSTER_BOMB_DUDE",
"TID_HAMMER_DUDE",
"TID_HOLD_PHONE_LIKE_THIS",
"TID_HINT_FINGER_TAP_TAP",
"TID_HINT_FINGER_DRAG",
"TID_MOVE_HERE",
"TID_HINT_HEADER",
"TID_HINT_0",
"TID_HINT_1",
"TID_HINT_2",
"TID_HINT_3",
"TID_HINT_4",
"TID_HINT_5",
"TID_HINT_6",
"TID_HINT_7",
"TID_HINT_8",
"TID_HINT_9",
"TID_HINT_10",
"TID_HINT_11",
"TID_HINT_12",
"TID_HINT_13",
"TID_HINT_14",
"TID_HINT_15",
"TID_HINT_16",
"TID_HINT_17",
"TID_HINT_18",
"TID_HINT_19",
"TID_HINT_20",
"TID_HINT_21",
"TID_HINT_22",
"TID_VS_TUTORIAL",
"TID_USE_MANUAL_FIRE_TUTORIAL",
"TID_TUTORIAL_GOOD_JOB_2",
"TID_TUTORIAL_GOOD_JOB_3",
"TID_TUTORIAL_GOOD_JOB_4",
"TID_SPECTATE_PLAYER_BUTTON",
"TID_SPECTATE_FAILED",
"TID_ACCOUNT_DISABLED_TEXT",
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT",
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT",
"TID_ACCOUNT_DELETION_WARNING_TITLE",
"TID_ACCOUNT_DELETION_WARNING_TEXT",
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST",
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN",
"TID_CONFIRM_CHANGE_CLAN_TITLE",
"TID_CONFIRM_CHANGE_CLAN",
"TID_CONFIRM_CLAN_FULL_TITLE",
"TID_CONFIRM_CLAN_FULL",
"TID_BUTTON_CHANGE",
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL",
"TID_CLAN_INTRO_INVITE",
"TID_INVITE_CLAN_TOKEN_ERROR",
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS",
"TID_FRIENDS_FACEBOOK_CONNECT",
"TID_FRIENDS_PAGE_INVITE",
"TID_SHARE_GAME_ROOM_POST_MESSAGE",
"TID_SHARE_GAME_ROOM_POST_TITLE",
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD",
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM",
"TID_TEAM_INVITE_BUTTON_LABEL",
"TID_TEAM_INVITE_EXPIRED",
"TID_TEAM_INVITATION_POPUP_TITLE",
"TID_TEAM_INVITATION_POPUP_ACCEPT",
"TID_TEAM_INVITATION_POPUP_REJECT",
"TID_TEAM_INVITATION_POPUP_MUTE",
"TID_BATTLE_ROYALE_5",
"TID_DAILY_COINS_COLLECTED_END_SCREEN",
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD",
"TID_SHOP_CHINA_WARNING",
"TID_GATCHA_AD_STATUS_VIEW",
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS",
"TID_GATCHA_AD_STATUS_NO_VIDEO",
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE",
"TID_AD_DOUBLER_TITLE",
"TID_AD_DOUBLER_CONTINUE",
"TID_GATCHA_CONTINUE",
"TID_HINT_23",
"TID_HINT_24",
"TID_HINT_25",
"TID_SPEC_ABI_SELF_DESTRUCT",
"TID_SPEC_ABI_SELF_DESTRUCT_DESC",
"TID_EVENT_LIST_BRAWL",
"TID_INVITE_COPIED_TO_CLIPBOARD",
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM",
"TID_FRIEND_INVITE_POST_MESSAGE",
"TID_FRIEND_INVITE_POST_TITLE",
"TID_ALLIANCE_JOIN_POST_MESSAGE",
"TID_ALLIANCE_JOIN_POST_TITLE",
"TID_KEY_BAR_FULL",
"TID_HOMESCREEN_MODE_LOCKED",
"TID_GAMEROOMS_PLAYERS_ONLINE",
"TID_ARTILLERY_DUDE_SHORT_DESC",
"TID_HAMMER_DUDE_SHORT_DESC",
"TID_HAMMER_DUDE_DESC",
"TID_HAMMER_DUDE_WEAPON",
"TID_HAMMER_DUDE_WEAPON_DESC",
"TID_HAMMER_DUDE_ULTI",
"TID_HAMMER_DUDE_ULTI_DESC",
"TID_SPEC_ABI_STEAL_SOULS2",
"TID_SPEC_ABI_STEAL_SOULS2_DESC",
"TID_ONLINE_FRIENDS_TITLE",
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT",
"TID_VS_TEAM_SHOWDOWN",
"TID_FIRST_WIN",
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY",
"TID_HOMESCREEN_MODE_LOCKED_INFO",
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE",
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT",
"TID_LEAGUE_NAME_0",
"TID_LEAGUE_NAME_1",
"TID_LEAGUE_NAME_2",
"TID_LEAGUE_NAME_3",
"TID_LEAGUE_NAME_4",
"TID_LEAGUE_NAME_5",
"TID_LEAGUE_NAME_6",
"TID_LEAGUE_NAME_7",
"TID_SPECIAL_EVENTS",
"TID_SPECIAL_EVENT",
"TID_SPECIAL_EVENT_DESC",
"TID_PLAYING_AGAIN",
"TID_PLAYING_AGAIN_NO_PLAYERS",
"TID_BRAWL_BOX_INFO_TITLE_1",
"TID_BRAWL_BOX_INFO_1",
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS",
"TID_HERO_BUNDLE_19",
"TID_HERO_BUNDLE_20",
"TID_KEY_BAR_INFO",
"TID_NEW_ONLINE_FRIEND",
"TID_NEW_GAME_ROOM",
"TID_KEY_BAR_TITLE",
"TID_PLAYAGAIN_QUIT",
"TID_BATTLE_END_WAITING",
"TID_ERROR_SPECTATE_WAITING",
"TID_ERROR_SPECTATE_NOT_POSSIBLE",
"TID_FIRST_WIN_INFO_SURVIVAL",
"TID_TEAM_POPOVER_YOUR_ROOM",
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM",
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM",
"TID_TEAM_AD_JOIN_FAIL_FULL",
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS",
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED",
"TID_GAME_MODE_UNLOCKED",
"TID_ERROR_SPECTATE_DISABLED",
"TID_SPECTATE_FOLLOW",
"TID_SPECTATE_FOLLOWING",
"TID_FIRST_WIN_INFO_TICKETED_EVENT",
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL",
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED",
"TID_CONNECTING_WAIT_FOR_SPECTATE",
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS",
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW",
"TID_CANNON_DAMAGE",
"TID_CANNON_HEALTH",
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER",
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU",
"TID_ADD_FRIEND_ERROR_GENERIC",
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST",
"TID_ADD_FRIEND_ERROR_OWN_AVATAR",
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER",
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU",
"TID_HINT_26",
"TID_HINT_27",
"TID_HINT_28",
"TID_HINT_29",
"TID_HINT_30",
"TID_HINT_31",
"TID_EXPERIENCE",
"TID_HINT_32",
"TID_HINT_33",
"TID_HINT_34",
"TID_HINT_35",
"TID_HINT_36",
"TID_HINT_37",
"TID_COOP_GENERATED",
"TID_MECHANIC_KNIGHT_SKIN",
"TID_FRANK_CAVEMAN_SKIN",
"TID_SOLO",
"TID_DUO",
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL",
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY",
"TID_INVITE_FRIEND_TOKEN_ERROR",
"TID_GOLDRUSH_9",
"TID_TEAM_JOIN_FINISH_TUTORIAL",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON",
"TID_CROW_PHEONIX_SKIN",
"TID_MECHANIC_SUMMER_SKIN",
"TID_HERO_SCREEN_DIM_COLOR_MUL",
"TID_FREE_BOX_AVAILABLE_0",
"TID_FREE_BOX_AVAILABLE_1",
"TID_FREE_BOX_AVAILABLE_2",
"TID_FREE_BOX_AVAILABLE_3",
"TID_FREE_BOX_AVAILABLE_4",
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP",
"TID_ROCKET_BEACH_SKIN_SHOP",
"TID_CACTUS_PINK_SKIN_SHOP",
"TID_SHAMAN_PANDA_SKIN_SHOP",
"TID_CROW_WHITE_SKIN_SHOP",
"TID_BULL_HAIR_SKIN_SHOP",
"TID_TRICKSHOT_GOLD_SKIN_SHOP",
"TID_BARKEEP_GOLD_SKIN_SHOP",
"TID_LUCHADOR_RUDO_SKIN_SHOP",
"TID_SHOTGUN_BANDITA_SKIN_SHOP",
"TID_LUCHADOR_KING_SKIN_SHOP",
"TID_MECHANIC_KNIGHT_SKIN_SHOP",
"TID_FRANK_CAVEMAN_SKIN_SHOP",
"TID_MECHANIC_SUMMER_SKIN_SHOP",
"TID_CROW_PHEONIX_SKIN_SHOP",
"TID_GOLDRUSH_10",
"TID_BANKHEIST_5",
"TID_BATTLE_ROYALE_7",
"TID_BATTLE_ROYALE_8",
"TID_BATTLE_ROYALE_6",
"TID_CLAN_CHAT_JUMP_TO_NEW",
"TID_CLAN_CHAT_NEW",
"TID_BANKHEIST_6",
"TID_GOLDRUSH_11",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_ANDROID",
"TID_RATE_APP_MESSAGE_ANDROID",
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT_TITLE",
"TID_BIND_TO_NEW_GOOGLE_SERVICE_ACCOUNT",
"TID_SHOWDOWN_END",
"TID_SETTINGS_FIXES_JOYSTICK",
"TID_SETTINGS_SC_ID",
"TID_LANGUAGE_LOCALIZED_NAME",
"TID_POPUP_CHANGE_LANGUAGE_TITLE",
"TID_POPUP_CHANGE_LANGUAGE",
"TID_SKIN_RARITY_1",
"TID_SKIN_RARITY_2",
"TID_SKIN_RARITY_3",
"TID_SKIN_RARITY_4",
"TID_PLAYER_XP_LEVEL",
"TID_PLAYER_RANK_TIER_0",
"TID_PLAYER_RANK_TIER_1",
"TID_PLAYER_RANK_TIER_2",
"TID_PLAYER_RANK_TIER_3",
"TID_PLAYER_RANK_TIER_4",
"TID_PLAYER_RANK_TIER_5",
"TID_ADD_FRIEND_FAILED",
"TID_ADD_FRIEND_FAILED_TOKEN_EXPIRED",
"TID_ADD_FRIEND_FAILED_THEIR_LIST_FULL",
"TID_ADD_FRIEND_FAILED_YOUR_LIST_FULL",
"TID_ADD_FRIEND_FAILED_BANNED",
"TID_KEYPOOL_KEYS_REMAINING",
"TID_KEYPOOL_NEXT_PATCH",
"TID_TOP_HUD_NEXT_REWARD",
"TID_RANK_UP_REWARD_REPLACED_TITLE",
"TID_RANK_UP_REWARD_REPLACED_POWER",
"TID_RANK_UP_REWARD_REPLACED_HERO",
"TID_PLAYER_INFO_SEND_FRIEND_REQUEST",
"TID_PLAYER_INFO_REMOVE_FRIEND",
"TID_PLAYER_INFO_FRIEND_REQUEST_SENT",
"TID_PLAYER_INFO_IS_YOUR_FRIEND",
"TID_POWER_POINTS",
"TID_HERO_INFO_LEVEL",
"TID_HERO_INFO_RANK",
"TID_HERO_INFO_LEVEL_UP_BUTTON_LABEL",
"TID_HERO_INFO_LEVEL_UP_BUTTON_CONFIRM_LABEL",
"TID_HERO_INFO_MAX_LEVEL",
"TID_HERO_INFO_MORE_POWER_NEEDED",
"TID_HERO_INFO_LEVEL_UP_ERROR_4",
"TID_HERO_INFO_LEVEL_UP_ERROR_3",
"TID_HERO_INFO_LEVEL_UP_PRICE_MISSING",
"TID_HERO_INFO_LEVEL_UP_PRICE",
"TID_HERO_INFO_STARTING_HERO",
"TID_PLAYER_REPORTED_SUCCESSFULLY",
"TID_TOO_MANY_REPORTS_SENT",
"TID_TOO_MANY_ALLIANCE_CHAT_REPORTS_SENT",
"TID_CHOOSE_CHARACTER",
"TID_ARMOR",
"TID_ARMOR_DESC",
"TID_SHOTGUN_GIRL",
"TID_SHOTGUN_GIRL_DESC",
"TID_LONG_RANGE_SHOTGUN",
"TID_LONG_RANGE_SHOTGUN_DESC",
"TID_MEGA_BLASH_ULTI",
"TID_MEGA_BLASH_ULTI_DESC",
"TID_GUNSLINGER",
"TID_GUNSLINGER_DESC",
"TID_RAPID_FIRE",
"TID_RAPID_FIRE_DESC",
"TID_RAPID_FIRE_ULTI",
