"TID","FR"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Faites glisser votre doigt pour viser avec la super"
"TID_HINT_SHOOT","Faites glisser votre doigt pour viser, relâchez pour tirer"
"TID_HERO_SCORE_SUM_LEADERBOARD","Meilleurs joueurs"
"TID_ALLIANCE_LEADERBOARD","Meilleures bandes"
"TID_HINT_MAKE_GOAL","Faites glisser votre doigt pour viser, relâchez pour lancer le ballon"
"TID_BATTLE_ROYALE_INTRO_TEXT","Il n'y aura qu'un survivant !"
"TID_PLAYERS_LEFT","Brawlers restants : <num>"
"TID_CLAN_CREATE_COOLDOWN","Échec de la création d'une bande. Veuillez réessayer dans <TIME>"
"TID_PLAYER_DATA_MISSING","Informations joueur manquantes"
"TID_ALLIANCE_DATA_MISSING","Informations bande manquantes"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Il vous faut des munitions pour recharger."
"TID_EVENT_EXPIRED","Évènement terminé"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Touchez pour bouger"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Touchez l'écran là où vous voulez que votre brawler s'y rende. Faites glisser votre doigt sur l'écran pour viser et lâchez pour tirer."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick (droitier)"
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick (gaucher)"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Prochain évènement dans"
"TID_EVENTS_TIME_LEFT","Temps restant"
"TID_EVENTS_NEW","NOUVEAU"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Vous avez récupéré toute l'expérience"
"TID_GAME_STARTING","Un jeu va commencer à <LOCATION>. Participez !"
"TID_WEEKEND_EVENT","Évènement expérience doublée"
"TID_SHOP_PURCHASED","Acheté"
"TID_SHOP_ACTIVE","Actif"
"TID_SHOP_DOUBLE_COINS_INFO","Double le prochain"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Pas assez de gemmes"
"TID_SHOP_GEM_PACK_1_TITLE","Poignée de gemmes"
"TID_SHOP_GEM_PACK_2_TITLE","Bourse de gemmes"
"TID_SHOP_GEM_PACK_3_TITLE","Besace de gemmes"
"TID_SHOP_GEM_PACK_4_TITLE","Seau de gemmes"
"TID_SHOP_GEM_PACK_5_TITLE","Caisse de gemmes"
"TID_SHOP_GEM_PACK_6_TITLE","Butin de gemmes"
"TID_SHOP_HERO_OF_RARITY_BOX","Brawler box"
"TID_TERMS_OF_SERVICE_BUTTON","Conditions d'utilisation"
"TID_IMMUNE","Immunisé"
"TID_SETTINGS_CONTROL_MODE_VALUE_4","Paramètres par défaut"
"TID_SETTINGS_CONTROL_MODE_INFO_4","Faîtes glisser jusqu'à un emplacement pour déplacer votre brawler. Touchez pour tirer."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nouvelle connexion Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Voulez-vous associer votre partie à ce compte Game Center ?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement sur le compte Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> dont l'expérience est au niveau <number> ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Charger le jeu ?"
"TID_BUTTON_VILLAGE_LOAD","Charger"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> dont l'expérience est au niveau <number> ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BUTTON_AVATAR_LOAD","Charger"
"TID_SETTINGS_SCREEN_TITLE","Paramètres"
"TID_SETTINGS_OFF","Non"
"TID_SETTINGS_ON","Oui"
"TID_ACCOUNT","Appareils"
"TID_LINK_DEVICE_BUTTON","Connecter un appareil"
"TID_CHANGE_NAME_BUTTON","Changer de nom"
"TID_CREDITS_BUTTON","Générique"
"TID_PRIVACY_POLICY_BUTTON","Confidentialité"
"TID_PARENTS_GUIDE_BUTTON","Guide parental"
"TID_MULTIDEVICE_INFO","Connectez-vous à votre compte Game Center pour sauvegarder votre progression et jouer sur différents appareils iOS."
"TID_SETTINGS_GOOGLE","Connexion Google Play"
"TID_FAQ_BUTTON","Aide et assistance"
"TID_IAP_TRANSACTION_PENDING","Veuillez patienter. Transaction en cours."
"TID_RATE_APP_TITLE","Noter Brawl Stars"
"TID_RATE_APP_MESSAGE","Notez Brawl Stars dans l'App Store et donnez-nous votre avis !"
"TID_BUTTON_RATE_APP_LATER","Plus tard"
"TID_BUTTON_RATE_APP_REVIEW","Commenter"
"TID_BUTTON_RATE_APP_NEVER","Jamais"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Déblocage de compte non disponible"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Le déblocage de compte n'est pas disponible actuellement. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Réessayer"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Code de déverrouillage incorrect."
"TID_ACCOUNT_LOCKED_TITLE","Compte verrouillé"
"TID_ACCONT_LOCKED_TEXT","Votre compte a été verrouillé pour des raisons de sécurité. Saisissez le code de déverrouillage pour le récupérer."
"TID_ACCOUNT_LOCKED_TEXT2","Saisissez le code de déverrouillage ici :"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Touchez pour confirmer"
"TID_NOT_ENOUGH_GEMS_TITLE","Pas assez de gemmes"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Aller au magasin"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","Dégâts par dynamite"
"TID_EVENT_LOCKED","Bloqué"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","activé pendant"
"TID_SPECIAL_EVENT_STATUS_FUTURE","commence dans"
"TID_EVENT_COMING_UP_INFO","Cet évènement commence dans <TIME>"
"TID_STAT_HEAL","Soins"
"TID_EVENTS_NEW_EVENT","Nouvel événement !"
"TID_SETTINGS_BRAWLHINTS","Indices de combat"
"TID_NOT_ENOUGH_TICKETS","Pas assez de tickets"
"TID_COOP","Brawl coopératif"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","Nouvelle connexion Facebook"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","Voulez-vous associer votre partie à ce compte Facebook ?"
"TID_BUTTON_OKAY","OK"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","Débloque <HERO> pour cet avatar"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","Invitez vos amis\npour jouer ensembles"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 c. 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","Un seul survivant"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3 c robots"
"TID_HIGHSTAKES_REWARDS","Récompenses x<COUNT>"
"TID_POPUP_ANDROID_EXIT_TITLE","Quitter Brawl Stars ?"
"TID_POPUP_ANDROID_EXIT","Voulez-vous vraiment quitter Brawl Stars ?"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","Échec de l'achat"
"TID_ERROR_POP_UP_PURCHASE_FAILED","Le serveur de facturation ne répond pas. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","OK"
"TID_IAP_NOT_AVAILABLE","Veuillez activer les achats intégrés dans les paramètres de restriction de votre appareil."
"TID_STAT_DAMAGE_PER_ARROW","Dégâts par flèche"
"TID_STAT_DAMAGE_PER_MINE","Dégâts par piège"
"TID_STAT_DAMAGE_PER_SPIKE","Dégâts par épine"
"TID_STAT_DAMAGE_PER_DAGGER","Dégâts par dague"
"TID_FRIENDS_FACEBOOK_CONNECTED","Connecté à Facebook"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","Connectez-vous à Facebook pour trouver vos amis dans le jeu !"
"TID_FRIENDS_NO_FRIENDS","Aucun amis"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","Connexion interrompue"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","Un autre appareil se connecte à ce jeu."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","Recharger"
"TID_BAD_CONNECTION","Mauvaise connexion réseau"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","Ce compte Facebook est déjà associé à une autre partie de Brawl Stars. L'associer à la partie en cours à la place ?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","Récompense de l'évènement récupérée"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> gemmes reçues !"
"TID_BLOCKED_TEAM_READY","Ne peut pas être affiché tant que vous êtes prêt"
"TID_SHUTDOWN_STARTED","Le jeu va être fermé pour une courte maintenance dans 5 minutes."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","Nos serveurs sont en court de maintenance. Veuillez réessayer dans quelques heures."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","Nos serveurs sont en court de maintenance. Veuillez réessayer dans deux heures."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Nos serveurs sont en court de maintenance. Veuillez réessayer dans une heure et demie."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","Nos serveurs sont en court de maintenance. Veuillez réessayer dans une heure."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","Nos serveurs sont en court de maintenance. Veuillez réessayer dans <value> minutes."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","Nos serveurs sont en court de maintenance. Veuillez réessayer dans quelques minutes."
"TID_SHUTDOWN_BATTLE_DISABLED","Le jeu va fermer pour maintenance dans quelques minutes. Impossible de commencer un nouveau jeu jusqu'à la fin de la maintenance."
"TID_TEAM_SEARCH_NO_TEAM_CODE","Tapez le code de la salle"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","Vous ne pouvez pas accepter ou rejeter des requêtes."
"TID_CLAN_RESPONSE_71","Les aînés se reposent entre deux exclusions"
"TID_STAT_MAX_DAMAGE","Dégâts à distance max"
"TID_STAT_DAMAGE_PER_BOMB","Dégâts par grenade"
"TID_PLAYER_DEFEATED_BR","Brawler vaincu"
"TID_BALL_1","Ligue des brawlers champions"
"TID_LASER_BALL_INTRO_TEXT","Marquez deux buts pour gagner !"
"TID_AFK_WARNING","Attention, il faut participer !"
"TID_AFK_DISCONNECTED_MSG","Vous avez été déconnecté du combat parce que vous ne participiez pas ou à cause d'une mauvaise connexion"
"TID_AFK_BANNED_MSG","Vous êtes exclu du combat en cours par que vous ne participiez pas ou à cause d'une mauvaise connexion. Vous pourrez de nouveau jouer une fois ce combat terminé."
"TID_AFK_DISCONNECTED_TITLE","Déconnexion pour non-participation"
"TID_AFK_BANNED_TITLE","Exclu du combat"
"TID_AFK_RELOAD","Recharger"
"TID_BOSS_INTRO_TEXT_DEFEND","Vous êtes le boss ! Survivez aussi longtemps que vous pouvez !"
"TID_STAT_HEALING_PER_SEC","Soins par seconde"
"TID_STAT_DAMAGE_PER_CARD","Dégâts par carte"
"TID_OVERTIME","Temps extra !"
"TID_STARTER_PACK_XP_REQ","Offre spéciale pour avoir atteint le niveau <XPLEVEL>"
"TID_VALUE","valeur"
"TID_SHOP_ONE_TIME_PURCHASE","Offre valable une seule fois !"
"TID_BALL_2","Dribble triple"
"TID_BALL_3","Punt de précision"
"TID_BLACKHOLE_DEFAULT_SKIN","Par défaut"
"TID_COOP_INTRO_TEXT","Défendez le coffre aussi longtemps que possible"
"TID_SELECT_EVENT_POPUP_TITLE","Choisissez un évènement"
"TID_SPEC_ABI_BERSERKER","Berserker"
"TID_SPEC_SELF_DESTRUCT","Vengeance"
"TID_SPEC_ABI_AMBUSH","Piéger"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","Portail noir"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> de dégâts avec l'arme et la super attaque contre les brawlers avec <VALUE1> % ou moins de santé"
"TID_SPEC_SELF_DESTRUCT_DESC","Si Dynamike est vaincu, il lance six bâtons de dynamite qui infligent <c00cc00><VALUE1></c> points de dégâts chacun"
"TID_SPEC_SPOT_FROM_AIR_DESC","Quand il utilise sa super attaque, Crow peut voir tous ses ennemis cachés depuis les airs. Ses équipiers les voient aussi !"
"TID_SPEC_ABI_TODO_DESC","Special ability undefined"
"TID_WAVE_APPROACHING","Vague <number>"
"TID_TEAMS_LEFT","Équipes restantes : <num>"
"TID_TEAM_MATE_RESPAWNING","Équipier régénéré dans : <num>"
"TID_BOSS_APPROACHING","Vague <number> : <ccc0000>Le boss arrive !</c>"
"TID_COOP_2",
"TID_BOSS_2",
"TID_BEAR_DAMAGE",
"TID_BEAR_HEALTH",
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",
"TID_SPEC_ABI_PUSHBACK_SELF",
"TID_VIEW_PROFILE_BUTTON",
"TID_REPORT_PLAYER_BUTTON",
"TID_CHAT_REPORT_CONFIRMATION_TITLE",
"TID_CHAT_REPORT_CONFIRMATION",
"TID_PLAYER_ALREADY_REPORTED",
"TID_STARTER_PACK_4",
"TID_NEED_HERO",
"TID_EVENT_ENDING",
"TID_TEAM_DISPLAY_TITLE_CLAN",
"TID_TEAM_DISPLAY_TITLE_FRIENDS",
"TID_TICKETS_REVEIVED",
"TID_TUTORIAL_12",
"TID_NO_TARGET_HINT",
"TID_CAN_NOT_AUTOSHOOT",
"TID_VS",
"TID_VS_SHOWDOWN",
"TID_HAS_LASER_BALL_HINT",
"TID_CLAN_RESPONSE_44",
"TID_SHOTGUN_GIRL_SHORT_DESC",
"TID_GUNSLINGER_SHORT_DESC",
"TID_BULL_DUDE_SHORT_DESC",
"TID_ROCKET_GIRL_SHORT_DESC",
"TID_TNT_DUDE_SHORT_DESC",
"TID_LUCHADOR_SHORT_DESC",
"TID_TRICKSHOT_DUDE_SHORT_DESC",
"TID_CACTUS_SHORT_DESC",
"TID_BARKEEP_SHORT_DESC",
"TID_MECHANIC_SHORT_DESC",
"TID_SHAMAN_SHORT_DESC",
"TID_UNDERTAKER_SHORT_DESC",
"TID_CROW_SHORT_DESC",
"TID_DEAD_MARIACHI_SHORT_DESC",
"TID_BOW_DUDE_SHORT_DESC",
"TID_SNIPER_SHORT_DESC",
"TID_MINIGUN_DUDE_SHORT_DESC",
"TID_BLACK_HOLE_SHORT_DESC",
"TID_BARREL_BOT_SHORT_DESC",
"TID_CLAN_INTRO_SUGGESTED_CLANS",
"TID_CLAN_INTRO_CREATE_TITLE",
"TID_CLAN_INTRO_HEADER",
"TID_CLAN_INFO_TITLE",
"TID_CLAN_INFO_NO_DESCRIPTION",
"TID_EVENT_POPUP_TITLE",
"TID_GOLDRUSH_8",
"TID_USE_AUTOFIRE_TUTORIAL",
"TID_BRAWL_BOX_INFO_2",
"TID_POWER_DROP_VALUE",
"TID_COLLECT",
"TID_PAGE_FRIENDS_TITLE",
"TID_PAGE_FRIENDS_TITLE2",
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN",
"TID_PAGE_FRIENDS_NO_FRIENDS",
"TID_FRIENDS_TITLE",
"TID_FRIENDS_TAB_1",
"TID_FRIENDS_TAB_2",
"TID_FRIENDS_TAB_3",
"TID_TOTAL",
"TID_BRAWL_BOX_INFO_TITLE_2",
"TID_BRAWL_BOX_INFO_TITLE_3",
"TID_BRAWL_BOX_INFO_3",
"TID_HERO_BUNDLE_0",
"TID_HERO_BUNDLE_1",
"TID_HERO_BUNDLE_2",
"TID_HERO_BUNDLE_3",
"TID_HERO_BUNDLE_4",
"TID_HERO_BUNDLE_5",
"TID_HERO_BUNDLE_6",
"TID_HERO_BUNDLE_7",
"TID_HERO_BUNDLE_8",
"TID_HERO_BUNDLE_9",
"TID_HERO_BUNDLE_10",
"TID_HERO_BUNDLE_11",
"TID_HERO_BUNDLE_12",
"TID_HERO_BUNDLE_13",
"TID_HERO_BUNDLE_14",
"TID_HERO_BUNDLE_15",
"TID_HERO_BUNDLE_16",
"TID_HERO_BUNDLE_17",
"TID_HERO_BUNDLE_18",
"TID_OFFER_ALSO_INCLUDES",
"TID_OFFER_VALUE_TITLE",
"TID_OFFER_VALUE",
"TID_SHOP_OFFER_COUNTDOWN",
"TID_USE_ULTI_TUTORIAL",
"TID_HERO_STATS_TITLE",
"TID_GATCHA_SCREEN_ITEMS_REMAINING",
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING",
"TID_GATCHA_SCREEN_YOU_GOT",
"TID_GATCHA_SCREEN_BONUSES",
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED",
"TID_HERO_LIST_ITEM_UPGRADE",
"TID_SHOP_CLAMIMED",
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED",
"TID_ONLINE",
"TID_LEADERBOARD",
"TID_NOT_ENOUGH_TICKETS_INFO",
"TID_HERO_LIST_NEW",
"TID_CLUSTER_BOMB_DUDE",
"TID_HAMMER_DUDE",
"TID_HOLD_PHONE_LIKE_THIS",
"TID_HINT_FINGER_TAP_TAP",
"TID_HINT_FINGER_DRAG",
"TID_MOVE_HERE",
"TID_HINT_HEADER",
"TID_HINT_0",
"TID_HINT_1",
"TID_HINT_2",
"TID_HINT_3",
"TID_HINT_4",
"TID_HINT_5",
"TID_HINT_6",
"TID_HINT_7",
"TID_HINT_8",
"TID_HINT_9",
"TID_HINT_10",
"TID_HINT_11",
"TID_HINT_12",
"TID_HINT_13",
"TID_HINT_14",
"TID_HINT_15",
"TID_HINT_16",
"TID_HINT_17",
"TID_HINT_18",
"TID_HINT_19",
"TID_HINT_20",
"TID_HINT_21",
"TID_HINT_22",
"TID_VS_TUTORIAL",
"TID_USE_MANUAL_FIRE_TUTORIAL",
"TID_TUTORIAL_GOOD_JOB_2",
"TID_TUTORIAL_GOOD_JOB_3",
"TID_TUTORIAL_GOOD_JOB_4",
"TID_SPECTATE_PLAYER_BUTTON",
"TID_SPECTATE_FAILED",
"TID_ACCOUNT_DISABLED_TEXT",
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT",
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT",
"TID_ACCOUNT_DELETION_WARNING_TITLE",
"TID_ACCOUNT_DELETION_WARNING_TEXT",
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST",
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN",
"TID_CONFIRM_CHANGE_CLAN_TITLE",
"TID_CONFIRM_CHANGE_CLAN",
"TID_CONFIRM_CLAN_FULL_TITLE",
"TID_CONFIRM_CLAN_FULL",
"TID_BUTTON_CHANGE",
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL",
"TID_CLAN_INTRO_INVITE",
"TID_INVITE_CLAN_TOKEN_ERROR",
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS",
"TID_FRIENDS_FACEBOOK_CONNECT",
"TID_FRIENDS_PAGE_INVITE",
"TID_SHARE_GAME_ROOM_POST_MESSAGE",
"TID_SHARE_GAME_ROOM_POST_TITLE",
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD",
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM",
"TID_TEAM_INVITE_BUTTON_LABEL",
"TID_TEAM_INVITE_EXPIRED",
"TID_TEAM_INVITATION_POPUP_TITLE",
"TID_TEAM_INVITATION_POPUP_ACCEPT",
"TID_TEAM_INVITATION_POPUP_REJECT",
"TID_TEAM_INVITATION_POPUP_MUTE",
"TID_BATTLE_ROYALE_5",
"TID_DAILY_COINS_COLLECTED_END_SCREEN",
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD",
"TID_SHOP_CHINA_WARNING",
"TID_GATCHA_AD_STATUS_VIEW",
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS",
"TID_GATCHA_AD_STATUS_NO_VIDEO",
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE",
"TID_AD_DOUBLER_TITLE",
"TID_AD_DOUBLER_CONTINUE",
"TID_GATCHA_CONTINUE",
"TID_HINT_23",
"TID_HINT_24",
"TID_HINT_25",
"TID_SPEC_ABI_SELF_DESTRUCT",
"TID_SPEC_ABI_SELF_DESTRUCT_DESC",
"TID_EVENT_LIST_BRAWL",
"TID_INVITE_COPIED_TO_CLIPBOARD",
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM",
"TID_FRIEND_INVITE_POST_MESSAGE",
"TID_FRIEND_INVITE_POST_TITLE",
"TID_ALLIANCE_JOIN_POST_MESSAGE",
"TID_ALLIANCE_JOIN_POST_TITLE",
"TID_KEY_BAR_FULL",
"TID_HOMESCREEN_MODE_LOCKED",
"TID_GAMEROOMS_PLAYERS_ONLINE",
"TID_ARTILLERY_DUDE_SHORT_DESC",
"TID_HAMMER_DUDE_SHORT_DESC",
"TID_HAMMER_DUDE_DESC",
"TID_HAMMER_DUDE_WEAPON",
"TID_HAMMER_DUDE_WEAPON_DESC",
"TID_HAMMER_DUDE_ULTI",
"TID_HAMMER_DUDE_ULTI_DESC",
"TID_SPEC_ABI_STEAL_SOULS2",
"TID_SPEC_ABI_STEAL_SOULS2_DESC",
"TID_ONLINE_FRIENDS_TITLE",
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT",
"TID_VS_TEAM_SHOWDOWN",
"TID_FIRST_WIN",
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY",
"TID_HOMESCREEN_MODE_LOCKED_INFO",
"TID_HOMESCREEN_LEAGUE_BUTTON_TITLE",
"TID_HOMESCREEN_LEAGUE_BUTTON_COLLECT",
"TID_LEAGUE_NAME_0",
"TID_LEAGUE_NAME_1",
"TID_LEAGUE_NAME_2",
"TID_LEAGUE_NAME_3",
"TID_LEAGUE_NAME_4",
"TID_LEAGUE_NAME_5",
"TID_LEAGUE_NAME_6",
"TID_LEAGUE_NAME_7",
"TID_SPECIAL_EVENTS",
"TID_SPECIAL_EVENT",
"TID_SPECIAL_EVENT_DESC",
"TID_PLAYING_AGAIN",
"TID_PLAYING_AGAIN_NO_PLAYERS",
"TID_BRAWL_BOX_INFO_TITLE_1",
"TID_BRAWL_BOX_INFO_1",
"TID_GATCHA_ERROR_NOT_ENOUGH_WINS",
"TID_HERO_BUNDLE_19",
"TID_HERO_BUNDLE_20",
"TID_KEY_BAR_INFO",
"TID_NEW_ONLINE_FRIEND",
"TID_NEW_GAME_ROOM",
"TID_KEY_BAR_TITLE",
"TID_PLAYAGAIN_QUIT",
"TID_BATTLE_END_WAITING",
"TID_ERROR_SPECTATE_WAITING",
"TID_ERROR_SPECTATE_NOT_POSSIBLE",
"TID_FIRST_WIN_INFO_SURVIVAL",
"TID_TEAM_POPOVER_YOUR_ROOM",
"TID_ERROR_SPECTATE_NOT_POSSIBLE_TEAM",
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_THIS_TEAM",
"TID_TEAM_AD_JOIN_FAIL_FULL",
"TID_HOMESCREEN_NOT_ENOUGH_TICKETS",
"TID_HOMESCREEN_TEAMS_NOT_SUPPORTED",
"TID_GAME_MODE_UNLOCKED",
"TID_ERROR_SPECTATE_DISABLED",
"TID_SPECTATE_FOLLOW",
"TID_SPECTATE_FOLLOWING",
"TID_FIRST_WIN_INFO_TICKETED_EVENT",
"TID_FIRST_WIN_INFO_TEAM_SURVIVAL",
"TID_FIRST_WIN_INFO_SURVIVAL_COMBINED",
"TID_CONNECTING_WAIT_FOR_SPECTATE",
"TID_GATCHA_AD_STATUS_VIEW_SHOW_VIEWS",
"TID_GATCHA_AD_STATUS_VIEW_SHOW_1VIEW",
"TID_CANNON_DAMAGE",
"TID_CANNON_HEALTH",
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_OTHER",
"TID_ADD_FRIEND_ERROR_TOO_MANY_REQUESTS_YOU",
"TID_ADD_FRIEND_ERROR_GENERIC",
"TID_ADD_FRIEND_ERROR_DOES_NOT_EXIST",
"TID_ADD_FRIEND_ERROR_OWN_AVATAR",
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_OTHER",
"TID_ADD_FRIEND_ERROR_TOO_MANY_FRIENDS_YOU",
"TID_HINT_26",
"TID_HINT_27",
"TID_HINT_28",
"TID_HINT_29",
"TID_HINT_30",
"TID_HINT_31",
"TID_EXPERIENCE",
"TID_HINT_32",
"TID_HINT_33",
"TID_HINT_34",
"TID_HINT_35",
"TID_HINT_36",
"TID_HINT_37",
"TID_COOP_GENERATED",
"TID_MECHANIC_KNIGHT_SKIN",
"TID_FRANK_CAVEMAN_SKIN",
"TID_SOLO",
"TID_DUO",
"TID_INVITE_FRIEND_TOKEN_ERROR_FRIENDS_FULL",
"TID_INVITE_FRIEND_TOKEN_ERROR_TOO_MANY",
"TID_INVITE_FRIEND_TOKEN_ERROR",
"TID_GOLDRUSH_9",
"TID_TEAM_JOIN_FINISH_TUTORIAL",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_TITLE",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED",
"TID_ERROR_POP_UP_LOGIN_NOT_ALLOWED_BUTTON",
"TID_CROW_PHEONIX_SKIN",
"TID_MECHANIC_SUMMER_SKIN",
"TID_HERO_SCREEN_DIM_COLOR_MUL",
"TID_FREE_BOX_AVAILABLE_0",
"TID_FREE_BOX_AVAILABLE_1",
"TID_FREE_BOX_AVAILABLE_2",
"TID_FREE_BOX_AVAILABLE_3",
"TID_FREE_BOX_AVAILABLE_4",
"TID_GUNSLINGER_ROCKSTAR_SKIN_SHOP",
"TID_ROCKET_BEACH_SKIN_SHOP",
"TID_CACTUS_PINK_SKIN_SHOP",
"TID_SHAMAN_PANDA_SKIN_SHOP",
"TID_CROW_WHITE_SKIN_SHOP",
"TID_BULL_HAIR_SKIN_SHOP",
"TID_TRICKSHOT_GOLD_SKIN_SHOP",
"TID_BARKEEP_GOLD_SKIN_SHOP",
"TID_LUCHADOR_RUDO_SKIN_SHOP",
"TID_SHOTGUN_BANDITA_SKIN_SHOP",
"TID_LUCHADOR_KING_SKIN_SHOP",
"TID_MECHANIC_KNIGHT_SKIN_SHOP",
"TID_FRANK_CAVEMAN_SKIN_SHOP",
"TID_MECHANIC_SUMMER_SKIN_SHOP",
"TID_CROW_PHEONIX_SKIN_SHOP",
"TID_GOLDRUSH_10",
"TID_BANKHEIST_5",
"TID_BATTLE_ROYALE_7",
"TID_BATTLE_ROYALE_8",
"TID_BATTLE_ROYALE_6",
"TID_CLAN_CHAT_JUMP_TO_NEW",
"TID_CLAN_CHAT_NEW",
"TID_BANKHEIST_6",
