"TID","EN"
"TID_REGION_0","NORTH AMERICA"
"TID_REGION_1","ASIA"
"TID_SET_REGION_RESULT_0","Region switched successfully to <REGION>"
"TID_SET_REGION_RESULT_1","Region change failed: cannot change region while in a Band"
"TID_SET_REGION_RESULT_2","Region change failed: cannot change region while in a game room"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Crystal Grab"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Grab and hold 10 crystals!"
"TID_BATTLE_END_MY_TEAM","Your Team"
"TID_BATTLE_END_ENEMY_TEAM","Enemy Team"
"TID_BACK","BACK"
"TID_CARD_CRAFT_ERROR_2","Not enough Elixir, open Brawl Boxes to get Elixir"
"TID_CARD_CRAFT_ERROR_3","Not enough Chips, open Brawl Boxes to get Chips"
"TID_ITEM_CRAFT_ERROR_2","Not enough Upgrade Tokens, open Brawl Boxes to get Upgrade Tokens"
"TID_UNLOCK_SKIN_ERROR_1","Not enough Gems"
"TID_EXPERIENCE_LEVEL","Experience level"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Buy Brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Buy"
"TID_UNLOCK_SKIN_TITLE","Buy skin"
"TID_SKIN_COMING_SOON","Skin not available yet"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Buy"
"TID_HERO_LIST_TOTAL_TROPHIES","Total trophies"
"TID_TOP_TOOL_TIP_1","Collect Coins from new events and Brawls.\n\nUse Coins to open Brawl Boxes."
"TID_TOP_TOOL_TIP_3","Purchase Gems from the Shop with real money.\n\nUse Gems to buy Brawl Boxes, Skins and Boosters."
"TID_TOP_TOOL_TIP_2","Find Upgrade Tokens inside Brawl Boxes.\n\nUse Upgrade Tokens to buy Upgrades for your Brawlers."
"TID_GAME_MODE_0","SMASH & GRAB"
"TID_GAME_MODE_0_DESC","The team that grabs and holds 10 crystals to the end of countdown wins. Don't spill your crystals!"
"TID_GAME_MODE_2","HEIST"
"TID_GAME_MODE_2_DESC","One team defends the safe. The other tries to break it open. Surprise! You won't know which team you'll be on!"
"TID_GAME_MODE_3","BOUNTY"
"TID_GAME_MODE_3_DESC","Hunt the other team for Stars. More Stars on heads means bigger bounties. The team with the most stars wins!"
"TID_GAME_MODE_6","SHOWDOWN"
"TID_GAME_MODE_6_DESC","Take down the other nine and be the last one standing. Use any means necessary, as you only have one life."
"TID_GAME_MODE_5","BRAWL BALL"
"TID_GAME_MODE_5_DESC","Take the ball to the opposing team's goal to score! Match ends when one team scores two goals, or at full time."
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","First win"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Rank up"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Level up"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Victory"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Defeat"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Draw"
"TID_BATTLE_END_GAIN_LABEL_MVP","Star Player"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Rank score"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Time Reward"
"TID_BATTLE_END_GAIN_LABEL_COIN_BOOST","Coin booster\n<c00cc00><PARAM>%</c>"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","<c00cc00>Coin\nDoubler</c>"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Time Reward"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Time Reward"
"TID_BATTLE_END_COIN_REWARDS","COIN REWARDS"
"TID_BATTLE_END_MVP","STAR PLAYER"
"TID_BATTLE_END_DEFEAT_INFO","Better luck next time!"
"TID_TUTORIAL_1","Hello, I'm Shelly. Let me show you how to move around.\n\nTap on that yellow circle!"
"TID_TUTORIAL_2","You did it! Now move me to that next yellow circle."
"TID_TUTORIAL_3","You can hide from enemies in bushes. Let's go to that circle and I'll show you."
"TID_TUTORIAL_4","Awesome, now I'm totally hidden! Let's keep moving."
"TID_TUTORIAL_5","Attack by swiping and releasing towards your target.\n\nTry it on that target!"
"TID_TUTORIAL_6","Nice, keep going!"
"TID_TUTORIAL_7","Attacking targets charges up the Super attack meter.\n\nShoot those targets!"
"TID_TUTORIAL_8","The blue circle turns yellow to indicate the Super is activated.\n\nShoot a Super attack!"
"TID_TUTORIAL_9","You're a natural Brawler!\n\nNow, let's go get 'em!"
"TID_TUTORIAL_10","See that spinning blue circle at my feet? It means my Super is ready.\nTap the Super button!"
"TID_TUTORIAL_11","Kaboom! Oh, those orange bars show your ammo. I'll reload as fast as I can!"
"TID_FIGHT_TUTORIAL","Play"
"TID_HERO_SCORE_INFO","Collect trophies for this Brawler by winning games against other players. Reach <PROGRESS> trophies to achieve next rank and earn <COINS> Coins."
"TID_HERO_SCORE_INFO_MAXED","You have reached the final rank."
"TID_XP_INFO_ME","Your experience level.\n\nGain experience by Brawling. Collect <REMPROGRESS> more experience points to reach level <LEVEL> and earn <COINS> Coins."
"TID_XP_INFO_OTHER","This player's experience level"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","Win one practice match to unlock the full game"
"TID_SOCIAL_TAB_CLANS","BAND"
"TID_SOCIAL_TAB_FRIENDS","FRIENDS"
"TID_CLAN_CREATE_BUTTON","Create"
"TID_CLAN_SAVE_BUTTON","Save"
"TID_CLAN_CREATE_TITLE","Create a new Band"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Last online: <cf7f7f7>less than 1h ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Last online: <cf7f7f7><HOURS>h ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Last online: <cf7f7f7><DAYS>d ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_ONLINE","<cf7f7f7>ONLINE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Last online: <cf7f7f7>> 1 month ago</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> members online"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> member online"
"TID_ALLIANCE_TYPE_OPEN","Open"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Invite only"
"TID_ALLIANCE_TYPE_CLOSED","Closed"
"TID_CLAN_SEARCH_TITLE","SEARCH FOR BANDS"
"TID_CLAN_INTRO_AD_TITLE","LOOKING FOR A BAND?"
"TID_CLAN_INTRO_AD_DESC","Team up and chat with other players!"
"TID_CLAN_INTRO_CREATE_GO","CREATE BAND"
"TID_CLAN_INTRO_SEARCH_GO","SEARCH FOR BANDS"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","This band requires <REQ> trophies to join. You only have <SCORE> trophies."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","This clan is closed"
"TID_STREAM_ENTRY_AGE","<time> ago"
"TID_ALLIANCE_ROLE_LEADER","Leader"
"TID_ALLIANCE_ROLE_CO_LEADER","Co-leader"
"TID_ALLIANCE_ROLE_MEMBER","Member"
"TID_ALLIANCE_ROLE_ELDER","Elder"
"TID_STREAM_SENDER_YOU","You"
"TID_GOLDRUSH_1","Hard Rock Mine"
"TID_BANKHEIST_1","Bandit Stash"
"TID_WANTED_1","Temple Ruins"
"TID_BATTLE_ROYALE_1","Skull Creek"
"TID_GOLDRUSH_2","Crystal Cavern"
"TID_BANKHEIST_2","Kaboom Canyon"
"TID_WANTED_2","Outlaw Camp"
"TID_BATTLE_ROYALE_2","Stormy Plains"
"TID_GOLDRUSH_3","Mushroom Cave"
"TID_BANKHEIST_3","Safe Zone"
"TID_WANTED_3","Terracotta Square"
"TID_BATTLE_ROYALE_3","Death Valley"
"TID_WANTED_4","Cabbage Patch"
"TID_GOLDRUSH_4","Bone Box"
"TID_WANTED_5","Star Gulch"
"TID_GOLDRUSH_5","Temple Catacombs"
"TID_WANTED_6","Snake Prairie"
"TID_GOLDRUSH_6","Hog Hunt"
"TID_WANTED_7","Shooting Star"
"TID_GOLDRUSH_7","Deep Hollows"
"TID_BATTLE_ROYALE_4","Feast or Famine"
"TID_WANTED_8","Groundhog Burrow"
"TID_BANKHEIST_4","G.G. Corral"
"TID_CLAN_MEMBERS_ONLINE","<c00ff00>Online: <COUNT>/<TOTAL></c>"
"TID_CLAN_TOTAL_TROPHIES","Band trophies"
"TID_CLAN_SEARCH_OK","SEARCH"
"TID_CLAN_INFO_NAME","Band Name"
"TID_CLAN_INFO_BADGE","Badge"
"TID_CLAN_INFO_DESC","Description"
"TID_CLAN_INFO_TOTAL_TROPHIES","Band trophies"
"TID_CLAN_INFO_TYPE","Type"
"TID_CLAN_INFO_TAG","Band Tag"
"TID_CLAN_INFO_MIN_TROPHIES","Required trophies"
"TID_CLAN_INFO_LEAVE","Leave"
"TID_CLAN_INFO_SETTINGS","SETTINGS"
"TID_CLAN_INFO_JOIN","JOIN"
"TID_CLAN_INFO_MESSAGE","Message"
"TID_CLAN_INFO_REQUEST_JOIN","Request join"
"TID_CLAN_SEARCH_NO_RESULTS","No Bands found"
"TID_CLAN_INFO_MEMBERS","Members"
"TID_CLAN_INFO_SELECT_BADGE","Browse"
"TID_SELECT_BADGE","Select badge"
"TID_ALLIANCE_CREATE_OK","Band created successfully"
"TID_CLAN_CHANGE_SETTINGS_TITLE","Band settings"
"TID_TITLE_ALLIANCE","Band info"
"TID_ALLIANCE_LEFT","You have left the Band"
"TID_CLAN_MEMBER_DEMOTE","Demote"
"TID_CLAN_MEMBER_PROMOTE","Promote"
"TID_CLAN_MEMBER_KICK","Kick"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","View Band"
"TID_BUTTON_INVITE","Invite"
"TID_PLAYER_INFO_GOTO_CLAN","View Band"
"TID_PLAYER_INFO_HEROES","Brawlers (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Select your icon"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","This icon unlocks at experience level <LEVEL>"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","This icon unlocks at <TROPHIES> total trophies"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_5","This icon unlocks at <POINTS> season points"
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT> wins"
"TID_PLAYER_INFO_STATS_HEADER","STATS"
"TID_PLAYER_STAT_1","TOTAL VICTORIES"
"TID_PLAYER_STAT_4","HIGHEST TROPHIES"
"TID_PLAYER_STAT_8","SHOWDOWN VICTORIES"
"TID_PLAYER_STAT_10","BEST TIME AS BOSS"
"TID_PLAYER_STAT_9","BEST ROBO RUMBLE TIME"
"TID_NO_CLAN","Not in a Band"
"TID_ULTIMATE_NOT_READY","Hit enemies to charge up your Super!"
"TID_CANT_ACTIVATE_ULTI","Cannot activate Super when defeated!"
"TID_NAME_TOO_SHORT","Your name is too short"
"TID_ALLIANCE_JOINED","Band joined"
"TID_COIN_RUSH_INTRO_TEXT","Collect crystals to win"
"TID_BOUNTY_HUNTER_INTRO_TEXT","Defeat Brawlers for stars"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Shoot open the safe"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Defend the safe"
"TID_GO","Brawl!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","Confirm Leave"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nAre you sure you want to leave the Band?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","Leave"
"TID_ALLIANCE_PROMOTE_TITLE","Confirm Promote"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Are you sure you want to promote <NAME> to role <ROLE>?"
"TID_ALLIANCE_PROMOTE_BUTTON","Promote"
"TID_ALLIANCE_KICK_TITLE","Confirm Kick"
"TID_ALLIANCE_KICK_CONFIRMATION","Are you sure you want to kick <NAME> from the Band?"
"TID_ALLIANCE_KICK_BUTTON","Kick"
"TID_ALLIANCE_DEMOTE_TITLE","Confirm Demote"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Are you sure you want to demote <NAME> to role <ROLE>?"
"TID_ALLIANCE_DEMOTE_BUTTON","Demote"
"TID_CLAN_RESPONSE_10","Settings saved"
"TID_CLAN_RESPONSE_20","Band created"
"TID_CLAN_RESPONSE_22","Name not accepted"
"TID_CLAN_RESPONSE_40","Band joined"
"TID_CLAN_RESPONSE_42","Join failed: Band is full"
"TID_CLAN_RESPONSE_43","Join failed: Band is not open"
"TID_CLAN_RESPONSE_45","Join failed: you don't have enough trophies to join this Band"
"TID_CLAN_RESPONSE_46","Join failed: you're banned from this Band because of an earlier kick/rejected join request"
"TID_CLAN_RESPONSE_47","Join failed: too many Band joins today. Joining a Band has been blocked for you today."
"TID_CLAN_RESPONSE_48","Join failed: cannot join a Band in another region."
"TID_CLAN_RESPONSE_50","Join request sent successfully"
"TID_CLAN_RESPONSE_51","Join request sending failed: Band is no longer open for membership requests"
"TID_CLAN_RESPONSE_52","Join request sending failed: you already have a pending request to this Band"
"TID_CLAN_RESPONSE_53","Join request sending failed: you don't have enough trophies to join this Band"
"TID_CLAN_RESPONSE_54","Join request failed: you're banned from this Band because of an earlier kick/rejected join request"
"TID_CLAN_RESPONSE_55","Join request failed: cannot join a Band in another region."
"TID_CLAN_RESPONSE_70","Kick success"
"TID_CLAN_RESPONSE_80","You left the Band"
"TID_CLAN_RESPONSE_81","Promote success"
"TID_CLAN_RESPONSE_82","Demote success"
"TID_CLAN_RESPONSE_90","Accept success"
"TID_CLAN_RESPONSE_91","Reject success"
"TID_CLAN_RESPONSE_92","Accept failed: target is already in a Band"
"TID_CLAN_RESPONSE_93","Handle failed: cannot find request"
"TID_CLAN_RESPONSE_94","Handle failed: request already handled"
"TID_CLAN_RESPONSE_95","Handle failed: no rights"
"TID_CLAN_RESPONSE_96","Accept failed: target has been banned from this Band"
"TID_CLAN_RESPONSE_100","You have been kicked from a Band"
"TID_CLAN_RESPONSE_101","You have been promoted"
"TID_CLAN_RESPONSE_102","You have been demoted"
"TID_CLAN_NO_RIGHTS","You don't have the rights to do this"
"TID_ALLIANCE_NAME_TOO_SHORT","Band name too short"
"TID_CLAN_JOIN_REQUEST_TITLE","Request Band membership"
"TID_CLAN_JOIN_REQUEST_SEND","Send"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","I would like to join your Band..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Accept this player to the Band?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Accept"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Reject"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Accepted by <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Rejected by <name>"
"TID_HINT_DRAG_TO_AIM","Drag to aim"
"TID_HINT_RELEASE_TO_SHOOT","Release to shoot"
"TID_HINT_ACTIVATE_ULTI","Push the SUPER button!"
"TID_HINT_DRAG_TO_ULTI","Drag to aim SUPER, release to fire!"
"TID_HINT_COLLECT_GOLD","Collect crystals to win"
"TID_HINT_HOLD_GOLD","Hold on to your crystals!"
"TID_HINT_GO_AFTER_ENEMY","Go after the enemy!"
"TID_HINT_ATTACK_BASE","Break open the safe!"
"TID_HINT_DEFEND_BASE","Defend the safe!"
"TID_HINT_SHOOT_ENEMIES","Defeat enemies for stars!"
"TID_HINT_YOU_ARE_WINNING","Your team is winning! Play defense!"
"TID_HINT_YOU_ARE_LOSING","Your team is losing! Play offense!"
"TID_HINT_TAP_TO_MOVE","Tap to move\nMove with your team"
"TID_BOUNTY_1",
"TID_BOUNTY_2","Watch out: you are worth a big bounty!"
"TID_BOUNTY_3","Watch out: you are worth a huge bounty!"
"TID_BOUNTY_4","Wanted dead or alive!"
"TID_NO_CLAN_TITLE","Find a Band of Brawlers"
"TID_NO_CLAN_BODY","Join a Band to chat and play with cool people!"
"TID_NO_CLAN_SUGGESTIONS","Recommended Bands for you"
"TID_NO_CLAN_RESULTS","Search results"
"TID_NO_CLAN_EMPTY","No recommended Bands :-("
"TID_NO_CLAN_WAITING_FOR_DATA","Waiting for data..."
"TID_CONNECTING_TO_SERVER","Connecting to server..."
"TID_TEAM_AD_BUTTON_LABEL","ADVERTISE"
"TID_TEAM_AD_BUTTON_SUBLABEL","to Band"
"TID_TEAM_AD_INFO_0","Looking for players for a team game"
"TID_TEAM_AD_JOIN","Join Team"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","Cannot join. You're already in a room"
"TID_TEAM_MEMBER_STATUS_0","<c999999>OFFLINE</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>BRAWLING</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>AWAY</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>NOT READY</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>MATCHMAKE</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>END SCREEN</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>READY</c>"
"TID_TEAM_STATUS_IN_MATCH","BRAWLING"
"TID_TEAM_STATUS_IN_MATCHMAKING","MATCHMAKING"
"TID_TEAM_STATUS_FULL","FULL"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","OPEN"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","You must join a Band to use this feature"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Cannot advertise. Room is already full"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","This is allowed for room creator only"
"TID_TEAM_LOC_INFO","<MODE> at <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","BAND GAME ROOMS FOR THIS EVENT"
"TID_STREAM_EVENT_1","<target> has been kicked out of the Band by <sender>"
"TID_STREAM_EVENT_2","<target> was accepted to the Band by <sender>"
"TID_STREAM_EVENT_3","<sender> joined the Band!"
"TID_STREAM_EVENT_4","<sender> has left the Band!"
"TID_STREAM_EVENT_5","<target> was promoted by <sender>"
"TID_STREAM_EVENT_6","<target> was demoted by <sender>"
"TID_STREAM_EVENT_101","Room created by <sender>"
"TID_STREAM_EVENT_102","<sender> joined"
"TID_STREAM_EVENT_103","<sender> left"
"TID_STREAM_EVENT_104","<sender> kicked <target>"
"TID_STREAM_EVENT_105","matchmake started"
"TID_STREAM_EVENT_106","matchmake cancelled"
"TID_STREAM_EVENT_107","game started"
"TID_STREAM_EVENT_108","game won"
"TID_STREAM_EVENT_109","game lost"
"TID_STREAM_EVENT_110","practice started"
"TID_STREAM_EVENT_111","practice ended"
"TID_STREAM_EVENT_112","game draw"
"TID_CHAT_BOTTOM_BUTTON","Scroll down"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> new messages!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","New message!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","Upgrade to lvl <LVL>"
"TID_HERO_INFO_ITEMS","UPGRADES"
"TID_HERO_INFO_SKINS","BRAWLER"
"TID_HERO_INFO_SKIN_OWNED","You own this skin"
"TID_HERO_INFO_SKIN_ACTIVE","SKIN SELECTED"
"TID_HERO_INFO_SKIN_ACTIVATE","SELECT SKIN"
"TID_HERO_INFO_LEADERBOARD","Leaderboard"
"TID_HERO_INFO_LEADERBOARD_LABEL","Best <HERO> players"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_HERO_INFO_PINPOWER_TOOLTIP","Total Power of all Upgrades. Max Power is 50."
"TID_HERO_INFO_ITEM_PINPOWER_TOOLTIP","Power of this Upgrade"
"TID_CLAN_SEARCH_GO","SEARCH"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Drag to aim the Super!"
"TID_HINT_SHOOT","Drag to aim, release to fire"
"TID_HERO_SCORE_SUM_LEADERBOARD","Best players"
"TID_ALLIANCE_LEADERBOARD","Best Bands"
"TID_HINT_MAKE_GOAL","Drag to aim, release to kick the Ball"
"TID_BATTLE_ROYALE_INTRO_TEXT","Be the sole survivor!"
"TID_HINT_COLLECT_BUFFS","Collect Elixir from barrels and\nenemies to grow stronger!"
"TID_PLAYERS_LEFT","Brawlers left: <num>"
"TID_AVOID_POISON","Stay clear of the advancing poison clouds!"
"TID_CLAN_CREATE_COOLDOWN","Cannot create a Band yet. Try again in <TIME>"
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","You need to reach experience level <LEVEL> to create a Band"
"TID_PLAYER_DATA_MISSING","Player data missing"
"TID_ALLIANCE_DATA_MISSING","Band data missing"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Wait for ammo to recharge!"
"TID_EVENT_EXPIRED","Event expired"
"TID_DOUBLE_COINS_INFO","Brawling here gives you double Coins"
"TID_DOUBLE_XP_INFO","Brawling here gives you double experience"
"TID_SETTINGS_TITLE","SETTINGS"
"TID_SETTINGS_CONTROL_MODE_TITLE","CONTROL MODE"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Tap to move"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Tap the screen to make your Brawler move there. Drag to aim and release to shoot."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick Move (Right Handed)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Move with a virtual joystick in the bottom left corner. Tap at a target to shoot."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick Move (Left Handed)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Move with a virtual joystick in the bottom right corner. Tap at a target to shoot."
"TID_CHANGE_NAME_TITLE","Change Name"
"TID_SETTINGS_PLAYERNAME_CURRENT","Current Name:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Enter new name:"
"TID_ERROR_NAMES_DONT_MATCH","Names don't match. Please try again."
"TID_CONTINUE","Continue"
"TID_NAMECHANGE_WARNING","NOTE: You can only change your name ONCE"
"TID_CONFIRM","Confirm"
"TID_INVALID_NAME","Invalid name! Please try another one."
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Re-enter your new name:"
"TID_NAME_ALREADY_CHANGED","Name can only be changed once."
"TID_NAME_CHANGE_ALREADY_USED","You have already changed your name once"
"TID_NAME_CHANGED_SUCCESS","Your name was changed!"
"TID_NAME_CHANGE_IN_PROGRESS","Can't change name. Previous name change is in progress."
"TID_NAME_CHANGE_EXP_LEVEL_TOO_LOW","Name change is available starting from experience level <level>"
"TID_CONFIRM_CONFIRM","Please type in \q<confirmword>\q and press the Okay button to complete the action"
"TID_CONFIRM_WORD","CONFIRM"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Are you sure you want to change your name?\nYour new name will be:"
"TID_BUTTON_CONFIRM","Okay"
"TID_EVENTS_TIME","<c00cc00><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Next event in"
"TID_EVENTS_TIME_LEFT","Time left"
"TID_EVENTS_NEW","NEW!"
"TID_EVENTS_FREE_REWARD_WITH_BOOST","<AMOUNT> <c00ff00>+<BOOST></c>"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","All experience collected"
"TID_EVENTS_EVENT_LOCKED","LOCKED"
"TID_EVENTS_X_BRAWLERS_NEEDED","Collect <cffffff><COUNT></c> more Brawlers to unlock"
"TID_EVENTS_BRAWLER_NEEDED","Collect <cffffff><COUNT></c> more Brawler to unlock"
"TID_GAME_STARTING","A game is starting at <LOCATION>. Please join!"
"TID_WEEKEND_EVENT","Double experience event"
"TID_PLAYER_KILLED_SOMEONE","<name> defeated"
"TID_SHOP_SPECIAL_OFFER","SPECIAL OFFER"
"TID_SHOP_COIN_BOOSTERS","BOOSTERS"
"TID_SHOP_GEM_PACKS","GEM PACKS"
"TID_SHOP_COIN_BOOST_TITLE","<TIME> DAY COIN BOOSTER"
"TID_SHOP_COIN_BOOST_INFO","Boost all coins earnt by"
"TID_SHOP_COIN_BOOST_TITLE_PURCHASED","COIN BOOSTER"
"TID_SHOP_COIN_BOOST_BOOST","+<VALUE>%"
"TID_SHOP_COIN_BOOST_TIME_REMAINING","Time Remaining:"
"TID_SHOP_COIN_BOOST_DISABLED","Coin booster purchase is no longer available"
"TID_SHOP_PURCHASED","Purchased"
"TID_SHOP_ACTIVE","Active"
"TID_SHOP_COIN_BOOST_PURCHASE_ERROR_2","Not enough Gems"
"TID_SHOP_DOUBLE_COINS_TITLE","COIN DOUBLER"
"TID_SHOP_DOUBLE_COINS_INFO","Doubles the next"
"TID_SHOP_DOUBLE_COINS_INFO_2","you earn from Brawls"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Coins remaining:"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Not enough Gems"
"TID_SHOP_GEM_PACK_1_TITLE","Fistful of Gems"
"TID_SHOP_GEM_PACK_2_TITLE","Pouch of Gems"
"TID_SHOP_GEM_PACK_3_TITLE","Satchel of Gems"
"TID_SHOP_GEM_PACK_4_TITLE","Bucket of Gems"
"TID_SHOP_GEM_PACK_5_TITLE","Crate of Gems"
"TID_SHOP_GEM_PACK_6_TITLE","Haul of Gems"
"TID_SHOP_HEROES_OF_RARITY","GUARANTEED BRAWLERS"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Brawler Box"
"TID_SHOP_GATCHA_BOXES","BOXES"
"TID_SHOP_GATCHA_BOX_2","BRAWL BOX"
"TID_SHOP_GATCHA_BOX_3","BIG BOX"
"TID_SHOP_TICKETS","EVENT TICKETS"
"TID_SHOP_TICKET_PACK_0","Pack of Tickets"
"TID_SHOP_TICKET_PACK_1","Pile of Tickets"
"TID_SHOP_TICKET_PACK_2","Roll of Tickets"
"TID_PURCHASE_TICKETS_POPUP_INFO","\nContains <AMOUNT> Event Tickets.\n\nUse Event Tickets to play the Special Events."
"TID_GATCHA_BOX_TITLE_2","BRAWL BOX"
"TID_GATCHA_BOX_TITLE_3","BIG BOX"
"TID_GATCHA_BOX_INFO_2","\nContains a new Brawler, a new Upgrade, Upgrade Tokens or a Booster. Some boxes contain bonus Event Tickets!"
"TID_GATCHA_BOX_INFO_3","\n\nContains <AMOUNT> Brawl Boxes."
"TID_HERO_OF_RARITY_POPUP_TITLE","<c<COLOR>><NAME></c> Brawler Box"
"TID_HERO_OF_RARITY_POPUP_INFO","\n\nContains a new random <RARITY> Brawler."
"TID_HERO_OF_RARITY_MAXED","You already have all the Brawlers of this rarity unlocked."
"TID_TERMS_OF_SERVICE_BUTTON","Terms of Service"
"TID_IMMUNE","Immune"
"TID_SETTINGS_CONTROL_MODE_VALUE_4","Reverse Default"
"TID_SETTINGS_CONTROL_MODE_INFO_4","Drag to a location to make your Brawler move there. Tap to shoot."
"TID_BATTLE_END_PROCEED","PROCEED"
