"Name","Disabled","DisabledCN","FileName","ExportName","Character","Skin","Rarity","EffectColorR","EffectColorG","EffectColorB","FlipSprayForEnemies","LockedForChronos","SprayBundles","IsDefaultBattleSpray","Texture","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","UseShineVFX","ExtraCatalogCampaign","HideFromCatalogMainCategory"
"spray_sk",,,"sc/ui.sc","spray_sk",,,"COMMON",122,52,245,"TRUE","TRUE",,,"spray_sk.png",,29,,,,,"WF_2020",
"spray_zeta",,,"sc/ui.sc","spray_zeta",,,"COMMON",215,254,81,"TRUE","TRUE",,,"spray_zeta.png",,29,,,,,"WF_2020",
"spray_totem",,,"sc/ui.sc","spray_totem",,,"COMMON",79,174,79,"TRUE","TRUE",,,"spray_totem.png",,29,,,,,"WF_2020",
"spray_qlash",,,"sc/ui.sc","spray_qlash",,,"COMMON",105,228,222,"TRUE","TRUE",,,"spray_qlash.png",,29,,,,,"WF_2020",
"spray_tribe",,,"sc/ui.sc","spray_tribe",,,"COMMON",215,40,53,"TRUE","TRUE",,,"spray_tribe.png",,29,,,,,"WF_2020",
"spray_navi",,,"sc/ui.sc","spray_navi",,,"COMMON",252,237,79,"TRUE","TRUE",,,"spray_navi.png",,29,,,,,"WF_2020",
"spray_fire_love",,,"sc/ui.sc","spray_fire_love",,,"COMMON",234,51,74,"TRUE",,,,"spray_fire_love.png",,,,,,,,
"spray_esports_greenbear",,,"sc/ui.sc","spray_esports_greenbear",,,"COMMON",169,230,96,"TRUE",,,,"spray_esports_greenbear.png",,,,,,,,
"spray_fut",,,"sc/ui.sc","spray_fut",,,"COMMON",219,48,75,"TRUE","TRUE",,,"spray_fut.png",,29,,,,,"WF_2020",
"spray_luminosity",,,"sc/ui.sc","spray_luminosity",,,"COMMON",100,185,216,"TRUE","TRUE",,,"spray_luminosity.png",,29,,,,,"WF_2020",
"spray_8bit_enchanted",,,"sc/ui.sc","spray_8bit_enchanted","Arcade","ArcadeHauntedHouse","COMMON",98,214,179,"TRUE","TRUE",,,"spray_8bit_enchanted.png",750,19,,,,,,
"spray_janet_enchanted",,,"sc/ui.sc","spray_janet_enchanted","JetpackGirl","JetpackGirlDarkFairy","COMMON",214,101,129,"TRUE","TRUE",,,"spray_janet_enchanted.png",750,19,,,,,,
"spray_chester_enchanted",,,"sc/ui.sc","spray_chester_enchanted","Jester","JesterWoodspirit","COMMON",218,75,52,"TRUE","TRUE",,,"spray_chester_enchanted.png",750,19,,,,,,
"spray_lou_enchanted",,,"sc/ui.sc","spray_lou_enchanted",,,"COMMON",220,215,210,"TRUE","TRUE",,,"spray_lou_enchanted.png",750,19,,,,,,
"spray_crow_phoenix",,,"sc/ui.sc","spray_crow_phoenix","Crow","CrowPheonix","COMMON",255,200,19,"TRUE","TRUE",,,"spray_crow_phoenix.png",750,19,,,,,,
"spray_meg_cursed",,,"sc/ui.sc","spray_meg_cursed","MechaDude","MechaDudePirate","COMMON",123,50,208,"TRUE","TRUE",,,"spray_meg_cursed.png",750,19,,,,,,
"spray_surge_cursed",,,"sc/ui.sc","spray_surge_cursed","PowerLeveler","PowerLevelerKraken","COMMON",255,122,72,"TRUE","TRUE",,,"spray_surge_cursed.png",750,19,,,,,,
"spray_bibi_cursed",,,"sc/ui.sc","spray_bibi_cursed","Baseball","BaseballPirate","COMMON",255,0,107,"TRUE","TRUE",,,"spray_bibi_cursed.png",750,19,,,,,,
"spray_griff_cursed",,,"sc/ui.sc","spray_griff_cursed","AssaultShotgun","AssaultShotgunTreasure","COMMON",255,1,68,"TRUE","TRUE",,,"spray_griff_cursed.png",750,19,,,,,,
"spray_floaty_donut",,,"sc/ui.sc","spray_floaty_donut",,,"COLLECTORS",190,74,213,"TRUE","TRUE",,,"spray_floaty_donut.png",,,,,,,,
"spray_doug",,,"sc/ui.sc","spray_doug","Reviver",,"COMMON",247,63,159,"TRUE",,,,"spray_doug.png",750,19,,,,,,
"spray_floaty_hotdog",,,"sc/ui.sc","spray_floaty_hotdgog",,,"COLLECTORS",250,154,62,"TRUE","TRUE",,,"spray_floaty_hotdog.png",,,,,,,,
"spray_floaty_palmtree",,,"sc/ui.sc","spray_floaty_palmtree",,,"COLLECTORS",76,212,81,"TRUE","TRUE",,,"spray_floaty_palmtree.png",,,,,,,,
"spray_floaty_flamingo",,,"sc/ui.sc","spray_floaty_flamingo",,,"COLLECTORS",248,141,187,"TRUE","TRUE",,,"spray_floaty_flamingo.png",,,,,,,,
"spray_cordelius",,,"sc/ui.sc","spray_cordelius","Duelist",,"COMMON",255,208,0,"TRUE",,,,"spray_cordelius.png",750,19,,,,,,
