"Name","ParentAreaEffectForSkin","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","TimeMs","Radius","Damage","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","DestroysEnvironment","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SlowStrength","FreezeTicks","IgnoreFadeout","ShouldShowEvenIfOutsideScreen","SameAreaEffectCanNotDamageMs","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SkinnedCustomValue","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType"
"MineExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","explosion_600","","","","","133","700","600","99","","","","Damage","","","","","","","","","","","","","true","","70","","","","","","","","","","","","","","","","","","","","","","",""
"SniperBombExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","explosion_600","","","","","133","700","600","99","","","","Damage","","","","","","","","","","","","","true","","70","","","","","","","","","","","","","","","","","","","","","","",""
"BlackHoleUltiExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","blackhole_ulti_damage","","","","","100","1400","450","","","700","","DelayedDamage","","","","","","","","","","","","","true","","50","","","","","","","","","","","","","","","","","","","","","","",""
"BlackHoleUltiSuck","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","blackhole_ulti_suck","","","","","235","700","1200","","","","","Pushback","","","","","","","","","","","","","","","-150","","","","","","","","","","","","","","","","","","","","","","",""
"Tara004UltiExplosion","BlackHoleUltiExplosion","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","tara_004_ulti_explosion","","","","","100","1400","450","","","700","","DelayedDamage","","","","","","","","","","","","","true","","50","","","","","","","","","","","","","","","","","","","","","","",""
"Tara004UltiSuck","BlackHoleUltiSuck","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","tara_004_ulti_suck","","","","","200","700","1200","","","","","Pushback","","","","","","","","","","","","","","","-150","","","","","","","","","","","","","","","","","","","","","","",""
"Tara005UltiSuck","BlackHoleUltiSuck","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","tara_005_ulti_suck","","","","","200","700","1200","","","","","Pushback","","","","","","","","","","","","","","","-150","","","","","","","","","","","","","","","","","","","","","","",""
"Tara006UltiSuck","BlackHoleUltiSuck","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","tara_006_ulti_suck","","","","","200","700","1200","","","","","Pushback","","","","","","","","","","","","","","","-150","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeTurretExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","penny_def_turret_explosion","","","","","100","700","450","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Penny005TurretExplosion","ArtilleryDudeTurretExplosion","","sc/effects.sc","","","","","GroundHigh","","","","penny_005_turret_explosion","","","","","100","700","450","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Penny006TurretExplosion","ArtilleryDudeTurretExplosion","","sc/effects.sc","","","","","GroundHigh","","","","penny_006_turret_explosion","","","","","100","700","450","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SelfDestructExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","explosion_artillery_dude_turret","","","","","100","700","450","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealWithAutoAttack","","","sc/effects.sc","","","","","GroundHigh","","","","","pam_def_starPower","","","","125","250","1000","-320","","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttack","","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_starPower","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackElec","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_007_dot","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackAngry","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_008_atk_area","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackHacker","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_009_dot","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackRangerRed","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_red","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackRangerBlue","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_blue","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackRangerYellow","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_yellow","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackRangerPink","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_pink","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackRangerBlack","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_010_dot_black","","","","","28","2900","300","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PowerupSpawn","","","sc/effects.sc","power_area_effect_blue","power_area_effect_blue","power_area_effect_blue","","GroundHigh","","","","powerup_indicator","","","","","40","5000","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"BossSpawn","","","sc/effects.sc","meteor_area_effect","meteor_area_effect","meteor_area_effect","","GroundHigh","","","","boss_warning","","","","","40","5000","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"EventExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","meteor_area_explosion","","","","","225","700","1200","2000","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"ExplosionSpawn","","","sc/effects.sc","meteor_area_effect","meteor_area_effect","meteor_area_effect","","Above","meteor_ball_animation","","","meteor_warning","","","","","126","2500","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"ClusterBombExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","","","","100","700","400","","","3","","BulletExplosion","","","","","","","","","4","ClusterMine","90","15","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombExplosion2","","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiExp_blue","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick002Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","","","","100","700","800","","","3","","BulletExplosion","","","","","","","","","6","Tick002Mine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick002Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiExp_blue","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick003Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_003_atk1_explode","","","","","100","700","800","","","3","","BulletExplosion","","","","","","","","","6","Tick003Mine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick003Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiExp_blue","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick004Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_004_atk1_explode","","","","","100","700","800","","","3","","BulletExplosion","","","","","","","","","6","Tick004Mine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick004Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_ultiExp_blue","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick005Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_005_atk1_explode","","","","","100","700","800","","","3","","BulletExplosion","","","","","","","","","6","Tick005Mine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick005Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_005_atk2_explode","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick006Explosion","ClusterBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_006_atk1_explode","","","","","100","700","800","","","3","","BulletExplosion","","","","","","","","","6","Tick006Mine","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick006Explosion2","ClusterBombExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","tick_006_atk2_explode","","","","","100","700","468","99","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tick006PetExplosion","ClusterBombPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_006_ulti_explode","","","","","133","700","600","99","","","","Damage","","","","","","","","","","","","","true","","120","","","","","","","","","","","","","","","","","","","","","","",""
"Sandy_def_ulti","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_def_ulti_loop","","","","","1000","9000","2000","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sandy_002_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_002_ulti_loop","","","","","1000","9000","2000","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sandy_003_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_003_ulti_loop","","","","","1000","9000","2000","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sandy_004_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_004_ulti_loop","","","","","1000","9000","2000","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sandy_005_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_005_ulti_loop","","","","","1000","9000","2000","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sandy_006_ulti","Sandy_def_ulti","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sandy_006_ulti_loop","","","","","1000","9000","2000","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EventHealing","","","sc/effects.sc","healing_mushroom_area_effect_02","healing_mushroom_area_effect_02","healing_mushroom_area_effect_02","","GroundHigh","","","","","mushroom_heal","","","","125","5000","1000","-1000","","","","Hot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HealingSpawn","","","sc/effects.sc","healing_mushroom_area_effect","healing_mushroom_area_effect","healing_mushroom_area_effect","","GroundHigh","","","","healing_spawn","","","","","125","2500","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","raidboss_rocket_explosion","","","","","185","700","1000","2000","","","","Damage","","","","","","","","","","","","","true","","150","250","","","","","","","","","","","","","","","","","","","","","",""
"RaidBossExplosionSpawn","","","sc/effects.sc","meteor_area_effect","meteor_area_effect","meteor_area_effect","","GroundHigh","","","","raidboss_rocket_warning","","","","","105","2000","800","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"RaidBossRocketBurn","","","sc/effects.sc","brock_ground_fire_red","brock_ground_fire_red","brock_ground_fire_red","","GroundHigh","","","","burning_ground_raid_boss","","","","","100","6900","1000","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"HeroSpawn","","","sc/effects.sc","hero_spawn_green","hero_spawn_blue","hero_spawn_red","","Above","","","","hero_spawn","","","","","35","2100","300","","","","","HeroSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AutoHeal","","","sc/effects.sc","heal_area_effect_blue","heal_area_effect_blue","heal_area_effect_red","","GroundHigh","","","","","heal_area_fx","","","","125","350","1000","-320","","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","",""
"RoboWarsBoxSpawn","","","sc/effects.sc","power_area_effect_blue","power_area_effect_blue","power_area_effect_blue","","GroundHigh","","","","","","","","","30","2500","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoboWarsBaseExplosion","","","sc/effects.sc","range400_blue","range400_blue","range400_red","","GroundHigh","","","","brock_def_explosion_blue","","","","","70","700","300","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RoboWarsBaseAreaIndicator","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","","","","","","650","600000","4000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombPetExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","","","","133","700","600","99","","","","Damage","","","","","","","","","","","","","true","","120","","","","","","","","","","","","","","","","","","","","","","",""
"BurnUlti","","","sc/effects_brawler.sc","fireball_ground","fireball_ground","fireball_ground_red","","GroundHigh","","","","barley_002_ulti","","","","","55","3900","600","","","","","Dot","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpikeExplosionLowHealth","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","100","700","300","","","6","","BulletExplosion","","","","","","","","CactusSpike","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoost","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","arcade_def_ulti_area_loop","","","","125","600000","1000","35","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoost_larger","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_areaBig_active","arcade_def_ulti_areaBig_loop","","","","188","600000","1500","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BurnMainAttackWater","BurnMainAttack","","sc/effects.sc","","","","","GroundHigh","","","","brock_004_starPower","","","","","28","2900","300","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyUltiArea","","","sc/effects_brawler.sc","emz_def_ulti_area","emz_def_ulti_area","emz_def_ulti_area_red","","GroundHigh","","","","emz_def_ulti","","","","","350","5000","1700","240","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"Emz_002_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_def_ulti_area","emz_def_ulti_area","emz_def_ulti_area_red","","GroundHigh","","","","emz_002_ulti","emz_002_ulti_balloons","","","","350","5000","1700","240","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"Emz_003_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_003_ulti_area","emz_003_ulti_area","emz_003_ulti_area_red","","GroundHigh","","","","emz_003_ulti","","","","","350","5000","1700","240","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"Emz_004_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_004_ulti_area","emz_004_ulti_area","emz_004_ulti_area_red","","GroundHigh","","","","emz_004_ulti","","","","","350","5000","1700","240","","","","Dot","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","",""
"Emz_005_Ulti","MummyUltiArea","","sc/effects_brawler.sc","emz_005_ulti_area","emz_005_ulti_area","emz_005_ulti_area_red","","GroundHigh","","","","emz_005_ulti","","","","","350","5000","1700","240","","","","Dot","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","",""
"SpeedyUltiArea","","","sc/effects_brawler.sc","max_def_ulti_area","max_def_ulti_area","max_def_ulti_area_red","","GroundHigh","","","","max_def_ulti_active","","","","","120","850","1200","300","","80","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Max003UltiArea","SpeedyUltiArea","","sc/effects_brawler.sc","max_def_ulti_area","max_def_ulti_area","max_def_ulti_area_red","","GroundHigh","","","","max_003_ulti_active","","","","","120","850","1200","300","","80","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Max004UltiArea","SpeedyUltiArea","","sc/effects_brawler.sc","max_004_ulti_area","max_004_ulti_area","max_004_ulti_area_red","","GroundHigh","","","","max_004_ulti_active","","","","","120","850","1200","300","","80","","SpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTFHomeBase","","","sc/effects_brawler.sc","area_mode_gift","area_mode_gift","area_mode_gift_red","","GroundHigh","","","","","mode_gift_aura","","","","250","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerUltiArea","","","sc/effects.sc","","","","","GroundHigh","","","","driller_def_ulti","","","","","290","1000","1500","","","","","Pushback","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","",""
"DrillerDamageArea","","","sc/effects.sc","","","","","GroundHigh","","","","driller_def_attack","","","","","100","300","1000","1240","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driller_002_atk","DrillerDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_002_atk","","","","","100","300","1000","1280","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driller_003_atk","DrillerDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_003_atk","","","","","100","300","1000","1280","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driller_003_ulti","DrillerUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_003_ulti","","","","","290","1000","1500","","","","","Pushback","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","",""
"Driller_004_atk","DrillerDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_004_atk","","","","","100","300","1000","1280","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driller_004_ulti","DrillerUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_004_ulti","","","","","290","1000","1500","","","","","Pushback","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","",""
"Driller_005_atk","DrillerDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_005_atk","","","","","100","300","1000","1280","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driller_005_ulti","DrillerUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_005_ulti","","","","","290","1000","1500","","","","","Pushback","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","",""
"Driller_006_atk","DrillerDamageArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_006_atk","","","","","100","300","1000","1280","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Driller_006_ulti","DrillerUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","driller_006_ulti","","","","","290","1000","1500","","","","","Pushback","","","","","","","","","","","","","","","-150","","400","","","","","","","","","","","","","","","","","","","","",""
"KingOfHillArea","","","sc/effects_brawler.sc","area_mode_koh","area_mode_koh","area_mode_koh","area_mode_koh","GroundHigh","","","","","","","","","180","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"KingOfHillAreaCapture","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_koh_capturing","","true","","","100","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"KingOfHillAreaGauge","","","sc/effects_brawler.sc","area_mode_koh_captureGauge","area_mode_koh_captureGauge","area_mode_koh_captureGauge_red","","GroundHigh","","","","","","","4","","180","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"KingOfHillAreaComplete","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_koh_captured","mode_koh_complete","","","","100","600000","1000","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","",""
"Arcade002Ulti","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","arcade_002_ulti_area_loop","","","","125","600000","1000","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade002Ulti_larger","DamageBoost_larger","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_areaBig_active","arcade_002_ulti_areaBig_loop","","","","188","600000","1500","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade003Ulti","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","arcade_003_ulti_area_loop","","","","125","600000","1000","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade003Ulti_larger","DamageBoost_larger","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_areaBig_active","arcade_003_ulti_areaBig_loop","","","","188","600000","1500","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade004Ulti","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","arcade_004_ulti_area_loop","","","","125","600000","1000","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade004Ulti_larger","DamageBoost_larger","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_areaBig_active","arcade_004_ulti_areaBig_loop","","","","188","600000","1500","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade005Ulti","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","arcade_005_ulti_area_loop","","","","125","600000","1000","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Arcade005Ulti_larger","DamageBoost_larger","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_areaBig_active","arcade_005_ulti_areaBig_loop","","","","188","600000","1500","50","1","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyUltiArea","","","sc/effects.sc","","","","","GroundHigh","","","","sprout_def_ulti_explosion","","","","","170","500","400","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"WallyExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sprout_def_atk2_explosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"WallyOverchargedUltiArea","","","sc/effects.sc","","","","","GroundHigh","","","","sprout_overcharged_ulti_explosion","","","","","170","500","400","800","","1","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WallyOverchargedUltiWallDamageArea","","","1","","","","",""
"WallyOverchargedUltiWallDamageArea","","","sc/effects.sc","","","","","GroundHigh","","","","","","","","","50","10000","400","500","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_002_atk","WallyExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sprout_002_atk2_explosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_002_ulti","WallyUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","sprout_002_ulti_explosion","","","","","170","500","400","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","",""
"Sprout_003_atk","WallyExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sprout_003_atk_explosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_003_ulti","WallyUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","sprout_003_ulti_explosion","","","","","170","500","400","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","",""
"Sprout_003_chroma_ulti","WallyUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","sprout_003_ulti_explosion_chroma","","","","","170","500","400","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","",""
"Sprout_003_sp1","WallyExplosionBig","","sc/effects.sc","","","","","GroundHigh","","","","sprout_003_sp1_explosion","","","","","200","700","750","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_004_atk","WallyExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sprout_004_atk_explosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_004_ulti","WallyUltiArea","","sc/effects.sc","","","","","GroundHigh","","","","sprout_004_ulti_explosion","","","","","170","500","400","800","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","",""
"Sprout_004_sp","WallyExplosionBig","","sc/effects.sc","","","","","GroundHigh","","","","sprout_004_sp_explosion","","","","","200","700","750","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_005_atk","WallyExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","sprout_005_atk2_explosion","","","","","100","700","600","","","","","Damage","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","",""
