"TID","MS"
"TID_HERO_INFO_DYNAMIC_RARITY_INFO_TEASER","Kenadiran Brawler KROMATIK menurun selepas setiap Musim Brawl Pass. Ia bermula daripada LEGENDA, kemudian menurun kepada MITOS dan akhirnya EPIK.\n\n<BRAWLER> akan tiba pada musim <SEASON>."
"TID_HERO_INFO_BUY_ITEM","BELI"
"TID_HERO_INFO_BUY_ITEM_FREE","PERCUMA"
"TID_HERO_INFO_BUY_MISSING1","ANDA PERLUKAN <MISSINGCOINS> SYILING LAGI"
"TID_HERO_INFO_BUY_MISSING2","Beli syiling yang tiada sekarang?"
"TID_HERO_INFO_BUY_MISSING_GEMS_ONLY","MEMERLUKAN <MISSINGGEMS> PERMATA LAGI"
"TID_CONFIRM_PURCHASE_POPOVER","SAHKAN PEMBELIAN"
"TID_HERO_INFO_SEE_OFFERS","DAPATKAN PERMATA"
"TID_HERO_INFO_UNLOCK_GADGETS","BUKA ALAT"
"TID_HERO_INFO_UNLOCK_STARPOWERS","BUKA KUASA BINTANG"
"TID_CONFIRM_GADGET_DIRECT_PURCHASE_TITLE","SAHKAN PEMBELIAN"
"TID_CONFIRM_STAR_POWER_DIRECT_PURCHASE_TITLE","SAHKAN PEMBELIAN"
"TID_CONFIRM_GEAR_DIRECT_PURCHASE_TITLE","SAHKAN PEMBELIAN"
"TID_DIRECT_PURCHASE_GEM_PACKS_TITLE","DAPATKAN LEBIH BANYAK PERMATA"
"TID_DIRECT_PURCHASE_GEM_PACKS_DESC","Dapatkan <cC5F724><REQUIREDGEMS> permata lagi</c> untuk beli syiling yang tiada"
"TID_DIRECT_PURCHASE_GEM_PACKS_ALL_BUTTON","PEK PERMATA SEPENUHNYA"
"TID_DIRECT_PURCHASE_GEM_PACKS_RECOMMENDED_TAG","DISYORKAN"
"TID_MATCHMAKE_FAILED_5","Pemadanan gagal: Acara telah tamat tempoh"
"TID_MATCHMAKE_FAILED_7","Pemadanan gagal: Ahli pasukan putus sambungan"
"TID_MATCHMAKE_FAILED_9","Pemadanan gagal: Penyelenggaraan akan bermula"
"TID_MATCHMAKE_FAILED_11","Pemadanan gagal: Ahli pasukan meninggalkan pemadanan"
"TID_MATCHMAKE_FAILED_12","Pemadanan gagal: Anda sudah mengalahkan bos terakhir"
"TID_MATCHMAKE_FAILED_14","ARENA BINTANG hanya boleh dimainkan dengan Brawler yang ada Kuasa Bintang"
"TID_MATCHMAKE_FAILED_15","Anda telah kehabisan permainan ARENA BINTANG hari ini"
"TID_MATCHMAKE_FAILED_19","Brawler terpilih telah dikecualikan daripada ARENA BINTANG dan Cabaran musim ini"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Pasukan Biru akan menang dalam:"
"TID_ENEMY_TEAM_WINNING","Pasukan Merah akan menang dalam:"
"TID_OWN_TEAM","PASUKAN BIRU"
"TID_ENEMY_TEAM","PASUKAN MERAH"
"TID_COUNTDOWN","KIRA DETIK"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLER"
"TID_HERO_LIST_DO_GATCHA","Buka Kotak Brawl"
"TID_HERO_TIME_UNTIL_RELEASE","Tiba dalam <TIME>"
"TID_HERO_LIST_COMING_UP","Semak butiran selepas Brawler telah dikeluarkan"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Tiba dalam <TIME>"
"TID_SKIN_INFO_","Kulit ganjaran Supercell ID"
"TID_SKIN_INFO_1","PELOPOR\nAKAUN DICIPTA SEBELUM 2019"
"TID_SKIN_INFO_2","SUPERCELL ID"
"TID_SKIN_INFO_3_TEASER","Akan datang..."
"TID_SKIN_INFO_3_AVAILABLE","\nBoleh dibeli dalam masa yang terhad"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nTidak boleh dibeli pada masa ini"
"TID_SKIN_INFO_3_HERO_NEEDED","\nBuka Brawler terlebih dahulu untuk membeli kulit ini"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Raikan Cuti Brawler dengan kulit perayaan ini!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Kulit Cuti Brawler"
"TID_SKIN_INFO_CAMPAIGN_BRAWLIDAYS_2018","ULANG TAHUN 2018"
"TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE","Raikan Halloween dengan kulit perayaan ini!"
"TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE","Kulit Brawl-o-ween"
"TID_SKIN_INFO_LEGENDARY","Kulit Bintang"
"TID_SKIN_INFO_CLUB_LEAGUE","SIRI KELAB"
"TID_LEGENDARY_TROPHIES","Mata Bintang"
"TID_SKIN_REWARD_TITLE_1","GANJARAN KULIT"
"TID_SKIN_REWARD_INFO_1","Anda telah membuka kulit baharu! Terima kasih kerana bermain Brawl Stars pada tahun 2018."
"TID_SKIN_REWARD_TITLE_2","GANJARAN KULIT"
"TID_SKIN_REWARD_INFO_2","Anda telah membuka kulit baharu sebagai ganjaran dengan menyambungkan akaun anda ke Supercell ID"
"TID_SKIN_REWARD_OK","TUNTUT"
"TID_HERO_REWARD_TITLE_1","MESEJ DARIPADA SOKONGAN"
"TID_HERO_REWARD_INFO_1","Sokongan Brawl Stars telah memberi Brawler baharu kepada anda."
"TID_SKIN_REWARD_TITLE_0","MESEJ DARIPADA SOKONGAN"
"TID_SKIN_REWARD_INFO_0","Sokongan Brawl Stars telah memberi kulit baharu kepada anda."
"TID_SKIN_REWARD_TITLE_3","MESEJ DARIPADA SOKONGAN"
"TID_SKIN_REWARD_INFO_3","Sokongan Brawl Stars telah memberi kulit baharu kepada anda."
"TID_REWARD_TITLE","MESEJ DARIPADA SOKONGAN"
"TID_REWARD_INFO","Anda mempunyai pemberian tertangguh daripada Sokongan Brawl Stars"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> Token Bintang dituntut"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> Token dituntut"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> Mata Bintang dituntut"
"TID_REWARD_OK","TUNTUTAN"
"TID_HERO_REWARD_OK","TUNTUTAN"
"TID_RANK_POPUP_TITLE","JALAN TROFI"
"TID_RANK_POPUP_NEXT_GOAL","SETERUSNYA"
"TID_RANK_POPUP_COLLECT","KUMPUL"
"TID_RANK_POPUP_SEASON_END_REWARD","Ganjaran Liga Trofi"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>GANJARAN LIGA TROFI ANDA</c>"
"TID_RANK_POPUP_TOTAL_INFO","Raih trofi untuk membuka ganjaran dan mencapai liga baharu! Jumlah trofi ialah kombinasi semua trofi individu brawler anda."
"TID_RANK_POPUP_SEASON_END_TITLE","KOTAK BUKA:"
"TID_RANK_POPUP_SEASON_END_INFO","Apabila Liga Trofi tamat, 10 brawler teratas yang memiliki lebih daripada <DECAYSTART> trofi akan hilang sebilangan trofi mereka. Trofi ini akan diberi pampasan dengan bling yang anda boleh gunakan untuk membeli item kosmetik."
"TID_RANK_POPUP_HILITE_CAPTION_3","BUKA: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_4","BUKA: <SKIN>"
"TID_RANK_POPUP_HILITE_CAPTION_13","ACARA BAHARU: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","KOTAK MEGA"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ACARA PASUKAN"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","ACARA HARIAN"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","ACARA ISTIMEWA"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_1","Ganjaran Bling Liga Trofi"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_2","Ganjaran Berasaskan Kedudukan"
"TID_RANK_INFO_POPUP_SEASON_REWARDS_3","Ganjaran Berasaskan Mata"
"TID_RANK_INFO_POPUP_POINTS_LABEL_1","Trofi"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","Ganjaran Bling"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","Trofi selepas Liga Trofi tamat"
"TID_RANK_INFO_POPUP_SEASON_REWARD_ENTRY","<START> - <END>"
"TID_DAILY_COINS_COLLECTED","Telah Dikumpul"
"TID_TEAM_BATTLE","CIPTA"
"TID_TEAM_UNREADY","belum bersedia"
"TID_TEAM_WAITING_WHILE_READY","Anda dah bersedia!\nSedang menunggu yang lain."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> Brawler <NAME></c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Hebat!"
"TID_GATCHA_SCREEN_TAP","Ketik! Ketik!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","TIKET ACARA"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Aktif selama <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Bermula dalam <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","GANDAAN XP"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Dapatkan dua kali ganda Token anda perolehi dari pertempuran!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","SYILING"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Guna syiling untuk naik taraf Brawler anda."
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","PERMATA"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Guna permata untuk beli kotak, kulit dan benda-benda lain dari kedai."
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","MATA KUASA"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Naik taraf dibuka!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Naik Taraf tersedia!"
"TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_52","PIN"
"TID_GATCHA_SCREEN_VANITY_ITEM_DROP_DESC_52","Luahkan diri anda dengan pin yang boleh dikumpul!"
"TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_68","SEMBURAN"
"TID_GATCHA_SCREEN_VANITY_ITEM_DROP_DESC_68","Meluahkan diri dengan semburan yang boleh dikumpul!"
"TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_76","GELARAN PEMAIN BAHARU"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_GATCHA_SCREEN_STAR_POINT_DROP_TITLE","MATA BINTANG"
"TID_GATCHA_SCREEN_STAR_POINT_DROP_DESC","Guna mata bintang untuk beli item istimewa dari kedai"
"TID_GATCHA_SCREEN_RECRUIT_TOKEN_DROP_TITLE","KREDIT"
"TID_GATCHA_SCREEN_RECRUIT_TOKEN_DROP_DESC","Kredit membuka lebih banyak brawler!"
"TID_GATCHA_SCREEN_CHROMATIC_TOKEN_DROP_TITLE","KREDIT KROMA"
"TID_GATCHA_SCREEN_CHROMATIC_TOKEN_DROP_DESC","Guna kredit kroma untuk membeli Brawler Kromatik."
"TID_NAVI_BLOCKED_1","Anda tidak boleh tukar halaman selepas bersiap sedia!"
"TID_LEG_TRO_MIG_INFO_SHORT","<AMOUNT> <cff00ff>Mata Bintang</c> diperoleh!"
"TID_BUTTON_CLAIM","TUNTUT"
"TID_LEG_TRO_MIG_POPUP_TITLE","Memperkenalkan <cff00ff>Mata Bintang</c>"
"TID_LEG_TRO_MIG_INFO","Baharu dalam Brawl Stars: Mata Bintang! Anda boleh mendapat Mata Bintang dengan mengumpul 500 trofi dan ke atas untuk Brawler anda. Pada penghujung musim, sebilangan trofi di atas 500 akan ditukar kepada Mata Bintang.\n\nAnda juga boleh mendapat Mata Bintang dengan menaikkan kedudukan Brawler anda. Anda menerima <AMOUNT> Mata Bintang daripada Brawler yang telah naik kedudukan sebelum ini!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> sedang menunggu yang lain"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> belum bersedia untuk berlawan"
"TID_TEAM_MEMBER_INFO_SELF_READY","Tidak boleh tukar Brawler dalam keadaan bersedia!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Tidak boleh tukar acara dalam keadaan bersedia!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Tidak boleh tukar ini dalam keadaan bersedia!"
"TID_TEAM_GATCHA_BLOCKED","Tidak boleh buka kotak dalam keadaan bersedia!"
"TID_TEAM_NO_MEMBER_INFO","Jemputan pasukan tersedia untuk pencipta sahaja"
"TID_TEAM_INFO_TEAM_CODE","Kongsi kod ini dengan rakan dan jemput mereka untuk sertai pasukan anda!\n\nKetik sekali lagi untuk salin ke papan keratan."
"TID_FREEZER","beku"
"TID_GAME_OVER","Pertempuran tamat"
"TID_LEVEL","tahap<LVL>"
"TID_PLAYERS_IN_MM","Ada pemain sedang mencari pemadanan!"
"TID_ONLINE_INFO","Pemain dalam talian: <ONLINE> mencari pemadanan: <MATCHMAKE> dalam pertempuran:<BATTLES>"
"TID_INPUT_NAME","Masukkan nama anda di sini"
"TID_LEADERBOARD_YOUR_SCORE","Skor anda"
"TID_LEADERBOARD_YOUR_RANK","Tahap anda"
"TID_LEADERBOARD_HIGHEST_SCORE","Kedudukan tertinggi anda"
"TID_LEADERBOARD_LOCAL","TEMPATAN (<COUNTRY>)"
"TID_REGION_0","GLOBAL"
"TID_REGION_1","ASIA"
"TID_SET_REGION_RESULT_0","Berjaya tukar wilayah ke <REGION>"
"TID_SET_REGION_RESULT_1","Gagal tukar wilayah: tidak boleh tukar wilayah ketika di dalam kelab"
"TID_SET_REGION_RESULT_2","Gagal tukar wilayah: tidak boleh tukar wilayah ketika di dalam pasukan"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Rampasan Permata"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Rampas dan simpan 10 permata!"
"TID_BATTLE_END_MY_TEAM","Pasukan Anda"
"TID_BATTLE_END_ENEMY_TEAM","Pasukan Musuh"
"TID_BACK","KEMBALI"
"TID_NOT_ENOUGH_GOLD","Tidak cukup syiling! Kumpul lagi dari Jalan Trofi dan Brawl Pass"
"TID_UNLOCK_SKIN_ERROR_1","Tidak cukup permata."
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_BOT_10","Bot 10"
"TID_BOT_11","Bot 11"
"TID_CRAFT_HERO_TITLE","Beli Brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Beli"
"TID_UNLOCK_SKIN_TITLE","Beli kulit"
"TID_SKIN_COMING_SOON","Kulit belum tersedia"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Beli"
"TID_HERO_LIST_TOTAL_TROPHIES","Jumlah trofi"
"TID_TOP_TOOL_TIP_TOKENS","<c00ccff>Token</c> digunakan untuk membuka ganjaran Brawl Pass.\n\nKumpul token daripada misi, acara baharu dan pertempuran."
"TID_TOP_TOOL_TIP_GEMS","<c0ed12d>Permata</c> digunakan untuk membeli brawler, kulit dan benda-benda lain dari kedai.\n\nDapatkan permata daripada ganjaran Brawl Pass atau beli dari kedai dengan wang sebenar."
"TID_TOP_TOOL_TIP_COINS","<cff8E1b>Syiling</c> digunakan untuk tingkatkan brawler anda.\n\nMenemukan syiling di Jalan Trofi, Brawl Pass, ganjaran Starr dan sebagai ganjaran dari misi dan cabaran."
"TID_TOP_TOOL_TIP_STAR_POINTS","<cff00ff>Mata bintang</c> digunakan untuk membeli item eksklusif dari kedai.\n\nDapatkan mata bintang dari Liga Trofi atau apabila brawler mencapai pangkat 10 dan setiap lima pangkat selepas itu!"
"TID_TOP_TOOL_TIP_CLUB_TICKETS","<cff0000>Tiket</c> digunakan untuk bermain Acara Liga Kelab."
"TID_TOP_TOOL_TIP_CLUB_COINS","<cff0000>Syiling kelab</c> digunakan untuk membeli item eksklusif dari Kedai Kelab.\n\nMenyertai permainan kelab untuk memperoleh syiling kelab!"
"TID_TOP_TOOL_TIP_CHROMATIC_COINS","<cF88F25>Kredit kroma</c> digunakan untuk membuka Brawler Kromatik.\n\nKumpul kredit kroma dari Brawl Pass, Jalan Trofi, ganjaran Starr dan sebagai ganjaran dari misi dan cabaran.\n\nMaksimum: <cFF0000><MAX></c><EXTRAINFO>"
"TID_TOP_TOOL_TIP_CHROMATIC_COINS_EXTRAINFO_MAX_REACHED","\n\n<cFF0000>Anda telah mencapai had maksimum. Guna kredit kroma sebelum mengumpul lagi.</c>"
"TID_GAME_MODE_0","REBUT PERMATA"
"TID_GAME_MODE_0_DESC","Kumpul permata yang muncul dari lombong permata di tengah-tengah peta. Atau ambilnya daripada pihak lawan yang tumbang! Pegang sepuluh Permata sepanjang tempoh pengiraan detik untuk menang permainan!"
"TID_GAME_MODE_2","ROMPAKAN"
"TID_GAME_MODE_2_DESC","Lindungi peti keselamatan pasukan anda yang berharga sambil cuba memecahkan peti keselamatan pasukan musuh! Pasukan pertama yang memecah buka peti keselamatan musuh akan menang.\n\nJika masa tamat, pasukan yang menyebabkan lebih banyak kerosakan kepada peti keselamatan pasukan musuh akan menang."
"TID_GAME_MODE_3","BURUAN"
"TID_GAME_MODE_3_DESC","Kumpul bintang untuk pasukan anda dengan mengalahkan pemain pasukan musuh. Setiap kali anda mengalahkan seorang musuh, satu bintang akan bertambah di atas kepala anda sehingga mencapai tujuh bintang. Jangan serahkannya kepada musuh!\n\nPasukan yang mengumpul 20 bintang dahulu atau mempunyai lebih banyak bintang apabila masa tamat akan menang. Jika seri, pasukan yang memegang bintang biru akan menang."
"TID_GAME_MODE_6","SHOWDOWN SOLO"
"TID_GAME_MODE_6_COMBINED","SHOWDOWN"
"TID_GAME_MODE_6_DESC","Tewaskan sembilan yang lain untuk menjadi pemenang terakhir, tak kira apa cara sekalipun, sebab anda hanya ada satu nyawa."
"TID_GAME_MODE_6_DESC_COMBINED","Tewaskan sembilan yang lain untuk menjadi pemenang terakhir. Main seorang diri atau dalam pasukan dua orang."
"TID_GAME_MODE_5","BOLA BRAWL"
"TID_GAME_MODE_5_DESC","Bawa bola ke pintu gol pihak lawan untuk mendapat mata! Pertempuran tamat apabila satu pasukan menjaringkan dua gol, atau apabila masa tamat."
"TID_GAME_MODE_3_OG","PENGHAPUSAN"
"TID_GAME_MODE_3_OG_DESC","Kumpul bintang untuk pasukan anda dengan mengalahkan pemain di pasukan musuh. Setiap kali anda mengalahkan seorang musuh, satu bintang akan bertambah di atas kepala anda, sehingga mencapai tujuh bintang. Jangan berikannya kepada musuh!\n\nPasukan yang mempunyai lebih banyak bintang apabila masa tamat akan menang."
"TID_GAME_MODE_11","PERANG ROH"
"TID_GAME_MODE_11_DESC","Musnahkan turet musuh! Malaikat dan Syaitan datang melalui portal dengan tujuan untuk berperang! Kumpul Azimat untuk menyeru Roh ke medan perang. Azimat muncul secara rawak di tengah peta. Rebut Azimat dan pegang beberapa saat untuk aktifkannya.\n\nSetiap pertempuran ada tiga pertempuran, dansehingga 10 Roh akan diseru, menyamai bilangan Azimat yang anda ada. Kekuatan Roh akan meningkat selepas setiap pertempuran.\nJaga-jaga! Jangan terlalu dekat dengan turet musuh tanpa bantuan Roh!"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Token Bintang"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Naik peringkat"
"TID_BATTLE_END_GAIN_LABEL_DOUBLERS","Pengganda"
"TID_BATTLE_END_GAIN_LABEL_TEAMUP","Permainan berpasukan"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Naik tahap"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Kemenangan"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Kalah"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Seri"
"TID_BATTLE_END_GAIN_LABEL_MVP","Pemain Terbaik"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Skor peringkat"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Baki gandaan:"
"TID_BATTLE_END_COIN_REWARDS","XP BRAWL PASS"
"TID_BATTLE_END_MVP","TERBAIK"
"TID_BATTLE_END_DEFEAT_INFO","Berusahalah lagi!"
"TID_TUTORIAL_1","Hai, saya Shelly! Jom kumpul semua <c50d050>KIUB KUASA</c> ini!"
"TID_TUTORIAL_2","Kumpul semua!"
"TID_TUTORIAL_3","Target robot! <ccc0033>SERET</c> <ccc0033>KAWALAN MERAH</c> dengan ibu jari kanan anda untuk menyasarkan tembakan anda dan lepaskan untuk menembak. Musnahkan semua robot tu!"
"TID_TUTORIAL_GOOD_JOB_1","Bagus - saya dapat rasa kuasanya!"
"TID_TUTORIAL_5","Ketik <ccc0033>KAWALAN MERAH</c> untuk menembak musuh terdekat. Musnahkan mereka semua!"
"TID_TUTORIAL_6","Sekarang, gunakan Super untuk menembak BOS di sebalik tembok! <cff9900>SERET</c> <cff9900>KAWALAN KUNING</c> untuk menyasar, kemudian lepaskan untuk menembak!"
"TID_TUTORIAL_555","Bagus tu. Teruskan!"
"TID_TUTORIAL_7","Bagus! Kita dah kumpul <c50d050>KIUB KUASA</c>, jom keluar dari sini!"
"TID_TUTORIAL_8","Super anda akan dicas setiap kali musuh anda terkena tembakan. Guna <cff9900>KAWALAN KUNING</c> untuk serang musuh dengan Super anda!"
"TID_TUTORIAL_9","Wah, anda memang Brawler berbakat!\n\nJom habiskan mereka!"
"TID_TUTORIAL_10","Setiap serangan yang mengenai target akan mengecas meter serangan Super. Super saya dah sedia digunakan! Ketik butang Super!"
"TID_TUTORIAL_11","<cff6633>Bar warna oren</c> menunjukkan peluru anda. Saya akan isi semula secepat mungkin!"
"TID_FIGHT_TUTORIAL","MAIN"
"TID_HERO_SCORE_INFO","Kumpul trofi untuk brawler ini dengan memenangi permainan menentang pemain lain.\n\nCapai <PROGRESS> trofi untuk mencapai peringkat trofi seterusnya"
"TID_HERO_SCORE_INFO_MAXED","Peringkat trofi maksimum dicapai! Kemenangan kini memberikan trofi musim."
"TID_HERO_SCORE_INFO_COMPACT","Capai <PROGRESS> trofi untuk mencapai peringkat trofi seterusnya"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","MENANG SATU PERTEMPURAN LATIHAN UNTUK BUKA SELURUH PERMAINAN"
"TID_SOCIAL_TAB_CLANS","KELAB"
"TID_SOCIAL_TAB_FRIENDS","RAKAN"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>berlawan</c> selama<TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>skrin tamat pertempuran</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>menonton</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>berlatih</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>pemadanan</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>dalam pasukan</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>dalam pasukan</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>dalam pasukan</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>berlawan</c>"
"TID_FRIEND_STATUS_MENUS","dalam menu"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","MEMBENTUK PASUKAN!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","PEMAIN DALAM TALIAN"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Tiada rakan atau ahli kelab dalam talian"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Tiada rakan atau ahli kelab yang boleh dijemput. Adakah anda bermain dengan seseorang yang hebat baru-baru ni? Tambah mereka sebagai rakan!"
"TID_CLAN_CREATE_BUTTON","CIPTA"
"TID_CLAN_SAVE_BUTTON","SIMPAN"
"TID_CLAN_CREATE_TITLE","CIPTA KELAB BAHARU"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Dalam talian:\n<cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","< 1j lalu"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Dalam talian:\n<cf7f7f7><HOURS>j lalu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Dalam talian:\n<cf7f7f7><DAYS>h lalu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Dalam talian:\n<cf7f7f7>> 1 bulan lalu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>DALAM PERTEMPURAN</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>MENCARI PADANAN</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>MENONTON</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>BERLATIH</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_PENDING_KICK","Menunggu dikeluarkan sehingga acara Kelab semasa tamat"
"TID_CLAN_MEMBER_ONLINE_STATUS_PENDING_LEAVE","Menunggu keluar sehingga acara Kelab semasa tamat"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> ahli dalam talian"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> ahli dalam talian"
"TID_ALLIANCE_TYPE_OPEN","Buka"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Jemput sahaja"
"TID_ALLIANCE_TYPE_CLOSED","Tutup"
"TID_CLAN_SEARCH_TITLE","MENCARI KELAB"
"TID_CLAN_INTRO_AD_TITLE","SEDANG MENCARI KELAB?"
"TID_CLAN_INTRO_AD_DESC","Sertai kelab untuk bermain bersama rakan kelab anda!"
"TID_CLAN_INTRO_AD_TITLE_IN_CLAN","CARI KELAB LAIN"
"TID_CLAN_INTRO_AD_DESC_IN_CLAN","Mari lihat kelab yang lain"
"TID_CLAN_INTRO_CREATE_GO","CIPTA KELAB"
"TID_CLAN_INTRO_SEARCH_GO","MENCARI KELAB"
"TID_CLAN_INTRO_REFRESH","MUAT SEMULA"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Kelab ini memerlukan <REQ> trofi untuk sertai. Anda hanya ada <SCORE> trofi."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Kelab ini terbatas"
