"TID","MS"
"TID_BANKHEIST_23","Suak Bandit"
"TID_BANKHEIST_24","Lautan Bergelora"
"TID_BANKHEIST_25","Untung Besar"
"TID_BANKHEIST_26","Pencurian Berstrategi"
"TID_WANTED_18","Arus Memulas"
"TID_WANTED_19","Isyarat Semafor"
"TID_WANTED_20","Penemuan Daratan"
"TID_WANTED_21","Reaksi Berantai"
"TID_WANTED_22","Khayalan"
"TID_WANTED_23","Merempuh Kebahayaan"
"TID_WANTED_24","Impak Ringan"
"TID_WANTED_25","Meriam Hangat"
"TID_WANTED_26","Jalan Keluar"
"TID_BATTLE_ROYALE_34","Pusat Keselamatan"
"TID_BATTLE_ROYALE_35","Ngarai Bulat"
"TID_BATTLE_ROYALE_36","Parti Kaktus"
"TID_BATTLE_ROYALE_37","Teras Memerai"
"TID_BATTLE_ROYALE_38","Pencarian Harta Karun"
"TID_BATTLE_ROYALE_39","Perubahan Arah"
"TID_BATTLE_ROYALE_40","Blok Batu-Bata"
"TID_BATTLE_ROYALE_41","Sudut Pandang"
"TID_BATTLE_ROYALE_42","Rempuhan Balistik"
"TID_BATTLE_ROYALE_43","Kubu Kuat"
"TID_RICO_CLASSIC_SKIN","RICO KLASIK"
"TID_RICO_CLASSIC_SKIN_SHOP","RICO\nKLASIK"
"TID_RICO_BETA_SKIN","RICOCHET"
"TID_RICO_BETA_SKIN_SHOP","RICOCHET"
"TID_COLT_CORSAIR_SKIN","COLT LANUN"
"TID_COLT_CORSAIR_SKIN_SHOP","COLT\nLANUN"
"TID_CARL_CAPTAIN_SKIN","KAPTEN CARL"
"TID_CARL_CAPTAIN_SKIN_SHOP","KAPTEN\nCARL"
"TID_POCO_PIRATE_SKIN","POCO LANUN"
"TID_POCO_PIRATE_SKIN_SHOP","POCO\nLANUN"
"TID_BEA_LADYBUG_SKIN","BEA KUMBANG KURA-KURA"
"TID_BEA_LADYBUG_SKIN_SHOP","BEA\nKUMBANG KURA-KURA"
"TID_MAX_BLUE_SKIN","GT MAX"
"TID_MAX_BLUE_SKIN_SHOP","GT MAX"
"TID_CTF_3","Hadiah Berharga"
"TID_CTF_4","Rompakan Hari Cuti"
"TID_CTF_5","Percutian Gembira"
"TID_CTF_6","Penyumbat Sarung Kaki"
"TID_CTF_7","Bunian Nakal"
"TID_CTF_8","Hadiah Terbaik"
"TID_STAT_DAMAGE_PER_DRONE","Kerosakan setiap lebah"
"TID_GOLDRUSH_46","Dua Ribu Tasik"
"TID_EVENT_MODIFIER_11","SENGET"
"TID_EVENT_MODIFIER_DESC_11","Lantai menyenget, membuat pergerakan lebih cepat atau perlahan bergantung pada arah pergerakan anda!"
"TID_QUICK_MESSAGE_ASK_BRAWLER_SPLIT","Pilih brawler mana ya?"
"TID_QUICK_MESSAGE_ASK_MODE_SPLIT","Apakah acara yang patut kita main?"
"TID_DRILLER","JACKY"
"TID_GAME_MODE_17","ZON PANAS"
"TID_KING_OF_HILL_1","Satu Zon"
"TID_KING_OF_HILL_2","Dua Zon"
"TID_GAME_MODE_17_DESC","Tawan Zon Panas untuk menang!\n\nKekal di dalam Zon Panas untuk dapatkan setiap mata. Pasukan pertama yang berjaya dapat semua mata dalam peta akan menang! Kedua-dua pasukan boleh menawan Zon Panas pada masa yang sama, jadi pastikan pasukan musuh di luar zon. Jika masa tamat, pasukan dengan peratusan penawanan zon tertinggi akan menang."
"TID_KING_OF_HILL_INTRO_TEXT","Tawan semua Zon Panas!"
"TID_IAP_LNY2020","BRAWL TAHUN BAHARU CINA"
"TID_IAP_TGS2020","TAWARAN"
"TID_IAP_VD2020","SELAMAT HARI KEKASIH!"
"TID_IAP_MAR2020","MENGALU-ALUKAN BULAN MAC!"
"TID_SPAWNER_DUDE_SHORT_DESC","Gunakan porter untuk mengawal peta."
"TID_SPAWNER_DUDE_DESC","Encik P bercita-cita tinggi hendak menguruskan sebuah hotel. Dia selalu menjerit dan mengesa pekerjanya bekerja lebih cepat, seolah-olah mereka memahami dia!"
"TID_SPAWNER_DUDE_WEAPON","NI BEG KAU, ENCIK!"
"TID_SPAWNER_DUDE_WEAPON_DESC","Mr. P melempar beg berat dengan marah. Apabila terkena halangan atau mencapai jarak maksimum, beg itu akan melantun dan mendarat dengan kuat, melakukan kerosakan kawasan."
"TID_SPAWNER_DUDE_ULTI","PORTER KALIAN, SERANG!"
"TID_SPAWNER_DUDE_ULTI_DESC","Mr. P mengeluarkan pangkalan utama untuk porter robotnya. Dia memprogramkan semula robot berkepala penguin kecil ini untuk serang dan kacau pihak lawan (dan tetamu susah dikawal)."
"TID_SPEC_ABI_SPAWNER_DUDE_1","KENDALI DENGAN CERMAT"
"TID_SPEC_ABI_SPAWNER_DUDE_1_DESC","Setiap <c00cc00><VALUE1></c> saat, kerosakan letupan beg penuh Mr. P yang seterusnya akan meningkat sebanyak <c00cc00><VALUE2>%</c>."
"TID_SPEC_ABI_SPAWNER_DUDE_2","PINTU PUTAR"
"TID_SPEC_ABI_SPAWNER_DUDE_2_DESC","Semua porter robot dari pangkalan utama kini mempunyai <c00cc00><VALUE1>%</c> nilai nyawa tambahan dan melakukan <c00cc00><VALUE2>%</c> kerosakan lebih tinggi."
"TID_SPAWNER_DUDE_OVERCHARGE","PORTER SUPER, BERKUMPUL!"
"TID_SPAWNER_DUDE_OVERCHARGE_DESC","Pangkalan rumah Mr. P kini mewujudkan porter yang lebih kuat dan dia boleh ada dua ‘Porter Super' yang aktif pada masa yang sama."
"TID_HINT_GET_TO_ZONE","Masuk ke dalam Zon Panas!"
"TID_HERO_INFO_TITLE","STATISTIK BRAWLER"
"TID_HERO_UPGRADE_TITLE","NAIK TARAF BRAWLER?"
"TID_HERO_INFO_GENERICS_HEADER",""
"TID_HERO_INFO_HERO_SPEED","Kelajuan pergerakan"
"TID_HERO_INFO_SPEED_0","SANGAT PERLAHAN"
"TID_HERO_INFO_SPEED_1","PERLAHAN"
"TID_HERO_INFO_SPEED_2","BIASA"
"TID_HERO_INFO_SPEED_3","CEPAT"
"TID_HERO_INFO_SPEED_4","SANGAT CEPAT"
"TID_HERO_INFO_ATTACK_SPEED","Kelajuan isi semula"
"TID_HERO_INFO_ATTACK_RANGE","Jarak"
"TID_HERO_INFO_ATTACK_DAMAGE","Kerosakan"
"TID_HERO_INFO_STUN_DURATION","Tempoh pegun"
"TID_HERO_INFO_LONG_DASH_DELAY","Kelambatan pecutan jauh"
"TID_HERO_INFO_RANGE_0","DEKAT"
"TID_HERO_INFO_RANGE_1","BIASA"
"TID_HERO_INFO_RANGE_2","JAUH"
"TID_HERO_INFO_RANGE_3","SANGAT JAUH"
"TID_HERO_INFO_HEALTH","Nilai nyawa"
"TID_HERO_INFO_ATTACK_TYPE","Jenis"
"TID_HERO_INFO_HEAL","Penyembuhan"
"TID_PROTECT_SCORE_ZONE","Halang musuh memasuki Zon Panas!"
"TID_8BIT_VIRUS_SKIN","8-BIT VIRUS"
"TID_8BIT_VIRUS_SKIN_SHOP","8-BIT\nVIRUS"
"TID_TARA_STREET_NINJA_SKIN","TARA NINJA JALANAN"
"TID_TARA_STREET_NINJA_SKIN_SHOP","TARA\nNINJA JALANAN"
"TID_BIBI_GAMER_SKIN","BIBI WIRAWATI"
"TID_BIBI_GAMER_SKIN_SHOP","BIBI\nWIRAWATI"
"TID_PIPER_CUPID_SKIN","PIPER KUPID"
"TID_PIPER_CUPID_SKIN_SHOP","PIPER\nKUPID"
"TID_NITA_KOALA_SKIN","NITA KOALA"
"TID_NITA_KOALA_SKIN_SHOP","NITA\nKOALA"
"TID_MRP_AGENT_SKIN","EJEN P"
"TID_MRP_AGENT_SKIN_SHOP","EJEN P"
"TID_HERO_INFO_ATTACK_DAMAGE_MULTIPLIER","<AMMO> x <DAMAGE>"
"TID_HERO_INFO_DURATION","Tempoh"
"TID_HERO_INFO_CHANGE_CHARACTER_DURATION","Kelambatan perubahan"
"TID_HERO_INFO_DAMAGE_REDUCTION","Pengurangan kerosakan"
"TID_HERO_INFO_LIFE_STEAL","Kesembuhan kerosakan"
"TID_HERO_INFO_FEAR_DURATION","Tempoh ketakutan"
"TID_SPAWN_BUILDING_HEALTH","Nilai nyawa pangkalan utama"
"TID_PORTER_HEALTH","Nilai nyawa Porter"
"TID_PORTER_DAMAGE","Kerosakan Porter"
"TID_KING_OF_HILL_3","Pertumbuhan Pesat"
"TID_KING_OF_HILL_4","Pergaduhan Pelarian"
"TID_KING_OF_HILL_5","Pengawalan Huru-hara"
"TID_KING_OF_HILL_6","Penggodaman Terbaik"
"TID_KING_OF_HILL_7","Brawler Jalanan 2"
"TID_KING_OF_HILL_8","Pencarian dan Penyelamatan"
"TID_KING_OF_HILL_9","Masukkan Syiling"
"TID_KING_OF_HILL_10","Petinju Rakus"
"TID_KING_OF_HILL_11","Mata Tinggi"
"TID_KING_OF_HILL_12","Guna Syiling"
"TID_KING_OF_HILL_13","Tamat Pertempuran"
"TID_KING_OF_HILL_14","Kod Penipuan"
"TID_KING_OF_HILL_15","Brawler Marmar"
"TID_BALL_26","Lompat Kijang"
"TID_BALL_27","Tendangan Basikal"
"TID_BALL_28","Sistem Tindanan"
"TID_BALL_29","Perlawanan Persahabatan"
"TID_HERO_INFO_MEDIUM","SEDERHANA"
"TID_HERO_INFO_AVERAGE","SEDERHANA"
"TID_HERO_UPGRADE_TITLE_LEVEL","NAIK TARAF KE TAHAP KUASA <LVL>?"
"TID_DOUBLE_POINTS","Mata Berganda!"
"TID_HERO_INFO_UTILITY_LABEL","KEBERGUNAAN"
"TID_HERO_INFO_VERSATILITY_LABEL","SERBA GUNA"
"TID_HERO_INFO_OFFENSE_LABEL","SERANGAN"
"TID_HERO_INFO_DEFENSE_LABEL","PERTAHANAN"
"TID_UNDERTAKER_HAT_SKIN_SHOP","MORTIS\nTOPI TINGGI"
"TID_BARLEY_WIZARD_SKIN_SHOP","BARLEY\nAHLI SIHIR"
"TID_SHOTGUN_STAR_SKIN_SHOP","SHELLY\nBINTANG"
"TID_QUICK_MESSAGE_ONE_MOMENT","Tunggu sekejap!"
"TID_QUICK_MESSAGE_ASK_STAR_TOKEN_HELP","Bolehkah bantu saya dapatkan token bintang?"
"TID_HERO_SORTING_LATEST","Brawler Terkini"
"TID_IAP_BUNDLE_OFFER","Tawaran Khas"
"TID_WALLY","SPROUT"
"TID_SETTINGS_FIND_FRIENDS","MAIN BERSAMA RAKAN"
"TID_KAKAO_ACCOUNT_BIND_INFO_TITLE","Sambungkan KakaoTalk"
"TID_KAKAO_ACCOUNT_BIND_INFO","Menyambungkan akaun anda ke KakaoTalk membenarkan anda lihat akaun Brawl Stars rakan KakaoTalk di senarai rakan. Mereka juga akan dapat lihat akaun Brawl Stars anda, status dalam talian anda dan jemput anda ke pertempuran. Sambung sekarang?"
"TID_HERO_SCREEN_ITEM","ALAT"
"TID_HERO_SCREEN_STAR_POWER","KUASA BINTANG"
"TID_HERO_SCREEN_OVERCHARGE","HIPERCAS"
"TID_TYPE_AGE_GATE_EXT_URL_TITLE","NOTIS"
"TID_TYPE_AGE_GATE_EXT_URL_TEXT","Kami akan hantar anda ke tempat di luar Brawl Stars"
"TID_NOTIFICATION_CC_STARTED","CABARAN KEJUARAAN telah bermula!"
"TID_NOTIFICATION_CC_ENDING","CABARAN KEJUARAAN akan berakhir tidak lama lagi. Anda masih boleh memenanginya!"
"TID_NOTIFICATION_PSG_STARTED","PSG CUP telah bermula! Menanginya untuk mendapat kulit percuma!"
"TID_NOTIFICATION_PSG_ENDING","PSG CUP bakal berakhir. Anda masih ada masa untuk memenanginya!"
"TID_NOTIFICATION_CHALLENGE_STARTED","<CHALLENGE> telah bermula!"
"TID_NOTIFICATION_CHALLENGE_ENDING","<CHALLENGE> bakal berakhir. Anda masih ada masa untuk memenanginya!"
"TID_NOTIFICATION_COIN_RUSH","Peta REBUT PERMATA baharu tersedia! Jom dapatkan ganjaran baharu!"
"TID_NOTIFICATION_ATTACK_DEFEND","ROMPAKAN tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_BOUNTY_HUNTER","BURUAN tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_LASER_BALL","Peta BOLA BRAWL baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_BATTLE_ROYAL","Peta SHOWDOWN baharu dibuka! Bertahan hingga akhir!"
"TID_NOTIFICATION_BOSS","PERMAINAN BESAR telah dibuka! Ganjaran hebat tersedia!"
"TID_NOTIFICATION_COOP","GEMURUH ROBO telah bermula! Tewaskan bot dan mendapat ganjaran!"
"TID_NOTIFICATION_RAID_BOSS","PERTEMPURAN BOS kembali! Sejauh mana anda boleh capai?"
"TID_NOTIFICATION_ROBO_WARS","PENGEPUNGAN tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_BOSS_RACE","Peta PERJUANGAN baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_LONE_STAR","Peta BINTANG SENDIRIAN baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_CTF","Peta RAMPAS LABU baharu dibuka! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_KING_OF_HILL","Peta ZON PANAS baharu tersedia! Masa untuk memenangi ganjaran baharu!"
"TID_NOTIFICATION_TOWN_CRUSHER","PERTEMPURAN BOS kembali! Sejauh mana anda boleh capai?"
"TID_NOTIFICATION_MULTIPLE_MODES","<PARAM> peta baharu dibuka! Ayuh menangi ganjaran baharu!"
"TID_NOTIFICATION_CLUB_LEAGUE_EVENT_DAY_STARTED","Hari Acara LIGA KELAB baharu telah bermula. Jom main!"
"TID_FREE_BOX_AVAILABLE_0","Ganjaran percuma sedang menunggu anda!"
"TID_FREE_BOX_AVAILABLE_1","Tuntut ganjaran percuma anda sekarang!"
"TID_FREE_BOX_AVAILABLE_2","Dapatkan ganjaran percuma anda sebelum ia hilang!"
"TID_FREE_BOX_AVAILABLE_3","Ganjaran percuma sedang menunggu anda!"
"TID_FREE_BOX_AVAILABLE_4","Dapatkan ganjaran percuma anda sekarang!"
"TID_SEASON_ENDED_NOTI","Liga Trofi telah tamat. Ganjaran sedang menanti anda!"
"TID_KEY_BAR_FULL","<PARAM>XP pertempuran harian sudah penuh! Masa untuk berlaga!"
"TID_COME_BACK_NOTIFICATION_SMALL","Apa kata bertempur sekali lagi?"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Apa kata bertempur sekali lagi?"
"TID_COME_BACK_NOTIFICATION_LARGE","Apa kata bertempur sekali lagi?"
"TID_POWER_PLAY_NOTIFICATION","Peta <PARAM> di ARENA BINTANG telah dibuka!"
"TID_NOTIFICATION_NEW_BRAWLER","<PARAM> telah tiba! Jom lihatnya!"
"TID_NOTIFICATION_DOUBLE_TOKENS_STARTED","Acara XP BERGANDA telah bermula!"
"TID_NOTIFICATION_DOUBLE_COINS_STARTED","Acara HUJAN SYILING telah bermula! Tempur untuk mendapat syiling!"
"TID_A_OUT_OF_B","<VALUE_A>/<VALUE_B>"
"TID_ENTER_AGE_PROMPT","Sila beritahu umur anda"
"TID_ENTER_AGE_CONTINUE","SAHKAN"
"TID_ENTER_AGE_GAMEPLAY","Ini tidak akan mempengaruhi permainan"
"TID_ENTER_AGE_TIP","Gunakan penggelongsor untuk set umur anda."
"TID_ENTER_AGE_TITLE","Selamat datang ke Brawl Stars!"
"TID_ENTER_AGE_LEGAL","Dengan mengetik SAHKAN, anda bersetuju dengan <TOS> dan <PP> kami"
"TID_CHALLENGE_WON_TITLE","CABARAN BERJAYA!"
"TID_CHALLENGE_REWARD_CLAIM","TUNTUT"
"TID_BUTTON_INVITE_SNS","JEMPUTAN PASUKAN"
"TID_OFFLINE_FRIENDS","JEMPUT RAKAN DI LUAR TALIAN"
"TID_BATTLE_END_CHALLENGE_WIN_LABEL","CABARAN BERJAYA!"
"TID_BATTLE_END_PSG_CHALLENGE_WIN_INFO","Tahniah! Anda memenangi PSG CUP dan menjadi Juara Bola Brawl sebenar!"
"TID_PSG_TEASER_TITLE","Bakal Bermula!"
"TID_PSG_TEASER_INFO","Bersedia untuk PSG Cup!\n\nMenang <WIN> perlawanan Bola Brawl dan dapatkan Kulit Shelly PSG percuma! Main bersama rakan atau guna ciri \qMencari Pasukan\q untuk meningkatkan kebarangkalian anda.\n\nCabaran hanya berlangsung selama <DURATION> jam, jadi fikir baik-baik!"
"TID_ACCESSORY_BLOCKED_DEAD","Tidak boleh guna alat selepas ditewaskan!"
"TID_ACCESSORY_BLOCKED_NO_USES_LEFT","Semua caj telah digunakan!"
"TID_ACCESSORY_BLOCKED_COOLDOWN","Alat masih sedang dicaj semula!"
"TID_ACCESSORY_BLOCKED_CARRYING_ITEM","Tidak boleh guna semasa membawa item!"
"TID_ACCESSORY_BLOCKED_TARGET_MISSING","Tiada sasaran!"
"TID_ACCESSORY_BLOCKED_TARGET_TOO_FAR","Sasaran terlalu jauh!"
"TID_ACCESSORY_BLOCKED_NO_AMMO","Tidak cukup peluru!"
"TID_ACCESSORY_BLOCKED_HOLDING_BRAWL_BALL","Tidak boleh diaktifkan semasa pegang bola!"
"TID_ACCESSORY_BLOCKED_MISSING_TURRET","Tidak boleh diaktifkan tanpa turet!"
"TID_ACCESSORY_BLOCKED_TURRET_TOO_FAR","Turet terlalu jauh!"
"TID_ACCESSORY_BLOCKED_MISSING_BEAR","Tidak boleh diaktifkan tanpa beruang!"
"TID_ACCESSORY_BLOCKED_BEAR_TOO_FAR","Beruang terlalu jauh!"
"TID_ACCESSORY_BLOCKED_NO_ENEMY_IN_RANGE","Tiada musuh dalam lingkungan!"
"TID_ACCESSORY_BLOCKED_BUSH_TOO_FAR","Tiada semak dalam lingkungan!"
"TID_ACCESSORY_BLOCKED_NO_PORTERS_IN_RANGE","Tiada porter dalam lingkungan!"
"TID_ACCESSORY_BLOCKED_FULL_HEALTH","Nilai nyawa sudah penuh!"
"TID_ACCESSORY_BLOCKED_REQUIRES_BULLDOZER","Jentolak perlu diaktifkan!"
"TID_ACCESSORY_BLOCKED_REQUIRES_WALL","Memerlukan pepagar aktif!"
"TID_ACCESSORY_BLOCKED_ULTI_ALREADY_CHARGED","Super sudah dicas!"
"TID_ACCESSORY_BLOCKED_MISSING_LOU_ULTI","Memerlukan sirap di tanah!"
"TID_ACCESSORY_BLOCKED_MISSING_OPPONENT_IN_AREA","Tiada lawan di atas sirap!"
"TID_ACCESSORY_BLOCKED_REQUIRES_RAGE","Memerlukan lebih keradangan!"
"TID_ACCESSORY_BLOCKED_SUPER_REQUIRED","Memerlukan cas super!"
"TID_ACCESSORY_BLOCKED_REQUIRES_MECHA","Perlu berada dalam bentuk robot!"
"TID_ACCESSORY_BLOCKED_REQUIRES_DUPLICATE","Memerlukan Ego Lola!"
"TID_ACCESSORY_BLOCKED_DUPLICATE_TOO_FAR","Ego Lola terlalu jauh!"
"TID_ACCESSORY_BLOCKED_SILENCED","Dilumpuhkan!"
"TID_ACCESSORY_BLOCKED_RANGE_TO_TURRET","Tiada musuh dalam lingkungan tembakan!"
"TID_ACCESSORY_BLOCKED_MIND_CONTROL","Anda dibawah kawalan!"
"TID_ACCESSORY_BLOCKED_NOT_ATTACHED","Perlu digunakan bersama brawler sekutu!"
"TID_ACCESSORY_BLOCKED_SKILL_ACTIVE","Tidak boleh digunakan apabila keupayaan aktif!"
"TID_ACCESSORY_BLOCKED_NO_DAMAGE_TAKEN_RECENTLY","Tiada kerosakan yang baru diterima"
"TID_ACCESSORY_BLOCKED_CANT_BE_DRILL","Tidak boleh digunakan semasa dalam gerudi."
"TID_ACCESSORY_BLOCKED_MUST_BE_DRILL","Hanya boleh digunakan semasa dalam gerudi."
"TID_ACCESSORY_BLOCKED_ULTI_NOT_CHARGED","Super tak dicas!"
"TID_WALLY_SHORT_DESC","Bina benteng dan lantunkan projektil daripada benteng."
"TID_WALLY_DESC","Sprout nampak seperti robot perkebunan comel yang membantu Rosa di sekitar Biodome, tetapi ia sebenarnya sebuah inkubator bergerak untuk sebiji benih merah jambu aneh."
"TID_WALLY_WEAPON","BOM BENIH"
"TID_WALLY_WEAPON_DESC","Sprout campak segumpal benih yang melantun sebelum meletup dengan bunyi bang! Ia meletup apabila terkena musuh."
"TID_WALLY_ULTI","PEPAGAR"
"TID_WALLY_ULTI_DESC","Sprout menggunakan Benih Super untuk menanam pagar tanaman menjalar tebal, mencipta halangan yang tidak dapat dilalui walaupun sementara."
"TID_SPEC_ABI_WALLY_1","PERTUMBUHAN LAMPAU"
"TID_SPEC_ABI_WALLY_1_DESC","Setiap <c00cc00><VALUE1></c> saat, Bom Benih seterusnya akan meletup dengan radius letupan lebih besar."
"TID_SPEC_ABI_WALLY_2","FOTOSINTESIS"
"TID_SPEC_ABI_WALLY_2_DESC","Sprout mengaktifkan perisai, sebahagiannya melindunginya daripada semua serangan semasa dalam semak."
"TID_DRILLER_SHORT_DESC","Dekati musuh untuk melakukan kerosakan di kawasan besar."
"TID_DRILLER_DESC","Jacky ialah pelombong yang suka bercakap tentang pengalaman kerjanya yang penuh bahaya! Nasib baik, semua itu ditenggelami bunyi gerudi tukulnya."
"TID_DRILLER_WEAPON","PEMECAH TANAH"
"TID_DRILLER_WEAPON_DESC","Jacky lompat ke atas Gerudi Tukulnya untuk menggoncang tanah di sekelilingnya. Musuh yang terlalu dekat dengannya akan dihentam!"
"TID_DRILLER_ULTI","ASTAGA!"
"TID_DRILLER_ULTI_DESC","Jacky menggerudi lubang di tanah, menarik masuk musuh untuk menunjukkan kepada mereka kehebatan gerudi tukulnya!"
"TID_SPEC_ABI_DRILLER_1","SERANGAN BALAS"
"TID_SPEC_ABI_DRILLER_1_DESC","Apabila menerima kerosakan, Jacky membalas serangan dengan menukarkan <c00cc00><VALUE1>%</c> kerosakan dengan serangan Pemecah Tanah."
"TID_SPEC_ABI_DRILLER_2","TOPI TAHAN LASAK"
"TID_SPEC_ABI_DRILLER_2_DESC","Topi tahan lasak Jacky melindunginya dengan mengurangkan sebarang kerosakan yang diterimanya sebanyak <c00cc00><VALUE1>%</c>."
"TID_ACCESSORY_GROW_BUSH_DESC","Rosa menyuburkan tanah di sekelilingnya dan semak tumbuh serta-merta untuk memberi perlindungan."
"TID_ACCESSORY_CROW_SHIELD_DESC","Crow terlindung sebanyak <c00cc00><VALUE1>%</c> terhadap kerosakan mendatang selama <c00cc00><VALUE2></c> saat."
"TID_ACCESSORY_WALLY_HEAL_DESC","Sprout makan semak untuk memulihkan <c00cc00><VALUE1></c> nilai nyawa."
"TID_ACCESSORY_ROCKET_JUMP_DESC","Brock melompat ke kawasan sasaran, menolak musuh berdekatan ke belakang semasa berlepas dan mendarat serta menyebabkan kerosakan kecil."
"TID_ACCESSORY_RICO_SHOOT_AROUND_DESC","Rico mengerahkan mesin layan diri dengan <c00cc00><!card.accessory.skill.summonedcharacter.maxhealth.scaleStatToLevel></c> nyawa. Apabila dimusnahkan, ia melepaskan projektil melantun ke semua arah."
"TID_ACCESSORY_CACTUS_SHOOT_AROUND_DESC","Spike menyasar dan melepaskan gelombang jarum yang melakukan <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> kerosakan."
"TID_ACCESSORY_ARTILLERY_DESTROY_PET_DESC","Penny meletupkan meriamnya! Letupan memusnahkan benteng dan melakukan <c00cc00><VALUE1></c> kerosakan terhadap musuh berdekatan."
"TID_ACCESSORY_PET_SLAM_DESC","Nita memerintahkan beruangnya menghentam tanah, memegunkan semua musuh di dalam jangkauannya."
"TID_ACCESSORY_BARKEEP_SLOW_DESC","Barley menjatuhkan campuran melekit yang meninggalkan lopak, memperlahankan semua musuh yang tersentuhnya."
"TID_ACCESSORY_JESSIE_SLOW_DESC","Jessie mencetuskan gelombang kejut dari turetnya, memperlahankan semua musuh dalam kawasan terkesan."
"TID_ACCESSORY_GENE_PUSH_DESC","Semua musuh yang berada dekat dengan Gene akan ditolak serta-merta. Jika ada setidaknya satu brawler musuh dalam lingkungan, Gene juga akan memulihkan <c00cc00><VALUE1>% </c> daripada nilai nyawa maksimumnya."
"TID_ACCESSORY_TICK_EXTRA_MINES_DESC","Serangan Tick seterusnya melempar <c00cc00><VALUE1></c> periuk api."
"TID_ACCESSORY_MAX_DASH_DESC","Max memecut ke hadapan dan kebal terhadap semua kerosakan daripada musuh semasa pecutan."
"TID_ACCESSORY_SHELLY_DASH_DESC","Shelly meluru ke arah sasaran atau ke depan, mengisi penuh pelurunya!"
"TID_ACCESSORY_DRILLER_SPEED_BOOST_DESC","Jacky mendapat tenaga penuh dan bergerak <c00cc00><!card.accessory.statuseffectself.speedboostpercent>%</c> lebih pantas selama <c00cc00><!card.accessory.statuseffectself.duration.ticksasseconds></c> saat."
"TID_ACCESSORY_TOWER_BURST_HEAL_DESC","Pam mengaktifkan turetnya untuk mengeluarkan denyut yang menyembuhkan sekutu dalam lingkungan turet termasuk dirinya sebanyak <c00cc00><VALUE1></c> nilai nyawa."
"TID_ACCESSORY_TNT_SPIN_DESC","Dynamike berputar dengan <c00cc00><!card.accessory.statuseffectself.speedboostpercent>%</c> kelajuan bertambah dan melempar berbilang dinamit di sekelilingnya. Setiap dinamit melakukan <c00cc00><!card.character.weaponskill.damage.scaletolevel.scaleaccessoryvalue3></c> kerosakan terhadap musuh."
"TID_ACCESSORY_TELEPORT_TO_PET_DESC","8-Bit segera teleport ke Penggalak Kerosakannya."
"TID_ACCESSORY_BARREL_SPIN_DESC","Darryl berputar dan melakukan bedilan tembakan ke semua arah. Setiap tembakan melakukan <c00cc00><VALUE1></c> kerosakan dan cas semula Supernya sebanyak <c00cc00><VALUE2>%</c> jika terkena musuh!"
"TID_ACCESSORY_FRANK_CC_IMMUNITY_DESC","Menembak gelombang bunyi ke arah sasaran, melakukan <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> kerosakan kepada Brawler. Frank menjadi kebal terhadap Kuasa Penyuraian selama <c00cc00><!card.accessory.skill.activationSelfStatusEffect.duration.ticksAsSeconds></c> saat."
"TID_ACCESSORY_CARL_TRAIL_DESC","Beliung seterusnya yang dilontar Carl akan menjatuhkan batu-batu panas di belakangnya! Pihak lawan yang terkena batu-batu ini akan terbakar dan menerima <c00cc00><VALUE1></c> kerosakan sesaat."
"TID_ACCESSORY_BOW_TOTEM_DESC","Bo meletakkan totem yang meningkatkan kadar cas Super sekutu sebanyak <c00cc00><!card.accessory.skill.summonedCharacter.areaEffect.customValue1>%</c>. Nyawa totem akan berkurang mengikut masa."
"TID_ACCESSORY_PRIMO_GRAB_DESC","El Primo meluru, menangkap mana-mana Brawler dan membantingnya ke belakang."
"TID_ACCESSORY_MORTIS_SWING_DESC","Mortis memutar penyodok untuk melakukan <c00cc00><!card.accessory.skill.damage.scaleToLevel></c> kerosakan. Boleh disasarkan untuk serangan jarak dekat serangan kelawar."
"TID_ACCESSORY_TARA_VISION_DESC","Tara dan sekutunya dapat melihat semua musuh bahkan di dalam semak selama <c00cc00><VALUE1></c> saat."
"TID_ACCESSORY_POCO_REGEN_DESC","Poco dan semua sekutu berdekatan sembuh <c00cc00><!card.accessory.areaeffect.damage.scaleStatToLevel.negate></c> nyawa <c00cc00>sebanyak <!card.accessory.repeatAreaEffectiveCount></c> kali."
"TID_ACCESSORY_SNIPER_HANDGUN_DESC","Piper melepaskan tembakan yang melakukan <c00cc00><VALUE2></c> kerosakan ke musuh terdekat yang akan juga menolak musuh ke belakang."
"TID_ACCESSORY_SPAWNER_DUDE_PROMOTE_DESC","Mr. P menguatkan porter semasa dengan meningkatkan kerosakannya sebanyak <c00cc00><VALUE1></c> dan nilai nyawa sebanyak <c00cc00><VALUE2></c>."
