TID,FR
TID_OWN_TEAM,ÉQUIPE BLEUE
TID_ENEMY_TEAM,ÉQUIPE ROUGE
TID_COUNTDOWN,COMPTE À REBOURS
TID_HERO_LIST_UNLOCKED,<COUNT>/<TOTAL>
TID_HERO_LIST_LABEL,BRAWLERS
TID_HERO_LIST_DO_GATCHA,Ouvrir boîte Brawl
TID_HERO_TIME_UNTIL_RELEASE,Arrive dans <TIME>
TID_HERO_LIST_COMING_UP,Consultez les informations une fois ce brawler débloqué.
TID_SKIN_INFO_TIME_UNTIL_RELEASE,Arrive dans <TIME>
TID_SKIN_INFO_,Skin de récompense Supercell ID
TID_SKIN_INFO_1,Skin Avant-garde de Brawl Stars !\n\nPour tous les comptes créés avant 2019.
TID_SKIN_INFO_2,Obtenez ce skin en vous connectant à Supercell ID dans les paramètres !
TID_SKIN_INFO_3_TEASER,Bientôt...
TID_SKIN_INFO_3_AVAILABLE,\nDisponible à l'achat pour une durée limitée.
TID_SKIN_INFO_3_NOT_AVAILABLE,\nPas encore disponible à l'achat.
TID_SKIN_INFO_3_HERO_NEEDED,\nCe brawler doit d'abord être débloqué pour acheter le skin.
TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE,Un skin de saison pour les fêtes Brawl !
TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE,Skin des fêtes Brawl
TID_SKIN_INFO_CAMPAIGN_BRAWLIDAYS_2018,Skin des fêtes Brawl 2018
TID_SKIN_INFO_CAMPAIGN_3_AVAILABLE,Un skin de saison pour Halloween chez Brawl Stars !
TID_SKIN_INFO_CAMPAIGN_3_NOT_AVAILABLE,Skin d'Halloween
TID_SKIN_INFO_LEGENDARY,Skin star
TID_SKIN_INFO_CLUB_LEAGUE,Skin de club
TID_LEGENDARY_TROPHIES,Points star
TID_SKIN_REWARD_TITLE_1,RÉCOMPENSE : SKIN
TID_SKIN_REWARD_INFO_1,Vous avez débloqué un nouveau skin. Merci d'avoir joué à Brawl Stars en 2018 !
TID_SKIN_REWARD_TITLE_2,RÉCOMPENSE : SKIN
TID_SKIN_REWARD_INFO_2,Vous avez débloqué un nouveau skin comme récompense pour vous être connecté à Supercell ID.
TID_SKIN_REWARD_OK,RÉCUPÉRER
TID_HERO_REWARD_TITLE_1,MESSAGE DE L'ASSISTANCE
TID_HERO_REWARD_INFO_1,L'assistance de Brawl Stars vous a donné un nouveau brawler.
TID_SKIN_REWARD_TITLE_0,MESSAGE DE L'ASSISTANCE
TID_SKIN_REWARD_INFO_0,L'assistance de Brawl Stars vous a donné un nouveau skin.
TID_SKIN_REWARD_TITLE_3,MESSAGE DE L'ASSISTANCE
TID_SKIN_REWARD_INFO_3,L'assistance de Brawl Stars vous a donné un nouveau skin.
TID_REWARD_TITLE,MESSAGE DE L'ASSISTANCE
TID_REWARD_INFO,Un cadeau de l'assistance Brawl Stars vous attend.
TID_REWARD_INFO_RESOURCE_FIRSTWINS,<AMOUNT> jetons star récupérés
TID_REWARD_INFO_RESOURCE_GOLD,<AMOUNT> jetons récupérés
TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES,Vous avez récupéré <AMOUNT> points star.
TID_REWARD_OK,RÉCUPÉRER
TID_HERO_REWARD_OK,RÉCUPÉRER
TID_RANK_POPUP_TITLE,VOIE DES TROPHÉES
TID_RANK_POPUP_NEXT_GOAL,OBJECTIF SUIV.
TID_RANK_POPUP_COLLECT,RÉCUPÉRER
TID_RANK_POPUP_SEASON_END_REWARD,Récompense de ligue de trophées
TID_RANK_POPUP_SEASON_END_REWARD_OWN,<cffff00>VOTRE RÉCOMPENSE DE LIGUE DE TROPHÉES</c>
TID_RANK_POPUP_TOTAL_INFO,Obtenez des trophées pour débloquer des récompenses et atteindre de nouvelles ligues.\nLes trophées de tous vos brawlers sont additionnés pour donner votre total de trophées.
TID_RANK_POPUP_SEASON_END_TITLE,FIN DE LIGUE DE TROPHÉES DANS
TID_RANK_POPUP_SEASON_END_INFO,"À la fin de la ligue de trophées, les brawlers ayant plus de <DECAYSTART> trophées en perdent une partie. Ces trophées sont convertis en points star à dépenser en magasin."
TID_RANK_POPUP_HILITE_CAPTION_3,DÉBLOQUER : <HERO>
TID_RANK_POPUP_HILITE_CAPTION_4,DÉBLOQUER : <SKIN>
TID_RANK_POPUP_HILITE_CAPTION_13,NOUVEAU : <NAME>
TID_RANK_POPUP_HILITE_CAPTION_10,MÉGABOÎTE
TID_RANK_POPUP_HILITE_CAPTION_SLOT_4,ÉVÉNEMENTS D'ÉQUIPE
TID_RANK_POPUP_HILITE_CAPTION_SLOT_3,ÉVÉNEMENTS QUOTIDIENS
TID_RANK_POPUP_HILITE_CAPTION_SLOT_7,ÉVÉNEMENTS SPÉCIAUX
TID_RANK_INFO_POPUP_SEASON_REWARDS_1,Récompenses en points star de la ligue de trophées
TID_RANK_INFO_POPUP_SEASON_REWARDS_2,Récompenses de rang
TID_RANK_INFO_POPUP_SEASON_REWARDS_3,Récompenses de points
TID_RANK_INFO_POPUP_POINTS_LABEL_1,Trophées
TID_RANK_INFO_POPUP_LABEL_STAR_POINTS,Récompense en points star
TID_RANK_INFO_POPUP_LABEL_END_TROPHIES,Trophées après la fin de la ligue de trophées
TID_RANK_INFO_POPUP_SEASON_REWARD_ENTRY,<START> - <END>
TID_DAILY_COINS_COLLECTED,Récupérées
TID_TEAM_BATTLE,CRÉER
TID_TEAM_UNREADY,pas prêt
TID_TEAM_WAITING_WHILE_READY,Vous êtes prêt !\nEn attente d'autres joueurs.
TID_GATCHA_SCREEN_NEW_HERO,<c<COLOR>><NAME> : <OWNEDCOUNT>/<SETSIZE> brawler(s)</c>
TID_GATCHA_SCREEN_NEW_ITEM,<c<COLOR>><NAME> : <OWNEDCOUNT>/<SETSIZE></c>
TID_GATCHA_SCREEN_BOXES_REMAINING,<AMOUNT>
TID_GATCHA_SCREEN_OK,Cool !
TID_GATCHA_SCREEN_TAP,Appuyez pour ouvrir !
TID_GATCHA_SCREEN_TICKET_DROP_HEADER,TICKETS D'ÉVÉNEMENT
TID_GATCHA_SCREEN_TICKET_DROP_BONUS,BONUS
TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING,Actif pendant <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE,Début dans <TIME>
TID_GATCHA_SCREEN_TICKET_DROP_NOTE,<EMPTY>
TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER,DOUBLEUR DE JETONS
TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE,+ <AMOUNT>
TID_GATCHA_SCREEN_COIN_DOUBLER_DESC,Doublez les jetons que vous gagnez dans les combats.
TID_GATCHA_SCREEN_GOLD_DROP_TITLE,PIÈCES
TID_GATCHA_SCREEN_GOLD_DROP_DESC,Utilisez les pièces pour améliorer vos brawlers.
TID_GATCHA_SCREEN_GEM_DROP_TITLE,GEMMES
TID_GATCHA_SCREEN_GEM_DROP_DESC,"Utilisez les gemmes pour acheter des boîtes, des skins et autres dans le magasin."
TID_GATCHA_SCREEN_HERO_POWER_TITLE,POINTS DE POUVOIR
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED,Amélioration débloquée !
TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE,Amélioration disponible !
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_52,ÉMOTE
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_DESC_52,Exprimez-vous grâce à des émotes à collectionner !
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_68,TAG
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_DESC_68,Exprimez-vous avec des tags à collectionner !
TID_GATCHA_SCREEN_VANITY_ITEM_DROP_TITLE_76,NOUVEAU TITRE DE JOUEUR
TID_GATCHA_SCREEN_BOX_COUNTER_BONUS,BONUS
TID_GATCHA_SCREEN_STAR_POINT_DROP_TITLE,POINTS STAR
TID_GATCHA_SCREEN_STAR_POINT_DROP_DESC,Les points star vous permettent d'acheter des objets spéciaux dans le magasin.
TID_GATCHA_SCREEN_RECRUIT_TOKEN_DROP_TITLE,CRÉDITS
TID_GATCHA_SCREEN_RECRUIT_TOKEN_DROP_DESC,Débloquez plus de brawlers avec des crédits !
TID_GATCHA_SCREEN_CHROMATIC_TOKEN_DROP_TITLE,Crédits chromatiques
TID_GATCHA_SCREEN_CHROMATIC_TOKEN_DROP_DESC,Utilisez des crédits chromatiques pour débloquer des brawlers chromatiques.
TID_NAVI_BLOCKED_1,Vous ne pouvez plus changer de page une fois prêt !
TID_LEG_TRO_MIG_INFO_SHORT,<AMOUNT> <cff00ff>points star</c> récupérés.
TID_BUTTON_CLAIM,RÉCUPÉRER
TID_LEG_TRO_MIG_POPUP_TITLE,Nouveau : <cff00ff>les points star</c>
TID_LEG_TRO_MIG_INFO,"Il y a du nouveau dans Brawl Stars : les points star ! Gagnez des points star en atteignant plus de 500 trophées avec un brawler. En fin de saison, une partie des trophées supérieurs à 500 seront convertis en points star.\n\nVous pouvez aussi récupérer des points star en gagnant des rangs supplémentaires avec vos brawlers. Vous avez reçu <AMOUNT> points star grâce à vos brawlers déjà classés."
TID_TEAM_MEMBER_INFO_READY,<NAME> attend que les autres soient prêts.
TID_TEAM_MEMBER_INFO_NOT_READY,<NAME> n'est pas encore prêt à jouer.
TID_TEAM_MEMBER_INFO_SELF_READY,Vous ne pouvez plus changer de brawler une fois prêt !
TID_TEAM_CHANGE_EVENT_BLOCKED,Vous ne pouvez plus changer d'événement une fois prêt !
TID_TEAM_TOGGLE_PRACTISE_BLOCKED,Vous ne pouvez plus changer ceci une fois prêt !
TID_TEAM_GATCHA_BLOCKED,Vous ne pouvez pas ouvrir une boîte une fois prêt !
TID_TEAM_NO_MEMBER_INFO,Invitation d'équipe disponible uniquement pour le créateur
TID_TEAM_INFO_TEAM_CODE,Partagez le code avec vos amis pour les inviter à rejoindre votre équipe !\n\nAppuyez encore une fois pour copier dans le presse-papiers.
TID_FREEZER,Congélateur
TID_GAME_OVER,Match terminé
TID_LEVEL,niv. <LVL>
TID_PLAYERS_IN_MM,Des joueurs recherchent des adversaires !
TID_ONLINE_INFO,Joueurs en ligne : <ONLINE> recherchant des adversaires : <MATCHMAKE> dans un combat : <BATTLES>
TID_INPUT_NAME,Tapez votre nom ici.
TID_LEADERBOARD_YOUR_SCORE,Votre score
TID_LEADERBOARD_YOUR_RANK,Votre rang
TID_LEADERBOARD_HIGHEST_SCORE,Votre meilleur score
TID_LEADERBOARD_LOCAL,RÉGION (<COUNTRY>)
TID_REGION_0,MONDIAL
TID_REGION_1,ASIE
TID_SET_REGION_RESULT_0,Votre nouvelle région : <REGION>
TID_SET_REGION_RESULT_1,Changement de région impossible tant que vous êtes dans un club.
TID_SET_REGION_RESULT_2,Changement de région impossible tant que vous êtes dans une équipe.
TID_VICTORY_CONDITION_COINRUSH_TITLE,Attrape-cristal
TID_VICTORY_CONDITION_COINRUSH_TEXT,Récupérez et gardez 10 gemmes.
TID_BATTLE_END_MY_TEAM,Votre équipe
TID_BATTLE_END_ENEMY_TEAM,Équipe adverse
TID_BACK,RETOUR
TID_NOT_ENOUGH_GOLD,Pas assez de pièces ! Récupérez-en dans la voie des trophées et dans le Pass Brawl.
TID_UNLOCK_SKIN_ERROR_1,Pas assez de gemmes
TID_BOT_1,Bot 1
TID_BOT_2,Bot 2
TID_BOT_3,Bot 3
TID_BOT_4,Bot 4
TID_BOT_5,Bot 5
TID_BOT_6,Bot 6
TID_BOT_7,Bot 7
TID_BOT_8,Bot 8
TID_BOT_9,Bot 9
TID_CRAFT_HERO_TITLE,Acheter brawler
TID_CRAFT_HERO_BUTTON_LABEL,Acheter
TID_UNLOCK_SKIN_TITLE,Acheter skin
TID_SKIN_COMING_SOON,Skin pas encore disponible
TID_UNLOCK_SKIN_BUTTON_LABEL,Acheter
TID_HERO_LIST_TOTAL_TROPHIES,Total de trophées
TID_TOP_TOOL_TIP_TOKENS,"Les <c00ccff>jetons</c> débloquent les récompenses du Pass Brawl.\n\nRécupérez des jetons dans les quêtes, les nouveaux événements et lors des combats."
TID_TOP_TOOL_TIP_GEMS,"Les <c0ed12d>gemmes</c> servent à acheter des brawlers, des skins et autres dans le magasin.\n\nGagnez des gemmes dans les récompenses du Pass Brawl ou achetez-les avec de l'argent réel."
TID_TOP_TOOL_TIP_COINS,"Les <cff8E1b>pièces</c> servent à améliorer vos brawlers.\n\nRécupérez des pièces dans la voie des trophées, dans le Pass Brawl et en récompense des quêtes et des défis."
TID_TOP_TOOL_TIP_STAR_POINTS,"Vous pouvez utiliser les <cff00ff>points star</c> pour acheter des objets exclusifs en magasin.\n\nRecevez des points star à la fin de la ligue de trophées ou lorsqu'un brawler atteint le rang 10, puis tous les 5 rangs après cela."
TID_TOP_TOOL_TIP_CLUB_TICKETS,Utilisez des <cff0000>tickets</c> pour participer aux événements de la ligue des clubs.
TID_TOP_TOOL_TIP_CLUB_COINS,"Grâce aux <cff0000>pièces de club</c>, vous pouvez acheter des objets exclusifs dans le magasin du club.\n\nGagnez des pièces en participant aux jeux de club !"
TID_TOP_TOOL_TIP_CHROMATIC_COINS,Les <cF88F25>crédits chromatiques</c> servent à débloquer les brawlers chromatiques.\n\nGagnez des crédits chromatiques dans les récompenses du Pass Brawl.\n\nMax. : <cFF0000><MAX></c><EXTRAINFO>
TID_TOP_TOOL_TIP_CHROMATIC_COINS_EXTRAINFO_MAX_REACHED,\n\n<cFF0000>Vous avez atteint le nombre maximum de crédits chromatiques. Dépensez-en avant de pouvoir en obtenir davantage.</c>
TID_GAME_MODE_0,RAZZIA DE GEMMES
TID_GAME_MODE_0_DESC,"Récupérez les gemmes jaillissant de la mine au milieu de la carte, ou celles perdues par les ennemis tombés au combat ! Protégez dix gemmes jusqu'à la fin du compte à rebours pour gagner."
TID_GAME_MODE_2,BRAQUAGE
TID_GAME_MODE_2_DESC,"Protégez votre coffre-fort tout en essayant de forcer celui de vos adversaires. La première équipe à forcer le coffre de l'autre l'emporte !\n\nSi le temps est écoulé sans qu'une équipe n'ait pris le dessus, celle ayant infligé le plus de dégâts au coffre ennemi gagne."
TID_GAME_MODE_3,PRIME
TID_GAME_MODE_3_DESC,"Récupérez des étoiles en éliminant vos adversaires. À chaque ennemi vaincu, la prime sur votre tête monte d'une étoile et ce, jusqu'à sept. Ne les donnez pas à l'ennemi !\n\nL'équipe ayant gagné le plus d'étoiles à la fin du temps imparti remporte la victoire. En cas d'égalité, c'est l'équipe avec l'étoile bleue qui gagne."
TID_GAME_MODE_6,SURVIVANT SOLO
TID_GAME_MODE_6_COMBINED,SURVIVANT
TID_GAME_MODE_6_DESC,Éliminez les neuf autres joueurs et soyez le seul survivant. Tous est permis : vous n'avez qu'une vie...
TID_GAME_MODE_6_DESC_COMBINED,Éliminez tout le monde et soyez le seul survivant. Jouez seul ou en équipe de deux.
TID_GAME_MODE_5,BRAWLBALL
TID_GAME_MODE_5_DESC,"Utilisez le ballon pour marquer un but contre l'équipe adverse. Le match se termine dès qu'une équipe a marqué deux buts, ou une fois le temps écoulé."
TID_GAME_MODE_3_OG,CHASSE OUVERTE
TID_GAME_MODE_3_OG_DESC,"Récupérez des étoiles en éliminant vos adversaires. À chaque ennemi vaincu, la prime sur votre tête monte d'une étoile et ce, jusqu'à sept. Ne les donnez pas à l'ennemi !\n\nL'équipe ayant gagné le plus d'étoiles à la fin du temps imparti remporte la victoire."
TID_GAME_MODE_11,SIÈGE
TID_GAME_MODE_11_DESC,"Assiégez et détruisez la tourelle d'assemblage IKE adverse. Votre équipe a aussi une IKE : donnez-lui des boulons pour construire un robot de siège. Les boulons apparaissent au hasard sur la carte. Ramassez-en un et protégez-le jusqu'à ce que votre IKE le récupère.\n\nIl y a jusqu'à trois sièges au cours d'un combat. L'équipe avec le plus de boulons au début du siège construit un robot. Plus vous avez de boulons, plus votre robot est fort.\nAttention, les tourelles IKE ont des défenses très puissantes, alors ne vous approchez pas sans robot de siège pour vous aider."
TID_BATTLE_END_GAIN_LABEL_FIRST_WIN,Jeton star
TID_BATTLE_END_GAIN_LABEL_RANK_UP,Rang supérieur
TID_BATTLE_END_GAIN_LABEL_LEVEL_UP,Niv. sup.
TID_BATTLE_END_GAIN_LABEL_VICTORY,Victoire
TID_BATTLE_END_GAIN_LABEL_DEFEAT,Défaite
TID_BATTLE_END_GAIN_LABEL_DRAW,Égalité
TID_BATTLE_END_GAIN_LABEL_MVP,Joueur star
TID_BATTLE_END_GAIN_LABEL_SURVIVAL,Score de rang
TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER,Jetons restants :
TID_BATTLE_END_COIN_REWARDS,RÉCOMPENSE : JETONS
TID_BATTLE_END_MVP,JOUEUR STAR
TID_BATTLE_END_DEFEAT_INFO,Vous gagnerez une prochaine fois !
TID_TUTORIAL_1,"Salut, moi, c'est Shelly ! On va récupérer ces <c50d050>cubes de pouvoir</c> ! <c0066ff>Faites bouger</c> le <c0066ff>joystick bleu</c> avec votre pouce gauche pour me déplacer."
TID_TUTORIAL_2,Récupérez-les tous ! Ces <c50d050>cubes de pouvoir</c> sont à moi !
TID_TUTORIAL_3,"Des robots cibles ! <ccc0033>Faites bouger</c> le <ccc0033>joystick rouge</c> avec votre pouce droit pour viser, et relâchez pour tirer. Détruisez les robots !"
TID_TUTORIAL_GOOD_JOB_1,Bien joué !
TID_TUTORIAL_5,Encore des cibles ! Vous pouvez <ccc0033>appuyer</c> sur le <ccc0033>joystick rouge</c> pour tirer sur l'ennemi le plus proche. Détruisez les robots !
TID_TUTORIAL_6,"Maintenant, utilisez votre super pour tirer sur le boss derrière le mur. <cff9900>Faites bouger</c> le <cff9900>joystick jaune</c> pour viser et relâchez pour tirer avec votre super."
TID_TUTORIAL_555,"Ouais, continuez !"
TID_TUTORIAL_7,Bien joué ! On a les <c50d050>cubes</c>. Direction la sortie !
TID_TUTORIAL_8,Votre super se charge à chaque fois que vous touchez un ennemi. Utilisez le <cff9900>joystick jaune</c> pour tirer avec !
TID_TUTORIAL_9,"Vous êtes un brawler-né !\n\nMaintenant, à l'attaque !"
TID_TUTORIAL_10,Attaquer des cibles charge la jauge de votre super pouvoir. Le mien est prêt !\nAppuyez dessus pour voir !
TID_TUTORIAL_11,Les <cff6633>barres orange</c> représentent vos munitions. Je rechargerai aussi vite que je peux !
TID_FIGHT_TUTORIAL,JOUER
TID_HERO_SCORE_INFO,Récupérez des trophées pour ce brawler en gagnant contre d'autres joueurs.\n\nAtteignez <PROGRESS> trophées pour passer au rang supérieur et gagner <COINS> jetons.
TID_HERO_SCORE_INFO_LEG_TROS,"Récupérez des trophées pour ce brawler en gagnant contre d'autres joueurs.\n\nAtteignez <PROGRESS> trophées pour passer au rang supérieur, gagner <COINS> jetons et <cff00ff><LEGTROS> points star</c>."
TID_HERO_SCORE_INFO_MAXED,Vous avez atteint le rang ultime.\n\n
TID_TUTORIAL_WIN_ONE_GAME_PROMPT,Jouez un combat d'entraînement pour débloquer le reste du jeu.
TID_SOCIAL_TAB_CLANS,CLUB
TID_SOCIAL_TAB_FRIENDS,AMIS
TID_FRIEND_STATUS_YOU,<EMPTY>
TID_FRIEND_STATUS_OFFLINE,<EMPTY>
TID_FRIEND_STATUS_BATTLE,<cffffff>en combat</c> depuis <TIME>
TID_FRIEND_STATUS_BATTLE_END_SCREEN,<cffffff>écran de fin de match</c>
TID_FRIEND_STATUS_SPECTATING,<cffffff>spectateur</c>
TID_FRIEND_STATUS_PRACTICING,<cffffff>entraînement</c>
TID_FRIEND_STATUS_MATCHMAKE,<cffffff>recherche d'adversaire</c>
TID_FRIEND_STATUS_HOME_AD_FULL,<cffffff>dans une équipe</c>
TID_FRIEND_STATUS_HOME_WITH_AD,<cffffff>dans une équipe</c>
TID_FRIEND_STATUS_HOME_IN_GAMEROOM,<cffffff>dans une équipe</c>
TID_FRIEND_STATUS_BATTLE_NO_TIME,<cffffff>en combat</c>
TID_FRIEND_STATUS_MENUS,dans les menus
TID_FRIEND_STATUS_HOME_NO_GAMEROOM,<EMPTY>
TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE,REJOIGNEZ L'ÉQUIPE
TID_ONLINE_FRIENDS_POPUP_TITLE,JOUEURS EN LIGNE
TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS,Aucun ami ou membre du club en ligne
TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS,Aucun ami ou membre du club à inviter. Vous avez combattu avec un super joueur ? Ajoutez-le !
TID_CLAN_CREATE_BUTTON,CRÉER
TID_CLAN_SAVE_BUTTON,ENREGISTRER
TID_CLAN_CREATE_TITLE,CRÉER UN NOUVEAU CLUB
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR,En ligne : <cf7f7f7><less_than_h_ago></c>
TID_LESS_THAN_H_AGO,il y a moins d'1 h
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS,En ligne : <cf7f7f7>il y a <HOURS> h</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS,En ligne : <cf7f7f7>il y a <DAYS> j</c>
TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG,En ligne : <cf7f7f7>>il y a 1 mois</c>
TID_CLAN_MEMBER_ONLINE_STATUS_1,<cff1e00>EN COMBAT</c>
TID_CLAN_MEMBER_ONLINE_STATUS_2,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_3,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_4,<cff1e00>en recherche d'adversaires</c>
TID_CLAN_MEMBER_ONLINE_STATUS_5,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_7,<cff1e00>SPECTATEUR</c>
TID_CLAN_MEMBER_ONLINE_STATUS_8,<cff1e00>ENTRAÎNEMENT</c>
TID_CLAN_MEMBER_ONLINE_STATUS_9,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_10,<cffffff>DANS LES MENUS</c>
TID_CLAN_MEMBER_ONLINE_STATUS_11,<cffffff>DANS LES MENUS</c>
TID_CLAN_ENTRY_ONLINE_MEMBERS,<COUNT> membres en ligne
TID_CLAN_ENTRY_ONLINE_MEMBER,<COUNT> membre en ligne
TID_ALLIANCE_TYPE_OPEN,Ouvert
TID_ALLIANCE_TYPE_INVITE_ONLY,Sur invitation
TID_ALLIANCE_TYPE_CLOSED,Fermé
TID_CLAN_SEARCH_TITLE,CHERCHER DES CLUBS
TID_CLAN_INTRO_AD_TITLE,VOUS CHERCHEZ UN CLUB ?
TID_CLAN_INTRO_AD_DESC,Rejoignez un club pour jouer avec les autres membres !
TID_CLAN_INTRO_AD_TITLE_IN_CLAN,PARCOURIR LES CLUBS
TID_CLAN_INTRO_AD_DESC_IN_CLAN,Consultez la liste des clubs.
TID_CLAN_INTRO_CREATE_GO,CRÉER UN CLUB
TID_CLAN_INTRO_SEARCH_GO,CHERCHER DES CLUBS
TID_CLAN_INTRO_REFRESH,ACTUALISER
TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN,Il vous faut <REQ> trophées pour rejoindre ce club. Vous n'avez que <SCORE> trophées.
TID_CLAN_CANNOT_JOIN_CLOSED_CLAN,Ce club est fermé.
TID_STREAM_ENTRY_AGE,il y a <time>
TID_ALLIANCE_ROLE_LEADER,Président
TID_ALLIANCE_ROLE_CO_LEADER,Vice-président
TID_ALLIANCE_ROLE_MEMBER,Membre
TID_ALLIANCE_ROLE_ELDER,Sénior
TID_STREAM_SENDER_YOU,Vous
TID_GOLDRUSH_1,Mine hard-rock
TID_BANKHEIST_1,Cache du bandit
TID_WANTED_1,Ruines du temple
TID_BATTLE_ROYALE_1,Crique du crâne
TID_GOLDRUSH_2,Arcade cristalline
TID_BANKHEIST_2,Canyon boum-boum
TID_WANTED_2,Camp de hors-la-loi
TID_BATTLE_ROYALE_2,Terre brûlée
TID_GOLDRUSH_3,Grotte vénéneuse
TID_BANKHEIST_3,Zone sécurisée
TID_WANTED_3,Fort de pierre
TID_BATTLE_ROYALE_3,Brawl n' roll
TID_WANTED_4,Piège vénéneux
TID_GOLDRUSH_4,Fort de marchandises
TID_WANTED_5,Clairière de cristal
TID_GOLDRUSH_5,Tunnel de mine
TID_WANTED_6,Prairie aux serpents
TID_WANTED_7,Étoile filante
TID_GOLDRUSH_6,Au bon resto
TID_GOLDRUSH_7,Espace tranquille
TID_BATTLE_ROYALE_4,Famine ou festin
TID_WANTED_8,Cachette secrète
TID_BANKHEIST_4,Pompes G.G. funèbres
TID_CLAN_MEMBERS_ONLINE,Membres en ligne : <COUNT>/<TOTAL>
TID_CLAN_TOTAL_TROPHIES,Trophées de club
TID_CLAN_SEARCH_OK,RECHERCHE
TID_CLAN_INFO_NAME,NOM DU CLUB
TID_CLAN_INFO_BADGE,BADGE
TID_CLAN_INFO_DESC,DESCRIPTION
TID_CLAN_INFO_TOTAL_TROPHIES,TROPHÉES DU CLUB
TID_CLAN_INFO_TYPE,TYPE
TID_CLAN_INFO_TAG,IDENTIFIANT
TID_CLAN_INFO_MIN_TROPHIES,TROPHÉES REQUIS
TID_CLAN_INFO_LEAVE,QUITTER
TID_CLAN_INFO_SETTINGS,PARAMÈTRES
TID_CLAN_INFO_JOIN,REJOINDRE
TID_CLAN_INFO_MESSAGE,Message
TID_CLAN_INFO_REQUEST_JOIN,Demander à rejoindre
TID_CLAN_SEARCH_NO_RESULTS,Aucun club trouvé
TID_CLAN_SEARCH_INITIAL,Pas encore de recherche
TID_CLAN_INFO_MEMBERS,Membres
TID_CLAN_INFO_SELECT_BADGE,PARCOURIR
TID_SELECT_BADGE,CHOISIR UN BADGE
TID_ALLIANCE_CREATE_OK,Club créé avec succès
TID_CLAN_CHANGE_SETTINGS_TITLE,PARAMÈTRES DU CLUB
TID_TITLE_ALLIANCE,Infos du club
TID_ALLIANCE_LEFT,Vous avez quitté le club.
TID_CLAN_MEMBER_DEMOTE,Rétrograder
TID_CLAN_MEMBER_PROMOTE,Promouvoir
TID_CLAN_MEMBER_KICK,Exclure
TID_CLAN_MEMBER_VIEW_ALLIANCE,Voir club
TID_BUTTON_INVITE,INVITER
TID_PLAYER_INFO_GOTO_CLAN,Voir club
TID_SELECT_PLAYER_THUMBNAIL,Sélectionner avatar
TID_SELECT_PLAYER_THUMBNAIL_FAIL_3,Cet avatar sera débloqué avec <TROPHIES> trophées.
TID_PLAYER_INFO_WINS_AMOUNT,<AMOUNT> victoires
TID_PLAYER_INFO_TAB_1,STATISTIQUES
TID_PLAYER_INFO_TAB_2,BRAWLERS (<FOUND>/<TOTAL>)
TID_PLAYER_STAT_1,VICTOIRES EN 3c3
TID_PLAYER_STAT_4,MEILLEUR SCORE - TROPHÉES
TID_PLAYER_STAT_8,VICTOIRES EN SOLO
TID_PLAYER_STAT_9,MEILLEUR NIVEAU - ROBOTS À GOGO
TID_PLAYER_STAT_11,VICTOIRES EN DUO
TID_PLAYER_STAT_12,MEILLEUR NIVEAU - COMBAT DE BOSS
TID_PLAYER_STAT_13,MEILLEUR SCORE - MARATHON STAR
TID_PLAYER_STAT_14,RANG MARATHON STAR LE PLUS ÉLEVÉ
TID_PLAYER_STAT_15,RECORD DE VICTOIRES EN DÉFI
TID_PLAYER_STAT_16,MEILLEUR NIVEAU - SACCAGE
TID_PLAYER_STAT_17,MEILLEURE LIGUE - ÉQUIPE
TID_PLAYER_STAT_18,MEILLEURE LIGUE - SOLO
TID_PLAYER_STAT_19,MEILLEURE LIGUE DES CLUBS
TID_NO_CLAN,Pas dans un club
TID_ULTIMATE_NOT_READY,Infligez des dégâts aux ennemis pour charger votre super pouvoir.
