"Name","Conf","Disabled","Campaigns","IconOverride","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","BlueTexture","RedTexture","BlueSpecular","RedSpecular","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"WallyDefault","WallyDefault","","","","","","","","","","","","","","","","","","","","","","","sprout_tex.pvr","sprout_tex.pvr","sprout_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","","","","","","","","",""
"BarrelBotFootball","BarrelBotFootball","","GOLDENBALL","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_MASCOT_DARRYL_SKIN","TID_MASCOT_DARRYL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","darryl_fb_tex.pvr","darryl_fb_tex.pvr","darryl_fb_tex.pvr","darryl_fb_tex.pvr","","","","400","","","","",""
"ShotgunGirlFootball","ShotgunGirlFootball","","PSG","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_PSG_SHELLY_SKIN","TID_PSG_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","","shelly_fb_tex.pvr","shelly_fb_tex.pvr","shelly_fb_tex.pvr","shelly_fb_tex.pvr","","","","","","","","",""
"TntDudeFootball","TntDudeFootball","","GOLDENBALL","","","","","","","","","","","5000","149","129","","EPIC","TID_COACH_MIKE_SKIN","TID_COACH_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_coach_tex.pvr","dynamike_coach_tex.pvr","dynamike_coach_tex.pvr","dynamike_coach_tex.pvr","","","","","","","","",""
"BallArena","BallArena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicTanuki","MechanicTanuki","","GOLDENWEEK","emoji_jessie_gw","","","","","","MechanicTurretTanuki","","","","5000","149","129","","EPIC","TID_TANUKI_JESSIE_SKIN","TID_TANUKI_JESSIE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","jessie_tanuki_redux_tex.pvr","jessie_tanuki_redux_tex.pvr","jessie_tanuki_redux_tex.pvr","jessie_tanuki_redux_tex.pvr","","","","","","","","",""
"BowDudeHorus","BowDudeHorus","","SC_MAKE","","","","","","","BowDudeTotemDefault","","","","5000","149","129","","EPIC","TID_HORUS_BO_SKIN","TID_HORUS_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","gedi-kor","","bo_falcon_tex.pvr","bo_falcon_tex.pvr","bo_falcon_tex.pvr","bo_falcon_tex.pvr","","","","","","","","",""
"BallArenaPSG","BallArenaPSG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeDarkBunny","ArtilleryDudeDarkBunny","","BUNNY_BRIGADE","","","","","","","ArtilleryTurretDarkBunny","ArtilleryDudeCoverDefault","","","1000","29","","","SUPER_RARE","TID_BLACK_BUNNY_PENNY_SKIN","TID_BLACK_BUNNY_PENNY_SKIN_SHOP","MODEL,TEXTURE","","","penny_bunny_dark_redux_tex.pvr","penny_bunny_dark_redux_tex.pvr","penny_bunny_dark_redux_tex.pvr","penny_bunny_dark_redux_tex.pvr","","","","","","","ArtilleryGalBunny","",""
"ArtilleryTurretDarkBunny","ArtilleryTurretDarkBunny","","","","","","","","","","","","","","","","","","","","","","","penny_bunny_dark_redux_tex.pvr","penny_bunny_dark_redux_tex.pvr","penny_bunny_dark_redux_tex.pvr","penny_bunny_dark_redux_tex.pvr","","","","","","","","",""
"MummyCollege","MummyCollege","","","","","","","","","","","","","1000","29","","","RARE","TID_COLLEGE_EMZ_SKIN","TID_COLLEGE_EMZ_SKIN_SHOP","MODEL,TEXTURE","","","emz_college_redux_tex.pvr","emz_college_redux_tex.pvr","emz_college_redux_tex.pvr","emz_college_redux_tex.pvr","","","","","","","","",""
"BeeSniperSlowPotDefault","BeeSniperSlowPotDefault","","","","","","","","","","","","","","","","","","","","","","","bea_gadget_honeypot_tex.pvr","bea_gadget_honeypot_tex.pvr","bea_gadget_honeypot_tex.pvr","bea_gadget_honeypot_tex.pvr","","","","","","","","",""
"MechanicTurretTanuki","MechanicTurretTanuki","","","","","","","","","","","","","","","","","","","","","","","jessie_tanuki_turret_redux_tex.pvr","jessie_tanuki_turret_redux_tex.pvr","jessie_tanuki_turret_redux_tex.pvr","jessie_tanuki_turret_redux_tex.pvr","","","","","","","","",""
"BowDudeTotemDefault","BowDudeTotemDefault","","","","","","","","","","","","","","","","","","","","","","","bo_gadget_totem_tex.pvr","bo_gadget_totem_tex.pvr","bo_gadget_totem_tex.pvr","bo_gadget_totem_tex.pvr","","","","","","","","",""
"TrickshotDudeBazaar","TrickshotDudeBazaar","","LANTERN","","","","","","","","","","","5000","149","129","","EPIC","TID_GUARD_RICO_SKIN","TID_GUARD_RICO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","rico_dark.pvr","rico_dark.pvr","rico_dark.pvr","rico_dark.pvr","","","","","","","","",""
"HookDudeBazaar","HookDudeBazaar","","LANTERN","","","","","","","","","","","5000","149","129","","EPIC","TID_EVIL_GENE_SKIN","TID_EVIL_GENE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,SFX,VOICE","","","gene_dark_tex.pvr","gene_dark_tex.pvr","gene_dark_tex.pvr","gene_dark_tex.pvr","","","","","","","","",""
"UndertakerBazaar","UndertakerBazaar","","LANTERN","","","","","","","","","","","5000","149","129","","EPIC","TID_ROGUE_MORTIS_SKIN","TID_ROGUE_MORTIS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","mortis_dark_tex.pvr","mortis_dark_tex.pvr","mortis_dark_tex.pvr","mortis_dark_tex.pvr","","","","","","","","",""
"MechanicRedDragon","MechanicRedDragon","","CHINA","","","3","3","","","TurretRedDragon","","","","2750","79","","","SUPER_RARE","TID_RED_DRAGON_JESSIE_SKIN","TID_RED_DRAGON_JESSIE_SKIN_SHOP","MODEL,TEXTURE,PET","","","jessie_red_dragon_redux_tex.pvr","jessie_red_dragon_redux_tex.pvr","jessie_red_dragon_redux_tex.pvr","jessie_red_dragon_redux_tex.pvr","","","","","","","","",""
"TurretRedDragon","TurretRedDragon","","","","","","","","","","","","","","","","","","","","","","","jessie_red_dragon_turret_redux_tex.pvr","jessie_red_dragon_turret_redux_tex.pvr","jessie_red_dragon_turret_redux_tex.pvr","jessie_red_dragon_turret_redux_tex.pvr","","","","","","","","",""
"DrillerConstructor","DrillerConstructor","","","","","","","","","","","","","1000","29","","","RARE","TID_CONSTRUCTOR_JACKY_SKIN","TID_CONSTRUCTOR_JACKY_SKIN_SHOP","MODEL,TEXTURE","","","jacky_constructor_tex.pvr","jacky_constructor_tex.pvr","jacky_constructor_tex.pvr","jacky_constructor_tex.pvr","","","","","","","","",""
"WallyHawaii","WallyHawaii","","SUMMER","","","","","","","","","","","1000","29","","","RARE","TID_TROPICAL_SPROUT_SKIN","TID_TROPICAL_SPROUT_SKIN_SHOP","MODEL,TEXTURE","","","sprout_hawaii_tex.pvr","sprout_hawaii_tex.pvr","sprout_hawaii_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","sprout_hawaii_tex.pvr+value(masks/sprout/sprout_glass_msk.png,1.000000)+hue(masks/sprout/sprout_glass_msk.png,347.441986)","","","","","","","","",""
"BullDudeBarbking","BullDudeBarbking","","CLASHIP","","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_BARBARIAN_KING_BULL_SKIN","TID_BARBARIAN_KING_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bull_barbking_tex.pvr","bull_barbking_tex.pvr","bull_barbking_tex.pvr","bull_barbking_tex.pvr","","","","","","","","",""
"MinigunDudeSummer","MinigunDudeSummer","","SUMMER","","","","","","","HealingStationSummer","","","","2750","79","69","","SUPER_RARE","TID_HOLIDAY_PAM_SKIN","TID_HOLIDAY_PAM_SKIN_SHOP","MODEL,TEXTURE,VFX,TURRET","","","","","","","","","","","","","","",""
"BlowerTrader","BlowerTrader","","BRAWLPASS","","","3","3","","","","","","","5000","149","","","EPIC","TID_MERCHANT_GALE_SKIN","TID_MERCHANT_GALE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","gale_trader_tex.pvr","gale_trader_tex.pvr","gale_trader_tex.pvr","gale_trader_tex.pvr","","","250","","","","","",""
"ControllerDefaultAddon","ControllerDefaultAddon","","","","","","","","","","","","","","","","","","","","","","","nani_tex.pvr","nani_tex.pvr","nani_tex.pvr","nani_tex.pvr","","","","","","","","",""
"HealingStationSummer","HealingStationSummer","","","","","","","","","","","","","","","","","","","","","","","pam_summer_gun_tex.pvr+hue(masks/pam/pam_summer_gun_msk.png,238.604996)","pam_summer_gun_tex.pvr","pam_summer_gun_tex.pvr+hue(masks/pam/pam_summer_gun_msk.png,238.604996)","pam_summer_gun_tex.pvr","","","","","","","","",""
"LuchadorGold","LuchadorGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EL_PRIMO_SKIN","TID_TRUE_GOLD_EL_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","primo_gold_tex.pvr","primo_gold_tex.pvr","primo_gold_tex.pvr","primo_gold_tex.pvr","","","","","","","","",""
"PowerLevelerDefault","PowerLevelerDefault","","","","","","","","","","","","","","","","","","","","","","","surge_tex.pvr","surge_tex.pvr","surge_tex.pvr","surge_tex.pvr","","","","","","","","",""
"MummyGold","MummyGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_EMZ_SKIN","TID_TRUE_GOLD_EMZ_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","emz_gold_tex.pvr","emz_gold_tex.pvr","emz_gold_tex.pvr","emz_gold_tex.pvr","","","","","","","","",""
"MummySilver","MummySilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EMZ_SKIN","TID_TRUE_SILVER_EMZ_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","emz_silver_tex.pvr","emz_silver_tex.pvr","emz_silver_tex.pvr","emz_silver_tex.pvr","","","","","","","","",""
"LuchadorSilver","LuchadorSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_EL_PRIMO_SKIN","TID_TRUE_SILVER_EL_PRIMO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","primo_silver_tex.pvr","primo_silver_tex.pvr","primo_silver_tex.pvr","primo_silver_tex.pvr","","","","","","","","",""
"BeeSniperMonster","BeeSniperMonster","","ROBOTSMONSTERS","","","","","","","BeeSniperSlowPotDefault","","","","5000","149","129","","EPIC","TID_MEGA_BEETLE_BEA_SKIN","TID_MEGA_BEETLE_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","bea_bug_tex.pvr","bea_bug_tex.pvr","bea_bug_tex.pvr","bea_bug_tex.pvr","","","","","","","","",""
"DrillerMonster","DrillerMonster","","ROBOTSMONSTERS","","","","","","","","","","","5000","149","129","","EPIC","TID_ULTRA_DRILLER_JACKY_SKIN","TID_ULTRA_DRILLER_JACKY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","jacky_driller_tex.pvr","jacky_driller_tex.pvr","jacky_driller_tex.pvr","jacky_driller_tex.pvr","","","","","","","","",""
"ClusterBombMonster","ClusterBombMonster","","ROBOTSMONSTERS","","","","","","","ClusterBombPetMonster","","","","2750","79","69","","SUPER_RARE","TID_KING_CRAB_TICK_SKIN","TID_KING_CRAB_TICK_SKIN_SHOP","MODEL,TEXTURE,VFX","","","tick_crab_tex.pvr","tick_crab_tex.pvr","tick_crab_tex.pvr","tick_crab_tex.pvr","","","","","","","","",""
"BossKaijuDefault","BossKaijuDefault","","","","","","","","","","","","","","","","","","","","","","","kaiju_boss_tex.pvr","kaiju_boss_tex.pvr","kaiju_boss_tex.pvr","kaiju_boss_tex.pvr","","","","","","","","",""
"BeeSniperMonsterAddonBee","BeeSniperMonsterAddonBee","","","","","","","","","","","","","","","","","","","","","","","bea_bug_tex.pvr","bea_bug_tex.pvr","bea_bug_tex.pvr","bea_bug_tex.pvr","","","","","","","","",""
"SafeBank","SafeBank","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerRetro","ControllerRetro","","","","","","","","","","","","","1000","29","","","RARE","TID_RETRO_NANI_SKIN","TID_RETRO_NANI_SKIN_SHOP","MODEL,TEXTURE","","","nani_retro_tex.pvr","nani_retro_tex.pvr","nani_retro_tex.pvr","nani_retro_tex.pvr","","","","","","","","",""
"ShotgunGirlGold","ShotgunGirlGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_SHELLY_SKIN","TID_TRUE_GOLD_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","shelly_gold_tex.pvr","shelly_gold_tex.pvr","shelly_gold_tex.pvr","shelly_gold_tex.pvr","","","","","","","","",""
"ShotgunGirlSilver","ShotgunGirlSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_SHELLY_SKIN","TID_TRUE_SILVER_SHELLY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","shelly_silver_tex.pvr","shelly_silver_tex.pvr","shelly_silver_tex.pvr","shelly_silver_tex.pvr","","","","","","","","",""
"SniperGold","SniperGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_PIPER_SKIN","TID_TRUE_GOLD_PIPER_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","piper_gold_tex.pvr","piper_gold_tex.pvr","piper_gold_tex.pvr","piper_gold_tex.pvr","","","","","","","","",""
"SniperSilver","SniperSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_PIPER_SKIN","TID_TRUE_SILVER_PIPER_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","piper_silver_tex.pvr","piper_silver_tex.pvr","piper_silver_tex.pvr","piper_silver_tex.pvr","","","","","","","","",""
"NinjaGold","NinjaGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_LEON_SKIN","TID_TRUE_GOLD_LEON_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","leon_gold_tex.pvr","leon_gold_tex.pvr","leon_gold_tex.pvr","leon_gold_tex.pvr","","","","","","","","",""
"NinjaSilver","NinjaSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_LEON_SKIN","TID_TRUE_SILVER_LEON_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","leon_silver_tex.pvr","leon_silver_tex.pvr","leon_silver_tex.pvr","leon_silver_tex.pvr","","","","","","","","",""
"RocketGirlRanger","RocketGirlRanger","","BRAWLPASS","","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_SUPER_RANGER_BROCK_SKIN","TID_SUPER_RANGER_BROCK_SKIN_SHOP","MODEL,TEXTURE","","","brock_ranger_tex.pvr","brock_ranger_tex.pvr","brock_ranger_tex.pvr","brock_ranger_tex.pvr","","","","","","","","",""
"SpeedyTracksuit","SpeedyTracksuit","","","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_STREETWEAR_MAX_SKIN","TID_STREETWEAR_MAX_SKIN_SHOP","MODEL,TEXTURE","","","max_tracksuit_tex.pvr","max_tracksuit_tex.pvr","max_tracksuit_tex.pvr","max_tracksuit_tex.pvr","","","","","","","","",""
"PowerLevelerKnight","PowerLevelerKnight","","BRAWLPASS","","","3","3","","","","","","","5000","149","","","EPIC","TID_MECHA_PALADIN_SURGE_SKIN","TID_MECHA_PALADIN_SURGE_SKIN_SHOP","MODEL,TEXTURE","","","surge_knight_tex.pvr","surge_knight_tex.pvr","surge_knight_tex.pvr","surge_knight_tex.pvr","","","","","","","","",""
"ClusterBombPetMonster","ClusterBombPetMonster","","","","","","","","","","","","","","","","","","","","","","","tick_crab_tex.pvr","tick_crab_tex.pvr","tick_crab_tex.pvr","tick_crab_tex.pvr","","","","","","","","",""
"ControllerRetroAddon","ControllerRetroAddon","","","","","","","","","","","","","","","","","","","","","","","nani_retro_tex.pvr","nani_retro_tex.pvr","nani_retro_tex.pvr","nani_retro_tex.pvr","","","","","","","","",""
"PercenterDefault","PercenterDefault","","","","","","","","","MechanicTurretTanuki","","","","","","","","","","","","","","colette_tex.pvr","colette_tex.pvr","colette_tex.pvr","colette_tex.pvr","","","","","","","","",""
"FireDudeDefault","FireDudeDefault","","","","","","","","","","","","","","","","","","","","","","","amber_tex.pvr","amber_tex.pvr","amber_tex.pvr","amber_tex.pvr","","","","","true","","","",""
"CactusMask","CactusMask","","","","","","","","","","","","","1000","29","","","RARE","TID_MASK_SPIKE_SKIN","TID_MASK_SPIKE_SKIN_SHOP","MODEL,TEXTURE","","","","","","","","","","","","","","",""
"MummyGiftShop","MummyGiftShop","","","","","","","","","","","","","5000","149","129","","EPIC","TID_SUPER_FAN_EMZ_SKIN","TID_SUPER_FAN_EMZ_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","emz_giftshop_tex.pvr","emz_giftshop_tex.pvr","emz_giftshop_tex.pvr","emz_giftshop_tex.pvr","","","","","","","","",""
"SandstormGiftShop","SandstormGiftShop","","","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_SUGAR_RUSH_SANDY_SKIN","TID_SUGAR_RUSH_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_sugar_addict_tex.pvr","sandy_sugar_addict_tex.pvr","sandy_sugar_addict_tex.pvr","sandy_sugar_addict_tex.pvr","","","","","","","","",""
"WallyMoon","WallyMoon","","LUNAREVENT","","","","","","","","","","","5000","149","129","","EPIC","TID_LUNAR_SPROUT_SKIN","TID_LUNAR_SPROUT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sprout_moon_tex.pvr","sprout_moon_tex.pvr","sprout_moon_tex.pvr","sprout_moon_tex.pvr","","","","","","","","",""
"PercenterTrixie","PercenterTrixie","","BRAWLPASS","","","3","3","","","MechanicTurretTanuki","","","","5000","149","","","EPIC","TID_TRIXIE_COLETTE_SKIN","TID_TRIXIE_COLETTE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colette_trixie_tex.pvr","colette_trixie_tex.pvr","colette_trixie_tex.pvr","colette_trixie_tex.pvr","","","","","","","","",""
"LuchadorAtomic","LuchadorAtomic","","","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_EL_ATOMICO_SKIN","TID_EL_ATOMICO_SKIN_SHOP","MODEL,TEXTURE,VFX","","","primo_atomico_tex.pvr","primo_atomico_tex.pvr","primo_atomico_tex.pvr","primo_atomico_tex.pvr+hue(masks/primo/primo_atomico_msk.png,339.070007)","","","","","","","","",""
"PocoStarr","PocoStarr","","BRAWLPASS","","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_POCO_STARR_SKIN","TID_POCO_STARR_SKIN_SHOP","MODEL,VFX","","","poco_starr_tex.pvr","poco_starr_tex.pvr","poco_starr_tex.pvr","poco_starr_tex.pvr","","","","","","","","",""
"RosaRosaBrawloween","RosaRosaBrawloween","","BRAWLOWEEN","emoji_rosa_halloween","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_BRAWLOWEEN_ROSA_SKIN","TID_BRAWLOWEEN_ROSA_SKIN_SHOP","MODEL,TEXTURE,VFX","","","","","","","","","","","","","","",""
"BowDudeDemonic","BowDudeDemonic","","SC_MAKE","","","","","","","BowDudeTotemDefault","","","","5000","149","129","","EPIC","TID_UNDERWORLD_BO_SKIN","TID_UNDERWORLD_BO_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","Beats","","bo_demonic_tex.pvr","bo_demonic_tex.pvr","bo_demonic_tex.pvr","bo_demonic_tex.pvr","","","","300","","","","",""
"GunslingerPlayer","GunslingerPlayer","","WF_2020","","","3","3","","","","","","","5000","149","","","EPIC","TID_CHALLENGER_COLT_SKIN","TID_CHALLENGER_COLT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","colt_player_tex.pvr","colt_player_tex.pvr","colt_player_tex.pvr","colt_player_tex.pvr","","","","","","","","",""
"BullDudeGold","BullDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BULL_SKIN","TID_TRUE_GOLD_BULL_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","bull_gold_tex.pvr","bull_gold_tex.pvr","bull_gold_tex.pvr","bull_gold_tex.pvr","","","","","","","","",""
"BullDudeSilver","BullDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BULL_SKIN","TID_TRUE_SILVER_BULL_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","bull_silver_tex.pvr","bull_silver_tex.pvr","bull_silver_tex.pvr","bull_silver_tex.pvr","","","","","","","","",""
"BarkeepTrueGold","BarkeepTrueGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BARLEY_SKIN","TID_TRUE_GOLD_BARLEY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","barley_gold_tex.pvr","barley_gold_tex.pvr","barley_gold_tex.pvr","barley_gold_tex.pvr","","","","","","","","",""
"BarkeepTrueSilver","BarkeepTrueSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BARLEY_SKIN","TID_TRUE_SILVER_BARLEY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","barley_silver_tex.pvr","barley_silver_tex.pvr","barley_silver_tex.pvr","barley_silver_tex.pvr","","","","","","","","",""
"BaseballZombibi","BaseballZombibi","","SC_MAKE","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_ZOMBIBI_SKIN","TID_ZOMBIBI_SKIN_SHOP","MODEL,TEXTURE,VFX","Kent2D","","bibi_zombibi_tex.pvr","bibi_zombibi_tex.pvr","bibi_zombibi_tex.pvr","bibi_zombibi_tex.pvr","","","","","","","","",""
"TrickshotDudeTrueGold","TrickshotDudeTrueGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_RICO_SKIN","TID_TRUE_GOLD_RICO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","rico_truegold_tex.pvr","rico_truegold_tex.pvr","rico_truegold_tex.pvr","rico_truegold_tex.pvr","","","","","","","","",""
"TrickshotDudeSilver","TrickshotDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_RICO_SKIN","TID_TRUE_SILVER_RICO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","rico_silver_tex.pvr","rico_silver_tex.pvr","rico_silver_tex.pvr","rico_silver_tex.pvr","","","","","","","","",""
"HammerDudeGold","HammerDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_FRANK_SKIN","TID_TRUE_GOLD_FRANK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","frank_gold_tex.pvr","frank_gold_tex.pvr","frank_gold_tex.pvr","frank_gold_tex.pvr","","","","","","","","",""
"HammerDudeSilver","HammerDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_FRANK_SKIN","TID_TRUE_SILVER_FRANK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","frank_silver_tex.pvr","frank_silver_tex.pvr","frank_silver_tex.pvr","frank_silver_tex.pvr","","","","","","","","",""
"UndertakerHatGold","UndertakerHatGold","","GOLD","","2","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MORTIS_SKIN","TID_TRUE_GOLD_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","mortis_gold_tex.pvr","mortis_gold_tex.pvr","mortis_gold_tex.pvr","mortis_gold_tex.pvr","","","","","","","","",""
"UndertakerGold","UndertakerGold","","GOLD","","2","6","6","","UndertakerHatGold","","","","","","","","","","TID_TRUE_GOLD_MORTIS_SKIN","TID_TRUE_GOLD_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","mortis_gold_tex.pvr","mortis_gold_tex.pvr","mortis_gold_tex.pvr","mortis_gold_tex.pvr","","","","","","","","",""
"UndertakerHatSilver","UndertakerHatSilver","","SILVER","","3","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MORTIS_SKIN","TID_TRUE_SILVER_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","mortis_silver_tex.pvr","mortis_silver_tex.pvr","mortis_silver_tex.pvr","mortis_silver_tex.pvr","","","","","","","","",""
"UndertakerSilver","UndertakerSilver","","SILVER","","3","6","6","","UndertakerHatSilver","","","","","","","","","","TID_TRUE_SILVER_MORTIS_SKIN","TID_TRUE_SILVER_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","mortis_silver_tex.pvr","mortis_silver_tex.pvr","mortis_silver_tex.pvr","mortis_silver_tex.pvr","","","","","","","","",""
"IceDudeDefault","IceDudeDefault","","","","","","","","","","","","","","","","","","","","","","","lou_tex.pvr","lou_tex.pvr","lou_tex.pvr","lou_tex.pvr","","","","","","","","",""
"SpeedyLine","SpeedyLine","","LINE","","","","","","","","","","","","149","","","EPIC","TID_CONY_MAX_SKIN","TID_CONY_MAX_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","max_cony_tex.pvr","max_cony_tex.pvr","max_cony_tex.pvr","max_cony_tex.pvr","","","","","","","","",""
"ControllerLine","ControllerLine","","LINE","","","","","","","","","","","","149","","","EPIC","TID_SALLY_NANI_SKIN","TID_SALLY_NANI_SHOP","MODEL,TEXTURE,ANIM,VFX,TURRET","","","nani_line_friends_tex.pvr","nani_line_friends_tex.pvr","nani_line_friends_tex.pvr","nani_line_friends_tex.pvr","","","","","","","","",""
"SniperLine","SniperLine","","LINE","","","","","","","","","","","","79","","","SUPER_RARE","TID_CHOCO_PIPER_SKIN","TID_CHOCO_PIPER_SHOP","MODEL,TEXTURE,ANIM","","","piper_line_friends_tex.pvr","piper_line_friends_tex.pvr","piper_line_friends_tex.pvr","piper_line_friends_tex.pvr","","","","","","","","",""
"ControllerLineAddon","ControllerLineAddon","","","","","","","","","","","","","","","","","","","","","","","nani_line_friends_tex.pvr","nani_line_friends_tex.pvr","nani_line_friends_tex.pvr","nani_line_friends_tex.pvr","","","","","","","","",""
"TntDudeSnowtel","TntDudeSnowtel","","BRAWLPASS","","","3","3","","","","","","","2750","79","","","SUPER_RARE","TID_BELLHOP_MIKE_SKIN","TID_BELLHOP_MIKE_SHOP","MODEL,TEXTURE,VFX","","","dynamike_groom_tex.pvr","dynamike_groom_tex.pvr","dynamike_groom_tex.pvr","dynamike_groom_tex.pvr","","","","","","","","",""
"IceDudeKing","IceDudeKing","","BRAWLPASS","","","3","3","","","","","","","5000","149","","","EPIC","TID_KING_LOU_SKIN","TID_KING_LOU_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_king_tex.pvr","lou_king_tex.pvr","lou_king_tex.pvr","lou_king_tex.pvr","","","","","","","","",""
