"Name","Disabled","TileSetPrefix","BannerSWF","BannerExportName","Island","Music","GroundSCW","EnvironmentSCW","MaskedEnvironmentSCW","CampaignGroundSCW","Blocking1SCW","Blocking1Mesh","Blocking1AngleStep","Blocking2SCW","Blocking2Mesh","Blocking2AngleStep","Blocking3SCW","Blocking3Mesh","Blocking3AngleStep","Blocking4SCW","Blocking4Mesh","Blocking4AngleStep","RespawningWallSCW","RespawningWallMesh","RespawningWallAngleStep","RespawningForestSCW","ForestSCW","DestructableSCW","DestructableMesh","DestructableAngleStep","DestructableSCW_CN","DestructableMesh_CN","DestructableAngleStep_CN","FragileSCW","FragileMesh","FragileAngleStep","FragileSCW_CN","FragileMesh_CN","FragileAngleStep_CN","WaterTileSCW","FenceSCW","RopeFenceSCW","RoadSCW","IndestructibleFenceSCW","IndestructibleSCW","IndestructibleMesh","Damageable1SCW","Damageable1Mesh","Damageable1AngleStep","Damageable2SCW","Damageable2Mesh","Damageable2AngleStep","Damageable3SCW","Damageable3Mesh","Damageable3AngleStep","Damageable4SCW","Damageable4Mesh","Damageable4AngleStep","IndestructibleDeco1SCW","IndestructibleDeco1Mesh","IndestructibleDeco1AngleStep","IndestructibleDeco2SCW","IndestructibleDeco2Mesh","IndestructibleDeco2AngleStep","IndestructibleDeco3SCW","IndestructibleDeco3Mesh","IndestructibleDeco3AngleStep","IndestructibleDeco4SCW","IndestructibleDeco4Mesh","IndestructibleDeco4AngleStep","GroundFillerSCW","LaserBallSkinOverride","MineGemSpawnSCWOverride","LootBoxSkinOverride","SafeSkinOverride","SafeCharacterOverride","ShowdownBoostSCWOverride","MapPreviewBGColorRed","MapPreviewBGColorGreen","MapPreviewBGColorBlue","MapPreviewSkyColorRed","MapPreviewSkyColorGreen","MapPreviewSkyColorBlue","MapPreviewGemGrabSpawnHoleExportName","MapPreviewBallExportName","MapPreviewGoal1ExportName","MapPreviewGoal2ExportName","MapPreviewSafeExportName","MapPreviewCNOverrides","MapWidth","MapHeight"
"MortuaryShowdown","TRUE","mortuary_","sc/events.sc","event_mortuary_showdown_banner",,"Halloween_ingame","sc3d/bgr_mortuary_showdown_ground.scw","sc3d/bgr_mortuary_showdown.scw",,,"sc3d/rock_mortuary_1.scw","rock_mortuary",90,"sc3d/tombstones_1.scw","tombstone_1",0,"sc3d/crate_mortuary.scw","crate_1",0,"sc3d/barrel_mortuary.scw","barrel_1",1,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,"sc3d/grass6.scw","sc3d/grass6.scw","sc3d/bone_single_mortuary.scw","bone_single",1,"sc3d/plant_1_small_mine.scw",,1,"sc3d/candles_1.scw","candles1",0,,,,"sc3d/water_tile_mortuary.scw","sc3d/mortuary_fence.scw","sc3d/mortuary_rope_fence.scw",,"sc3d/mortuary_fence.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,,,,,,74,52,82,69,136,255,"mortuary_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>oasis_fragile_mid_1;destructable_mid_1>oasis_fragile_mid_1",60,60
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_2",0,"sc3d/crate_mortuary.scw","crate_1b",0,"sc3d/barrel_mortuary.scw","barrel_1b",1,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,,,"sc3d/bone_ribs_mortuary.scw","bone_ribs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_3",0,"sc3d/crate_mortuary.scw","crate_1c",0,"sc3d/barrel_mortuary.scw","barrel_1c",1,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,,,"sc3d/bone_skull_mortuary.scw","bone_pile_002",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_4",0,"sc3d/crate_mortuary.scw","crate_1d",0,,,,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_5",0,"sc3d/crate_mortuary.scw","crate_1e",0,,,,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MortuaryShowdownHW","TRUE","mortuary_","sc/events.sc","event_mortuary_showdown_banner",,"Halloween_ingame","sc3d/bgr_mortuary_showdown_ground.scw","sc3d/bgr_mortuary_showdown.scw+sc3d/bgr_mortuary_showdown_decos_hw.scw",,,"sc3d/rock_mortuary_1.scw","rock_mortuary",90,"sc3d/tombstones_1.scw","tombstone_1",0,"sc3d/crate_mortuary.scw","crate_1",0,"sc3d/barrel_mortuary.scw","barrel_1",1,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,"sc3d/grass6.scw","sc3d/grass6.scw","sc3d/bone_single_mortuary.scw","bone_single",1,"sc3d/plant_1_small_mine.scw",,1,"sc3d/candles_1.scw","candles1",0,,,,"sc3d/water_tile_mortuary.scw","sc3d/mortuary_fence.scw","sc3d/mortuary_rope_fence.scw",,"sc3d/mortuary_fence.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,,,,,,74,52,82,69,136,255,"mortuary_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>oasis_fragile_mid_1;destructable_mid_1>oasis_fragile_mid_1",60,60
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_2",0,"sc3d/crate_mortuary.scw","crate_1b",0,"sc3d/barrel_mortuary.scw","barrel_1b",1,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,,,"sc3d/bone_ribs_mortuary.scw","bone_ribs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_3",0,"sc3d/crate_mortuary.scw","crate_1c",0,"sc3d/barrel_mortuary.scw","barrel_1c",1,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,,,"sc3d/bone_skull_mortuary.scw","bone_pile_002",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_4",0,"sc3d/crate_mortuary.scw","crate_1d",0,,,,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"sc3d/tombstones_1.scw","tombstone_5",0,"sc3d/crate_mortuary.scw","crate_1e",0,,,,"sc3d/mortuary_tree_stump.scw","mortuary_tree_stump_2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grassfield",,"oasis_","sc/events.sc","event_brawlball_banner",,"BattleMusic","sc3d/bgr_grassfield_ground.glb","sc3d/bgr_grassfield.glb",,,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/oasis_wall2.glb","stone_ruin_1",90,"sc3d/default_crate.glb","crate_1",0,"sc3d/default_barrel.glb","barrel_1",1,"sc3d/default_themed.glb","ball_cactus",1,"sc3d/oasis_grass.glb","sc3d/oasis_grass.glb","sc3d/oasis_clutter.glb",,1,,,,"sc3d/oasis_fragile.glb","vase_1",1,,,,"sc3d/default_water.glb","sc3d/default_fence.glb","sc3d/oasis_rope.glb",,"sc3d/default_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallBeach","sc3d/default_gem_spawn.glb",,,,,234,180,119,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/default_wall1.glb","Rock_2b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GrassfieldBeachBall",,"grassfield_","sc/events.sc","event_beach_banner",,"BattleMusic","sc3d/bgr_grassfield_beach_ball_ground.glb","sc3d/bgr_grassfield_beach_ball.glb",,,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/default_crate.glb","crate_1",0,"sc3d/default_barrel.glb","barrel_1",1,"sc3d/default_themed.glb","ball_cactus",1,"sc3d/grassfield_grass.glb","sc3d/grassfield_grass.glb","sc3d/default_clutter.glb","bone_single",1,"sc3d/grassfield_clutter_cn.glb",,1,"sc3d/default_fragile.glb","bone_pile",1,"sc3d/grassfield_fragile_cn.glb","vase_1",1,"sc3d/default_water.glb","sc3d/default_fence.glb","sc3d/grassfield_rope.glb",,"sc3d/default_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallBeach","sc3d/default_gem_spawn.glb",,,,,60,150,87,15,150,223,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>oasis_fragile_mid_1;destructable_mid_1>oasis_fragile_mid_1",21,33
,,,,,,,,,,,"sc3d/default_wall1.glb","Rock_2b",90,"sc3d/default_wall1.glb","Rock_2b",90,,,,,,,,,,,,"sc3d/default_clutter.glb","bone_ribs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter.glb","bone_pile_002",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Default",,,"sc/events.sc","event_canyon_banner",,"BattleMusic","sc3d/bgr_default_ground.glb","sc3d/bgr_default.glb",,,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/default_crate.glb","crate_1",0,"sc3d/default_barrel.glb","barrel_1",1,"sc3d/default_themed.glb","ball_cactus",1,"sc3d/default_grass.glb","sc3d/default_grass.glb","sc3d/default_clutter.glb","bone_single",1,"sc3d/default_clutter_cn.glb",,1,"sc3d/default_fragile.glb","bone_pile",1,"sc3d/default_fragile_cn.glb","fragile_cactus_1",1,"sc3d/default_water.glb","sc3d/default_fence.glb","sc3d/default_rope.glb","sc3d/default_payload_track.glb","sc3d/default_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/default_gem_spawn.glb",,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>fragile_cactus;destructable_mid_1>fragile_cactus",21,33
,,,,,,,,,,,"sc3d/default_wall1.glb","Rock_2b",90,"sc3d/default_wall1.glb","Rock_2b",90,,,,,,,,,,,,"sc3d/default_clutter.glb","bone_ribs",1,,,,,,,"sc3d/default_fragile_cn.glb","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter.glb","bone_pile_002",0,,,,,,,"sc3d/default_fragile_cn.glb","fragile_cactus_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DefaultShowdown",,,"sc/events.sc","event_stormvalley_banner",,"BattleMusic","sc3d/bgr_default_showdown_ground.glb","sc3d/bgr_default_showdown.glb",,,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/default_wall1.glb","Rock_2",90,"sc3d/default_crate.glb","crate_1",0,"sc3d/default_barrel.glb","barrel_1",1,"sc3d/default_themed.glb","ball_cactus",1,"sc3d/default_grass.glb","sc3d/default_grass.glb","sc3d/default_clutter.glb","bone_single",1,"sc3d/default_clutter_cn.glb",,1,"sc3d/default_fragile.glb","bone_pile",1,"sc3d/default_fragile_cn.glb","fragile_cactus_1",1,"sc3d/default_water.glb","sc3d/default_fence.glb","sc3d/default_rope.glb","sc3d/default_payload_track.glb","sc3d/default_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,,,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>fragile_cactus;destructable_mid_1>fragile_cactus",60,60
,,,,,,,,,,,"sc3d/default_wall1.glb","Rock_2b",90,"sc3d/default_wall1.glb","Rock_2b",90,,,,,,,,,,,,"sc3d/default_clutter.glb","bone_ribs",1,,,,,,,"sc3d/default_fragile_cn.glb","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/default_clutter.glb","bone_pile_002",0,,,,,,,"sc3d/default_fragile_cn.glb","fragile_cactus_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"IslandShowdown",,,"sc/events.sc","event_stormvalley_banner","TRUE","BattleMusic","sc3d/bgr_island_showdown_ground.scw",,,,"sc3d/rock2.scw","Rock_2",90,"sc3d/rock2.scw","Rock_2",90,"sc3d/crate1.scw","crate_1",0,"sc3d/barrel1.scw","barrel_1",1,"sc3d/ball_cactus.scw","ball_cactus",1,"sc3d/grass2.scw","sc3d/grass3.scw","sc3d/bone_single.scw","bone_single",1,"sc3d/plant_1_small_canyon.scw",,1,"sc3d/bone_pile.scw","bone_pile",1,"sc3d/fragile_cactus.scw","fragile_cactus_1",1,"sc3d/water_tile.scw","sc3d/wooden_fence.scw","sc3d/canyon_rope_fence.scw",,"sc3d/wooden_fence.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,,,,,,249,166,117,69,136,255,"spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe","fragile_mid_1>fragile_cactus;destructable_mid_1>fragile_cactus",21,33
,,,,,,,,,,,"sc3d/rock2.scw","Rock_2b",90,"sc3d/rock2.scw","Rock_2b",90,,,,,,,,,,,,"sc3d/bone_ribs.scw","bone_ribs",1,,,,,,,"sc3d/fragile_cactus.scw","fragile_cactus_2",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bone_skull.scw","bone_pile_002",0,,,,,,,"sc3d/fragile_cactus.scw","fragile_cactus_3",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarrylsShip","TRUE","darryls_","sc/events.sc","event_pirates_banner",,"Pirate_Brawl_Ingame","sc3d/bgr_darryls_ship_ground.scw","sc3d/bgr_darryls_ship.scw","sc3d/bgr_darryls_ship_hold.scw",,"sc3d/cargo_block_1.scw","cargo_block_1",90,"sc3d/pirate_chest.scw",,0,"sc3d/crate1.scw","crate_1",0,"sc3d/barrel1.scw","barrel_1",1,"sc3d/barrel_fishy.scw",,1,"sc3d/grass_seaweed.scw","sc3d/grass_seaweed.scw","sc3d/seaweed_small.scw","seaweed_deco_a",1,,,,"sc3d/cannon_balls.scw","cannon_balls",1,,,,"sc3d/water_tile_darryls_ship.scw","sc3d/wooden_fence_darryls_ship.scw","sc3d/darryls_ship_rope_fence.scw","sc3d/payload_track_darryls.scw","sc3d/wooden_fence_darryls_ship.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_darryls_ship.scw",,,,,224,122,89,69,136,255,"darryls_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/cargo_block_1.scw","cargo_block_1b",90,,,,,,,,,,,,,,,,"seaweed_deco_b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DarrylsXmas","TRUE","darryls_","sc/events.sc","event_pirates_banner",,"Pirate_Brawl_Ingame","sc3d/bgr_darryls_ship_ground.scw","sc3d/bgr_darryls_ship.scw","sc3d/bgr_darryls_ship_hold.scw",,"sc3d/cargo_block_1.scw","cargo_block_1",90,"sc3d/pirate_chest.scw",,0,"sc3d/crate_xmas.scw","crate_xmas",0,"sc3d/barrel_xmas.scw","barrel_xmas",1,"sc3d/barrel_fishy.scw",,1,"sc3d/grass_seaweed.scw","sc3d/grass_seaweed.scw","sc3d/seaweed_small.scw","seaweed_deco_a",1,,,,"sc3d/cannon_balls.scw","cannon_balls",1,,,,"sc3d/water_tile_darryls_ship.scw","sc3d/wooden_fence_darryls_ship.scw","sc3d/generic_rope_fence.scw",,"sc3d/wooden_fence_darryls_ship.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_darryls_ship.scw",,,,,224,122,89,69,136,255,"darryls_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,"sc3d/bgr_darryls_ship_decos_xmas.scw",,,"sc3d/cargo_block_1.scw","cargo_block_1b",90,,,,,,,,,,,,,,,,"seaweed_deco_b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arcade","TRUE","arcade_","sc/events.sc","event_arcade_banner",,"Brawlcade_Ingame","sc3d/bgr_arcade_ground.glb","sc3d/bgr_arcade.glb",,,"sc3d/arcade_rock.glb","concrete_block",90,"sc3d/arcade_blocking2.glb","blocker_arcade",0,"sc3d/arcade_crate.glb","crate_1",0,"sc3d/arcade_barrel.glb","barrel_arcade",1,"sc3d/arcade_green.glb","construction_sign",180,"sc3d/arcade_grass.glb","sc3d/arcade_grass.glb","sc3d/arcade_deco.glb","pothole",1,,,,"sc3d/arcade_fragile.glb","traffic_cone",1,,,,"sc3d/arcade_water_tile.glb","sc3d/arcade_fence.glb","sc3d/arcade_rope_fence.glb","sc3d/arcade_payload_track.glb","sc3d/arcade_fence.glb","sc3d/indestructible_metal_1.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/arcade_mine_gem_spawn.glb",,,,,50,44,79,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BBArena",,"bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/bgr_bb_arena_ground.glb","sc3d/bgr_bb_arena.glb+sc3d/bgr_bb_arena_decos_default.glb",,,"sc3d/bbarena_rock.glb","concrete_block",90,"sc3d/bbarena_blocking2.glb",,90,"sc3d/bbarena_crate.glb","arena_blocker",90,"sc3d/bbarena_barrel.glb","barrel_2",1,"sc3d/bbarena_green.glb","potted_plant_1",1,"sc3d/bbarena_grass.glb","sc3d/bbarena_grass.glb","sc3d/bbarena_deco.glb",,1,,,,"sc3d/bbarena_fragile.glb","traffic_cone",1,,,,"sc3d/bbarena_water_tile.glb","sc3d/bbarena_fence.glb","sc3d/bbarena_rope_fence.glb",,"sc3d/bbarena_fence.glb","sc3d/indestructible_metal_1.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallArena","sc3d/bbarena_mine_gem_spawn.glb",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,"sc3d/bbarena_green.glb","potted_plant_1b",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BBArenaPSG","TRUE","bbarena_","sc/events.sc","event_brawlball_arena_banner",,"Footbrawl_ingame_muzak","sc3d/bgr_bb_arena_ground.scw+sc3d/bgr_bb_arena_ground_decos_psg.scw","sc3d/bgr_bb_arena.scw+sc3d/bgr_bb_arena_decos_psg.scw",,,"sc3d/concrete_block.scw","concrete_block",90,"sc3d/car_tires.scw",,90,"sc3d/arena_blocker.scw","arena_blocker",90,"sc3d/barrel2.scw","barrel_2",1,"sc3d/potted_plant_1.scw","potted_plant_1",1,"sc3d/grass2.scw","sc3d/grass2.scw","sc3d/plant_1_small.scw",,1,,,,"sc3d/traffic_cone.scw","traffic_cone",1,,,,"sc3d/water_tile.scw","sc3d/fence_arcade.scw","sc3d/generic_rope_fence.scw",,"sc3d/fence_arcade.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,"BallArenaPSG","sc3d/mine_gem_spawn_retropolis.scw",,,,,60,150,87,69,136,255,"retropolis_spawn_hole","icon_hud_brawl_ball_football","brawl_ball_goal_football_red","brawl_ball_goal_football_blue","heist_safe",,21,33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bazaar","TRUE","bazaar_","sc/events.sc","event_bazaar_banner",,"Brawzaar_ingame_muzak","sc3d/bgr_bazaar_ground.glb","sc3d/bgr_bazaar.glb+sc3d/bgr_bazaar_decos_default.glb",,,"sc3d/bazaar_wall1.glb","rock_bazaar",180,"sc3d/bazaar_wall1.glb","rock_bazaar_c",180,"sc3d/bazaar_crate.glb","cargo_block_2",90,"sc3d/bazaar_barrel.glb","basket",1,"sc3d/bazaar_themed.glb","vase_big",90,"sc3d/bazaar_grass.glb","sc3d/bazaar_grass.glb","sc3d/bazaar_clutter.glb",,1,,,,"sc3d/bazaar_fragile.glb","vase_1",1,,,,"sc3d/bazaar_water.glb","sc3d/bazaar_fence.glb","sc3d/bazaar_rope.glb",,"sc3d/bazaar_fence.glb","sc3d/default_indestructible.glb",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/bazaar_gem_spawn.glb",,,,,186,92,85,148,187,255,"bazaar_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","heist_safe",,21,33
,,,,,,,,,,,"sc3d/bazaar_wall1.glb","rock_bazaar_b",180,,,,"sc3d/bazaar_crate.glb","cargo_block_2b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Minicity","TRUE","minicity_","sc/events.sc","event_scity_banner",,"Monsterbrawl_ingame_muzak","sc3d/bgr_minicity_ground.scw","sc3d/bgr_minicity.scw",,,"sc3d/minicity_building_1.scw","minicity_building_1",90,"sc3d/minicity_building_2.scw",,90,"sc3d/crate_minicity.scw","crate_minicity",90,"sc3d/barrel_minicity.scw","barrel_minicity",0,"sc3d/minicity_containers.scw",,180,"sc3d/grass_minicity.scw","sc3d/grass_minicity.scw","sc3d/minicity_deco_square.scw",,0,,,,"sc3d/minicity_fragile.scw",,0,,,,"sc3d/water_tile_minicity.scw","sc3d/fence_minicity.scw","sc3d/minicity_rope_fence.scw","sc3d/minicity_street_tiles.scw","sc3d/fence_minicity.scw","sc3d/indestructible_metal_1.scw",,"sc3d/godzilla_damageable1.glb","building1",90,"sc3d/godzilla_damageable2.glb","building2",90,"sc3d/godzilla_damageable3.glb","building3",90,"sc3d/godzilla_damageable4.glb","building4",90,,,,,,,,,,,,,,,"sc3d/mine_gem_spawn_minicity.scw",,,,,60,61,87,69,136,255,"minicity_spawn_hole","icon_hud_brawl_ball","brawl_ball_goal_red","brawl_ball_goal_blue","minicity_heist_safe",,21,33
,,,,,,,,,,,"sc3d/minicity_building_1.scw","minicity_building_1b",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
