"Name","Conf","Disabled","Campaigns","IconOverride","SkinGroupId","ObtainType","ObtainTypeCN","LastChance","MasterSkin","PetSkin","PetSkin2","PriceClubCoins","PriceStarPoints","PriceBling","PriceGems","DiscountPriceGems","PriceCoins","Rarity","TID","ShopTID","Features","CommunityCredit","MaterialsFile","BlueTexture","RedTexture","BlueSpecular","RedSpecular","OutlineShader","PackOfferAnimOverride","BattleIntroXOffset","BattleIntroZOffset","BattleIntroVFX","DisableCatalogRelease","CatalogPreRequirementSkin","CatalogNewDaysAdjustment","NotInCatalogTID"
"BullDudeGold","BullDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BULL_SKIN","TID_TRUE_GOLD_BULL_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","bull_redux_gold_face_tex.ktx","bull_redux_gold_face_tex.ktx","bull_redux_gold_face_tex.ktx","bull_redux_gold_face_tex.ktx","","","","","","","","",""
"BullDudeSilver","BullDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BULL_SKIN","TID_TRUE_SILVER_BULL_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","bull_redux_silver_face_tex.ktx","bull_redux_silver_face_tex.ktx","bull_redux_silver_face_tex.ktx","bull_redux_silver_face_tex.ktx","","","","","","","","",""
"BarkeepTrueGold","BarkeepTrueGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_BARLEY_SKIN","TID_TRUE_GOLD_BARLEY_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","barley_gold_tex.ktx","barley_gold_tex.ktx","barley_gold_tex.ktx","barley_gold_tex.ktx","","","","","","","","",""
"BarkeepTrueSilver","BarkeepTrueSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_BARLEY_SKIN","TID_TRUE_SILVER_BARLEY_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","barley_silver_tex.ktx","barley_silver_tex.ktx","barley_silver_tex.ktx","barley_silver_tex.ktx","","","","","","","","",""
"BaseballZombibi","BaseballZombibi","","SC_MAKE","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_ZOMBIBI_SKIN","TID_ZOMBIBI_SKIN_SHOP","MODEL,TEXTURE,VFX","Kent2D","","bibi_zombibi_tex.ktx","bibi_zombibi_tex.ktx","bibi_zombibi_tex.ktx","bibi_zombibi_tex.ktx","","","","","","","","",""
"TrickshotDudeTrueGold","TrickshotDudeTrueGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_RICO_SKIN","TID_TRUE_GOLD_RICO_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","rico_truegold_tex.ktx","rico_truegold_tex.ktx","rico_truegold_tex.ktx","rico_truegold_tex.ktx","","","","","","","","",""
"TrickshotDudeSilver","TrickshotDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_RICO_SKIN","TID_TRUE_SILVER_RICO_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","rico_silver_tex.ktx","rico_silver_tex.ktx","rico_silver_tex.ktx","rico_silver_tex.ktx","","","","","","","","",""
"HammerDudeGold","HammerDudeGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_FRANK_SKIN","TID_TRUE_GOLD_FRANK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","frank_gold_tex.ktx","frank_gold_tex.ktx","frank_gold_tex.ktx","frank_gold_tex.ktx","","","","","","","","",""
"HammerDudeSilver","HammerDudeSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_FRANK_SKIN","TID_TRUE_SILVER_FRANK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","frank_silver_tex.ktx","frank_silver_tex.ktx","frank_silver_tex.ktx","frank_silver_tex.ktx","","","","","","","","",""
"UndertakerHatGold","UndertakerHatGold","","GOLD","","2","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_MORTIS_SKIN","TID_TRUE_GOLD_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","mortis_gold_tex.ktx","mortis_gold_tex.ktx","mortis_gold_tex.ktx","mortis_gold_tex.ktx","","","","","","","","",""
"UndertakerGold","UndertakerGold","","GOLD","","2","6","6","","UndertakerHatGold","","","","","","","","","","TID_TRUE_GOLD_MORTIS_SKIN","TID_TRUE_GOLD_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","mortis_gold_tex.ktx","mortis_gold_tex.ktx","mortis_gold_tex.ktx","mortis_gold_tex.ktx","","","","","","","","",""
"UndertakerHatSilver","UndertakerHatSilver","","SILVER","","3","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_MORTIS_SKIN","TID_TRUE_SILVER_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","mortis_silver_tex.ktx","mortis_silver_tex.ktx","mortis_silver_tex.ktx","mortis_silver_tex.ktx","","","","","","","","",""
"UndertakerSilver","UndertakerSilver","","SILVER","","3","6","6","","UndertakerHatSilver","","","","","","","","","","TID_TRUE_SILVER_MORTIS_SKIN","TID_TRUE_SILVER_MORTIS_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","mortis_silver_tex.ktx","mortis_silver_tex.ktx","mortis_silver_tex.ktx","mortis_silver_tex.ktx","","","","","","","","",""
"IceDudeDefault","IceDudeDefault","","","","","","","","","","","","","","","","","","","","","","","lou_tex.ktx","lou_tex.ktx","lou_tex.ktx","lou_tex.ktx","","","","","","","","",""
"SpeedyLine","SpeedyLine","","LINE","","","","","","","","","","","","149","","","EPIC","TID_CONY_MAX_SKIN","TID_CONY_MAX_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","max_cony_tex.ktx","max_cony_tex.ktx","max_cony_tex.ktx","max_cony_tex.ktx","","","","","","","","",""
"ControllerLine","ControllerLine","","LINE","","","","","","","","","","","","149","","","EPIC","TID_SALLY_NANI_SKIN","TID_SALLY_NANI_SHOP","MODEL,TEXTURE,ANIM,VFX,TURRET","","","nani_line_friends_tex.ktx","nani_line_friends_tex.ktx","nani_line_friends_tex.ktx","nani_line_friends_tex.ktx","","","","","","","","",""
"SniperLine","SniperLine","","LINE","","","","","","","","","","","","79","","","SUPER_RARE","TID_CHOCO_PIPER_SKIN","TID_CHOCO_PIPER_SHOP","MODEL,TEXTURE,ANIM","","","piper_line_friends_tex.ktx","piper_line_friends_tex.ktx","piper_line_friends_tex.ktx","piper_line_friends_tex.ktx","","","","","","","","",""
"ControllerLineAddon","ControllerLineAddon","","","","","","","","","","","","","","","","","","","","","","","nani_line_friends_tex.ktx","nani_line_friends_tex.ktx","nani_line_friends_tex.ktx","nani_line_friends_tex.ktx","","","","","","","","",""
"TntDudeSnowtel","TntDudeSnowtel","","BRAWLPASS","","","7","7","","","","","","","2750","79","","","SUPER_RARE","TID_BELLHOP_MIKE_SKIN","TID_BELLHOP_MIKE_SHOP","MODEL,TEXTURE,VFX","","","dynamike_groom_tex.ktx","dynamike_groom_tex.ktx","dynamike_groom_tex.ktx","dynamike_groom_tex.ktx","","","","","","","","",""
"IceDudeKing","IceDudeKing","","BRAWLPASS","","","7","7","","","","","","","5000","149","","","EPIC","TID_KING_LOU_SKIN","TID_KING_LOU_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_king_tex.ktx","lou_king_tex.ktx","lou_king_tex.ktx","lou_king_tex.ktx","","","","","","","","",""
"SafeRed","SafeRed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilDefault","SnakeOilDefault","","","","","","","","","","","","","","","","","","","","","","","byron_tex.ktx","byron_tex.ktx","byron_tex.ktx","byron_tex.ktx","","","","","","","","",""
"EnragerDefault","EnragerDefault","","","","","","","","","","","","","","","","","","","","","","","edgar_tex.ktx","edgar_tex.ktx","edgar_tex.ktx","edgar_tex.ktx","","","","","","","","",""
"BlowerNutcracker","BlowerNutcracker","","SC_MAKE","","","","","","","","","","","5000","149","129","","EPIC","TID_GALE_NUTCRACKER","TID_GALE_NUTCRACKER_SHOP","MODEL,TEXTURE,ANIM,VFX","Eric_Imperial and GuiRamalho","","gale_nutcracker_tex.ktx","gale_nutcracker_tex.ktx","gale_nutcracker_tex.ktx","gale_nutcracker_tex.ktx","","","","","","","","",""
"RocketGirlOg","RocketGirlOg","","ANNIVERSARY2020","","","4","4","","","","","","","2750","79","","","SUPER_RARE","TID_OLD_SCHOOL_BROCK","TID_OLD_SCHOOL_BROCK_SHOP","MODEL,TEXTURE","","","brock_og_redux_tex.ktx","brock_og_redux_tex.ktx","brock_og_redux_tex.ktx","brock_og_redux_tex.ktx","","","","","","","","",""
"ClusterBombDudeSnowman","ClusterBombDudeSnowman","","BRAWLIDAYS","emoji_tick_xmas","","3","3","","","ClusterBombPetSnowman","","","","2750","79","","","SUPER_RARE","TID_SNOWMAN_TICK","TID_SNOWMAN_TICK_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tick_snowman_tex.ktx","tick_snowman_tex.ktx","tick_snowman_tex.ktx","tick_snowman_tex.ktx","","","","","","","","",""
"HammerDudeXmas","HammerDudeXmas","","BRAWLIDAYS","emoji_frank_xmas","","3","3","","","","","","","5000","149","","","EPIC","TID_HOLIDAY_PARTY_FRANK","TID_HOLIDAY_PARTY_FRANK_SHOP","MODEL,TEXTURE,ANIM,VFX","","","frank_xmasparty_tex.ktx","frank_xmasparty_tex.ktx","frank_xmasparty_tex.ktx","frank_xmasparty_tex.ktx","","","","","","","","",""
"BowDudeWarrior","BowDudeWarrior","","JUNGLE","","","","","","","BowDudeTotemDefault","","","","1000","29","","","RARE","TID_WARRIOR_BO_SKIN","TID_WARRIOR_BO_SKIN_SHOP","MODEL,TEXTURE","","","bo_warrior_tex.ktx","bo_warrior_tex.ktx","bo_warrior_tex.ktx","bo_warrior_tex.ktx","","","","","","","","",""
"ClusterBombDudeGold","ClusterBombDudeGold","","GOLD","","","","","","","ClusterBombPetGold","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_TICK_SKIN","TID_TRUE_GOLD_TICK_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","tick_gold_tex.ktx","tick_gold_tex.ktx","tick_gold_tex.ktx","tick_gold_tex.ktx","","","","","","","","",""
"ClusterBombDudeSilver","ClusterBombDudeSilver","","SILVER","","","","","","","ClusterBombPetSilver","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_TICK_SKIN","TID_TRUE_SILVER_TICK_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","tick_silver_tex.ktx","tick_silver_tex.ktx","tick_silver_tex.ktx","tick_silver_tex.ktx","","","","","","","","",""
"CrowGold","CrowGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_CROW_SKIN","TID_TRUE_GOLD_CROW_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","crow_gold_tex.ktx","crow_gold_tex.ktx","crow_gold_tex.ktx","crow_gold_tex.ktx","","","","","","","","",""
"CrowSilver","CrowSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_CROW_SKIN","TID_TRUE_SILVER_CROW_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","crow_silver_tex.ktx","crow_silver_tex.ktx","crow_silver_tex.ktx","crow_silver_tex.ktx","","","","","","","","",""
"BarrelBotGold","BarrelBotGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_DARRYL_SKIN","TID_TRUE_GOLD_DARRYL_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","darryl_gold_tex.ktx","darryl_gold_tex.ktx","darryl_gold_tex.ktx","darryl_gold_tex.ktx","","","","","","","","",""
"BarrelBotSilver","BarrelBotSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_DARRYL_SKIN","TID_TRUE_SILVER_DARRYL_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","darryl_silver_tex.ktx","darryl_silver_tex.ktx","darryl_silver_tex.ktx","darryl_silver_tex.ktx","","","","","","","","",""
"ClusterBombPetSnowman","ClusterBombPetSnowman","","","","","","","","","","","","","","","","","","","","","","","tick_snowman_tex.ktx","tick_snowman_tex.ktx","tick_snowman_tex.ktx","tick_snowman_tex.ktx","","","","","","","","",""
"MechanicGold","MechanicGold","","GOLD","","","","","","","MechanicGoldTurret","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_JESSIE_SKIN","TID_TRUE_GOLD_JESSIE_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","jessie_gold_tex.ktx","jessie_gold_tex.ktx","jessie_gold_tex.ktx","jessie_gold_tex.ktx","","","","","","","","",""
"MechanicSilver","MechanicSilver","","SILVER","","","","","","","MechanicSilverTurret","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_JESSIE_SKIN","TID_TRUE_SILVER_JESSIE_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","jessie_silver_tex.ktx","jessie_silver_tex.ktx","jessie_silver_tex.ktx","jessie_silver_tex.ktx","","","","","","","","",""
"MechanicGoldTurret","TurretDefault","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","jessie_turret_gold_tex.ktx","jessie_turret_gold_tex.ktx","jessie_turret_gold_tex.ktx","jessie_turret_gold_tex.ktx","","","","","","","","",""
"MechanicSilverTurret","TurretDefault","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","jessie_turret_silver_tex.ktx","jessie_turret_silver_tex.ktx","jessie_turret_silver_tex.ktx","jessie_turret_silver_tex.ktx","","","","","","","","",""
"ClusterBombPetGold","ClusterBombPetDefault","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","tick_gold_tex.ktx","tick_gold_tex.ktx","tick_gold_tex.ktx","tick_gold_tex.ktx","","","","","","","","",""
"ClusterBombPetSilver","ClusterBombPetDefault","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","tick_silver_tex.ktx","tick_silver_tex.ktx","tick_silver_tex.ktx","tick_silver_tex.ktx","","","","","","","","",""
"BlackHoleGold","BlackHoleGold","","GOLD","","","","","","","","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_TARA_SKIN","TID_TRUE_GOLD_TARA_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","tara_gold_tex.ktx","tara_gold_tex.ktx","tara_gold_tex.ktx","tara_gold_tex.ktx","","","","","","","","",""
"BlackHoleSilver","BlackHoleSilver","","SILVER","","","","","","","","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_TARA_SKIN","TID_TRUE_SILVER_TARA_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","tara_silver_tex.ktx","tara_silver_tex.ktx","tara_silver_tex.ktx","tara_silver_tex.ktx","","","","","","","","",""
"RuffsDefault","RuffsDefault","","","","","","","","","","","","","","","","","","","","","","","ruffs_tex.ktx","ruffs_tex.ktx","ruffs_tex.ktx","ruffs_tex.ktx","","","","","","","","",""
"BullDudeOx","BullDudeOx","","LNY","","","3","3","","","","","","","5000","149","","","EPIC","TID_SPACE_OX_BULL_SKIN","TID_SPACE_OX_BULL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,VOICE","","","bull_ox_tex.ktx","bull_ox_tex.ktx","bull_ox_tex.ktx","bull_ox_tex.ktx","","","","","","","","",""
"CactusLord","CactusLord","","LNY","","","3","3","","","","","","","5000","149","","","EPIC","TID_DARK_LORD_SPIKE_SKIN","TID_DARK_LORD_SPIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","spike_lord_tex.ktx","spike_lord_tex.ktx","spike_lord_tex.ktx","spike_lord_tex.ktx","","","","","","","","",""
"BarrelBotLaser","BarrelBotLaser","","BRAWLPASS","","","7","7","","","","","","","2750","79","","","SUPER_RARE","TID_D4R-RY1_SKIN","TID_D4R-RY1_SKIN_SHOP","MODEL,TEXTURE,VFX","","","darryl_droid_tex.ktx","darryl_droid_tex.ktx","darryl_droid_tex.ktx","darryl_droid_tex.ktx","","","","","","","","",""
"RollerDefault","RollerDefault","","","","","","","","","","","","","","","","","","","","","","","stu_tex.ktx","stu_tex.ktx","stu_tex.ktx","stu_tex.ktx","","","","","","","","",""
"IceDudeCrooner","IceDudeCrooner","","BRAWLENTINES","emoji_lou_stvalentines","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_SMOOTH_LOU_SKIN","TID_SMOOTH_LOU_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","lou_crooner_tex.ktx","lou_crooner_tex.ktx","lou_crooner_tex.ktx","lou_crooner_tex.ktx","","","","","","","","",""
"WhirlwindDarkTide","WhirlwindDarkTide","","PIRATES","","","","","","","","","","","1500","39","","","EPIC","TID_DARK_TIDE_CARL_SKIN","TID_DARK_TIDE_CARL_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","carl_darktide_tex.ktx","carl_darktide_tex.ktx","carl_darktide_tex.ktx","carl_darktide_tex.ktx","","","-200","-500","","","WhirlwindPirate","",""
"RuffsRonin","RuffsRonin","","BRAWLPASS","","","7","7","","","","","","","5000","149","","","EPIC","TID_RONIN_RUFFS_SKIN","TID_RONIN_RUFFS_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","ruffs_ronin_tex.ktx","ruffs_ronin_tex.ktx","ruffs_ronin_tex.ktx","ruffs_ronin_tex.ktx","","","250","500","","","","",""
"RuffsCoverDefault","RuffsCoverDefault","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterCrew","PercenterCrew","","LNY","","","3","3","","","MechanicTurretTanuki","","","","2750","79","","","SUPER_RARE","TID_NAVIGATOR_COLETTE_SKIN","TID_NAVIGATOR_COLETTE_SHOP","MODEL,TEXTURE,VFX","","","colette_crew_tex.ktx","colette_crew_tex.ktx","colette_crew_tex.ktx","colette_crew_tex.ktx","","","","","","","","",""
"ElectroSniperDefault","ElectroSniperDefault","","","","","","","","","HealingStationSummer","","","","","","","","","","","","","","belle_tex.ktx","belle_tex.ktx","belle_tex.ktx","belle_tex.ktx","","","","","","","","",""
"StickyBombDefault","StickyBombDefault","","","","","","","","","","","","","","","","","","","","","","","squeak_tex.ktx","squeak_tex.ktx","squeak_tex.ktx","squeak_tex.ktx","","","","","","","","",""
"BaseballVigilante","BaseballVigilante","","MAXFORCE","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_BIBILANTE_SKIN","TID_BIBILANTE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","bibi_vigilante_tex.ktx","bibi_vigilante_tex.ktx","bibi_vigilante_tex.ktx","bibi_vigilante_tex.ktx","","","","","","","","",""
"ArtilleryDudeSmuggler","ArtilleryDudeSmuggler","","RANKED","","","","","","","ArtilleryDudeSmugglerTurret","ArtilleryDudeCoverDefault","","","5000","149","","","EPIC","TID_SMUGGLER_PENNY_SKIN","TID_SMUGGLER_PENNY_SKIN_SHOP","MODEL,TEXTURE,VFX","","","penny_smuggler_tex.ktx","penny_smuggler_tex.ktx","penny_smuggler_tex.ktx","penny_smuggler_tex.ktx","","","","","","","","",""
"ArtilleryDudeSmugglerTurret","ArtilleryTurretSmuggler","","","","","","","","","","","","","","","","","","","","","","","penny_smuggler_tex.ktx","penny_smuggler_tex.ktx","penny_smuggler_tex.ktx","penny_smuggler_tex.ktx","","","","","","","","",""
"TntDudePsg","TntDudePsg","","PSG","","","","","","","","","","","5000","149","129","","EPIC","TID_PSG_MIKE_SKIN","TID_PSG_MIKE_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","dynamike_psg_tex.ktx","dynamike_psg_tex.ktx","dynamike_psg_tex.ktx","dynamike_psg_tex.ktx","","","","","","","","",""
"RollerWhite","RollerWhite","","STUNTSHOW","","","","","","","","","","","1000","29","","","RARE","TID_SUPERSTAR_STU_SKIN","TID_SUPERSTAR_STU_SKIN_SHOP","TEXTURE","","","stu_white_tex.ktx","stu_white_tex.ktx","stu_white_tex.ktx","stu_white_tex.ktx","","","","","","","","",""
"CrossBomberDefault","CrossBomberDefault","","","","","","","","","","","","","","","","","","","","","","","grom_tex.ktx","grom_tex.ktx","grom_tex.ktx","grom_tex.ktx","","","","","","","","",""
"SpeedBoosterDefault","SpeedBoosterDefault","","","","","","","","","","","","","","","","","","","","","","","stu_tex.ktx","stu_tex.ktx","stu_tex.ktx","stu_tex.ktx","","","","","","","","",""
"FireDudeMasked","FireDudeMasked","","OUTLAWS","","","","","","","","","","","5000","149","129","","EPIC","TID_AMBER_DE_LA_VEGA_SKIN","TID_AMBER_DE_LA_VEGA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","amber_masked_tex.ktx","amber_masked_tex.ktx","amber_masked_tex.ktx","amber_masked_tex.ktx","","","600","50","true","","","",""
"EnragerDuel","EnragerDuel","","OUTLAWS","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_QUICK_DRAW_EDGAR_SKIN","TID_QUICK_DRAW_EDGAR_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","edgar_duelist_tex.ktx","edgar_duelist_tex.ktx","edgar_duelist_tex.ktx","edgar_duelist_tex.ktx","","","","","","","","",""
"BlackHoleMisfortune","BlackHoleMisfortune","","OUTLAWS","","","","","","","","","","","5000","149","129","","EPIC","TID_MISFORTUNE_TARA_SKIN","TID_MISFORTUNE_TARA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","tara_misfortune_tex.ktx","tara_misfortune_tex.ktx","tara_misfortune_tex.ktx","tara_misfortune_tex.ktx","","","","","","","","",""
"ArcadePiano","ArcadePiano","","RANKED","","","","","","","DamageBoosterPiano","","","","5000","149","129","","EPIC","TID_SALOON_8BIT_SKIN","TID_SALOON_8BIT_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX,SFX","","","8bit_piano_tex.ktx","8bit_piano_tex.ktx","8bit_piano_tex.ktx","8bit_piano_tex.ktx","","","","","","","","",""
"BeeSniperCat","BeeSniperCat","","GOLDENWEEK","emoji_bea_gw","","","","","","BeeSniperSlowPotDefault","","","","2750","79","69","","SUPER_RARE","TID_NEKO_BEA_SKIN","TID_NEKO_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bea_luckycat_tex.ktx","bea_luckycat_tex.ktx","bea_luckycat_tex.ktx","bea_luckycat_tex.ktx","","","","","","","","",""
"BeeSniperCatGold","BeeSniperCatGold","","GOLDENWEEK","emoji_bea_gold_gw","","","","","","BeeSniperSlowPotDefault","","","","5000","149","129","","EPIC","TID_GOLD_NEKO_BEA_SKIN","TID_GOLD_NEKO_BEA_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","bea_goldcat_tex.ktx","bea_goldcat_tex.ktx","bea_goldcat_tex.ktx","bea_goldcat_tex.ktx","","","","","","","","",""
"RuffsMarshall","RuffsMarshall","","OUTLAWS","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_MARSHAL_RUFFS_SKIN","TID_MARSHAL_RUFFS_SKIN_SHOP","MODEL,TEXTURE,VFX","","","ruffs_marshal_tex.ktx","ruffs_marshal_tex.ktx","ruffs_marshal_tex.ktx","ruffs_marshal_tex.ktx","","","","","","","","",""
"SandstormLantern","SandstormLantern","","LANTERN","","","","","","","","","","","5000","149","129","","EPIC","TID_LANTERN_SANDY_SKIN","TID_LANTERN_SANDY_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","sandy_lantern_tex.ktx","sandy_lantern_tex.ktx","sandy_lantern_tex.ktx","sandy_lantern_tex.ktx","","","","","","","","",""
"RopeDudeDefault","RopeDudeDefault","","","","","","","","","","","","","","","","","","","","","","","buzz_tex.ktx","buzz_tex.ktx","buzz_tex.ktx","buzz_tex.ktx","","","150","450","","","","",""
"AssaultShotgunDefault","AssaultShotgunDefault","","","","","","","","","","","","","","","","","","","","","","","griff_tex.ktx","griff_tex.ktx","griff_tex.ktx","griff_tex.ktx","","","","","","","","",""
"BeeSniperArchvillain","BeeSniperArchvillain","","SC_MAKE","","","","","","","BeeSniperSlowPotDefault","","","","2750","79","69","","SUPER_RARE","TID_ARCHVILLAIN_BEA_SKIN","TID_ARCHVILLAIN_BEA_SKIN_SHOP","MODEL,TEXTURE,VFX","Mike BlueG","","bea_archvillain_tex.ktx","bea_archvillain_tex.ktx","bea_archvillain_tex.ktx","bea_archvillain_tex.ktx","","","","","","","","",""
"BeeSniperArchvillainAddonBee","BeeSniperArchvillainAddonBee","","","","","","","","","","","","","","","","","","","","","","","bea_archvillain_tex.ktx","bea_archvillain_tex.ktx","bea_archvillain_tex.ktx","bea_archvillain_tex.ktx","","","","","","","","",""
"PowerLevelerDIY","PowerLevelerDIY","","MISC","","","","","","","","","","","2750","79","69","","SUPER_RARE","TID_DYI_SURGE_SKIN","TID_DYI_SURGE_SKIN_SHOP","MODEL,TEXTURE,VFX","","","surge_diy_tex.ktx","surge_diy_tex.ktx","surge_diy_tex.ktx","surge_diy_tex.ktx","","","","","","","","",""
"DamageBoosterPiano","DamageBoosterPiano","","","","","","","","","","","","","","","","","","","","","","","8bit_piano_tex.ktx","8bit_piano_tex.ktx","8bit_piano_tex.ktx","8bit_piano_tex.ktx","","","","","","","","",""
"ElectroSniperBoss","ElectroSniperBoss","","BRAWLPASS","","","7","7","","","HealingStationSummer","","","","5000","149","","","EPIC","TID_BELLE_GOLDHAND_SKIN","TID_BELLE_GOLDHAND_SKIN_SHOP","MODEL,TEXTURE,ANIM,VFX","","","belle_boss_tex.ktx","belle_boss_tex.ktx","belle_boss_tex.ktx","belle_boss_tex.ktx","","","","","","","","",""
"BeeSniperCatAddonBee","BeeSniperCatAddonBee","","","","","","","","","","","","","","","","","","","","","","","bea_luckycat_tex.ktx","bea_luckycat_tex.ktx","bea_luckycat_tex.ktx","bea_luckycat_tex.ktx","","","","","","","","",""
"BeeSniperCatGoldAddonBee","BeeSniperCatGoldAddonBee","","","","","","","","","","","","","","","","","","","","","","","bea_goldcat_tex.ktx","bea_goldcat_tex.ktx","bea_goldcat_tex.ktx","bea_goldcat_tex.ktx","","","","","","","","",""
"ShamanGold","ShamanGold","","GOLD","","","","","","","ShamanBearGold","","","","","","","25000","COLLECTORS","TID_TRUE_GOLD_NITA_SKIN","TID_TRUE_GOLD_NITA_SKIN_SHOP","MODEL,TEXTURE","","gold_materials.scw","nita_gold_tex.ktx","nita_gold_tex.ktx","nita_gold_tex.ktx","nita_gold_tex.ktx","","","","","","","","",""
"ShamanSilver","ShamanSilver","","SILVER","","","","","","","ShamanBearSilver","","","","","","","10000","COLLECTORS","TID_TRUE_SILVER_NITA_SKIN","TID_TRUE_SILVER_NITA_SKIN_SHOP","MODEL,TEXTURE","","silver_materials.scw","nita_silver_tex.ktx","nita_silver_tex.ktx","nita_silver_tex.ktx","nita_silver_tex.ktx","","","","","","","","",""
"ShamanBearGold","ShamanBearDefault","","","","","","","","","","","","","","","","","","","","","","gold_materials.scw","nita_bear_gold_tex.ktx","nita_bear_gold_tex.ktx","nita_bear_gold_tex.ktx","nita_bear_gold_tex.ktx","","","","","","","","",""
"ShamanBearSilver","ShamanBearDefault","","","","","","","","","","","","","","","","","","","","","","silver_materials.scw","nita_bear_silver_tex.ktx","nita_bear_silver_tex.ktx","nita_bear_silver_tex.ktx","nita_bear_silver_tex.ktx","","","","","","","","",""
