"Name","Character","Model","ModelCNOverride","GadgetModel","BigHeroIconOverrideSWF","BigHeroIconOverrideExportName","SmallHeroIconOverrideSWF","SmallHeroIconOverrideExportName","PortraitCameraFile","MirrorIntro","IdleAnim","WalkAnim","PrimarySkillAnim","SecondarySkillAnim","OverchargedSecondarySkillAnim","PrimarySkillRecoilAnim","PrimarySkillRecoilAnim2","SecondarySkillRecoilAnim","SecondarySkillRecoilAnim2","ReloadingAnim","PushbackAnim","DeployAnim","HappyAnim","HappyLoopAnim","RecruitRoadOverrideAnim","SadAnim","SadLoopAnim","LobbyAnim","LobbyLoopAnim","HeroScreenIdleAnim","HeroScreenAnim","HeroScreenLoopAnim","SignatureAnim","GachaOverrideAnim","HappyEnterAnim","SadEnterAnim","ProfileAnim","ShopGroupProfileAnim","BrawlPassPopupProfileAnim","IntroAnim","EnvAnim","BossAutoAttackAnim","BossAutoAttackRecoilAnim","BossAutoAttackRecoilAnim2","GadgetActiveAnim","GadgetRecoilAnim","IdleFace","WalkFace","HappyFace","HappyLoopFace","RecruitRoadOverrideFace","SadFace","SadLoopFace","LobbyFace","LobbyLoopFace","HeroScreenIdleFace","HeroScreenFace","HeroScreenLoopFace","SignatureFace","ProfileFace","IntroFace","LobbyEffect","LobbyLoopEffect","HeroScreenEffect","SignatureEffect","HappyEffect","SadEffect","PetInSameSprite","AttackLocksAttackAngle","UltiLocksAttackAngle","MainAttackProjectile","OverchargedMainAttackProjectile","UltiProjectile","OverchargedUltiProjectile","AlternativeSkillProjectile","UltiAlternativeSkillProjectile","MainAttackEffect","MainAttackEffect2","MainAttackEffect3","OverchargedMainAttackEffect","OverchargedMainAttackEffect2","OverchargedMainAttackEffect3","AlternatingMainAttackEffect","UltiAttackEffect","UltiAttackEffect2","UltiAttackEffect3","OverchargedUltiAttackEffect","OverchargedUltiAttackEffect2","OverchargedUltiAttackEffect3","ShieldEffect","UseBlueTextureInMenus","MainAttackUseEffect","OverchargedMainAttackUseEffect","UltiUseEffect","OverchargedUltiUseEffect","UltiEndEffect","MeleeHitEffect","OverchargedMeleeHitEffect","OverchargedUltiMeleeHitEffect","SpawnAreaEffect","SpawnEffect","SpawnShieldEffect","ReloadEffect","UltiLoopEffect","UltiLoopEffect2","OverchargedUltiLoopEffect","OverchargedUltiLoopEffect2","StarPower1Effect","OverchargedStarPower1Effect","StarPower2Effect","OverchargedStarPower2Effect","AreaEffect","AreaEffectStarPower","AreaEffectStarPowerOvercharged","AreaEffectStarPower2","AreaEffectStarPower2Overcharged","AreaEffectAttack","AreaEffectAttack2","AreaEffectUlti","AreaEffectUlti2","OverchargedAreaEffectUlti","OverchargedAreaEffectUlti2","ActivationSelfStatusEffectAttack","ActivationSelfStatusEffectUlti","StatusEffectSP1","StatusEffectSP2","PetrolEffect","SpawnedItem","SpawnedItem2","KillCelebrationSoundVO","InLeadCelebrationSoundVO","StartSoundVO","UseUltiSoundVO","TakeDamageSoundVO","DeathSoundVO","AttackSoundVO","UnlockVO","UnlockVOIndex","BoneEffect1","BoneEffectUse1","BoneEffect2","BoneEffectUse2","BoneEffect3","BoneEffectUse3","BoneEffect4","BoneEffectUse4","BoneEffect5","BoneEffectUse5","BoneEffect6","BoneEffectUse6","AutoAttackProjectile","ProjectileForShockyStarPower","OverchargedProjectileForShockyStarPower","IncendiaryStarPowerAreaEffect","KillEffect","DeathEffect","MoveEffect","MoveEffect2","ChargeMoveEffect","UltiChargeMoveEffect","OverchargedChargeMoveEffect","OverchargedUltiChargeMoveEffect","StillEffect","StillEffect2","LoopingEffect","ChargedShotEffect","DisableHeadRotation","BuffEffect","AttackBuildUpEffect","SpecialMaterialSetup","FaceCoversWholeTexture","FaceScaledUpTexture","TransformWhenOvercharged","ShadowRealmEnterEffect","ShadowRealmExitEffect","ShadowRealmFrameEffect","CustomEffect1","CustomEffect2","OverchargedCustomEffect1","OverchargedCustomEffect2","CustomAnim1","CustomAnim1Face","CustomAnim2","CustomAnim2Face","CustomAnim3","CustomAnim3Face","CustomAnim4","CustomAnim4Face","HighlightAnimSequence","SortOrder","SpawnedItemClip","SpawnedItemLoopingEffect","SpawnedItemActiveEffect","SpawnedItemStartClip","SpawnedItemReadyEffect","CustomAreaEffect1","CustomAreaEffect2","SurpriseAnim","SurpriseAnimDelay","SurpriseAnimProbability"
"DuelistToxic","Duelist","cordelius_toxic_geo.glb","","","","","","","cordelius_portrait.glb","","DuelistToxicIdle","DuelistToxicWalk","DuelistToxicAttack","DuelistToxicSecondary","DuelistToxicSecondary","DuelistToxicRecoil","DuelistToxicRecoil2","DuelistToxicRecoil","","DuelistToxicReload","DuelistToxicPushback","","DuelistToxicWin","DuelistToxicWinloop","","DuelistToxicLose","DuelistToxicLoseloop","DuelistToxicWin","DuelistToxicWinloop","DuelistToxicIdle","DuelistToxicWin","DuelistToxicWinloop","DuelistToxicWin","","DuelistToxicIdle","DuelistToxicIdle","DuelistToxicProfile","","","DuelistToxicIntro","LeonIdle","","","","","","Cordelius003Still","Cordelius003Still","Cordelius003Win","Cordelius003WinLoop","","Cordelius003Lose","Cordelius003LoseLoop","Cordelius003Win","Cordelius003WinLoop","Cordelius003WinLoop","Cordelius003Win","Cordelius003WinLoop","Cordelius003Win","Cordelius003Still","Cordelius003Still","cordelius_def_lobby","","cordelius_def_lobby","cordelius_def_lobby","cordelius_def_lobby","cordelius_def_lobby_lose","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistBrain","Duelist","cordelius_brain_geo.glb","","","","","","","cordelius_brain_portrait.glb","","DuelistBrainIdle","DuelistBrainWalk","DuelistBrainAttack","DuelistBrainSecondary","DuelistBrainSecondary","DuelistBrainRecoil","DuelistBrainRecoil2","DuelistBrainRecoil","","DuelistBrainReload","DuelistBrainPushback","","DuelistBrainWin","DuelistBrainWinloop","","DuelistBrainLose","DuelistBrainLoseloop","DuelistBrainWin","DuelistBrainWinloop","DuelistBrainIdle","DuelistBrainWin","DuelistBrainWinloop","DuelistBrainWin","","DuelistBrainIdle","DuelistBrainIdle","DuelistBrainProfile","","","DuelistBrainIntro","LeonIdle","","","","","","Cordelius002Still","Cordelius002Still","Cordelius002Win","Cordelius002WinLoop","","Cordelius002Lose","Cordelius002LoseLoop","Cordelius002Win","Cordelius002WinLoop","Cordelius002WinLoop","Cordelius002Win","Cordelius002WinLoop","Cordelius002Win","Cordelius002Still","Cordelius002Still","cordelius_002_lobby","","cordelius_002_lobby","cordelius_002_lobby","cordelius_002_lobby","cordelius_002_lobby_lose","","","","Cordelius002Projectile","","Cordelius002UltiProjectile","","","","cordelius_002_atk","","","","","","","cordelius_002_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerDefault","Cooker","pearl_geo.glb","","","","","","","pearl_portrait.glb","","CookerDefaultIdle","CookerDefaultWalk","CookerDefaultAttack","CookerDefaultSuper","CookerDefaultSuper","CookerDefaultRecoil","","CookerDefaultSuperRecoil","","","CookerDefaultPushback","","CookerDefaultWin","CookerDefaultWinloop","","CookerDefaultLose","CookerDefaultLoseloop","CookerDefaultWin","CookerDefaultWinloop","CookerDefaultIdle","CookerDefaultWin","CookerDefaultWinloop","CookerDefaultWin","","CookerDefaultIdle","CookerDefaultIdle","CookerDefaultPortrait","","","","BibiIdle","","","","","","PearlStill","PearlStill","PearlWin","PearlWinLoop","","PearlLose","PearlLoseLoop","PearlWin","PearlWinLoop","PearlWinLoop","PearlWin","PearlWinLoop","PearlWin","PearlStill","PearlStill","pearl_def_lobby","","pearl_def_lobby","pearl_def_lobby","pearl_def_lobby","pearl_def_lobby_lose","","","","","","","","","","cooker_def_atk","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorDefault","Conductor","chuck_geo.glb","","","","","","","chuck_portrait.glb","","ConductorDefaultIdle","ConductorDefaultWalk","ConductorDefaultAttack","ConductorDefaultSuper","ConductorDefaultSuper","ConductorDefaultRecoil","","","","","ConductorDefaultIdle","","ConductorDefaultWin","ConductorDefaultWinloop","","ConductorDefaultLose","ConductorDefaultLoseloop","ConductorDefaultWin","ConductorDefaultWinloop","ConductorDefaultIdle","ConductorDefaultWin","ConductorDefaultWinloop","ConductorDefaultWin","","ConductorDefaultIdle","ConductorDefaultIdle","ConductorDefaultPortrait","","","ConductorDefaultIdle","LuchadorBrownIdle","","","","FangAttack","","ChuckStill","ChuckStill","ChuckWin","ChuckWinLoop","","ChuckLose","ChuckLoseLoop","ChuckWin","ChuckWinLoop","ChuckWinLoop","ChuckWin","ChuckWinLoop","ChuckWin","ChuckStill","ChuckStill","chuck_def_lobby","","chuck_def_lobby","chuck_def_lobby","chuck_def_lobby","chuck_def_lobby_lose","","true","true","","","","","","","chuck_def_atk","","","","","","","chuck_def_atk","","","","","","","","","","","","","chuck_def_ulti_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUniversity","StickyBomb","squeak_university_geo.glb","","","","","","","squeak_portrait.glb","","StickyBombUniversityIdle","StickyBombUniversityWalk","StickyBombUniversityAttack","StickyBombUniversityAttack","StickyBombUniversityAttack","StickyBombUniversityRecoil","","StickyBombUniversityRecoil","","StickyBombUniversityIdle","StickyBombUniversityPushback","","StickyBombUniversityWin","StickyBombUniversityWinloop","","StickyBombUniversityLose","StickyBombUniversityLoseloop","StickyBombUniversityWin","StickyBombUniversityWinloop","StickyBombUniversityIdle","StickyBombUniversityWin","StickyBombUniversityWinloop","StickyBombUniversityWin","","StickyBombUniversityIdle","StickyBombUniversityIdle","StickyBombUniversityPortrait","","","StickyBombUniversityIdle","SqueakIdle","","","","","","Squeak007Still","Squeak007Still","Squeak007Win","Squeak007WinLoop","","Squeak007Lose","Squeak007LoseLoop","Squeak007Win","Squeak007WinLoop","Squeak007WinLoop","Squeak007Win","Squeak007WinLoop","Squeak007Win","Squeak007Still","Squeak007Still","squeak_006_lobby","","squeak_006_lobby","squeak_006_lobby","squeak_006_lobby","squeak_006_lobby_lose","","true","true","Squeak006Projectile","","Squeak006UltiProjectile","","","","squeak_005_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RosaUniversity","Rosa","rosa_university_geo.glb","","","","","","","rosa_university_portrait.glb","","RosaUniversityIdle","RosaUniversityWalk","RosaUniversityAttack","RosaUniversityIdle","RosaUniversityIdle","RosaUniversityAttackRecoil","RosaUniversityAttackRecoil2","RosaUniversityUltRecoil","RosaUniversityUltRecoil2","","RosaUniversityIdle","","RosaUniversityWin","RosaUniversityWinloop","","RosaUniversityLose","RosaUniversityLoseloop","RosaUniversityWin","RosaUniversityWinloop","RosaUniversityIdle","RosaUniversityWin","RosaUniversityWinloop","RosaUniversityWin","","RosaUniversityIdle","RosaUniversityIdle","RosaUniversityProfile","","","RosaUniversityProfile","RosaIdle","","","","","","Rosa005Still","Rosa005Still","Rosa005Win","Rosa005WinLoop","","Rosa005Lose","Rosa005LoseLoop","Rosa005Win","Rosa005WinLoop","Rosa005WinLoop","Rosa005Win","Rosa005WinLoop","Rosa005Win","Rosa005Still","Rosa005Still","rosa_006_lobby","","rosa_006_lobby","rosa_006_lobby","rosa_006_lobby","rosa_006_lobby_lose","","","","Rosa006Projectile","","","","","","rosa_006_atk","","","","","","","","","","","","","","","","","rosa_006_ulti","","","","","","","","","","rosa_006_ulti_loop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankWasteland","FishTank","fishtank_wasteland_geo.glb","","","","","","","fishtank_wasteland_portrait.glb","","FishTankWastelandIdle","FishTankWastelandWalk","FishTankWastelandPrimary","FishTankWastelandSecondary","FishTankWastelandSecondary","FishTankWastelandRecoil","FishTankWastelandRecoil2","FishTankWastelandRecoil","FishTankWastelandRecoil2","","","","FishTankWastelandWin","FishTankWastelandWinloop","","FishTankWastelandLose","FishTankWastelandLoseloop","FishTankWastelandWin","FishTankWastelandWinloop","FishTankWastelandIdle","FishTankWastelandWin","FishTankWastelandWinloop","FishTankWastelandWin","","FishTankWastelandIdle","FishTankWastelandIdle","FishTankWastelandProfile","","","FishTankWastelandProfile","GunslingerIdle","","","","","","Hank003Still","Hank003Still","Hank003Win","Hank003WinLoop","","Hank003Lose","Hank003LoseLoop","Hank003Win","Hank003WinLoop","Hank003WinLoop","Hank003Win","Hank003WinLoop","Hank003Win","Hank003Still","Hank003Still","hank_002_lobby","","hank_002_lobby","hank_002_lobby","hank_002_lobby","hank_002_lobby_lose","","","","","","","","","","","","","","","","","hank_002_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hank002Blast","","FishTank002UltiArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","tenant_def_moving","","","","","","","","","","","","hank_002_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerUniversity","Roller","stu_university_geo.glb","","","","","","","stu_portrait.glb","","RollerUniversityIdle","RollerUniversityWalk","RollerUniversityAttack","RollerUniversityIdle","RollerUniversityIdle","RollerUniversityRecoil","RollerUniversityRecoil","RollerUniversityIdle","","","RollerUniversityPushback","","RollerUniversityWin","RollerUniversityWinloop","","RollerUniversityLose","RollerUniversityLoseloop","RollerUniversityWin","RollerUniversityWinloop","RollerUniversityIdle","RollerUniversityWin","RollerUniversityWinloop","RollerUniversityWin","","RollerUniversityIdle","RollerUniversityLoseEnter","RollerUniversityPortrait","","","","StuIdle","","","","","","Stu003Still","Stu003Still","Stu003Win","Stu003WinLoop","","Stu003Lose","Stu003LoseLoop","Stu003Win","Stu003WinLoop","Stu003WinLoop","Stu003Win","Stu003WinLoop","Stu003Win","Stu003Still","Stu003Still","stu_003_lobby","","stu_003_lobby","stu_003_lobby","stu_003_lobby","stu_003_lobby_lose","","true","","Roller003Projectile","","","","","","stu_003_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","stu_003_ulti_cover","","","","","","","","","","","","","","","Roller003Fire","","","","","","","","","","","Monster_Stu_Kill_VO","Monster_Stu_Lead_VO","Monster_Stu_Start_VO","Monster_Stu_Ulti_VO","Monster_Stu_Hurt_VO","Monster_Stu_Die_VO","","Monster_Stu_Start_VO","","","","","","","","","","","","","","","","","","stu_003_kill","","","","stu_003_ulti_moving","","Dummy_effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieWasteland","Maisie","maisie_wasteland_geo.glb","","","","","","","maisie_wasteland_portrait.glb","","MaisieWastelandIdle","MaisieWastelandWalk","MaisieWastelandPrimary","MaisieWastelandSecondary","MaisieWastelandSecondary","MaisieWastelandRecoil","","MaisieWastelandRecoil","","","","","MaisieWastelandWin","MaisieWastelandWinloop","","MaisieWastelandLose","MaisieWastelandLoseloop","MaisieWastelandWin","MaisieWastelandWinloop","MaisieWastelandIdle","MaisieWastelandWin","MaisieWastelandWinloop","MaisieWastelandWin","","MaisieWastelandIdle","MaisieWastelandIdle","MaisieWastelandProfile","","","MaisieWastelandIntro","ShellyIdle","","","","","","Maisie003Still","Maisie003Still","Maisie003Win","Maisie003WinLoop","","Maisie003Lose","Maisie003LoseLoop","Maisie003Win","Maisie003WinLoop","Maisie003WinLoop","Maisie003Win","Maisie003WinLoop","Maisie003Win","Maisie003Still","Maisie003Still","maisie_003_lobby","","maisie_003_lobby","maisie_003_lobby","maisie_003_lobby","maisie_003_lobby_lose","","true","true","Maisie003Projectile","","","","","","maisie_003_atk","","","","","","","","","","","","","","","","","maisie_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","","Maisie003UltiShockwave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerWasteland","Puppeteer","willow_wasteland_geo.glb","","","","","","","willow_wasteland_portrait.glb","","PuppeteerWastelandIdle","PuppeteerWastelandWalk","PuppeteerWastelandPrimary","PuppeteerWastelandSecondary","PuppeteerWastelandSecondary","PuppeteerWastelandRecoil","","PuppeteerWastelandRecoil","","","","","PuppeteerWastelandWin","PuppeteerWastelandWinloop","","PuppeteerWastelandLose","PuppeteerWastelandLoseloop","PuppeteerWastelandWin","PuppeteerWastelandWinloop","PuppeteerWastelandIdle","PuppeteerWastelandWin","PuppeteerWastelandWinloop","PuppeteerWastelandWin","","PuppeteerWastelandIdle","PuppeteerWastelandIdle","PuppeteerWastelandProfile","","","PuppeteerWastelandIntro","ShellyIdle","","","","","","Willow003Still","Willow003Still","Willow003Win","Willow003WinLoop","","Willow003Lose","Willow003LoseLoop","Willow003Win","Willow003WinLoop","Willow003WinLoop","Willow003Win","Willow003WinLoop","Willow003Win","Willow003Still","Willow003Still","willow_002_lobby","","willow_002_lobby","willow_002_lobby","willow_002_lobby","willow_002_lobby_lose","","true","true","Puppeteer002Projectile","","Puppeteer002UltiProjectile","","","","willow_002_atk","","","","","","","willow_002_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","willow_002_ulti_hit","willow_002_ulti_hit_end","","","","","","","","","","","","","","","","","","","","","",""
"DuelistWasteland","Duelist","cordelius_raider_geo.glb","","","","","","","cordelius_raider_portrait.glb","","DuelistWastelandIdle","DuelistWastelandWalk","DuelistWastelandAttack","DuelistWastelandSecondary","DuelistWastelandSecondary","DuelistWastelandRecoil","DuelistWastelandRecoil2","DuelistWastelandRecoil","","DuelistWastelandReload","DuelistWastelandPushback","","DuelistWastelandWin","DuelistWastelandWinloop","","DuelistWastelandLose","DuelistWastelandLoseloop","DuelistWastelandWin","DuelistWastelandWinloop","DuelistWastelandIdle","DuelistWastelandWin","DuelistWastelandWinloop","DuelistWastelandWin","","DuelistWastelandIdle","DuelistWastelandIdle","DuelistWastelandProfile","","","DuelistWastelandIntro","LeonIdle","","","","","","Cordelius004Still","Cordelius004Still","Cordelius004Win","Cordelius004WinLoop","","Cordelius004Lose","Cordelius004LoseLoop","Cordelius004Win","Cordelius004WinLoop","Cordelius004WinLoop","Cordelius004Win","Cordelius004WinLoop","Cordelius004Win","Cordelius004Still","Cordelius004Still","cordelius_003_lobby","","cordelius_003_lobby","cordelius_003_lobby","cordelius_003_lobby","cordelius_003_lobby_lose","","","","Cordelius003Projectile","","Cordelius003UltiProjectile","","","","cordelius_003_atk","","","","","","","cordelius_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Beamerharvest","Beamer","mandy_harvest_geo.glb","","","","","","","mandy_harvest_portrait.glb","","BeamerharvestIdle","BeamerharvestWalk","BeamerharvestAttack","BeamerharvestSecondary","BeamerharvestSecondary","BeamerharvestRecoil","","","","BeamerharvestReload","BeamerharvestPushback","","BeamerharvestWin","BeamerharvestWinloop","","BeamerharvestLose","BeamerharvestLoseloop","BeamerharvestWin","BeamerharvestWinloop","BeamerharvestIdle","BeamerharvestWin","BeamerharvestWinloop","BeamerharvestWin","","BeamerharvestIdle","BeamerharvestIdle","BeamerharvestProfile","","","BeamerharvestProfile","SniperIdle","","","","","","Mandy003Still","Mandy003Still","Mandy003Win","Mandy003WinLoop","","Mandy003Lose","Mandy003LoseLoop","Mandy003Win","Mandy003WinLoop","Mandy003WinLoop","Mandy003Win","Mandy003WinLoop","Mandy003Win","Mandy003Still","Mandy003Still","mandy_003_lobby_win","","mandy_003_lobby_win","mandy_003_lobby_win","mandy_003_lobby_win","mandy_003_lobby_lose","","true","","Beamer003Projectile","","Beamer003UltiProjectile","","","","mandy_003_atk","","","","","","","mandy_003_ulti","","","","","","","","","","","","","","","","","","","","","","","","power_up_bottle_sparkle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerUndertakerHockey","Undertaker","mortis_hockey_player_geo.glb","","","","","","","mortis_base_cam.scw","","UndertakerUndertakerHockeyIdle","UndertakerUndertakerHockeyWalk","UndertakerUndertakerHockeyAttack","UndertakerUndertakerHockeyUltiAttack","UndertakerUndertakerHockeyUltiAttack","UndertakerUndertakerHockeyRecoil1","","UndertakerUndertakerHockeyUltiRecoil1","","","UndertakerUndertakerHockeyPushback","","UndertakerUndertakerHockeyWin","UndertakerUndertakerHockeyWinloop","","UndertakerUndertakerHockeyLose","UndertakerUndertakerHockeyLoseloop","UndertakerUndertakerHockeyWin","UndertakerUndertakerHockeyWinloop","UndertakerUndertakerHockeyIdle","UndertakerUndertakerHockeyWin","UndertakerUndertakerHockeyWinloop","UndertakerUndertakerHockeyWin","","UndertakerUndertakerHockeyIdle","UndertakerUndertakerHockeyIdle","UndertakerUndertakerHockeyProfile","","","UndertakerUndertakerHockeyProfile","UndertakerIdle","","","","","","Mortis005Still","Mortis005Still","Mortis005Win","Mortis005WinLoop","","Mortis005Lose","Mortis005LoseLoop","Mortis005Win","Mortis005WinLoop","Mortis005WinLoop","Mortis005Win","Mortis005WinLoop","Mortis005Win","Mortis005Still","Mortis005Still","mortis_006_lobby","","mortis_006_lobby","mortis_006_lobby","mortis_006_lobby","mortis_006_lobby_lose","","true","true","","","Mortis006UltiProjectile","","","","","","","","","","","","","","","","","","","mortis_006_atk","","","","","mortis_006_atk_hit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JetpackGirlMoon","JetpackGirl","janet_moon_geo.glb","","","","","","","janet_moon_portrait.glb","","JetpackGirlMoonIdle","JetpackGirlMoonWalk","JetpackGirlMoonAttack","JetpackGirlMoonSuper","JetpackGirlMoonSuper","JetpackGirlMoonAttackRecoil","","","","JetpackGirlMoonIdle","JetpackGirlMoonPushback","","JetpackGirlMoonWin","JetpackGirlMoonWinloop","","JetpackGirlMoonLose","JetpackGirlMoonLoseloop","JetpackGirlMoonWin","JetpackGirlMoonWinloop","JetpackGirlMoonIdle","JetpackGirlMoonWin","JetpackGirlMoonWinloop","JetpackGirlMoonWin","","JetpackGirlMoonIdle","JetpackGirlMoonIdle","JetpackGirlMoonPortrait","","","JetpackGirlMoonIdle","CrowMechaIdle","","","","","","Janet005Still","Janet005Still","Janet005Win","Janet005WinLoop","","Janet005Lose","Janet005LoseLoop","Janet005Win","Janet005WinLoop","Janet005WinLoop","Janet005Win","Janet005WinLoop","Janet005Win","Janet005Still","Janet005Still","janet_005_lobby","","janet_005_lobby","janet_005_lobby","janet_005_lobby","janet_005_lobby_lose","","true","","JetpackGirl005Projectile","","JetpackGirl005UltiProjectile","","","","janet_005_atk","","","","","","","","","","","","","","","","","","","","","","","","","","","janet_height_pillar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerMecha","Enrager","edgar_mecha_geo.glb","","","","","","","edgar_mecha_portrait.glb","","EnragerMechaIdle","EnragerMechaWalk","EnragerMechaAttack","EnragerMechaSuper","EnragerMechaSuper","EnragerMechaRecoil","","EnragerMechaSuper","","","EnragerMechaPushback","","EnragerMechaWin","EnragerMechaWinloop","","EnragerMechaLose","EnragerMechaLoseloop","EnragerMechaWin","EnragerMechaWinloop","EnragerMechaIdle","EnragerMechaWin","EnragerMechaWinloop","EnragerMechaWin","","EnragerMechaIdle","EnragerMechaIdle","EnragerMechaProfile","","","EnragerMechaIdle","EdgarIdle","","","","","","Edgar007Still","Edgar007Still","Edgar007Win","Edgar007WinLoop","","Edgar007Lose","Edgar007LoseLoop","Edgar007Win","Edgar007WinLoop","Edgar007WinLoop","Edgar007Win","Edgar007WinLoop","Edgar007Win","Edgar007Still","Edgar007Still","edgar_006_lobby","","edgar_006_lobby","edgar_006_lobby","edgar_006_lobby","edgar_006_lobby_lose","","true","","Enrager006Projectile","","","","","","edgar_006_atk","","","","","","","","","","","","","","","","","edgar_006_ulti","","edgar_006_ulti_end","","","","","","","","edgar_006_ulti_trail","","","","","","","","","","","","","","","","","","","","","","","","","","Mech_Edgar_Kill_VO","Mech_Edgar_Lead_VO","Mech_Edgar_Start_VO","Mech_Edgar_Ulti_VO","Mech_Edgar_Hurt_VO","Mech_Edgar_Die_VO","","Mech_Edgar_Start_VO","","","","","","","","","","","","","","","","","","edgar_006_kill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerRare","Cooker","pearl_rare_geo.glb","","","","","","","pearl_portrait.glb","","CookerDefaultIdle","CookerDefaultWalk","CookerDefaultAttack","CookerDefaultSuper","CookerDefaultSuper","CookerDefaultRecoil","","CookerDefaultSuperRecoil","","","CookerDefaultPushback","","CookerDefaultWin","CookerDefaultWinloop","","CookerDefaultLose","CookerDefaultLoseloop","CookerDefaultWin","CookerDefaultWinloop","CookerDefaultIdle","CookerDefaultWin","CookerDefaultWinloop","CookerDefaultWin","","CookerDefaultIdle","CookerDefaultIdle","CookerDefaultPortrait","","","","BibiIdle","","","","","","PearlStill","PearlStill","PearlStill","PearlStill","","PearlLose","PearlLoseLoop","PearlStill","PearlStill","PearlStill","PearlStill","PearlStill","PearlStill","PearlStill","PearlStill","pearl_def_lobby","","pearl_def_lobby","pearl_def_lobby","pearl_def_lobby","pearl_def_lobby_lose","","","","","","","","","","cooker_def_atk","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
