"Name","Disabled","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","ActionsSelf","ActionsAlly","ActionsEnemy","ActionsTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance","BooleanAttributes","LifeStealPercent","StatusEffectPassiveMultiplierValues","StatusEffectPassiveMultiplierTickStamps","SuperChargeScalePercent","ReloadDebuffPercent","ReloadDebuffTicks"
"WeaponThrowerExplosion","","700","","650","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorSoulExplosion","","700","","600","100","","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankSuperChargeArea","","600000","","850","","","","200","","AllyChargeSuper","","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankHeal","","250","","850","-9","","","3","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiExplosion","","700","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiDamageArea","","10000","","1100","160","","","","","Dot","","","ChesterUltiAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChesterOverchargedUltiExplosion","","700","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","ChesterOverchargedUltiDamageArea","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChesterOverchargedUltiDamageArea","","4000","","1100","8","","4","","","Dot","","","ChesterUltiAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChesterOverchargedUltiBulletExplosion","","300","","1500","15","","4","8","","BulletExplosion","","","","","","","","","","","","ChesterOverchargedUltiProjectilePoisoning","14","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManDamageDropWarning","","1500","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DoorManDamageDropExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManDamageDropExplosion","","700","","600","2000","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManPortalLeave","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManPortalArrive","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterLegsDamageArea","","300","","1000","1240","","","200","","DamageAndStatusEffect","","","SplitterTag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerPoison","","100","","600","","","","","","StatusEffect","","","PuppeteerPoison","20","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerDive","","1900","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PuppeteerPoisonAlternative","","100","","600","555","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SplitterTagExplosion","","100","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieUltiShockwave","","300","","1500","1240","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankBlast","","300","","800","2100","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieDashArea","","300","","700","","","","10","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverDamageArea","","300","","1000","1200","","","50","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","",""
"ReviverDamageAreaDoubleHeal","","300","","1000","-2400","","","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","",""
"ReviverDamageAreaDoubleDamage","","300","","1000","2400","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","","","","","","","","","","","","","","","","","","","",""
"DuelistSuperChargeArea","","600000","","1800","","","","270","","EnemyChargeSuper","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankUltiArea","","700","","1000","1320","","","6","","BulletExplosion","","","","","","","","","","","","FishTankUltiProjectile","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankOnHitArea","","700","","1000","1320","","","6","","BulletExplosion","","","","","","","","","","","","FishTankUltiProjectileSmall","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerUltiExplosion","","700","","1000","1550","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CookerOverchargedUltiArea","","4500","","1000","400","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSignArea","","300","","550","","","","10","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorSignAreaDestroy","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ConductorOverchargedArea","","-1","","","5","","4","2","","BulletExplosion","","","","5","","","","","TRUE","","","ConductorOverchargedProjectile","10","500","","","90","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","targetNotCharging","","","","","","","","",""
"CocoonerTrail","","5000","","300","","","","","","StatusEffect","","","CocoonerTrailAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RosaOverchargedUltiArea","","600000","","1300","","","","","","StatusEffect","","","RosaOverchargedUltiAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieOverchargedUltiBulletExplosion","","300","","1500","1240","","","6","","BulletExplosion","","","","","","","","","","","","MaisieOverchargedProjectile","26","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MaisieOverchargedUltiShockwave","","300","","1500","1240","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeOverchargedUltiArea","","10000","","1100","","","","90","6","Slippery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeOverchargedUltiAreaInvisible","","100","","1100","","","","90","1000","Slippery","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperWeaponArea","","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperUltiArea","","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LeaperUltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperUltiAreaExplosion","","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperOverchargedUltiArea","","6000","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LeaperOverchargedUltiAreaExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LeaperOverchargedUltiAreaExplosion","","300","","700","1190","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","50","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrowOverchargedUltiKnifes","","700","","300","","","","14","","BulletExplosion","","","","","","","","","","","","CrowOverchargedUltiProjectile","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeOverchargedUltiClusterExplosion","","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","30","30","","","","","","","","","","","","","","","","","","","",""
"TntDudeOverchargedUltiClusterBombs","","700","","800","","","","8","","BulletExplosion","","","","","","","","","","","","TntDudeOverchargedClusterProjectile","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TntDudeAttackNanoPowerBombs","","700","","800","","","","4","","BulletExplosion","","","","","","","","","","","","TntDudeNanoChainProjectile","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMineTrail","","700","","800","-50","","3","1","","BulletExplosion","","","","","","","","","","","","","1","","KickerDudeMineOC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMineNano","","700","","800","1088","","","5","","BulletExplosion","","","","","","","","","","","","","12","","KickerDudeMineOC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerOverchargedUlti","","7000","","500","200","","","50","150","EnragerOverchargeSuper","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerExplosion","","600","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TwinsThrowerExplosion2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerExplosion2","","600","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherExplosion","","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AttacherExplosionOvercharged","","700","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManUltiDamageArea","","8000","","700","500","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManUltiSwitchSkillArea","","8000","","700","","","","","","SwitchSkill","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManGadgetDamageArea","","700","","700","2200","","","15","","DamageDrain","","","","","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandStormOverchargedUltiAreaSpeedBuff","","9000","","2000","200","","","10","","StatusEffect","SandStormOverchargedAreaSpeedBoost","SandStormOverchargedAreaSpeedBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandStormOverchargedUltiArea","","9000","","2000","","","","","","SmokeScreen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombPetOverchargedExplosion","","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","120","","","","","","","","","ClusterBombOverchargedExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombOverchargedExplosion","","700","","400","","","","6","","BulletExplosion","","","","","","","","","","","","","8","","ClusterOverchargedMine","90","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombOverchargedExplosion2","","700","","468","99","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"StickyBombMutantClusterExplosion","","700","","","","","","3","","BulletExplosion","","","","","","","","","","","","StickyBombUltiProjectile2","20","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BelleMutantExplosion","","700","","300","","","","0","","BulletExplosion","","","","","","","","","","","","ElectroSniperMutantProjectile","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TwinsThrowerMutantExplosion","","100","","800","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MutantBushGrowArea","","500","","500","800","","","","","WallSpawn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PocoMutantRegenArea","","250","","1000","-2","","2","100","","HealRegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PocoRogueliteRegenArea","","20","","500","-1","","2","50","","HealRegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ExplodingTankExplosion","","100","","1200","4000","","","","","Damage","","","","","","","","","","","","","","","","","","","FALSE","","","250","250","","","","","","","","ExplodingTankDestroyEnvironment","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ExplodingTankDestroyEnvironment","","700","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherSuperChargeArea","","600000","","1800","","","","270","","EnemyChargeSuper","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherTeleport","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherTeleportEnd","","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SandStormOverchargedUltiSilenceArea","","100","","2000","","","","10","","Silence","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","SandStormOverchargedUltiAreaSpeedBuff","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SoulCollectorPushback","","700","","800","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","150","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AmbusherUltiExplosion","","300","","450","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarleyOverchargedUlti","","3900","","1100","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManOverchargedUltiDamageArea","","8000","","700","500","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"InsectManOverchargedUltiSwitchSkillArea","","8000","","700","","","","","","SwitchSkill","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperOverchargedBombExplosion","","700","","600","99","","","","","Damage","","","","","","","","","","","","","","","","","","","true","","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SniperOverchargedLanding","","500","","900","0","","","","","Pushback","","","","","","","","","","","","","","","","","","","TRUE","","","200","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyOverchargedUltiArea","","5000","","1700","240","","","","","Dot","","","MummyUltiAreaSlow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyOverchargedUltiAreaPushBack","","100","","1200","1","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","MummyOverchargedUltiBulletExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyOverchargedUltiBulletExplosion","","100","","1500","1240","","","18","","BulletExplosion","","","","","","","","","","","","MummyOverchargedProjectile","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterAreaExplosion","","0","","500","","","","50","50","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PainterAreaEffect","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterAreaEffect","","5999","","500","100","","4","50","","HotAndDot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","","","","PainterAreaEffectEnd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterAreaEffectEnd","","0","","500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterAccessoryArea","","700","","800","-20","","2","","","Heal","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterAreaEffectOvercharged","","5999","","500","100","","4","50","","HotAndDot","","","","","","","","","true","","","","","","","","","","","","","","","","","","1000","","","","PainterAreaEffectEndOvercharged","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PainterAreaEffectEndOvercharged","","0","","500","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PaintBallSplash","","100","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PaintBallSplash_big","","100","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SupportArchetypeHeal","","600000","","1000","-300","","0","","","Hot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SupportArchetypeSpawn","","500","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BattleRoyaleBuff","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabSpawnLvl1","","1500","","800","600","","5","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ArtilleryArchetypeCollabExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabSpawnLvl2","","1500","","800","600","","5","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ArtilleryArchetypeCollabExplosion","ArtilleryArchetypeCollabBurn","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabSpawnLvl3","","1500","","800","600","","5","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ArtilleryArchetypeCollabExplosion","ArtilleryArchetypeCollabBurn","ArtilleryArchetypeCollabCluster","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabExplosion","","700","","500","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabBurn","","2900","","300","40","","4","","","Dot","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryArchetypeCollabCluster","","700","","300","60","","4","6","","BulletExplosion","","","","","","","","","","","","ArtilleryArchetypeCollabClusterProjectile","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MarksmanArchetypeSlowArea","","600","","200","","","","","","StatusEffect","","","MarksmanArchetypeAreaSlow","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerArchetypeTrail","","700","","400","","","","1","","BulletExplosion","","","","","","","","","","","","","0","","ControllerArchetypeMine","90","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerArchetypeEnd","","700","","400","","","","5","","BulletExplosion","","","","","","","","","","","","","6","","ControllerArchetypeMine","90","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CashGrabSpawn","","5000","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cash","","","","","","","","","","","","","","","","","","","","","","",""
"AssassinArchetypeExecuteAreaEffect","","500","","100","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerShrapnelArea","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","DiggerProjectileShrapnel","8","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerShrapnelArea2","","700","","","","","","4","","BulletExplosion","","","","","","","","","","","","DiggerProjectileShrapnel","5","","","","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillDive","","2000","","400","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillTrail","","2000","","400","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerDrillSurface","","2000","","800","100","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerOverchargedDrillDive","","2000","","400","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerOverchargedDrillTrail","","2000","","400","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DiggerOverchargedDrillSurface","","2000","","800","100","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiCrossSlashArea","","1500","","","","","","","","CrossSlashGround","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiOverchargedPullInArea","","1000","","1500","","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","-50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GhostSuperChargeArea","","600000","","1800","","","","270","","EnemyChargeSuper","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GhostSpookyArea","","500","","1000","","","","","","StatusEffect","","","GhostSpooked","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GraceOfAndAngelAreaEffect","","250","","1000","-5","","5","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LastBreathPushBack","","100","","1200","1","","","","","Pushback","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicRevengeAreaEffect","","1000","","1000","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DemonicRevengeAreaEffectExplosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicRevengeFireAreaEffect","","4000","","800","40","","4","","","Dot","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WrathOfAnAngelAreaEffect","","1000","","1500","300","","","3","","BulletSpin2","","","","","","","","","","","","WrathOfAnAngelProjectile","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicFireAreaEffect","","10000","","450","200","","5","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicPowerAreaEffect","","500","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BattleRoyaleBuff","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooAttackEarth","","1900","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooAttackForest","","1900","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooAttackWater","","1900","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f5625159144593ccb22972acfa8738c9a2d4d6cd","true","700","","600","","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooAttackAll","","1900","","600","","","","60","300","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooSlowDebuff","","100","","600","","","","","","StatusEffect","","","VoodooAreaSlow","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
