"Name","Version","VersionCN","FileName","ExportName","Character","Skin","GiveOnSkinUnlock","Rarity","EffectColorR","EffectColorG","EffectColorB","FlipSprayForEnemies","LockedForChronos","SprayBundles","IsDefaultBattleSpray","Texture","PriceBling","PriceGems","DontSellInCatalog","DisableCatalogRelease","CatalogNewDaysAdjustment","NotInCatalogTID","UseShineVFX","ExtraCatalogCampaign","HideFromCatalogMainCategory","DisableFromCatalogIfNotOwned","BrawlerTrophyRewards","OdditiesShopAvailability"
"spray_eve_1","","","sc/sprays_1.sc","spray_eve_1","Flea","","","COMMON","164","29","246","TRUE","","","","spray_eve.png","","","TRUE","","","","TRUE","","","","TrophyRewardsFlea","NEVER"
"spray_fang_1","","","sc/sprays_1.sc","spray_fang_1","KickerDude","","","COMMON","255","198","0","TRUE","","","","spray_fang.png","","","TRUE","","","","TRUE","","","","TrophyRewardsKickerDude","NEVER"
"spray_gale_1","","","sc/sprays_1.sc","spray_gale_1","Blower","","","COMMON","68","255","255","TRUE","","","","spray_gale.png","","","TRUE","","","","TRUE","","","","TrophyRewardsBlower","NEVER"
"spray_janet_1","","","sc/sprays_1.sc","spray_janet_1","JetpackGirl","","","COMMON","254","208","234","TRUE","","","","spray_janet.png","","","TRUE","","","","TRUE","","","","TrophyRewardsJetpackGirl","NEVER"
"spray_lola_1","","","sc/sprays_1.sc","spray_lola_1","Duplicator","","","COMMON","0","214","193","TRUE","","","","spray_lola.png","","","TRUE","","","","TRUE","","","","TrophyRewardsDuplicator","NEVER"
"spray_lou_1","","","sc/sprays_1.sc","spray_lou_1","IceDude","","","COMMON","0","233","251","TRUE","","","","spray_lou.png","","","TRUE","","","","TRUE","","","","TrophyRewardsIceDude","NEVER"
"spray_mandy_1","","","sc/sprays_1.sc","spray_mandy_1","Beamer","","","COMMON","255","210","75","TRUE","","","","spray_mandy.png","","","TRUE","","","","TRUE","","","","TrophyRewardsBeamer","NEVER"
"spray_otis_1","","","sc/sprays_1.sc","spray_otis_1","Silencer","","","COMMON","61","251","196","TRUE","","","","spray_otis.png","","","TRUE","","","","TRUE","","","","TrophyRewardsSilencer","NEVER"
"spray_sam_1","","","sc/sprays_1.sc","spray_sam_1","WeaponThrower","","","COMMON","254","226","34","TRUE","","","","spray_sam.png","","","TRUE","","","","TRUE","","","","TrophyRewardsWeaponThrower","NEVER"
"spray_surge_1","","","sc/sprays_1.sc","spray_surge_1","PowerLeveler","","","COMMON","144","60","255","TRUE","","","","spray_surge.png","","","TRUE","","","","TRUE","","","","TrophyRewardsPowerLeveler","NEVER"
"spray_easter2023","","","sc/sprays_1.sc","spray_easter2023","","","","COLLECTORS","0","234","0","TRUE","","","","spray_easter2023.png","","","TRUE","","","","","BUNNY_BRIGADE","","","","NEVER"
"spray_challenge_basketball","","","sc/sprays_1.sc","spray_challenge_basketball","","","","COLLECTORS","255","139","35","TRUE","","","","spray_challenge_basketball.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_challenge_duels","","","sc/sprays_1.sc","spray_challenge_duels","","","","COLLECTORS","253","242","80","TRUE","","","","spray_challenge_duels.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_ash_1","","","sc/sprays_1.sc","spray_ash_1","Knight","","","COMMON","255","44","117","TRUE","","","","spray_ash.png","","","TRUE","","","","TRUE","","","","TrophyRewardsKnight","NEVER"
"spray_gus_1","","","sc/sprays_1.sc","spray_gus_1","SoulCollector","","","COMMON","218","81","251","TRUE","","","","spray_gus.png","","","TRUE","","","","","","","","TrophyRewardsSoulCollector","NEVER"
"spray_amazon_frog","","","sc/sprays_1.sc","spray_amazon_frog","","","","COLLECTORS","255","39","96","TRUE","","","","spray_amazon_frog.png","1000","29","TRUE","","","","TRUE","JUNGLE","","","","AVAILABLE"
"spray_jungle","","","sc/sprays_1.sc","spray_jungle","","","","COLLECTORS","181","180","187","TRUE","","","","spray_jungle.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_maisie_1","","","sc/sprays_1.sc","spray_maisie_1","Maisie","","","COMMON","255","0","0","TRUE","","","","spray_maisie.png","","","TRUE","","","","TRUE","","","","TrophyRewardsMaisie","NEVER"
"spray_liltenant_1","","","sc/sprays_1.sc","spray_liltenant_1","FishTank","","","COMMON","195","234","27","TRUE","","","","spray_liltenant.png","","","TRUE","","","","","","","","TrophyRewardsFishTank","NEVER"
"spray_max_jungle","","","sc/sprays_1.sc","spray_max_jungle","Speedy","SpeedyLeopard","","COMMON","255","218","0","TRUE","","","","spray_max_jungle.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_buster_jungle","","","sc/sprays_1.sc","spray_buster_jungle","ShieldTank","ShieldTankCroc","","COMMON","6","204","0","TRUE","","","","spray_buster_jungle.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_meg_jungle","","","sc/sprays_1.sc","spray_meg_jungle","","","","COMMON","0","219","255","TRUE","","","","spray_meg_jungle.png","750","19","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_brock_olympus","","","sc/sprays_1.sc","spray_brock_olympus","RocketGirl","RocketGirlZeus","TRUE","COMMON","248","213","84","TRUE","","","","spray_brock_olympus.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_nani_olympus","","","sc/sprays_1.sc","spray_nani_olympus","Controller","ControllerAres","TRUE","COMMON","255","188","0","TRUE","","","","spray_nani_olympus.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_tick_olympus","","","sc/sprays_1.sc","spray_tick_olympus","ClusterBombDude","ClusterBombDudeCerberus","TRUE","COMMON","0","201","255","TRUE","","","","spray_tick_olympus.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_emz_gw","","","sc/sprays_1.sc","spray_emz_gw","Mummy","MummyHarajuku","","COMMON","23","229","194","TRUE","","","","spray_emz_gw.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_colt_jungle","","","sc/sprays_1.sc","spray_colt_jungle","Gunslinger","GunslingerMonkey","","COMMON","255","246","0","TRUE","","","","spray_colt_jungle.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_bling","","","sc/sprays_1.sc","spray_bling","","","","COLLECTORS","255","252","194","TRUE","","","","spray_bling.png","1000","29","TRUE","","","","TRUE","MISC","","","","AVAILABLE"
"spray_gw","","","sc/sprays_1.sc","spray_gw","","","","COLLECTORS","46","255","215","TRUE","","","","spray_gw.png","1000","29","TRUE","","","","TRUE","GOLDENWEEK","","","","AVAILABLE"
"spray_mushroom","","","sc/sprays_1.sc","spray_mushroom","","","","COLLECTORS","184","255","137","TRUE","","","","spray_mushroom.png","1000","29","TRUE","","","","","","","","","AVAILABLE"
"spray_tq","","","sc/sprays_1.sc","spray_tq","","","","COMMON","249","216","73","TRUE","","","","spray_tq.png","","","TRUE","","","","","WF_2020","TRUE","","","NEVER"
"spray_stmn","","","sc/sprays_1.sc","spray_stmn","","","","COMMON","67","151","133","TRUE","","","","spray_stmn.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_sk","","","sc/sprays_1.sc","spray_sk","","","","COMMON","122","52","245","TRUE","","","","spray_sk.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_zeta","","","sc/sprays_1.sc","spray_zeta","","","","COMMON","215","254","81","TRUE","","","","spray_zeta.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_totem","","","sc/sprays_1.sc","spray_totem","","","","COMMON","79","174","79","TRUE","","","","spray_totem.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_qlash","","","sc/sprays_1.sc","spray_qlash","","","","COMMON","105","228","222","TRUE","","","","spray_qlash.png","","","TRUE","","","","","WF_2020","TRUE","","","NEVER"
"spray_tribe","","","sc/sprays_1.sc","spray_tribe","","","","COMMON","215","40","53","TRUE","","","","spray_tribe.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_navi","","","sc/sprays_1.sc","spray_navi","","","","COMMON","252","237","79","TRUE","","","","spray_navi.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_fire_love","","","sc/sprays_1.sc","spray_fire_love","","","","COMMON","234","51","74","TRUE","","","","spray_fire_love.png","750","19","TRUE","","","","","","","","","AVAILABLE"
"spray_esports_greenbear","","","sc/sprays_1.sc","spray_esports_greenbear","","","","COMMON","169","230","96","TRUE","","","","spray_esports_greenbear.png","","","TRUE","","","","","","","","","NEVER"
"spray_fut","","","sc/sprays_1.sc","spray_fut","","","","COMMON","219","48","75","TRUE","","","","spray_fut.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_luminosity","","","sc/sprays_1.sc","spray_luminosity","","","","COMMON","100","185","216","TRUE","","","","spray_luminosity.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_8bit_enchanted","","","sc/sprays_1.sc","spray_8bit_enchanted","Arcade","ArcadeHauntedHouse","","COMMON","98","214","179","TRUE","","","","spray_8bit_enchanted.png","","","TRUE","","","","","","","","","NEVER"
"spray_janet_enchanted","","","sc/sprays_1.sc","spray_janet_enchanted","JetpackGirl","JetpackGirlDarkFairy","","COMMON","214","101","129","TRUE","","","","spray_janet_enchanted.png","","","TRUE","","","","","","","","","NEVER"
"spray_chester_enchanted","","","sc/sprays_1.sc","spray_chester_enchanted","Jester","JesterWoodspirit","","COMMON","218","75","52","TRUE","","","","spray_chester_enchanted.png","","","TRUE","","","","","","","","","NEVER"
"spray_lou_enchanted","","","sc/sprays_1.sc","spray_lou_enchanted","","","","COMMON","220","215","210","TRUE","","","","spray_lou_enchanted.png","750","19","TRUE","","","","","","","","","AVAILABLE"
"spray_crow_phoenix","","","sc/sprays_1.sc","spray_crow_phoenix","Crow","CrowPheonix","TRUE","COMMON","255","200","19","TRUE","","","","spray_crow_phoenix.png","","","TRUE","","","","","","","","","NEVER"
"spray_meg_cursed","","","sc/sprays_1.sc","spray_meg_cursed","MechaDude","MechaDudePirate","TRUE","COMMON","123","50","208","TRUE","","","","spray_meg_cursed.png","","","TRUE","","","","","","","","","NEVER"
"spray_surge_cursed","","","sc/sprays_1.sc","spray_surge_cursed","PowerLeveler","PowerLevelerKraken","","COMMON","255","122","72","TRUE","","","","spray_surge_cursed.png","","","TRUE","","","","","","","","","NEVER"
"spray_bibi_cursed","","","sc/sprays_1.sc","spray_bibi_cursed","Baseball","BaseballPirate","TRUE","COMMON","255","0","107","TRUE","","","","spray_bibi_cursed.png","","","TRUE","","","","","","","","","NEVER"
"spray_griff_cursed","","","sc/sprays_1.sc","spray_griff_cursed","AssaultShotgun","AssaultShotgunTreasure","","COMMON","255","1","68","TRUE","","","","spray_griff_cursed.png","","","TRUE","","","","","","","","","NEVER"
"spray_floaty_donut","","","sc/sprays_1.sc","spray_floaty_donut","","","","COLLECTORS","190","74","213","TRUE","","","","spray_floaty_donut.png","1000","29","TRUE","","","","TRUE","SUMMER","","","","AVAILABLE"
"spray_doug","","","sc/sprays_1.sc","spray_doug","Reviver","","","COMMON","247","63","159","TRUE","","","","spray_doug.png","","","TRUE","","","","","","","","TrophyRewardsReviver","NEVER"
"spray_floaty_hotdog","","","sc/sprays_1.sc","spray_floaty_hotdgog","","","","COLLECTORS","250","154","62","TRUE","","","","spray_floaty_hotdog.png","1000","29","TRUE","","","","TRUE","SUMMER","","","","AVAILABLE"
"spray_floaty_palmtree","","","sc/sprays_1.sc","spray_floaty_palmtree","","","","COLLECTORS","76","212","81","TRUE","","","","spray_floaty_palmtree.png","1000","29","TRUE","","","","TRUE","SUMMER","","","","AVAILABLE"
"spray_floaty_flamingo","","","sc/sprays_1.sc","spray_floaty_flamingo","","","","COLLECTORS","248","141","187","TRUE","","","","spray_floaty_flamingo.png","1000","29","TRUE","","","","TRUE","SUMMER","","","","AVAILABLE"
"spray_cordelius","","","sc/sprays_1.sc","spray_cordelius","Duelist","","","COMMON","255","208","0","TRUE","","","","spray_cordelius.png","","","TRUE","","","","","","","","TrophyRewardsDuelist","NEVER"
"spray_cordelius_wasteland","","","sc/sprays_1.sc","spray_cordelius_wasteland","Duelist","DuelistWasteland","","COMMON","228","79","93","TRUE","","","","spray_cordelius_wasteland.png","","","TRUE","","","","","","","","","NEVER"
"spray_hank_wasteland","","","sc/sprays_1.sc","spray_hank_wasteland","FishTank","FishTankWasteland","TRUE","COMMON","243","134","178","TRUE","","","","spray_hank_wasteland.png","","","TRUE","","","","","","","","","NEVER"
"spray_maisie_wasteland","","","sc/sprays_1.sc","spray_maisie_wasteland","","","","COMMON","162","208","52","TRUE","","","","spray_maisie_wasteland.png","750","19","TRUE","","","","","","","","","AVAILABLE"
"spray_willow_wasteland","","","sc/sprays_1.sc","spray_willow_wasteland","","","","COMMON","190","57","234","TRUE","","","","spray_willow_wasteland.png","750","19","TRUE","","","","","WASTELAND","","","","AVAILABLE"
"spray_mandy_harvest","","","sc/sprays_1.sc","spray_mandy_harvest","Beamer","Beamerharvest","","COMMON","242","123","209","TRUE","","","","spray_mandy_harvest.png","","","TRUE","","","","","","","","","NEVER"
"spray_janet_moon","","","sc/sprays_1.sc","spray_janet_moon","JetpackGirl","JetpackGirlMoon","TRUE","COMMON","255","255","255","TRUE","","","","spray_janet_moon.png","","","TRUE","","","","","","","","","NEVER"
"spray_rosa_university","","","sc/sprays_1.sc","spray_rosa_university","Rosa","RosaUniversity","","COMMON","43","127","250","TRUE","","","","spray_rosa_university.png","","","TRUE","","","","","","","","","NEVER"
"spray_squeak_university","","","sc/sprays_1.sc","spray_squeak_university","StickyBomb","StickyBombUniversity","","COMMON","241","106","138","TRUE","","","","spray_squeak_university.png","","","TRUE","","","","","","","","","NEVER"
"spray_stu_university","","","sc/sprays_1.sc","spray_stu_university","Roller","RollerUniversity","TRUE","COMMON","61","201","118","TRUE","","","","spray_stu_university.png","","","TRUE","","","","","","","","","NEVER"
"spray_edgar_mecha","","","sc/sprays_1.sc","spray_edgar_mecha","Enrager","EnragerMecha","TRUE","COMMON","94","105","249","TRUE","","","","spray_edgar_mecha.png","","","TRUE","","","","","","","","","NEVER"
"spray_pearl","","","sc/sprays_1.sc","spray_pearl","Cooker","","","COMMON","243","129","58","TRUE","","","","spray_pearl.png","","","TRUE","","","","","","","","TrophyRewardsCooker","NEVER"
"spray_chuck","","","sc/sprays_1.sc","spray_chuck","Conductor","","","COMMON","192","252","79","TRUE","","","","spray_chuck.png","","","TRUE","","","","","","","","TrophyRewardsConductor","NEVER"
"spray_wasteland","","","sc/sprays_1.sc","spray_wasteland","","","","COLLECTORS","184","255","137","TRUE","","","","spray_wasteland.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_university_equal","","","sc/sprays_1.sc","spray_university_equal","","","","COLLECTORS","0","255","255","TRUE","","","","spray_university_equal.png","1000","29","TRUE","","","","TRUE","UNIVERSITY","","","","AVAILABLE"
"spray_university_minus","","","sc/sprays_1.sc","spray_university_minus","","","","COLLECTORS","249","51","255","TRUE","","","","spray_university_minus.png","1000","29","TRUE","","","","TRUE","UNIVERSITY","","","","AVAILABLE"
"spray_university_plus","","","sc/sprays_1.sc","spray_university_plus","","","","COLLECTORS","75","255","0","TRUE","","","","spray_university_plus.png","","","TRUE","","","","TRUE","UNIVERSITY","","","","NEVER"
"spray_overcharge_bull","","","sc/sprays_1.sc","spray_overcharge_bull","BullDude","BullGuyDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_bull.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_colt","","","sc/sprays_1.sc","spray_overcharge_colt","Gunslinger","GunSlingerDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_colt.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_jacky","","","sc/sprays_1.sc","spray_overcharge_jacky","Driller","DrillerDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_jacky.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_pearl","","","sc/sprays_1.sc","spray_overcharge_pearl","Cooker","CookerDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_pearl.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_shelly","","","sc/sprays_1.sc","spray_overcharge_shelly","ShotgunGirl","BanditGirlDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_shelly.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_spike","","","sc/sprays_1.sc","spray_overcharge_spike","Cactus","CactusDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_spike.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_sad_clown","","","sc/sprays_1.sc","spray_sad_clown","","","","COLLECTORS","255","255","255","TRUE","","","","spray_sad_clown.png","1000","29","TRUE","","","","TRUE","CIRCUS","","","","AVAILABLE"
"spray_lola_circus","","","sc/sprays_1.sc","spray_lola_circus","","","","COMMON","162","208","52","TRUE","","","","spray_lola_circus.png","750","19","TRUE","","","","","","","","","AVAILABLE"
"spray_overcharge_jessie","","","sc/sprays_1.sc","spray_overcharge_jessie","Mechanic","MechanicDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_jessie.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_rosa","","","sc/sprays_1.sc","spray_overcharge_rosa","Rosa","RosaDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_rosa.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_colette","","","sc/sprays_1.sc","spray_overcharge_colette","Percenter","PercenterDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_colette.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_lou","","","sc/sprays_1.sc","spray_overcharge_lou","IceDude","IceDudeDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_lou.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_maisie","","","sc/sprays_1.sc","spray_overcharge_maisie","Maisie","MaisieDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_maisie.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_charlie","","","sc/sprays_1.sc","spray_overcharge_charlie","Cocooner","CocoonerDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_charlie.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_charlie","","","sc/sprays_1.sc","spray_charlie","Cocooner","","","COMMON","255","201","0","TRUE","","","","spray_charlie.png","","","TRUE","","","","TRUE","","","","TrophyRewardsCocooner","NEVER"
"spray_leon_wolf","","","sc/sprays_1.sc","spray_leon_wolf","Ninja","NinjaBrawloween","TRUE","COMMON","241","253","255","TRUE","","","","spray_leon_wolf.png","","","TRUE","","","","","","","","","NEVER"
"spray_shelly_witch","","","sc/sprays_1.sc","spray_shelly_witch","ShotgunGirl","ShotgunGirlBrawloween","TRUE","COMMON","237","10","120","TRUE","","","","spray_shelly_witch.png","","","TRUE","","","","","","","","","NEVER"
"spray_grom_hindu","","","sc/sprays_1.sc","spray_grom_hindu","CrossBomber","CrossBomberHindu","TRUE","COMMON","0","247","0","TRUE","","","","spray_grom_hindu.png","","","TRUE","","","","","","","","","NEVER"
"spray_bo_hindu","","","sc/sprays_1.sc","spray_bo_hindu","BowDude","BowDudeHinduChroma","TRUE","COMMON","18","222","250","TRUE","","","","spray_bo_hindu.png","","","TRUE","","","","","","","","","NEVER"
"spray_frank_hindu","","","sc/sprays_1.sc","spray_frank_hindu","HammerDude","HammerDudeHindu","TRUE","COMMON","255","95","174","TRUE","","","","spray_frank_hindu.png","","","TRUE","","","","","","","","","NEVER"
"spray_byron_circus","","","sc/sprays_1.sc","spray_byron_circus","SnakeOil","SnakeOilDarkcircus","TRUE","COMMON","252","127","197","TRUE","","","","spray_byron_circus.png","","","TRUE","","","","","","","","","NEVER"
"spray_nita_circus","","","sc/sprays_1.sc","spray_nita_circus","Shaman","ShamanDarkcircus","TRUE","COMMON","255","22","47","TRUE","","","","spray_nita_circus.png","","","TRUE","","","","","","","","","NEVER"
"spray_mike_robo","","","sc/sprays_1.sc","spray_mike_robo","TntDude","TntDudeMecha","TRUE","COMMON","255","255","112","TRUE","","","","spray_mike_robo.png","","","TRUE","","","","","","","","","NEVER"
"spray_pam_evilqueen","","","sc/sprays_1.sc","spray_pam_evilqueen","MinigunDude","MinigunDudeQueen","TRUE","COMMON","255","7","24","TRUE","","","","spray_pam_evilqueen.png","","","TRUE","","","","","","","","","NEVER"
"spray_saw_robot_01","","","sc/sprays_1.sc","spray_saw_robot_01","","","","COLLECTORS","144","84","229","TRUE","","","","spray_saw_robot_01.png","1000","29","TRUE","","","","TRUE","CIRCUS","","","","AVAILABLE"
"spray_saw_robot_02","","","sc/sprays_1.sc","spray_saw_robot_02","","","","COLLECTORS","144","84","229","TRUE","","","","spray_saw_robot_02.png","1000","29","TRUE","","","","TRUE","CIRCUS","","","","AVAILABLE"
"spray_saw_robot_03","","","sc/sprays_1.sc","spray_saw_robot_03","","","","COLLECTORS","144","84","229","TRUE","","","","spray_saw_robot_03.png","1000","29","TRUE","","","","TRUE","CIRCUS","","","","AVAILABLE"
"spray_cartoon_cloud","","","sc/sprays_1.sc","spray_cartoon_cloud","","","","COLLECTORS","255","215","253","TRUE","","","","spray_cartoon_cloud.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_lny_dragon","","","sc/sprays_1.sc","spray_lny_dragon","","","","COLLECTORS","255","255","0","TRUE","","","","spray_lny_dragon.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_cartoon_starr","","","sc/sprays_1.sc","spray_cartoon_starr","","","","COMMON","255","241","0","TRUE","","","","spray_cartoon_starr.png","750","19","TRUE","","","","","","","","","AVAILABLE"
"spray_overcharge_crow","","","sc/sprays_1.sc","spray_overcharge_crow","Crow","CrowDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_crow.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_leon","","","sc/sprays_1.sc","spray_overcharge_leon","Ninja","NinjaDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_leon.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_edgar","","","sc/sprays_1.sc","spray_overcharge_edgar","Enrager","EnragerDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_edgar.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_fang","","","sc/sprays_1.sc","spray_overcharge_fang","KickerDude","KickerDudeDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_fang.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_dynamike","","","sc/sprays_1.sc","spray_overcharge_dynamike","TntDude","TntGuyDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_dynamike.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_mico","","","sc/sprays_1.sc","spray_overcharge_mico","Leaper","LeaperDefault","TRUE","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_mico.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_mico","","","sc/sprays_1.sc","spray_mico","Leaper","","","COMMON","54","123","209","TRUE","","","","spray_mico.png","","","TRUE","","","","","","","","TrophyRewardsLeaper","NEVER"
"spray_kit","","","sc/sprays_1.sc","spray_kit","Attacher","","","COMMON","255","255","255","TRUE","","","","spray_kit.png","","","TRUE","","","","","","","","TrophyRewardsAttacher","NEVER"
"spray_twins","","","sc/sprays_1.sc","spray_twins","Twins","","","COMMON","249","215","79","TRUE","","","","spray_twins.png","","","TRUE","","","","","","","","TrophyRewardsTwins","NEVER"
"spray_wc2023","","","sc/sprays_1.sc","spray_wc2023","","","","COLLECTORS","249","215","79","TRUE","","","","spray_wc2023.png","","","TRUE","","","","TRUE","","","","",""
"spray_carnaval","","","sc/sprays_1.sc","spray_carnaval","","","","COLLECTORS","117","252","230","TRUE","","","","spray_carnaval.png","1000","29","TRUE","","","","TRUE","CARNAVAL","","","","AVAILABLE"
"spray_xmas_candy","","","sc/sprays_1.sc","spray_xmas_candy","","","","COLLECTORS","102","221","227","TRUE","","","","spray_xmas_candy.png","","","TRUE","","","","TRUE","BRAWLIDAYS","","","","NEVER"
"spray_xmas_kiss","","","sc/sprays_1.sc","spray_xmas_kiss","","","","COLLECTORS","234","62","75","TRUE","","","","spray_xmas_kiss.png","","","TRUE","","","","TRUE","BRAWLIDAYS","","","","NEVER"
"spray_primo_superbowl","","","sc/sprays_1.sc","spray_primo_superbowl","Luchador","LuchadorSuperbowl","TRUE","COMMON","239","137","51","TRUE","","","","spray_primo_superbowl.png","","","TRUE","","","","","","","","","NEVER"
"spray_8bit_virus","","","sc/sprays_1.sc","spray_8bit_virus","Arcade","ArcadeVirusChroma","TRUE","COMMON","174","35","175","TRUE","","","","spray_8bit_virus.png","","","TRUE","","","","","","","","","NEVER"
"spray_frank_clash_blue","","","sc/sprays_1.sc","spray_frank_clash_blue","HammerDude","HammerDudeClashKingChromaBlue","TRUE","COMMON","40","89","186","TRUE","","","","spray_frank_clash_blue.png","","","TRUE","","","","","","","","","NEVER"
"spray_spike_cartoon","","","sc/sprays_1.sc","spray_spike_cartoon","Cactus","Cactuscartoon","TRUE","COMMON","124","202","68","TRUE","","","","spray_spike_cartoon.png","","","TRUE","","","","","","","","","NEVER"
"spray_mico_wukong","","","sc/sprays_1.sc","spray_mico_wukong","Leaper","Leaperwukong","TRUE","COMMON","252","236","129","TRUE","","","","spray_mico_wukong.png","","","TRUE","","","","","","","","","NEVER"
"spray_frank_clash_red","","","sc/sprays_1.sc","spray_frank_clash_red","HammerDude","HammerDudeClashKingChromaRed","TRUE","COMMON","255","0","43","TRUE","","","","spray_frank_clash_red.png","","","TRUE","","","","","","","","","NEVER"
"spray_8bit_virus_og","","","sc/sprays_1.sc","spray_8bit_virus_og","Arcade","ArcadeVirus","TRUE","COMMON","201","255","115","TRUE","","","","spray_8bit_virus_og.png","","","TRUE","","","","","","","","","NEVER"
"spray_ssg","","","sc/sprays_1.sc","spray_ssg","","","","COMMON","255","215","0","TRUE","","","","spray_ssg.png","","","TRUE","","","","","WF_2020","","","","NEVER"
"spray_ragnarok","","","sc/sprays_1.sc","spray_ragnarok","","","","COLLECTORS","2","236","255","TRUE","","","","spray_ragnarok.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_sandsoftime","","","sc/sprays_1.sc","spray_sandsoftime","","","","COLLECTORS","255","229","146","TRUE","","","","spray_sandsoftime.png","1000","29","TRUE","","","","TRUE","","","","","AVAILABLE"
"spray_esports_sandsoftime","","","sc/sprays_1.sc","spray_esports_sandsoftime","","","","COLLECTORS","255","216","54","TRUE","","","","spray_esports_sandsoftime.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_easter_2024","","","sc/sprays_1.sc","spray_easter_2024","","","","COLLECTORS","208","220","220","TRUE","","","","spray_easter_2024.png","","","TRUE","","","","TRUE","BUNNY_BRIGADE","","","","NEVER"
"spray_ranked_sandsoftime","","","sc/sprays_1.sc","spray_ranked_sandsoftime","","","","COLLECTORS","233","80","255","TRUE","","","","spray_ranked_sandsoftime.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_ranked_ragnarok","","","sc/sprays_1.sc","spray_ranked_ragnarok","","","","COLLECTORS","233","80","255","TRUE","","","","spray_ranked_ragnarok.png","","","TRUE","","","","TRUE","","","","","NEVER"
"spray_overcharge_belle","","","sc/sprays_1.sc","spray_overcharge_belle","ElectroSniper","ElectroSniperDefault","","COLLECTORS","233","80","255","TRUE","","","","spray_overcharge_belle.png","","","TRUE","","","","TRUE","","","","","NEVER"
