"Name","TID","TicketsInWinGamesDraw","TicketsInCollabDraw","TicketsInPresentDraw","Rarity","IsRarityOfferContainer","GroupType","ShuffleRandomizeRewards","CustomRewards","IsOverchargeDraw","IsRankedDraw","CollabId","MultiDropCount","DropCountRates","SplitCount0Tickets","SplitCount1Tickets","SplitCount2Tickets","SplitCount3Tickets","PremiumDrawCountForMultiDrops","SCW","VisualType","TransitionExportName","SCFilename","TargetClip","SlashesNeeded","SlashClawEffect","SlashClawShadow","SlashClawCount","SoundSlash","CustomBgExportName","BackgroundFrameLabel","ChargeProgressClip","HoldChargeEffect","TouchEffectFilename","TouchEffectExportName","TapEffectClip1","TapEffectClip2","TapEffectClip3","TapEffectClipBg","UpgradeEffectClip","UpgradeEffectClipBg","FinalContainerEffectClip","FinalContainerEffectClipBg","OpeningEffectClip","OpeningEffectClipBg","RewardsLeftIcon","OpeningInstruction","Intro3DAnimStart","Intro3DAnimEnd","Idle3DAnimStart","Idle3DAnimEnd","Miss3DAnimStart","Miss3DAnimEnd","Upgrade3DAnimStart","Upgrade3DAnimEnd","Open3DAnimStart","Open3DAnimEnd","SoundAppear","SoundCharge","SoundMiss","SoundUpgrade","SoundReadyToOpen","SoundReadyToOpen2","SoundOpen","FaceFileName","FaceIdleExportName","FaceUpgradeExportName","FaceOpenExportName","SoloOfferDefaultBgFrameName","SoloOfferDefaultTitleTID","RarityFrameLabel","AnimationSCW","PiggyTap1","PiggyTap2","PiggyTap3","PiggyTap4","PiggyTapBackground1","PiggyTapBackground2","PiggyTapBackground3","PiggyTapBackground4","PiggyTapBackgroundFinal","PiggyTapBackgroundFinalBg","CustomAnimationNames","CustomAnimationStartFrames","CustomAnimationEndFrames","DescriptionExportName","GachaSummaryExportNameOverride","SeasonBox","SeasonBoxLevel","TextLinePrefix","TextLineVOPrefix"
"PumpkinBox","TID_SHOP_OFFER_TITLE_74",,,,,,"TRICK_BOX",,,,,11,10,,,,,,,"sc3d/deader_box_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_trickbox_appear","no_rarity",,,,,,,,,,,,,"pumpkinbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","Demonic_Spawn_Item","characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_mythic",,"no_rarity",,,,,,,,,,,,,,,,,,,,
"DeadBox",,,,,,,,,,,,12,10,,,,,,,"sc3d/zombie_megabox_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_zombiebox_appear","no_rarity",,,,,,,,,,,,,,,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode","characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_mythic",,"no_rarity",,,,,,,,,,,,,,,,,,,,
"RareSplittingStar",,,,,1,,"SPLITTING_STAR",,,,,,,,70,20,8,2,,"sc3d/rng_reward_geo.glb","SPLIT_AND_UPGRADE",,"sc/gacha.sc","gacha_splitting_star_reward_opening",,,,,,,"splitter_rare",,,,,"chaosDrop_tap_vfx_rare",,,,,,"gacha_vfx_rare","gacha_vfx_rare_bg","chaosDrop_open_vfx_rare","gacha_vfx_open_light_bg","gacha_random_reward_icon",,0,11,15,45,65,75,65,75,125,157,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade","UI_Meta_Star_Rare_VO","Reveal_rare",,"characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_rare","TID_SHOP_STARR_DROP_RARE","rare",,,,,,,,,,,,,,,"gacha_splitting_star_opening_description_screen_hud_bottom",,,,,
"SuperRareSplittingStar",,52,,,2,,"SPLITTING_STAR",,,,,,,,70,20,8,2,,"sc3d/rng_reward_geo.glb","SPLIT_AND_UPGRADE",,"sc/gacha.sc","gacha_splitting_star_reward_opening",,,,,,,"splitter_super_rare",,,,,"chaosDrop_tap_vfx_superrare",,,,,,"gacha_vfx_superrare","gacha_vfx_superrare_bg","chaosDrop_open_vfx_superrare","gacha_vfx_open_light_bg","gacha_random_reward_icon",,0,11,15,45,65,75,65,75,125,157,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade","UI_Meta_Star_Super_Rare_VO","Reveal_rare",,"characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_super_rare","TID_SHOP_STARR_DROP_SUPER_RARE","super_rare",,,,,,,,,,,,,,,"gacha_splitting_star_opening_description_screen_hud_bottom",,,,,
"EpicSplittingStar",,28,,,3,,"SPLITTING_STAR",,,,,,,,70,20,8,2,,"sc3d/rng_reward_geo.glb","SPLIT_AND_UPGRADE",,"sc/gacha.sc","gacha_splitting_star_reward_opening",,,,,,,"splitter_epic",,,,,"chaosDrop_tap_vfx_epic",,,,,,"gacha_vfx_epic","gacha_vfx_epic_bg","chaosDrop_open_vfx_epic","gacha_vfx_open_light_bg","gacha_random_reward_icon",,0,11,15,45,65,75,65,75,125,157,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade","UI_Meta_Star_Epic_VO","Reveal_epic",,"characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_epic","TID_SHOP_STARR_DROP_EPIC","epic",,,,,,,,,,,,,,,"gacha_splitting_star_opening_description_screen_hud_bottom",,,,,
"MythicSplittingStar",,12,,,4,,"SPLITTING_STAR",,,,,,,,70,20,8,2,,"sc3d/rng_reward_geo.glb","SPLIT_AND_UPGRADE",,"sc/gacha.sc","gacha_splitting_star_reward_opening",,,,,,,"splitter_mythic",,,,,"chaosDrop_tap_vfx_mythic",,,,,,"gacha_vfx_mythic","gacha_vfx_mythic_bg","chaosDrop_open_vfx_mythic","gacha_vfx_open_bg","gacha_random_reward_icon",,0,11,15,45,65,75,65,75,125,157,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade","UI_Meta_Star_Mythic_VO","Reveal_epic",,"characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_mythic","TID_SHOP_STARR_DROP_MYTHIC","mythic",,,,,,,,,,,,,,,"gacha_splitting_star_opening_description_screen_hud_bottom",,,,,
"LegendarySplittingStar",,6,,,5,,"SPLITTING_STAR",,,,,,,,70,20,8,2,,"sc3d/rng_reward_geo.glb","SPLIT_AND_UPGRADE",,"sc/gacha.sc","gacha_splitting_star_reward_opening",,,,,,,"splitter_legendary",,,,,"chaosDrop_tap_vfx_legendary",,,,"5new_stardrop_legendary_upgrade","5new_stardrop_legendary_upgrade_bg","gacha_vfx_legendary","gacha_vfx_legendary_bg","chaosDrop_open_vfx_legendary","gacha_vfx_open_bg","gacha_random_reward_icon",,0,11,15,45,65,75,85,120,125,157,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade","UI_Meta_Star_Legendary_VO","Reveal_legendary",,"characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_legendary","TID_SHOP_STARR_DROP_LEGENDARY","legendary",,,,,,,,,,,,,,,"gacha_splitting_star_opening_description_screen_hud_bottom",,,,,
"UltraSplittingStar",,2,,,6,,"SPLITTING_STAR",,,,,,,,70,20,8,2,,"sc3d/rng_reward_geo.glb","SPLIT_AND_UPGRADE",,"sc/gacha.sc","gacha_splitting_star_reward_opening",,,,,,,"splitter_ultra",,,,,"chaosDrop_tap_vfx_ultra",,,,"6new_stardrop_ultimate_upgrade","6new_stardrop_ultimate_upgrade_bg","gacha_vfx_ultra","gacha_vfx_legendary_bg","chaosDrop_open_vfx_ultra","gacha_vfx_open_bg","gacha_random_reward_icon",,0,11,15,45,65,75,85,120,125,157,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade","UI_Meta_Star_Legendary_VO","Reveal_legendary",,"characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_ultra","TID_SHOP_STARR_DROP_LEGENDARY","ultra",,,,,,,,,,,,,,,"gacha_splitting_star_opening_description_screen_hud_bottom",,,,,
"DaredevilBrawlerBox","TID_BRAWLER_BOX_DAREDEVIL",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_gigi_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_gigi_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"daredevil",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_daredevil_brawler_box",,,,
"MechBox","TID_SHOP_MECHBOX",,,,,,"MECH_BOX",,,,,14,10,,,,,,,"sc3d/mecha_box_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_mechabox_appear","no_rarity",,,,,,,,,,,,,"mechbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","Mecha_Box_Open_SFX","characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_mythic",,"no_rarity",,,,,,,,,,,,,,,,,,,,
"PierceBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_pierce_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_pierce_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"bulletstorm",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_pierce_brawler_box",,,,
"GlowbertBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_glowbert_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_glowbert_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"mender",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_glowbert_brawler_box",,,,
"ChocolateBox","TID_SHOP_OFFER_TITLE_84",,,,,,"CHOCOLATE_BOX",,,,,15,6,,,,,,,"sc3d/chocolate_box_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_chocolatebox_appear","no_rarity",,,,,,,,,,,,,"chocolatebox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","Mecha_Box_Open_SFX","characters.sc","starr_01_idle","starr_01_change","starr_01_final","offer_rarity_mythic",,"no_rarity",,,,,,,,,,,,,,,,,,,,
"ShadowdemonBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_sirius_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_sirius_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"shadowdemon",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_shadowdemon_brawler_box",,,,
"RedirecterBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_naji_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_najia_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"redirecter",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_redirecter_brawler_box",,,,
"AnimeStar","TID_SHOP_OFFER_TITLE_86",,,,,,"ANIME_STAR",,,,,16,,,,,,,,"sc3d/starr_nova_reward.glb","CHARGING",,,,,,,,,"collab_bg_gacha_starr_nova","no_rarity","collab_starr_nova_gacha_radial_progress",,"sc/gacha.sc","magicgirl_spark","gacha_vfx_tap",,,,,,"gacha_vfx_superrare","gacha_vfx_superrare_bg","gacha_vfx_open","gacha_vfx_open_bg","gacha_random_reward_icon","collab_starr_nova_gacha_opening_hint",0,25,25,29,0,0,0,0,26,60,"Anime_Starr_Appear","Anime_Starr_Seq","UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_rare","Anime_Starr_Open","characters.sc","Nova_starr_01_idle","Nova_starr_01_charge","Nova_starr_01_final","offer_rarity_super_rare","TID_SHOP_STARR_DROP_SUPER_RARE","super_rare",,,,,,,,,,,,,,,"collab_starr_nova_random_reward_opening_description_screen_hud_bottom",,,,,
"GladiatorBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_damian_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_damian_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"gladiator",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_redirecter_brawler_box",,,,
"MagicalGirlBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_stella_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_stella_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"magicalgirl",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_redirecter_brawler_box",,,,
"RockBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_bolt_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_bolt_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"rock",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_redirecter_brawler_box",,,,
"NanoDrop",,,,,,,"COOKING","TRUE",,,,17,,"CookingGachaDropCounts",,,,,,,"CHOOSE",,"sc/gacha.sc","gacha_noodle_random_reward_opening",,,,,,,"no_rarity",,,,,,,,,,,,,"gacha_noodles_open_anim","gacha_vfx_open_bg",,,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,,,"no_rarity",,,,,,,,,,,,,,,,,,,"TID_NANOCHEF_","nanochef_"
"WindDrop",,,,,,,"COOKING","TRUE",,,,18,,"CookingGachaDropCounts",,,,,,,"CHOOSE",,"sc/gacha.sc","gacha_wind_random_reward_opening",,,,,,,"no_rarity",,,,,,,,,,,,,"gacha_wind_open_anim","gacha_vfx_open_bg",,,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,,,"no_rarity",,,,,,,,,,,,,,,,,,,"TID_WINDCHEF_","windchef_"
"CommunityDrop1",,,,,,,"COMMUNITY",,,,,,,,,,,,,,"NOT_SHOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CommunityDrop2",,,,,,,"COMMUNITY",,,,,,,,,,,,,,"NOT_SHOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CommunityDrop3",,,,,,,"COMMUNITY",,,,,,,,,,,,,,"NOT_SHOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KatanaKidBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_nori_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_nori_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"katanakid",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_daredevil_brawler_box",,,,
"FutureGirlBox","TID_SHOP_OFFER_TITLE_71",,,,,,"BRAWLER_BOX",,,,,,8,,,,,,,"sc3d/bbox_wendy_geo.glb","CHEST","gacha_whiteflash",,,,,,,,"gatcha_screen_brawler_wendy_appear","no_rarity",,,,,,,,,,,,,"brawlerbox_vfx_open",,"gacha_random_reward_icon",,,,,,,,,,,,,,"UI_Meta_Star_Tap_No_Upgrade","UI_Meta_Star_Tap_Upgrade",,"Reveal_epic","UI_Meta_Star_Tap_Explode",,,,,"futuregirl",,"no_rarity",,,,,,,,,,,,,,,,"gatcha_summary_daredevil_brawler_box",,,,
