"Name","PoolTickets","Disabled","Skins","DiscountPercentage","DropRate","TID"
,,,"FireDudeFrost",40,10,
,,,"FireDudeFrost",100,1,
,,,"VoodooSandsOfTimes",0,15,
,,,"VoodooSandsOfTimes",10,22,
,,,"VoodooSandsOfTimes",20,30,
,,,"VoodooSandsOfTimes",30,22,
,,,"VoodooSandsOfTimes",40,10,
,,,"VoodooSandsOfTimes",100,1,
,,,"SpawnerDudeGym",0,15,
,,,"SpawnerDudeGym",10,22,
,,,"SpawnerDudeGym",20,30,
,,,"SpawnerDudeGym",30,22,
,,,"SpawnerDudeGym",40,10,
,,,"SpawnerDudeGym",100,1,
,,,"MeepleSandsOfTimes",0,15,
,,,"MeepleSandsOfTimes",10,22,
,,,"MeepleSandsOfTimes",20,30,
,,,"MeepleSandsOfTimes",30,22,
,,,"MeepleSandsOfTimes",40,10,
,,,"MeepleSandsOfTimes",100,1,
,,,"CrowMecha",0,15,
,,,"CrowMecha",10,22,
,,,"CrowMecha",20,30,
,,,"CrowMecha",30,22,
,,,"CrowMecha",40,10,
,,,"CrowMecha",100,1,
,,,"DeadMariachiOnceupon",0,15,
,,,"DeadMariachiOnceupon",10,22,
,,,"DeadMariachiOnceupon",20,30,
,,,"DeadMariachiOnceupon",30,22,
,,,"DeadMariachiOnceupon",40,10,
,,,"DeadMariachiOnceupon",100,1,
,,,"DeadMariachiGoodRandoms",0,15,
,,,"DeadMariachiGoodRandoms",10,22,
,,,"DeadMariachiGoodRandoms",20,30,
,,,"DeadMariachiGoodRandoms",30,22,
,,,"DeadMariachiGoodRandoms",40,10,
,,,"DeadMariachiGoodRandoms",100,1,
,,,"DuelistBrain",0,15,
,,,"DuelistBrain",10,22,
,,,"DuelistBrain",20,30,
,,,"DuelistBrain",30,22,
,,,"DuelistBrain",40,10,
,,,"DuelistBrain",100,1,
,,,"BeamerLavaQueen",0,15,
,,,"BeamerLavaQueen",10,22,
,,,"BeamerLavaQueen",20,30,
,,,"BeamerLavaQueen",30,22,
,,,"BeamerLavaQueen",40,10,
,,,"BeamerLavaQueen",100,1,
,,,"ShotgunGirlClassic_white",0,15,
,,,"ShotgunGirlClassic_white",10,22,
,,,"ShotgunGirlClassic_white",20,30,
,,,"ShotgunGirlClassic_white",30,22,
,,,"ShotgunGirlClassic_white",40,10,
,,,"ShotgunGirlClassic_white",100,1,
,,,"UndertakerBazaar",0,15,
,,,"UndertakerBazaar",10,22,
,,,"UndertakerBazaar",20,30,
,,,"UndertakerBazaar",30,22,
,,,"UndertakerBazaar",40,10,
,,,"UndertakerBazaar",100,1,
,,,"TrickshotDudeChicken",0,15,
,,,"TrickshotDudeChicken",10,22,
,,,"TrickshotDudeChicken",20,30,
,,,"TrickshotDudeChicken",30,22,
,,,"TrickshotDudeChicken",40,10,
,,,"TrickshotDudeChicken",100,1,
,,,"SniperMoon",0,15,
,,,"SniperMoon",10,22,
,,,"SniperMoon",20,30,
,,,"SniperMoon",30,22,
,,,"SniperMoon",40,10,
,,,"SniperMoon",100,1,
,,,"GunslingerMonkey",0,15,
,,,"GunslingerMonkey",10,22,
,,,"GunslingerMonkey",20,30,
,,,"GunslingerMonkey",30,22,
,,,"GunslingerMonkey",40,10,
,,,"GunslingerMonkey",100,1,
,,,"LuchadorCorazon",0,15,
,,,"LuchadorCorazon",10,22,
,,,"LuchadorCorazon",20,30,
,,,"LuchadorCorazon",30,22,
,,,"LuchadorCorazon",40,10,
,,,"LuchadorCorazon",100,1,
,,,"BullDudeViking_remake_orange",0,15,
,,,"BullDudeViking_remake_orange",10,22,
,,,"BullDudeViking_remake_orange",20,30,
,,,"BullDudeViking_remake_orange",30,22,
,,,"BullDudeViking_remake_orange",40,10,
,,,"BullDudeViking_remake_orange",100,1,
,,,"ShieldTankSupercellMake",0,15,
,,,"ShieldTankSupercellMake",10,22,
,,,"ShieldTankSupercellMake",20,30,
,,,"ShieldTankSupercellMake",30,22,
,,,"ShieldTankSupercellMake",40,10,
,,,"ShieldTankSupercellMake",100,1,
,,,"Cactusmecha",0,15,
,,,"Cactusmecha",10,22,
,,,"Cactusmecha",20,30,
,,,"Cactusmecha",30,22,
,,,"Cactusmecha",40,10,
,,,"Cactusmecha",100,1,
,,,"FrankCavemanRed",0,15,
,,,"FrankCavemanRed",10,22,
,,,"FrankCavemanRed",20,30,
,,,"FrankCavemanRed",30,22,
,,,"FrankCavemanRed",40,10,
,,,"FrankCavemanRed",100,1,
,,,"TrickshotDudeDevil",0,15,
,,,"TrickshotDudeDevil",10,22,
,,,"TrickshotDudeDevil",20,30,
,,,"TrickshotDudeDevil",30,22,
,,,"TrickshotDudeDevil",40,10,
,,,"TrickshotDudeDevil",100,1,
,,,"NinjaShark",0,15,
,,,"NinjaShark",10,22,
,,,"NinjaShark",20,30,
,,,"NinjaShark",30,22,
,,,"NinjaShark",40,10,
,,,"NinjaShark",100,1,
,,,"RopeDudeLollipop",0,15,
,,,"RopeDudeLollipop",10,22,
,,,"RopeDudeLollipop",20,30,
,,,"RopeDudeLollipop",30,22,
,,,"RopeDudeLollipop",40,10,
,,,"RopeDudeLollipop",100,1,
,,,"SkaterSandsOfTimes",0,15,
,,,"SkaterSandsOfTimes",10,22,
,,,"SkaterSandsOfTimes",20,30,
,,,"SkaterSandsOfTimes",30,22,
,,,"SkaterSandsOfTimes",40,10,
,,,"SkaterSandsOfTimes",100,1,
"Pool4",70,,"WeaponThrowerSupercellMake",10,30,
,,,"WeaponThrowerSupercellMake",20,30,
,,,"WeaponThrowerSupercellMake",30,22,
,,,"WeaponThrowerSupercellMake",40,12,
,,,"WeaponThrowerSupercellMake",50,5,
,,,"WeaponThrowerSupercellMake",100,1,
,,,"MechaDudePirate",10,30,
,,,"MechaDudePirate",20,30,
,,,"MechaDudePirate",30,22,
,,,"MechaDudePirate",40,12,
,,,"MechaDudePirate",50,5,
,,,"MechaDudePirate",100,1,
,,,"KnightToon",10,30,
,,,"KnightToon",20,30,
,,,"KnightToon",30,22,
,,,"KnightToon",40,12,
,,,"KnightToon",50,5,
,,,"KnightToon",100,1,
,,,"BullDudeLion",10,30,
,,,"BullDudeLion",20,30,
,,,"BullDudeLion",30,22,
,,,"BullDudeLion",40,12,
,,,"BullDudeLion",50,5,
,,,"BullDudeLion",100,1,
,,,"TntDudeToxic",10,30,
,,,"TntDudeToxic",20,30,
,,,"TntDudeToxic",30,22,
,,,"TntDudeToxic",40,12,
,,,"TntDudeToxic",50,5,
,,,"TntDudeToxic",100,1,
,,,"RuffsSandsOfTimes",10,30,
,,,"RuffsSandsOfTimes",20,30,
,,,"RuffsSandsOfTimes",30,22,
,,,"RuffsSandsOfTimes",40,12,
,,,"RuffsSandsOfTimes",50,5,
,,,"RuffsSandsOfTimes",100,1,
,,,"SnakeOilVillain",10,30,
,,,"SnakeOilVillain",20,30,
,,,"SnakeOilVillain",30,22,
,,,"SnakeOilVillain",40,12,
,,,"SnakeOilVillain",50,5,
,,,"SnakeOilVillain",100,1,
,,,"CrowPheonix",0,15,
,,,"CrowPheonix",10,22,
,,,"CrowPheonix",20,30,
,,,"CrowPheonix",30,22,
,,,"CrowPheonix",40,10,
,,,"CrowPheonix",100,1,
,,,"CookerOnceupon",10,30,
,,,"CookerOnceupon",20,30,
,,,"CookerOnceupon",30,22,
,,,"CookerOnceupon",40,12,
,,,"CookerOnceupon",50,5,
,,,"CookerOnceupon",100,1,
,,,"FishTankSurfer",10,30,
,,,"FishTankSurfer",20,30,
,,,"FishTankSurfer",30,22,
,,,"FishTankSurfer",40,12,
,,,"FishTankSurfer",50,5,
,,,"FishTankSurfer",100,1,
,,,"ConductorSupercellMake",10,30,
,,,"ConductorSupercellMake",20,30,
,,,"ConductorSupercellMake",30,22,
,,,"ConductorSupercellMake",40,12,
,,,"ConductorSupercellMake",50,5,
,,,"ConductorSupercellMake",100,1,
,,,"PowerLevelerKong",10,30,
,,,"PowerLevelerKong",20,30,
,,,"PowerLevelerKong",30,22,
,,,"PowerLevelerKong",40,12,
,,,"PowerLevelerKong",50,5,
,,,"PowerLevelerKong",100,1,
,,,"MaisieSnake",10,30,
,,,"MaisieSnake",20,30,
,,,"MaisieSnake",30,22,
,,,"MaisieSnake",40,12,
,,,"MaisieSnake",50,5,
,,,"MaisieSnake",100,1,
,,,"FireDudeMake",10,30,
,,,"FireDudeMake",20,30,
,,,"FireDudeMake",30,22,
,,,"FireDudeMake",40,12,
,,,"FireDudeMake",50,5,
,,,"FireDudeMake",100,1,
,,,"Beamerharvest",10,30,
,,,"Beamerharvest",20,30,
,,,"Beamerharvest",30,22,
,,,"Beamerharvest",40,12,
,,,"Beamerharvest",50,5,
,,,"Beamerharvest",100,1,
,,,"CannonGirlGreekGod",10,30,
,,,"CannonGirlGreekGod",20,30,
,,,"CannonGirlGreekGod",30,22,
,,,"CannonGirlGreekGod",40,12,
,,,"CannonGirlGreekGod",50,5,
,,,"CannonGirlGreekGod",100,1,
,,,"RocketGirlDelivery",10,30,
,,,"RocketGirlDelivery",20,30,
,,,"RocketGirlDelivery",30,22,
,,,"RocketGirlDelivery",40,12,
,,,"RocketGirlDelivery",50,5,
,,,"RocketGirlDelivery",100,1,
,,,"UndertakerNightwitch",10,30,
,,,"UndertakerNightwitch",20,30,
,,,"UndertakerNightwitch",30,22,
,,,"UndertakerNightwitch",40,12,
,,,"UndertakerNightwitch",50,5,
,,,"UndertakerNightwitch",100,1,
,,,"BowDudeHinduChroma",10,30,
,,,"BowDudeHinduChroma",20,30,
,,,"BowDudeHinduChroma",30,22,
,,,"BowDudeHinduChroma",40,12,
,,,"BowDudeHinduChroma",50,5,
,,,"BowDudeHinduChroma",100,1,
,,,"GunslingerPaintball",10,30,
,,,"GunslingerPaintball",20,30,
,,,"GunslingerPaintball",30,22,
,,,"GunslingerPaintball",40,12,
,,,"GunslingerPaintball",50,5,
,,,"GunslingerPaintball",100,1,
,,,"HammerDudeHindu",10,30,
,,,"HammerDudeHindu",20,30,
,,,"HammerDudeHindu",30,22,
,,,"HammerDudeHindu",40,12,
,,,"HammerDudeHindu",50,5,
,,,"HammerDudeHindu",100,1,
,,,"PowerLevelerGenie",10,30,
,,,"PowerLevelerGenie",20,30,
,,,"PowerLevelerGenie",30,22,
,,,"PowerLevelerGenie",40,12,
,,,"PowerLevelerGenie",50,5,
,,,"PowerLevelerGenie",100,1,
,,,"LuchadorSuperbowl",10,30,
,,,"LuchadorSuperbowl",20,30,
,,,"LuchadorSuperbowl",30,22,
,,,"LuchadorSuperbowl",40,12,
,,,"LuchadorSuperbowl",50,5,
,,,"LuchadorSuperbowl",100,1,
,,,"CocoonerRosie",10,30,
,,,"CocoonerRosie",20,30,
,,,"CocoonerRosie",30,22,
,,,"CocoonerRosie",40,12,
,,,"CocoonerRosie",50,5,
,,,"CocoonerRosie",100,1,
,,,"KickerDudeBaseballRed",10,30,
,,,"KickerDudeBaseballRed",20,30,
,,,"KickerDudeBaseballRed",30,22,
,,,"KickerDudeBaseballRed",40,12,
,,,"KickerDudeBaseballRed",50,5,
,,,"KickerDudeBaseballRed",100,1,
,,,"DeadMariachiOutlaw",10,30,
,,,"DeadMariachiOutlaw",20,30,
,,,"DeadMariachiOutlaw",30,22,
,,,"DeadMariachiOutlaw",40,12,
,,,"DeadMariachiOutlaw",50,5,
,,,"DeadMariachiOutlaw",100,1,
,,,"DeadMariachiPunk",10,30,
,,,"DeadMariachiPunk",20,30,
,,,"DeadMariachiPunk",30,22,
,,,"DeadMariachiPunk",40,12,
,,,"DeadMariachiPunk",50,5,
,,,"DeadMariachiPunk",100,1,
,,,"BlackHoleStreetNinja_remake",10,30,
,,,"BlackHoleStreetNinja_remake",20,30,
,,,"BlackHoleStreetNinja_remake",30,22,
,,,"BlackHoleStreetNinja_remake",40,12,
,,,"BlackHoleStreetNinja_remake",50,5,
,,,"BlackHoleStreetNinja_remake",100,1,
,,,"DuplicatorKitsune",10,30,
,,,"DuplicatorKitsune",20,30,
,,,"DuplicatorKitsune",30,22,
,,,"DuplicatorKitsune",40,12,
,,,"DuplicatorKitsune",50,5,
,,,"DuplicatorKitsune",100,1,
,,,"DuplicatorGiftsToy",10,30,
,,,"DuplicatorGiftsToy",20,30,
,,,"DuplicatorGiftsToy",30,22,
,,,"DuplicatorGiftsToy",40,12,
,,,"DuplicatorGiftsToy",50,5,
,,,"DuplicatorGiftsToy",100,1,
,,,"PowerLevelerKnight_red",10,30,
,,,"PowerLevelerKnight_red",20,30,
,,,"PowerLevelerKnight_red",30,22,
,,,"PowerLevelerKnight_red",40,12,
,,,"PowerLevelerKnight_red",50,5,
,,,"PowerLevelerKnight_red",100,1,
,,,"RocketGirlClassic_white",10,30,
,,,"RocketGirlClassic_white",20,30,
,,,"RocketGirlClassic_white",30,22,
,,,"RocketGirlClassic_white",40,12,
,,,"RocketGirlClassic_white",50,5,
,,,"RocketGirlClassic_white",100,1,
,,,"BullDudeAlleycat",10,30,
,,,"BullDudeAlleycat",20,30,
,,,"BullDudeAlleycat",30,22,
,,,"BullDudeAlleycat",40,12,
,,,"BullDudeAlleycat",50,5,
,,,"BullDudeAlleycat",100,1,
,,,"HammerDudeDJ",10,30,
,,,"HammerDudeDJ",20,30,
,,,"HammerDudeDJ",30,22,
,,,"HammerDudeDJ",40,12,
,,,"HammerDudeDJ",50,5,
,,,"HammerDudeDJ",100,1,
,,,"SniperValentines",10,30,
,,,"SniperValentines",20,30,
,,,"SniperValentines",30,22,
,,,"SniperValentines",40,12,
,,,"SniperValentines",50,5,
,,,"SniperValentines",100,1,
,,,"DoorManDetective",10,30,
,,,"DoorManDetective",20,30,
,,,"DoorManDetective",30,22,
,,,"DoorManDetective",40,12,
,,,"DoorManDetective",50,5,
,,,"DoorManDetective",100,1,
,,,"BullGuyFootbull",10,30,
,,,"BullGuyFootbull",20,30,
,,,"BullGuyFootbull",30,22,
,,,"BullGuyFootbull",40,12,
,,,"BullGuyFootbull",50,5,
,,,"BullGuyFootbull",100,1,
,,,"AssaultShotgunTreasure",10,30,
,,,"AssaultShotgunTreasure",20,30,
,,,"AssaultShotgunTreasure",30,22,
,,,"AssaultShotgunTreasure",40,12,
,,,"AssaultShotgunTreasure",50,5,
,,,"AssaultShotgunTreasure",100,1,
,,,"BowDudeHorus",10,30,
,,,"BowDudeHorus",20,30,
,,,"BowDudeHorus",30,22,
,,,"BowDudeHorus",40,12,
,,,"BowDudeHorus",50,5,
,,,"BowDudeHorus",100,1,
,,,"LuchadorDragon",10,30,
,,,"LuchadorDragon",20,30,
,,,"LuchadorDragon",30,22,
,,,"LuchadorDragon",40,12,
,,,"LuchadorDragon",50,5,
,,,"LuchadorDragon",100,1,
,,,"JetpackGirlPopstar",10,30,
,,,"JetpackGirlPopstar",20,30,
,,,"JetpackGirlPopstar",30,22,
,,,"JetpackGirlPopstar",40,12,
,,,"JetpackGirlPopstar",50,5,
,,,"JetpackGirlPopstar",100,1,
,,,"ShamanDragon_black",10,30,
,,,"ShamanDragon_black",20,30,
,,,"ShamanDragon_black",30,22,
,,,"ShamanDragon_black",40,12,
,,,"ShamanDragon_black",50,5,
,,,"ShamanDragon_black",100,1,
,,,"GunslingerDarkAngel",10,30,
,,,"GunslingerDarkAngel",20,30,
,,,"GunslingerDarkAngel",30,22,
,,,"GunslingerDarkAngel",40,12,
,,,"GunslingerDarkAngel",50,5,
,,,"GunslingerDarkAngel",100,1,
,,,"BowDudeDemonic",10,30,
,,,"BowDudeDemonic",20,30,
,,,"BowDudeDemonic",30,22,
,,,"BowDudeDemonic",40,12,
,,,"BowDudeDemonic",50,5,
,,,"BowDudeDemonic",100,1,
,,,"BowDudeWasp",10,30,
,,,"BowDudeWasp",20,30,
,,,"BowDudeWasp",30,22,
,,,"BowDudeWasp",40,12,
,,,"BowDudeWasp",50,5,
,,,"BowDudeWasp",100,1,
,,,"TrickshotDudeBazaar",10,30,
,,,"TrickshotDudeBazaar",20,30,
,,,"TrickshotDudeBazaar",30,22,
,,,"TrickshotDudeBazaar",40,12,
,,,"TrickshotDudeBazaar",50,5,
,,,"TrickshotDudeBazaar",100,1,
,,,"LuchadorButler",10,30,
,,,"LuchadorButler",20,30,
,,,"LuchadorButler",30,22,
,,,"LuchadorButler",40,12,
,,,"LuchadorButler",50,5,
,,,"LuchadorButler",100,1,
,,,"MummyGiftShop",10,30,
,,,"MummyGiftShop",20,30,
,,,"MummyGiftShop",30,22,
,,,"MummyGiftShop",40,12,
,,,"MummyGiftShop",50,5,
,,,"MummyGiftShop",100,1,
,,,"KickerDudeBaseballBlue",10,30,
,,,"KickerDudeBaseballBlue",20,30,
,,,"KickerDudeBaseballBlue",30,22,
,,,"KickerDudeBaseballBlue",40,12,
,,,"KickerDudeBaseballBlue",50,5,
,,,"KickerDudeBaseballBlue",100,1,
,,,"ShamanShiba",10,30,
,,,"ShamanShiba",20,30,
,,,"ShamanShiba",30,22,
,,,"ShamanShiba",40,12,
,,,"ShamanShiba",50,5,
,,,"ShamanShiba",100,1,
,,,"HookDudeMake",10,30,
,,,"HookDudeMake",20,30,
,,,"HookDudeMake",30,22,
,,,"HookDudeMake",40,12,
,,,"HookDudeMake",50,5,
,,,"HookDudeMake",100,1,
,,,"SnakeOilDarkcircus",10,30,
,,,"SnakeOilDarkcircus",20,30,
,,,"SnakeOilDarkcircus",30,22,
,,,"SnakeOilDarkcircus",40,12,
,,,"SnakeOilDarkcircus",50,5,
,,,"SnakeOilDarkcircus",100,1,
,,,"TrickshotDudeFirefly",10,30,
,,,"TrickshotDudeFirefly",20,30,
,,,"TrickshotDudeFirefly",30,22,
,,,"TrickshotDudeFirefly",40,12,
,,,"TrickshotDudeFirefly",50,5,
,,,"TrickshotDudeFirefly",100,1,
,,,"BeeSniperMonster",10,30,
,,,"BeeSniperMonster",20,30,
,,,"BeeSniperMonster",30,22,
,,,"BeeSniperMonster",40,12,
,,,"BeeSniperMonster",50,5,
,,,"BeeSniperMonster",100,1,
,,,"BeeSniperCatGold",10,30,
,,,"BeeSniperCatGold",20,30,
,,,"BeeSniperCatGold",30,22,
,,,"BeeSniperCatGold",40,12,
,,,"BeeSniperCatGold",50,5,
,,,"BeeSniperCatGold",100,1,
,,,"ArtilleryDudeZombie",10,30,
,,,"ArtilleryDudeZombie",20,30,
,,,"ArtilleryDudeZombie",30,22,
,,,"ArtilleryDudeZombie",40,12,
,,,"ArtilleryDudeZombie",50,5,
,,,"ArtilleryDudeZombie",100,1,
,,,"ArcadePiano_black",10,30,
,,,"ArcadePiano_black",20,30,
,,,"ArcadePiano_black",30,22,
,,,"ArcadePiano_black",40,12,
,,,"ArcadePiano_black",50,5,
,,,"ArcadePiano_black",100,1,
,,,"RollerPunk",10,30,
,,,"RollerPunk",20,30,
,,,"RollerPunk",30,22,
,,,"RollerPunk",40,12,
,,,"RollerPunk",50,5,
,,,"RollerPunk",100,1,
,,,"SnakeOilWizard_white",10,30,
,,,"SnakeOilWizard_white",20,30,
,,,"SnakeOilWizard_white",30,22,
,,,"SnakeOilWizard_white",40,12,
,,,"SnakeOilWizard_white",50,5,
,,,"SnakeOilWizard_white",100,1,
,,,"ShamanSummer",10,30,
,,,"ShamanSummer",20,30,
,,,"ShamanSummer",30,22,
,,,"ShamanSummer",40,12,
,,,"ShamanSummer",50,5,
,,,"ShamanSummer",100,1,
,,,"RocketGirlRanger_red",10,30,
,,,"RocketGirlRanger_red",20,30,
,,,"RocketGirlRanger_red",30,22,
,,,"RocketGirlRanger_red",40,12,
,,,"RocketGirlRanger_red",50,5,
,,,"RocketGirlRanger_red",100,1,
,,,"RopeDudeDirector_blue",10,30,
,,,"RopeDudeDirector_blue",20,30,
,,,"RopeDudeDirector_blue",30,22,
,,,"RopeDudeDirector_blue",40,12,
,,,"RopeDudeDirector_blue",50,5,
,,,"RopeDudeDirector_blue",100,1,
,,,"ElectroSniperCoral",10,30,
,,,"ElectroSniperCoral",20,30,
,,,"ElectroSniperCoral",30,22,
,,,"ElectroSniperCoral",40,12,
,,,"ElectroSniperCoral",50,5,
,,,"ElectroSniperCoral",100,1,
"Pool5",60,,"ShamanKoala",10,20,
,,,"ShamanKoala",20,30,
,,,"ShamanKoala",30,20,
,,,"ShamanKoala",40,18,
,,,"ShamanKoala",50,10,
,,,"ShamanKoala",100,2,
,,,"BlackHoleDevious",10,20,
,,,"BlackHoleDevious",20,30,
,,,"BlackHoleDevious",30,20,
,,,"BlackHoleDevious",40,18,
,,,"BlackHoleDevious",50,10,
,,,"BlackHoleDevious",100,2,
,,,"RocketGirlRanger_blue",10,20,
,,,"RocketGirlRanger_blue",20,30,
,,,"RocketGirlRanger_blue",30,20,
,,,"RocketGirlRanger_blue",40,18,
,,,"RocketGirlRanger_blue",50,10,
,,,"RocketGirlRanger_blue",100,2,
,,,"TntDudeMecha",0,15,
,,,"TntDudeMecha",10,22,
,,,"TntDudeMecha",20,30,
,,,"TntDudeMecha",30,22,
,,,"TntDudeMecha",40,10,
,,,"TntDudeMecha",100,1,
,,,"RocketGirlRanger_black",10,20,
,,,"RocketGirlRanger_black",20,30,
,,,"RocketGirlRanger_black",30,20,
,,,"RocketGirlRanger_black",40,18,
,,,"RocketGirlRanger_black",50,10,
,,,"RocketGirlRanger_black",100,2,
,,,"ShamanGummybear",10,20,
,,,"ShamanGummybear",20,30,
,,,"ShamanGummybear",30,20,
,,,"ShamanGummybear",40,18,
,,,"ShamanGummybear",50,10,
,,,"ShamanGummybear",100,2,
,,,"BarrelBotCrash",10,20,
,,,"BarrelBotCrash",20,30,
,,,"BarrelBotCrash",30,20,
,,,"BarrelBotCrash",40,18,
,,,"BarrelBotCrash",50,10,
,,,"BarrelBotCrash",100,2,
,,,"RocketGirlRanger_yellow",10,20,
,,,"RocketGirlRanger_yellow",20,30,
,,,"RocketGirlRanger_yellow",30,20,
,,,"RocketGirlRanger_yellow",40,18,
,,,"RocketGirlRanger_yellow",50,10,
,,,"RocketGirlRanger_yellow",100,2,
,,,"RocketGirlRanger_pink",10,20,
,,,"RocketGirlRanger_pink",20,30,
,,,"RocketGirlRanger_pink",30,20,
,,,"RocketGirlRanger_pink",40,18,
,,,"RocketGirlRanger_pink",50,10,
,,,"RocketGirlRanger_pink",100,2,
,,,"GunslingerHeist",10,20,
,,,"GunslingerHeist",20,30,
,,,"GunslingerHeist",30,20,
,,,"GunslingerHeist",40,18,
,,,"GunslingerHeist",50,10,
,,,"GunslingerHeist",100,2,
,,,"SilencerPharaoh",10,20,
,,,"SilencerPharaoh",20,30,
,,,"SilencerPharaoh",30,20,
,,,"SilencerPharaoh",40,18,
,,,"SilencerPharaoh",50,10,
,,,"SilencerPharaoh",100,2,
,,,"RosaToon",10,20,
,,,"RosaToon",20,30,
,,,"RosaToon",30,20,
,,,"RosaToon",40,18,
,,,"RosaToon",50,10,
,,,"RosaToon",100,2,
,,,"ElectroSniperSCmake",10,20,
,,,"ElectroSniperSCmake",20,30,
,,,"ElectroSniperSCmake",30,20,
,,,"ElectroSniperSCmake",40,18,
,,,"ElectroSniperSCmake",50,10,
,,,"ElectroSniperSCmake",100,2,
,,,"UndertakerGreaser",10,20,
,,,"UndertakerGreaser",20,30,
,,,"UndertakerGreaser",30,20,
,,,"UndertakerGreaser",40,18,
,,,"UndertakerGreaser",50,10,
,,,"UndertakerGreaser",100,2,
,,,"JesterWoodspirit",10,20,
,,,"JesterWoodspirit",20,30,
,,,"JesterWoodspirit",30,20,
,,,"JesterWoodspirit",40,18,
,,,"JesterWoodspirit",50,10,
,,,"JesterWoodspirit",100,2,
,,,"TrickshotPopcorn",10,20,
,,,"TrickshotPopcorn",20,30,
,,,"TrickshotPopcorn",30,20,
,,,"TrickshotPopcorn",40,18,
,,,"TrickshotPopcorn",50,10,
,,,"TrickshotPopcorn",100,2,
,,,"CactusFireproof",10,20,
,,,"CactusFireproof",20,30,
,,,"CactusFireproof",30,20,
,,,"CactusFireproof",40,18,
,,,"CactusFireproof",50,10,
,,,"CactusFireproof",100,2,
,,,"CannonGirlVillain",10,20,
,,,"CannonGirlVillain",20,30,
,,,"CannonGirlVillain",30,20,
,,,"CannonGirlVillain",40,18,
,,,"CannonGirlVillain",50,10,
,,,"CannonGirlVillain",100,2,
,,,"PercenterGladiator",10,20,
,,,"PercenterGladiator",20,30,
,,,"PercenterGladiator",30,20,
,,,"PercenterGladiator",40,18,
,,,"PercenterGladiator",50,10,
,,,"PercenterGladiator",100,2,
,,,"FishTankHarvest",10,20,
,,,"FishTankHarvest",20,30,
,,,"FishTankHarvest",30,20,
,,,"FishTankHarvest",40,18,
,,,"FishTankHarvest",50,10,
,,,"FishTankHarvest",100,2,
,,,"DuplicatorOutlaw",10,20,
,,,"DuplicatorOutlaw",20,30,
,,,"DuplicatorOutlaw",30,20,
,,,"DuplicatorOutlaw",40,18,
,,,"DuplicatorOutlaw",50,10,
,,,"DuplicatorOutlaw",100,2,
,,,"WhirlwindBiker",10,20,
,,,"WhirlwindBiker",20,30,
,,,"WhirlwindBiker",30,20,
,,,"WhirlwindBiker",40,18,
,,,"WhirlwindBiker",50,10,
,,,"WhirlwindBiker",100,2,
,,,"BlowerBusters",10,20,
,,,"BlowerBusters",20,30,
,,,"BlowerBusters",30,20,
,,,"BlowerBusters",40,18,
,,,"BlowerBusters",50,10,
,,,"BlowerBusters",100,2,
,,,"DuelistWasteland",10,20,
,,,"DuelistWasteland",20,30,
,,,"DuelistWasteland",30,20,
,,,"DuelistWasteland",40,18,
,,,"DuelistWasteland",50,10,
,,,"DuelistWasteland",100,2,
,,,"MechaDudeRhino",10,20,
,,,"MechaDudeRhino",20,30,
,,,"MechaDudeRhino",30,20,
,,,"MechaDudeRhino",40,18,
,,,"MechaDudeRhino",50,10,
,,,"MechaDudeRhino",100,2,
,,,"SpeedyHermes",10,20,
,,,"SpeedyHermes",20,30,
,,,"SpeedyHermes",30,20,
,,,"SpeedyHermes",40,18,
,,,"SpeedyHermes",50,10,
,,,"SpeedyHermes",100,2,
,,,"TrickshotGold",10,20,
,,,"TrickshotGold",20,30,
,,,"TrickshotGold",30,20,
,,,"TrickshotGold",40,18,
,,,"TrickshotGold",50,10,
,,,"TrickshotGold",100,2,
,,,"AxeJugglerGreek",10,20,
,,,"AxeJugglerGreek",20,30,
,,,"AxeJugglerGreek",30,20,
,,,"AxeJugglerGreek",40,18,
,,,"AxeJugglerGreek",50,10,
,,,"AxeJugglerGreek",100,2,
,,,"CrowSuper",10,20,
,,,"CrowSuper",20,30,
,,,"CrowSuper",30,20,
,,,"CrowSuper",40,18,
,,,"CrowSuper",50,10,
,,,"CrowSuper",100,2,
,,,"StickyBombUniversity",10,20,
,,,"StickyBombUniversity",20,30,
,,,"StickyBombUniversity",30,20,
,,,"StickyBombUniversity",40,18,
,,,"StickyBombUniversity",50,10,
,,,"StickyBombUniversity",100,2,
,,,"BeeSniperCat",10,20,
,,,"BeeSniperCat",20,30,
,,,"BeeSniperCat",30,20,
,,,"BeeSniperCat",40,18,
,,,"BeeSniperCat",50,10,
,,,"BeeSniperCat",100,2,
,,,"BoMecha",0,15,
,,,"BoMecha",10,22,
,,,"BoMecha",20,30,
,,,"BoMecha",30,22,
,,,"BoMecha",40,10,
,,,"BoMecha",100,1,
,,,"WeaponThrowerYeti",10,20,
,,,"WeaponThrowerYeti",20,30,
,,,"WeaponThrowerYeti",30,20,
,,,"WeaponThrowerYeti",40,18,
,,,"WeaponThrowerYeti",50,10,
,,,"WeaponThrowerYeti",100,2,
,,,"BlowerNutcracker",10,20,
,,,"BlowerNutcracker",20,30,
,,,"BlowerNutcracker",30,20,
,,,"BlowerNutcracker",40,18,
,,,"BlowerNutcracker",50,10,
,,,"BlowerNutcracker",100,2,
,,,"WallyDeepsea",10,20,
,,,"WallyDeepsea",20,30,
,,,"WallyDeepsea",30,20,
