"Name","PoolTickets","Disabled","Emotes","DiscountPercentage","DropRate","TID"
,,,"emoji_bonnie_phew",0,100,
,,,"emoji_maisie_sad",0,100,
,,,"emoji_angeldemon_starangel",0,100,
,,,"emoji_valentine_box",0,100,
,,,"emoji_stu_thanks",0,100,
,,,"emoji_gegg",0,100,
,,,"emoji_clancy_angry",0,100,
,,,"emoji_bp_cursed_gg",0,100,
,,,"emoji_samurai_gg",0,100,
,,,"emoji_bp_superheroes_happy",0,100,
,,,"emoji_jae_gg",0,100,
,,,"emoji_sandclock_special",0,100,
,,,"emoji_dino_gg",0,100,
,,,"emoji_kaze_geisha_clap",0,100,
,,,"emoji_ash_thanks",0,100,
,,,"emoji_feudaljapan_samuraisushi",0,100,
,,,"emoji_lumi_phew",0,100,
,,,"emoji_carl_clap",0,100,
,,,"emoji_gus_phew",0,100,
,,,"emoji_lny_rabbit",0,100,
,,,"emoji_skull_ragnarock_happy",0,100,
,,,"emoji_lny_fan",0,100,
,,,"emoji_skulltoon_thanks",0,100,
,,,"emoji_think",0,100,
,,,"emoji_lili_sad",0,100,
,,,"emoji_bp_greek_clap",0,100,
,,,"emoji_gene_sad",0,100,
,,,"emoji_spike_phew",0,100,
,,,"emoji_max_angry",0,100,
,,,"emoji_surge_gg",0,100,
,,,"emoji_barley_thanks",0,100,
,,,"emoji_brock_gg",0,100,
,,,"emoji_colt_sad",0,100,
,,,"emoji_crow_angry",0,100,
,,,"emoji_shelly_gg",0,100,
,,,"emoji_jacky_gg",0,100,
,,,"emoji_jacky_thanks",0,100,
,,,"emoji_nita_angry",0,100,
,,,"emoji_sprout_thanks",0,100,
,,,"emoji_tara_thanks",0,100,
,,,"emoji_mortis_phew",0,100,
,,,"emoji_piper_phew",0,100,
,,,"emoji_lou_phew",0,100,
,,,"emoji_edgar_gg",0,100,
,,,"emoji_bull_angry",0,100,
,,,"emoji_darryl_sad",0,100,
,,,"emoji_frank_angry",0,100,
,,,"emoji_poco_phew",0,100,
,,,"emoji_janet_gg",0,100,
,,,"emoji_sandy_sad",0,100,
,,,"emoji_nani_thanks",0,100,
,,,"emoji_darryl_phew",0,100,
,,,"emoji_emz_phew",0,100,
,,,"emoji_edgar_angry",0,100,
,,,"emoji_lili_phew",0,100,
,,,"emoji_poco_gg",0,100,
,,,"emoji_lou_sad",0,100,
,,,"emoji_byron_thanks",0,100,
,,,"emoji_bea_thanks",0,100,
,,,"emoji_rosa_sad",0,100,
,,,"emoji_tick_sad",0,100,
,,,"emoji_amber_sad",0,100,
,,,"emoji_primo_angry",0,100,
,,,"emoji_shelly_angry",0,100,
,,,"emoji_mrp_phew",0,100,
,,,"emoji_mrp_gg",0,100,
,,,"emoji_bull_gg",0,100,
,,,"emoji_bull_sad",0,100,
,,,"emoji_crow_sad",0,100,
,,,"emoji_mrp_thanks",0,100,
,,,"emoji_colette_gg",0,100,
,,,"emoji_brock_angry",0,100,
,,,"emoji_crow_gg",0,100,
,,,"emoji_dynamike_thanks",0,100,
,,,"emoji_piper_thanks",0,100,
,,,"emoji_primo_gg",0,100,
,,,"emoji_lou_angry",0,100,
,,,"emoji_rico_gg",0,100,
,,,"emoji_gale_sad",0,100,
,,,"emoji_8bit_gg",0,100,
,,,"emoji_carl_angry",0,100,
,,,"emoji_frank_thanks",0,100,
,,,"emoji_rosa_gg",0,100,
,,,"emoji_melodie_angry",0,100,
,,,"emoji_crow_thanks",0,100,
,,,"emoji_leon_angry",0,100,
,,,"emoji_leon_thanks",0,100,
,,,"emoji_mortis_sad",0,100,
,,,"emoji_piper_gg",0,100,
,,,"emoji_rico_angry",0,100,
,,,"emoji_tick_angry",0,100,
,,,"emoji_crow_phew",0,100,
,,,"emoji_lili_gg",0,100,
,,,"emoji_nani_phew",0,100,
,,,"emoji_rico_phew",0,100,
,,,"emoji_colette_phew",0,100,
,,,"emoji_edgar_phew",0,100,
,,,"emoji_mortis_gg",0,100,
,,,"emoji_nita_gg",0,100,
,,,"emoji_penny_sad",0,100,
,,,"emoji_sandy_phew",0,100,
,,,"emoji_surge_thanks",0,100,
,,,"emoji_amber_gg",0,100,
,,,"emoji_leon_gg",0,100,
,,,"emoji_rico_thanks",0,100,
,,,"emoji_nani_sad",0,100,
,,,"emoji_colt_phew",0,100,
,,,"emoji_gale_phew",0,100,
,,,"emoji_bp_darkonceupon",0,100,
,,,"emoji_tara_gg",0,100,
,,,"emoji_carl_phew",0,100,
,,,"emoji_brock_sad",0,100,
,,,"emoji_carl_thanks",0,100,
,,,"emoji_jessie_gg",0,100,
,,,"emoji_penny_gg",0,100,
,,,"emoji_piper_angry",0,100,
,,,"emoji_frank_phew",0,100,
,,,"emoji_ziggy_clap",0,100,
,,,"emoji_pierce_thanks",0,100,
,,,"emoji_colt_gg",0,100,
,,,"emoji_mortis_thanks",0,100,
,,,"emoji_sprout_sad",0,100,
,,,"emoji_bea_angry",0,100,
,,,"emoji_gene_angry",0,100,
,,,"emoji_poco_thanks",0,100,
,,,"emoji_nita_phew",0,100,
,,,"emoji_bp_feudaljapan_gg",0,100,
,,,"emoji_brock_thanks",0,100,
,,,"emoji_rico_sad",0,100,
,,,"emoji_spike_gg",0,100,
,,,"emoji_bull_phew",0,100,
,,,"emoji_dynamike_phew",0,100,
,,,"emoji_amber_phew",0,100,
,,,"emoji_barley_gg",0,100,
,,,"emoji_carl_gg",0,100,
,,,"emoji_frank_gg",0,100,
,,,"emoji_primo_sad",0,100,
,,,"emoji_tara_phew",0,100,
,,,"emoji_surge_angry",0,100,
,,,"emoji_barley_sad",0,100,
,,,"emoji_dynamike_gg",0,100,
,,,"emoji_jessie_angry",0,100,
,,,"emoji_pam_sad",0,100,
,,,"emoji_nani_gg",0,100,
,,,"emoji_lou_thanks",0,100,
,,,"emoji_bo_gg",0,100,
,,,"emoji_dynamike_sad",0,100,
,,,"emoji_rosa_thanks",0,100,
,,,"emoji_lny_writing",0,100,
,,,"emoji_darryl_thanks",0,100,
,,,"emoji_emz_gg",0,100,
,,,"emoji_colette_angry",0,100,
,,,"emoji_bea_sad",0,100,
,,,"emoji_spike_thanks",0,100,
,,,"emoji_brock_phew",0,100,
,,,"emoji_amber_angry",0,100,
,,,"emoji_lou_gg",0,100,
,,,"emoji_carl_sad",0,100,
,,,"emoji_darryl_angry",0,100,
,,,"emoji_pam_angry",0,100,
,,,"emoji_pam_gg",0,100,
,,,"emoji_sandy_angry",0,100,
,,,"emoji_spike_sad",0,100,
,,,"emoji_barley_phew",0,100,
,,,"emoji_max_sad",0,100,
,,,"emoji_edgar_thanks",0,100,
,,,"emoji_lilt_phew",0,100,
,,,"emoji_tara_angry",0,100,
,,,"emoji_mrp_angry",0,100,
,,,"emoji_sprout_angry",0,100,
,,,"emoji_edgar_sad",0,100,
,,,"emoji_dynamike_angry",0,100,
,,,"emoji_tick_phew",0,100,
,,,"emoji_mrp_sad",0,100,
,,,"emoji_colette_thanks",0,100,
,,,"emoji_byron_sad",0,100,
,,,"emoji_bibi_gg",0,100,
,,,"emoji_bibi_thanks",0,100,
,,,"emoji_penny_angry",0,100,
,,,"emoji_lolla_gg",0,100,
,,,"emoji_colt_angry",0,100,
,,,"emoji_emz_thanks",0,100,
,,,"emoji_jessie_thanks",0,100,
,,,"emoji_tick_thanks",0,100,
,,,"emoji_amber_thanks",0,100,
,,,"emoji_byron_phew",0,100,
,,,"emoji_bp_greek",0,100,
,,,"emoji_8bit_sad",0,100,
,,,"emoji_bull_thanks",0,100,
,,,"emoji_8bit_thanks",0,100,
,,,"emoji_gene_gg",0,100,
,,,"emoji_rosa_angry",0,100,
,,,"emoji_bo_phew",0,100,
,,,"emoji_penny_phew",0,100,
,,,"emoji_surge_phew",0,100,
,,,"emoji_surge_sad",0,100,
,,,"emoji_poco_angry",0,100,
,,,"emoji_colette_sad",0,100,
,,,"emoji_starrforce_1",0,100,
,,,"emoji_shelly_sad",0,100,
,,,"emoji_max_phew",0,100,
,,,"emoji_sandsoftime2_mummy",0,100,
,,,"emoji_bo_angry",0,100,
,,,"emoji_spike_angry",0,100,
,,,"emoji_nani_angry",0,100,
,,,"emoji_bo_thanks",0,100,
,,,"emoji_bibi_phew",0,100,
,,,"emoji_otto_clap",0,100,
,,,"emoji_poco_sad",0,100,
,,,"emoji_gene_phew",0,100,
,,,"emoji_emz_sad",0,100,
,,,"emoji_jacky_angry",0,100,
,,,"emoji_pam_thanks",0,100,
,,,"emoji_tara_sad",0,100,
,,,"emoji_leon_phew",0,100,
,,,"emoji_bonnie_sad",0,100,
,,,"emoji_darryl_gg",0,100,
,,,"emoji_piper_sad",0,100,
,,,"emoji_gale_gg",0,100,
,,,"emoji_colt_thanks",0,100,
,,,"emoji_mortis_angry",0,100,
,,,"emoji_max_thanks",0,100,
,,,"emoji_nita_sad",0,100,
,,,"emoji_jacky_phew",0,100,
,,,"emoji_primo_phew",0,100,
,,,"emoji_bibi_sad",0,100,
,,,"emoji_leon_sad",0,100,
,,,"emoji_jessie_phew",0,100,
,,,"emoji_shelly_phew",0,100,
,,,"emoji_byron_gg",0,100,
,,,"emoji_shade_thanks",0,100,
,,,"emoji_nita_thanks",0,100,
,,,"emoji_penny_thanks",0,100,
,,,"emoji_sandy_thanks",0,100,
,,,"emoji_bea_phew",0,100,
,,,"emoji_rosa_phew",0,100,
,,,"emoji_bo_sad",0,100,
,,,"emoji_emz_angry",0,100,
,,,"emoji_sandy_gg",0,100,
,,,"emoji_8bit_phew",0,100,
,,,"emoji_bea_gg",0,100,
,,,"emoji_bibi_angry",0,100,
,,,"emoji_jacky_sad",0,100,
,,,"emoji_primo_thanks",0,100,
,,,"emoji_tick_gg",0,100,
,,,"emoji_gale_angry",0,100,
,,,"emoji_gale_thanks",0,100,
,,,"emoji_pam_phew",0,100,
,,,"emoji_byron_angry",0,100,
,,,"emoji_buzz_thanks",0,100,
,,,"emoji_8bit_angry",0,100,
,,,"emoji_barley_angry",0,100,
,,,"emoji_sprout_phew",0,100,
,,,"emoji_frank_sad",0,100,
,,,"emoji_gene_thanks",0,100,
,,,"emoji_jessie_sad",0,100,
,,,"emoji_shelly_thanks",0,100,
,,,"emoji_sprout_gg",0,100,
,,,"emoji_max_gg",0,100,
,,,"emoji_draco_phew",0,100,
,,,"emoji_naji_sad",0,100,
,,,"emoji_bp_fairy_sad",0,100,
,,,"emoji_xmas_pie",0,100,
,,,"emoji_naji_gg",0,100,
,,,"emoji_bp_brawlentines_gg",0,100,
,,,"emoji_sirius_thanks",0,100,
,,,"emoji_naji_phew",0,100,
,,,"emoji_bp_sandsoftime26_special",0,100,
,,,"emoji_naji_clap",0,100,
,,,"emoji_university_gradeA",0,100,
,,,"emoji_steampunk_bulb",0,100,
,,,"emoji_bp_sandsoftime26_default",0,100,
,,,"emoji_bp_fairy_thanks",0,100,
,,,"emoji_bp_brawlentines_phew",0,100,
,,,"emoji_bp_fairy_angry",0,100,
,,,"emoji_naji_thanks",0,100,
,,,"emoji_sirius_phew",0,100,
,,,"emoji_sirius_gg",0,100,
,,,"emoji_bp_sandsoftime26_angry",0,100,
,,,"emoji_steampunk_fingerguns",0,100,
,,,"emoji_aprilfools_cinema",0,100,
,,,"emoji_sirius_clap",0,100,
,,,"emoji_xmas_santacap",0,100,
,,,"emoji_fairy_wand",0,100,
,,,"emoji_bp_fairy",0,100,
,,,"emoji_sirius_sad",0,100,
,,,"emoji_sirius_angry",0,100,
,,,"emoji_bp_fairy_special",0,100,
,,,"emoji_bp_sandsoftime26_sad",0,100,
,,,"emoji_bp_sandsoftime26_thanks",0,100,
,,,"emoji_naji_angry",0,100,
,,,"emoji_bp_brawlentines_clap",0,100,
"TEST_emoji_lny",,,"emoji_lny",0,100,
