"Name","Logic","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","ScaleLoopingEffect","HitEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","IgnoreFadeout","SkinnedCustomValue","BlueSCW","RedSCW","SCWLayer"
"PetrolFire004","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_004_ulti_oil_burning","","100","","","","","70","","","","",""
"PetrolFire005","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_005_ulti_oil_burning","","100","","","","","70","","","","",""
"PetrolFire006","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_006_ulti_oil_burning","","100","","","","","70","","","","",""
"amber_006_spawn","HeroSpawn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","amber_006_spawn","","100","","","","","100","","","","",""
"DamageBoostPlugIn","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade_plugged_area","100","","","","","125","","","","",""
"DamageBoostPlugIn002","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade002_plugged_area","100","","","","","125","","","","",""
"DamageBoostPlugIn003","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade003_plugged_area","100","","","","","125","","","","",""
"DamageBoostPlugIn004","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade004_plugged_area","100","","","","","125","","","","",""
"DamageBoostPlugIn005","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade005_plugged_area","100","","","","","125","","","","",""
"DamageBoostPlugIn006","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade006_plugged_area","100","","","","","125","true","","","",""
"DamageBoostPlugIn007","DamageBoostPlugInLogic","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade007_plugged_area","100","","","","","125","true","","","",""
"BullSlowArea","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","gadget_bull_stomp","","100","","","","","200","","","","",""
"BullSlowArea_002","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_002_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_003","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_003_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_004","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_004_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_005","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_006_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_006","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_005_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_007","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_008_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_008","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_009_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_009","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_011_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_010","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_007_ulti_exp","","100","","","","","200","","","","",""
"BullSlowArea_012","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_012_ulti_exp","","100","","","","","200","","","","",""
"BullStunArea","BullStunArea","","sc/effects.sc","","","","","GroundHigh","","","","gadget_stun_stomp","","100","","","","","200","","","","",""
"BarrelBotSlowArea","BarrelBotSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","gadget_darryl_slow","gadget_darryl_area","100","","","","","150","","","","",""
"PetrolDistributionGadget","PetrolDistributionGadget","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","150","","","","",""
"BrockAttackAreaGadget","BrockAttackAreaGadget","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_explosion_blue","","100","","","","","70","","","","",""
"TeleportTileLeave","TeleportTileLeave","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_leave","","100","","","","","70","","","","",""
"TeleportTileArrive","TeleportTileArrive","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_arrive","","100","","","","","70","","","","",""
"IceDudeUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_def_ulti_area","","100","","","","","250","","","","",""
"IceDudeKingUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_002_ulti_area","","100","","","","","250","","","","",""
"IceDudeValentineUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_003_ulti_area","","100","","","","","250","","","","",""
"IceDudeBurgerUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_004_ulti_area_base","lou_004_ulti_area_base","lou_004_ulti_area_base_red","","GroundHigh","","","","lou_004_ulti_area","","100","","","","","250","","","","",""
"IceDudeStonetrollUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_005_ulti_area_base","lou_005_ulti_area_base","lou_005_ulti_area_base_red","","GroundHigh","","","","lou_005_ulti_area","","100","","","","","250","","","","",""
"IceDude006UltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_005_ulti_area_base","lou_005_ulti_area_base_red","","GroundHigh","","","","lou_006_ulti_area","","100","","","","","250","","","","",""
"IceDude007UltiArea","IceDudeUltiArea","","sc/effects_brawler_lou.sc","","","","","GroundHigh","","","","lou_007_ulti_area","","100","","","","","250","","","","",""
"lou_007_spawn","HeroSpawn","","sc/effects_brawler_lou.sc","","","","","GroundHigh","","","","lou_007_spawn","","100","","","","","100","","","","",""
"SnakeOilUltiExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_def_ulti_hit","","100","","","","","160","","","","",""
"SnakeOilUltiHyperExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_def_oc_ulti1_hit","","100","","","","","160","","","","",""
"SnakeOilHyperUltiBulletExplosion","SnakeOilHyperUltiBulletExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","160","","","","",""
"SnakeOilWizardUltiExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_002_ulti_hit","","100","","","","","160","","","","",""
"SnakeOilVillainExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_003_ulti_hit","","100","","","","","160","","","","",""
"SnakeOilRingMasterExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_004_ulti_hit","","100","","","","","160","","","","",""
"SnakeOilSubwaySufersExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_005_ulti_hit","","100","","","","","160","","","","",""
"SnakeOilWindStockExplosion","SnakeOilUltiExplosion","","sc/effects_brawler_byron.sc","","","","","GroundHigh","","","","byron_006_ulti_hit","","100","","","","","160","","","","",""
"EnragerUltiSpeed","EnragerUltiSpeed","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"EnragerStarPowerDamage","EnragerStarPowerDamage","","sc/effects.sc","","","","","GroundHigh","","","","edgar_def_ulti_sp","","100","","","","","133","","","","",""
"RuffsSupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_def_ulti_beacon","","100","","","","","90","","","","",""
"RuffsOverchargedSupplySpawn","RuffsOverchargedSupplySpawn","","sc/effects_brawler.sc","ruffs_def_oc_ulti_target","ruffs_def_oc_ulti_target","ruffs_def_oc_ulti_target_red","","GroundHigh","ruffs_def_oc_ulti_crate","ruffs_def_oc_ulti_crate_red","","ruffs_overcharged_ulti_beacon","","100","","","","","90","","","","",""
"RuffsSupplyExplosion","RuffsSupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","100","","","","","118","","","","",""
"RuffsOverchargedSupplyExplosion","RuffsOverchargedSupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_overcharged_ulti_exp","","100","","","","","118","","","","",""
"Ruffs004SupplyExplosion","Ruffs004SupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_004_ulti_explosion","","100","","","","","118","","","","",""
"RuffsIncreaseHealth","RuffsIncreaseHealth","","sc/effects.sc","heal_area_effect_blue","heal_area_effect_blue","heal_area_effect_red","","GroundHigh","","","","ruffs_promotion","","100","","","","","100","","","","",""
"Ruffs002SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_002_ulti_crate","ruffs_002_ulti_crate_red","","ruffs_002_ulti_beacon","","100","","","","","90","","","","",""
"Ruffs003SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_003_ulti_beacon","","100","","","","","90","","","","",""
"Ruffs004SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_004_ulti_beacon","","100","","","","","90","","","","",""
"Ruffs005SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_005_ulti_target","ruffs_005_ulti_target","ruffs_005_ulti_target_red","","GroundHigh","ruffs_005_ulti_crate","ruffs_005_ulti_crate_red","","ruffs_005_ulti_beacon","ruffs_005_ulti_map","100","","","","","90","","","","",""
"Ruffs005SupplyExplosion","RuffsSupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_005_ulti_explosion","","100","","","","","118","","","","",""
"Ruffs006SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler.sc","ruffs_006_ulti_target","ruffs_006_ulti_target","ruffs_006_ulti_target_red","","GroundHigh","ruffs_006_ulti_crate","ruffs_006_ulti_crate_red","","ruffs_006_ulti_beacon","ruffs_006_ulti_udjat_eye","100","","","","","90","","","","",""
"Ruffs006SupplyExplosion","RuffsSupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_006_ulti_explosion","","100","","","","","118","","","","",""
"Ruffs007SupplySpawn","RuffsSupplySpawn","","sc/effects_brawler_ruffs.sc","ruffs_007_ulti_target","ruffs_007_ulti_target","ruffs_007_ulti_target_red","","GroundHigh","ruffs_007_ulti_crate","ruffs_007_ulti_crate_red","","ruffs_007_ulti_beacon","ruffs_007_ulti_target_moon","100","","","","","90","","","","",""
"Ruffs007SupplyExplosion","RuffsSupplyExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_007_ulti_explosion","","100","","","","","118","","","","",""
"PocoCleanseArea","PocoCleanseArea","","sc/effects.sc","","","","","GroundHigh","","","","gadget_poco_cleanse","","100","","","","","400","","","","",""
"TickGadgetExplosion","TickGadgetExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","100","","","","","165","","","","",""
"SpeedBoost","SpeedBoost","","sc/effects.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_stu_speed","100","","","","","400","","","","",""
"StickyBombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","150","","","","",""
"Squeak003BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_003_atk_explode","","100","","","","","150","","","","",""
"Squeak004BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_004_atk_explode","","100","","","","","150","","","","",""
"Squeak005BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_005_atk_explode","","100","","","","","150","","","","",""
"Squeak006BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_006_atk_explode","","100","","","","","150","","","","",""
"Squeak007BombExplosion","StickyBombExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_007_atk_explode","","100","","","","","150","","","","",""
"Squeak008BombExplosion","StickyBombExplosion","","sc/effects_brawler_squeak.sc","","","","","GroundHigh","","","","squeak_008_atk_explode","","100","","","","","150","","","","",""
"RollerFire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_def_ulti_trail","","100","","","","","100","","","","",""
"Roller002Fire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_002_ulti_trail","","100","","","","","100","","","","",""
"Roller003Fire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_003_ulti_trail","","100","","","","","100","","","","",""
"Roller004Fire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_004_ulti_trail","","100","","","","","100","","","","",""
"Roller005Fire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_005_ulti_trail","","100","","","","","100","","","","",""
"Roller006Fire","RollerFire","","sc/effects_brawler_stu.sc","","","","","GroundHigh","","","","stu_006_ulti_trail","","100","","","","","100","","","","",""
"RollerOverchargedFire","RollerFire","","sc/effects.sc","","","","","GroundHigh","","","","stu_def_oc_ulti_trail","","100","","","","","100","","","","",""
"RollerMutationArea","RollerMutationArea","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"StickyBombClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_atk_explode","","100","","","","","100","","","","",""
"StickyBombUltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","sticky_def_ulti_explode","","100","","","","","150","","","","",""
"CrossBomberClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"CrossBomberUltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"OverchargedCrossBomberUltiClusterExplosion","OverchargedCrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_hc_explosion_ulti","","100","","","","","100","","","","",""
"OverchargedCrossBomberUltiClusterExplosion2","OverchargedCrossBomberUltiClusterExplosion2","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_hc_explosion_ulti","","100","","","","","100","","","","",""
"Grom002ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"Grom002UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"Grom003ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"Grom003UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"Grom004ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"Grom004UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"Grom005ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"Grom005UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"Grom006ClusterExplosion","CrossBomberClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion","","100","","","","","100","","","","",""
"Grom006UltiClusterExplosion","CrossBomberUltiClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","crossbomber_def_explosion_ulti","","100","","","","","100","","","","",""
"Squeak003ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_003_ulti_explode","","100","","","","","100","","","","",""
"Squeak003UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_003_ulti_explode","","100","","","","","150","","","","",""
"Squeak004ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_004_ulti_explode","","100","","","","","100","","","","",""
"Squeak004UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_004_ulti_explode","","100","","","","","150","","","","",""
"Squeak005ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_005_ulti_explode","","100","","","","","100","","","","",""
"Squeak005UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_005_ulti_explode","","100","","","","","150","","","","",""
"Squeak006ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_006_ulti_explode","","100","","","","","100","","","","",""
"Squeak006UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_006_ulti_explode","","100","","","","","150","","","","",""
"Squeak007ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_007_ulti_explode","","100","","","","","100","","","","",""
"Squeak007UltiExplosion","StickyBombUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","squeak_007_ulti_explode","","100","","","","","150","","","","",""
"Squeak008ClusterExplosion","StickyBombClusterExplosion","","sc/effects_brawler_squeak.sc","","","","","GroundHigh","","","","squeak_008_ulti_explode","","100","","","","","100","","","","",""
"Squeak008UltiExplosion","StickyBombUltiExplosion","","sc/effects_brawler_squeak.sc","","","","","GroundHigh","","","","squeak_008_ulti_explode","","100","","","","","150","","","","",""
"ElectroTrapExplosion","ElectroTrapExplosion","","sc/effects.sc","","","","","GroundHigh","","","","bo_def_ulti2_explosion","","100","","","","","133","","","","",""
"PullRopeStun","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_def_ulti_explosion","","100","","","","","150","","","","",""
"PullRopeStun002","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_002_ulti_explosion","","100","","","","","150","","","","",""
"PullRopeStun006","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_006_ulti_exp","","100","","","","","150","","","","",""
"PullRopeStun007","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_007_ulti_exp","","100","","","","","150","","","","",""
"PullRopeStun007Overcharge","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_007_oc_ulti_exp","","100","","","","","150","","","","",""
"PullRopeStun008","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_008_ulti_exp","","100","","","","","150","","","","",""
"PullRopeStun009","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_009_ulti_exp","","100","","","","","150","","","","",""
"PullRopeStun010","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_010_ulti_exp","","100","","","","","150","","","","",""
"PullRopeStunOvercharge","PullRopeStun","","sc/effects.sc","","","","","GroundHigh","","","","buzz_overcharged_ulti_explosion","","100","","","","","150","","","","",""
"RopeDudeSuperChargeArea","RopeDudeSuperChargeArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","132","","","","",""
"RopeDudeSuperChargeAreaLarge","RopeDudeSuperChargeAreaLarge","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed _red","","GroundHigh","","","","","","100","","","","","175","","","","",""
"VolleyBallTargetOccupied","VolleyBallTargetOccupied","","sc/effects_brawler.sc","ruffs_def_ulti_target","mode_valley_target_taken_blue","mode_valley_target_taken_red","","GroundHigh","","","","","","100","","","1","","100","","","","",""
"VolleyBallTarget","VolleyBallTarget","","sc/effects_brawler.sc","mode_valley_target","mode_valley_target","mode_valley_target","","GroundHigh","","","","","","100","","","","","100","","","","",""
"VolleyBallDistanceIndicator","VolleyBallDistanceIndicator","","sc/effects_brawler.sc","mode_valley_target_indicator","mode_valley_target_indicator","mode_valley_target_indicator","","GroundHigh","","","","","","100","","","1","","250","","","","",""
"VolleyBallHit","VolleyBallHit","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_valley_hit","","100","","","","","100","","","","",""
"BasketBallGroundIndicator","BasketBallGroundIndicator","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target","","GroundHigh","","","","","","100","","","","","40","","","","",""
"BasketBallRimHit","BasketBallRimHit","","sc/effects_brawler.sc","","","","","GroundHigh","","","","mode_basket_hit","","100","","","","","100","","","","",""
"BasketBallThreePointArea","BasketBallThreePointArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed","","GroundHigh","","","","","","100","","","","","120","","","","",""
"IceDudeGadgetActivationArea","IceDudeGadgetActivationArea","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gadget_lou_freeze","","100","","","","","100","","","","",""
"GainedAmmoEffect","GainedAmmoEffect","","sc/effects.sc","","","","","Above","","","","gadget_pam_ammo_gain","","100","","","","","100","","","","",""
"LostAmmoEffect","LostAmmoEffect","","sc/effects.sc","","","","","Above","","","","gadget_pam_ammo_loss","","100","","","","","100","","","","",""
"CactusCoverHeal","CactusCoverHeal","","sc/effects.sc","","","","","GroundHigh","","","","gadget_spike_cactus_healburst","","100","","","","","125","","","","",""
"RuffsAirStrikeSpawn","RuffsAirStrikeSpawn","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","gadget_ruffs_airstrike","gadget_ruffs_airstrike_red","","meteor_warning","","100","","","","","60","","","","",""
"RuffsAirStrikeExplosion","RuffsAirStrikeExplosion","","sc/effects.sc","","","","","GroundHigh","","","","gadget_ruffs_airstrike_explosion","","100","","","","","85","","","","",""
"NinjaInvisibleArea","NinjaInvisibleArea","","sc/effects_brawler.sc","gadget_leon_lollipop_area","gadget_leon_lollipop_area","gadget_leon_lollipop_area_red","","GroundHigh","","","","gadget_leon_lollipop","gadget_leon_lollipop_loop","100","","","","","290","","","","",""
"Ninja_010_spawn","HeroSpawn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","leon_010_spawn","","100","","","","","100","","","","",""
"KnightPetExplosion","KnightPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","133","","","","",""
"KnightPetOverchargedExplosion","KnightPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ash_def_oc_ulti_exp","","100","","","","","133","","","","",""
"Ash003PetExplosion","KnightPetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","ash_003_pet_explosion","","100","","","","","133","","","","",""
"MechaDudeDestroyExplosion","MechaDudeDestroyExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big_area","","100","","","","","165","","","","",""
"Squeak002ClusterExplosion","StickyBombClusterExplosion","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","100","","","","","100","","","","",""
"CrossBomberVisionArea","CrossBomberVisionArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","240","","","","",""
"KickerDudeGadgetExplosion","KickerDudeGadgetExplosion","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_atk_explode","","100","","","","","100","","","","",""
"KickerDudeMineExplosion","KickerDudeMineExplosion","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_ultiexp_blue","","100","","","","","100","","","","",""
"KickerDudeMineExplosionOC","KickerDudeMineExplosionOC","","sc/effects.sc","","","","","GroundHigh","","","","fang_def_ocexp_blue","","100","","","","","100","","","","",""
"DuplicatorDuplicateArea","DuplicatorDuplicateArea","","sc/effects_brawler.sc","range_damage_deduction","range_damage_deduction","range_damage_deduction","","GroundHigh","","","","","","100","","","","","66","","","","",""
"DuplicatorSwapEffect","DuplicatorSwapEffect","","sc/effects.sc","","","","","GroundHigh","","","","gadget_arcade_teleport","","100","","","","","70","","","","",""
"PayloadMoveArea","PayloadMoveArea","","sc/effects_brawler.sc","area_mode_gift","payload_area_mode_blue","payload_area_mode_red","","GroundHigh","","","","","","100","","","","","150","","","","",""
"StickyBombVisionArea","StickyBombVisionArea","","sc/effects_brawler.sc","range_dashed","range_dashed","range_dashed_red","","GroundHigh","","","","","","100","","","","","50","","","","",""
"KickerDudeSweepStun","KickerDudeSweepStun","","sc/effects.sc","","","","","GroundHigh","","","","gadget_fang_sweep","","100","","","","","100","","","","",""
"PayloadMoveAreaPushed","PayloadMoveAreaPushed","","sc/effects_brawler.sc","range_dashed","payload_active_blue","payload_active_red","","GroundHigh","","","","","","100","","","","","65","","","","",""
"PayloadMoveAreaSlowed","PayloadMoveAreaSlowed","","sc/effects_brawler.sc","mode_payload_target_blue","mode_payload_target_blue","mode_payload_target_red","","GroundHigh","","","","","","100","","","","","200","","","","",""
"JetpackGirlGadgetDamageArea","JetpackGirlGadgetDamageArea","","sc/effects_brawler.sc","janet_ground","janet_ground","janet_ground_red","","GroundHigh","","","","","janet_def_gadget_sound","100","","","","","230","","","","",""
"JetpackGirlUltiExplosion","JetpackGirlUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_def_ulti_exlosion","","100","","","","","100","","","","",""
"JetpackGirlOverchargedUltiExplosion","JetpackGirlUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","janet_def_oc_ulti_explosion","","100","","","","","100","","","","",""
"InvasionSpawnIncoming","InvasionSpawnIncoming","","sc/effects_brawler.sc","gadget_primo_meteor_target_red","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","","","","meteor_warning","","100","","","","","45","","","","",""
"InvasionSpawnExplosion","InvasionSpawnExplosion","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
"CannonGirlSmallExplosion","CannonGirlSmallExplosion","","sc/effects.sc","","","","","GroundHigh","","","","cannon_def_explosion_blue","","100","","","","","70","","","","",""
"CannonGirlExplosion","CannonGirlExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","bonnie_def_ulti_explosion","","100","","","","","100","","","","",""
"CannonGirlExplosionOvercharged","CannonGirlExplosionOvercharged","","sc/effects_brawler.sc","","","","","GroundHigh","","","","bonnie_def_oc_ulti_explosion","","100","","","","","100","","","","",""
"CannonGirlBulletExplosionOvercharged","CannonGirlBulletExplosionOvercharged","","sc/effects_brawler.sc","","","","","GroundHigh","","","","","","100","","","","","100","","","","",""
