Name,FileName,StartFrame,EndFrame,FaceFreezeFrame,Speed,TransitionInMs,TransitionOutMs,AutoFadeMs,Looping,Priority
BeeBigIdle,bee_big_idle.scw,-1,-1,,,,,,TRUE,
BeeSmallReload,bee_small_reload.scw,1,-1,,,,,200,,5
BeeBigReload,bee_big_reload.scw,1,13,,,,,200,,5
PocoPirateIdle,poco_pirate_idle.scw,,-1,,,100,100,,TRUE,
PocoPirateWalk,poco_pirate_walk.scw,,-1,,,100,100,,TRUE,1
PocoPirateHappy,poco_pirate_win.scw,,30,,,,,,,
PocoPirateHappyLoop,poco_pirate_win.scw,30,-1,,,,,,TRUE,
PocoPirateProfile,poco_pirate_idle.scw,20,20,,,,,,,
GunslingerPirateIdle,colt_pirate_idle.scw,,-1,,,100,100,,TRUE,
GunslingerPirateWalk,colt_pirate_walk.scw,,-1,,125,100,100,,TRUE,1
GunslingerPirateLose,colt_pirate_lose.scw,,67,,,,,,,
GunslingerPirateLoseloop,colt_pirate_lose.scw,68,-1,,,,,,TRUE,
GunslingerPirateProfile,colt_pirate_idle.scw,90,90,,,,,,,
MaxWin,max_win.scw,,152,,,,,,,5
MaxWinloop,max_win.scw,153,181,,,,,,TRUE,1
BeaLose,bea_lose.scw,,21,,,,,,,
BeaLoseloop,bea_lose.scw,22,-1,,,,,,TRUE,
MaxLose,max_lose.scw,1,70,,,,,,,
MaxLoseloop,max_lose.scw,71,100,,,,,,TRUE,
MaxPortrait,max_portrait.scw,,-1,,,,,,TRUE,
MaxReload,max_reload.scw,3,20,,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2
MaxPushback,max_pushback.scw,,10,,,50,100,50,,
GunslingerPirateReload,colt_pirate_idle.scw,,10,,,,,100,,
PocoPirateLose,poco_pirate_lose.scw,,15,,,,,,,
PocoPirateLoseloop,poco_pirate_lose.scw,15,-1,,,,,,TRUE,
GunslingerPiratePrimary,colt_pirate_attack.scw,,-1,,,100,200,100,,spine_lower_s#3
GunslingerPirateRecoil,colt_pirate_recoil1.scw,1,10,,,100,100,200,,spine_lower_s#4
GunslingerPirateRecoil2,colt_pirate_recoil2.scw,1,10,,,100,100,200,,spine_lower_s#4
GunslingerPiratePushBack,colt_pirate_pushback.scw,,-1,,,100,100,100,,5
8bitVirusIdle,8bit_virus_idle.scw,1,29,,,100,100,,TRUE,
8BitVirusWalk,8bit_virus_walk.scw,1,20,,110,100,100,,TRUE,1
8bitVirusAttack,8bit_virus_attack.scw,1,5,,,50,,,,hips_s#4+L_front_leg_01_s#0+R_front_leg_01_s#0+L_back_leg_01_s#0+R_back_leg_01_s#0
8bitVirusRecoil,8bit_virus_attack.scw,5,-1,,,,,250,,hips_s#5+L_front_leg_01_s#0+R_front_leg_01_s#0+L_back_leg_01_s#0+R_back_leg_01_s#0
8bitVirusReload,8bit_virus_reload.scw,,13,,,,,150,,hips_s#1+L_front_leg_01_s#0+R_front_leg_01_s#0+L_back_leg_01_s#0+R_back_leg_01_s#0+L_clavicle_s#4+L_shoulder_s#4+L_elbow_s#4+L_forearm_twist_s#4+L_wrist_s#4+R_clavicle_s#0+R_shoulder_s#0+R_elbow_s#0
8bitVirusPushback,8bit_pushback.scw,,-1,,,50,100,200,,
8bitVirusWin,8bit_virus_win.scw,1,127,,,,,,,
8bitVirusWinloop,8bit_virus_win.scw,128,157,,,,,,TRUE,
8bitVirusLose,8bit_virus_lose.scw,1,99,,,,,,,
8bitVirusLoseloop,8bit_virus_lose.scw,100,139,,,,,,TRUE,
BibiGamerIdle,bibi_gamer_idle.scw,1,29,,,100,100,,TRUE,
BibiGamerWalk,bibi_gamer_walk.scw,1,29,,,120,200,,TRUE,1
BibiGamerPrimary,bibi_gamer_attack.scw,1,51,,,100,100,100,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerSecondary,bibi_gamer_attack.scw,1,51,,,100,100,100,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerRecoil,bibi_gamer_attack.scw,22,51,,,1,100,100,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerPushback,bibi_gamer_pushback.scw,,-1,,,100,100,100,,5
BibiGamerRecoil2,bibi_gamer_attack.scw,17,51,,,100,100,100,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
BibiGamerWin,bibi_gamer_win.scw,1,189,,,100,,,,5
BibiGamerWinloop,bibi_gamer_win.scw,190,238,,,,,,TRUE,1
BibiGamerLose,bibi_gamer_lose.scw,1,29,,,,,,,5
BibiGamerLoseloop,bibi_gamer_lose.scw,30,89,,,,,,TRUE,1
BibiGamerProfile,bibi_gamer_portrait.scw,1,10,,,,,,TRUE,5
TaraStreetninjaIdle,tara_streetninja_idle.scw,1,28,,,200,,,TRUE,5
TaraStreetninjaWalk,tara_streetninja_walk.scw,1,20,,80,200,,200,TRUE,1
TaraStreetninjaPrimary,tara_streetninja_attack.scw,1,4,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaRecoil,tara_streetninja_attack.scw,4,20,,,,,200,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaReload,tara_streetninja_idle.scw,1,12,,,,,50,,
TaraStreetninjaSecondary,tara_streetninja_ult.scw,1,4,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaSecondaryRecoil,tara_streetninja_ult.scw,4,22,,,,,200,,hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
TaraStreetninjaWin,tara_streetninja_win.scw,1,34,,,,,,,5
TaraStreetninjaWinloop,tara_streetninja_win.scw,35,70,,,,,,TRUE,1
TaraStreetninjaLose,tara_streetninja_lose.scw,1,55,,,,,,,
TaraStreetninjaLoseloop,tara_streetninja_lose.scw,56,117,,,,,,TRUE,
TaraStreetninjaProfile,tara_streetninja_portrait.scw,10,10,,,,,,TRUE,5
MrPIdle,mrp_idle.scw,,-1,,,100,100,100,TRUE,1
MrPWalk,mrp_walk.scw,1,-1,,,100,100,100,TRUE,
MrPAttack,mrp_attack.scw,,5,,,,,,,R_gunbone_01_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MrPRecoil,mrp_attack.scw,6,20,,,,200,50,,R_gunbone_01_s#5+hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0
MrPPetWalk,mrp_count_pengula_pet_walk.glb,,-1,,,100,100,100,TRUE,
MrPPetIdle,mrp_pet_idle.scw,,-1,,,100,100,100,TRUE,1
MrPSpawnerIdle,mrp_spawner_idle.scw,,-1,,,,,,TRUE,1
MrPSpawnerSpawn,mrp_spawner_spawn.scw,,84,,,,,,,5
MrPSpawnerSpawnLoop,mrp_spawner_spawn.scw,84,100,,,,,,TRUE,1
MrPWin,mrp_win.scw,,110,,,,,,,5
MrPWinloop,mrp_win.scw,111,-1,,,,,,TRUE,1
MrPLose,mrp_lose.scw,,45,,,,,,,5
MrPLoseloop,mrp_lose.scw,46,61,,,,,,TRUE,1
MrPPushBack,mrp_idle.scw,,-1,,,100,100,100,,5
8bitVirusProfile,8bit_virus_portrait.scw,,-1,,,,,,,
MrPPortrait,mrp_portrait.scw,,-1,,,,,,TRUE,5
MrPAgentWin,mrp_agentp_win.scw,,110,,,,,,,5
MrPAgentWinloop,mrp_agentp_win.scw,111,-1,,,,,,TRUE,1
SniperValentinesIdle,piper_valentines_idle.scw,1,41,,,100,100,,TRUE,
SniperValentinesWalk,piper_valentines_run.scw,1,20,,,100,100,,TRUE,1
SniperValentinesAttack,piper_valentines_attack.scw,1,12,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0
SniperValentinesRecoil,piper_valentines_attack.scw,1,25,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0
SniperValentinesReload,piper_valentines_idle.scw,,10,,,100,100,500,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0
SniperValentinesWin,piper_valentines_win.scw,1,114,,,,,,,5
SniperValentinesWinloop,piper_valentines_win.scw,115,155,,,,,,TRUE,1
SniperValentinesLose,piper_valentines_lose.scw,1,61,,,,,,,5
SniperValentinesLoseloop,piper_valentines_lose.scw,62,104,,,,,,TRUE,1
SproutIdle,sprout_idle.scw,,-1,,,100,100,,TRUE,
SproutWalk,sprout_walk.scw,1,29,,,100,100,,TRUE,1
SproutPrimary,sprout_attack.scw,,5,,,,,,,body_s#3+L_wheel_s#0+R_wheel_s#0
SproutRecoil,sprout_attack.scw,5,30,,,,,100,,body_s#4+L_wheel_s#0+R_wheel_s#0
SproutReload,sprout_reload.scw,,20,,,100,100,100,,body_s#0+L_arm_01_s#4+L_wheel_s#0+R_wheel_s#0
SproutPushback,sprout_pushback.scw,,10,,,50,100,100,,5
JackyIdle,jacky_idle.scw,1,45,,,100,100,,TRUE,
JackyWalk,jacky_walk.scw,1,-1,,,100,100,,TRUE,1
JackyAttack,jacky_attack.scw,6,20,,,,,,TRUE,3
JackyRecoil,jacky_attack.scw,6,20,,,,,100,,4
JackySuper,jacky_super.scw,1,-1,,120,,,83,TRUE,3
JackySuperRecoil,jacky_super.scw,1,-1,,120,,,83,TRUE,4
DynamikeCoachIdle,dynamike_coach_idle.scw,,-1,,,100,100,,TRUE,0
DynamikeCoachWalk,dynamike_coach_walk.scw,1,29,,150,100,100,,TRUE,1
DynamikeCoachPrimary,dynamike_coach_attack.scw,1,5,,,,,,,hips_s#3
DynamikeCoachSecondary,dynamike_coach_super.scw,1,5,,,,,,,hips_s#3
DynamikeCoachRecoil,dynamike_coach_attack.scw,5,20,,,,,100,,hips_s#4
DynamikeCoachReload,dynamike_coach_walk.scw,1,5,,150,66,66,6,,spine_lower_s#0
DynamikeCoachUlti,dynamike_coach_super.scw,5,20,,,,,100,,hips_s#4
DynamikeCoachPushback,dynamike_coach_pushback.scw,,-1,,,100,100,100,,5
DynamikeCoachWin,dynamike_coach_win.scw,,84,,,,,,,
DynamikeCoachWinloop,dynamike_coach_win.scw,85,156,,,,,,TRUE,
DynamikeCoachLose,dynamike_coach_lose.scw,1,225,,,,,,,
DynamikeCoachLoseloop,dynamike_coach_lose.scw,226,307,,,,,,TRUE,
DynamikeCoachProfile,dynamike_coach_idle.scw,20,20,,,,,,TRUE,
JessieTanukiIdle,jessie_tanuki_redux_idle.glb,,29,,,100,100,,TRUE,
JessieTanukiWalk,jessie_tanuki_redux_walk.glb,,20,,150,100,100,,TRUE,1
JessieTanukiPrimary,jessie_tanuki_redux_attack.glb,1,5,,,,,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
JessieTanukiUltiAttack,jessie_tanuki_redux_idle.glb,,-1,,,200,200,10,TRUE,5
JessieTanukiRecoil,jessie_tanuki_redux_attack.glb,5,15,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
JessieTanukiUltiRecoil,jessie_tanuki_redux_idle.glb,,-1,,,200,200,100,,5
JessieTanukiReload,jessie_tanuki_redux_idle.glb,,,,,200,200,200,,chest_s#2
JessieTanukiPushback,jessie_tanuki_redux_pushback.glb,,-1,,,100,100,100,TRUE,5
JessieTanukiWin,jessie_tanuki_redux_win.glb,1,171,,,,,,,
JessieTanukiWinloop,jessie_tanuki_redux_win.glb,127,171,,,,,,TRUE,
JessieTanukiLose,jessie_tanuki_redux_lose.glb,1,131,,,,,,,
JessieTanukiLoseloop,jessie_tanuki_redux_lose.glb,87,131,,,,,,TRUE,
JessieTanukiProfile,jessie_tanuki_redux_portrait.glb,1,1,,,,,,TRUE,
BoFalconIdle,bo_falcon_idle.scw,1,29,,,100,100,,TRUE,
BoFalconWalk,bo_falcon_walk.scw,1,20,,,100,100,,TRUE,1
BoFalconAttack,bo_falcon_attack.scw,1,12,,,,,100,,arrow1_s#3+hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconSecondary,bo_falcon_attack.scw,1,12,,,,,100,,arrow1_s#3+hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconRecoil,bo_falcon_attack.scw,13,30,,,,,200,,arrow1_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconRecoil2,bo_falcon_attack.scw,13,30,,,,,200,,arrow1_s#4+hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BoFalconWin,bo_falcon_win.scw,,174,,,,,,,
BoFalconWinloop,bo_falcon_win.scw,175,322,,,,,,TRUE,
BoFalconLose,bo_falcon_lose.scw,,175,,,,,,,
BoFalconLoseloop,bo_falcon_lose.scw,175,-1,,,,,,TRUE,
BoFalconProfile,bo_falcon_portrait.scw,1,1,,,,,,TRUE,
JackyHappy,jacky_win.scw,,122,,,100,,,,
JackyHappyLoop,jacky_win.scw,123,171,,,,,,TRUE,
JackyLose,jacky_lose.scw,,-1,,200,,,,,
JackyLoseloop,jacky_lose.scw,80,-1,,,,,,TRUE,
SproutWin,sprout_win.scw,,125,,,,,,,
SproutWinloop,sprout_win.scw,126,185,,,,,,TRUE,
SproutLose,sprout_lose.scw,,-1,,,,,,,
SproutLoseloop,sprout_lose.scw,99,-1,,,,,,TRUE,
SproutEnter,sprout_win.scw,1,1,,,100,100,,,
DarrylFootballIdle,darryl_fb_idle.scw,1,-1,,,100,100,,TRUE,
DarrylFootballWalk,darryl_fb_walk.scw,1,20,,,100,100,,TRUE,1
DarrylFootballPrimary,darryl_fb_attack.scw,,10,,,100,100,100,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballSecondary,darryl_fb_super.scw,,29,,,1,1,1,TRUE,5
DarrylFootballRecoil,darryl_fb_recoil_01.scw,1,10,,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballRecoil2,darryl_fb_recoil_02.scw,1,10,,,,100,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballReload,darryl_fb_idle.scw,,-1,,,800,800,800,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
DarrylFootballPushback,darryl_pushback.scw,1,10,,,50,100,200,,5
DarrylFootballWin,darryl_fb_win.scw,-1,70,,,,,200,,
DarrylFootballWinloop,darryl_fb_win.scw,71,99,,,,,,TRUE,
DarrylFootballLose,darryl_fb_lose.scw,-1,-1,,,,,200,,
DarrylFootballHide,darryl_fb_idle.scw,,-1,,,200,200,100,TRUE,
DarrylFootballLoseloop,darryl_fb_lose.scw,45,45,,,,,,TRUE,
DarrylFootballProfile,darryl_fb_win.scw,44,44,,,,,,TRUE,
SproutPortrait,sprout_moon_idle.scw,50,50,,,,,,TRUE,
JackyPortrait,jacky_portrait.scw,1,1,,,,,,,
PamIdle,pam_idle.scw,1,-1,,,100,100,,TRUE,
PamWalk,pam_walk.scw,1,22,,,100,100,,TRUE,1
PamAttack,pam_attack.scw,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
PamRecoil,pam_attack.scw,4,20,,,,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GeneDarkIdle,gene_dark_idle.scw,,30,,,100,100,,TRUE,
GeneDarkWalk,gene_dark_walk.scw,1,29,,120,100,100,,TRUE,1
GeneDarkAttack,gene_dark_attack.scw,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GeneDarkAttackRecoil,gene_dark_attack.scw,5,20,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GeneDarkSecondary,gene_dark_super.scw,1,30,,,,,,,3
GeneDarkSecondaryRecoil,gene_dark_super.scw,5,30,,,,,100,,4
GeneDarkReload,gene_dark_reload.scw,1,25,,,100,200,200,,spine_lower_s#2
GeneDarkPushback,gene_dark_idle.scw,,20,,,200,300,500,,5
GeneDarkWin,gene_dark_win.scw,1,105,,,,,,,
GeneDarkWinloop,gene_dark_win.scw,106,174,,,,,,TRUE,
GeneDarkLose,gene_dark_lose.scw,,135,,,100,,,,
GeneDarkLoseloop,gene_dark_lose.scw,135,136,,,,,,TRUE,
GeneDarkProfile,gene_dark_win.scw,132,132,,,,,,TRUE,
PamReload,pam_reload.scw,,20,,,100,,100,,hips_s#1+chest_s#4+spine_lower_s#4+L_upperLeg_s#0+R_upperLeg_s#0
PamSecondary,pam_super.scw,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
PamSecondaryRecoil,pam_super.scw,6,20,,,,,175,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
PamPushback,pam_pushback.scw,,10,,,25,100,150,,
PamWin,pam_win.scw,,134,,,,,,,5
PamWinloop,pam_win.scw,135,174,,,,,,TRUE,1
GaleIdle,gale_idle.scw,1,59,,,200,200,,TRUE,
GaleWalk,gale_walk.scw,1,22,,,200,200,,TRUE,1
GalePrimary,gale_attack.scw,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GaleRecoil,gale_attack.scw,5,20,,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GalePushback,gale_pushback.scw,1,10,,,20,100,100,,5
RicoDarkIdle,rico_dark_idle.scw,,-1,,,100,100,,TRUE,
RicoDarkWalk,rico_dark_walk.scw,,25,,,100,100,,TRUE,1
RicoDarkPrimary,rico_dark_attack.scw,5,8,,,100,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RicoDarkSecondary,rico_dark_attack.scw,5,8,,,100,,,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RicoDarkRecoil,rico_dark_attack.scw,8,30,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
RicoDarkReload,rico_dark_idle.scw,1,2,,,200,200,200,,
RicoDarkPushback,rico_dark_idle.scw,,-1,,,200,100,200,,5
RicoDarkWin,rico_dark_win.scw,1,160,,,,,,,
RicoDarkWinloop,rico_dark_win.scw,161,220,,,,,,TRUE,
RicoDarkLose,rico_dark_lose.glb,1,120,,,,,,,
RicoDarkLoseloop,rico_dark_lose.glb,120,150,,,,,,TRUE,
RicoDarkProfile,rico_dark_win.scw,128,128,,,,,,TRUE,
MortisDarkIdle,mortis_dark_idle.scw,1,32,,,200,200,,TRUE,
MortisDarkAttack,mortis_dark_attack.scw,3,30,,,,250,200,,3
MortisDarkWalk,mortis_dark_walk.scw,1,32,,150,100,100,,TRUE,1
MortisDarkRecoil,mortis_dark_attack.scw,3,30,,,,250,200,,4
MortisDarkUltiRecoil,mortis_dark_ulti.scw,5,40,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
MortisDarkUltiAttack,mortis_dark_ulti.scw,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
MortisDarkPushback,mortis_pushback.scw,,-1,,,100,100,100,,5
MortisDarkWin,mortis_dark_win.scw,1,101,,,,,,,1
MortisDarkWinloop,mortis_dark_win.scw,102,165,,,,,,TRUE,1
MortisDarkLose,mortis_dark_lose.scw,1,124,,,,,,,1
MortisDarkLoseloop,mortis_dark_lose.scw,125,172,,,,,,TRUE,1
MortisDarkProfile,mortis_dark_win.scw,87,87,,,,,,,1
GaleWin,gale_win.scw,1,214,,,,,,,5
GaleWinloop,gale_win.scw,215,273,,,,,,TRUE,1
SproutHawaiiIdle,sprout_hawaii_idle.scw,,-1,,,100,100,,TRUE,
SproutHawaiiWalk,sprout_hawaii_walk.scw,,-1,,,100,100,,TRUE,1
SproutHawaiiPrimary,sprout_hawaii_attack.scw,,5,,,,,,,body_s#3+L_wheel_s#0+R_wheel_s#0
SproutHawaiiRecoil,sprout_hawaii_attack.scw,5,30,,,,,100,,body_s#4+L_wheel_s#0+R_wheel_s#0
SproutHawaiiReload,sprout_reload.scw,,20,,,100,100,100,,body_s#0+L_arm_01_s#4+L_wheel_s#0+R_wheel_s#0
SproutHawaiiPushback,sprout_pushback.scw,,10,,,50,100,100,,5
SproutHawaiiWin,sprout_hawaii_win.scw,,125,,,,,,,
SproutHawaiiWinloop,sprout_hawaii_win.scw,126,185,,,,,,TRUE,
SproutHawaiiProfile,sprout_hawaii_idle.scw,38,38,,,,,,TRUE,
BullBarbkingIdle,bull_barbking_idle.scw,,29,,,150,150,,TRUE,
BullBarbkingWalk,bull_barbking_walk.scw,,21,,,100,100,,TRUE,1
BullBarbkingPrimary,bull_barbking_attack.scw,1,3,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BullBarbkingSecondary,bull_barbking_super.scw,,21,,150,66,66,133,TRUE,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BullBarbkingRecoil,bull_barbking_attack.scw,4,20,,,50,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BullBarbkingReload,bull_barbking_idle.scw,1,10,,200,250,250,250,,ChestBone#2
BullBarbkingPushback,bull_rock_pushback.scw,,-1,,,100,100,100,,5
BullBarbkingWin,bull_barbking_win.scw,,54,,,,,,,5
BullBarbkingWinloop,bull_barbking_win.scw,55,91,,,,,,TRUE,5
BullBarbkingLose,bull_barbking_lose.scw,,25,,,,,,,5
BullBarbkingLoseloop,bull_barbking_lose.scw,30,36,,,,,,TRUE,5
BullBarbkingProfile,bull_barbking_win.scw,29,29,,,,,,TRUE,5
NaniIdle,nani_idle.scw,1,45,,,100,100,,TRUE,
NaniWalk,nani_walk.scw,1,27,,,100,100,,TRUE,1
NaniAttack,nani_attack.scw,,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
NaniRecoil,nani_attack.scw,,23,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GaleTraderIdle,gale_trader_idle.scw,1,59,,,200,200,,TRUE,
GaleTraderWalk,gale_trader_walk.scw,1,22,,,200,200,,TRUE,1
GaleTraderPrimary,gale_trader_attack.scw,1,5,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
GaleTraderRecoil,gale_trader_attack.scw,5,20,,,,,50,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
GaleTraderPushback,gale_pushback.scw,1,10,,,20,100,100,,5
GaleTraderWin,gale_trader_win.scw,1,195,,,,,,,5
GaleTraderWinloop,gale_trader_win.scw,196,225,,,,,,TRUE,1
GaleTraderProfile,gale_trader_win.scw,169,169,,,,,,,5
PeepIdle,peep_idle.scw,1,176,,,,,50,TRUE,
PeepWalk,peep_idle.scw,1,176,,,,,50,TRUE,1
NaniReload,nani_idle.scw,,10,,,200,200,100,,
NaniWin,nani_win.scw,,227,,,,,,,1
NaniWinloop,nani_win.scw,228,-1,,,,,,TRUE,1
NaniSecondary,nani_super.scw,,-1,,,100,100,,TRUE,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
NaniPushback,nani_pushback.scw,,-1,,,50,,100,,5
PamTurretIdle,pam_turret_idle.scw,1,41,,,,,,TRUE,
PamTurretSpawn,pam_turret_spawn.scw,,-1,,,,,,,
PamLose,pam_lose.scw,,-1,,,,,,,
PamLoseloop,pam_lose.scw,39,40,,,,,,TRUE,
GaleLose,gale_lose.scw,1,29,,,,,,,
GaleLoseloop,gale_lose.scw,1,29,,,,,,TRUE,
NaniLose,nani_lose.scw,,-1,,,,,,,1
NaniLoseloop,nani_lose.scw,59,60,,,,,,TRUE,1
NaniPortrait,nani_base_cam.scw,-1,-1,,,,,,,
PeepPortrait,peep_portrait.scw,-1,-1,,,,,,,
PamPortrait,pam_base_cam.scw,,-1,,,,,,TRUE,
GalePortrait,gale_base_cam.scw,,-1,,,,,,,
GaleTraderLose,gale_trader_lose.scw,1,111,,,,,,,
GaleTraderLoseloop,gale_trader_lose.scw,112,-1,,,,,,TRUE,
BossKaijuIdle,kaiju_boss_idle.glb,2,-1,,,200,200,,TRUE,
BossKaijuWalk,kaiju_boss_walk.glb,2,-1,,,200,200,,TRUE,2
BossKaijuPrimary,kaiju_boss_primary_attack.glb,1,20,,,100,,200,,1
BossKaijuSecondary,kaiju_boss_secondary_attack.glb,1,90,,,200,,200,,3
BossKaijuSecondaryRecoil,kaiju_boss_secondary_attack.glb,61,90,,,,,200,,4
SurgeIdle,surge_idle.glb,,-1,,,100,100,,TRUE,1
SurgeWalk,surge_walk.glb,,-1,,75,100,100,,TRUE,1
SurgeWalk_transform,surge_walk_transform.glb,,-1,,75,100,100,,TRUE,1
SurgeSecondary,surge_super.glb,,40,,,,,250,,4
SurgeAttackRecoil,surge_attack.glb,1,-1,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SurgeAttackRecoil_transform,surge_attack_transform.glb,1,-1,,,50,,100,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
SurgeReload,surge_reload.glb,,20,,,50,100,100,,hips_s#0+chest_s#5+L_clavicle_s#1+head_s#0+L_upperLeg_s#0+R_upperLeg_s#0
SurgePushback,surge_pushback.glb,,10,,,50,100,100,,5
SurgeWin,surge_win.glb,,106,,,,,,,
SurgeWinloop,surge_win.glb,107,180,,,,,,TRUE,
SurgeLose,surge_lose.glb,,142,,,,,,,
SurgeLoseloop,surge_lose.glb,143,200,,,,,,TRUE,
BeaBugIdle,bea_bug_idle.glb,,-1,,,100,100,,TRUE,
BeaBugWalk,bea_bug_walk.glb,1,26,,,100,100,,TRUE,1
BeaBugAttack,bea_bug_attack.glb,,4,,,,,,,hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0
BeaBugRecoil,bea_bug_attack.glb,5,20,,,,,200,,hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0
BeaBugReload,bea_bug_reload.glb,,20,,,100,100,100,,spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2
BeaBugPushback,bea_bug_pushback.glb,,-1,,,25,100,200,,
BeaBugIntro,bea_intro_pose.scw,,,,,,,,,
BeaBugWin,bea_bug_win.glb,1,110,,,,,,,5
BeaBugWinloop,bea_bug_win.glb,110,137,,,,,,TRUE,1
BeaBugPortrait,bea_portrait.scw,,,,,,,,,
BeeBugSmallIdle,bee_small_idle.scw,-1,-1,,,,,,TRUE,
BeeBugBigIdle,bee_big_idle.scw,-1,-1,,,,,,TRUE,
BeeBugSmallReload,bee_small_reload.scw,1,-1,,,,,200,,5
BeeBugBigReload,bee_big_reload.scw,1,13,,,,,200,,5
BeaBugLose,bea_bug_lose.glb,1,103,,,,,,,
BeaBugLoseloop,bea_bug_lose.glb,103,134,,,,,,TRUE,
JackyDrillerIdle,jacky_driller_idle.glb,1,45,,,100,100,,TRUE,
JackyDrillerWalk,jacky_driller_walk.glb,1,-1,,,100,100,,TRUE,1
JackyDrillerAttack,jacky_driller_attack.glb,6,20,,,,,,TRUE,3
JackyDrillerRecoil,jacky_driller_attack.glb,6,20,,,,,100,,4
JackyDrillerSuper,jacky_driller_super.glb,1,-1,,120,,,83,TRUE,3
JackyDrillerSuperRecoil,jacky_driller_super.glb,1,-1,,120,,,83,TRUE,4
JackyDrillerHappy,jacky_driller_win.glb,,126,,,100,,,,
JackyDrillerHappyLoop,jacky_driller_win.glb,127,186,,,,,,TRUE,
JackyDrillerLose,jacky_driller_lose.glb,,131,,200,,,,,
JackyDrillerLoseloop,jacky_driller_lose.glb,132,175,,,,,,TRUE,
JackyDrillerPortrait,jacky_portrait.scw,1,1,,,,,,,
JAckyIntro,jacky_intro_pose.glb,-1,-1,,,,,,,
MaxTracksuitIdle,max_tracksuit_idle.glb,1,30,,,50,50,,TRUE,
