"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit","TrainingGroundsEnabled","Adventure","RecommendedBrawler0","RecommendedBrawler1","RecommendedBrawler2","RecommendedBrawler3","RecommendedBrawler4","RecommendedBrawler5","RecommendedBrawler6","RecommendedBrawler7","RecommendedBrawler8","RecommendedBrawler9"
"Gemgrab29","true","TID_GOLDRUSH_44","Default",,,,"GemGrab","Gemgrab_29","OwenReds",,,,,,,,,,,,
"Gemgrab30","true","TID_GOLDRUSH_45","Default",,,,"GemGrab","Gemgrab_30","Chief Pekka",,,,,,,,,,,,
"Gemgrab31","true","TID_GOLDRUSH_36","Default",,,,"GemGrab","Gemgrab_31","gradient33",,,,,,,,,,,,
"Heist19","true","TID_BANKHEIST_23","Default",,,,"Heist","Bankheist_19","Chief Pekka",,,,,,,,,,,,
"Heist20",,"TID_BANKHEIST_20","RobotFactory",,,,"Heist","Bankheist_20","gradient33","true",,,,,,,,,,,
"Wanted18","true","TID_WANTED_23","Default",,,,"Bounty","Wanted_18","Biono",,,,,,,,,,,,
"Wanted19","true","TID_WANTED_20","Default",,,,"Bounty","Wanted_19","TCGLouis",,,,,,,,,,,,
"Survival26","true","TID_BATTLE_ROYALE_41","DefaultShowdown",,,,"Showdown","Survival_26","Frep",,,,,,,,,,,,
"SurvivalTeam26","true","TID_BATTLE_ROYALE_41","DefaultShowdown",,,,"DuoShowdown","Survival_26","Frep",,,,,,,,,,,,
"Survival27","true","TID_BATTLE_ROYALE_35","DefaultShowdown",,,,"Showdown","Survival_27","The Red Brawler",,,,,,,,,,,,
"SurvivalTeam27","true","TID_BATTLE_ROYALE_35","DefaultShowdown",,,,"DuoShowdown","Survival_27","The Red Brawler",,,,,,,,,,,,
"Survival28","true","TID_BATTLE_ROYALE_40","DefaultShowdown",,,,"Showdown","Survival_28","Gavyn1114",,,,,,,,,,,,
"SurvivalTeam28","true","TID_BATTLE_ROYALE_40","DefaultShowdown",,,,"DuoShowdown","Survival_28","Gavyn1114",,,,,,,,,,,,
"Survival29","true","TID_BATTLE_ROYALE_43","DefaultShowdown",,,,"Showdown","Survival_29","OwenReds",,,,,,,,,,,,
"SurvivalTeam29","true","TID_BATTLE_ROYALE_43","DefaultShowdown",,,,"DuoShowdown","Survival_29","OwenReds",,,,,,,,,,,,
"Survival30",,"TID_BATTLE_ROYALE_34","RobotFactoryShowdown",,,,"Showdown","Survival_30","Cloudy",,,,,,,,,,,,
"SurvivalTeam30",,"TID_BATTLE_ROYALE_34","RobotFactoryShowdown",,,,"DuoShowdown","Survival_30","Cloudy",,,,,,,,,,,,
"Survival31","true","TID_BATTLE_ROYALE_37","DefaultShowdown",,,,"Showdown","Survival_31","Binnyboy",,,,,,,,,,,,
"SurvivalTeam31","true","TID_BATTLE_ROYALE_37","DefaultShowdown",,,,"DuoShowdown","Survival_31","Binnyboy",,,,,,,,,,,,
"Survival32","true","TID_BATTLE_ROYALE_38","DefaultShowdown",,,,"Showdown","Survival_32","gradient33",,,,,,,,,,,,
"SurvivalTeam32","true","TID_BATTLE_ROYALE_38","DefaultShowdown",,,,"DuoShowdown","Survival_32","gradient33",,,,,,,,,,,,
"Survival33","true","TID_GOLDRUSH_46","DefaultShowdown",,,,"Showdown","Survival_33","Mordeus",,,,,,,,,,,,
"SurvivalTeam33","true","TID_GOLDRUSH_46","DefaultShowdown",,,,"DuoShowdown","Survival_33","Mordeus",,,,,,,,,,,,
"Ball19","true","TID_BALL_8","GrassfieldBeachBall",,,,"BrawlBall","Laserball_19",,,,,,,,,,,,,
"Ball20","true","TID_BALL_9","GrassfieldBeachBall",,,,"BrawlBall","Laserball_20",,,,,,,,,,,,,
"Ball21","true","TID_BALL_10","GrassfieldBeachBall",,,,"BrawlBall","Laserball_21",,,,,,,,,,,,,
"Ball22","true","TID_BALL_11","GrassfieldBeachBall",,,,"BrawlBall","Laserball_22",,,,,,,,,,,,,
"Ball23","true","TID_BALL_12","GrassfieldBeachBall",,,,"BrawlBall","Laserball_23",,,,,,,,,,,,,
"Ball24","true","TID_BALL_13","GrassfieldBeachBall",,,,"BrawlBall","Laserball_24",,,,,,,,,,,,,
"Ball25","true","TID_BALL_16","GrassfieldBeachBall",,,,"BrawlBall","Laserball_25",,,,,,,,,,,,,
"Graves8","true","TID_BATTLE_ROYALE_6","DefaultShowdown",,,,"Showdown","Survival_6",,,,,,,,,,,,,
"GravesTeam8","true","TID_BATTLE_ROYALE_6","DefaultShowdown",,,,"DuoShowdown","Survival_6",,,,,,,,,,,,,
"KingOfHill1","true","TID_KING_OF_HILL_9","Default",,,,"KingOfHill","KingOfHill_1",,"true",,,,,,,,,,,
"KingOfHill2","true","TID_KING_OF_HILL_11","Default",,,,"KingOfHill","KingOfHill_2",,,,,,,,,,,,,
"KingOfHill3","true","TID_KING_OF_HILL_3","Default",,,,"KingOfHill","KingOfHill_3","Mordeus",,,,,,,,,,,,
"KingOfHill4","true","TID_KING_OF_HILL_4","Default",,,,"KingOfHill","KingOfHill_4","Mordeus",,,,,,,,,,,,
"KingOfHill5","true","TID_KING_OF_HILL_5","Default",,,,"KingOfHill","KingOfHill_5","Mordeus","true",,,,,,,,,,,
"KingOfHill6","true","TID_KING_OF_HILL_6","Default",,,,"KingOfHill","KingOfHill_6","Mordeus",,,,,,,,,,,,
"KingOfHill7","true","TID_KING_OF_HILL_7","Default",,,,"KingOfHill","KingOfHill_7","Mordeus",,,,,,,,,,,,
"Ball26",,"TID_BALL_30","Grassfield",,,,"BrawlBall","Laserball_26","Hypahn",,,,,,,,,,,,
"Ball27","true","TID_BALL_31","Grassfield",,,,"BrawlBall","Laserball_27","DustyBud",,,,,,,,,,,,
"Ball28","true","TID_BALL_32","GrassfieldBeachBall",,,,"BrawlBall","Laserball_28","S3nNy ツ",,,,,,,,,,,,
"Ball29","true","TID_BALL_33","Grassfield",,,,"BrawlBall","Laserball_29","brawl123456789",,,,,,,,,,,,
"Ball30","true","TID_BALL_34","GrassfieldBeachBall",,,,"BrawlBall","Laserball_30","Cloudy",,,,,,,,,,,,
"Survival34","true","TID_BATTLE_ROYALE_44","DefaultShowdown",,,,"Showdown","Survival_34","Mordeus",,,,,,,,,,,,
"SurvivalTeam34","true","TID_BATTLE_ROYALE_44","DefaultShowdown",,,,"DuoShowdown","Survival_34","Mordeus",,,,,,,,,,,,
"Ball6_PSG","true","TID_BALL_6","Grassfield",,,,"BrawlBall","Laserball_6","Mordeus",,,,,,,,,,,,
"Ball9_PSG","true","TID_BALL_15","Grassfield",,,,"BrawlBall","Laserball_9","Mordeus",,,,,,,,,,,,
"Ball26_PSG","true","TID_BALL_30","Grassfield",,,,"BrawlBall","Laserball_26","Hypahn",,,,,,,,,,,,
"Siege15","true","TID_ROBO_WARS_15","Scrapyard",,,,"Siege","Siege_15","ChichoRD",,,,,,,,,,,,
"Siege16","true","TID_ROBO_WARS_16","Scrapyard",,,,"Siege","Siege_16","Joop",,,,,,,,,,,,
"Siege17","true","TID_ROBO_WARS_17","Scrapyard",,,,"Siege","Siege_17","OliveOil",,,,,,,,,,,,
"Wanted27","true","TID_WANTED_27","Default",,,,"Bounty","Wanted_27","DustyBud",,,,,,,,,,,,
"Wanted28","true","TID_WANTED_28","Default",,,,"Bounty","Wanted_28","tentien",,,,,,,,,,,,
"Heist27","true","TID_BANKHEIST_27","Default",,,,"Heist","Bankheist_27","Chief Pekka",,,,,,,,,,,,
"Heist28","true","TID_BANKHEIST_28","Default",,,,"Heist","Bankheist_28","ChichoRD",,,,,,,,,,,,
"Raid_TownCrush1","true","TID_RAID_TOWN_CRUSH_1","Default",,,,"BossFight_TownCrush","RaidTownCrush_1",,,,,,,,,,,,,
"Survival45","true","TID_BATTLE_ROYALE_45","DefaultShowdown",,,,"Showdown","Survival_45","PEACH",,,,,,,,,,,,
"SurvivalTeam45","true","TID_BATTLE_ROYALE_45","DefaultShowdown",,,,"DuoShowdown","Survival_45","PEACH",,,,,,,,,,,,
"Survival47","true","TID_BATTLE_ROYALE_47","DefaultShowdown",,,,"Showdown","Survival_47","❤❤❤",,,,,,,,,,,,
"SurvivalTeam47","true","TID_BATTLE_ROYALE_47","DefaultShowdown",,,,"DuoShowdown","Survival_47","❤❤❤",,,,,,,,,,,,
"Survival49","true","TID_BATTLE_ROYALE_49","DefaultShowdown",,,,"Showdown","Survival_49","iLast",,,,,,,,,,,,
"SurvivalTeam49","true","TID_BATTLE_ROYALE_49","DefaultShowdown",,,,"DuoShowdown","Survival_49","iLast",,,,,,,,,,,,
"Survival50","true","TID_BATTLE_ROYALE_50","DefaultShowdown",,,,"Showdown","Survival_50","Granny Smith",,,,,,,,,,,,
"SurvivalTeam50","true","TID_BATTLE_ROYALE_50","DefaultShowdown",,,,"DuoShowdown","Survival_50","Granny Smith",,,,,,,,,,,,
"Survival51","true","TID_BATTLE_ROYALE_51","DefaultShowdown",,,,"Showdown","Survival_51","Binnyboy",,,,,,,,,,,,
"SurvivalTeam51","true","TID_BATTLE_ROYALE_51","DefaultShowdown",,,,"DuoShowdown","Survival_51","Binnyboy",,,,,,,,,,,,
"Survival52","true","TID_BATTLE_ROYALE_52","DefaultShowdown",,,,"Showdown","Survival_52","kawaiishark",,,,,,,,,,,,
"SurvivalTeam52","true","TID_BATTLE_ROYALE_52","DefaultShowdown",,,,"DuoShowdown","Survival_52","kawaiishark",,,,,,,,,,,,
"Survival53","true","TID_BATTLE_ROYALE_53","DefaultShowdown",,,,"Showdown","Survival_53","BubbyDraggo",,,,,,,,,,,,
"SurvivalTeam53","true","TID_BATTLE_ROYALE_53","DefaultShowdown",,,,"DuoShowdown","Survival_53","BubbyDraggo",,,,,,,,,,,,
"Survival54","true","TID_GOLDRUSH_46","DefaultShowdown",,,,"Showdown","Survival_54","Mordeus",,,,,,,,,,,,
"SurvivalTeam54","true","TID_GOLDRUSH_46","DefaultShowdown",,,,"DuoShowdown","Survival_54","Mordeus",,,,,,,,,,,,
"Survival48","true","TID_BATTLE_ROYALE_46","DefaultShowdown",,,,"Showdown","Survival_46","Nita!",,,,,,,,,,,,
"SurvivalTeam48","true","TID_BATTLE_ROYALE_46","DefaultShowdown",,,,"DuoShowdown","Survival_46","Nita!",,,,,,,,,,,,
"KingOfHill8","true","TID_GOLDRUSH_XMAS_3","Default",,,,"KingOfHill","KingOfHill_8",,,,,,,,,,,,,
"KingOfHill9","true","TID_GOLDRUSH_55","Default",,,,"KingOfHill","KingOfHill_9",,,,,,,,,,,,,
"KingOfHill10","true","TID_KING_OF_HILL_28","Default",,,,"KingOfHill","KingOfHill_10","Collab❤",,,,,,,,,,,,
"KingOfHill11","true","TID_KING_OF_HILL_18","Default",,,,"KingOfHill","KingOfHill_11","Mordeus",,,,,,,,,,,,
"KingOfHill12","true","TID_KING_OF_HILL_22","Default",,,,"KingOfHill","KingOfHill_12","Mordeus",,,,,,,,,,,,
"KingOfHill13","true","TID_KING_OF_HILL_23","Mine",,,,"KingOfHill","KingOfHill_13","Mordeus","true",,,,,,,,,,,
"KingOfHill14","true","TID_KING_OF_HILL_20","Default",,,,"KingOfHill","KingOfHill_14","Mordeus","true",,,,,,,,,,,
"Wanted29","true","TID_GOLDRUSH_63","Default",,,,"Bounty","Wanted_29","Frank™",,,,,,,,,,,,
"Gemgrab32","true","TID_GOLDRUSH_32T","Default",,,,"GemGrab","Gemgrab_32",,,,,,,,,,,,,
"Gemgrab33","true","TID_GOLDRUSH_33T","Default",,,,"GemGrab","Gemgrab_33",,,,,,,,,,,,,
"Gemgrab34","true","TID_GOLDRUSH_34T","Default",,,,"GemGrab","Gemgrab_34",,,,,,,,,,,,,
"KingOfHill15","true","TID_KING_OF_HILL_15F","Default",,,,"KingOfHill","KingOfHill_15F",,,,,,,,,,,,,
"KingOfHill16",,"TID_KING_OF_HILL_16F","StarrToonsStudio",,,,"KingOfHill","KingOfHill_16F",,"true",,,,,,,,,,,
"Wanted30","true","TID_WANTED_30T","Default",,,,"Bounty","Wanted_30",,,,,,,,,,,,,
"Heist29","true","TID_BANKHEIST_29T","Default",,,,"Heist","Bankheist_29",,,,,,,,,,,,,
"KingOfHill17","true","TID_KING_OF_HILL_30","Default",,,,"KingOfHill","KingOfHill_17",,,,,,,,,,,,,
"KingOfHill18","true","TID_KING_OF_HILL_31","Default",,,,"KingOfHill","KingOfHill_18",,,,,,,,,,,,,
"PlayerMapTemplate","true","TID_GOLDRUSH_1","Default",,,,"GemGrab","Gemgrab_1",,,,,,,,,,,,,
"KingOfHill20","true","TID_KING_OF_HILL_20F","Default",,,,"KingOfHill","KingOfHill_20F",,"true",,,,,,,,,,,
"Graves9","true","TID_BATTLE_ROYALE_47","DefaultShowdown",,,,"Showdown","Survival_47","❤❤❤",,,,,,,,,,,,
"GravesTeam9","true","TID_BATTLE_ROYALE_47","DefaultShowdown",,,,"DuoShowdown","Survival_47","❤❤❤",,,,,,,,,,,,
"Graves10","true","TID_BATTLE_ROYALE_49","DefaultShowdown",,,,"Showdown","Survival_49","iLast",,,,,,,,,,,,
"GravesTeam10","true","TID_BATTLE_ROYALE_49","DefaultShowdown",,,,"DuoShowdown","Survival_49","iLast",,,,,,,,,,,,
"Graves11","true","TID_BATTLE_ROYALE_50","DefaultShowdown",,,,"Showdown","Survival_50","Granny Smith",,,,,,,,,,,,
"GravesTeam11","true","TID_BATTLE_ROYALE_50","DefaultShowdown",,,,"DuoShowdown","Survival_50","Granny Smith",,,,,,,,,,,,
"Graves12","true","TID_BATTLE_ROYALE_51","DefaultShowdown",,,,"Showdown","Survival_51","Binnyboy",,,,,,,,,,,,
"GravesTeam12","true","TID_BATTLE_ROYALE_51","DefaultShowdown",,,,"DuoShowdown","Survival_51","Binnyboy",,,,,,,,,,,,
"Graves13","true","TID_BATTLE_ROYALE_52","DefaultShowdown",,,,"Showdown","Survival_52","kawaiishark",,,,,,,,,,,,
"GravesTeam13","true","TID_BATTLE_ROYALE_52","DefaultShowdown",,,,"DuoShowdown","Survival_52","kawaiishark",,,,,,,,,,,,
"Graves14","true","TID_BATTLE_ROYALE_53","DefaultShowdown",,,,"Showdown","Survival_53","BubbyDraggo",,,,,,,,,,,,
"GravesTeam14","true","TID_BATTLE_ROYALE_53","DefaultShowdown",,,,"DuoShowdown","Survival_53","BubbyDraggo",,,,,,,,,,,,
"Graves15","true","TID_BATTLE_ROYALE_46","DefaultShowdown",,,,"Showdown","Survival_46","Nita!",,,,,,,,,,,,
"GravesTeam15","true","TID_BATTLE_ROYALE_46","DefaultShowdown",,,,"DuoShowdown","Survival_46","Nita!",,,,,,,,,,,,
"Coop5","true","TID_COOP_7","DefaultShowdown",,,,"RoboRumble","Coop_5",,,,,,,,,,,,,
"Coop6","true","TID_COOP_8","DefaultShowdown",,,,"RoboRumble","Coop_6",,,,,,,,,,,,,
"BossFight5","true","TID_BOSS_8","Default",,,,"BigGame","BossFight_5",,"false",,,,,,,,,,,
"BossFight6","true","TID_BOSS_7","Default",,,,"BigGame","BossFight_6",,"false",,,,,,,,,,,
"Raid5","true","TID_RAID_4","DefaultShowdown",,,,"BossFight","Raid_5",,,,,,,,,,,,,
"Raid6","true","TID_RAID_5","DefaultShowdown",,,,"BossFight","Raid_6",,,,,,,,,,,,,
"Gemgrab35","true","TID_GOLDRUSH_35C","Default",,,,"GemGrab","Gemgrab_35","*.+Ľûpųş+.*",,,,,,,,,,,,
"CaptureTheFlag9","true","TID_TROPHYTHIEVES_08","Default",,,,"CTF","CaptureTheFlag_9",,,,,,,,,,,,,
"CaptureTheFlag10","true","TID_TROPHYTHIEVES_09","Default",,,,"CTF","CaptureTheFlag_10",,,,,,,,,,,,,
"CaptureTheFlag11","true","TID_TROPHYTHIEVES_10","Default",,,,"CTF","CaptureTheFlag_11",,,,,,,,,,,,,
"CaptureTheFlag12","true","TID_TROPHYTHIEVES_11","Default",,,,"CTF","CaptureTheFlag_12","Mordeus",,,,,,,,,,,,
"CaptureTheFlag13","true","TID_TROPHYTHIEVES_12","Default",,,,"CTF","CaptureTheFlag_13","Mordeus",,,,,,,,,,,,
"CaptureTheFlag14","true","TID_TROPHYTHIEVES_13","Default",,,,"CTF","CaptureTheFlag_14","Mordeus",,,,,,,,,,,,
"CaptureTheFlag15","true","TID_TROPHYTHIEVES_14","Default",,,,"CTF","CaptureTheFlag_15",,,,,,,,,,,,,
"Siege19","true","TID_JAN2021MAPS_21","Scrapyard",,,,"Siege","Siege_19","Q16D (aka Świerszczu)",,,,,,,,,,,,
"Wanted20","true","TID_JAN2021MAPS_22","Default",,,,"Bounty","Wanted_20","AJ ( ˘ ³˘)",,,,,,,,,,,,
"Ball31",,"TID_JAN2021MAPS_5","Grassfield",,,,"BrawlBall","Laserball_31","McBastos",,,,,,,,,,,,
"Ball32",,"TID_JAN2021MAPS_2","Grassfield",,,,"BrawlBall","Laserball_32","⚡MićoGamer⚡",,,,,,,,,,,,
"Ball33","true","TID_JAN2021MAPS_6","Grassfield",,,,"BrawlBall","Laserball_33","No i Wont",,,,,,,,,,,,
"Ball34","true","TID_JAN2021MAPS_31","GrassfieldBeachBall",,,,"BrawlBall","Laserball_34","Mordeus",,,,,,,,,,,,
"Ball35","true","TID_JAN2021MAPS_7","Grassfield",,,,"BrawlBall","Laserball_35","Frep",,,,,,,,,,,,
"Ball36","true","TID_JAN2021MAPS_8","Grassfield",,,,"BrawlBall","Laserball_36","Ellisimo",,,,,,,,,,,,
"Gemgrab36","true","TID_JAN2021MAPS_4","Default",,,,"GemGrab","Gemgrab_36","TR | Miqu3",,,,,,,,,,,,
"Gemgrab37",,"TID_JAN2021MAPS_3","StarrToonsStudio",,,,"GemGrab","Gemgrab_37","BK|PoneySwagg",,,,,,,,,,,,
"Gemgrab38","true","TID_JAN2021MAPS_17","Default",,,,"GemGrab","Gemgrab_38","RealCanadian",,,,,,,,,,,,
"Heist21","true","TID_JAN2021MAPS_19","Default",,,,"Heist","Bankheist_21","FeFaLah",,,,,,,,,,,,
"Heist22","true","TID_JAN2021MAPS_20","Default",,,,"Heist","Bankheist_22","BiohazarD","true",,,,,,,,,,,
"KingOfHill21","true","TID_JAN2021MAPS_15","Default",,,,"KingOfHill","KingOfHill_21","TooManyPelican",,,,,,,,,,,,
"KingOfHill22","true","TID_JAN2021MAPS_9","Default",,,,"KingOfHill","KingOfHill_22","TCGLLight",,,,,,,,,,,,
"KingOfHill23","true","TID_JAN2021MAPS_10","Default",,,,"KingOfHill","KingOfHill_23","LynxRo",,,,,,,,,,,,
"KingOfHill24","true","TID_JAN2021MAPS_32","Default",,,,"KingOfHill","KingOfHill_24","captaincto",,,,,,,,,,,,
"Survival55",,"TID_JAN2021MAPS_33","DefaultShowdown",,,,"Showdown","Survival_55","AmirKaka",,,,,,,,,,,,
"SurvivalTeam55",,"TID_JAN2021MAPS_33","DefaultShowdown",,,,"DuoShowdown","Survival_55","AmirKaka",,,,,,,,,,,,
"ProtectKing1","true","MAP 1","Default",,,,"ProtectKing","Wanted_17",,,,,,,,,,,,,
"ProtectKing2","true","MAP 2","Default",,,,"ProtectKing","KingOfHill_1",,,,,,,,,,,,,
"ProtectKing3","true","MAP 3","Default",,,,"ProtectKing","KingOfHill_3",,,,,,,,,,,,,
"ProtectKing4","true","MAP 4","Default",,,,"ProtectKing","Gemgrab_4",,,,,,,,,,,,,
"ProtectKing5","true","MAP 5","Default",,,,"ProtectKing","Wanted_9",,,,,,,,,,,,,
"ProtectKing6","true","MAP 6","Default",,,,"ProtectKing","Gemgrab_7",,,,,,,,,,,,,
"Knockout1","true","TID_KNOCKOUT_01","Default",,,,"Knockout","Knockout_1",,,,,,,,,,,,,
"Knockout2","true","TID_KNOCKOUT_02","Default",,,,"Knockout","Knockout_2",,,,,,,,,,,,,
"Knockout3","true","TID_KNOCKOUT_03","Default",,,,"Knockout","Knockout_3",,,,,,,,,,,,,
"Knockout4","true","TID_KNOCKOUT_04","Default",,,,"Knockout","Knockout_4",,,,,,,,,,,,,
"Knockout5","true","TID_KNOCKOUT_05","Default",,,,"Knockout","Knockout_5",,,,,,,,,,,,,
"Knockout6","true","TID_KNOCKOUT_06","Default",,,,"Knockout","Knockout_6",,,,,,,,,,,,,
"Knockout7","true","TID_KNOCKOUT_07","Default",,,,"Knockout","Knockout_7",,,,,,,,,,,,,
"Knockout8",,"TID_MAR2021MAPS_14","RobotFactory",,,,"Knockout","Knockout_8",,"true",,,,,,,,,,,
"Knockout9",,"TID_MAR2021MAPS_10","StarrToonsStudio",,,,"Knockout","Knockout_9",,"true",,,,,,,,,,,
"Knockout10","true","TID_MAR2021MAPS_8","Default",,,,"Knockout","Knockout_10",,,,,,,,,,,,,
"HoldTheBall6","true","TID_HOLDTROPHY_06","Default",,,,"HoldTheBall","Dribble_06",,,,,,,,,,,,,
"HoldTheBall7","true","TID_HOLDTROPHY_07","Default",,,,"HoldTheBall","Dribble_07",,,,,,,,,,,,,
"HoldTheBall8","true","TID_HOLDTROPHY_08","Default",,,,"HoldTheBall","Dribble_08",,,,,,,,,,,,,
"HoldTheBall9","true","TID_HOLDTROPHY_09","Default",,,,"HoldTheBall","Dribble_09",,,,,,,,,,,,,
"HoldTheBall10","true","TID_HOLDTROPHY_10","Default",,,,"HoldTheBall","Dribble_10",,,,,,,,,,,,,
"HoldTheBall11","true","TID_HOLDTROPHY_11","Default",,,,"HoldTheBall","Dribble_11",,,,,,,,,,,,,
"HoldTheBall12","true","TID_HOLDTROPHY_05","Default",,,,"HoldTheBall","Dribble_12",,,,,,,,,,,,,
"VolleyBrawl1","true","TID_VOLLEY_01","StuntShowVolley",,,,"VolleyBrawl","VolleyBrawl_1",,,,,,,,,,,,,
"VolleyBrawl2","true","TID_VOLLEY_02","StuntShowVolley",,,,"VolleyBrawl","VolleyBrawl_2",,,,,,,,,,,,,
"VolleyBrawl3","true","TID_VOLLEY_03","Grassfield",,,,"VolleyBrawl","VolleyBrawl_3",,,,,,,,,,,,,
"VolleyBrawl4","true","TID_VOLLEY_04","StuntShowVolley",,,,"VolleyBrawl","VolleyBrawl_4",,,,,,,,,,,,,
"VolleyBrawl5","true","TID_VOLLEY_05","Grassfield",,,,"VolleyBrawl","VolleyBrawl_5",,,,,,,,,,,,,
"VolleyBrawl6","true","TID_VOLLEY_06","StuntShowVolley",,,,"VolleyBrawl","VolleyBrawl_6",,,,,,,,,,,,,
"VolleyBrawl7","true","TID_VOLLEY_07","Grassfield",,,,"VolleyBrawl","VolleyBrawl_7",,,,,,,,,,,,,
"BasketBrawl1","true","TID_BASKET_01","Rooftop",,,,"BasketBrawl","BasketBrawl_1",,,,,,,,,,,,,
"BasketBrawl2","true","TID_BASKET_02","Rooftop",,,,"BasketBrawl","BasketBrawl_2",,,,,,,,,,,,,
"BasketBrawl3","true","TID_BASKET_03","Rooftop",,,,"BasketBrawl","BasketBrawl_3",,,,,,,,,,,,,
"BasketBrawl4","true","TID_BASKET_04","Rooftop",,,,"BasketBrawl","BasketBrawl_4",,,,,,,,,,,,,
"BasketBrawl5","true","TID_BASKET_05","Rooftop",,,,"BasketBrawl","BasketBrawl_5",,,,,,,,,,,,,
"BasketBrawl6","true","TID_BASKET_06","Rooftop",,,,"BasketBrawl","BasketBrawl_6",,,,,,,,,,,,,
"BasketBrawl7","true","TID_BASKET_07","Rooftop",,,,"BasketBrawl","BasketBrawl_7",,,,,,,,,,,,,
"Survival56","true","TID_SD_JUNE21_1","DefaultShowdown",,,,"Showdown","Survival_56","Mordeus",,,,,,,,,,,,
"SurvivalTeam56","true","TID_SD_JUNE21_1","DefaultShowdown",,,,"DuoShowdown","Survival_56","Mordeus",,,,,,,,,,,,
"Survival58","true","TID_SD_JUNE21_3","DefaultShowdown",,,,"Showdown","Survival_58","DarkKnight",,,,,,,,,,,,
"SurvivalTeam58","true","TID_SD_JUNE21_3","DefaultShowdown",,,,"DuoShowdown","Survival_58","DarkKnight",,,,,,,,,,,,
"Survival59","true","TID_SD_JUNE21_4","DefaultShowdown",,,,"Showdown","Survival_59","nitis",,,,,,,,,,,,
"SurvivalTeam59","true","TID_SD_JUNE21_4","DefaultShowdown",,,,"DuoShowdown","Survival_59","nitis",,,,,,,,,,,,
"Survival60","true","TID_SD_JUNE21_5","DefaultShowdown",,,,"Showdown","Survival_60","Vortex12",,,,,,,,,,,,
"SurvivalTeam60","true","TID_SD_JUNE21_5","DefaultShowdown",,,,"DuoShowdown","Survival_60","Vortex12",,,,,,,,,,,,
"Survival61","true","TID_SD_JUNE21_6","DefaultShowdown",,,,"Showdown","Survival_61",,,,,,,,,,,,,
"SurvivalTeam61","true","TID_SD_JUNE21_6","DefaultShowdown",,,,"DuoShowdown","Survival_61",,,,,,,,,,,,,
"Survival62","true","JUNEMAP7_PLACEHOLDER","DefaultShowdown",,,,"Showdown","Survival_62",,,,,,,,,,,,,
"SurvivalTeam62","true","JUNEMAP7_PLACEHOLDER","DefaultShowdown",,,,"DuoShowdown","Survival_62",,,,,,,,,,,,,
"Gemgrab39","true","TID_GG_JUNE21_1","Default",,,,"GemGrab","Gemgrab_39","PhotonWinz",,,,,,,,,,,,
"Gemgrab40","true","TID_GG_JUNE21_2","Default",,,,"GemGrab","Gemgrab_40","Pufferfish",,,,,,,,,,,,
"Gemgrab41","true","TID_GG_JUNE21_3","Default",,,,"GemGrab","Gemgrab_41","Imfernol",,,,,,,,,,,,
"Gemgrab42","true","TID_GG_JUNE21_4","Default",,,,"GemGrab","Gemgrab_42","Goomy4",,,,,,,,,,,,
"Gemgrab43","true","TID_GG_JUNE21_5","Default",,,,"GemGrab","Gemgrab_43",,,,,,,,,,,,,
"Gemgrab44","true","JUNEMAP6_PLACEHOLDER","Default",,,,"GemGrab","Gemgrab_44",,,,,,,,,,,,,
"Ball37","true","TID_BB_JUNE21_1","Grassfield",,,,"BrawlBall","Laserball_37","OwenReds",,,,,,,,,,,,
"Ball38","true","TID_BB_JUNE21_2","Grassfield",,,,"BrawlBall","Laserball_38","Ellisimo",,,,,,,,,,,,
"Ball39",,"TID_BB_JUNE21_3","Grassfield",,,,"BrawlBall","Laserball_39","Cloudy",,,,,,,,,,,,
"Ball40","true","TID_BB_JUNE21_4","Grassfield",,,,"BrawlBall","Laserball_40","Galactic",,,,,,,,,,,,
"Ball41","true","TID_BB_JUNE21_5","Grassfield",,,,"BrawlBall","Laserball_41","amazingSuper",,,,,,,,,,,,
"Ball42","true","JUNEMAP6_PLACEHOLDER","Grassfield",,,,"BrawlBall","Laserball_42",,,,,,,,,,,,,
"Ball43","true","JUNEMAP7_PLACEHOLDER","Grassfield",,,,"BrawlBall","Laserball_43",,,,,,,,,,,,,
"Heist23","true","TID_HEIST_JUNE21_1","Default",,,,"Heist","Bankheist_23","STB",,,,,,,,,,,,
"Heist24","true","TID_HEIST_JUNE21_2","Default",,,,"Heist","Bankheist_24","DarkKnight",,,,,,,,,,,,
"Heist25","true","TID_HEIST_JUNE21_3","Default",,,,"Heist","Bankheist_25","DarkAngel_821",,,,,,,,,,,,
"Heist26","true","JUNEMAP4_PLACEHOLDER","Default",,,,"Heist","Bankheist_26",,,,,,,,,,,,,
"KingOfHill25","true","TID_HZ_JUNE21_1","Default",,,,"KingOfHill","KingOfHill_25","Koolreaper",,,,,,,,,,,,
"KingOfHill26","true","TID_HZ_JUNE21_2","Default",,,,"KingOfHill","KingOfHill_26","RealCanadian ;D",,,,,,,,,,,,
"KingOfHill27","true","TID_HZ_JUNE21_3","Default",,,,"KingOfHill","KingOfHill_27","Sarangwon",,,,,,,,,,,,
"KingOfHill28","true","JUNEMAP4_PLACEHOLDER","Default",,,,"KingOfHill","KingOfHill_28",,,,,,,,,,,,,
