"TID","TR"
"TID_TEAM_ERROR_7","Atıldıktan sonra takıma katılamazsın."
"TID_TEAM_ERROR_8","Taraf ayarlarını gözden geçirin. Taraflarda 3'ten fazla oyuncu olamaz."
"TID_TEAM_ERROR_10","Takım oluşturulamıyor. Zaten bir takımdasın."
"TID_TEAM_ERROR_11","Takım oluşturulamıyor. Etkinlik sona erdi."
"TID_TEAM_ERROR_12","Süresi dolmuş bir takıma katılamazsın."
"TID_TEAM_ERROR_14","Takım oluşturulamıyor. Bu etkinlik, takım oyununa uygun değil."
"TID_TEAM_ERROR_15","Takıma katılamadın. Bu takım senin bölgende değil."
"TID_TEAM_ERROR_17","Oyun başlatılamıyor. Aynı savaşçıdan birden fazla olamaz."
"TID_TEAM_ERROR_18","Oyun başlatılamıyor. Oyun için bakım gerçekleştirilecek."
"TID_TEAM_ERROR_19","Takımı oluşturan kişi çevrimiçiyken takımdan atılamaz."
"TID_TEAM_ERROR_20","Harita değiştirilemiyor. Bu harita için çok fazla oyuncu var."
"TID_TEAM_ERROR_21","Oyun başlatılamıyor. Yeterli bilet yok."
"TID_TEAM_ERROR_22","Harita değiştirilemiyor. Çok fazla oyuncu var."
"TID_TEAM_ERROR_24","Davet edilemedi. Arkadaş bulunamıyor."
"TID_TEAM_ERROR_25","Davet edilemedi. Takım dolu."
"TID_TEAM_ERROR_26","Davet reddedildi."
"TID_TEAM_ERROR_27","Davet edilemedi. Oyuncu şu anda takım davetlerini kabul etmiyor."
"TID_TEAM_ERROR_28","Davet edilemedi. Oyuncu çevrimdışı oldu."
"TID_TEAM_ERROR_29","Davet edilemedi. Oyuncu zaten bir takımda."
"TID_TEAM_ERROR_30","Bekleyen bir davet olduğundan oyun başlatılamıyor."
"TID_TEAM_ERROR_31","Bekleyen bir davet varken etkinlik değiştirilemez."
"TID_TEAM_ERROR_32","Takımda bu oyun modu için fazla üye var."
"TID_TEAM_ERROR_33","Bu oyun modu takım olarak oynanamaz."
"TID_TEAM_ERROR_34","Son boss'u zaten yendin."
"TID_TEAM_ERROR_40","Takıma katılma isteği beklemede."
"TID_TEAM_ERROR_41","Takıma katılma isteği reddedildi."
"TID_TEAM_ERROR_42","Takıma katılma isteği gönderilemedi. Takım bulunamıyor."
"TID_TEAM_ERROR_43","Takıma katılma isteği alıcısı artık bir takımda değil."
"TID_TEAM_ERROR_44","Takıma katılma isteği alıcısı çevrimdışı."
"TID_TEAM_ERROR_45","Takıma katılma isteği gönderilemedi. Takım dolu."
"TID_TEAM_ERROR_46","Takıma katılma isteği alıcısı seni sessize aldı."
"TID_TEAM_ERROR_47","Takıma katılma isteği gönderilemedi. Katılma isteklerini yalnızca dostluk maçını oluşturan kişi kabul edebilir."
"TID_SELECT_LOCATION_TITLE","HARİTA SEÇ"
"TID_SELECT_LOCATION_LOCATIONS","DOSTLUK SAVAŞI"
"TID_SELECT_LOCATION_EVENTS","DERECELİ SAVAŞ"
"TID_TEAM_SEARCH_INVALID_CODE","Takım kodu geçersiz. Kodun doğru olup olmadığını kontrol edin."
"TID_TEAM_LEAVE","ÇIK"
"TID_TEAM_JOIN","TAKIMA KATIL"
"TID_TEAM_READY_BUTTON_LABEL","HAZIRIM"
"TID_TEAM_CANCEL_READY","İptal"
"TID_TEAM_QUIT","ÇIKIŞ"
"TID_TEAM_TEAMCODE","Takım kodu"
"TID_TEAM_TEAMCODE_DESC","Arkadaşların bu kodu kullanarak takıma erişebilir."
"TID_TEAM_WAITING_FOR_PLAYER","Takım koduyla davet et"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","DAVET ET"
"TID_TEAMCREATE_EVENT","Harita"
"TID_TEAM_KICK","At"
"TID_TEAM_PROFILE","Profil"
"TID_TEAM_SWAP","Taraf Değiştir"
"TID_TEAM_SWAP_HERE","Buraya Geç"
"TID_TEAM_CREATOR_ONLY_FEATURE","Yalnızca takımı oluşturan kullanabilir."
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Sadece takımı oluşturan oyuncu etkinliği değiştirebilir."
"TID_TEAM_PROFILE_BLOCKED","Hazır durumdayken görüntülenemez"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Hazır durumdayken kullanılamaz"
"TID_TEAM_PRACTISE_BUTTON_LABEL","ALIŞTIRMA"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","Botlara karşı"
"TID_TEAM_LOOT_UNLOCKS","ÖDÜLLER"
"TID_BONUS_REWARD","3 zafer için bonus ödül:"
"TID_BONUS_REWARD_COLLECTED","Bonus ödül alındı"
"TID_INFO_SERVER_ERROR_TITLE","Sunucu hatası"
"TID_INFO_SERVER_ERROR_BUTTON","Oyunu yeniden yükle"
"TID_RARITY_NAME_0","Kupa Yolu Ödülü"
"TID_RARITY_NAME_1","Ender"
"TID_RARITY_NAME_2","Süper Ender"
"TID_RARITY_NAME_3","Destansı"
"TID_RARITY_NAME_4","Gizemli"
"TID_RARITY_NAME_5","Efsanevi"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RÜTBE ATLADIN!"
"TID_RANK_UP_POPUP_REWARD_BONUS","RÜTBE ARTIŞ BONUSU"
"TID_RANK_UP_POPUP_RANK","RÜTBE: <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Ad çok kısa!"
"TID_NAME_FAILED_PROFANITIES","Ad kabul edilmedi!"
"TID_NAME_FAILED","Ad kabul edilmedi!"
"TID_EVENT_STARTED","Yeni <GAMEMODE> haritası açıldı! Yeni ödüller geldi!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Oyuncular oyunculara karşı</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Oyuncular botlara karşı</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Botlara karşı tek</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Oyuncular oyunculara karşı</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Botlara karşı tek</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Dostluk savaşlarında tüm savaşçılar maksimum seviyededir</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Güç Puanlarını Almak İçin"
"TID_SELECT_HERO_POW_INFO_TITLE","GÜÇ PUANI ÖDÜLÜ"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","GÜÇ PUANI SATIN ALIMI"
"TID_SELECT_HERO_POW_INFO_BODY","GÜÇ PUANI ALMAK İÇİN\nBİR SAVAŞÇI SEÇ"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Bu savaşçı zaten maksimum güç puanına sahip."
"TID_NAVI_1","Dükkan"
"TID_NAVI_2","Haberler"
"TID_NAVI_3","Savaş"
"TID_NAVI_4","Savaşçılar"
"TID_NAVI_5","Kulüp"
"TID_NAVI_6","Profil"
"TID_NAVI_7","Arkadaşlar"
"TID_LEADERBOARD_TITLE","LİDERLİK TABLOLARI"
"TID_LEADERBOARD_TAB_TOTAL","TOPLAM\nKUPA"
"TID_LEADERBOARD_TAB_HEROES","SAVAŞÇILAR"
"TID_LEADERBOARD_TAB_CLANS","KULÜPLER"
"TID_LEADERBOARD_TAB_FRIENDS","ARKADAŞLAR"
"TID_LEADERBOARD_SUBTITLE_1","EN İYİ OYUNCULAR"
"TID_LEADERBOARD_SUBTITLE_2","EN İYİ KULÜPLER"
"TID_LEADERBOARD_SUBTITLE_0","EN İYİ <HERO> OYUNCULAR"
"TID_BATTLE_MAIN_NEXT_REWARD","Sonraki ödül: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Yeni harita: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> toplandı"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Savaş kutusu almak için 100 jeton toplamalısın!"
"TID_GATCHA_INFO","<c0000ff>Savaş Kutuları</c>\n\nSavaş kutularında savaşçı, güç puanı, altın ve jeton katlayıcı bulabilirsin."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","SAĞLIK"
"TID_HERO_INFO_ABILITY","SALDIRI: <NAME>"
"TID_HERO_INFO_ULTI","SÜPER: <NAME>"
"TID_HERO_INFO_BACK","GERİ"
"TID_HERO_INFO_UPGRADE","YÜKSELTME"
"TID_HERO_INFO_ABILITY_LEVEL","SEVİYE <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Savaşçıyı Satın Al"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Yeni yükseltmeyi açmak için savaş kutularından ve dükkandaki tekliflerden güç puanı almalısın."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Yıldız gücü artık savaş kutularında bulunabilir."
"TID_HERO_INFO_STAR_POWER_BLOCKED","<HERONAME> <LEVEL>. seviyeye ulaştıktan sonra savaş kutularından çıkar."
"TID_HERO_INFO_STAR_POWER_LABEL","YILDIZ GÜCÜ: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Eşleştirme yapılamadı: Etkinliğin süresi dolmuş."
"TID_MATCHMAKE_FAILED_7","Eşleştirme yapılamadı: Takımdaki birinin bağlantısı koptu."
"TID_MATCHMAKE_FAILED_9","Eşleştirme yapılamadı: Bakım arası başlıyor."
"TID_MATCHMAKE_FAILED_11","Eşleştirme yapılamadı: Takım üyesi eşleştirmeden çıktı."
"TID_MATCHMAKE_FAILED_12","Eşleştirilme yapılamadı: Son boss'u zaten yendin."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Mavi takımın kazanmasına:"
"TID_ENEMY_TEAM_WINNING","Kırmızı takımın kazanmasına:"
"TID_OWN_TEAM","Mavi takım"
"TID_ENEMY_TEAM","Kırmızı takım"
"TID_COUNTDOWN","GERİ SAYIM"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","SAVAŞÇILAR"
"TID_HERO_LIST_DO_GATCHA","Savaş kutusunu aç"
"TID_HERO_TIME_UNTIL_RELEASE","Gelmesine: <TIME>"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Gelmesine: <TIME>"
"TID_SKIN_INFO_","Supercell ID ödül görünüm"
"TID_SKIN_INFO_1","Brawl Stars Öncüsü görünümü!\n\n2019'dan önce oluşturulan hesaplar için"
"TID_SKIN_INFO_2","Bu görünümü ayarlar ekranından Supercell ID´ye bağlanarak alabilirsin."
"TID_SKIN_INFO_3_not_available","2018 Yılbaşı Tatili görünümü.\nŞu anda kullanılamaz."
"TID_SKIN_INFO_3_available","Bu görünümle Yılbaşı Tatilini kutluyoruz!\nSınırlı bir süreliğine kullanılabilir."
"TID_SKIN_INFO_4","Yakında!"
"TID_SKIN_REWARD_TITLE_1","ÖDÜL GÖRÜNÜM"
"TID_SKIN_REWARD_INFO_1","Yeni bir görünümü açtın! 2018´de Brawl Stars oynadığın için teşekkürler!"
"TID_SKIN_REWARD_TITLE_2","ÖDÜL GÖRÜNÜM"
"TID_SKIN_REWARD_INFO_2","Hesabını Supercell ID'ye bağladığın için yeni bir görünüm açıldı."
"TID_SKIN_REWARD_OK","AL"
"TID_RANK_POPUP_TITLE","KUPA YOLU"
"TID_RANK_POPUP_NEXT_GOAL","SONRAKİ HEDEF"
"TID_RANK_POPUP_COLLECT","AL"
"TID_RANK_POPUP_SEASON_END_REWARD","Sezon Ödülü"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>SEZON ÖDÜLÜN</c>"
"TID_RANK_POPUP_TOTAL_INFO","Yeni liglere ulaşmak ve ödül kazanmak için toplam kupa sayını artır!\nToplam kupa sayısı, savaşçıların kupa sayılarının toplamıdır."
"TID_RANK_POPUP_SEASON_END_TITLE","SEZONUN BİTMESİNE"
"TID_RANK_POPUP_SEASON_END_INFO","Sezon bittiğinde, <DECAYSTART> kupadan fazlasına sahip savaşçılar <DECAYSTART> kupa sonrasında sahip oldukları kupaların %<DECAYPERCENTAGE> kadarını kaybeder."
"TID_RANK_POPUP_HILITE_CAPTION_3","AÇ: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","YENİ ETKİNLİK: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MEGA KUTU"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ÖZEL ETKİNLİKLER"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","GÜNLÜK ETKİNLİKLER"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","BİLETLİ ETKİNLİKLER"
"TID_DAILY_COINS_COLLECTED","Toplanan"
"TID_TEAM_BATTLE","OLUŞTUR"
"TID_TEAM_UNREADY","hazır değil"
"TID_TEAM_WAITING_WHILE_READY","Hazırsın!\nDiğerleri bekleniyor."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME> Savaşçı</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Güzel!"
"TID_GATCHA_SCREEN_TAP","Dokun! Dokun!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","ETKİNLİK BİLETLERİ"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Etkin olma süresi: <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Başlamasına: <TIME>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","JETON KATLAYICI"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Savaşlardan iki kat jeton kazan!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","ALTIN"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Altın, savaşçılarını yükseltmek için kullanılır."
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","ELMAS"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Elmaslar dükkandan savaş kutuları, yeni görünümler ve başka şeyler almak için kullanılır."
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","GÜÇ PUANI"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Yükseltildi!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Yükseltme yapılabilir!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","Hazır durumdayken sayfayı değiştiremezsin!"
"TID_TEAM_MEMBER_INFO_READY","<NAME>, diğerlerinin hazır olmasını bekliyor."
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> henüz oyun için hazır değil."
"TID_TEAM_MEMBER_INFO_SELF_READY","Hazır durumdayken savaşçını değiştiremezsin!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Hazır durumdayken etkinliği değiştiremezsin!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Hazır durumdayken bunu değiştiremezsin!"
"TID_TEAM_GATCHA_BLOCKED","Hazır durumdayken kutu açamazsın!"
"TID_TEAM_NO_MEMBER_INFO","Yalnızca takımı oluşturan kişi başkalarını takıma davet edebilir."
"TID_TEAM_INFO_TEAM_CODE","Bu kodu arkadaşlarınla paylaşıp onları takıma katılmaya davet edebilirsin!\n\nPanoya kopyalamak için bir kez daha dokun."
"TID_FREEZER","Dondurucu"
"TID_GAME_OVER","Maç bitti"
"TID_LEVEL","svy<LVL>"
"TID_PLAYERS_IN_MM","Eşleştirmede oyuncular var!"
"TID_ONLINE_INFO","Çevrimiçi oyuncular: <ONLINE> Eşleştirmedekiler: <MATCHMAKE> Maçtakiler: <BATTLES>"
"TID_INPUT_NAME","Adını buraya yaz"
"TID_LEADERBOARD_YOUR_SCORE","Puanın"
"TID_LEADERBOARD_YOUR_RANK","Rütben"
"TID_LEADERBOARD_HIGHEST_SCORE","En Yüksek Puanın"
"TID_LEADERBOARD_LOCAL","YEREL (<COUNTRY>)"
"TID_REGION_0","DÜNYA"
"TID_REGION_1","ASYA"
"TID_SET_REGION_RESULT_0","Bölge <REGION> olarak değiştirildi."
"TID_SET_REGION_RESULT_1","Bölge değiştirilemedi: Kulüp üyesiyken bölge değiştirilemez."
"TID_SET_REGION_RESULT_2","Bölge değiştirilemedi: Takım üyesiyken bölge değiştirilemez."
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Kristal Kapmaca"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","10 elmas topla ve koru!"
"TID_BATTLE_END_MY_TEAM","Takımın"
"TID_BATTLE_END_ENEMY_TEAM","Düşman Takım"
"TID_BACK","GERİ"
"TID_NOT_ENOUGH_GOLD","Altın yetersiz, altın almak için savaş kutularını aç."
"TID_UNLOCK_SKIN_ERROR_1","Elmas yetersiz"
"TID_EXPERIENCE_LEVEL","Deneyim seviyesi"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Savaşçıyı Satın Al"
"TID_CRAFT_HERO_BUTTON_LABEL","Satın al"
"TID_UNLOCK_SKIN_TITLE","Görünümü satın al"
"TID_SKIN_COMING_SOON","Görünüm henüz kullanılamaz"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Satın al"
"TID_HERO_LIST_TOTAL_TROPHIES","Toplam kupa"
"TID_TOP_TOOL_TIP_1","<c00ccff>Jetonlar</c> savaş kutularını açmak için kullanılır.\n\nJetonları yeni etkinliklerden ve savaşlardan alabilirsin."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Elmaslar</c> dükkandan savaş kutuları, yeni görünümler ve başka şeyler almak için kullanılır.\n\nSavaş kutularından bulabilir veya gerçek para karşılığı satın alabilirsin."
"TID_TOP_TOOL_TIP_2","<cff8E1b>Altın</c>, savaşçılarını yükseltmek için kullanılır.\n\nSavaş kutularından çıkar."
"TID_TOP_TOOL_TIP_4","<cff0000>Etkinlik Biletleri</c> ile biletli etkinliklere katılabilirsin.\n\nEtkinlik biletleri savaş kutularından çıkar."
"TID_GAME_MODE_0","ELMAS KAPMACA"
"TID_GAME_MODE_0_DESC","Haritanın ortasındaki elmas madeninden çıkan elmasları topla. Yok edilen rakiplerden düşenleri de alabilirsin! Oyunu kazanmak için on elması geri sayım bitene kadar elinde tutmalısın!"
"TID_GAME_MODE_2","SOYGUN"
"TID_GAME_MODE_2_DESC","Takımının kasasını koru ve düşman takımın kasasını patlatıp açmaya çalış! Düşman kasasını önce açan takım kazanır.\n\nSüre biterse düşman takımının kasasına daha fazla hasar vermiş takım kazanır."
"TID_GAME_MODE_3","ÖDÜL AVI"
"TID_GAME_MODE_3_DESC","Düşman takımındaki oyuncuları yok ederek takımın için yıldız topla. Yok ettiğin her düşman için başındaki ödül bir yıldız artar ve yedi yıldıza kadar çıkar. Onları düşmana kaptırma!\n\nSüre bittiğinde daha çok yıldıza sahip olan takım kazanır."
"TID_GAME_MODE_6","TEK HESAPLAŞMA"
"TID_GAME_MODE_6_COMBINED","HESAPLAŞMA"
"TID_GAME_MODE_6_DESC","Dokuz düşmanı yok edip ve son hayatta kalan sen ol. Her şey serbest. Yalnızca bir canın var."
"TID_GAME_MODE_6_DESC_COMBINED","Diğer herkesi yok edip son hayatta kalan sen ol. Tek başına veya ikili takımlar halinde oynanır."
"TID_GAME_MODE_5","SAVAŞ TOPU"
"TID_GAME_MODE_5_DESC","Topu rakip takımın kalesine ulaştırıp gol at! Maç bir takım iki gol attığında veya zaman bittiğinde biter."
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Yıldız Jetonu"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Rütbe atladın"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Seviye atladın"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Zafer"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Yenilgi"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Berabere"
"TID_BATTLE_END_GAIN_LABEL_MVP","Yıldız Oyuncu"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Rütbe skoru"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Zaman Ödülü"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Kalan jeton:"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Zaman Ödülü"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Zaman Ödülü"
"TID_BATTLE_END_COIN_REWARDS","JETON ÖDÜLLERİ"
"TID_BATTLE_END_MVP","YILDIZ OYUNCU"
"TID_BATTLE_END_DEFEAT_INFO","Gelecek sefere iyi şanslar!"
"TID_TUTORIAL_1","Merhaba, ben Shelly! Haydi şu <ce662f9>elmasları</c> toplayalım! Beni hareket ettirmek için sol başparmağınla <c0066ff>mavi düğmeyi</c> <c0066ff>sürükle</c>."
"TID_TUTORIAL_2","Hepsini toplayalım! Bu <ce662f9>elmaslar</c> bizim!"
"TID_TUTORIAL_3","Robotlar! Nişan almak için sağ başparmağınla <ccc0033>kırmızı düğmeyi</c> <ccc0033>sürükle</c>. Bıraktığında ateş edersin. Tüm robotları yok edelim!"
"TID_TUTORIAL_GOOD_JOB_1","Harika!"
"TID_TUTORIAL_5","Başka düşmanlar! En yakın düşmana ateş etmek için <ccc0033>kırmızı düğmeye</c> <ccc0033>dokun</c>. Bu robotları da yok edelim!"
"TID_TUTORIAL_6","Şimdi duvarın arkasındaki Boss'u vurmak için süper saldırını kullan! Süper saldırını hedeflemek için <cff9900>sarı düğmeyi</c> <cff9900>sürükle</c>. Bıraktığında ateş edersin!"
"TID_TUTORIAL_555","Güzel, devam et!"
"TID_TUTORIAL_7","İyi iş çıkardın! <ce662f9>Elmasları</c> aldığımıza göre çıkışa gidebiliriz!"
"TID_TUTORIAL_8","Düşmanları vurdukça süper atışın dolar. Süper atışı yapmak için <cff9900>sarı düğmeyi</c> kullan!"
"TID_TUTORIAL_9","Doğuştan bir savaşçısın!\n\nArtık savaşa katılabiliriz!"
"TID_TUTORIAL_10","Hedefleri vurduğunda Süper sayacın dolar. Süper atışım şimdi hazır!\nSüper düğmesine dokun!"
"TID_TUTORIAL_11","<cff6633>Turuncu çizgiler</c> cephanemizi gösterir. Her zaman elimden geldiğince hızlı dolduracağım!"
"TID_FIGHT_TUTORIAL","OYNA"
"TID_HERO_SCORE_INFO","Diğer oyunculara karşı oyun kazanarak bu savaşçı için kupa toplarsın.\n\n<PROGRESS> kupa topladığında bir sonraki rütbeye ulaşır ve <COINS> jeton kazanırsın."
"TID_HERO_SCORE_INFO_MAXED","Son rütbeye ulaştın."
"TID_XP_INFO_ME","Deneyim seviyen.\n\nSavaşarak deneyim kazanırsın. <REMPROGRESS> deneyim puanı daha kazandığında <LEVEL>. seviyeye ulaşır ve <COINS> jeton kazanırsın."
"TID_XP_INFO_OTHER","Bu oyuncunun deneyim düzeyi"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","TAM OYUN MODUNU AÇMAK İÇİN BİR ALIŞTIRMA MAÇI OYNA"
"TID_SOCIAL_TAB_CLANS","KULÜP"
"TID_SOCIAL_TAB_FRIENDS","ARKADAŞLAR"
"TID_FRIEND_STATUS_BATTLE","<cffffff>savaşıyor</c> (<TIME>)"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>maç sonu ekranında</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>izliyor</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>alıştırma yapıyor</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>eşleştirmede</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>takımda</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>takımda</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>takımda</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>savaşıyor</c>"
"TID_FRIEND_STATUS_MENUS","menüde"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","TAKIM OL!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","ÇEVRİMİÇİ OYUNCULAR"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Çevrimiçi arkadaş veya kulüp üyesi yok."
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Davet edilecek arkadaş veya kulüp üyesi yok. İyi bir oyuncuya mı denk gelmiştin? Arkadaş olarak ekle!"
"TID_CLAN_CREATE_BUTTON","OLUŞTUR"
"TID_CLAN_SAVE_BUTTON","KAYDET"
"TID_CLAN_CREATE_TITLE","YENİ BİR KULÜP OLUŞTUR"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Son görülme: <cf7f7f7>< 1h ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Son görülme: <cf7f7f7><HOURS> sa önce</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Son görülme: <cf7f7f7><DAYS> g önce</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Son görülme: <cf7f7f7>1 aydan önce</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>SAVAŞIYOR</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>MENÜDE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>MENÜDE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>EŞLEŞTİRMEDE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>MENÜDE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>İZLİYOR</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>ALIŞTIRMA YAPIYOR</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>MENÜDE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>MENÜDE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>MENÜDE</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> üye çevrimiçi"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> üye çevrimiçi"
"TID_ALLIANCE_TYPE_OPEN","Açık"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Sadece davetle"
"TID_ALLIANCE_TYPE_CLOSED","Kapalı"
"TID_CLAN_SEARCH_TITLE","KULÜP ARA"
