"TID","FR"
"TID_TEAM_ERROR_25","Échec de l'invitation. L'équipe est au complet."
"TID_TEAM_ERROR_26","Invitation refusée"
"TID_TEAM_ERROR_27","Échec de l'invitation. Ce joueur n'accepte pas les invitations d'équipe."
"TID_TEAM_ERROR_28","Échec de l'invitation. Ce joueur n'est pas connecté."
"TID_TEAM_ERROR_29","Échec de l'invitation. Ce joueur est déjà dans une équipe."
"TID_TEAM_ERROR_30","Impossible de démarrer la partie : une invitation est en cours."
"TID_TEAM_ERROR_31","Impossible de changer l'événement tant qu'une invitation est en cours."
"TID_TEAM_ERROR_32","L'équipe a trop de membres pour ce mode de jeu."
"TID_TEAM_ERROR_33","Les équipes ne sont pas disponibles pour ce mode de jeu."
"TID_TEAM_ERROR_34","Vous avez déjà vaincu le dernier boss."
"TID_TEAM_ERROR_40","La demande pour rejoindre l'équipe est en attente."
"TID_TEAM_ERROR_41","Votre demande a été rejetée."
"TID_TEAM_ERROR_42","Échec de la demande : impossible de trouver l'équipe."
"TID_TEAM_ERROR_43","Échec de la demande : le destinataire n'est plus dans une équipe."
"TID_TEAM_ERROR_44","Échec de la demande : le destinataire est hors ligne."
"TID_TEAM_ERROR_45","Échec de la demande : l'équipe est au complet."
"TID_TEAM_ERROR_46","Échec de la demande : le destinataire vous a masqué."
"TID_TEAM_ERROR_47","Échec de la demande : seul le créateur d'un combat amical peut accepter des demandes."
"TID_SELECT_LOCATION_TITLE","CHOIX DE LA CARTE"
"TID_SELECT_LOCATION_LOCATIONS","AMICAL"
"TID_SELECT_LOCATION_EVENTS","CLASSÉ"
"TID_TEAM_SEARCH_INVALID_CODE","Code d'équipe erroné. Veuillez vérifier le code."
"TID_TEAM_LEAVE","QUITTER"
"TID_TEAM_JOIN","REJOINDRE L'ÉQUIPE"
"TID_TEAM_READY_BUTTON_LABEL","PRÊT"
"TID_TEAM_CANCEL_READY","Annuler"
"TID_TEAM_QUIT","QUITTER"
"TID_TEAM_TEAMCODE","Code d'équipe"
"TID_TEAM_TEAMCODE_DESC","Vos amis peuvent trouver l'équipe grâce à ce code."
"TID_TEAM_WAITING_FOR_PLAYER","Inviter avec un code d'équipe"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","INVITER"
"TID_TEAMCREATE_EVENT","Carte"
"TID_TEAM_KICK","Exclure"
"TID_TEAM_PROFILE","Profil"
"TID_TEAM_SWAP","Changer d'équipe"
"TID_TEAM_SWAP_HERE","Changer ici"
"TID_TEAM_CREATOR_ONLY_FEATURE","Disponible uniquement pour le créateur de l'équipe"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Seul le créateur de l'équipe peut modifier l'événement."
"TID_TEAM_PROFILE_BLOCKED","Ne peut pas être vu une fois prêt."
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Pas disponible une fois prêt"
"TID_TEAM_PRACTISE_BUTTON_LABEL","ENTRAÎNEMENT"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","avec bots"
"TID_TEAM_LOOT_UNLOCKS","RÉCOMPENSES"
"TID_BONUS_REWARD","Récompense bonus pour 3 victoires :"
"TID_BONUS_REWARD_COLLECTED","Récompense bonus récupérée"
"TID_INFO_SERVER_ERROR_TITLE","Erreur du serveur"
"TID_INFO_SERVER_ERROR_BUTTON","Recharger le jeu"
"TID_RARITY_NAME_0","Récompense de trophées"
"TID_RARITY_NAME_1","Rare"
"TID_RARITY_NAME_2","Super rare"
"TID_RARITY_NAME_3","Épique"
"TID_RARITY_NAME_4","Mythique"
"TID_RARITY_NAME_5","Légendaire"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RANG SUPÉRIEUR"
"TID_RANK_UP_POPUP_REWARD_BONUS","BONUS DE RANG SUPÉRIEUR"
"TID_RANK_UP_POPUP_RANK","RANG <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Ce nom est trop court."
"TID_NAME_FAILED_PROFANITIES","Ce nom ne peut pas être accepté."
"TID_NAME_FAILED","Ce nom ne peut pas être accepté."
"TID_EVENT_STARTED","Nouvelle carte pour le mode : <GAMEMODE>. Nouvelles récompenses disponibles !"
"TID_SELECT_HERO_INFO_1","<cFF8000>Joueurs contre joueurs</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Joueurs contre bots</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Jouer seul avec des bots</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Joueurs contre joueurs</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Jouer seul avec des bots</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Dans les combats amicaux, tous les brawlers sont améliorés au niveau maximum.</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Pour recevoir les points de pouvoir"
"TID_SELECT_HERO_POW_INFO_TITLE","RÉCOMPENSE POINTS DE POUVOIR"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","ACHAT DE POINTS DE POUVOIR"
"TID_SELECT_HERO_POW_INFO_BODY","CHOISIR LE BRAWLER\nQUI RECEVRA LES POINTS DE POUVOIR"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Ce brawler est au maximum de ses points de pouvoir."
"TID_NAVI_1","Magasin"
"TID_NAVI_2","Nouveautés"
"TID_NAVI_3","Combat"
"TID_NAVI_4","Brawlers"
"TID_NAVI_5","Club"
"TID_NAVI_6","Profil"
"TID_NAVI_7","Amis"
"TID_LEADERBOARD_TITLE","CLASSEMENT GÉNÉRAL"
"TID_LEADERBOARD_TAB_TOTAL","TOTAL\nTROPHÉES"
"TID_LEADERBOARD_TAB_HEROES","BRAWLERS"
"TID_LEADERBOARD_TAB_CLANS","CLUBS"
"TID_LEADERBOARD_TAB_FRIENDS","AMIS"
"TID_LEADERBOARD_SUBTITLE_1","MEILLEURS JOUEURS"
"TID_LEADERBOARD_SUBTITLE_2","MEILLEURS CLUBS"
"TID_LEADERBOARD_SUBTITLE_0","MEILLEURS JOUEURS : <HERO>"
"TID_BATTLE_MAIN_NEXT_REWARD","Prochaine récompense : <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Nouvelle carte dans : <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> récupérées"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Récupérez 100 jetons pour gagner une boîte Brawl !"
"TID_GATCHA_INFO","<c0000ff>Boîtes Brawl</c>\n\nOuvrez des boîtes Brawl pour trouver des brawlers, des points de pouvoir, des pièces ou des doubleurs de jetons."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","SANTÉ"
"TID_HERO_INFO_ABILITY","ATTAQUE : <NAME>"
"TID_HERO_INFO_ULTI","SUPER : <NAME>"
"TID_HERO_INFO_BACK","RETOUR"
"TID_HERO_INFO_UPGRADE","AMÉLIORER"
"TID_HERO_INFO_ABILITY_LEVEL","NIV. <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Acheter brawler"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Récupérez des points de pouvoir dans les boîtes Brawl et les offres en magasin pour débloquer la prochaine amélioration."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Le pouvoir star peut être débloqué grâce aux boîtes Brawl."
"TID_HERO_INFO_STAR_POWER_BLOCKED","Disponible dans les boîtes Brawl dès que <HERONAME> atteint le niveau de pouvoir <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","POUVOIR STAR : <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Échec de la recherche : l'événement est terminé."
"TID_MATCHMAKE_FAILED_7","Échec de la recherche : un membre de l'équipe s'est déconnecté."
"TID_MATCHMAKE_FAILED_9","Échec de la recherche : la maintenance va commencer."
"TID_MATCHMAKE_FAILED_11","Échec de la recherche : un membre de l'équipe a quitté la recherche d'adversaire."
"TID_MATCHMAKE_FAILED_12","Échec de la recherche : vous avez déjà vaincu le dernier boss."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","L'équipe bleue gagnera dans :"
"TID_ENEMY_TEAM_WINNING","L'équipe rouge gagnera dans :"
"TID_OWN_TEAM","Équipe bleue"
"TID_ENEMY_TEAM","Équipe rouge"
"TID_COUNTDOWN","COMPTE À REBOURS"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLERS"
"TID_HERO_LIST_DO_GATCHA","Ouvrir boîte Brawl"
"TID_HERO_TIME_UNTIL_RELEASE","Arrive dans <TIME>"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Arrive dans <TIME>"
"TID_SKIN_INFO_","Skin de récompense Supercell ID"
"TID_SKIN_INFO_1","Skin Avant-garde de Brawl Stars !\n\nPour tous les comptes créés avant 2019."
"TID_SKIN_INFO_2","Obtenez ce skin en vous connectant à Supercell ID dans les paramètres !"
"TID_SKIN_INFO_3_not_available","Skin des fêtes Brawl 2018\nPas encore disponible"
"TID_SKIN_INFO_3_available","Pour les fêtes, portez un skin de saison !\nDisponible pour une durée limitée"
"TID_SKIN_INFO_4","Bientôt..."
"TID_SKIN_REWARD_TITLE_1","RÉCOMPENSE : SKIN"
"TID_SKIN_REWARD_INFO_1","Vous avez débloqué un nouveau skin. Merci d'avoir joué à Brawl Stars en 2018 !"
"TID_SKIN_REWARD_TITLE_2","RÉCOMPENSE : SKIN"
"TID_SKIN_REWARD_INFO_2","Vous avez débloqué un nouveau skin comme récompense pour vous être connecté à Supercell ID."
"TID_SKIN_REWARD_OK","RÉCUPÉRER"
"TID_RANK_POPUP_TITLE","PROGRESSION DES TROPHÉES"
"TID_RANK_POPUP_NEXT_GOAL","OBJECTIF SUIV."
"TID_RANK_POPUP_COLLECT","RÉCUPÉRER"
"TID_RANK_POPUP_SEASON_END_REWARD","Récompense de saison"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>VOTRE RÉCOMPENSE DE SAISON</c>"
"TID_RANK_POPUP_TOTAL_INFO","Augmentez votre total de trophées pour débloquer des récompenses et atteindre de nouvelles ligues.\nLes trophées de tous vos brawlers sont additionnés pour donner votre total de trophées."
"TID_RANK_POPUP_SEASON_END_TITLE","FIN DE LA SAISON"
"TID_RANK_POPUP_SEASON_END_INFO","À la fin de la saison, vos brawlers ayant plus de <DECAYSTART> trophées perdront <DECAYPERCENTAGE> % de leurs trophées supérieurs à <DECAYSTART>."
"TID_RANK_POPUP_HILITE_CAPTION_3","DÉBLOQUER : <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","Nouvel événement : <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","MÉGABOÎTE"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ÉVÉNEMENTS SPÉCIAUX"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","ÉVÉNEMENTS QUOTIDIENS"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","TICKET D'ÉVÉNEMENTS"
"TID_DAILY_COINS_COLLECTED","Récupérées"
"TID_TEAM_BATTLE","CRÉER"
"TID_TEAM_UNREADY","pas prêt"
"TID_TEAM_WAITING_WHILE_READY","Vous êtes prêt !\nEn attente d'autres joueurs."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><NAME> <OWNEDCOUNT>/<SETSIZE> brawler(s)</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><NAME> <OWNEDCOUNT>/<SETSIZE></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Cool !"
"TID_GATCHA_SCREEN_TAP","Touchez pour ouvrir !"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","TICKETS D'ÉVÉNEMENT"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Actif pendant <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Début dans <TIME>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","DOUBLEUR DE JETONS"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Doublez les jetons que vous gagnez dans les combats."
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","PIÈCES"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Utilisez les pièces pour améliorer vos brawlers."
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","GEMMES"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Utilisez les gemmes pour acheter des boîtes, des skins et autres dans le magasin."
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","POINTS DE POUVOIR"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Amélioration débloquée !"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Amélioration disponible !"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","Vous ne pouvez plus changer de page une fois prêt !"
"TID_TEAM_MEMBER_INFO_READY","<NAME> attend que les autres soient prêts."
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> n'est pas encore prêt à jouer."
"TID_TEAM_MEMBER_INFO_SELF_READY","Vous ne pouvez plus changer de brawler une fois prêt !"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Vous ne pouvez plus changer d'événement une fois prêt !"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Vous ne pouvez plus changer ceci une fois prêt !"
"TID_TEAM_GATCHA_BLOCKED","Vous ne pouvez pas ouvrir une boîte une fois prêt !"
"TID_TEAM_NO_MEMBER_INFO","Invitation d'équipe disponible uniquement pour le créateur"
"TID_TEAM_INFO_TEAM_CODE","Partagez le code avec vos amis pour les inviter à rejoindre votre équipe !\n\nTouchez encore une fois pour copier dans le presse-papiers."
"TID_FREEZER","Congélateur"
"TID_GAME_OVER","Match terminé"
"TID_LEVEL","niv. <LVL>"
"TID_PLAYERS_IN_MM","Des joueurs recherchent des adversaires !"
"TID_ONLINE_INFO","Joueurs en ligne : <ONLINE> recherchant des adversaires : <MATCHMAKE> dans un combat : <BATTLES>"
"TID_INPUT_NAME","Tapez votre nom ici."
"TID_LEADERBOARD_YOUR_SCORE","Votre score"
"TID_LEADERBOARD_YOUR_RANK","Votre rang"
"TID_LEADERBOARD_HIGHEST_SCORE","Votre meilleur score"
"TID_LEADERBOARD_LOCAL","RÉGION (<COUNTRY>)"
"TID_REGION_0","MONDIAL"
"TID_REGION_1","ASIE"
"TID_SET_REGION_RESULT_0","Votre nouvelle région : <REGION>"
"TID_SET_REGION_RESULT_1","Changement de région impossible tant que vous êtes dans un club."
"TID_SET_REGION_RESULT_2","Changement de région impossible tant que vous êtes dans une équipe."
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Attrape-cristal"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Récupérez et gardez 10 gemmes."
"TID_BATTLE_END_MY_TEAM","Votre équipe"
"TID_BATTLE_END_ENEMY_TEAM","Équipe adverse"
"TID_BACK","RETOUR"
"TID_NOT_ENOUGH_GOLD","Pas assez de pièces, ouvrez des boîtes Brawl pour en obtenir."
"TID_UNLOCK_SKIN_ERROR_1","Pas assez de gemmes"
"TID_EXPERIENCE_LEVEL","Niveau d'expérience"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Acheter brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Acheter"
"TID_UNLOCK_SKIN_TITLE","Acheter skin"
"TID_SKIN_COMING_SOON","Skin pas encore disponible"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Acheter"
"TID_HERO_LIST_TOTAL_TROPHIES","Total de trophées"
"TID_TOP_TOOL_TIP_1","Les <c00ccff>jetons</c> servent à ouvrir les boîtes Brawl.\n\nGagnez des jetons grâce aux nouveaux événements et aux combats."
"TID_TOP_TOOL_TIP_3","Les <c0ed12d>gemmes</c> servent à acheter des boîtes, des skins et autres dans le magasin.\n\nGagnez des gemmes dans les boîtes Brawl ou achetez-les avec de l'argent réel."
"TID_TOP_TOOL_TIP_2","Les <cff8E1b>pièces</c> servent à améliorer vos brawlers.\n\nVous trouverez des pièces dans les boîtes Brawl."
"TID_TOP_TOOL_TIP_4","Les <cff0000>tickets d'événement</c> vous permettent d'accéder aux événements à ticket.\n\nVous trouverez des tickets d'événement dans les boîtes Brawl."
"TID_GAME_MODE_0","RAZZIA DE GEMMES"
"TID_GAME_MODE_0_DESC","Récupérez les gemmes jaillissant de la mine au milieu de la carte, ou celles perdues par les ennemis tombés au combat ! Protégez dix gemmes jusqu'à la fin du compte à rebours pour gagner."
"TID_GAME_MODE_2","BRAQUAGE"
"TID_GAME_MODE_2_DESC","Protégez votre coffre-fort tout en essayant de forcer celui de vos adversaires. La première équipe à forcer le coffre de l'autre l'emporte !\n\nSi le temps est écoulé sans qu'une équipe n'ait pris le dessus, celle ayant infligé le plus de dégâts au coffre ennemi gagne."
"TID_GAME_MODE_3","PRIME"
"TID_GAME_MODE_3_DESC","Récupérez des étoiles en éliminant vos adversaires. À chaque ennemi vaincu, la prime sur votre tête monte d'une étoile et ce, jusqu'à sept. Ne les donnez pas à l'ennemi !\n\nL'équipe ayant gagné le plus d'étoiles à la fin du temps imparti remporte la victoire."
"TID_GAME_MODE_6","SURVIVANT SOLO"
"TID_GAME_MODE_6_COMBINED","SURVIVANT"
"TID_GAME_MODE_6_DESC","Éliminez les neuf autres joueurs et soyez le seul survivant. Tous est permis : vous n'avez qu'une vie..."
"TID_GAME_MODE_6_DESC_COMBINED","Éliminez tout le monde et soyez le seul survivant. Jouez seul ou en équipe de deux."
"TID_GAME_MODE_5","BRAWLBALL"
"TID_GAME_MODE_5_DESC","Utilisez le ballon pour marquer un but contre l'équipe adverse. Le match se termine dès qu'une équipe a marqué deux buts, ou une fois le temps écoulé."
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Jeton star"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Rang supérieur"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Niv. sup."
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Victoire"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Défaite"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Égalité"
"TID_BATTLE_END_GAIN_LABEL_MVP","Joueur star"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Score de rang"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Récompense de temps"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Jetons restants :"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Récompense de temps"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Récompense de temps"
"TID_BATTLE_END_COIN_REWARDS","RÉCOMPENSE : JETONS"
"TID_BATTLE_END_MVP","JOUEUR STAR"
"TID_BATTLE_END_DEFEAT_INFO","Vous gagnerez une prochaine fois !"
"TID_TUTORIAL_1","Salut, moi, c'est Shelly ! On va récupérer ces <ce662f9>gemmes</c> ! <c0066ff>Faites bouger</c> le <c0066ff>joystick bleu</c> avec votre pouce gauche pour me déplacer."
"TID_TUTORIAL_2","Récupérez-les toutes ! Ces <ce662f9>gemmes</c> sont à moi !"
"TID_TUTORIAL_3","Des robots cibles ! <ccc0033>Faites bouger</c> le <ccc0033>joystick rouge</c> avec votre pouce droit pour viser, et relâchez pour tirer. Détruisez les robots !"
"TID_TUTORIAL_GOOD_JOB_1","Bien joué !"
"TID_TUTORIAL_5","Encore des cibles ! Vous pouvez <ccc0033>toucher</c> le <ccc0033>joystick rouge</c> pour tirer sur l'ennemi le plus proche. Détruisez les robots !"
"TID_TUTORIAL_6","Maintenant, utilisez votre super pour tirer sur le boss derrière le mur. <cff9900>Faites bouger</c> le <cff9900>joystick jaune</c> pour viser et relâchez pour tirer avec votre super."
"TID_TUTORIAL_555","Ouais, continuez !"
"TID_TUTORIAL_7","Bien joué ! On a les <ce662f9>gemmes</c>. Direction la sortie !"
"TID_TUTORIAL_8","Votre super se charge à chaque fois que vous touchez un ennemi. Utilisez le <cff9900>joystick jaune</c> pour tirer avec !"
"TID_TUTORIAL_9","Vous êtes un brawler-né !\n\nMaintenant, à l'attaque !"
"TID_TUTORIAL_10","Attaquer des cibles charge la jauge de votre super pouvoir. Le mien est prêt !\nAppuyez dessus pour voir !"
"TID_TUTORIAL_11","Les <cff6633>barres orange</c> représentent vos munitions. Je rechargerai aussi vite que je peux !"
"TID_FIGHT_TUTORIAL","JOUER"
"TID_HERO_SCORE_INFO","Récupérez des trophées pour ce brawler en gagnant contre d'autres joueurs.\n\nAtteignez <PROGRESS> trophées pour passer au rang supérieur et gagner <COINS> jetons."
"TID_HERO_SCORE_INFO_MAXED","Vous avez atteint le rang ultime."
"TID_XP_INFO_ME","Votre niveau d'expérience.\n\nAccumulez de l'expérience en combattant. Obtenez encore <REMPROGRESS> points d'expérience pour atteindre le niveau <LEVEL> et gagner <COINS> jetons."
"TID_XP_INFO_OTHER","Niveau d'expérience du joueur"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","Jouez un match d'entraînement pour débloquer le reste du jeu."
"TID_SOCIAL_TAB_CLANS","CLUB"
"TID_SOCIAL_TAB_FRIENDS","AMIS"
"TID_FRIEND_STATUS_BATTLE","<cffffff>en combat</c> depuis <TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>écran de fin de match</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>spectateur</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>entraînement</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>en recherche d'adversaires</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>dans une équipe</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>dans une équipe</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>dans une équipe</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>en combat</c>"
"TID_FRIEND_STATUS_MENUS","dans les menus"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","REJOIGNEZ L'ÉQUIPE"
"TID_ONLINE_FRIENDS_POPUP_TITLE","JOUEURS EN LIGNE"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Aucun ami ou membre du club en ligne"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Aucun ami ou membre du club à inviter. Vous avez combattu avec un super joueur ? Ajoutez-le !"
"TID_CLAN_CREATE_BUTTON","CRÉER"
"TID_CLAN_SAVE_BUTTON","ENREGISTRER"
"TID_CLAN_CREATE_TITLE","CRÉER UN NOUVEAU CLUB"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","En ligne : <cf7f7f7>< 1 h</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","En ligne : <cf7f7f7>il y a <HOURS> h</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","En ligne : <cf7f7f7>il y a <DAYS> j</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","En ligne : <cf7f7f7>> 1 mois</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>EN COMBAT</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>DANS LES MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>DANS LES MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>RECHERCHE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>DANS LES MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>SPECTATEUR</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>ENTRAÎNEMENT</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>DANS LES MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>DANS LES MENUS</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>DANS LES MENUS</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> membres en ligne"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> membre en ligne"
"TID_ALLIANCE_TYPE_OPEN","Ouvert"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Sur invitation"
"TID_ALLIANCE_TYPE_CLOSED","Fermé"
"TID_CLAN_SEARCH_TITLE","CHERCHER DES CLUBS"
"TID_CLAN_INTRO_AD_TITLE","VOUS CHERCHEZ UN CLUB ?"
"TID_CLAN_INTRO_AD_DESC","Rejoignez une équipe et chattez avec d'autres joueurs !"
"TID_CLAN_INTRO_CREATE_GO","CRÉER UN CLUB"
"TID_CLAN_INTRO_SEARCH_GO","CHERCHER DES CLUBS"
"TID_CLAN_INTRO_REFRESH","ACTUALISER"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Il vous faut <REQ> trophées pour rejoindre ce club. Vous n'avez que <SCORE> trophées."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Ce club est fermé."
"TID_STREAM_ENTRY_AGE","il y a <time>"
"TID_ALLIANCE_ROLE_LEADER","Président"
"TID_ALLIANCE_ROLE_CO_LEADER","Vice-président"
"TID_ALLIANCE_ROLE_MEMBER","Membre"
"TID_ALLIANCE_ROLE_ELDER","Sénior"
"TID_STREAM_SENDER_YOU","Vous"
"TID_GOLDRUSH_1","Mine hard-rock"
"TID_BANKHEIST_1","Cache du bandit"
"TID_WANTED_1","Ruines du temple"
"TID_BATTLE_ROYALE_1","Crique du crâne"
"TID_GOLDRUSH_2","Caverne de cristal"
"TID_BANKHEIST_2","Canyon boum-boum"
"TID_WANTED_2","Camp de hors-la-loi"
"TID_BATTLE_ROYALE_2","Terre brûlée"
"TID_GOLDRUSH_3","Grotte vénéneuse"
"TID_BANKHEIST_3","Zone sécurisée"
"TID_WANTED_3","Fort de pierre"
"TID_BATTLE_ROYALE_3","Brawl n' roll"
"TID_WANTED_4","Piège vénéneux"
"TID_GOLDRUSH_4","Fort de pierre"
"TID_WANTED_5","Clairière de cristal"
"TID_GOLDRUSH_5","Tunnel de mine"
"TID_WANTED_6","Prairie aux serpents"
"TID_WANTED_7","Étoile filante"
"TID_GOLDRUSH_6","Siège profond"
"TID_GOLDRUSH_7","Grotte frisquette"
