"TID","RU"
"TID_TEAM_ERROR_20","Нельзя сменить карту. Слишком много игроков для этой карты."
"TID_TEAM_ERROR_21","Невозможно начать игру. Не хватает билетов."
"TID_TEAM_ERROR_22","Нельзя сменить карту. Слишком много игроков."
"TID_TEAM_ERROR_24","Пригласить не удалось. Друзья не найдены"
"TID_TEAM_ERROR_25","Пригласить не удалось. Команда уже набрана"
"TID_TEAM_ERROR_26","Приглашение отклонено"
"TID_TEAM_ERROR_27","Пригласить не удалось. В настоящее время игрок не принимает приглашения в команду"
"TID_TEAM_ERROR_28","Пригласить не удалось. Игрок вышел из сети"
"TID_TEAM_ERROR_29","Пригласить не удалось. Игрок уже в команде"
"TID_TEAM_ERROR_30","Невозможно начать игру, ответ на приглашение ещё не был получен."
"TID_TEAM_ERROR_31","Невозможно сменить событие во время ожидания ответа на приглашение."
"TID_TEAM_ERROR_32","В команде слишком много участников для этого игрового режима."
"TID_TEAM_ERROR_33","Этот игровой режим не поддерживает командную игру."
"TID_TEAM_ERROR_34","Ты уже победил последнего босса."
"TID_TEAM_ERROR_40","Запрос на вступление в команду уже ожидает рассмотрения."
"TID_TEAM_ERROR_41","Запрос на вступление в команду был отклонён."
"TID_TEAM_ERROR_42","Запрос на вступление в команду не удался. Команда не найдена."
"TID_TEAM_ERROR_43","Получатель запроса на вступление в команду уже не в команде."
"TID_TEAM_ERROR_44","Получатель запроса на вступление в команду вышел из сети."
"TID_TEAM_ERROR_45","Запрос на вступление в команду не удался. Команда уже набрана"
"TID_TEAM_ERROR_46","Получатель запроса на вступление в команду заглушил тебя."
"TID_TEAM_ERROR_47","Запрос на вступление в команду не удался. Запросы на вступление может принимать только создатель дружеской игры."
"TID_SELECT_LOCATION_TITLE","ВЫБРАТЬ КАРТУ"
"TID_SELECT_LOCATION_LOCATIONS","ДРУЖЕСКИЙ"
"TID_SELECT_LOCATION_EVENTS","РАНГОВЫЙ"
"TID_TEAM_SEARCH_INVALID_CODE","Недействительный код команды. Убедись, что он правильный."
"TID_TEAM_LEAVE","ВЫЙТИ"
"TID_TEAM_JOIN","ВСТУПИТЬ В КОМАНДУ"
"TID_TEAM_READY_BUTTON_LABEL","ГОТОВО!"
"TID_TEAM_CANCEL_READY","Отмена"
"TID_TEAM_QUIT","ВЫЙТИ"
"TID_TEAM_TEAMCODE","Код команды"
"TID_TEAM_TEAMCODE_DESC","Твои друзья могут вступить в команду по этому коду"
"TID_TEAM_WAITING_FOR_PLAYER","Пригласить при помощи кода команды"
"TID_TEAM_NO_MEMBER","БОТ"
"TID_TEAM_NO_MEMBER_INVITE","ПРИГЛАСИТЬ"
"TID_TEAMCREATE_EVENT","Карта"
"TID_TEAM_KICK","ВЫГНАТЬ"
"TID_TEAM_PROFILE","Профиль"
"TID_TEAM_SWAP","Поменять стороны"
"TID_TEAM_SWAP_HERE","Перенести сюда"
"TID_TEAM_CREATOR_ONLY_FEATURE","Доступно только создателю команды"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Только создатель команды может поменять событие"
"TID_TEAM_PROFILE_BLOCKED","Просмотр недоступен в режиме готовности"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Недоступно в режиме готовности"
"TID_TEAM_PRACTISE_BUTTON_LABEL","ТРЕНИРОВКА"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","с ботами"
"TID_TEAM_LOOT_UNLOCKS","НАГРАДА"
"TID_BONUS_REWARD","Дополнительная награда за 3 победы:"
"TID_BONUS_REWARD_COLLECTED","Дополнительная награда получена"
"TID_INFO_SERVER_ERROR_TITLE","Ошибка сервера"
"TID_INFO_SERVER_ERROR_BUTTON","Перезагрузить игру"
"TID_RARITY_NAME_0","Награда пути к славе"
"TID_RARITY_NAME_1","Редкий"
"TID_RARITY_NAME_2","Сверхредкий"
"TID_RARITY_NAME_3","Эпический"
"TID_RARITY_NAME_4","Мифический"
"TID_RARITY_NAME_5","Легендарный"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","ПОВЫШЕНИЕ РАНГА!"
"TID_RANK_UP_POPUP_REWARD_BONUS","БОНУС ПОВЫШЕНИЯ РАНГА"
"TID_RANK_UP_POPUP_RANK","Ранг: <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Это имя слишком короткое!"
"TID_NAME_FAILED_PROFANITIES","Такое имя недопустимо!"
"TID_NAME_FAILED","Такое имя недопустимо!"
"TID_EVENT_STARTED","<GAMEMODE>: открыта новая карта! Можно получить награду!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Игроки против игроков</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Игроки против ботов</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Одиночная игра с ботами</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Игроки против игроков</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Одиночная игра с ботами</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>В дружеских боях все бойцы полностью улучшены</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Для получения очков силы"
"TID_SELECT_HERO_POW_INFO_TITLE","ОЧКИ СИЛЫ В НАГРАДУ"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","ПОКУПКА ОЧКОВ СИЛЫ"
"TID_SELECT_HERO_POW_INFO_BODY","ВЫБЕРИ БОЙЦА\nДЛЯ ПОЛУЧЕНИЯ ОЧКОВ СИЛЫ"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Этот боец уже собрал максимальное количество очков силы"
"TID_NAVI_1","Магазин"
"TID_NAVI_2","Новости"
"TID_NAVI_3","Бой"
"TID_NAVI_4","Бойцы"
"TID_NAVI_5","Клуб"
"TID_NAVI_6","Профиль"
"TID_NAVI_7","Друзья"
"TID_LEADERBOARD_TITLE","СПИСКИ ЛИДЕРОВ"
"TID_LEADERBOARD_TAB_TOTAL","ВСЕГО\nТРОФЕЕВ"
"TID_LEADERBOARD_TAB_HEROES","БОЙЦЫ"
"TID_LEADERBOARD_TAB_CLANS","КЛУБЫ"
"TID_LEADERBOARD_TAB_FRIENDS","ДРУЗЬЯ"
"TID_LEADERBOARD_SUBTITLE_1","ЛУЧШИЕ ИГРОКИ"
"TID_LEADERBOARD_SUBTITLE_2","ЛУЧШИЕ КЛУБЫ"
"TID_LEADERBOARD_SUBTITLE_0","<HERO>: ЛУЧШИЕ ИГРОКИ"
"TID_BATTLE_MAIN_NEXT_REWARD","Следующая награда: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Новая карта через <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","Получено <VALUE>"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Собери 100 жетонов, чтобы открыть ящик!"
"TID_GATCHA_INFO","<c0000ff>Ящики</c>\n\nВ ящиках можно найти бойцов, очки силы, монеты или удвоители жетонов."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","ЗДОРОВЬЕ"
"TID_HERO_INFO_ABILITY","АТАКА: <NAME>"
"TID_HERO_INFO_ULTI","СУПЕР: <NAME>"
"TID_HERO_INFO_BACK","ОБРАТНО"
"TID_HERO_INFO_UPGRADE","УЛУЧШИТЬ"
"TID_HERO_INFO_ABILITY_LEVEL","УРОВЕНЬ <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Купить бойца"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Чтобы разблокировать следующее улучшение, собирай очки силы из ящиков или покупай их в магазине."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Звёздную силу теперь можно найти в ящике."
"TID_HERO_INFO_STAR_POWER_BLOCKED","Можно найти в ящике, когда <HERONAME> достигнет <LEVEL>-го УРОВНЯ СИЛЫ"
"TID_HERO_INFO_STAR_POWER_LABEL","ЗВЁЗДНАЯ СИЛА: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Подбор противников не удался: время действия события истекло"
"TID_MATCHMAKE_FAILED_7","Подбор противников не удался: член команды отключился"
"TID_MATCHMAKE_FAILED_9","Подбор противников не удался: начинается техобслуживание"
"TID_MATCHMAKE_FAILED_11","Подбор противников не удался: участник команды отключился"
"TID_MATCHMAKE_FAILED_12","Подбор противников не удался: ты победил последнего босса."
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Синяя команда победит через"
"TID_ENEMY_TEAM_WINNING","Красная команда победит через"
"TID_OWN_TEAM","Синяя команда"
"TID_ENEMY_TEAM","Красная команда"
"TID_COUNTDOWN","ОБРАТНЫЙ ОТСЧЁТ"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","БОЙЦЫ"
"TID_HERO_LIST_DO_GATCHA","Открыть ящик"
"TID_HERO_TIME_UNTIL_RELEASE","Появится через <TIME>"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Появится через <TIME>"
"TID_SKIN_INFO_","Supercell ID: скин в подарок"
"TID_SKIN_INFO_1","Скин первопроходца Brawl Stars!\n\nДля учётных записей, созданных до 2019 года."
"TID_SKIN_INFO_2","Получи этот скин, подключившись к Supercell ID в настройках игры!"
"TID_SKIN_INFO_3_not_available","Скин Brawlidays 2018.\nВ настоящее время недоступен."
"TID_SKIN_INFO_3_available","Праздничный скин для праздничной поры!\nДоступен в течение ограниченного времени."
"TID_SKIN_INFO_4","Скоро..."
"TID_SKIN_REWARD_TITLE_1","СКИН В НАГРАДУ"
"TID_SKIN_REWARD_INFO_1","Разблокирован новый скин! Спасибо за игру в Brawl Stars в 2018 году!"
"TID_SKIN_REWARD_TITLE_2","СКИН В НАГРАДУ"
"TID_SKIN_REWARD_INFO_2","В награду за подключение учётной записи к Supercell ID был разблокирован новый скин."
"TID_SKIN_REWARD_OK","ЗАБРАТЬ"
"TID_RANK_POPUP_TITLE","ПУТЬ К СЛАВЕ"
"TID_RANK_POPUP_NEXT_GOAL","НОВЫЙ РУБЕЖ"
"TID_RANK_POPUP_COLLECT","ЗАБРАТЬ"
"TID_RANK_POPUP_SEASON_END_REWARD","Награда сезона"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>ТВОЯ НАГРАДА СЕЗОНА</c>"
"TID_RANK_POPUP_TOTAL_INFO","Собирай трофеи, чтобы получать награды и переходить в новые лиги!\nТвои трофеи являются суммой трофеев всех твоих бойцов."
"TID_RANK_POPUP_SEASON_END_TITLE","ДО КОНЦА СЕЗОНА"
"TID_RANK_POPUP_SEASON_END_INFO","Бойцы с более чем <DECAYSTART> трофеями теряют <DECAYPERCENTAGE> % трофеев от количества свыше <DECAYSTART> после окончания сезона."
"TID_RANK_POPUP_HILITE_CAPTION_3","БОЕЦ: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","СОБЫТИЕ: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","МЕГАЯЩИК"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ОСОБЫЕ СОБЫТИЯ"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","СОБЫТИЯ ДНЯ"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","СОБЫТИЯ ПО БИЛЕТАМ"
"TID_DAILY_COINS_COLLECTED","Получено"
"TID_TEAM_BATTLE","СОЗДАТЬ"
"TID_TEAM_UNREADY","не готово"
"TID_TEAM_WAITING_WHILE_READY","Всё готово!\nНужно дождаться остальных."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><NAME>: <OWNEDCOUNT>-й из <SETSIZE> бойцов</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Здорово!"
"TID_GATCHA_SCREEN_TAP","Жми! Жми!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","БИЛЕТЫ СОБЫТИЙ"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","БОНУС!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Действует <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Начинается через <TIME>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","УДВОИТЕЛЬ ЖЕТОНОВ"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Получи вдвое больше жетонов боях!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","МОНЕТЫ"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Используй монеты для улучшения бойцов"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","КРИСТАЛЛЫ"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Покупай за кристаллы ящики, скины и другие предметы в магазине"
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","ОЧКИ СИЛЫ"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Разблокировано улучшение!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Можно улучшить!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","БОНУС"
"TID_NAVI_BLOCKED_1","Нельзя перейти на другую страницу в режиме готовности!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> ожидает готовности остальных"
"TID_TEAM_MEMBER_INFO_NOT_READY","Игрок <NAME> еще не готов к игре"
"TID_TEAM_MEMBER_INFO_SELF_READY","Нельзя сменить бойца в режиме готовности!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Нельзя сменить событие в режиме готовности!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Нельзя изменить это в режиме готовности!"
"TID_TEAM_GATCHA_BLOCKED","Нельзя открыть ящик в режиме готовности!"
"TID_TEAM_NO_MEMBER_INFO","Приглашать в команду может только её создатель"
"TID_TEAM_INFO_TEAM_CODE","Поделись этим кодом с друзьями и пригласи их в свою команду!\n\nНажми снова, чтобы скопировать в буфер обмена."
"TID_FREEZER","Морозилка"
"TID_GAME_OVER","Бой окончен"
"TID_LEVEL","<LVL>-й уровень"
"TID_PLAYERS_IN_MM","Некоторые игроки участвуют в подборе противников!"
"TID_ONLINE_INFO","Игроки в сети: <ONLINE>, в подборе противников: <MATCHMAKE>, в сражении: <BATTLES>"
"TID_INPUT_NAME","Введи свое имя"
"TID_LEADERBOARD_YOUR_SCORE","Твои очки"
"TID_LEADERBOARD_YOUR_RANK","Твой ранг"
"TID_LEADERBOARD_HIGHEST_SCORE","Лучший результат"
"TID_LEADERBOARD_LOCAL","МЕСТНЫЙ (<COUNTRY>)"
"TID_REGION_0","ГЛОБАЛЬНЫЙ"
"TID_REGION_1","АЗИЯ"
"TID_SET_REGION_RESULT_0","Регион успешно изменен. Новый регион: <REGION>"
"TID_SET_REGION_RESULT_1","Не удалось изменить регион: невозможно изменить регион, находясь в клубе."
"TID_SET_REGION_RESULT_2","Не удалось изменить регион: невозможно изменить регион, находясь в команде."
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Захват кристаллов"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Захвати и удержи 10 кристаллов!"
"TID_BATTLE_END_MY_TEAM","Твоя команда"
"TID_BATTLE_END_ENEMY_TEAM","Команда врага"
"TID_BACK","ОБРАТНО"
"TID_NOT_ENOUGH_GOLD","Не хватает монет: открывай ящики, чтобы получить ещё"
"TID_UNLOCK_SKIN_ERROR_1","Не хватает кристаллов"
"TID_EXPERIENCE_LEVEL","Уровень опыта"
"TID_BOT_1","1-й бот"
"TID_BOT_2","2-й бот"
"TID_BOT_3","3-й бот"
"TID_BOT_4","4-й бот"
"TID_BOT_5","5-й бот"
"TID_BOT_6","6-й бот"
"TID_BOT_7","7-й бот"
"TID_BOT_8","8-й бот"
"TID_BOT_9","9-й бот"
"TID_CRAFT_HERO_TITLE","Купить бойца"
"TID_CRAFT_HERO_BUTTON_LABEL","Купить"
"TID_UNLOCK_SKIN_TITLE","Купить скин"
"TID_SKIN_COMING_SOON","Скин ещё недоступен"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Купить"
"TID_HERO_LIST_TOTAL_TROPHIES","Всего трофеев"
"TID_TOP_TOOL_TIP_1","<c00ccff>Жетоны</c> нужны, чтобы открывать ящики.\n\nЖетоны можно получить в новых событиях и в бою."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Кристаллы</c> нужны, чтобы покупать ящики, скины и другие предметы в магазине.\n\nКристаллы можно найти в ящиках и купить в магазине за реальные деньги."
"TID_TOP_TOOL_TIP_2","<cff8E1b>Монеты</c> нужны, чтобы улучшать бойцов.\n\nМонеты можно найти в ящиках."
"TID_TOP_TOOL_TIP_4","<cff0000>Билеты событий</c> нужны для участия в событиях по билетам.\n\nБилеты событий можно найти в ящиках."
"TID_GAME_MODE_0","ЗАХВАТ КРИСТАЛЛОВ"
"TID_GAME_MODE_0_DESC","Собирай кристаллы, появляющиеся из кристальной шахты в центре карты, или отбирай их у поверженных врагов. Чтобы победить, удержи десять кристаллов до окончания обратного отсчета."
"TID_GAME_MODE_2","ОГРАБЛЕНИЕ"
"TID_GAME_MODE_2_DESC","Защищай свой сейф, пытаясь одновременно взломать сейф вражеской команды! Побеждает команда, взломавшая сейф врага первой.\n\nЕсли время истечёт, победителем будет объявлена команда, нанёсшая больше урона вражескому сейфу."
"TID_GAME_MODE_3","НАГРАДА ЗА ПОИМКУ"
"TID_GAME_MODE_3_DESC","Собирай звёзды для команды, побеждая участников команды врага. С каждой победой награда за твою голову будет увеличиваться на одну звезду, пока не достигнет семи звёзд. Не дай врагу отобрать их!\n\nПо истечении времени побеждает команда с наибольшим количеством звёзд."
"TID_GAME_MODE_6","ОДИНОЧНОЕ СТОЛКНОВЕНИЕ"
"TID_GAME_MODE_6_COMBINED","СТОЛКНОВЕНИЕ"
"TID_GAME_MODE_6_DESC","Победи всех и останься в живых. Здесь все средства хороши — тебе дана всего одна жизнь."
"TID_GAME_MODE_6_DESC_COMBINED","Победи всех и останься в живых! Играй в одиночном или парном режиме."
"TID_GAME_MODE_5","БРОУЛБОЛ"
"TID_GAME_MODE_5_DESC","Забей гол в ворота противника! Матч закончится по истечении времени или после двух голов, забитых одной из команд."
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Звёздный жетон"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Ранг повышен"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Уровень повышен"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Победа"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Поражение"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Ничья"
"TID_BATTLE_END_GAIN_LABEL_MVP","Звёздный игрок"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Награда за ранг"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Награда за время"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Ещё жетонов:"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Награда за время"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Награда за время"
"TID_BATTLE_END_COIN_REWARDS","ЖЕТОНЫ В НАГРАДУ"
"TID_BATTLE_END_MVP","ЗВЁЗДНЫЙ ИГРОК"
"TID_BATTLE_END_DEFEAT_INFO","Удачи в следующий раз!"
"TID_TUTORIAL_1","Привет, я Шелли! Давай-ка соберём эти <ce662f9>КРИСТАЛЛЫ</c>! <c0066ff>ЗАЖМИ И ПОТЯНИ</c> <c0066ff>СИНИЙ ДЖОЙСТИК</c> большим пальцем левой руки, чтобы начать движение."
"TID_TUTORIAL_2","Нужно собрать всё! Это мои <ce662f9>КРИСТАЛЛЫ</c>!"
"TID_TUTORIAL_3","Роботы! <ccc0033>ЗАЖМИ И ПОТЯНИ</c> <ccc0033>КРАСНЫЙ ДЖОЙСТИК</c> большим пальцем правой руки для прицеливания и отпусти для выстрела. Уничтожь всех роботов!"
"TID_TUTORIAL_GOOD_JOB_1","Молодец!"
"TID_TUTORIAL_5","Новые цели! Можно <ccc0033>НАЖАТЬ</c> на <ccc0033>КРАСНЫЙ ДЖОЙСТИК</c> для атаки на ближайшего врага. Уничтожь всех роботов!"
"TID_TUTORIAL_6","А сейчас используй свой Супер для атаки босса за стеной! <cff9900>ЗАЖМИ И ПОТЯНИ</c> <cff9900>ЖЁЛТЫЙ ДЖОЙСТИК</c> для прицеливания и отпусти для выстрела!"
"TID_TUTORIAL_555","Отлично, продолжай в том же духе!"
"TID_TUTORIAL_7","Молодец! <ce662f9>КРИСТАЛЛЫ</c> у нас, теперь давай на выход!"
"TID_TUTORIAL_8","Нанося урон врагу, ты заряжаешь свой Супер. Используй <cff9900>жёлтый джойстик</c> для атаки при помощи супера!"
"TID_TUTORIAL_9","Ты прирожденный боец!\n\nА теперь задай им всем!"
"TID_TUTORIAL_10","Поражение целей заряжает Супер, и сейчас он заряжен полностью!\nЖми на кнопку супера!"
"TID_TUTORIAL_11","<cff6633>Оранжевые полоски</c> показывают количество твоих боеприпасов. Буду перезаряжать так быстро, как смогу!"
"TID_FIGHT_TUTORIAL","ИГРАТЬ"
"TID_HERO_SCORE_INFO","Собирай этим бойцом трофеи, побеждая в боях против других игроков.\n\nСобрав <PROGRESS> жетонов, боец получит новый ранг и <COINS> жетонов."
"TID_HERO_SCORE_INFO_MAXED","Достигнут наивысший ранг."
"TID_XP_INFO_ME","Уровень твоего опыта.\n\nПолучай опыт в боях. Собери <REMPROGRESS> очков опыта, чтобы достичь<LEVEL>-го уровня и заработать <COINS> жетонов."
"TID_XP_INFO_OTHER","Уровень опыта этого игрока"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","СЫГРАЙ ОДИН ТРЕНИРОВОЧНЫЙ БОЙ, ЧТОБЫ ОТКРЫТЬ ИГРУ ПОЛНОСТЬЮ"
"TID_SOCIAL_TAB_CLANS","КЛУБ"
"TID_SOCIAL_TAB_FRIENDS","ДРУЗЬЯ"
"TID_FRIEND_STATUS_BATTLE","<cffffff>сражается</c> в течение <TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>экран окончания боя</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>наблюдает</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>тренируется</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>в подборе противников</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>в команде</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>в команде</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>в команде</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>сражается</c>"
"TID_FRIEND_STATUS_MENUS","в меню"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","ИГРАЙ КОМАНДОЙ!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","ИГРОКИ В СЕТИ"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Друзья или участники клуба сейчас не в сети"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Нет друзей или участников клуба, которых можно было бы пригласить. Кто-то отлично проявил себя в недавнем бою? Добавь их в друзья!"
"TID_CLAN_CREATE_BUTTON","СОЗДАТЬ"
"TID_CLAN_SAVE_BUTTON","СОХРАНИТЬ"
"TID_CLAN_CREATE_TITLE","СОЗДАТЬ НОВЫЙ КЛУБ"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","В сети <cf7f7f7>< 1h ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","В сети <cf7f7f7><HOURS> ч. назад</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","В сети <cf7f7f7><DAYS> д. назад</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","В сети <cf7f7f7>> месяц назад</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>СРАЖАЕТСЯ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>В МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>В МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>ПОДБОР ПРОТИВНИКОВ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>В МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>НАБЛЮДЕНИЕ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>ТРЕНИРОВКА</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>В МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>В МЕНЮ</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>В МЕНЮ</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> уч. в сети"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> уч. в сети"
"TID_ALLIANCE_TYPE_OPEN","Открытый"
"TID_ALLIANCE_TYPE_INVITE_ONLY","По приглашениям"
"TID_ALLIANCE_TYPE_CLOSED","Закрытый"
"TID_CLAN_SEARCH_TITLE","ИСКАТЬ КЛУБ"
"TID_CLAN_INTRO_AD_TITLE","ИЩЕШЬ КЛУБ?"
"TID_CLAN_INTRO_AD_DESC","Играй и общайся с другими игроками!"
"TID_CLAN_INTRO_CREATE_GO","СОЗДАТЬ КЛУБ"
"TID_CLAN_INTRO_SEARCH_GO","ИСКАТЬ КЛУБ"
"TID_CLAN_INTRO_REFRESH","ОБНОВИТЬ"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","Количество трофеев, необходимых для вступления в этот клуб: <REQ>. Количество твоих трофеев: <SCORE>."
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","Это закрытый клуб"
"TID_STREAM_ENTRY_AGE","<time> назад"
"TID_ALLIANCE_ROLE_LEADER","президент"
"TID_ALLIANCE_ROLE_CO_LEADER","вице-президент"
"TID_ALLIANCE_ROLE_MEMBER","участник"
"TID_ALLIANCE_ROLE_ELDER","ветеран"
"TID_STREAM_SENDER_YOU","Ты"
"TID_GOLDRUSH_1","Роковая шахта"
"TID_BANKHEIST_1","Тайник бандитов"
"TID_WANTED_1","Руины храма"
"TID_BATTLE_ROYALE_1","Озеро мертвецов"
"TID_GOLDRUSH_2","Хрустальный грот"
"TID_BANKHEIST_2","Пороховой каньон"
"TID_WANTED_2","Лагерь бандитов"
"TID_BATTLE_ROYALE_2","Опалённый камень"
"TID_GOLDRUSH_3","Поганковая пещера"
"TID_BANKHEIST_3","Надёжное укрытие"
