"TID","AR"
"TID_HINT_RELEASE_TO_SHOOT","رها کردن برای شلیک"
"TID_HINT_DRAG_TO_ULTI","کشیدن برای هدف‌گیری فوق‌حمله، رها کدن برای شلیک!"
"TID_HINT_GO_AFTER_ENEMY","برو سراغ دشمن!"
"TID_HINT_SHOOT_ENEMIES","برای گرفتن ستاره، دشمن‌هات رو شکست بده!"
"TID_HINT_YOU_ARE_WINNING","تیم تو داره می‌بره! دفاع کنید!"
"TID_HINT_YOU_ARE_LOSING","تیم تو داره می‌بازه! حمله کنید!"
"TID_HINT_TAP_TO_MOVE","برای حرکت ضربه بزن\nبا تیمت حرکت کن"
"TID_BOUNTY_2","مراقب باش: جایزه بزرگی برای سرت گذاشتن!"
"TID_BOUNTY_3","مراقب باش: جایزه عظیمی برای سرت گذاشتن!"
"TID_BOUNTY_4","تحت تعقیب: زنده یا مرده!"
"TID_NO_CLAN_TITLE","یک گروه جنگجو پیدا کن"
"TID_NO_CLAN_BODY","به یک گروه بپیوند تا با آدمای با حال گپ بزنی و بازی کنی!"
"TID_NO_CLAN_SUGGESTIONS","گروه‌های پیشنهادی برای تو"
"TID_NO_CLAN_RESULTS","نتایج جستجو"
"TID_NO_CLAN_EMPTY","گروه پیشنهادی موجود نیست :-("
"TID_NO_CLAN_WAITING_FOR_DATA","در انتظار داده‌ها..."
"TID_CONNECTING_TO_SERVER","اتصال به سرور"
"TID_TEAM_AD_INFO_0","در جستجوی بازیکن برای بازی تیمی"
"TID_TEAM_AD_JOIN","پیوستن به تیم"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","برای استفاده از این ویژگی باید به گروه بپیوندی"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","تبلیغات ممکن نیست. ظرفیت اتاق پره"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","فقط برای سازنده اتاق مجازه"
"TID_TEAM_LOC_INFO","<MODE> در <LOC>"
"TID_STREAM_EVENT_1","<target>، توسط <sender> از گروه بیرون انداخته شد"
"TID_STREAM_EVENT_2","<target>، توسط <sender> در گروه پذیرفته شد"
"TID_STREAM_EVENT_3","<sender> به گروه پیوست!"
"TID_STREAM_EVENT_4","<sender> گروه رو ترک کرد!"
"TID_STREAM_EVENT_5","<target>، توسط <sender> ارتقای رتبه گرفت"
"TID_STREAM_EVENT_6","<target>، توسط <sender> تنزل رتبه پیدا کرد"
"TID_STREAM_EVENT_102","<sender> پیوست"
"TID_STREAM_EVENT_103","<sender> ترک کرد"
"TID_STREAM_EVENT_104","<sender>، <target> رو بیرون کرد"
"TID_STREAM_EVENT_105","حریف‌یابی آغاز شد"
"TID_STREAM_EVENT_106","حریف‌یابی لغو شد"
"TID_STREAM_EVENT_107","بازی شروع شد"
"TID_STREAM_EVENT_108","بازی رو برد"
"TID_STREAM_EVENT_109","بازی رو باخت"
"TID_STREAM_EVENT_110","تمرین شروع شد"
"TID_STREAM_EVENT_111","تمرین تموم شد"
"TID_STREAM_EVENT_112","بازی مساوی شد"
"TID_CHAT_BOTTOM_BUTTON","پیمایش به پایین"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> پیام جدید!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","پیام جدید!"
"TID_HERO_INFO_UPGRADE_INFO","ارتقا به سطح <LVL>"
"TID_HERO_INFO_LEADERBOARD","تابلوی امتیازات"
"TID_HERO_INFO_LEADERBOARD_LABEL","بهترین <HERO> بازیکنان"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","بکش تا برای فوق‌حمله هدف‌گیری کنی!"
"TID_HINT_SHOOT","کشیدن برای هدف‌گیری، رها کردن برای شلیک!"
"TID_HERO_SCORE_SUM_LEADERBOARD","بهترین بازیکنان"
"TID_ALLIANCE_LEADERBOARD","بهترین گروه‌ها"
"TID_HINT_MAKE_GOAL","بکش برای هدف‌گیری، رها کن برای ضربه زدن به توپ"
"TID_BATTLE_ROYALE_INTRO_TEXT","تنها بازمانده باش!"
"TID_PLAYERS_LEFT","جنگجوهای باقیمانده:<num>"
"TID_CLAN_CREATE_COOLDOWN","هنوز نمیشه گروه ایجاد کرد. بعد از <TIME> دوباره سعی کنید"
"TID_PLAYER_DATA_MISSING","داده‌های بازیکن موجود نیست"
"TID_ALLIANCE_DATA_MISSING","داده‌های گروه موجود نیست"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","در انتظار شارژ شدن مهمات!"
"TID_EVENT_EXPIRED","رویداد منقضی شد"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","برای حرکت ضربه بزن"
"TID_SETTINGS_CONTROL_MODE_INFO_0","برای فرستادن جنگجوهات به اونجا، روی صفحه نمایش ضربه بزن. بکش برای هدف‌گیری و رها کن برای شلیک."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","حرکت دسته بازی (دست راست)"
"TID_SETTINGS_CONTROL_MODE_VALUE_2","حرکت دسته بازی (دست چپ)"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","رویداد بعدی در"
"TID_EVENTS_TIME_LEFT","زمان باقیمانده"
"TID_EVENTS_NEW","جدید!"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","تمام تجربه‌ی کسب شده"
"TID_GAME_STARTING","تا <LOCATION> یک بازی شروع می‌شه. لطفا بهش بپیوند!"
"TID_WEEKEND_EVENT","رویداد تجربه‌ی دو برابر"
"TID_SHOP_PURCHASED","خریداری شد"
"TID_SHOP_ACTIVE","فعال"
"TID_SHOP_DOUBLE_COINS_INFO","بعدی را دو برابر می‌کند"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","جواهر کافی نیست"
"TID_SHOP_GEM_PACK_1_TITLE","یک مشت جواهر"
"TID_SHOP_GEM_PACK_2_TITLE","کیسه جواهر"
"TID_SHOP_GEM_PACK_3_TITLE","خورجین جواهر"
"TID_SHOP_GEM_PACK_4_TITLE","سطل جواهر"
"TID_SHOP_GEM_PACK_5_TITLE","جعبه بزرگ جواهر"
"TID_SHOP_GEM_PACK_6_TITLE","بار جواهر"
"TID_SHOP_HERO_OF_RARITY_BOX","جعبه‌ی جنگجو"
"TID_TERMS_OF_SERVICE_BUTTON","شرایط خدمات"
"TID_IMMUNE","ایمنی"
"TID_SETTINGS_CONTROL_MODE_VALUE_4","پیش فرض معکوس"
"TID_SETTINGS_CONTROL_MODE_INFO_4","به طرفی بکش که می‌خوای جنگجوت به اون سمت بره. برای شلیک ضربه بزن."
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","ورود به Game Center با نام کاربری جدید"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","آیا می‌خواهی بازی کنونیت رو در این حساب Game Center ذخیره کنی؟"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار حساب Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","می‌خوای بازی <name> رو با سطح تجربه <number> بارگیری کنی؟ هشدار: پیشرفت بازی فعلی از دست میره."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","بارگذاری مجدد بازی؟"
"TID_BUTTON_VILLAGE_LOAD","بارگذاری"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","می‌خوای بازی <name> رو با سطح تجربه <number> بارگیری کنی؟ هشدار: پیشرفت بازی فعلی از دست میره."
"TID_BUTTON_AVATAR_LOAD","بارگذاری"
"TID_SETTINGS_SCREEN_TITLE","تنظیمات"
"TID_SETTINGS_OFF","خاموش"
"TID_SETTINGS_ON","روشن"
"TID_ACCOUNT","دستگاه‌ها"
"TID_LINK_DEVICE_BUTTON","اتصال یک دستگاه"
"TID_CHANGE_NAME_BUTTON","تغییر اسم"
"TID_CREDITS_BUTTON","دست اندرکاران"
"TID_PRIVACY_POLICY_BUTTON","خط‌مشی حریم خصوصی"
"TID_PARENTS_GUIDE_BUTTON","راهنمای والدین"
"TID_MULTIDEVICE_INFO","برای محافظت از پیشرفت خود و بازی با چندین دستگاه iOS، با استفاده از حساب Game Center خود وارد سیستم شوید."
"TID_SETTINGS_GOOGLE","ورودی Google Play"
"TID_FAQ_BUTTON","راهنمایی و پشتیبانی"
"TID_IAP_TRANSACTION_PENDING","لطفاً منتظر بمانید. تراکنش در حال بررسی است."
"TID_RATE_APP_TITLE","به براول استارز امتیاز بده"
"TID_RATE_APP_MESSAGE","لطفاً براول استارز رو در App Store ارزیابی کن یا امتیاز بده تا از نظرات ارزشمندت مطلع بشیم!"
"TID_BUTTON_RATE_APP_LATER","بعداً"
"TID_BUTTON_RATE_APP_REVIEW","امتیاز دادن"
"TID_BUTTON_RATE_APP_NEVER","هرگز"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","بازگشایی قفل حساب امکانپذیر نیست."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","بازگشایی قفل حساب اکنون امکانپذیر نیست. لطفاً بعداً دوباره امتحان کن!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","دوباره امتحان کن"
"TID_ACCOUNT_LOCKED_INVALID_CODE","کد بازگشایی قفل نامعتبر!"
"TID_ACCOUNT_LOCKED_TITLE","حساب قفل شد"
"TID_ACCONT_LOCKED_TEXT","حسابت به دلایل امنیتی قفل شده است. برای بازیابی حساب خود، کد بازگشایی قفل رو وارد کن."
"TID_ACCOUNT_LOCKED_TEXT2","کد بازگشایی قفل رو اینجا وارد کن:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","برای تایید ضربه بزن"
"TID_NOT_ENOUGH_GEMS_TITLE","جواهر کافی نیست"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","برو به فروشگاه"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","آسیب هر دینامیت"
"TID_EVENT_LOCKED","قفل شده"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","فعال به مدت"
"TID_SPECIAL_EVENT_STATUS_FUTURE","شروع می‌شه در"
"TID_EVENT_COMING_UP_INFO","این رویداد در <TIME> باز می‌شه"
"TID_STAT_HEAL","درمان"
"TID_EVENTS_NEW_EVENT","رویداد جدید!"
"TID_SETTINGS_BRAWLHINTS","نکات نبرد"
"TID_NOT_ENOUGH_TICKETS","بلیت کافی نیست"
"TID_COOP","جنگ مشارکتی"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","ورود به Facebook با نام کاربری جدید"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","آیا می‌خواهی بازی کنونیت رو به این حساب Facebook متصل کنی؟"
"TID_BUTTON_OKAY","تایید"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","این نماد نیازمنده <HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","دوستات رو دعوت کن\nبا هم بازی کنین"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 به 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","تنها بازمانده"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","3 به ربات"
"TID_HIGHSTAKES_REWARDS","پاداش <COUNT>برابر می‌ده"
"TID_POPUP_ANDROID_EXIT_TITLE","خروج از براول استارز؟"
"TID_POPUP_ANDROID_EXIT","واقعاً مطمئنی که می‌خوای از براول استارز خارج بشی؟"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","خرید ناموفق"
"TID_ERROR_POP_UP_PURCHASE_FAILED","سرور صورتحساب پاسخ نمی‌ده. لطفاً بعداً دوباره امتحان کن."
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","تایید"
"TID_IAP_NOT_AVAILABLE","لطفاً خریدهای درون‌برنامه‌ای رو در تنظیمات محدودیت‌های دستگاهت فعال کن."
"TID_STAT_DAMAGE_PER_ARROW","آسیب هر تیر"
"TID_STAT_DAMAGE_PER_MINE","آسیب هر تله"
"TID_STAT_DAMAGE_PER_SPIKE","آسیب هر تیغ"
"TID_STAT_DAMAGE_PER_DAGGER","آسیب هر خنجر"
"TID_FRIENDS_FACEBOOK_CONNECTED","Facebook وصل شد"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","برای دیدن دوستان فیسبوکی خود به Facebook متصل شوید!"
"TID_FRIENDS_NO_FRIENDS","بدون دوست"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","ارتباط قطع شد"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","یک دستگاه دیگه به این بازی متصل شده."
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","بارگیری مجدد"
"TID_BAD_CONNECTION","اتصال شبکه نامناسب"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","هشدار Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","این حساب Facebook قبلاً به یک بازی براول استارز دیگر وصل شده است. آیا می‌خواهید آن را به بازی کنونی‌تان وصل کنید؟"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","جایزه رایگان رویداد مطالبه شد"
"TID_GEM_BUY_CONFIRMATION","<AMOUNT> دریافت شد!"
"TID_BLOCKED_TEAM_READY","وقتی آماده‌ای، نمی‌شه نشونش داد"
"TID_SHUTDOWN_STARTED","بازی برای یک استراحت کوتاه نگهداری تا 5 دقیقه دیگه بسته می‌شه."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از چند ساعت دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از دو ساعت دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از یک ساعت و نیم دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از یک ساعت دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از <value> دقیقه دوباره امتحان کن."
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","متأسفیم، سرورها در دست تعمیرند. لطفاً پس از چند دقیقه دوباره امتحان کن."
"TID_SHUTDOWN_BATTLE_DISABLED","بازی برای تعمیر و نگهداری تا چند دقیقه بسته می‌شه. تا تمام شدن وقفه نگهداری، بازی کردن ممکن نیست."
"TID_TEAM_SEARCH_NO_TEAM_CODE","کد اتاق رو وارد کن."
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","نمی‌تونی درخواست‌های عضویت رو رد یا قبول کنی."
"TID_CLAN_RESPONSE_71","برای پیشکسوت‌ها بین هر بار بیرون انداختن اعضا زمان انتظار تعیین شده"
"TID_STAT_MAX_DAMAGE","آسیب در محدوده حداکثری"
"TID_STAT_DAMAGE_PER_BOMB","آسیب هر نارنجک"
"TID_PLAYER_DEFEATED_BR","جنگجو شکست خورد"
"TID_BALL_1","جنجگوی حیاط پشتی"
"TID_LASER_BALL_INTRO_TEXT","دو تا گل بزن تا برنده بشی!"
"TID_AFK_WARNING","هشدار بیکاری! لطفا حرکت کن!"
"TID_AFK_DISCONNECTED_MSG","چون هیچ کاری نکردید یا به خاطر اتصال بد، ارتباطتون با نبرد قطع شد"
"TID_AFK_BANNED_MSG","چون هیچ کاری نکردید یا به خاطر اتصال بد، از نبرد فعلی تحریم شدی. وقتی نبرد تموم شد دوباره به بازی برمی‌گردی."
"TID_AFK_DISCONNECTED_TITLE","قطع برای بیکاری"
"TID_AFK_BANNED_TITLE","تحریم از نبرد"
"TID_AFK_RELOAD","بارگیری مجدد"
"TID_BOSS_INTRO_TEXT_DEFEND","تو رئیسی! تا جایی که می‌تونی دوام بیار!"
"TID_STAT_HEALING_PER_SEC","درمان در ثانیه"
"TID_STAT_DAMAGE_PER_CARD","آسیب هر کارت"
"TID_OVERTIME","وقت اضافه!"
"TID_STARTER_PACK_XP_REQ","پیشنهاد ویژه برای رسیدن به سطح تجربه <XPLEVEL>"
"TID_VALUE","ارزش"
"TID_SHOP_ONE_TIME_PURCHASE","این پیشنهاد محدود رو، فقط می‌تونی یک‌بار بخری!"
"TID_BALL_2","دریبل سه‌برابر"
"TID_BALL_3","شوت پین‌هولی"
"TID_BLACKHOLE_DEFAULT_SKIN","پیش فرض"
"TID_COOP_INTRO_TEXT","تا هر وقت که می‌تونی از گاو صندوق دفاع کن!"
"TID_SELECT_EVENT_POPUP_TITLE","انتخاب رویداد"
"TID_SPEC_ABI_BERSERKER","پهلوان دیوانه"
"TID_SPEC_SELF_DESTRUCT","انتقام"
"TID_SPEC_ABI_AMBUSH","کمین"
"TID_SPEC_ABI_BLACK_HOLE_MONSTER","درگاه تاریکی"
"TID_SPEC_ABI_PREY_ON_THE_WEAK_DESC","+<c00cc00><VALUE2></c> آسیب حاصل از سلاح و فوق‌حمله در برابر جنگجوهایی با <VALUE1>% سلامت یا کمتر"
"TID_SPEC_SELF_DESTRUCT_DESC","وقتی داینامایک شکست می‌خوره، شیش تا دینامیت پرت می‌کنه که هر کدوم، <c00cc00><VALUE1></c> آسیب وارد می‌کنن."
"TID_SPEC_SPOT_FROM_AIR_DESC","کلاغ وقتی از قدرت فوق‌العاده‌اش استفاده می‌کنه، می‌تونه از اون بالا همه دشمنان پنهان شده رو ببینه. هم‌تیمی‌هاش هم می‌تونن ببینن!"
"TID_SPEC_ABI_TODO_DESC","توانایی های ویژه تعریف نشده"
"TID_WAVE_APPROACHING","موج <number>"
"TID_TEAMS_LEFT","تیم های باقی مونده: <num>"
"TID_TEAM_MATE_RESPAWNING","بازتولید هم‌تیمی در: <num>"
"TID_BOSS_APPROACHING","موج <number>: <ccc0000>درآمد رئیس!</c>"
"TID_COOP_2",
"TID_BOSS_2",
"TID_BEAR_DAMAGE",
"TID_BEAR_HEALTH",
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE_TEAM",
"TID_SPEC_ABI_PUSHBACK_SELF",
"TID_VIEW_PROFILE_BUTTON",
"TID_REPORT_PLAYER_BUTTON",
"TID_CHAT_REPORT_CONFIRMATION_TITLE",
"TID_CHAT_REPORT_CONFIRMATION",
"TID_PLAYER_ALREADY_REPORTED",
"TID_STARTER_PACK_4",
"TID_NEED_HERO",
"TID_EVENT_ENDING",
"TID_TEAM_DISPLAY_TITLE_CLAN",
"TID_TEAM_DISPLAY_TITLE_FRIENDS",
"TID_TICKETS_REVEIVED",
"TID_TUTORIAL_12",
"TID_NO_TARGET_HINT",
"TID_CAN_NOT_AUTOSHOOT",
"TID_VS",
"TID_VS_SHOWDOWN",
"TID_HAS_LASER_BALL_HINT",
"TID_CLAN_RESPONSE_44",
"TID_SHOTGUN_GIRL_SHORT_DESC",
"TID_GUNSLINGER_SHORT_DESC",
"TID_BULL_DUDE_SHORT_DESC",
"TID_ROCKET_GIRL_SHORT_DESC",
"TID_TNT_DUDE_SHORT_DESC",
"TID_LUCHADOR_SHORT_DESC",
"TID_TRICKSHOT_DUDE_SHORT_DESC",
"TID_CACTUS_SHORT_DESC",
"TID_BARKEEP_SHORT_DESC",
"TID_MECHANIC_SHORT_DESC",
"TID_SHAMAN_SHORT_DESC",
"TID_UNDERTAKER_SHORT_DESC",
"TID_CROW_SHORT_DESC",
"TID_DEAD_MARIACHI_SHORT_DESC",
"TID_BOW_DUDE_SHORT_DESC",
"TID_SNIPER_SHORT_DESC",
"TID_MINIGUN_DUDE_SHORT_DESC",
"TID_BLACK_HOLE_SHORT_DESC",
"TID_BARREL_BOT_SHORT_DESC",
"TID_CLAN_INTRO_SUGGESTED_CLANS",
"TID_CLAN_INTRO_CREATE_TITLE",
"TID_CLAN_INTRO_HEADER",
"TID_CLAN_INFO_TITLE",
"TID_CLAN_INFO_NO_DESCRIPTION",
"TID_EVENT_POPUP_TITLE",
"TID_GOLDRUSH_8",
"TID_USE_AUTOFIRE_TUTORIAL",
"TID_BRAWL_BOX_INFO_2",
"TID_POWER_DROP_VALUE",
"TID_COLLECT",
"TID_PAGE_FRIENDS_TITLE",
"TID_PAGE_FRIENDS_TITLE2",
"TID_PAGE_FRIENDS_NO_FRIENDS_NO_LOGIN",
"TID_PAGE_FRIENDS_NO_FRIENDS",
"TID_FRIENDS_TITLE",
"TID_FRIENDS_TAB_1",
"TID_FRIENDS_TAB_2",
"TID_FRIENDS_TAB_3",
"TID_TOTAL",
"TID_BRAWL_BOX_INFO_TITLE_2",
"TID_BRAWL_BOX_INFO_TITLE_3",
"TID_BRAWL_BOX_INFO_3",
"TID_HERO_BUNDLE_0",
"TID_HERO_BUNDLE_1",
"TID_HERO_BUNDLE_2",
"TID_HERO_BUNDLE_3",
"TID_HERO_BUNDLE_4",
"TID_HERO_BUNDLE_5",
"TID_HERO_BUNDLE_6",
"TID_HERO_BUNDLE_7",
"TID_HERO_BUNDLE_8",
"TID_HERO_BUNDLE_9",
"TID_HERO_BUNDLE_10",
"TID_HERO_BUNDLE_11",
"TID_HERO_BUNDLE_12",
"TID_HERO_BUNDLE_13",
"TID_HERO_BUNDLE_14",
"TID_HERO_BUNDLE_15",
"TID_HERO_BUNDLE_16",
"TID_HERO_BUNDLE_17",
"TID_HERO_BUNDLE_18",
"TID_OFFER_ALSO_INCLUDES",
"TID_OFFER_VALUE_TITLE",
"TID_OFFER_VALUE",
"TID_SHOP_OFFER_COUNTDOWN",
"TID_USE_ULTI_TUTORIAL",
"TID_HERO_STATS_TITLE",
"TID_GATCHA_SCREEN_ITEMS_REMAINING",
"TID_GATCHA_SCREEN_BONUS_ITEMS_REMAINING",
"TID_GATCHA_SCREEN_YOU_GOT",
"TID_GATCHA_SCREEN_BONUSES",
"TID_GATCHA_SCREEN_SUMMARY_UNLOCKED",
"TID_HERO_LIST_ITEM_UPGRADE",
"TID_SHOP_CLAMIMED",
"TID_SHOP_OFFER_PURCHASE_ERROR_CLAIMED",
"TID_ONLINE",
"TID_LEADERBOARD",
"TID_NOT_ENOUGH_TICKETS_INFO",
"TID_HERO_LIST_NEW",
"TID_CLUSTER_BOMB_DUDE",
"TID_HAMMER_DUDE",
"TID_HOLD_PHONE_LIKE_THIS",
"TID_HINT_FINGER_TAP_TAP",
"TID_HINT_FINGER_DRAG",
"TID_MOVE_HERE",
"TID_HINT_HEADER",
"TID_HINT_0",
"TID_HINT_1",
"TID_HINT_2",
"TID_HINT_3",
"TID_HINT_4",
"TID_HINT_5",
"TID_HINT_6",
"TID_HINT_7",
"TID_HINT_8",
"TID_HINT_9",
"TID_HINT_10",
"TID_HINT_11",
"TID_HINT_12",
"TID_HINT_13",
"TID_HINT_14",
"TID_HINT_15",
"TID_HINT_16",
"TID_HINT_17",
"TID_HINT_18",
"TID_HINT_19",
"TID_HINT_20",
"TID_HINT_21",
"TID_HINT_22",
"TID_VS_TUTORIAL",
"TID_USE_MANUAL_FIRE_TUTORIAL",
"TID_TUTORIAL_GOOD_JOB_2",
"TID_TUTORIAL_GOOD_JOB_3",
"TID_TUTORIAL_GOOD_JOB_4",
"TID_SPECTATE_PLAYER_BUTTON",
"TID_SPECTATE_FAILED",
"TID_ACCOUNT_DISABLED_TEXT",
"TID_ACCOUNT_DELETED_ON_REQUEST_TEXT",
"TID_ACCOUNT_DELETED_DUE_INACTIVITY_TEXT",
"TID_ACCOUNT_DELETION_WARNING_TITLE",
"TID_ACCOUNT_DELETION_WARNING_TEXT",
"TID_ACCOUNT_DELETION_WARNING_TEXT_PAST",
"TID_CLAN_JOIN_FAILED_ALREADY_IN_THIS_CLAN",
"TID_CONFIRM_CHANGE_CLAN_TITLE",
"TID_CONFIRM_CHANGE_CLAN",
"TID_CONFIRM_CLAN_FULL_TITLE",
"TID_CONFIRM_CLAN_FULL",
"TID_BUTTON_CHANGE",
"TID_CLAN_JOIN_FAILED_IN_TUTORIAL",
"TID_CLAN_INTRO_INVITE",
"TID_INVITE_CLAN_TOKEN_ERROR",
"TID_ALLIANCE_INVITE_FAILED_NO_RIGHTS",
"TID_FRIENDS_FACEBOOK_CONNECT",
"TID_FRIENDS_PAGE_INVITE",
"TID_SHARE_GAME_ROOM_POST_MESSAGE",
"TID_SHARE_GAME_ROOM_POST_TITLE",
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD",
"TID_ROOM_CODE_COPIED_TO_CLIPBOARD_CONFIRM",
"TID_TEAM_INVITE_BUTTON_LABEL",
"TID_TEAM_INVITE_EXPIRED",
"TID_TEAM_INVITATION_POPUP_TITLE",
"TID_TEAM_INVITATION_POPUP_ACCEPT",
"TID_TEAM_INVITATION_POPUP_REJECT",
"TID_TEAM_INVITATION_POPUP_MUTE",
"TID_BATTLE_ROYALE_5",
"TID_DAILY_COINS_COLLECTED_END_SCREEN",
"TID_SHOP_REAL_MONEY_PURCHASES_DISABLED_SPECIAL_BUILD",
"TID_SHOP_CHINA_WARNING",
"TID_GATCHA_AD_STATUS_VIEW",
"TID_GATCHA_AD_STATUS_OUT_OF_VIEWS",
"TID_GATCHA_AD_STATUS_NO_VIDEO",
"TID_GATCHA_AD_CONTINUE_BUTTON_TITLE",
"TID_AD_DOUBLER_TITLE",
"TID_AD_DOUBLER_CONTINUE",
"TID_GATCHA_CONTINUE",
"TID_HINT_23",
"TID_HINT_24",
"TID_HINT_25",
"TID_SPEC_ABI_SELF_DESTRUCT",
"TID_SPEC_ABI_SELF_DESTRUCT_DESC",
"TID_EVENT_LIST_BRAWL",
"TID_INVITE_COPIED_TO_CLIPBOARD",
"TID_INVITE_COPIED_TO_CLIPBOARD_CONFIRM",
"TID_FRIEND_INVITE_POST_MESSAGE",
"TID_FRIEND_INVITE_POST_TITLE",
"TID_ALLIANCE_JOIN_POST_MESSAGE",
"TID_ALLIANCE_JOIN_POST_TITLE",
"TID_KEY_BAR_FULL",
"TID_HOMESCREEN_MODE_LOCKED",
"TID_GAMEROOMS_PLAYERS_ONLINE",
"TID_ARTILLERY_DUDE_SHORT_DESC",
"TID_HAMMER_DUDE_SHORT_DESC",
"TID_HAMMER_DUDE_DESC",
"TID_HAMMER_DUDE_WEAPON",
"TID_HAMMER_DUDE_WEAPON_DESC",
"TID_HAMMER_DUDE_ULTI",
"TID_HAMMER_DUDE_ULTI_DESC",
"TID_SPEC_ABI_STEAL_SOULS2",
"TID_SPEC_ABI_STEAL_SOULS2_DESC",
"TID_ONLINE_FRIENDS_TITLE",
"TID_BATTLE_ROYALE_TEAM_INTRO_TEXT",
"TID_VS_TEAM_SHOWDOWN",
"TID_FIRST_WIN",
"TID_BATTLE_END_TEAM_DEATHMATCH_VICTORY",
"TID_HOMESCREEN_MODE_LOCKED_INFO",
