"Name","FileName","StartFrame","EndFrame","FaceFreezeFrame","Speed","TransitionInMs","TransitionOutMs","AutoFadeMs","Looping","Humanoid","Priority"
"RosaBrawloweenAttackRecoil","rosa_brawloween_attack.glb","12","19","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenAttackRecoil2","rosa_brawloween_attack.glb","20","28","","","1","100","100","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenUltRecoil","rosa_ult.glb","","-1","","","1","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenUltRecoil2","rosa_detransform.glb","","-1","","","1","100","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenWin","rosa_brawloween_win.glb","1","130","","","100","200","100","","",""
"RosaBrawloweenWinloop","rosa_brawloween_win.glb","131","159","","","500","100","100","true","",""
"RosaBrawloweenLose","rosa_lose.glb","1","49","","","100","100","200","","",""
"RosaBrawloweenLoseloop","rosa_lose.glb","50","79","","","1","100","200","true","",""
"RosaBrawloweenIdle_transform","rosa_brawloween_idle_transform.glb","1","25","","","100","100","","true","",""
"RosaBrawloweenWalk_transform","rosa_brawloween_walk_transform.glb","1","24","","","100","100","","true","","1"
"RosaBrawloweenAttack_transform","rosa_brawloween_attack_transform.glb","1","11","","","100","100","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenAttackRecoil_transform","rosa_brawloween_attack_transform.glb","12","19","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenAttackRecoil2_transform","rosa_brawloween_attack_transform.glb","20","28","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RosaBrawloweenProfile","rosa_brawloween_idle.glb","1","1","","","","","","true","",""
"AmberLose","amber_lose.glb","","74","-1","","","","","","",""
"AmberLoseloop","amber_lose.glb","75","-1","-1","","","","","true","",""
"ColtPlayerWin","colt_player_win.glb","","110","-1","","","","","","",""
"ColtPlayerWinloop","colt_player_win.glb","111","200","-1","","","","","true","",""
"ColtPlayerlose","colt_player_lose.glb","","120","-1","","","","","","",""
"ColtPlayerLoseloop","colt_player_lose.glb","121","220","-1","","","","","true","",""
"AmberPushback","amber_pushback.glb","","-1","-1","","","","","","",""
"AmberPortrait","amber_portrait.glb","","-1","","","","","","","",""
"SniperLineIdle","piper_line_friends_idle.glb","1","41","","","100","100","","true","",""
"SniperLineWalk","piper_line_friends_walk.glb","1","20","","","100","100","","true","","1"
"SniperLineAttack","piper_line_friends_attack.glb","1","12","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineSecondary","piper_line_friends_super.glb","","-1","","","50","50","50","","","5"
"SniperLineRecoil","piper_line_friends_attack.glb","1","25","","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineReload","piper_line_friends_idle.glb","","10","","","100","100","500","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLinePushback","piper_pushback.glb","1","10","","","50","50","100","","","5"
"SniperLineWin","piper_line_friends_win.glb","1","159","","","","","","","","5"
"SniperLineWinloop","piper_line_friends_win.glb","160","201","","","","","","true","","1"
"SniperLineLose","piper_line_friends_lose.glb","1","138","","","","","","","","5"
"SniperLineLoseloop","piper_line_friends_lose.glb","139","168","","","","","","true","","1"
"SniperLineProfile","piper_line_friends_portrait.glb","","","","","","","","true","","5"
"SniperLineGadgetPistolAttack","piper_gadget_pistol_attack.glb","1","13","","","","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"SniperLineGadgetPistolRecoil","piper_gadget_pistol_attack.glb","13","25","","","","","200","","","hips_s#5+L_upperLeg_s#0+R_upperLeg_s#0+R_dress_01_s#0+L_dress_01_s#0+F_dress_01_s#0+B_dress_01_s#0"
"MaxLineIdle","max_cony_idle.glb","1","30","","","50","50","","true","",""
"MaxLineWalk","max_cony_walk.glb","1","20","","","50","50","","true","","1"
"MaxLinePrimary","max_cony_attack.glb","","4","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineRecoil","max_cony_attack.glb","5","21","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineSecondary","max_cony_super.glb","","","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineSecondaryRecoil","max_cony_super.glb","","-1","","","50","50","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"MaxLineWin","max_cony_win.glb","","178","","","","","","","","5"
"MaxLineWinloop","max_cony_win.glb","179","218","","","","","","true","","1"
"MaxLineLose","max_cony_lose.glb","1","104","","","","","","","",""
"MaxLineLoseloop","max_cony_lose.glb","105","112","","","","","","true","",""
"MaxLinePortrait","max_cony_portrait.glb","","-1","","","","","","true","",""
"MaxLineReload","max_cony_reload.glb","3","20","","","100","100","100","","","spine_lower_s#0+L_clavicle_s#2+R_clavicle_s#2"
"MaxLinePushback","max_pushback.glb","","10","","","50","100","50","","",""
"NaniLineIdle","nani_line_friends_idle.glb","1","45","","","100","100","","true","",""
"NaniLineWalk","nani_line_friends_walk.glb","1","27","","","100","100","","true","","1"
"NaniLineAttack","nani_line_friends_attack.glb","","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"NaniLineRecoil","nani_line_friends_attack.glb","","23","","","","","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"NaniLineReload","nani_line_friends_idle.glb","","10","","","200","200","100","","",""
"NaniLineWin","nani_line_friends_win.glb","","114","","","","","","","","1"
"NaniLineWinloop","nani_line_friends_win.glb","115","-1","","","","","","true","","1"
"NaniLineSecondary","nani_line_friends_superloop.glb","","-1","","","100","100","","true","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"NaniLinePushback","nani_pushback.glb","","-1","","","50","","100","","","5"
"NaniLineLose","nani_line_friends_lose.glb","","-1","","","","","","","","1"
"NaniLineLoseloop","nani_line_friends_lose.glb","117","117","","","","","","true","","1"
"NaniLinePortrait","nani_line_friends_portrait.glb","","-1","","","","","","","",""
"PeepLineIdle","peep_line_friends_idle.glb","1","226","","","","","50","true","",""
"PeepLineWalk","peep_line_friends_idle.glb","1","226","","","","","50","true","","1"
"LouIdle","lou_idle.glb","","-1","","","100","100","","true","",""
"LouWalk","lou_walk.glb","1","22","","","100","100","","true","","1"
"LouAttack","lou_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LouRecoil","lou_attack.glb","6","20","-1","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"LouSuper","lou_attack.glb","1","20","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"LouReload","lou_idle.glb","-1","-1","-1","","","","","","",""
"LouWin","lou_win.glb","1","101","","","","","","","",""
"LouWinloop","lou_win.glb","102","140","","","","","","true","",""
"LouLose","lou_lose.glb","1","80","","","","","","","",""
"LouLoseloop","lou_lose.glb","80","80","","","","","","true","",""
"LouPortrait","lou_portrait.glb","","","","","","","","","",""
"DynamikeGroomIdle","dynamike_groom_idle.glb","","27","","","100","100","","true","","0"
"DynamikeGroomWalk","dynamike_groom_walk.glb","1","29","","150","100","100","","true","","1"
"DynamikeGroomPrimary","dynamike_groom_attack.glb","1","5","","","","","10","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DynamikeGroomSecondary","dynamike_groom_super.glb","1","5","","","","","10","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DynamikeGroomRecoil","dynamike_groom_attack.glb","5","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DynamikeGroomReload","dynamike_groom_walk.glb","1","5","","150","66","66","6","","","spine_lower_s#0"
"DynamikeGroomUlti","dynamike_groom_super.glb","5","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DynamikeGroomPushback","dynamike_groom_pushback.glb","","-1","","","100","100","100","","","5"
"DynamikeGroomWin","dynamike_groom_win.glb","1","62","","","","","","","",""
"DynamikeGroomWinloop","dynamike_groom_win.glb","62","89","","80","","","","true","",""
"DynamikeGroomLose","dynamike_groom_lose.glb","","41","","","","","","","",""
"DynamikeGroomLoseloop","dynamike_groom_lose.glb","41","50","","","","","","true","",""
"DynamikeGroomProfile","dynamike_groom_portrait.glb","20","20","","","","","","true","",""
"LouKingLose","lou_king_lose.glb","1","120","","","","","","","",""
"LouKingLoseloop","lou_king_lose.glb","120","120","","","","","","true","",""
"LouKingPortrait","lou_king_portrait.glb","","-1","-1","","","","","","",""
"LouKingWin","lou_king_win.glb","","223","-1","","","","","","",""
"LouKingWinloop","lou_king_win.glb","224","272","-1","","","","","true","",""
"GaleNutcrackerIdle","gale_nutcracker_idle.glb","1","59","","","200","200","","true","",""
"GaleNutcrackerWalk","gale_nutcracker_walk.glb","1","22","","","200","200","","true","","1"
"GaleNutcrackerPrimary","gale_nutcracker_attack.glb","1","5","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"GaleNutcrackerRecoil","gale_nutcracker_attack.glb","5","20","","","","","50","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"GaleNutcrackerPushback","gale_pushback.glb","1","10","","","20","100","100","","","5"
"GaleNutcrackerWin","gale_nutcracker_win.glb","1","81","","","","","","","","5"
"GaleNutcrackerWinloop","gale_nutcracker_win.glb","82","150","","","","","","true","","1"
"GaleNutcrackerLose","gale_nutcracker_lose.glb","1","94","","","","","","","",""
"GaleNutcrackerLoseloop","gale_nutcracker_lose.glb","95","235","","","","","","true","",""
"BrockReduxIdle","brock_renamed_redux_idle.glb","","-1","","135","74","74","","true","",""
"BrockReduxWalk","brock_renamed_redux_run.glb","","-1","","150","100","100","","true","","1"
"BrockReduxPrimary","brock_renamed_redux_attack.glb","","-1","","","1","300","300","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BrockReduxSecondary","brock_renamed_redux_attack.glb","","-1","","","1","","","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BrockReduxRecoil","brock_renamed_redux_attack.glb","","-1","","","1","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BrockReduxRecoil2","brock_renamed_redux_attack.glb","","-1","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BrockReduxPushback","brock_pushback1.glb","","-1","","","100","100","100","","","5"
"BrockReduxWin","brock_redux_win_intro.glb","","50","","","","500","500","","","5"
"BrockReduxWinloop","brock_redux_win_loop.glb","","59","","","500","","500","true","","5"
"BrockReduxLose","brock_renamed_redux_lose.glb","1","70","","","","","","","","5"
"BrockReduxLoseloop","brock_renamed_redux_lose.glb","70","110","","","","","","true","","5"
"BrockReduxHero","brock_redux_win_intro.glb","","35","","","","200","200","","","5"
"BrockReduxProfile","brock_renamed_redux_idle.glb","1","1","","","","","","","","5"
"FrankXmasIdle","frank_xmas_idle.glb","","-1","","","500","500","","true","",""
"FrankXmasWalk","frank_xmas_walk.glb","1","29","","120","300","300","","true","","5"
"FrankXmasPrimary","frank_xmas_attack.glb","1","45","","","","","100","","","5"
"FrankXmasSecondary","frank_xmas_super.glb","1","50","","","100","100","","true","","5"
"FrankXmasRecoil","frank_xmas_attack.glb","22","35","","","","","200","","","5"
"FrankXmasPushback","frank_xmas_pushback.glb","","-1","","","120","120","400","","","5"
"FrankXmasRecoil2","frank_ulti.glb","36","50","","","1","1","100","","","5"
"FrankXmasWin","frank_xmas_win.glb","1","130","","","","","","","","5"
"FrankXmasWinloop","frank_xmas_win.glb","131","196","","","","","","true","","1"
"FrankXmasLose","frank_xmas_lose.glb","1","131","","","","","","","","5"
"FrankXmasLoseloop","frank_xmas_lose.glb","132","243","","","","","","true","","1"
"FrankXmasProfile","frank_idle.glb","44","44","","","","","","true","",""
"FrankXmasIntro","frank_intro_pose.glb","","","","","","","","","",""
"TickSnowmanIdle","tick_snowman_idle.glb","1","47","","","","","","true","",""
"TickSnowmanWalk","tick_snowman_walk.glb","1","21","","125","","","","true","","1"
"TickSnowmanWin","tick_snowman_win.glb","1","97","","","","","","","",""
"TickSnowmanWinloop","tick_snowman_win.glb","97","143","","","","","","true","",""
"TickSnowmanProfile","tick_snowman_idle.glb","16","16","","","","","","","",""
"TickSnowmanPrimary","tick_snowman_attack.glb","1","20","","","","","25","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"TickSnowmanSecondary","tick_snowman_ult.glb","1","20","","","","","25","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"TickSnowmanRecoil","tick_snowman_attack.glb","1","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"TickSnowmanUltRecoil","tick_snowman_ult.glb","1","20","","","","","300","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"TickSnowmanLose","tick_snowman_lose.glb","1","74","","","","","","","",""
"TickSnowmanLoseloop","tick_snowman_lose.glb","75","-1","","","","","","true","",""
"BombheadSnowmanIdle","bombhead_snowman_idle.glb","1","12","","","","","","true","",""
"ByronIdle","byron_idle.glb","1","59","-1","","120","120","","true","",""
"ByronWalk","byron_walk.glb","1","-1","-1","","100","100","","true","","1"
"ByronAttack","byron_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ByronSuper","byron_super.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"ByronRecoil","byron_attack.glb","5","30","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ByronSuperRecoil","byron_super.glb","5","30","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"ByronPushback","byron_pushback.glb","","-1","-1","","","","","","","5"
"EdgarIdle","edgar_idle.glb","1","44","-1","","100","100","","true","","R_scarf_01_s#1+L_scarf_01_s#1"
"EdgarWalk","edgar_walk.glb","1","22","-1","","100","100","","true","","1"
"EdgarAttack","edgar_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"EdgarRecoil","edgar_attack.glb","6","30","-1","","","200","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"EdgarSuper","edgar_super.glb","5","50","-1","","","250","250","","","3"
"EdgarPushback","edgar_pushback.glb","","-1","-1","","50","100","100","","","5"
"EdgarWin","edgar_win.glb","","130","-1","","","","","","",""
"EdgarWinloop","edgar_win.glb","131","174","-1","","","","","true","",""
"ByronWin","byron_win.glb","1","92","","","","","","","",""
"ByronWinloop","byron_win.glb","93","-1","","","","","","true","",""
"ByronLose","byron_lose.glb","1","98","","","","","","","",""
"ByronLoseloop","byron_lose.glb","99","198","","","","","","true","",""
"ByronProfile","byron_win.glb","192","192","-1","","","","","","",""
"EdgarProfile","edgar_win.glb","","","-1","","","","","true","",""
"EdgarLose","edgar_lose.glb","","26","-1","","","","","","",""
"EdgarLoseloop","edgar_lose.glb","27","48","-1","","","","","true","",""
"BoWarriorIdle","bo_warrior_idle.glb","1","29","","","100","100","","true","",""
"BoWarriorWalk","bo_warrior_walk.glb","1","20","","","100","100","","true","","1"
"BoWarriorWin","bo_warrior_win.glb","-1","79","","","100","100","500","","",""
"BoWarriorWinloop","bo_warrior_win.glb","80","120","","","100","100","200","true","",""
"RuffsIdle","ruffs_idle.glb","1","29","-1","","100","100","","true","",""
"RuffsWalk","ruffs_walk.glb","1","22","-1","","100","100","","true","","1"
"RuffsAttack","ruffs_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsRecoil","ruffs_attack.glb","1","30","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsSuper","ruffs_super.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsSuperRecoil","ruffs_super.glb","5","20","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsPushback","ruffs_pushback.glb","","-1","-1","","50","100","100","","","5"
"DarrylDroidIdle","droid_darryl_idle.glb","1","-1","","","100","100","100","true","",""
"DarrylDroidWalk","droid_darryl_run.glb","1","20","","","100","100","","true","","1"
"DarrylDroidPrimary","droid_darryl_attack.glb","","10","","","100","100","100","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylDroidSecondary","droid_darryl_super.glb","","29","","","1","1","1","true","","5"
"DarrylDroidRecoil","droid_darryl_recoil_01.glb","1","10","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylDroidRecoil2","droid_darryl_recoil_02.glb","1","10","","","","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylDroidReload","droid_darryl_idle.glb","","10","","","800","800","800","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"DarrylDroidPushback","droid_darryl_pushback.glb","1","10","","","50","100","200","","","5"
"DarrylDroidWin","droid_darryl_win.glb","","-1","","","","","200","","",""
"DarrylDroidWinloop","droid_darryl_winloop.glb","1","29","","","","","","true","",""
"DarrylDroidLose","droid_darryl_lose.glb","","-1","","","","","200","","",""
"DarrylDroidLoseloop","droid_darryl_lose.glb","45","45","","","","","","true","",""
"DarrylDroidHide","droid_darryl_win.glb","","1","","","200","200","100","true","",""
"DarrylDroidProfile","droid_darryl_win.glb","44","44","","","","","","true","",""
"SpikeLordIdle","spike_lord_idle.glb","","30","","","100","100","","true","",""
"SpikeLordWalk","spike_lord_walk.glb","","-1","","","100","100","","true","","1"
"SpikeLordPrimary","spike_lord_attack.glb","8","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpikeLordSecondary","spike_lord_attack.glb","5","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpikeLordRecoil","spike_lord_attack.glb","8","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpikeLordRecoil2","spike_lord_attack.glb","5","20","","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"SpikeLordReload","spike_lord_idle.glb","1","2","","","200","200","200","","","5"
"SpikeLordWin","spike_lord_win.glb","1","108","","","","","","","","5"
"SpikeLordWinloop","spike_lord_win.glb","109","145","","","","","","true","","1"
"SpikeLordLose","spike_lord_lose.glb","1","40","","","","","","","","5"
"SpikeLordLoseloop","spike_lord_lose.glb","41","-1","","","","","","true","","1"
"SpikeLordProfile","spike_lord_portrait.glb","","","","","","","","","","5"
"BullDudeLaserIdle","bull_ox_idle.glb","","29","","","150","150","","true","",""
"BullDudeLaserWalk","bull_ox_walk.glb","","21","","","100","100","","true","","1"
"BullDudeLaserPrimary","bull_ox_attack.glb","1","3","","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"BullDudeLaserSecondary","bull_ox_super.glb","","21","","150","66","66","133","true","","5"
"BullDudeLaserRecoil","bull_ox_attack.glb","4","20","","","50","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BullDudeLaserReload","bull_ox_idle.glb","1","10","","200","250","250","250","","","ChestBone#2"
"BullDudeLaserPushback","bull_rock_pushback.glb","","-1","","","100","100","100","","","5"
"BullDudeLaserWin","bull_ox_win.glb","","88","","","","","","","","5"
"BullDudeLaserWinloop","bull_ox_win.glb","89","148","","","","","","true","","5"
"BullDudeLaserLose","bull_ox_lose.glb","","94","","","","","","","","5"
"BullDudeLaserLoseloop","bull_ox_lose.glb","95","174","","","","","","true","","5"
"BullDudeLaserProfile","bull_ox_portrait.glb","10","10","","","","","","","","5"
"PercenterCrewIdle","colette_crew_idle.glb","1","29","-1","","100","100","","true","",""
"PercenterCrewWalk","colette_crew_walk.glb","1","-1","-1","","100","100","","true","","1"
"PercenterCrewAttack","colette_crew_attack.glb","1","4","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"PercenterCrewSuper","colette_crew_super.glb","","-1","","","50","50","50","true","","5"
"PercenterCrewRecoil","colette_crew_attack.glb","3","20","-1","","","","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"PercenterCrewWin","colette_crew_win.glb","1","175","","","","1000","1000","","",""
"PercenterCrewLose","colette_crew_lose.glb","1","86","","","","","","","",""
"PercenterCrewLoseloop","colette_crew_lose.glb","86","86","","","","","","true","",""
"PercenterCrewPortrait","colette_crew_idle.glb","1","1","","","","","","","",""
"RuffsWin","ruffs_win.glb","1","98","-1","","","","","","",""
"RuffsWinloop","ruffs_win.glb","99","-1","-1","","","","","true","",""
"RuffsLose","ruffs_lose.glb","","68","-1","","","","","","",""
"RuffsLoseloop","ruffs_lose.glb","69","-1","-1","","","","","true","",""
"LouCroonerWin","lou_crooner_win.glb","1","101","-1","","","","","","",""
"LouCroonerWinloop","lou_crooner_win.glb","102","-1","-1","","","","","true","",""
"RuffsRoninIdle","ruffs_ronin_idle.glb","1","29","-1","","100","100","","true","",""
"RuffsRoninWalk","ruffs_ronin_walk.glb","1","22","-1","","100","100","","true","","1"
"RuffsRoninAttack","ruffs_ronin_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsRoninSuper","ruffs_super.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsRoninRecoil","ruffs_attack.glb","1","30","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsRoninSuperRecoil","ruffs_super.glb","5","20","-1","","","","120","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"RuffsRoninPushback","ruffs_pushback.glb","","-1","-1","","50","100","100","","","5"
"RuffsRoninWin","ruffs_ronin_win.glb","1","80","-1","","","","","","",""
"RuffsRoninWinloop","ruffs_ronin_win.glb","81","118","-1","","","","","true","",""
"RuffsRoninLose","ruffs_ronin_lose.glb","","152","-1","","","","","","",""
"RuffsRoninLoseloop","ruffs_ronin_lose.glb","153","184","-1","","","","","true","",""
"RuffsPortrait","ruffs_idle.glb","","","-1","","","","","","",""
"RuffsRoninPortrait","ruffs_ronin_idle.glb","","","-1","","","","","","",""
"LouCroonerPortrait","lou_crooner_portrait.glb","10","-1","-1","","","","","","",""
"LouCroonerLose","lou_crooner_lose.glb","","-1","-1","","","","","","",""
"LouCroonerLoseloop","lou_crooner_lose.glb","105","-1","-1","","","","","true","",""
"StuIdle","stu_idle.glb","1","29","-1","","100","100","","true","",""
"StuWalk","stu_walk.glb","1","29","-1","","100","100","","true","","1"
"StuAttack","stu_attack.glb","3","22","-1","","25","","50","","","3"
"StuRecoil","stu_attack.glb","3","22","-1","","","","200","","","4"
"BibiVigilanteIdle","bibi_vigilante_idle.glb","1","29","","","100","100","","true","",""
"BibiVigilanteWalk","bibi_vigilante_run.glb","1","29","","","120","200","","true","","1"
"BibiVigilantePrimary","bibi_vigilante_attack.glb","1","51","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BibiVigilanteSecondary","bibi_vigilante_attack.glb","1","51","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BibiVigilanteRecoil","bibi_vigilante_attack.glb","22","51","","","1","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BibiVigilanteRecoil2","bibi_vigilante_attack.glb","17","51","","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"BibiVigilantePushback","bibi_vigilante_pushback.glb","-1","-1","","","100","100","100","","","5"
"BibiVigilanteWin","bibi_vigilante_win.glb","1","163","","","100","","","","","5"
"BibiVigilanteWinloop","bibi_vigilante_win.glb","164","262","","","","","","true","","1"
"BibiVigilanteLose","bibi_vigilante_lose.glb","1","29","","","","","","","","5"
"BibiVigilanteLoseloop","bibi_vigilante_lose.glb","30","89","","","","","","true","","1"
"BibiVigilanteProfile","bibi_vigilante_win.glb","108","108","","","","","","","","5"
"PennySmugglerSpawn","penny_smuggler_turret_spawn.glb","","-1","","","","","1","","","3"
"PennySmugglerIdle","penny_smuggler_turret_idle.glb","","-1","","","100","100","","true","",""
"PennySmugglerAttack","penny_smuggler_turret_attack.glb","","-1","","","","","1","","","4"
"PennySmugglerIdleMenu","penny_smuggler_turret_idle.glb","","-1","-1","","","","","true","",""
"StuPushback","stu_pushback.glb","","10","-1","","25","200","100","","",""
"StuWin","stu_win.glb","1","106","-1","","","","","","",""
"StuWinloop","stu_win.glb","107","137","-1","","","","","true","",""
"StuLose","stu_lose.glb","","-1","-1","","","","","","",""
"StuLoseloop","stu_lose.glb","178","-1","-1","","","","","","",""
"PennySmugglerPortrait","penny_portrait.glb","1","1","-1","","","","","true","",""
"StuPortrait","stu_portrait.glb","1","1","-1","","","","","","",""
"SpeedBoosterDefaultIdle","stu_tire_geo.glb","1","1","-1","","","","","true","",""
"PennySmugglerWin","penny_smuggler_win.glb","1","61","-1","","","","","","",""
"PennySmugglerWinloop","penny_smuggler_win.glb","62","90","-1","","","","","true","",""
"StuLoseEnter","stu_lose.glb","","","-1","","","","","","",""
"AmberMaskedWin","amber_masked_win.glb","","94","-1","","","","","","",""
"AmberMaskedWinloop","amber_masked_win.glb","95","134","-1","","","","","true","",""
"FireDudeMaskedIdle","amber_masked_idle.glb","1","-1","-1","","100","100","","true","",""
"FireDudeMaskedWalk","amber_masked_walk.glb","1","24","-1","","100","100","","true","","1"
"FireDudeMaskedAttack","amber_masked_attack.glb","5","10","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"FireDudeMaskedRecoil","amber_masked_attack.glb","10","20","-1","","100","100","100","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"FireDudeMaskedPushback","amber_masked_pushback.glb","","-1","-1","","","","","","",""
"FireDudeMaskedWin","amber_win.glb","","191","-1","","","","","","",""
"FireDudeMaskedWinloop","amber_win.glb","192","230","-1","","","","","true","",""
"FireDudeMaskedLose","amber_masked_lose.glb","","155","-1","","","","","","",""
"FireDudeMaskedLoseloop","amber_masked_lose.glb","156","199","-1","","","","","true","",""
"FireDudeMaskedPortrait","amber_masked_portrait.glb","","","","","","","","","",""
"EnragerDuelIdle","edgar_duelist_idle.glb","1","44","-1","","100","100","","true","","R_scarf_01_s#1+L_scarf_01_s#1"
"EnragerDuelWalk","edgar_duelist_walk.glb","1","22","-1","","100","100","","true","","1"
"EnragerDuelAttack","edgar_duelist_attack.glb","1","5","-1","","","","","","","hips_s#3+L_upperLeg_s#0+R_upperLeg_s#0"
"EnragerDuelSuper","edgar_duelist_super.glb","5","50","-1","","","250","250","","","3"
"EnragerDuelRecoil","edgar_duelist_attack.glb","6","30","-1","","","200","200","","","hips_s#4+L_upperLeg_s#0+R_upperLeg_s#0"
"EnragerDuelPushback","edgar_duelist_pushback.glb","","-1","-1","","50","100","100","","","5"
"EnragerDuelWin","edgar_duelist_win.glb","","132","-1","","","","","","",""
