"Name","Loop","AngleToSpawnOffset","FollowParent","FollowParentAngle","FollowBone","IgnoreInitialAngle","OwnScreenShake","OthersScreenShake","OwnHapticLevel","OthersHapticLevel","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FakeObject3D","GroundBasis","Scale","SWFScaleX","SWFScaleY","EnemyVersion","ChinaReplacement","TargetedAnimation","EffectZ","EffectSpace","TargetOffsetZ","UseForcedZ","ForcedZ"
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_gadget1_ground_glow",,"GroundLow",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_gadget1_ground_red",,"GroundLow",,"true",170,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_gadget1_twinkle",,"Above",,,100,,,,,,,,,,
"brock_def_buddy_gadget2_atk",,,,,,,200,,,,,,"SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Above",,,,100,100,,,,650,,,,
,,,,,,,,,,,,"Brock_Big_Rocket_Fire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_buddy_gadget2_exp",,,,,,,200,50,1,,,,"ParticleEmitter",,,"cloudexplode_blue",,"Above",,,100,,,"brock_def_buddy_gadget2_exp_red",,,,,,,
,,,,,,,,,,,,"Sound_Gen_small_explosion","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_blue",,"GroundHigh",,,130,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_blue",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_green",,,"GroundLow",,"true",,150,150,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_gadget1_ground_glow",,"GroundTop",,"true",100,,,,,,,,,,
"brock_def_buddy_gadget2_exp_red",,,,,,,200,50,1,,,,"ParticleEmitter",,,"cloudexplode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Sound_Gen_small_explosion","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_red",,"GroundHigh",,,130,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_green",,,"GroundLow",,"true",,150,150,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_gadget1_ground_glow",,"GroundTop",,"true",100,,,,,,,,,,
"brock_def_buddy_gadget2_trail","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_gadget2_trail_smoke",,"GroundHigh",,,100,,,,,,,,,,
"brock_def_buddy_sp2",,,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_sp2_radar",,"Above",,"true",100,,,"brock_def_buddy_sp2_red",,,200,,,,
,,,,,,,,,,,,"Brock_Sp2_Radar_Ping","Sound",,,,,,,,,,,,,,,,,,
"brock_def_buddy_sp2_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_buddy_sp2_radar_red",,"Above",,"true",100,,,,,,200,,,,
,,,,,,,,,,,,"Brock_Sp2_Radar_Ping","Sound",,,,,,,,,,,,,,,,,,
"brock_def_explosion_blue",,,,,,,200,50,,,,,"ParticleEmitter",,,"cloudexplode_small_red",,"Above",,,125,,,"brock_def_explosion_red",,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_small_red",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_explode_red",,"Above",,,125,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_atk_area_blue",,,"GroundHigh",,"true",,125,125,,,,,,,,
"brock_def_explosion_red",,,,,,,200,50,,,,,"ParticleEmitter",,,"cloudexplode_small_red",,"Above",,,125,,,,,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_small_red",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_explode_red",,"Above",,,125,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_atk_area_red",,,"GroundHigh",,"true",,125,125,,,,,,,,
"brock_def_gadget1_jump",,,,,,,200,50,,,,"Brock_Gagdet_Jump","Sound",,,,,,,,,,,"brock_def_gadget1_jump_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_blue",,"GroundTop",,"true",120,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_blue",,"Above",,,110,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_gadget1_smoke",,"GroundTop",,,130,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_gadget1_ground",,"GroundLow",,"true",170,,,,,,,,,,
"brock_def_gadget1_jump_red",,,,,,,200,50,,,,"Brock_Gagdet_Jump","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_red",,"GroundTop",,"true",120,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,110,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_gadget1_smoke_red",,"GroundTop",,,130,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_gadget1_ground_red",,"GroundLow",,"true",170,,,,,,,,,,
"brock_def_gadget2_atk",,,,,,,200,,,,,,"SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Above",,,,100,100,,,,650,,,,
,,,,,,,,,,,,"Brock_Big_Rocket_Fire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_gadget2_exp",,,,,,,200,50,1,,,,"ParticleEmitter",,,"cloudexplode_red",,"Above",,,100,,,"brock_def_gadget2_exp_red",,,,,,,
,,,,,,,,,,,,"Sound_Gen_small_explosion","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_blue",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_blue",,,"GroundLow",,"true",,120,120,,,,,,,,
"brock_def_gadget2_exp_red",,,,,,,200,50,,,,,"ParticleEmitter",,,"cloudexplode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Sound_Gen_small_explosion","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_red",,"Object",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"dynamike_explode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","dynamike_attack_red",,,"Above",,"true",,120,120,,,,,,,,
"brock_def_gadget2_trail","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_gadget2_trail_smoke",,"GroundHigh",,,100,,,"brock_def_gadget2_trail_red",,,,,,,
"brock_def_gadget2_trail_red","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_gadget2_trail_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
"brock_def_oc_atk",,,,,,,200,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_smoke",,"Above",,,100,,,"brock_def_oc_atk_red",,,650,,,,
,,,,,,,,,,,,"Robotfire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_oc_atk_red",,,,,,,200,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_smoke_red",,"Above",,,100,,,,,,650,,,,
,,,,,,,,,,,,"Robotfire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_oc_atk_trail","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_trail_smoke",,"GroundHigh",,,100,,,"brock_def_oc_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_trail_elec",,"Object",,,100,,,,,,,,,,
"brock_def_oc_atk_trail_red","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_trail_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_trail_elec_red",,"Object",,,100,,,,,,,,,,
"brock_def_oc_burn",,,"true",,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_oc_fire_purple",,,"Above",,,,50,50,"brock_def_oc_burn_red",,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_oc_fire_ground",,,"GroundHigh",,"true",,50,50,,,,,,,,
"brock_def_oc_burn_red",,,"true",,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_oc_fire_pink",,,"Above",,,,50,50,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_oc_fire_ground_red",,,"GroundHigh",,"true",,50,50,,,,,,,,
"brock_def_oc_explosion_pink",,,,,,,200,50,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_smoke_red",,"Above",,,125,,,,,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_ground_red",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_fragments",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_impact_red",,"Above",,,125,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","bo_004_atk_area_red",,,"GroundHigh",,"true",,125,125,,,,,,,,
"brock_def_oc_explosion_purple",,,,,,,200,50,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_smoke",,"Above",,,125,,,"brock_def_oc_explosion_pink",,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_ground",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_fragments",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_impact",,"Above",,,125,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","bo_004_atk_area_blue",,,"GroundHigh",,"true",,125,125,,,,,,,,
"brock_def_oc_ulti",,,,,,,200,,,,,,"ParticleEmitter",,,"brock_def_oc_ulti_smoke",,"Above",,,100,,,"brock_def_oc_ulti_red",,,650,,,,
,,,,,,,,,,,,"Robotfire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_oc_ulti_red",,,,,,,200,,,,,,"ParticleEmitter",,,"brock_def_oc_ulti_smoke_red",,"Above",,,100,,,,,,650,,,,
,,,,,,,,,,,,"Robotfire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_oc_ulti_trail","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_ulti_trail_smoke",,"GroundHigh",,,100,,,"brock_def_oc_ulti_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_trail_elec",,"Object",,,100,,,,,,,,,,
"brock_def_oc_ulti_trail_red","true",,"true",,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_ulti_trail_smoke_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_trail_elec_red",,"Object",,,100,,,,,,,,,,
"brock_def_oc_ultiexp_pink",,,,,,,200,50,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_smoke_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_ground_red",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_ulti_explode_fragments",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","bo_004_atk_area_red",,,"GroundHigh",,"true",,125,125,,,,,,,,
"brock_def_oc_ultiexp_purple",,,,,,,200,50,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_smoke",,"Above",,,100,,,"brock_def_oc_ultiexp_pink",,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_atk_explode_ground",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_def_oc_ulti_explode_fragments",,"GroundHigh",,,125,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","bo_004_atk_area_blue",,,"GroundHigh",,"true",,125,125,,,,,,,,
"brock_def_starpower",,,"true",,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_sp_fire_blue",,,"Above",,,,50,50,"brock_def_starpower_red",,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_sp_fire_ground",,,"GroundHigh",,"true",,50,50,,,,,,,,
,,,,,,,,,,,,"Brock_Starpower_Charge","Sound",,,,,,,,,,,,,,,,,,
"brock_def_starpower_red",,,"true",,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_sp_fire_red",,,"Above",,,,50,50,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_sp_fire_ground_red",,,"GroundHigh",,"true",,50,50,,,,,,,,
,,,,,,,,,,,,"Brock_Starpower_Charge","Sound",,,,,,,,,,,,,,,,,,
"brock_def_ulti",,,,,,,200,,,,,,"SWF","sc/effects_brawler.sc","gunSmoke_M",,,"Above",,,,100,100,,,,650,,,,
,,,,,,,,,,,,"Robotfire","Sound",,,,,,,,,,,,,,,,,,
"brock_def_ulti_trail","true",,"true",,,,,,,,,,"ParticleEmitter",,,"rocketsmoke_short_blue",,"GroundHigh",,,100,,,"brock_def_ulti_trail_red",,,,,,,
"brock_def_ulti_trail_red","true",,"true",,,,,,,,,,"ParticleEmitter",,,"rocketsmoke_short_red",,"GroundHigh",,,100,,,,,,,,,,
"brock_def_ultiexp_blue",,,,,,,200,50,,,,,"ParticleEmitter",,,"cloudexplode_red",,"Above",,,100,,,"brock_def_ultiexp_red",,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_explode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_atk_area_blue",,,"GroundHigh",,"true",,100,100,,,,,,,,
"brock_def_ultiexp_red",,,,,,,200,50,,,,,"ParticleEmitter",,,"cloudexplode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"explosion_rocket_rose","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"cloudexplode_ground_red",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"ground_fragments_lot_100",,"GroundHigh",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"brock_explode_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"fire_spark_red_short",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","brock_def_atk_area_red",,,"GroundHigh",,"true",,100,100,,,,,,,,
"brock_dryfire",,,"true",,,,,,,,,"Brock_dryfire","Sound",,,,,,,,,,,,,,,,,,
"brock_exhaust_1","true",,"true",,"L_exhaust_s",,,,,,,,"ParticleEmitter",,,"brock_003_idlesmoke",,"Above",,,100,,,,,,,,,,
"brock_exhaust_2","true",,"true",,"R_exhaust_s",,,,,,,,"ParticleEmitter",,,"brock_003_idlesmoke",,"Above",,,100,,,,,,,,,,
"bronson_002_atk",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_002_atk_impact",,"Above",,,100,,,"bronson_002_atk_red",,,,,,,
,,,,,,,,,,,,"Bronson_Atk","Sound",,,,,,,,,,,,,,,,,,
"bronson_002_atk2_trail",,,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh",,"Above",,,100,,,"bronson_002_atk2_trail_red",,,,,,,
"bronson_002_atk2_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh_red",,"Above",,,100,,,,,,,,,,
"bronson_002_atk_hit",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_002_atk_bite",,"Above",,,100,,,"bronson_002_atk_hit_red",,,,,,,
,,,,,,,,,,,,"Bronson_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"bronson_002_atk_hit_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_002_atk_bite_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"bronson_002_atk_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_002_atk_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Atk","Sound",,,,,,,,,,,,,,,,,,
"bronson_002_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_atk_trail_scratch",,"Above",,,100,,,"bronson_002_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh",,"Above",,,100,,,,,,,,,,
"bronson_002_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_atk_trail_scratch_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"rosa_def_atk_swoosh_red",,"Above",,,100,,,,,,,,,,
"bronson_002_lobby_win",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_lobby_win_spark",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_lobby_win_spark2",,"Above",,,100,,,,,,,,,,
"bronson_002_ulti",,,"true",,,,200,200,,,,,"ParticleEmitter",,,"bronson_002_atk_impact",,"Above",,,100,,,"bronson_002_ulti_red",,,,,,,
,,,,,,,,,,,,"Bronson_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_impact",,"Above",,,100,,,,,,,,,,
"bronson_002_ulti2_reached",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti2_reached_impact",,"Above",,,100,,,"bronson_002_ulti2_reached_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti2_reached_fire",,"Above",,,100,,,,,,,,,,
"bronson_002_ulti2_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti2_reached_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti2_reached_fire_red",,"Above",,,100,,,,,,,,,,
"bronson_002_ulti_reached",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_reached_smoke",,"GroundTop",,,100,,,"bronson_002_ulti_reached_red",,,,,,,
,,,,,,,,,,,,"Bronson_Ulti_Hit","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_reached_crack",,"GroundHigh",,"true",100,,,,,,,,,,
"bronson_002_ulti_reached_red",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_reached_smoke_red",,"GroundTop",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Ulti_Hit","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_reached_crack_red",,"GroundHigh",,"true",100,,,,,,,,,,
"bronson_002_ulti_recall",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_recall_laurelwreath",,"Above",,,100,,,"bronson_002_ulti_recall_red",,,,,,,
,,,,,,,,,,,,"Bronson_Ulti_Back","Sound",,,,,,,,,,,,,,,,,,
"bronson_002_ulti_recall_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_recall_laurelwreath_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Ulti_Back","Sound",,,,,,,,,,,,,,,,,,
"bronson_002_ulti_red",,,"true",,,,200,200,,,,,"ParticleEmitter",,,"bronson_002_atk_impact_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Ulti","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_impact_red",,"Above",,,100,,,,,,,,,,
"bronson_002_ulti_trail",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_trail_fire",,"GroundTop",,"true",100,,,"bronson_002_ulti_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_trail_speedline",,"Above",,,100,,,,,,,,,,
"bronson_002_ulti_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_trail_fire_red",,"GroundTop",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_002_ulti_trail_speedline_red",,"Above",,,100,,,,,,,,,,
"bronson_003_atk",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","bronson_003_atk_smoke",,,"GroundTop",,,,100,100,"bronson_003_atk_red",,,,,,,
,,,,,,,,,,,,"Bronson_Atk","Sound",,,,,,,,,,,,,,,,,,
"bronson_003_atk_hit",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_bite",,"Above",,,100,,,"bronson_003_atk_hit_red",,,,,,,
,,,,,,,,,,,,"Bronson_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"bronson_003_atk_hit_env",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_bite",,"Above",,,100,,,"bronson_003_atk_hit_env_red",,,,,,,
,,,,,,,,,,,,"Bronson_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"bronson_003_atk_hit_env_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_bite_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"bronson_003_atk_hit_red",,,"true",,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_bite_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Atk_Hit","Sound",,,,,,,,,,,,,,,,,,
"bronson_003_atk_noweapon",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_def_atk_noweapon",,"Above",,,100,,,"bronson_003_atk_noweapon_red",,,,,,,
,,,,,,,,,,,,"Bronson_Noweapon_Atk","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_noweapon_iceground",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_noweapon_twinkle",,"Above",,,100,,,,,,,,,,
"bronson_003_atk_noweapon_red",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_def_atk_noweapon_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,"Bronson_Noweapon_Atk","Sound",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_noweapon_iceground_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_noweapon_twinkle_red",,"Above",,,100,,,,,,,,,,
"bronson_003_atk_red",,,,,,,,,,,,,"SWF","sc/effects_brawler.sc","bronson_003_atk_smoke_red",,,"GroundTop",,,,100,100,,,,,,,,
,,,,,,,,,,,,"Bronson_Atk","Sound",,,,,,,,,,,,,,,,,,
"bronson_003_atk_trail",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail",,"Above",,,100,,,"bronson_003_atk_trail_red",,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_snow",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_snowflake",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_iceground",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_noweapon_twinkle",,"Above",,,100,,,,,,,,,,
"bronson_003_atk_trail_red",,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_snow_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_snowflake_red",,"Above",,,100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_trail_iceground_red",,"GroundHigh",,"true",100,,,,,,,,,,
,,,,,,,,,,,,,"ParticleEmitter",,,"bronson_003_atk_noweapon_twinkle_red",,"Above",,,100,,,,,,,,,,
