"Name","Index","TrophyCount","RewardType","RewardCount","RewardExtraData","RewardData","FallbackRewardType","FallbackRewardCount","FallbackRewardExtraData","FallbackRewardData"
"TM_535",535,53000,"StarrDropContainer",1,5,,,,,
"TM_536",536,53200,"Credits",50,,,,,,
"TM_537",537,53400,"PowerPoints",200,,,,,,
"TM_538",538,53600,"Coins",100,,,,,,
"TM_539",539,53800,"Credits",25,,,,,,
"TM_540",540,54000,"Bling",100,,,,,,
"TM_541",541,54200,"Coins",1000,,,,,,
"TM_542",542,54400,"Credits",50,,,,,,
"TM_543",543,54600,"PowerPoints",200,,,,,,
"TM_544",544,54800,"RandomStarrDrop",1,,,,,,
"TM_545",545,55000,"Coins",200,,,,,,
"TM_546",546,55200,"Credits",250,,,,,,
"TM_547",547,55400,"PowerPoints",50,,,,,,
"TM_548",548,55600,"Coins",1000,,,,,,
"TM_549",549,55800,"Credits",50,,,,,,
"TM_550",550,56000,"StarrDropContainer",1,5,,,,,
"TM_551",551,56200,"PowerPoints",1000,,,,,,
"TM_552",552,56400,"Coins",100,,,,,,
"TM_553",553,56600,"Credits",250,,,,,,
"TM_554",554,56800,"PowerPoints",50,,,,,,
"TM_555",555,57000,"RandomStarrDrop",1,,,,,,
"TM_556",556,57200,"Coins",1000,,,,,,
"TM_557",557,57400,"Credits",25,,,,,,
"TM_558",558,57600,"PowerPoints",50,,,,,,
"TM_559",559,57800,"Coins",1000,,,,,,
"TM_560",560,58000,"Bling",200,,,,,,
"TM_561",561,58200,"PowerPoints",200,,,,,,
"TM_562",562,58400,"Coins",200,,,,,,
"TM_563",563,58600,"Credits",50,,,,,,
"TM_564",564,58800,"PowerPoints",50,,,,,,
"TM_565",565,59000,"Coins",1000,,,,,,
"TM_566",566,59200,"Credits",25,,,,,,
"TM_567",567,59400,"PowerPoints",50,,,,,,
"TM_568",568,59600,"Coins",1000,,,,,,
"TM_569",569,59800,"PowerPoints",200,,,,,,
"TM_570",570,60000,"StarrDropContainer",1,5,,,,,
"TM_571",571,60200,"Credits",25,,,,,,
"TM_572",572,60400,"PowerPoints",100,,,,,,
"TM_573",573,60600,"Coins",1000,,,,,,
"TM_574",574,60800,"Bling",100,,,,,,
"TM_575",575,61000,"Credits",50,,,,,,
"TM_576",576,61200,"PowerPoints",100,,,,,,
"TM_577",577,61400,"Coins",200,,,,,,
"TM_578",578,61600,"Credits",50,,,,,,
"TM_579",579,61800,"PowerPoints",100,,,,,,
"TM_580",580,62000,"RandomStarrDrop",1,,,,,,
"TM_581",581,62200,"Coins",1000,,,,,,
"TM_582",582,62400,"Credits",25,,,,,,
"TM_583",583,62600,"PowerPoints",100,,,,,,
"TM_584",584,62800,"Coins",1000,,,,,,
"TM_585",585,63000,"StarrDropContainer",1,5,,,,,
"TM_586",586,63200,"Credits",50,,,,,,
"TM_587",587,63400,"PowerPoints",200,,,,,,
"TM_588",588,63600,"Coins",100,,,,,,
"TM_589",589,63800,"Credits",25,,,,,,
"TM_590",590,64000,"Bling",100,,,,,,
"TM_591",591,64200,"Coins",1000,,,,,,
"TM_592",592,64400,"Credits",50,,,,,,
"TM_593",593,64600,"PowerPoints",200,,,,,,
"TM_594",594,64800,"RandomStarrDrop",1,,,,,,
"TM_595",595,65000,"Coins",200,,,,,,
"TM_596",596,65200,"Credits",250,,,,,,
"TM_597",597,65400,"PowerPoints",50,,,,,,
"TM_598",598,65600,"Coins",1000,,,,,,
"TM_599",599,65800,"Credits",50,,,,,,
"TM_600",600,66000,"StarrDropContainer",1,5,,,,,
"TM_601",601,66200,"Coins",100,,,,,,
"TM_602",602,66400,"Coins",1000,,,,,,
"TM_603",603,66600,"Credits",250,,,,,,
"TM_604",604,66800,"PowerPoints",50,,,,,,
"TM_605",605,67000,"RandomStarrDrop",1,,,,,,
"TM_606",606,67200,"Coins",1000,,,,,,
"TM_607",607,67400,"Credits",25,,,,,,
"TM_608",608,67600,"PowerPoints",50,,,,,,
"TM_609",609,67800,"Coins",1000,,,,,,
"TM_610",610,68000,"Bling",200,,,,,,
"TM_611",611,68200,"PowerPoints",200,,,,,,
"TM_612",612,68400,"Coins",200,,,,,,
"TM_613",613,68600,"Credits",50,,,,,,
"TM_614",614,68800,"PowerPoints",50,,,,,,
"TM_615",615,69000,"Coins",1000,,,,,,
"TM_616",616,69200,"Credits",25,,,,,,
"TM_617",617,69400,"PowerPoints",50,,,,,,
"TM_618",618,69600,"Coins",1000,,,,,,
"TM_619",619,69800,"PowerPoints",200,,,,,,
"TM_620",620,70000,"OverchargeStarrDrop",1,,,,,,
"TM_621",621,70200,"Credits",25,,,,,,
"TM_622",622,70400,"PowerPoints",100,,,,,,
"TM_623",623,70600,"Coins",1000,,,,,,
"TM_624",624,70800,"Bling",100,,,,,,
"TM_625",625,71000,"Credits",50,,,,,,
"TM_626",626,71200,"PowerPoints",200,,,,,,
"TM_627",627,71400,"Coins",200,,,,,,
"TM_628",628,71600,"Credits",50,,,,,,
"TM_629",629,71800,"PowerPoints",100,,,,,,
"TM_630",630,72000,"RandomStarrDrop",1,,,,,,
"TM_631",631,72200,"Coins",1000,,,,,,
"TM_632",632,72400,"Credits",25,,,,,,
"TM_633",633,72600,"PowerPoints",100,,,,,,
"TM_634",634,72800,"Coins",1000,,,,,,
"TM_635",635,73000,"StarrDropContainer",1,5,,,,,
"TM_636",636,73200,"Credits",50,,,,,,
"TM_637",637,73400,"PowerPoints",200,,,,,,
"TM_638",638,73600,"Coins",100,,,,,,
"TM_639",639,73800,"Credits",25,,,,,,
"TM_640",640,74000,"Bling",200,,,,,,
"TM_641",641,74200,"Coins",1000,,,,,,
"TM_642",642,74400,"Credits",50,,,,,,
"TM_643",643,74600,"PowerPoints",200,,,,,,
"TM_644",644,74800,"RandomStarrDrop",1,,,,,,
"TM_645",645,75000,"Coins",200,,,,,,
"TM_646",646,75200,"Credits",250,,,,,,
"TM_647",647,75400,"PowerPoints",50,,,,,,
"TM_648",648,75600,"Coins",1000,,,,,,
"TM_649",649,75800,"Credits",50,,,,,,
"TM_650",650,76000,"StarrDropContainer",1,5,,,,,
"TM_651",651,76200,"PowerPoints",100,,,,,,
"TM_652",652,76400,"Coins",100,,,,,,
"TM_653",653,76600,"Credits",250,,,,,,
"TM_654",654,76800,"PowerPoints",50,,,,,,
"TM_655",655,77000,"RandomStarrDrop",1,,,,,,
"TM_656",656,77200,"Coins",1000,,,,,,
"TM_657",657,77400,"Credits",25,,,,,,
"TM_658",658,77600,"PowerPoints",50,,,,,,
"TM_659",659,77800,"Coins",1000,,,,,,
"TM_660",660,78000,"Bling",100,,,,,,
"TM_661",661,78200,"Coins",1000,,,,,,
"TM_662",662,78400,"Coins",200,,,,,,
"TM_663",663,78600,"Credits",50,,,,,,
"TM_664",664,78800,"PowerPoints",50,,,,,,
"TM_665",665,79000,"Coins",1000,,,,,,
"TM_666",666,79200,"Credits",25,,,,,,
"TM_667",667,79400,"PowerPoints",50,,,,,,
"TM_668",668,79600,"Coins",1000,,,,,,
"TM_669",669,79800,"PowerPoints",200,,,,,,
"TM_670",670,80000,"StarrDropContainer",1,5,,,,,
"TM_671",671,80200,"Credits",25,,,,,,
"TM_672",672,80400,"PowerPoints",100,,,,,,
"TM_673",673,80600,"Coins",1000,,,,,,
"TM_674",674,80800,"Bling",100,,,,,,
"TM_675",675,81000,"Credits",50,,,,,,
"TM_676",676,81200,"PowerPoints",100,,,,,,
"TM_677",677,81400,"Coins",200,,,,,,
"TM_678",678,81600,"Credits",50,,,,,,
"TM_679",679,81800,"PowerPoints",100,,,,,,
"TM_680",680,82000,"RandomStarrDrop",1,,,,,,
"TM_681",681,82200,"Coins",1000,,,,,,
"TM_682",682,82400,"Credits",25,,,,,,
"TM_683",683,82600,"PowerPoints",200,,,,,,
"TM_684",684,82800,"Coins",1000,,,,,,
"TM_685",685,83000,"StarrDropContainer",1,5,,,,,
"TM_686",686,83200,"Credits",50,,,,,,
"TM_687",687,83400,"PowerPoints",100,,,,,,
"TM_688",688,83600,"Coins",100,,,,,,
"TM_689",689,83800,"Credits",25,,,,,,
"TM_690",690,84000,"Bling",200,,,,,,
"TM_691",691,84200,"Coins",1000,,,,,,
"TM_692",692,84400,"Credits",50,,,,,,
"TM_693",693,84600,"PowerPoints",200,,,,,,
"TM_694",694,84800,"RandomStarrDrop",1,,,,,,
"TM_695",695,85000,"Coins",200,,,,,,
"TM_696",696,85200,"Credits",250,,,,,,
"TM_697",697,85400,"PowerPoints",50,,,,,,
"TM_698",698,85600,"Coins",1000,,,,,,
"TM_699",699,85800,"Credits",50,,,,,,
"TM_700",700,86000,"StarrDropContainer",1,5,,,,,
"TM_701",701,86200,"PowerPoints",200,,,,,,
"TM_702",702,86400,"Coins",100,,,,,,
"TM_703",703,86600,"Credits",250,,,,,,
"TM_704",704,86800,"PowerPoints",50,,,,,,
"TM_705",705,87000,"RandomStarrDrop",1,,,,,,
"TM_706",706,87200,"Coins",1000,,,,,,
"TM_707",707,87400,"Credits",25,,,,,,
"TM_708",708,87600,"PowerPoints",50,,,,,,
"TM_709",709,87800,"Coins",1000,,,,,,
"TM_710",710,88000,"Bling",100,,,,,,
"TM_711",711,88200,"Coins",1000,,,,,,
"TM_712",712,88400,"Coins",200,,,,,,
"TM_713",713,88600,"Credits",50,,,,,,
"TM_714",714,88800,"PowerPoints",50,,,,,,
"TM_715",715,89000,"Coins",1000,,,,,,
"TM_716",716,89200,"Credits",25,,,,,,
"TM_717",717,89400,"PowerPoints",50,,,,,,
"TM_718",718,89600,"Coins",1000,,,,,,
"TM_719",719,89800,"PowerPoints",200,,,,,,
"TM_720",720,90000,"StarrDropContainer",1,5,,,,,
"TM_721",721,90200,"Credits",25,,,,,,
"TM_722",722,90400,"PowerPoints",100,,,,,,
"TM_723",723,90600,"Coins",1000,,,,,,
"TM_724",724,90800,"Bling",100,,,,,,
"TM_725",725,91000,"Credits",50,,,,,,
"TM_726",726,91200,"Coins",1000,,,,,,
"TM_727",727,91400,"Coins",200,,,,,,
"TM_728",728,91600,"Credits",50,,,,,,
"TM_729",729,91800,"PowerPoints",100,,,,,,
"TM_730",730,92000,"RandomStarrDrop",1,,,,,,
"TM_731",731,92200,"Coins",1000,,,,,,
"TM_732",732,92400,"Credits",25,,,,,,
"TM_733",733,92600,"PowerPoints",100,,,,,,
"TM_734",734,92800,"Coins",1000,,,,,,
"TM_735",735,93000,"StarrDropContainer",1,5,,,,,
"TM_736",736,93200,"Credits",50,,,,,,
"TM_737",737,93400,"PowerPoints",100,,,,,,
"TM_738",738,93600,"Coins",100,,,,,,
"TM_739",739,93800,"Credits",25,,,,,,
"TM_740",740,94000,"Bling",200,,,,,,
"TM_741",741,94200,"Coins",1000,,,,,,
"TM_742",742,94400,"Credits",50,,,,,,
"TM_743",743,94600,"PowerPoints",200,,,,,,
"TM_744",744,94800,"RandomStarrDrop",1,,,,,,
"TM_745",745,95000,"Coins",200,,,,,,
"TM_746",746,95200,"Credits",250,,,,,,
"TM_747",747,95400,"PowerPoints",50,,,,,,
"TM_748",748,95600,"Coins",1000,,,,,,
"TM_749",749,95800,"Credits",50,,,,,,
"TM_750",750,96000,"StarrDropContainer",1,5,,,,,
"TM_751",751,96200,"PowerPoints",200,,,,,,
"TM_752",752,96400,"Coins",100,,,,,,
"TM_753",753,96600,"Credits",250,,,,,,
"TM_754",754,96800,"PowerPoints",50,,,,,,
"TM_755",755,97000,"RandomStarrDrop",1,,,,,,
"TM_756",756,97200,"Coins",1000,,,,,,
"TM_757",757,97400,"Credits",25,,,,,,
"TM_758",758,97600,"PowerPoints",50,,,,,,
"TM_759",759,97800,"Coins",1000,,,,,,
"TM_760",760,98000,"Bling",100,,,,,,
"TM_761",761,98200,"PowerPoints",200,,,,,,
"TM_762",762,98400,"Coins",200,,,,,,
"TM_763",763,98600,"Credits",50,,,,,,
"TM_764",764,98800,"PowerPoints",50,,,,,,
"TM_765",765,99000,"Coins",1000,,,,,,
"TM_766",766,99200,"Credits",25,,,,,,
"TM_767",767,99400,"PowerPoints",50,,,,,,
"TM_768",768,99600,"Coins",1000,,,,,,
"TM_769",769,99800,"PowerPoints",200,,,,,,
"TM_770",770,100000,"OverchargeStarrDrop",1,,,,,,
