"Name","WinTrackType","CumulativeWins","MainMilestone","Level","CumulativeRewardStarDrops","CumulativeRewardCoins","CumulativeRewardPowerPoints","CumulativeRewardBling","ExtraRewardType","ExtraRewardName"
"Win_1_376",1,376,,16,511,,,,,
"Win_1_377",1,377,,16,513,,,,,
"Win_1_378",1,378,,16,515,,,,,
"Win_1_379",1,379,,16,517,,,,,
"Win_1_380",1,380,,16,519,,,,,
"Win_1_381",1,381,,16,522,,,,,
"Win_1_382",1,382,,16,524,,,,,
"Win_1_383",1,383,,16,526,,,,,
"Win_1_384",1,384,,16,528,,,,,
"Win_1_385",1,385,,16,530,,,,,
"Win_1_386",1,386,,16,533,,,,,
"Win_1_387",1,387,,16,535,,,,,
"Win_1_388",1,388,,16,537,,,,,
"Win_1_389",1,389,,16,539,,,,,
"Win_1_390",1,390,,16,542,,,,,
"Win_1_391",1,391,,16,544,,,,,
"Win_1_392",1,392,,16,546,,,,,
"Win_1_393",1,393,,16,549,,,,,
"Win_1_394",1,394,,16,551,,,,,
"Win_1_395",1,395,,16,553,,,,,
"Win_1_396",1,396,,16,555,,,,,
"Win_1_397",1,397,,16,558,,,,,
"Win_1_398",1,398,,16,560,,,,,
"Win_1_399",1,399,,16,562,,,,,
"Win_1_400",1,400,"TRUE",17,565,,,,,
"Win_1_401",1,401,,17,567,,,,,
"Win_1_402",1,402,,17,569,,,,,
"Win_1_403",1,403,,17,572,,,,,
"Win_1_404",1,404,,17,574,,,,,
"Win_1_405",1,405,,17,576,,,,,
"Win_1_406",1,406,,17,579,,,,,
"Win_1_407",1,407,,17,581,,,,,
"Win_1_408",1,408,,17,583,,,,,
"Win_1_409",1,409,,17,586,,,,,
"Win_1_410",1,410,,17,588,,,,,
"Win_1_411",1,411,,17,591,,,,,
"Win_1_412",1,412,,17,593,,,,,
"Win_1_413",1,413,,17,595,,,,,
"Win_1_414",1,414,,17,598,,,,,
"Win_1_415",1,415,,17,600,,,,,
"Win_1_416",1,416,,17,603,,,,,
"Win_1_417",1,417,,17,605,,,,,
"Win_1_418",1,418,,17,608,,,,,
"Win_1_419",1,419,,17,610,,,,,
"Win_1_420",1,420,,17,613,,,,,
"Win_1_421",1,421,,17,615,,,,,
"Win_1_422",1,422,,17,617,,,,,
"Win_1_423",1,423,,17,620,,,,,
"Win_1_424",1,424,,17,622,,,,,
"Win_1_425",1,425,"TRUE",18,625,,,,,
"Win_1_426",1,426,,18,627,,,,,
"Win_1_427",1,427,,18,630,,,,,
"Win_1_428",1,428,,18,632,,,,,
"Win_1_429",1,429,,18,635,,,,,
"Win_1_430",1,430,,18,637,,,,,
"Win_1_431",1,431,,18,640,,,,,
"Win_1_432",1,432,,18,643,,,,,
"Win_1_433",1,433,,18,645,,,,,
"Win_1_434",1,434,,18,648,,,,,
"Win_1_435",1,435,,18,650,,,,,
"Win_1_436",1,436,,18,653,,,,,
"Win_1_437",1,437,,18,655,,,,,
"Win_1_438",1,438,,18,658,,,,,
"Win_1_439",1,439,,18,661,,,,,
"Win_1_440",1,440,,18,663,,,,,
"Win_1_441",1,441,,18,666,,,,,
"Win_1_442",1,442,,18,668,,,,,
"Win_1_443",1,443,,18,671,,,,,
"Win_1_444",1,444,,18,674,,,,,
"Win_1_445",1,445,,18,676,,,,,
"Win_1_446",1,446,,18,679,,,,,
"Win_1_447",1,447,,18,682,,,,,
"Win_1_448",1,448,,18,684,,,,,
"Win_1_449",1,449,,18,687,,,,,
"Win_1_450",1,450,"TRUE",19,690,,,,,
"Win_1_451",1,451,,19,692,,,,,
"Win_1_452",1,452,,19,695,,,,,
"Win_1_453",1,453,,19,698,,,,,
"Win_1_454",1,454,,19,700,,,,,
"Win_1_455",1,455,,19,703,,,,,
"Win_1_456",1,456,,19,706,,,,,
"Win_1_457",1,457,,19,708,,,,,
"Win_1_458",1,458,,19,711,,,,,
"Win_1_459",1,459,,19,714,,,,,
"Win_1_460",1,460,,19,717,,,,,
"Win_1_461",1,461,,19,719,,,,,
"Win_1_462",1,462,,19,722,,,,,
"Win_1_463",1,463,,19,725,,,,,
"Win_1_464",1,464,,19,728,,,,,
"Win_1_465",1,465,,19,731,,,,,
"Win_1_466",1,466,,19,733,,,,,
"Win_1_467",1,467,,19,736,,,,,
"Win_1_468",1,468,,19,739,,,,,
"Win_1_469",1,469,,19,742,,,,,
"Win_1_470",1,470,,19,745,,,,,
"Win_1_471",1,471,,19,747,,,,,
"Win_1_472",1,472,,19,750,,,,,
"Win_1_473",1,473,,19,753,,,,,
"Win_1_474",1,474,,19,756,,,,,
"Win_1_475",1,475,"TRUE",20,759,,,,,
"Win_1_476",1,476,,20,762,,,,,
"Win_1_477",1,477,,20,765,,,,,
"Win_1_478",1,478,,20,767,,,,,
"Win_1_479",1,479,,20,770,,,,,
"Win_1_480",1,480,,20,773,,,,,
"Win_1_481",1,481,,20,776,,,,,
"Win_1_482",1,482,,20,779,,,,,
"Win_1_483",1,483,,20,782,,,,,
"Win_1_484",1,484,,20,785,,,,,
"Win_1_485",1,485,,20,788,,,,,
"Win_1_486",1,486,,20,791,,,,,
"Win_1_487",1,487,,20,794,,,,,
"Win_1_488",1,488,,20,797,,,,,
"Win_1_489",1,489,,20,800,,,,,
"Win_1_490",1,490,,20,803,,,,,
"Win_1_491",1,491,,20,806,,,,,
"Win_1_492",1,492,,20,809,,,,,
"Win_1_493",1,493,,20,812,,,,,
"Win_1_494",1,494,,20,815,,,,,
"Win_1_495",1,495,,20,818,,,,,
"Win_1_496",1,496,,20,821,,,,,
"Win_1_497",1,497,,20,824,,,,,
"Win_1_498",1,498,,20,827,,,,,
"Win_1_499",1,499,,20,830,,,,,
"Win_1_500",1,500,"TRUE",21,833,,,,,
"Win_1_501",1,501,,21,835,,,,,
"Win_1_502",1,502,,21,837,,,,,
"Win_1_503",1,503,,21,839,,,,,
"Win_1_504",1,504,,21,841,,,,,
"Win_1_505",1,505,,21,843,,,,,
"Win_1_506",1,506,,21,845,,,,,
"Win_1_507",1,507,,21,847,,,,,
"Win_1_508",1,508,,21,849,,,,,
"Win_1_509",1,509,,21,851,,,,,
"Win_1_510",1,510,,21,853,,,,,
"Win_1_511",1,511,,21,855,,,,,
"Win_1_512",1,512,,21,857,,,,,
"Win_1_513",1,513,,21,859,,,,,
"Win_1_514",1,514,,21,861,,,,,
"Win_1_515",1,515,,21,863,,,,,
"Win_1_516",1,516,,21,865,,,,,
"Win_1_517",1,517,,21,867,,,,,
"Win_1_518",1,518,,21,869,,,,,
"Win_1_519",1,519,,21,871,,,,,
"Win_1_520",1,520,,21,873,,,,,
"Win_1_521",1,521,,21,875,,,,,
"Win_1_522",1,522,,21,877,,,,,
"Win_1_523",1,523,,21,879,,,,,
"Win_1_524",1,524,,21,881,,,,,
"Win_1_525",1,525,"TRUE",22,883,,,,,
"Win_1_526",1,526,,22,885,,,,,
"Win_1_527",1,527,,22,887,,,,,
"Win_1_528",1,528,,22,889,,,,,
"Win_1_529",1,529,,22,891,,,,,
"Win_1_530",1,530,,22,893,,,,,
"Win_1_531",1,531,,22,895,,,,,
"Win_1_532",1,532,,22,897,,,,,
"Win_1_533",1,533,,22,899,,,,,
"Win_1_534",1,534,,22,901,,,,,
"Win_1_535",1,535,,22,903,,,,,
"Win_1_536",1,536,,22,905,,,,,
"Win_1_537",1,537,,22,907,,,,,
"Win_1_538",1,538,,22,909,,,,,
"Win_1_539",1,539,,22,911,,,,,
"Win_1_540",1,540,,22,913,,,,,
"Win_1_541",1,541,,22,915,,,,,
"Win_1_542",1,542,,22,917,,,,,
"Win_1_543",1,543,,22,919,,,,,
"Win_1_544",1,544,,22,921,,,,,
"Win_1_545",1,545,,22,923,,,,,
"Win_1_546",1,546,,22,925,,,,,
"Win_1_547",1,547,,22,927,,,,,
"Win_1_548",1,548,,22,929,,,,,
"Win_1_549",1,549,,22,931,,,,,
"Win_1_550",1,550,"TRUE",23,933,,,,,
"Win_1_551",1,551,,23,935,,,,,
"Win_1_552",1,552,,23,937,,,,,
"Win_1_553",1,553,,23,939,,,,,
"Win_1_554",1,554,,23,941,,,,,
"Win_1_555",1,555,,23,943,,,,,
"Win_1_556",1,556,,23,945,,,,,
"Win_1_557",1,557,,23,947,,,,,
"Win_1_558",1,558,,23,949,,,,,
"Win_1_559",1,559,,23,951,,,,,
"Win_1_560",1,560,,23,953,,,,,
"Win_1_561",1,561,,23,955,,,,,
"Win_1_562",1,562,,23,957,,,,,
"Win_1_563",1,563,,23,959,,,,,
"Win_1_564",1,564,,23,961,,,,,
"Win_1_565",1,565,,23,963,,,,,
"Win_1_566",1,566,,23,965,,,,,
"Win_1_567",1,567,,23,967,,,,,
"Win_1_568",1,568,,23,969,,,,,
"Win_1_569",1,569,,23,971,,,,,
"Win_1_570",1,570,,23,973,,,,,
"Win_1_571",1,571,,23,975,,,,,
"Win_1_572",1,572,,23,977,,,,,
"Win_1_573",1,573,,23,979,,,,,
"Win_1_574",1,574,,23,981,,,,,
"Win_1_575",1,575,"TRUE",24,983,,,,,
"Win_1_576",1,576,,24,985,,,,,
"Win_1_577",1,577,,24,987,,,,,
"Win_1_578",1,578,,24,989,,,,,
"Win_1_579",1,579,,24,991,,,,,
"Win_1_580",1,580,,24,993,,,,,
"Win_1_581",1,581,,24,995,,,,,
"Win_1_582",1,582,,24,997,,,,,
"Win_1_583",1,583,,24,999,,,,,
"Win_1_584",1,584,,24,1001,,,,,
"Win_1_585",1,585,,24,1003,,,,,
"Win_1_586",1,586,,24,1005,,,,,
"Win_1_587",1,587,,24,1007,,,,,
"Win_1_588",1,588,,24,1009,,,,,
"Win_1_589",1,589,,24,1011,,,,,
"Win_1_590",1,590,,24,1013,,,,,
"Win_1_591",1,591,,24,1015,,,,,
"Win_1_592",1,592,,24,1017,,,,,
"Win_1_593",1,593,,24,1019,,,,,
"Win_1_594",1,594,,24,1021,,,,,
"Win_1_595",1,595,,24,1023,,,,,
"Win_1_596",1,596,,24,1025,,,,,
"Win_1_597",1,597,,24,1027,,,,,
"Win_1_598",1,598,,24,1029,,,,,
"Win_1_599",1,599,,24,1031,,,,,
"Win_1_600",1,600,"TRUE",25,1033,,,,,
"Win_1_601",1,601,,25,1035,,,,,
"Win_1_602",1,602,,25,1037,,,,,
"Win_1_603",1,603,,25,1039,,,,,
"Win_1_604",1,604,,25,1041,,,,,
"Win_1_605",1,605,,25,1043,,,,,
"Win_1_606",1,606,,25,1045,,,,,
"Win_1_607",1,607,,25,1047,,,,,
"Win_1_608",1,608,,25,1049,,,,,
"Win_1_609",1,609,,25,1051,,,,,
"Win_1_610",1,610,,25,1053,,,,,
"Win_1_611",1,611,,25,1055,,,,,
"Win_1_612",1,612,,25,1057,,,,,
"Win_1_613",1,613,,25,1059,,,,,
"Win_1_614",1,614,,25,1061,,,,,
"Win_1_615",1,615,,25,1063,,,,,
"Win_1_616",1,616,,25,1065,,,,,
"Win_1_617",1,617,,25,1067,,,,,
"Win_1_618",1,618,,25,1069,,,,,
"Win_1_619",1,619,,25,1071,,,,,
"Win_1_620",1,620,,25,1073,,,,,
"Win_1_621",1,621,,25,1075,,,,,
"Win_1_622",1,622,,25,1077,,,,,
"Win_1_623",1,623,,25,1079,,,,,
"Win_1_624",1,624,,25,1081,,,,,
"Win_1_625",1,625,"TRUE",26,1083,,,,,
"Win_1_626",1,626,,26,1085,,,,,
"Win_1_627",1,627,,26,1087,,,,,
"Win_1_628",1,628,,26,1089,,,,,
"Win_1_629",1,629,,26,1091,,,,,
"Win_1_630",1,630,,26,1093,,,,,
"Win_1_631",1,631,,26,1095,,,,,
"Win_1_632",1,632,,26,1097,,,,,
"Win_1_633",1,633,,26,1099,,,,,
"Win_1_634",1,634,,26,1101,,,,,
"Win_1_635",1,635,,26,1103,,,,,
"Win_1_636",1,636,,26,1105,,,,,
"Win_1_637",1,637,,26,1107,,,,,
"Win_1_638",1,638,,26,1109,,,,,
"Win_1_639",1,639,,26,1111,,,,,
"Win_1_640",1,640,,26,1113,,,,,
"Win_1_641",1,641,,26,1115,,,,,
"Win_1_642",1,642,,26,1117,,,,,
"Win_1_643",1,643,,26,1119,,,,,
"Win_1_644",1,644,,26,1121,,,,,
"Win_1_645",1,645,,26,1123,,,,,
"Win_1_646",1,646,,26,1125,,,,,
"Win_1_647",1,647,,26,1127,,,,,
"Win_1_648",1,648,,26,1129,,,,,
"Win_1_649",1,649,,26,1131,,,,,
"Win_1_650",1,650,"TRUE",27,1133,,,,,
"Win_1_651",1,651,,27,1135,,,,,
"Win_1_652",1,652,,27,1137,,,,,
"Win_1_653",1,653,,27,1139,,,,,
"Win_1_654",1,654,,27,1141,,,,,
"Win_1_655",1,655,,27,1143,,,,,
"Win_1_656",1,656,,27,1145,,,,,
"Win_1_657",1,657,,27,1147,,,,,
"Win_1_658",1,658,,27,1149,,,,,
"Win_1_659",1,659,,27,1151,,,,,
"Win_1_660",1,660,,27,1153,,,,,
"Win_1_661",1,661,,27,1155,,,,,
"Win_1_662",1,662,,27,1157,,,,,
"Win_1_663",1,663,,27,1159,,,,,
"Win_1_664",1,664,,27,1161,,,,,
"Win_1_665",1,665,,27,1163,,,,,
"Win_1_666",1,666,,27,1165,,,,,
"Win_1_667",1,667,,27,1167,,,,,
"Win_1_668",1,668,,27,1169,,,,,
"Win_1_669",1,669,,27,1171,,,,,
"Win_1_670",1,670,,27,1173,,,,,
"Win_1_671",1,671,,27,1175,,,,,
"Win_1_672",1,672,,27,1177,,,,,
"Win_1_673",1,673,,27,1179,,,,,
"Win_1_674",1,674,,27,1181,,,,,
"Win_1_675",1,675,"TRUE",28,1183,,,,,
"Win_1_676",1,676,,28,1185,,,,,
"Win_1_677",1,677,,28,1187,,,,,
"Win_1_678",1,678,,28,1189,,,,,
"Win_1_679",1,679,,28,1191,,,,,
"Win_1_680",1,680,,28,1193,,,,,
"Win_1_681",1,681,,28,1195,,,,,
"Win_1_682",1,682,,28,1197,,,,,
"Win_1_683",1,683,,28,1199,,,,,
"Win_1_684",1,684,,28,1201,,,,,
"Win_1_685",1,685,,28,1203,,,,,
"Win_1_686",1,686,,28,1205,,,,,
"Win_1_687",1,687,,28,1207,,,,,
"Win_1_688",1,688,,28,1209,,,,,
"Win_1_689",1,689,,28,1211,,,,,
"Win_1_690",1,690,,28,1213,,,,,
"Win_1_691",1,691,,28,1215,,,,,
"Win_1_692",1,692,,28,1217,,,,,
"Win_1_693",1,693,,28,1219,,,,,
"Win_1_694",1,694,,28,1221,,,,,
"Win_1_695",1,695,,28,1223,,,,,
"Win_1_696",1,696,,28,1225,,,,,
"Win_1_697",1,697,,28,1227,,,,,
"Win_1_698",1,698,,28,1229,,,,,
"Win_1_699",1,699,,28,1231,,,,,
"Win_1_700",1,700,"TRUE",29,1233,,,,,
"Win_1_701",1,701,,29,1234,,,,,
"Win_1_702",1,702,,29,1235,,,,,
"Win_1_703",1,703,,29,1236,,,,,
"Win_1_704",1,704,,29,1237,,,,,
"Win_1_705",1,705,,29,1238,,,,,
"Win_1_706",1,706,,29,1239,,,,,
"Win_1_707",1,707,,29,1240,,,,,
"Win_1_708",1,708,,29,1241,,,,,
"Win_1_709",1,709,,29,1242,,,,,
"Win_1_710",1,710,,29,1243,,,,,
"Win_1_711",1,711,,29,1244,,,,,
"Win_1_712",1,712,,29,1245,,,,,
"Win_1_713",1,713,,29,1246,,,,,
"Win_1_714",1,714,,29,1247,,,,,
"Win_1_715",1,715,,29,1248,,,,,
"Win_1_716",1,716,,29,1249,,,,,
"Win_1_717",1,717,,29,1250,,,,,
"Win_1_718",1,718,,29,1251,,,,,
"Win_1_719",1,719,,29,1252,,,,,
"Win_1_720",1,720,,29,1253,,,,,
"Win_1_721",1,721,,29,1254,,,,,
"Win_1_722",1,722,,29,1255,,,,,
"Win_1_723",1,723,,29,1256,,,,,
"Win_1_724",1,724,,29,1257,,,,,
"Win_1_725",1,725,"TRUE",30,1258,,,,,
"Win_1_726",1,726,,30,1259,,,,,
"Win_1_727",1,727,,30,1260,,,,,
"Win_1_728",1,728,,30,1261,,,,,
"Win_1_729",1,729,,30,1262,,,,,
"Win_1_730",1,730,,30,1263,,,,,
"Win_1_731",1,731,,30,1264,,,,,
"Win_1_732",1,732,,30,1265,,,,,
"Win_1_733",1,733,,30,1266,,,,,
"Win_1_734",1,734,,30,1267,,,,,
"Win_1_735",1,735,,30,1268,,,,,
"Win_1_736",1,736,,30,1269,,,,,
"Win_1_737",1,737,,30,1270,,,,,
"Win_1_738",1,738,,30,1271,,,,,
"Win_1_739",1,739,,30,1272,,,,,
"Win_1_740",1,740,,30,1273,,,,,
"Win_1_741",1,741,,30,1274,,,,,
"Win_1_742",1,742,,30,1275,,,,,
"Win_1_743",1,743,,30,1276,,,,,
"Win_1_744",1,744,,30,1277,,,,,
"Win_1_745",1,745,,30,1278,,,,,
"Win_1_746",1,746,,30,1279,,,,,
"Win_1_747",1,747,,30,1280,,,,,
"Win_1_748",1,748,,30,1281,,,,,
"Win_1_749",1,749,,30,1282,,,,,
"Win_1_750",1,750,"TRUE",31,1283,,,,,
"Win_1_751",1,751,,31,1284,,,,,
"Win_1_752",1,752,,31,1285,,,,,
"Win_1_753",1,753,,31,1286,,,,,
"Win_1_754",1,754,,31,1287,,,,,
"Win_1_755",1,755,,31,1288,,,,,
"Win_1_756",1,756,,31,1289,,,,,
"Win_1_757",1,757,,31,1290,,,,,
"Win_1_758",1,758,,31,1291,,,,,
"Win_1_759",1,759,,31,1292,,,,,
"Win_1_760",1,760,,31,1293,,,,,
"Win_1_761",1,761,,31,1294,,,,,
"Win_1_762",1,762,,31,1295,,,,,
"Win_1_763",1,763,,31,1296,,,,,
"Win_1_764",1,764,,31,1297,,,,,
"Win_1_765",1,765,,31,1298,,,,,
"Win_1_766",1,766,,31,1299,,,,,
"Win_1_767",1,767,,31,1300,,,,,
"Win_1_768",1,768,,31,1301,,,,,
"Win_1_769",1,769,,31,1302,,,,,
"Win_1_770",1,770,,31,1303,,,,,
"Win_1_771",1,771,,31,1304,,,,,
"Win_1_772",1,772,,31,1305,,,,,
"Win_1_773",1,773,,31,1306,,,,,
"Win_1_774",1,774,,31,1307,,,,,
"Win_1_775",1,775,"TRUE",32,1308,,,,,
"Win_1_776",1,776,,32,1309,,,,,
"Win_1_777",1,777,,32,1310,,,,,
"Win_1_778",1,778,,32,1311,,,,,
"Win_1_779",1,779,,32,1312,,,,,
"Win_1_780",1,780,,32,1313,,,,,
"Win_1_781",1,781,,32,1314,,,,,
"Win_1_782",1,782,,32,1315,,,,,
"Win_1_783",1,783,,32,1316,,,,,
"Win_1_784",1,784,,32,1317,,,,,
"Win_1_785",1,785,,32,1318,,,,,
"Win_1_786",1,786,,32,1319,,,,,
"Win_1_787",1,787,,32,1320,,,,,
"Win_1_788",1,788,,32,1321,,,,,
"Win_1_789",1,789,,32,1322,,,,,
"Win_1_790",1,790,,32,1323,,,,,
"Win_1_791",1,791,,32,1324,,,,,
"Win_1_792",1,792,,32,1325,,,,,
"Win_1_793",1,793,,32,1326,,,,,
"Win_1_794",1,794,,32,1327,,,,,
"Win_1_795",1,795,,32,1328,,,,,
"Win_1_796",1,796,,32,1329,,,,,
"Win_1_797",1,797,,32,1330,,,,,
"Win_1_798",1,798,,32,1331,,,,,
"Win_1_799",1,799,,32,1332,,,,,
"Win_1_800",1,800,"TRUE",33,1333,,,,,
"Win_1_801",1,801,,33,1334,,,,,
"Win_1_802",1,802,,33,1335,,,,,
"Win_1_803",1,803,,33,1336,,,,,
"Win_1_804",1,804,,33,1337,,,,,
"Win_1_805",1,805,,33,1338,,,,,
"Win_1_806",1,806,,33,1339,,,,,
"Win_1_807",1,807,,33,1340,,,,,
"Win_1_808",1,808,,33,1341,,,,,
"Win_1_809",1,809,,33,1342,,,,,
"Win_1_810",1,810,,33,1343,,,,,
"Win_1_811",1,811,,33,1344,,,,,
"Win_1_812",1,812,,33,1345,,,,,
"Win_1_813",1,813,,33,1346,,,,,
"Win_1_814",1,814,,33,1347,,,,,
"Win_1_815",1,815,,33,1348,,,,,
"Win_1_816",1,816,,33,1349,,,,,
"Win_1_817",1,817,,33,1350,,,,,
"Win_1_818",1,818,,33,1351,,,,,
"Win_1_819",1,819,,33,1352,,,,,
"Win_1_820",1,820,,33,1353,,,,,
"Win_1_821",1,821,,33,1354,,,,,
"Win_1_822",1,822,,33,1355,,,,,
"Win_1_823",1,823,,33,1356,,,,,
"Win_1_824",1,824,,33,1357,,,,,
"Win_1_825",1,825,"TRUE",34,1358,,,,,
"Win_1_826",1,826,,34,1359,,,,,
"Win_1_827",1,827,,34,1360,,,,,
"Win_1_828",1,828,,34,1361,,,,,
"Win_1_829",1,829,,34,1362,,,,,
"Win_1_830",1,830,,34,1363,,,,,
"Win_1_831",1,831,,34,1364,,,,,
"Win_1_832",1,832,,34,1365,,,,,
"Win_1_833",1,833,,34,1366,,,,,
"Win_1_834",1,834,,34,1367,,,,,
"Win_1_835",1,835,,34,1368,,,,,
"Win_1_836",1,836,,34,1369,,,,,
"Win_1_837",1,837,,34,1370,,,,,
"Win_1_838",1,838,,34,1371,,,,,
"Win_1_839",1,839,,34,1372,,,,,
"Win_1_840",1,840,,34,1373,,,,,
"Win_1_841",1,841,,34,1374,,,,,
"Win_1_842",1,842,,34,1375,,,,,
"Win_1_843",1,843,,34,1376,,,,,
"Win_1_844",1,844,,34,1377,,,,,
"Win_1_845",1,845,,34,1378,,,,,
"Win_1_846",1,846,,34,1379,,,,,
"Win_1_847",1,847,,34,1380,,,,,
"Win_1_848",1,848,,34,1381,,,,,
"Win_1_849",1,849,,34,1382,,,,,
"Win_1_850",1,850,"TRUE",35,1383,,,,,
"Win_1_851",1,851,,35,1384,,,,,
"Win_1_852",1,852,,35,1385,,,,,
"Win_1_853",1,853,,35,1386,,,,,
"Win_1_854",1,854,,35,1387,,,,,
"Win_1_855",1,855,,35,1388,,,,,
"Win_1_856",1,856,,35,1389,,,,,
"Win_1_857",1,857,,35,1390,,,,,
"Win_1_858",1,858,,35,1391,,,,,
"Win_1_859",1,859,,35,1392,,,,,
"Win_1_860",1,860,,35,1393,,,,,
"Win_1_861",1,861,,35,1394,,,,,
"Win_1_862",1,862,,35,1395,,,,,
"Win_1_863",1,863,,35,1396,,,,,
"Win_1_864",1,864,,35,1397,,,,,
"Win_1_865",1,865,,35,1398,,,,,
"Win_1_866",1,866,,35,1399,,,,,
"Win_1_867",1,867,,35,1400,,,,,
"Win_1_868",1,868,,35,1401,,,,,
"Win_1_869",1,869,,35,1402,,,,,
"Win_1_870",1,870,,35,1403,,,,,
"Win_1_871",1,871,,35,1404,,,,,
"Win_1_872",1,872,,35,1405,,,,,
"Win_1_873",1,873,,35,1406,,,,,
"Win_1_874",1,874,,35,1407,,,,,
"Win_1_875",1,875,"TRUE",36,1408,,,,,
"Win_1_876",1,876,,36,1409,,,,,
"Win_1_877",1,877,,36,1410,,,,,
"Win_1_878",1,878,,36,1411,,,,,
"Win_1_879",1,879,,36,1412,,,,,
"Win_1_880",1,880,,36,1413,,,,,
"Win_1_881",1,881,,36,1414,,,,,
"Win_1_882",1,882,,36,1415,,,,,
"Win_1_883",1,883,,36,1416,,,,,
"Win_1_884",1,884,,36,1417,,,,,
"Win_1_885",1,885,,36,1418,,,,,
"Win_1_886",1,886,,36,1419,,,,,
"Win_1_887",1,887,,36,1420,,,,,
"Win_1_888",1,888,,36,1421,,,,,
"Win_1_889",1,889,,36,1422,,,,,
"Win_1_890",1,890,,36,1423,,,,,
"Win_1_891",1,891,,36,1424,,,,,
"Win_1_892",1,892,,36,1425,,,,,
"Win_1_893",1,893,,36,1426,,,,,
"Win_1_894",1,894,,36,1427,,,,,
"Win_1_895",1,895,,36,1428,,,,,
"Win_1_896",1,896,,36,1429,,,,,
"Win_1_897",1,897,,36,1430,,,,,
"Win_1_898",1,898,,36,1431,,,,,
"Win_1_899",1,899,,36,1432,,,,,
"Win_1_900",1,900,"TRUE",37,1433,,,,,
"Win_1_901",1,901,,37,1434,,,,,
"Win_1_902",1,902,,37,1435,,,,,
"Win_1_903",1,903,,37,1436,,,,,
"Win_1_904",1,904,,37,1437,,,,,
"Win_1_905",1,905,,37,1438,,,,,
"Win_1_906",1,906,,37,1439,,,,,
"Win_1_907",1,907,,37,1440,,,,,
"Win_1_908",1,908,,37,1441,,,,,
"Win_1_909",1,909,,37,1442,,,,,
"Win_1_910",1,910,,37,1443,,,,,
"Win_1_911",1,911,,37,1444,,,,,
"Win_1_912",1,912,,37,1445,,,,,
"Win_1_913",1,913,,37,1446,,,,,
"Win_1_914",1,914,,37,1447,,,,,
"Win_1_915",1,915,,37,1448,,,,,
"Win_1_916",1,916,,37,1449,,,,,
"Win_1_917",1,917,,37,1450,,,,,
"Win_1_918",1,918,,37,1451,,,,,
"Win_1_919",1,919,,37,1452,,,,,
"Win_1_920",1,920,,37,1453,,,,,
"Win_1_921",1,921,,37,1454,,,,,
"Win_1_922",1,922,,37,1455,,,,,
"Win_1_923",1,923,,37,1456,,,,,
"Win_1_924",1,924,,37,1457,,,,,
"Win_1_925",1,925,"TRUE",38,1458,,,,,
"Win_1_926",1,926,,38,1459,,,,,
"Win_1_927",1,927,,38,1460,,,,,
"Win_1_928",1,928,,38,1461,,,,,
"Win_1_929",1,929,,38,1462,,,,,
"Win_1_930",1,930,,38,1463,,,,,
"Win_1_931",1,931,,38,1464,,,,,
"Win_1_932",1,932,,38,1465,,,,,
"Win_1_933",1,933,,38,1466,,,,,
"Win_1_934",1,934,,38,1467,,,,,
"Win_1_935",1,935,,38,1468,,,,,
"Win_1_936",1,936,,38,1469,,,,,
"Win_1_937",1,937,,38,1470,,,,,
"Win_1_938",1,938,,38,1471,,,,,
"Win_1_939",1,939,,38,1472,,,,,
"Win_1_940",1,940,,38,1473,,,,,
"Win_1_941",1,941,,38,1474,,,,,
"Win_1_942",1,942,,38,1475,,,,,
"Win_1_943",1,943,,38,1476,,,,,
"Win_1_944",1,944,,38,1477,,,,,
"Win_1_945",1,945,,38,1478,,,,,
"Win_1_946",1,946,,38,1479,,,,,
"Win_1_947",1,947,,38,1480,,,,,
"Win_1_948",1,948,,38,1481,,,,,
"Win_1_949",1,949,,38,1482,,,,,
"Win_1_950",1,950,"TRUE",39,1483,,,,,
"Win_1_951",1,951,,39,1484,,,,,
"Win_1_952",1,952,,39,1485,,,,,
"Win_1_953",1,953,,39,1486,,,,,
"Win_1_954",1,954,,39,1487,,,,,
"Win_1_955",1,955,,39,1488,,,,,
"Win_1_956",1,956,,39,1489,,,,,
"Win_1_957",1,957,,39,1490,,,,,
"Win_1_958",1,958,,39,1491,,,,,
"Win_1_959",1,959,,39,1492,,,,,
"Win_1_960",1,960,,39,1493,,,,,
"Win_1_961",1,961,,39,1494,,,,,
"Win_1_962",1,962,,39,1495,,,,,
"Win_1_963",1,963,,39,1496,,,,,
"Win_1_964",1,964,,39,1497,,,,,
"Win_1_965",1,965,,39,1498,,,,,
"Win_1_966",1,966,,39,1499,,,,,
"Win_1_967",1,967,,39,1500,,,,,
"Win_1_968",1,968,,39,1501,,,,,
"Win_1_969",1,969,,39,1502,,,,,
"Win_1_970",1,970,,39,1503,,,,,
"Win_1_971",1,971,,39,1504,,,,,
"Win_1_972",1,972,,39,1505,,,,,
"Win_1_973",1,973,,39,1506,,,,,
"Win_1_974",1,974,,39,1507,,,,,
"Win_1_975",1,975,"TRUE",40,1508,,,,,
"Win_1_976",1,976,,40,1509,,,,,
"Win_1_977",1,977,,40,1510,,,,,
"Win_1_978",1,978,,40,1511,,,,,
"Win_1_979",1,979,,40,1512,,,,,
"Win_1_980",1,980,,40,1513,,,,,
"Win_1_981",1,981,,40,1514,,,,,
"Win_1_982",1,982,,40,1515,,,,,
"Win_1_983",1,983,,40,1516,,,,,
