"Name","Type","Index","ProgressStart","Progress","Season","PrimaryRewardType","PrimaryRewardCount","PrimaryRewardExtraData","PrimaryRewardData","SecondaryRewardType","SecondaryRewardCount","SecondaryRewardExtraData","SecondaryRewardData"
"Free_2_100",2,100,19800,200,2,"PROGRESSION_SKIN_LEVEL_UP",1,,"TntGuyProgressionSkinLevel1",,,,
"Tail_2",3,0,0,0,2,49,1,5,,,,,
"Premium_3_0",1,0,-1,1,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Premium_3_1",1,1,0,200,3,1,10000,,,,,,
"Premium_3_2",1,2,200,200,3,16,10,,,,,,
"Premium_3_3",1,3,400,200,3,16,5,,,,,,
"Premium_3_4",1,4,600,200,3,16,10,,,,,,
"Premium_3_5",1,5,800,200,3,19,1,,"emoji_propass_64_1",1,10,,
"Premium_3_6",1,6,1000,200,3,16,10,,,,,,
"Premium_3_7",1,7,1200,200,3,16,5,,,,,,
"Premium_3_8",1,8,1400,200,3,16,10,,,,,,
"Premium_3_9",1,9,1600,200,3,16,5,,,,,,
"Premium_3_10",1,10,1800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Premium_3_11",1,11,2000,200,3,16,5,,,,,,
"Premium_3_12",1,12,2200,200,3,16,10,,,,,,
"Premium_3_13",1,13,2400,200,3,16,5,,,,,,
"Premium_3_14",1,14,2600,200,3,16,10,,,,,,
"Premium_3_15",1,15,2800,200,3,35,1,,"spray_propass_64_1",1,10,,
"Premium_3_16",1,16,3000,200,3,16,10,,,,,,
"Premium_3_17",1,17,3200,200,3,16,5,,,,,,
"Premium_3_18",1,18,3400,200,3,16,10,,,,,,
"Premium_3_19",1,19,3600,200,3,16,5,,,,,,
"Premium_3_20",1,20,3800,200,3,19,1,,"emoji_propass_64_2",1,10,,
"Premium_3_21",1,21,4000,200,3,16,5,,,,,,
"Premium_3_22",1,22,4200,200,3,16,10,,,,,,
"Premium_3_23",1,23,4400,200,3,16,5,,,,,,
"Premium_3_24",1,24,4600,200,3,16,10,,,,,,
"Premium_3_25",1,25,4800,200,3,25,1,,"player_icon_propass_64_1",1,10,,
"Premium_3_26",1,26,5000,200,3,16,10,,,,,,
"Premium_3_27",1,27,5200,200,3,16,5,,,,,,
"Premium_3_28",1,28,5400,200,3,16,10,,,,,,
"Premium_3_29",1,29,5600,200,3,16,5,,,,,,
"Premium_3_30",1,30,5800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Premium_3_31",1,31,6000,200,3,16,5,,,,,,
"Premium_3_32",1,32,6200,200,3,16,10,,,,,,
"Premium_3_33",1,33,6400,200,3,16,5,,,,,,
"Premium_3_34",1,34,6600,200,3,16,10,,,,,,
"Premium_3_35",1,35,6800,200,3,19,1,,"emoji_propass_64_3",1,10,,
"Premium_3_36",1,36,7000,200,3,16,10,,,,,,
"Premium_3_37",1,37,7200,200,3,16,5,,,,,,
"Premium_3_38",1,38,7400,200,3,16,10,,,,,,
"Premium_3_39",1,39,7600,200,3,16,5,,,,,,
"Premium_3_40",1,40,7800,200,3,19,1,,"emoji_propass_64_4",1,10,,
"Premium_3_41",1,41,8000,200,3,16,5,,,,,,
"Premium_3_42",1,42,8200,200,3,16,10,,,,,,
"Premium_3_43",1,43,8400,200,3,16,5,,,,,,
"Premium_3_44",1,44,8600,200,3,16,10,,,,,,
"Premium_3_45",1,45,8800,200,3,25,1,,"player_icon_propass_64_2",1,10,,
"Premium_3_46",1,46,9000,200,3,16,10,,,,,,
"Premium_3_47",1,47,9200,200,3,16,5,,,,,,
"Premium_3_48",1,48,9400,200,3,16,10,,,,,,
"Premium_3_49",1,49,9600,200,3,16,5,,,,,,
"Premium_3_50",1,50,9800,200,3,19,1,,"emoji_propass_64_5",1,10,,
"Premium_3_51",1,51,10000,200,3,16,5,,,,,,
"Premium_3_52",1,52,10200,200,3,16,10,,,,,,
"Premium_3_53",1,53,10400,200,3,16,5,,,,,,
"Premium_3_54",1,54,10600,200,3,16,10,,,,,,
"Premium_3_55",1,55,10800,200,3,19,1,,"emoji_propass_64_6",1,10,,
"Premium_3_56",1,56,11000,200,3,16,10,,,,,,
"Premium_3_57",1,57,11200,200,3,16,5,,,,,,
"Premium_3_58",1,58,11400,200,3,16,10,,,,,,
"Premium_3_59",1,59,11600,200,3,16,5,,,,,,
"Premium_3_60",1,60,11800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Premium_3_61",1,61,12000,200,3,16,5,,,,,,
"Premium_3_62",1,62,12200,200,3,16,10,,,,,,
"Premium_3_63",1,63,12400,200,3,16,5,,,,,,
"Premium_3_64",1,64,12600,200,3,16,10,,,,,,
"Premium_3_65",1,65,12800,200,3,35,1,,"spray_propass_64_2",1,10,,
"Premium_3_66",1,66,13000,200,3,16,10,,,,,,
"Premium_3_67",1,67,13200,200,3,16,5,,,,,,
"Premium_3_68",1,68,13400,200,3,16,10,,,,,,
"Premium_3_69",1,69,13600,200,3,16,5,,,,,,
"Premium_3_70",1,70,13800,200,3,19,1,,"emoji_propass_64_7",1,10,,
"Premium_3_71",1,71,14000,200,3,16,5,,,,,,
"Premium_3_72",1,72,14200,200,3,16,10,,,,,,
"Premium_3_73",1,73,14400,200,3,16,5,,,,,,
"Premium_3_74",1,74,14600,200,3,16,10,,,,,,
"Premium_3_75",1,75,14800,200,3,19,1,,"emoji_propass_64_8",1,10,,
"Premium_3_76",1,76,15000,200,3,16,10,,,,,,
"Premium_3_77",1,77,15200,200,3,16,5,,,,,,
"Premium_3_78",1,78,15400,200,3,16,10,,,,,,
"Premium_3_79",1,79,15600,200,3,16,5,,,,,,
"Premium_3_80",1,80,15800,200,3,25,1,,"player_icon_propass_64_3",1,10,,
"Premium_3_81",1,81,16000,200,3,16,5,,,,,,
"Premium_3_82",1,82,16200,200,3,16,10,,,,,,
"Premium_3_83",1,83,16400,200,3,16,5,,,,,,
"Premium_3_84",1,84,16600,200,3,16,10,,,,,,
"Premium_3_85",1,85,16800,200,3,19,1,,"emoji_propass_64_champiangry",1,10,,
"Premium_3_86",1,86,17000,200,3,16,10,,,,,,
"Premium_3_87",1,87,17200,200,3,16,5,,,,,,
"Premium_3_88",1,88,17400,200,3,16,10,,,,,,
"Premium_3_89",1,89,17600,200,3,16,5,,,,,,
"Premium_3_90",1,90,17800,200,3,35,1,,"spray_propass_64_3",1,10,,
"Premium_3_91",1,91,18000,200,3,16,5,,,,,,
"Premium_3_92",1,92,18200,200,3,16,10,,,,,,
"Premium_3_93",1,93,18400,200,3,16,5,,,,,,
"Premium_3_94",1,94,18600,200,3,16,10,,,,,,
"Premium_3_95",1,95,18800,200,3,19,1,,"emoji_propass_64_champiclick",1,10,,
"Premium_3_96",1,96,19000,200,3,16,10,,,,,,
"Premium_3_97",1,97,19200,200,3,16,5,,,,,,
"Premium_3_98",1,98,19400,200,3,16,10,,,,,,
"Premium_3_99",1,99,19600,200,3,16,10,,,,,,
"Premium_3_100",1,100,19800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Free_3_0",2,0,-1,1,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Free_3_1",2,1,0,200,3,49,1,,"OverchargeStar",,,,
"Free_3_2",2,2,200,200,3,49,1,,"RankedStar",,,,
"Free_3_3",2,3,400,200,3,50,1,,,,,,
"Free_3_4",2,4,600,200,3,49,1,,"RankedStar",,,,
"Free_3_5",2,5,800,200,3,49,1,5,,,,,
"Free_3_6",2,6,1000,200,3,49,1,,"RankedStar",,,,
"Free_3_7",2,7,1200,200,3,50,1,,,,,,
"Free_3_8",2,8,1400,200,3,49,1,,"RankedStar",,,,
"Free_3_9",2,9,1600,200,3,50,1,,,,,,
"Free_3_10",2,10,1800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Free_3_11",2,11,2000,200,3,50,1,,,,,,
"Free_3_12",2,12,2200,200,3,49,1,,"RankedStar",,,,
"Free_3_13",2,13,2400,200,3,50,1,,,,,,
"Free_3_14",2,14,2600,200,3,16,5,,,,,,
"Free_3_15",2,15,2800,200,3,49,1,4,,,,,
"Free_3_16",2,16,3000,200,3,49,1,,"RankedStar",,,,
"Free_3_17",2,17,3200,200,3,50,1,,,,,,
"Free_3_18",2,18,3400,200,3,49,1,,"RankedStar",,,,
"Free_3_19",2,19,3600,200,3,25,1,,"player_icon_propass_64_4",,,,
"Free_3_20",2,20,3800,200,3,49,1,5,,,,,
"Free_3_21",2,21,4000,200,3,16,5,,,,,,
"Free_3_22",2,22,4200,200,3,49,1,,"RankedStar",,,,
"Free_3_23",2,23,4400,200,3,50,1,,,,,,
"Free_3_24",2,24,4600,200,3,49,1,,"RankedStar",,,,
"Free_3_25",2,25,4800,200,3,49,1,4,,,,,
"Free_3_26",2,26,5000,200,3,49,1,,"RankedStar",,,,
"Free_3_27",2,27,5200,200,3,50,1,,,,,,
"Free_3_28",2,28,5400,200,3,49,1,,"RankedStar",,,,
"Free_3_29",2,29,5600,200,3,50,1,,,,,,
"Free_3_30",2,30,5800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Free_3_31",2,31,6000,200,3,50,1,,,,,,
"Free_3_32",2,32,6200,200,3,49,1,,"RankedStar",,,,
"Free_3_33",2,33,6400,200,3,50,1,,,,,,
"Free_3_34",2,34,6600,200,3,16,5,,,,,,
"Free_3_35",2,35,6800,200,3,49,1,5,,,,,
"Free_3_36",2,36,7000,200,3,49,1,,"RankedStar",,,,
"Free_3_37",2,37,7200,200,3,50,1,,,,,,
"Free_3_38",2,38,7400,200,3,49,1,,"RankedStar",,,,
"Free_3_39",2,39,7600,200,3,25,1,,"player_icon_propass_64_5",,,,
"Free_3_40",2,40,7800,200,3,49,1,5,,,,,
"Free_3_41",2,41,8000,200,3,16,5,,,,,,
"Free_3_42",2,42,8200,200,3,49,1,,"RankedStar",,,,
"Free_3_43",2,43,8400,200,3,50,1,,,,,,
"Free_3_44",2,44,8600,200,3,49,1,,"RankedStar",,,,
"Free_3_45",2,45,8800,200,3,49,1,4,,,,,
"Free_3_46",2,46,9000,200,3,49,1,,"RankedStar",,,,
"Free_3_47",2,47,9200,200,3,50,1,,,,,,
"Free_3_48",2,48,9400,200,3,49,1,,"RankedStar",,,,
"Free_3_49",2,49,9600,200,3,50,1,,,,,,
"Free_3_50",2,50,9800,200,3,49,1,5,,,,,
"Free_3_51",2,51,10000,200,3,50,1,,,,,,
"Free_3_52",2,52,10200,200,3,49,1,,"RankedStar",,,,
"Free_3_53",2,53,10400,200,3,50,1,,,,,,
"Free_3_54",2,54,10600,200,3,16,5,,,,,,
"Free_3_55",2,55,10800,200,3,49,1,4,,,,,
"Free_3_56",2,56,11000,200,3,49,1,,"RankedStar",,,,
"Free_3_57",2,57,11200,200,3,50,1,,,,,,
"Free_3_58",2,58,11400,200,3,49,1,,"RankedStar",,,,
"Free_3_59",2,59,11600,200,3,50,1,,,,,,
"Free_3_60",2,60,11800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Free_3_61",2,61,12000,200,3,16,5,,,,,,
"Free_3_62",2,62,12200,200,3,49,1,,"RankedStar",,,,
"Free_3_63",2,63,12400,200,3,50,1,,,,,,
"Free_3_64",2,64,12600,200,3,49,1,,"RankedStar",,,,
"Free_3_65",2,65,12800,200,3,49,1,4,,,,,
"Free_3_66",2,66,13000,200,3,49,1,,"RankedStar",,,,
"Free_3_67",2,67,13200,200,3,50,1,,,,,,
"Free_3_68",2,68,13400,200,3,49,1,,"RankedStar",,,,
"Free_3_69",2,69,13600,200,3,50,1,,,,,,
"Free_3_70",2,70,13800,200,3,49,1,5,,,,,
"Free_3_71",2,71,14000,200,3,50,1,,,,,,
"Free_3_72",2,72,14200,200,3,49,1,,"RankedStar",,,,
"Free_3_73",2,73,14400,200,3,50,1,,,,,,
"Free_3_74",2,74,14600,200,3,16,5,,,,,,
"Free_3_75",2,75,14800,200,3,49,1,4,,,,,
"Free_3_76",2,76,15000,200,3,49,1,,"RankedStar",,,,
"Free_3_77",2,77,15200,200,3,50,1,,,,,,
"Free_3_78",2,78,15400,200,3,49,1,,"RankedStar",,,,
"Free_3_79",2,79,15600,200,3,50,1,,,,,,
"Free_3_80",2,80,15800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Free_3_81",2,81,16000,200,3,16,5,,,,,,
"Free_3_82",2,82,16200,200,3,49,1,,"RankedStar",,,,
"Free_3_83",2,83,16400,200,3,50,1,,,,,,
"Free_3_84",2,84,16600,200,3,49,1,,"RankedStar",,,,
"Free_3_85",2,85,16800,200,3,49,1,4,,,,,
"Free_3_86",2,86,17000,200,3,49,1,,"RankedStar",,,,
"Free_3_87",2,87,17200,200,3,50,1,,,,,,
"Free_3_88",2,88,17400,200,3,49,1,,"RankedStar",,,,
"Free_3_89",2,89,17600,200,3,50,1,,,,,,
"Free_3_90",2,90,17800,200,3,49,1,5,,,,,
"Free_3_91",2,91,18000,200,3,19,1,,"emoji_skull_love",,,,
"Free_3_92",2,92,18200,200,3,49,1,,"RankedStar",,,,
"Free_3_93",2,93,18400,200,3,50,1,,,,,,
"Free_3_94",2,94,18600,200,3,16,5,,,,,,
"Free_3_95",2,95,18800,200,3,49,1,4,,,,,
"Free_3_96",2,96,19000,200,3,49,1,,"RankedStar",,,,
"Free_3_97",2,97,19200,200,3,50,1,,,,,,
"Free_3_98",2,98,19400,200,3,16,5,,,,,,
"Free_3_99",2,99,19600,200,3,49,1,5,,,,,
"Free_3_100",2,100,19800,200,3,"PROGRESSION_SKIN_LEVEL_UP",1,,"NinjaPropassProgressionSkinLevel1",,,,
"Tail_3",3,0,0,0,3,49,1,5,,,,,
