"Name","Target","MetaType","ServerOnly","NeverRemove","Stackable","Type","Value","Projectile","AreaEffect","Character","Skill","StatusEffect","SecondProjectile","SecondAreaEffect","OverchargeActive"
"R_AreaEffect_BulletSize_L_1",,10,,,"TRUE","AddBulletSizePercent",35,,,,,,,,
"R_AreaEffect_BulletSize_L_2",,10,,,"TRUE","AddAreaEffectPercent",30,,,,,,,,
"R_BulletSizeThrower_S",,10,,,"TRUE","AddBulletSizePercent",15,,,,,,,,
"R_BulletSizeThrower_E",,10,,,"TRUE","AddBulletSizePercent",25,,,,,,,,
"R_BulletSizeThrower_L",,10,,,"TRUE","AddBulletSizePercent",40,,,,,,,,
"R_AreaEffectSizeThrower_S",,10,,,"TRUE","AddAreaEffectPercent",15,,,,,,,,
"R_AreaEffectSizeThrower_E",,10,,,"TRUE","AddAreaEffectPercent",25,,,,,,,,
"R_AreaEffectSizeThrower_L",,10,,,"TRUE","AddAreaEffectPercent",35,,,,,,,,
"R_BulletSizeThrower_Mini_S",,10,,,"TRUE","AddBulletSizePercent",10,,,,,,,,
"R_BulletSizeThrower_Mini_E",,10,,,"TRUE","AddBulletSizePercent",20,,,,,,,,
"R_BulletSizeThrower_Mini_L",,10,,,"TRUE","AddBulletSizePercent",30,,,,,,,,
"R_AreaEffectSizeThrower_Mini_S",,10,,,"TRUE","AddAreaEffectPercent",10,,,,,,,,
"R_AreaEffectSizeThrower_Mini_E",,10,,,"TRUE","AddAreaEffectPercent",20,,,,,,,,
"R_AreaEffectSizeThrower_Mini_L",,10,,,"TRUE","AddAreaEffectPercent",30,,,,,,,,
"R_DamageReduction_S",,10,,,"TRUE","DamageReductionPercent",15,,,,,,,,
"R_DamageReduction_E",,10,,,"TRUE","DamageReductionPercent",25,,,,,,,,
"R_DamageReduction_L",,10,,,"TRUE","DamageReductionPercent",30,,,,,,,,
"R_DamageReduction_Max_L",,10,,,"TRUE","DamageReductionPercent",40,,,,,,,,
"R_DamageReduction_Effect_E",,10,,,,"TriggerFollowAreaEffectWhenReceivingDmg_1",,,"RoguelikeShieldAreaEffect_E",,,,,,
"R_DamageReduction_Effect_L",,10,,,,"TriggerFollowAreaEffectWhenReceivingDmg_2",,,"RoguelikeShieldAreaEffect_L",,,,,,
"R_DamageReduction_Mini_S",,10,,,"TRUE","DamageReductionPercent",5,,,,,,,,
"R_DamageReduction_Mini_E",,10,,,"TRUE","DamageReductionPercent",10,,,,,,,,
"R_DamageReduction_Mini_L",,10,,,"TRUE","DamageReductionPercent",20,,,,,,,,
"R_LifeSteal_S",,10,,,"TRUE","LifeStealFromDamagePercent",15,,,,,,,,
"R_LifeSteal_E",,10,,,"TRUE","LifeStealFromDamagePercent",20,,,,,,,,
"R_LifeSteal_L",,10,,,"TRUE","LifeStealFromDamagePercent",30,,,,,,,,
"R_LifeSteal_Mini_S",,10,,,"TRUE","LifeStealFromDamagePercent",10,,,,,,,,
"R_LifeSteal_Mini_E",,10,,,"TRUE","LifeStealFromDamagePercent",15,,,,,,,,
"R_LifeSteal_Mini_L",,10,,,"TRUE","LifeStealFromDamagePercent",25,,,,,,,,
"R_LifeSteal_Pet_S",,10,,,"TRUE","LifeStealFromDamagePercent",15,,,,,,,,
"R_LifeSteal_Pet_E",,10,,,"TRUE","LifeStealFromDamagePercent",20,,,,,,,,
"R_LifeSteal_Pet_L",,10,,,"TRUE","LifeStealFromDamagePercent",30,,,,,,,,
"R_RegenFaster",,10,,,,"AddRegenSpeed",50,,,,,,,,
"R_ConsShield_Mini",,10,,,,"AddConsumabeShieldWhenDealinDmg",30,,,,,,,,
"R_ConsShield",,10,,,,"AddConsumabeShieldWhenDealinDmg",35,,,,,,,,
"R_SpawnBushOnMove",,10,,,,"SpawnAreaEffectWhileMoving",5,,"TankBushGrowArea",,,,,,
"R_SpawnBushOnAttack_L",,10,,,,"TriggerAreaEffectOnBasicAttack",,,"TankBushGrowAreaLarge",,,,,,
"R_HealOnKill",,10,,,,"SpawnAreaEffectSelfOnKill",2000,,"OnKillHealArea",,,,,,
"R_InvisibleOnKill",,10,,,,"SetInvisibleOnKill",60,,,,,,,,
"R_PowerCubeOnUlti",,10,,,,"DropPowercubeOnUlti",5,,,,,,,,
"R_HealOnMove",,10,,,,"SpawnAreaEffectWhileMoving",8,,"HealOnMove",,,,,,
"R_SpeedUpOnAtk",,10,,,,"TriggerAreaEffectOnBasicAttack",,,"OnHitSpeedyUpArea",,,,,,
"R_SpeedUpOnSuper",,10,,,,"TriggerAreaEffectWhenUlti",,,"OnHitSpeedyUpArea",,,,,,
"R_KnockbackOnTakeDmg",,10,,,,"TriggerAreaEffectWhenReceivingDmg",1,,"KnockBackReceivingDmg",,,,,,
"R_SeeThroghtBushOnSuper",,10,,,,"TriggerAreaEffectWhenUlti",,,"ControllerVisionArea",,,,,,
"R_SlowDownOnHit",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"MarksmanHitSlowdown",,,
"R_PoisonOnHit_S",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"MarksmanHitPoison_S",,,
"R_PoisonOnHit_E",,10,,,,"AddStatusEffectToEnermyOnHit_2",,,,,,"MarksmanHitPoison_E",,,
"R_PoisonOnHit_L",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"MarksmanHitPoison_L",,,
"R_BurnOnHit_S",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"RogueHitBurn_S",,,
"R_BurnOnHit_E",,10,,,,"AddStatusEffectToEnermyOnHit_2",,,,,,"RogueHitBurn_E",,,
"R_BurnOnHit_L",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"RogueHitBurn_L",,,
"R_BurnOnHit_Hold_S",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"RogueHitBurnHold_S",,,
"R_BurnOnHit_Hold_E",,10,,,,"AddStatusEffectToEnermyOnHit_2",,,,,,"RogueHitBurnHold_E",,,
"R_BurnOnHit_Hold_L",,10,,,,"AddStatusEffectToEnermyOnHit_1",,,,,,"RogueHitBurnHold_L",,,
"R_AutoChargeUlti_E",,10,,,"TRUE","AddChargeUltiAutomaticallyPerSecond",100,,,,,,,,
"R_AutoChargeUlti_L",,10,,,"TRUE","AddChargeUltiAutomaticallyPerSecond",120,,,,,,,,
"R_AutoChargeUlti_Max_L",,10,,,"TRUE","AddChargeUltiAutomaticallyPerSecond",300,,,,,,,,
"R_AutoChargeUlti_Max_E",,10,,,"TRUE","AddChargeUltiAutomaticallyPerSecond",500,,,,,,,,
"R_AutoChargeUlti_Sam_E",,10,,,"TRUE","AddChargeUltiAutomaticallyPerSecond",1000,,,,,,,,
"R_HomeInOnAtk_1",,10,,,,"AddBasicAttackSteerStrength",3,,,,,,,,
"R_HomeInOnAtk_2",,10,,,,"OverrideBasicAttackSteerIgnoreTicks",4,,,,,,,,
"R_HomeInOnAtk_3",,10,,,,"OverrideBasicAttackHomeDistance",5,,,,,,,,
"R_HomeInOnAtk_4",,10,,,,"OverrideBasicAttackTravelType",4,,,,,,,,
"R_HomeInOnAtk_Max_1",,10,,,,"AddBasicAttackSteerStrength",5,,,,,,,,
"R_HomeInOnUlti_1",,10,,,,"AddUltiSteerStrength",3,,,,,,,,
"R_HomeInOnUlti_2",,10,,,,"OverrideUltiSteerIgnoreTicks",5,,,,,,,,
"R_HomeInOnUlti_3",,10,,,,"OverrideUltiHomeDistance",5,,,,,,,,
"R_HomeInOnUlti_4",,10,,,,"OverrideUltiTravelType",4,,,,,,,,
"R_HomeInOnAtk_Melee_1",,10,,,,"AddBasicAttackSteerStrength",6,,,,,,,,
"R_HomeInOnAtk_Melee_2",,10,,,,"OverrideBasicAttackSteerIgnoreTicks",0,,,,,,,,
"R_HomeInOnAtk_Melee_3",,10,,,,"OverrideBasicAttackHomeDistance",5,,,,,,,,
"R_HomeInOnAtk_Melee_4",,10,,,,"OverrideBasicAttackTravelType",4,,,,,,,,
"R_DestroyEnvironment",,10,,,,"OverridePierceEnvironment",1,,,,,,,,
"R_PassEnvironment",,10,,,,"OverridePassEnvironment",1,,,,,,,,
"R_PierceCharacter",,10,,,,"OverridePiercesCharacters",1,,,,,,,,
"R_HealBuff_S",,10,,,"TRUE","HealingBuff",30,,,,,,,,
"R_HealBuff_E",,10,,,"TRUE","HealingBuff",50,,,,,,,,
"R_HealBuff_L",,10,,,"TRUE","HealingBuff",80,,,,,,,,
"R_HealBuff_Mini_S",,10,,,"TRUE","HealingBuff",20,,,,,,,,
"R_HealBuff_Mini_E",,10,,,"TRUE","HealingBuff",30,,,,,,,,
"R_HealBuff_Mini_L",,10,,,"TRUE","HealingBuff",50,,,,,,,,
"R_VisionInBush_S",,10,,,"TRUE","AddVisionInBush",1,,,,,,,,
"R_VisionInBush_E",,10,,,"TRUE","AddVisionInBush",2,,,,,,,,
"R_VisionInBush_L",,10,,,"TRUE","AddVisionInBush",3,,,,,,,,
"R_MoveSpeedInBush_S",,10,,,"TRUE","IncreaseSpeedInBushPercent",15,,,,,,,,
"R_MoveSpeedInBush_E",,10,,,"TRUE","IncreaseSpeedInBushPercent",30,,,,,,,,
"R_MoveSpeedInBush_Mini_E",,10,,,"TRUE","IncreaseSpeedInBushPercent",15,,,,,,,,
"R_PowerCubeOnKill",,10,,,,"DropPowercubeOnKill",1,,,,,,,,
"R_SpeedUpOnGadget_S",,10,,,,"TriggerAreaEffectOnGadget",,,"OnGadgetSpeedyUpArea",,,,,,
"R_PowerCubeEffective_E",,10,,,,"PowerCubeMoreEffective",25,,,,,,,,
"R_PowerCubeEffective_L",,10,,,,"PowerCubeMoreEffective",50,,,,,,,,
"R_PowerCubeDouble_L",,10,,,,"PowerCubeDouble",,,,,,,,,
"R_PowerCubeOnStart_S",,10,,,,"StartWithPowerCube_S",1,,,,,,,,
"R_PowerCubeOnStart_E",,10,,,,"StartWithPowerCube_E",2,,,,,,,,
"R_PowerCubeOnStart_L",,10,,,,"StartWithPowerCube_L",3,,,,,,,,
"R_PowerCubeOnKillDouble_L",,10,,,,"MultiplyPowerCubeOnKill",2,,,,,,,,
"R_HighHealthDamage_L",,10,,,,"AddHighHealthDamage",50,,,,,,,,
"R_LowHealthDamage_L",,10,,,,"AddLowHealthDamage",50,,,,,,,,
"R_LowHealthDamage_Mini_L",,10,,,,"AddLowHealthDamage",35,,,,,,,,
"R_LowHealthDamage_E",,10,,,,"AddLowHealthDamage",20,,,,,,,,
"R_ChargeSuperOnStart_S",,10,,,,"InstantChargeSuperPercent",50,,,,,,,,
"R_ChargeSuperOnStart_E",,10,,,,"InstantChargeSuperPercent",100,,,,,,,,
"R_ChargeHCOnStart_E",,10,,,,"InstantChargeHCPercent",50,,,,,,,,
"R_ChargeHCOnStart_Mini_L",,10,,,,"InstantChargeHCPercent",60,,,,,,,,
"R_ChargeHCOnStart_L",,10,,,,"InstantChargeHCPercent",75,,,,,,,,
"R_FireBallAround_E",,10,,,,"SpawnProjectileOnStartOrSelectPerk_1",3,"RogueliteCirclingProjectileClose",,,,,,,
"R_FireBallAround_L",,10,,,,"SpawnProjectileOnStartOrSelectPerk_2",5,"RogueliteCirclingProjectileFar",,,,,,,
"R_DashSpeed_Mini_E",,10,,,"TRUE","AddChargeSpeedPercentage",25,,,,,,,,
"R_DashSpeed_E",,10,,,"TRUE","AddChargeSpeedPercentage",50,,,,,,,,
"R_DashSpeed_Mini_L",,10,,,"TRUE","AddChargeSpeedPercentage",50,,,,,,,,
"R_PetMoveSpeed_S",,10,,,"TRUE","IncreasePetSpeedPercent",20,,,,,,,,
"R_PetMoveSpeed_E",,10,,,"TRUE","IncreasePetSpeedPercent",35,,,,,,,,
"R_PetMaxHP_S_1",,10,,,"TRUE","AddExtraHealthToSummonedMinionsPercent",20,,,,,,,,
"R_PetMaxHP_S_2",,10,,,"TRUE","AddExtraScaleToPets",5,,,,,,,,
"R_PetMaxHP_E_1",,10,,,"TRUE","AddExtraHealthToSummonedMinionsPercent",40,,,,,,,,
"R_PetMaxHP_E_2",,10,,,"TRUE","AddExtraScaleToPets",15,,,,,,,,
"R_PetMaxHP_L_1",,10,,,"TRUE","AddExtraHealthToSummonedMinionsPercent",60,,,,,,,,
"R_PetMaxHP_L_2",,10,,,"TRUE","AddExtraScaleToPets",35,,,,,,,,
"R_PetNumber_L_1",,10,,,"TRUE","AddMaxSpawns",1,,,,,,,,
"R_PetNumber_L_2",,10,,,"TRUE","AddNumSpawns",1,,,,,,,,
"R_ShootTwice_MainAtk_L_1",,10,,,,"ActiveTimeBasicAttackAddPercent",400,,,,,,,,
"R_ShootTwice_MainAtk_L_2",,10,,,,"MsBetweenBasicAttacksMultiply",4,,,,,,,,
"R_ShootTwice_Throw_L",,10,,,,"ActiveTimeBasicAttackAddPercent",100,,,,,,,,
"R_TriggerSuper_MoreTimes_Pet_L_1",,10,,,,"AddUltiUse",1,,,,,,,,
"R_TriggerSuper_MoreTimes_Pet_L_2",,10,,,,"OverrideMaxSpawns",2,,,,,,,,
"R_TriggerSuper_MoreTimes_1_L",,10,,,,"AddUltiUse",1,,,,,,,,
"R_Eve_TriggerSuper_MoreTimes_L_1",,10,,,,"AddUltiUse",1,,,,,,,,
"R_Eve_TriggerSuper_MoreTimes_L_2",,10,,,,"OverrideMaxSpawns",20,,,,,,,,
"R_Boomerang_L",,10,,,,"OverrideBasicAttackIsBoomerang",1,,,,,,,,
"R_ChargeUpSpeed_L",,10,,,"TRUE","AddHoldChargeUpTimePercent",100,,,,,,,,
"R_Spread_L",,10,,,,"AddSpreadBasicAttackPercent",200,,,,,,,,
"R_DOT_E",,10,,,"TRUE","AddStatusEffectTimePercentage",50,,,,,,,,
"R_DOT_L",,10,,,"TRUE","AddStatusEffectTimePercentage",75,,,,,,,,
"R_Berry_L",,10,,,,"TriggerAreaEffectWhenReceivingDmg",,,"PainterAreaEffectMutant",,,,,,
"R_Lumi_L",,10,,,,"IncreaseMaxHp",1,,,,,,,,
"R_Nita_L",,10,,,,"IncreaseMaxHp",1,,,,,,,,
"R_Bull_L",,10,,,,"IncreaseMaxHp",1,,,,,,,,
"R_Rico_Bounce_S_1",,10,,,"TRUE","AddNormalDistanceAddFromBouncePercent",50,,,,,,,,
"R_Rico_Bounce_S_2",,10,,,"TRUE","AddUltiDistanceAddFromBouncePercent",30,,,,,,,,
"R_Rico_Bounce_S_3",,10,,,,"OverrideMaxDistanceAddBounces",5,,,,,,,,
"R_Rico_Bounce_S_4",,10,,,,"OverrideMaxDistanceAddBouncesUlti",6,,,,,,,,
"R_Rico_Bounce_E_1",,10,,,"TRUE","AddNormalDistanceAddFromBouncePercent",100,,,,,,,,
"R_Rico_Bounce_E_2",,10,,,"TRUE","AddUltiDistanceAddFromBouncePercent",60,,,,,,,,
"R_Rico_Bounce_E_3",,10,,,,"OverrideMaxDistanceAddBounces",5,,,,,,,,
"R_Rico_Bounce_E_4",,10,,,,"OverrideMaxDistanceAddBouncesUlti",6,,,,,,,,
"R_Rico_Bounce_L_1",,10,,,"TRUE","AddNormalDistanceAddFromBouncePercent",200,,,,,,,,
"R_Rico_Bounce_L_2",,10,,,"TRUE","AddUltiDistanceAddFromBouncePercent",150,,,,,,,,
"R_Rico_Bounce_L_3",,10,,,,"OverrideMaxDistanceAddBounces",5,,,,,,,,
"R_Rico_Bounce_L_4",,10,,,,"OverrideMaxDistanceAddBouncesUlti",6,,,,,,,,
"R_Ruff_Bounce_S_1",,10,,,"TRUE","AddNormalDistanceAddFromBouncePercent",50,,,,,,,,
"R_Ruff_Bounce_S_2",,10,,,,"OverrideMaxDistanceAddBounces",4,,,,,,,,
"R_Ruff_Bounce_E_1",,10,,,"TRUE","AddNormalDistanceAddFromBouncePercent",100,,,,,,,,
"R_Ruff_Bounce_E_2",,10,,,,"OverrideMaxDistanceAddBounces",4,,,,,,,,
"R_Ruff_Bounce_L_1",,10,,,"TRUE","AddNormalDistanceAddFromBouncePercent",250,,,,,,,,
"R_Ruff_Bounce_L_2",,10,,,,"OverrideMaxDistanceAddBounces",4,,,,,,,,
"R_Gus_L_1",,10,,,,"OverrideChargeUpMax",1,,,,,,,,
"R_Gus_L_2",,10,,,,"OverrideChargeUp",1,,,,,,,,
"R_Gus_L_3",,10,,,,"IgnoreChargeReset",1,,,,,,,,
"R_Brock_L",,10,,,,"OverrideActiveTimeBasicAttack",300,,,,,,,,
"R_Mortis_Dash_E_1",,10,,,"TRUE","AddCastingRange",1,,,,,,,,
"R_Mortis_Dash_E_2",,10,,,"TRUE","AddChargeSpeedPercentage",50,,,,,,,,
"R_Mortis_Dash_L_1",,10,,,"TRUE","AddCastingRange",2,,,,,,,,
"R_Mortis_Dash_L_2",,10,,,"TRUE","AddChargeSpeedPercentage",100,,,,,,,,
"R_Tick_BulleNumber_E",,10,,,"TRUE","AddBulletExplosionNumber",1,,,,,,,,
"R_Tick_BulleNumber_L",,10,,,"TRUE","AddBulletExplosionNumber",2,,,,,,,,
"R_Shelly_L_1",,10,,,,"OverrideNumBulletsInUlti",14,,,,,,,,
"R_Shelly_L_2",,10,,,,"OverrideSpreadUlti",200,,,,,,,,
"R_Hank_L",,10,,,,"TriggerAreaEffectWhenReceivingDmg",,,"FishTankOnHitArea",,,,,,
"R_Primo_L",,10,,,,"TriggerAreaEffectWhenReceivingDmg",,,"LuchadorMeteorSpawnSmall",,,,,,
"R_Draco_Super_L",,10,,,,"OverrideMountUpDurationTicks",-1,,,,,,,,
"R_Barley_Slow_L",,10,,,,"SpawnAreaEffectWhileMoving",20,,"BarkeepSlowPuddleSmall",,,,,,
"R_Carl_Reload_L",,10,,,"TRUE","AddReloadSpeedPercent",75,,,,,,,,
"R_Emz_Area_L",,10,,,"TRUE","AddAreaEffectPercent",35,,,,,,,,
"R_8Bit_Speed_L",,10,,,"TRUE","IncreaseSpeedPercent",50,,,,,,,,
"R_Frank_HP_L",,10,,,"TRUE","IncreaseMaxHp",50,,,,,,,,
"R_Angelo_Area_L",,10,,,"TRUE","AddAreaEffectPercent",100,,,,,,,,
"R_Ash_PetNumber_L_1",,10,,,"TRUE","AddMaxSpawns",1,,,,,,,,
"R_Ash_PetNumber_L_2",,10,,,"TRUE","AddNumSpawns",10,,,,,,,,
"R_Eve_PetNumber_L_1",,10,,,"TRUE","AddMaxSpawns",1,,,,,,,,
"R_Eve_PetNumber_L_2",,10,,,"TRUE","AddNumSpawns",1,,,,,,,,
"R_Poco_Heal_L",,10,,,,"TriggerAreaEffectWhenReceivingDmg",,,"PocoRogueliteRegenArea",,,,,,
"R_Meeple_HomeInMore_L",,10,,,,"AddBasicAttackSteerStrength",4,,,,,,,,
"R_Angelo_HoldTime_L",,10,,,,"AddHoldChargeUpTimePercent",100,,,,,,,,
"R_Gale_MoreBullet_S",,10,,,"TRUE","AddBasicAttackNumBullets",2,,,,,,,,
"R_Gale_MoreBullet_E_1",,10,,,"TRUE","AddBasicAttackNumBullets",4,,,,,,,,
"R_Gale_MoreBullet_E_2",,10,,,"TRUE","AddUltiAttackNumBullets",1,,,,,,,,
"R_Gale_MoreBullet_L_1",,10,,,"TRUE","AddBasicAttackNumBullets",6,,,,,,,,
"R_Gale_MoreBullet_L_2",,10,,,"TRUE","AddUltiAttackNumBullets",3,,,,,,,,
"R_Dynamike_Delay_L",,10,,,"TRUE","ReduceTriggerWithDelayMs",60,,,,,,,,
"R_Olli_Bullet_L",,10,,,"TRUE","AddBasicAttackNumBullets",3,,,,,,,,
"R_Olli_Spread_L",,10,,,"TRUE","AddSpreadBasicAttackPercent",300,,,,,,,,
"R_Janet_ActiveTime_L",,10,,,"TRUE","AddActiveTimeUltiAttackPercentage",60,,,,,,,,
"R_Buster_ActiveTime_L",,10,,,,"AddActiveTimeUltiAttackPercentage",100,,,,,,,,
"R_Chuck_Super_E",,10,,,"TRUE","AddChargeUltiAutomaticallyPerSecond",500,,,,,,,,
"R_Gene_SuperRange_L",,10,,,,"OverrideUltiCastingRange",150,,,,,,,,
"R_Bea_Shield_L",,10,,,,"AddOneHPShield",1,,"OneHPShieldPushback",,,"OneHPInvulnerability",,,
"R_Byron_StatusEffect_L",,10,,,"TRUE","AddStatusEffectTimePercentage",50,,,,,,,,
"R_Spike_BulletMore_E",,10,,,,"AddBulletExplosionNumber",1,,,,,,,,
"R_Spike_BulletMore_L",,10,,,,"AddBulletExplosionNumber",2,,,,,,,,
"R_Sprout_GadgetCooldown_L",,10,,,,"DecreaseGadgetCooldownPercent",80,,,,,,,,
"R_Charlie_Spider_L",,10,,,,"SpawnCharacterWhileMoving",60,,,"CocoonerPet",,,,,
"R_Bo_InfinateMine_L",,10,,,,"OverrideNumMaxItems",99,,,,,,,,
"R_Codilus_MainAtk_L",,10,,,,"ActiveTimeBasicAttackAddPercent",50,,,,,,,,
"R_Shade_SuperLastTime_L",,10,,,,"AddActiveTimeUltiAttackPercentage",100,,,,,,,,
"R_Melodie_Notes_L",,10,,,"TRUE","AddChainBulletsMaxProjectile",2,,,,,,,,
"R_Buzz_SuperRange_L_1",,10,,,,"OverrideUltiCastingRange",60,,,,,,,,
"R_Buzz_SuperRange_L_2",,10,,,,"AddProjectileSpeedPercent",60,,,,,,,,
"R_Bo_MainAtkMore_L",,10,,,,"ActiveTimeBasicAttackAddPercent",30,,,,,,,,
"R_Squeak_SpawnAreaE_L",,10,,,,"TriggerAreaEffectWhenUlti",,,"RogueliteLCardSqueak",,,,,,
"R_Colt_MoreBullet_L",,10,,,,"ActiveTimeBasicAttackAddPercent",45,,,,,,,,
"R_Nani_Bullets_L_1",,10,,,"TRUE","AddBasicAttackNumBullets",2,,,,,,,,
"R_Nani_Bullets_L_2",,10,,,"TRUE","AddSpreadBasicAttackPercent",80,,,,,,,,
"R_Nani_Super_E",,10,,,"TRUE","AddUltiSteerLifeTimePercent",50,,,,,,,,
"R_Nani_Super_L",,10,,,"TRUE","AddUltiSteerLifeTimePercent",150,,,,,,,,
"R_Hank_Range_S_1",,10,,,"TRUE","AddCastingRangePercent",15,,,,,,,,
"R_Hank_Range_S_2",,10,,,"TRUE","AddAreaEffectPercent",15,,,,,,,,
"R_Hank_Range_S_3",,10,,,"TRUE","AddEffectSizePercent",15,,,,,,,,
"R_Hank_Range_E_1",,10,,,"TRUE","AddCastingRangePercent",25,,,,,,,,
"R_Hank_Range_E_2",,10,,,"TRUE","AddAreaEffectPercent",25,,,,,,,,
"R_Hank_Range_E_3",,10,,,"TRUE","AddEffectSizePercent",25,,,,,,,,
"R_Hank_Range_L_1",,10,,,"TRUE","AddCastingRangePercent",35,,,,,,,,
"R_Hank_Range_L_2",,10,,,"TRUE","AddAreaEffectPercent",35,,,,,,,,
"R_Hank_Range_L_3",,10,,,"TRUE","AddEffectSizePercent",35,,,,,,,,
"R_Add_Bullets_BasicAttack_ULTRA_1",,10,,,"TRUE","AddBasicAttackNumBullets",4,,,,,,,,
"R_Add_Bullets_BasicAttack_ULTRA_2",,10,,,"TRUE","AddSpreadBasicAttack",80,,,,,,,,
"R_Add_Bullets_BasicAttack_L_1",,10,,,"TRUE","AddBasicAttackNumBullets",1,,,,,,,,
"R_Add_Bullets_BasicAttack_L_2",,10,,,"TRUE","AddSpreadBasicAttack",30,,,,,,,,
"R_Kit_PowerCube_E",,10,,,,"StartWithPowerCube_E",1,,,,,,,,
"R_Mina_Shield_L",,10,,,,"TriggerAreaEffectWhenUlti",,,"RogueliteDancerBlockProjectiles",,,,,,
"R_Chuck_Pole_E",,10,,,"TRUE","AddNumMaxItems",1,,,,,,,,
"R_Chuck_Pole_L",,10,,,"TRUE","AddNumMaxItems",2,,,,,,,,
"R_Clancy_Level_L",,10,,,"TRUE","StartWithLevel",7,,,,,,,,
"R_Kit_AttackRange_L_1",,10,,,"TRUE","AddCastingRange",1,,,,,,,,
"R_Kit_AttackRange_L_2",,10,,,"TRUE","AddSpreadBasicAttackPercent",-40,,,,,,,,
"R_Kit_AttackRange_L_3",,10,,,"TRUE","AddEffectSizePercent",35,,,,,,,,
"R_Shade_AttackRange_L_1",,10,,,"TRUE","AddCastingRange",1,,,,,,,,
"R_Shade_AttackRange_L_2",,10,,,"TRUE","AddEffectSizePercent",15,,,,,,,,
"R_Otis_ActiveTime_L",,10,,,"TRUE","ActiveTimeBasicAttackAddPercent",20,,,,,,,,
"R_PowerCubeOnStart_ULTRA",,10,,,,"StartWithPowerCube_ULTRA",20,,,,,,,,
"R_MoveSpeed_ULTRA",,10,,,"TRUE","IncreaseSpeedPercent",45,,,,,,,,
"ActorPlaceholderTrait",,7,,"TRUE","TRUE","IncreaseMaxHp",10,,,,,,,,
"DemogorgonLifeSteal",,,,"TRUE",,"LifeStealFromDamagePercent",30,,,,,,,,
"R_God_ScaleUp",,10,,,"TRUE","AddExtraScale",40,,,,,,,,
"R_God_Max_ScaleUp",,10,,,"TRUE","AddExtraScale",100,,,,,,,,
"R_Leon_Super_L",,10,,,"TRUE","AddActiveTimeUltiAttackPercentage",200,,,,,,,,
"R_Bibi_Range_L_1",,10,,,"TRUE","AddCastingRange",1,,,,,,,,
"R_Bibi_Range_L_2",,10,,,"TRUE","AddEffectSizePercent",50,,,,,,,,
"R_MaxHp_Absolute_Mini_Mini_S",,10,,,"TRUE","IncreaseMaxHpAbsolute",800,,,,,,,,
"R_MaxHp_Absolute_Mini_Mini_E",,10,,,"TRUE","IncreaseMaxHpAbsolute",1000,,,,,,,,
"R_MaxHp_Absolute_Mini_Mini_L",,10,,,"TRUE","IncreaseMaxHpAbsolute",1500,,,,,,,,
"R_GadgetCooldown_Mini_Min_S",,10,,,"TRUE","DecreaseGadgetCooldownPercent",15,,,,,,,,
"R_GadgetCooldown_Mini_Min_E",,10,,,"TRUE","DecreaseGadgetCooldownPercent",25,,,,,,,,
"R_GadgetCooldown_Mini_Min_L",,10,,,"TRUE","DecreaseGadgetCooldownPercent",35,,,,,,,,
"R_HCTime_L",,10,,,"TRUE","AddHCActiveTimePercent",120,,,,,,,,
"R_MoveSpeed_Mini_Mini_S",,10,,,"TRUE","IncreaseSpeedPercent",10,,,,,,,,
"R_MoveSpeed_Mini_Mini_E",,10,,,"TRUE","IncreaseSpeedPercent",15,,,,,,,,
"R_MoveSpeed_Mini_Mini_L",,10,,,"TRUE","IncreaseSpeedPercent",20,,,,,,,,
"R_Frank_Scale_S",,10,,,"TRUE","AddExtraScale",5,,,,,,,,
"R_Frank_Scale_E",,10,,,"TRUE","AddExtraScale",15,,,,,,,,
"R_Frank_Scale_L",,10,,,"TRUE","AddExtraScale",30,,,,,,,,
"R_Melodie_Notes_E",,10,,,"TRUE","AddChainBulletsMaxProjectile",1,,,,,,,,
"R_BulletSize_Max_S",,10,,,"TRUE","AddBulletSizePercent",30,,,,,,,,
"R_BulletSize_Max_E",,10,,,"TRUE","AddBulletSizePercent",45,,,,,,,,
"R_BulletSize_Max_L",,10,,,"TRUE","AddBulletSizePercent",60,,,,,,,,
"R_Janet_ActiveTime_E",,10,,,"TRUE","AddActiveTimeUltiAttackPercentage",30,,,,,,,,
"R_Frank_SpeedDown_S",,10,,,"TRUE","IncreaseSpeedPercent",-4,,,,,,,,
"R_Frank_SpeedDown_E",,10,,,"TRUE","IncreaseSpeedPercent",-7,,,,,,,,
"R_Frank_SpeedDown_L",,10,,,"TRUE","IncreaseSpeedPercent",-11,,,,,,,,
"R_MoveSpeedInBush_Mini_S",,10,,,"TRUE","IncreaseSpeedInBushPercent",10,,,,,,,,
"R_Kaze_EffectSize_S",,10,,,"TRUE","AddEffectSizePercent",15,,,,,,,,
"R_Kaze_EffectSize_E",,10,,,"TRUE","AddEffectSizePercent",25,,,,,,,,
"R_Kaze_EffectSize_L",,10,,,"TRUE","AddEffectSizePercent",45,,,,,,,,
