"Name","ParentAreaEffectForSkin","Disabled","FileName","OwnExportName","BlueExportName","RedExportName","NeutralExportName","Layer","ExportNameTop","ExportNameTopRed","ExportNameObject","Effect","LoopingEffect","ScaleLoopingEffect","HitEffect","AllowEffectInterrupt","PlaybackType","RotationType","Scale","TimeMs","MinTimeMs","Radius","Damage","DontOverrideDmg","DamageScaleType","CustomValue","CustomValue2","Type","StatusEffectSelf","StatusEffectAlly","StatusEffectEnemy","StatusEffectTickInterval","DelayFirstTick","IsPersonal","TargetEnemiesOnly","BulletExplosionBullet","BulletExplosionBulletDistance","BulletExplosionBulletOffset","BulletExplosionItem","ExpandOnDistance","BulletAngleOffset","BulletApplyAngle","DestroysEnvironment","DestroysDecorations","DestroysOnlyBushes","PushbackStrength","PushbackStrengthSelf","PushbackDeadzone","CanStopGrapple","StunTicks","SlowStrength","FreezeTicks","IgnoreFadeout","ShouldShowEvenIfOutsideScreen","SameAreaEffectCanNotDamageMs","RelatedImmunityAreas","DontShowToEnemy","RequireLineOfSight","ChainAreaEffect","ChainAreaEffect2","ChainAreaEffect3","OverchargedChainAreaEffect","OverchargedChainAreaEffect2","OverchargedChainAreaEffect3","SkinnedCustomValue","SpawnItem","SnapToTile","DamageScaleDistanceNear","DamageScaleDistanceFar","SourceType","OverHealTicks","StackOverHeal","MaxOverHeal","OverHealMultiplier","AffectOnlyHeroes","AffectProjectiles","IgnoreCharacters","InnerRadius","InnerRadiusDamagePercent","ExpireTypes","CurveBall","CurveBallAddDistance"
"RocketJumpExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","100","","","","","165","700","","800","25","","1","","","Damage","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrickshotDudeAccessoryExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","600","120","","1","8","","BulletExplosion","","","","","","","","TrickshotDudeGadgetProjectile","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusAccessoryExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","700","","600","100","","1","10","","BulletExplosion","","","","","","","","CactusSpikeGadget","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArtilleryDudeAccessoryExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","100","","","","","165","700","","800","1500","","","","","Damage","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanBearSlam","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","gadget_nita_petslam","","100","","","","","100","4500","","1000","","","","20","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepSlowPuddle","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_barley_slow","","100","","","","","100","4000","","1000","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepSlowPuddleSmall","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_barley_slow_small","","100","","","","","100","1000","","500","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_jessie_spark","","100","","","","","255","1000","","1300","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HookDudePushback","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_gene_push","","100","","","","","235","700","","800","","","","","","Pushback","","","","","","","","","","","","","","","","","","150","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ClusterBombDashMine","","","sc/effects.sc","","","","","GroundHigh","","","","tick_def_atk1_explode","","100","","","","","100","700","","800","700","","1","1","","BulletExplosion","","","","","","","","","0","","ClusterMine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MinigunDudeTowerBurstHeal","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_pam_healburst","","100","","","","","125","250","","1000","-20","","2","","","Heal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WhirlwindTrail","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_carl_hottrail","","100","","","","","28","3900","","300","","","","","","StatusEffect","","","WhirlwindTrailFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyAccessoryPushback","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_emz_push","","100","","","","","100","700","","800","65","","1","","","Damage","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PocoRegenArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_poco_heal","","100","","","","","125","250","","1000","-10","","2","100","","HealRegen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerSwingDamage","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_mortis_shovel","","100","","","","","100","300","","1000","100","","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","",""
"BeeSniperSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","","gadget_bea_honeypot","100","","","","","100","600000","","1200","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BowDudeSuperChargeArea","","","sc/effects_brawler.sc","gadget_bo_totem_base","gadget_bo_totem_base","gadget_bo_totem_base_red","","GroundHigh","","","","","","100","","","","","310","600000","","1600","","","","50","","ExtraSuperCharge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DrillerReflectArea","","","sc/effects.sc","","","","","GroundHigh","","","","driller_def_sp1","","100","","","","","100","500","","1200","0","","","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WallyExplosionBig","","","sc/effects.sc","","","","","GroundHigh","","","","sprout_def_sp1_explosion","","100","","","","","200","700","","750","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sprout_002_sp1","WallyExplosionBig","","sc/effects.sc","","","","","GroundHigh","","","","sprout_002_sp1_explosion","","100","","","","","200","700","","750","","","","","","Damage","","","","","","","","","","","","","","","","","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArcadeTeleport","Bo_def_ulti1_area","","sc/effects.sc","","","","","GroundHigh","","","","gadget_arcade_teleport","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerUltiExplosion","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","explosion_generic_big","","100","","","","","100","700","","500","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani004UltiExplosion","ControllerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","nani_004_ulti_explosion","","100","","","","","100","700","","500","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani005UltiExplosion","ControllerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","nani_005_ulti_explosion","","100","","","","","100","700","","500","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Nani006UltiExplosion","ControllerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","nani_006_ulti_explosion","","100","","","","","100","700","","500","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ControllerOverchargedUltiExplosion","ControllerUltiExplosion","","sc/effects_brawler.sc","","","","","GroundHigh","","","","nani_def_oc_explosion","","100","","","","","100","700","","500","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossTownCrushAoEArea","","","sc/effects_brawler.sc","","","","","GroundHigh","","","","boss_tc_attack_area","","100","","","","","100","500","","1000","1200","","","40","","Stun","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRocketExplosion","","","sc/effects.sc","range450_blue","range450_blue","range450_red","","GroundHigh","","","","raidboss_rocket_explosion","","100","","","","","185","700","","1000","2000","","","","","Damage","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BossRaceBossRocketBurn","","","sc/effects.sc","brock_ground_fire_red","brock_ground_fire_red","brock_ground_fire_red","","GroundHigh","","","","burning_ground_raid_boss","","100","","","","","100","6900","","1000","","","","","","Dot","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorMeteorSpawn","","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","gadget_primo_meteor","gadget_primo_meteor_red","","meteor_warning","","100","","","","","120","2500","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","LuchadorMeteorExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorMeteorSpawnSmall","","","sc/effects_brawler.sc","gadget_primo_meteor_target","gadget_primo_meteor_target","gadget_primo_meteor_target_red","","GroundHigh","gadget_primo_meteor","gadget_primo_meteor_red","","meteor_warning","","100","","","","","120","2500","","800","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","LuchadorMeteorExplosionPassive","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorMeteorExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","100","","","","","168","700","","1000","","","","","","Damage","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LuchadorMeteorExplosionPassive","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","100","","","","","168","700","","1000","1000","","","","","Damage","","","","","","","","","","","","","","","true","","","150","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepHealingArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_barley_heal","","100","","","","","160","4500","","800","","","","","","Hot","","","","","","","","","","","","","","","","","","","","","","","350","21","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionArea","","","sc/effects.sc","","","","","GroundHigh","","","","amber_def_ulti_hit","","100","","","","","150","500","","800","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedPetrolDistributionArea","","","sc/effects.sc","","","","","GroundHigh","","","","amber_hc_ulti_hit","","100","","","","","150","500","","1600","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionArea003","PetrolDistributionArea","","sc/effects.sc","","","","","GroundHigh","","","","amber_003_ulti_hit","","100","","","","","150","500","","800","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionArea004","PetrolDistributionArea","","sc/effects.sc","","","","","GroundHigh","","","","amber_004_ulti_hit","","100","","","","","150","500","","800","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionArea005","PetrolDistributionArea","","sc/effects.sc","","","","","GroundHigh","","","","amber_005_ulti_hit","","100","","","","","150","500","","800","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionTrail","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","500","","300","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire","","","sc/effects.sc","","","","","GroundHigh","","","","amber_def_ulti_oil_burning","","100","","","","","70","500","","300","","","","","","StatusEffect","","","PetrolFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFireOvercharged","","","sc/effects.sc","","","","","GroundHigh","","","","amber_hc_ulti_oil_burning","","100","","","","","70","2000","","300","","","","","","StatusEffect","","","PetrolFireOvercharged","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire002","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_002_ulti_oil_burning","","100","","","","","70","500","","300","","","","","","StatusEffect","","","PetrolFire","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire003","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_003_ulti_oil_burning","","100","","","","","70","500","","300","","","","","","StatusEffect","","","PetrolFireIce","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire004","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_004_ulti_oil_burning","","100","","","","","70","500","","300","","","","","","StatusEffect","","","PetrolFireBubbles","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolFire005","PetrolFire","","sc/effects.sc","","","","","GroundHigh","","","","amber_005_ulti_oil_burning","","100","","","","","70","500","","300","","","","","","StatusEffect","","","PetrolFireDark","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn","DamageBoost","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade_plugged_area","100","","","","","125","600000","","1000","35","","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn002","DamageBoostPlugIn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade002_plugged_area","100","","","","","125","600000","","1000","35","","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn003","DamageBoostPlugIn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade003_plugged_area","100","","","","","125","600000","","1000","35","","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn004","DamageBoostPlugIn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade004_plugged_area","100","","","","","125","600000","","1000","35","","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn005","DamageBoostPlugIn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade005_plugged_area","100","","","","","125","600000","","1000","35","","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DamageBoostPlugIn006","DamageBoostPlugIn","","sc/effects_brawler.sc","","","","","GroundHigh","","","","arcade_def_ulti_area_active","gadget_arcade006_plugged_area","100","","","","","125","600000","","1000","35","","","","","DamageBoost","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_bull_stomp","","100","","","","","200","1000","","900","","","","","","Slow","","","","","","","true","","","","","","","","false","","","","","","","","350","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_002","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_002_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_003","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_003_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_004","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_004_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_005","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_006_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_006","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_005_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_007","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_008_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_008","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_009_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_009","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_011_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_010","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_007_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullSlowArea_012","BullSlowArea","","sc/effects.sc","","","","","GroundHigh","","","","bull_012_ulti_exp","","100","","","","","200","","","","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullStunArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_stun_stomp","","100","","","","","200","100","","900","","","","","","StatusEffect","","","BullGadgetStun","2","FALSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpeedyRewindArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_max_sneaker","","100","","","","","50","3000","","200","100","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotSlowArea","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_darryl_slow","gadget_darryl_area","100","","","","","150","4000","","700","","","","","","Slow","","","","","","","","","","","","","","","","","","","","","","","350","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PetrolDistributionGadget","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","150","500","","600","","","","","","PetrolDistribution","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BrockAttackAreaGadget","","","sc/effects.sc","","","","","GroundHigh","","","","brock_def_explosion_blue","","100","","","","","70","700","","600","","","","","","Damage","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TeleportTileLeave","","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_leave","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TeleportTileArrive","","","sc/effects.sc","","","","","GroundHigh","","","","teleport_tile_arrive","","100","","","","","70","700","","300","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeUltiArea","","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_def_ulti_area","","100","","","","","250","10000","","1100","","","","90","6","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeKingUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_002_ulti_area","","100","","","","","250","10000","","1100","","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeValentineUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_def_ulti_area_base","lou_def_ulti_area_base_red","","GroundHigh","","","","lou_003_ulti_area","","100","","","","","250","10000","","1100","","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeBurgerUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_004_ulti_area_base","lou_004_ulti_area_base","lou_004_ulti_area_base_red","","GroundHigh","","","","lou_004_ulti_area","","100","","","","","250","10000","","1100","","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeStonetrollUltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_005_ulti_area_base","lou_005_ulti_area_base","lou_005_ulti_area_base_red","","GroundHigh","","","","lou_005_ulti_area","","100","","","","","250","10000","","1100","","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IceDude006UltiArea","IceDudeUltiArea","","sc/effects_brawler.sc","lou_def_ulti_area_base","lou_005_ulti_area_base","lou_005_ulti_area_base_red","","GroundHigh","","","","lou_006_ulti_area","","100","","","","","250","10000","","1100","","","","90","","Slippery","","","","","","","","","","","","","","","","","","","","","","","350","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilUltiExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","byron_def_ulti_hit","","100","","","","","160","500","","800","","","3","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilUltiHyperExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_def_oc_ulti1_hit","","100","","","","","160","500","","800","","","3","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilHyperUltiBulletExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","160","500","","800","0","TRUE","3","12","","BulletExplosion","","","","","","","","SnakeOilHyperExplodedProjectile","15","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilWizardUltiExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_002_ulti_hit","","100","","","","","160","500","","800","1500","","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilVillainExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_003_ulti_hit","","100","","","","","160","500","","800","1500","","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilRingMasterExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_004_ulti_hit","","100","","","","","160","500","","800","1500","","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SnakeOilSubwaySufersExplosion","SnakeOilUltiExplosion","","sc/effects.sc","","","","","GroundHigh","","","","byron_005_ulti_hit","","100","","","","","160","500","","800","1500","","","","","HealAndDamage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerUltiSpeed","","","sc/effects.sc","","","","","GroundHigh","","","","","","100","","","","","100","1000","","500","200","","","50","","SpeedBuff","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EnragerStarPowerDamage","","","sc/effects.sc","","","","","GroundHigh","","","","edgar_def_ulti_sp","","100","","","","","133","500","","900","138","","1","","","Damage","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsSupplySpawn","","","sc/effects_brawler.sc","ruffs_def_ulti_target","ruffs_def_ulti_target","ruffs_def_ulti_target_red","","GroundHigh","ruffs_def_ulti_crate","ruffs_def_ulti_crate_red","","ruffs_def_ulti_beacon","","100","","","","","90","800","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","RuffsSupplyExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsOverchargedSupplySpawn","","","sc/effects_brawler.sc","ruffs_def_oc_ulti_target","ruffs_def_oc_ulti_target","ruffs_def_oc_ulti_target_red","","GroundHigh","ruffs_def_oc_ulti_crate","ruffs_def_oc_ulti_crate_red","","ruffs_overcharged_ulti_beacon","","100","","","","","90","800","","600","","","","","","Effect","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","RuffsOverchargedSupplyExplosion","","","","","","","","","","","","","","","","","","","","","","",""
"RuffsSupplyExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","gadget_primo_meteor","","100","","","","","118","100","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","RuffsBuff","","","","","","","","","","","","","","","",""
"RuffsOverchargedSupplyExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_overcharged_ulti_exp","","100","","","","","118","100","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","RuffsOverchargedBuff","","","","","","","","","","","","","","","",""
"Ruffs004SupplyExplosion","","","sc/effects.sc","","","","","GroundHigh","","","","ruffs_004_ulti_explosion","","100","","","","","118","100","","700","","","","","","Damage","","","","","","","","","","","","","","","","","","150","250","","","","","","","","","","","","","","","","","","","RuffsBuff","","","","","","","","","","","","","","","",""
