"Name","Type","Index","ProgressStart","Progress","League","Tier","Season","HeroPowerUnlock","PrimaryLvlUpRewardType","PrimaryLvlUpRewardCount","PrimaryLvlUpRewardExtraData","PrimaryLvlUpRewardData","SecondaryLvlUpRewardType","SecondaryLvlUpRewardCount","SecondaryLvlUpRewardExtraData","SecondaryLvlUpRewardData","DependsOnIndex","RankAssetFrame","RankNumberValue","RankFaceFrame","RankHexTextColor"
"Goal_9_1_38",9,38,26700,600,0,0,1,,12,200,0,,14,1,,,-1,,,,
"Goal_9_1_39",9,39,27300,600,0,0,1,,19,1,0,"emoji_surge_paladin_sad",6,1,,,15,,,,
"Goal_9_1_40",9,40,27900,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_9_1_41",9,41,28500,600,0,0,1,,19,1,0,"emoji_surge_paladin_angry",6,1,,,15,,,,
"Goal_9_1_42",9,42,29100,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_9_1_43",9,43,29700,600,0,0,1,,19,1,0,"emoji_surge_paladin_thanks",6,1,,,15,,,,
"Goal_9_1_44",9,44,30300,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_9_1_45",9,45,30900,600,0,0,1,,19,1,0,"emoji_surge_paladin_gg",6,1,,,15,,,,
"Goal_9_1_46",9,46,31500,600,0,0,1,,1,300,0,,-1,,,,-1,,,,
"Goal_9_1_47",9,47,32100,600,0,0,1,,19,1,0,"emoji_surge_paladin_phew",6,1,,,15,,,,
"Goal_9_1_48",9,48,32700,600,0,0,1,,12,500,0,,10,1,,,-1,,,,
"Goal_9_1_49",9,49,33300,600,0,0,1,,19,1,0,"emoji_surge_paladin_special",6,1,,,15,,,,
"Goal_9_1_50",9,50,33900,600,0,0,1,,4,1,0,"PowerLevelerKnight",14,1,,,15,,,,
"Goal_10_0_0",10,0,-1,1,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_1",10,1,0,75,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_2",10,2,75,75,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_3",10,3,150,100,0,0,0,,16,10,0,,-1,,,,-1,,,,
"Goal_10_0_4",10,4,250,150,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_5",10,5,400,200,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_6",10,6,600,300,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_7",10,7,900,400,0,0,0,,1,50,0,,-1,,,,-1,,,,
"Goal_10_0_8",10,8,1300,400,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_9",10,9,1700,400,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_10",10,10,2100,400,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_11",10,11,2500,400,0,0,0,,12,50,0,,14,1,,,-1,,,,
"Goal_10_0_12",10,12,2900,400,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_13",10,13,3300,400,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_14",10,14,3700,400,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_15",10,15,4100,400,0,0,0,,16,20,0,,-1,,,,-1,,,,
"Goal_10_0_16",10,16,4500,400,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_17",10,17,4900,400,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_18",10,18,5300,400,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_19",10,19,5700,400,0,0,0,,1,50,0,,-1,,,,-1,,,,
"Goal_10_0_20",10,20,6100,400,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_21",10,21,6500,500,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_22",10,22,7000,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_23",10,23,7500,500,0,0,0,,16,10,0,,-1,,,,-1,,,,
"Goal_10_0_24",10,24,8000,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_25",10,25,8500,500,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_26",10,26,9000,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_27",10,27,9500,500,0,0,0,,12,50,0,,14,1,,,-1,,,,
"Goal_10_0_28",10,28,10000,500,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_29",10,29,10500,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_30",10,30,11000,500,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_31",10,31,11500,500,0,0,0,,1,100,0,,-1,,,,-1,,,,
"Goal_10_0_32",10,32,12000,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_33",10,33,12500,500,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_34",10,34,13000,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_35",10,35,13500,500,0,0,0,,16,20,0,,-1,,,,-1,,,,
"Goal_10_0_36",10,36,14000,500,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_37",10,37,14500,500,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_38",10,38,15000,500,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_39",10,39,15500,500,0,0,0,,12,75,0,,14,1,,,-1,,,,
"Goal_10_0_40",10,40,16000,500,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_41",10,41,16500,550,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_42",10,42,17050,550,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_43",10,43,17600,550,0,0,0,,16,10,0,,-1,,,,-1,,,,
"Goal_10_0_44",10,44,18150,550,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_45",10,45,18700,550,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_46",10,46,19250,600,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_47",10,47,19850,600,0,0,0,,1,200,0,,-1,,,,-1,,,,
"Goal_10_0_48",10,48,20450,600,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_49",10,49,21050,600,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_50",10,50,21650,600,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_51",10,51,22250,600,0,0,0,,16,20,0,,-1,,,,-1,,,,
"Goal_10_0_52",10,52,22850,600,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_53",10,53,23450,600,0,0,0,,6,1,0,,-1,,,,-1,,,,
"Goal_10_0_54",10,54,24050,600,0,0,0,,12,100,0,,10,1,,,-1,,,,
"Goal_10_0_55",10,55,24650,600,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_56",10,56,25250,600,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_57",10,57,25850,650,0,0,0,,1,500,0,,-1,,,,-1,,,,
"Goal_10_0_58",10,58,26500,650,0,0,0,,14,1,0,,-1,,,,-1,,,,
"Goal_10_0_59",10,59,27150,650,0,0,0,,10,1,0,,-1,,,,-1,,,,
"Goal_10_0_60",10,60,27800,650,0,0,0,,12,500,0,,10,1,,,-1,,,,
"Goal_10_1_0",10,0,-1,1,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_1",10,1,0,75,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_2",10,2,75,75,0,0,1,,16,10,0,,-1,,,,-1,,,,
"Goal_10_1_3",10,3,150,100,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_4",10,4,250,150,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_5",10,5,400,200,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_6",10,6,600,300,0,0,1,,1,50,0,,-1,,,,-1,,,,
"Goal_10_1_7",10,7,900,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_8",10,8,1300,400,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_9",10,9,1700,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_10",10,10,2100,400,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_11",10,11,2500,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_12",10,12,2900,400,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_13",10,13,3300,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_14",10,14,3700,400,0,0,1,,16,10,0,,-1,,,,-1,,,,
"Goal_10_1_15",10,15,4100,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_16",10,16,4500,400,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_17",10,17,4900,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_18",10,18,5300,400,0,0,1,,1,50,0,,-1,,,,-1,,,,
"Goal_10_1_19",10,19,5700,400,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_20",10,20,6100,400,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_21",10,21,6500,500,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_22",10,22,7000,500,0,0,1,,16,20,0,,-1,,,,-1,,,,
"Goal_10_1_23",10,23,7500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_24",10,24,8000,500,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_25",10,25,8500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_26",10,26,9000,500,0,0,1,,12,50,0,,6,1,,,-1,,,,
"Goal_10_1_27",10,27,9500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_28",10,28,10000,500,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_29",10,29,10500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_30",10,30,11000,500,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_31",10,31,11500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_32",10,32,12000,500,0,0,1,,1,100,0,,-1,,,,-1,,,,
"Goal_10_1_33",10,33,12500,500,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_34",10,34,13000,500,0,0,1,,12,50,0,,6,1,,,-1,,,,
"Goal_10_1_35",10,35,13500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_36",10,36,14000,500,0,0,1,,16,10,0,,-1,,,,-1,,,,
"Goal_10_1_37",10,37,14500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_38",10,38,15000,500,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_39",10,39,15500,500,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_40",10,40,16000,500,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_41",10,41,16500,600,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_42",10,42,17100,600,0,0,1,,12,75,0,,6,1,,,-1,,,,
"Goal_10_1_43",10,43,17700,600,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_44",10,44,18300,600,0,0,1,,16,10,0,,-1,,,,-1,,,,
"Goal_10_1_45",10,45,18900,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_46",10,46,19500,600,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_47",10,47,20100,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_48",10,48,20700,600,0,0,1,,1,200,0,,-1,,,,-1,,,,
"Goal_10_1_49",10,49,21300,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_50",10,50,21900,600,0,0,1,,12,100,0,,14,1,,,-1,,,,
"Goal_10_1_51",10,51,22500,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_52",10,52,23100,600,0,0,1,,16,10,0,,-1,,,,-1,,,,
"Goal_10_1_53",10,53,23700,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_54",10,54,24300,600,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_55",10,55,24900,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_56",10,56,25500,600,0,0,1,,1,200,0,,-1,,,,-1,,,,
"Goal_10_1_57",10,57,26100,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_58",10,58,26700,600,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_59",10,59,27300,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_60",10,60,27900,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_61",10,61,28500,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_62",10,62,29100,600,0,0,1,,16,20,0,,-1,,,,-1,,,,
"Goal_10_1_63",10,63,29700,600,0,0,1,,6,1,0,,-1,,,,-1,,,,
"Goal_10_1_64",10,64,30300,600,0,0,1,,12,100,0,,14,1,,,-1,,,,
"Goal_10_1_65",10,65,30900,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_66",10,66,31500,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_67",10,67,32100,600,0,0,1,,1,500,0,,-1,,,,-1,,,,
"Goal_10_1_68",10,68,32700,600,0,0,1,,14,1,0,,-1,,,,-1,,,,
"Goal_10_1_69",10,69,33300,600,0,0,1,,10,1,0,,-1,,,,-1,,,,
"Goal_10_1_70",10,70,33900,600,0,0,1,,12,500,0,,10,1,,,-1,,,,
"Goal_10_2_0",10,0,-1,1,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_1",10,1,0,75,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_2",10,2,75,75,0,0,2,,16,10,0,,-1,,,,-1,,,,
"Goal_10_2_3",10,3,150,100,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_4",10,4,250,150,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_5",10,5,400,200,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_6",10,6,600,300,0,0,2,,1,50,0,,-1,,,,-1,,,,
"Goal_10_2_7",10,7,900,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_8",10,8,1300,400,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_9",10,9,1700,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_10",10,10,2100,400,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_11",10,11,2500,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_12",10,12,2900,400,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_13",10,13,3300,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_14",10,14,3700,400,0,0,2,,16,10,0,,-1,,,,-1,,,,
"Goal_10_2_15",10,15,4100,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_16",10,16,4500,400,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_17",10,17,4900,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_18",10,18,5300,400,0,0,2,,1,50,0,,-1,,,,-1,,,,
"Goal_10_2_19",10,19,5700,400,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_20",10,20,6100,400,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_21",10,21,6500,500,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_22",10,22,7000,500,0,0,2,,16,20,0,,-1,,,,-1,,,,
"Goal_10_2_23",10,23,7500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_24",10,24,8000,500,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_25",10,25,8500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_26",10,26,9000,500,0,0,2,,12,50,0,,6,1,,,-1,,,,
"Goal_10_2_27",10,27,9500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_28",10,28,10000,500,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_29",10,29,10500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_30",10,30,11000,500,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_31",10,31,11500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_32",10,32,12000,500,0,0,2,,1,100,0,,-1,,,,-1,,,,
"Goal_10_2_33",10,33,12500,500,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_34",10,34,13000,500,0,0,2,,12,50,0,,6,1,,,-1,,,,
"Goal_10_2_35",10,35,13500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_36",10,36,14000,500,0,0,2,,16,10,0,,-1,,,,-1,,,,
"Goal_10_2_37",10,37,14500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_38",10,38,15000,500,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_39",10,39,15500,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_40",10,40,16000,500,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_41",10,41,16500,600,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_42",10,42,17100,600,0,0,2,,12,75,0,,6,1,,,-1,,,,
"Goal_10_2_43",10,43,17700,600,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_44",10,44,18300,600,0,0,2,,16,10,0,,-1,,,,-1,,,,
"Goal_10_2_45",10,45,18900,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_46",10,46,19500,600,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_47",10,47,20100,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_48",10,48,20700,600,0,0,2,,1,200,0,,-1,,,,-1,,,,
"Goal_10_2_49",10,49,21300,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_50",10,50,21900,600,0,0,2,,12,100,0,,14,1,,,-1,,,,
"Goal_10_2_51",10,51,22500,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_52",10,52,23100,600,0,0,2,,16,10,0,,-1,,,,-1,,,,
"Goal_10_2_53",10,53,23700,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_54",10,54,24300,600,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_55",10,55,24900,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_56",10,56,25500,600,0,0,2,,1,200,0,,-1,,,,-1,,,,
"Goal_10_2_57",10,57,26100,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_58",10,58,26700,600,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_59",10,59,27300,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_60",10,60,27900,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_61",10,61,28500,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_62",10,62,29100,600,0,0,2,,16,20,0,,-1,,,,-1,,,,
"Goal_10_2_63",10,63,29700,600,0,0,2,,6,1,0,,-1,,,,-1,,,,
"Goal_10_2_64",10,64,30300,600,0,0,2,,12,100,0,,14,1,,,-1,,,,
"Goal_10_2_65",10,65,30900,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_66",10,66,31500,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_10_2_67",10,67,32100,600,0,0,2,,1,500,0,,-1,,,,-1,,,,
"Goal_10_2_68",10,68,32700,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_10_2_69",10,69,33300,600,0,0,2,,12,500,0,,10,1,,,-1,,,,
"Goal_10_2_70",10,70,33900,600,0,0,2,,21,1,0,,14,1,,,-1,,,,
"Goal_9_2_0",9,0,-1,1,0,0,2,,24,1,0,"PocoStarr",14,1,,,-1,,,,
"Goal_9_2_1",9,1,0,150,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_9_2_2",9,2,150,250,0,0,2,,1,100,0,,-1,,,,-1,,,,
"Goal_9_2_3",9,3,400,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_4",9,4,900,800,0,0,2,,1,100,0,,-1,,,,-1,,,,
"Goal_9_2_5",9,5,1700,800,0,0,2,,21,1,0,,14,1,,,-1,,,,
"Goal_9_2_6",9,6,2500,800,0,0,2,,12,50,0,,6,1,,,-1,,,,
"Goal_9_2_7",9,7,3300,800,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_8",9,8,4100,800,0,0,2,,1,100,0,,-1,,,,-1,,,,
"Goal_9_2_9",9,9,4900,800,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_9_2_10",9,10,5700,800,0,0,2,,1,100,0,,-1,,,,-1,,,,
"Goal_9_2_11",9,11,6500,1000,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_12",9,12,7500,1000,0,0,2,,12,100,0,,14,1,,,-1,,,,
"Goal_9_2_13",9,13,8500,1000,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_14",9,14,9500,1000,0,0,2,,1,200,0,,-1,,,,-1,,,,
"Goal_9_2_15",9,15,10500,1000,0,0,2,,3,1,0,"Percenter",14,1,,,-1,,,,
"Goal_9_2_16",9,16,11500,500,0,0,2,,19,1,0,"emoji_colette_angry",6,1,,,15,,,,
"Goal_9_2_17",9,17,12000,500,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_18",9,18,12500,500,0,0,2,,19,1,0,"emoji_colette_sad",6,1,,,15,,,,
"Goal_9_2_19",9,19,13000,500,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_9_2_20",9,20,13500,1000,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_21",9,21,14500,500,0,0,2,,19,1,0,"emoji_colette_happy",6,1,,,15,,,,
"Goal_9_2_22",9,22,15000,500,0,0,2,,12,100,0,,14,1,,,-1,,,,
"Goal_9_2_23",9,23,15500,1000,0,0,2,,1,200,0,,-1,,,,-1,,,,
"Goal_9_2_24",9,24,16500,600,0,0,2,,19,1,0,"emoji_colette_thanks",6,1,,,15,,,,
"Goal_9_2_25",9,25,17100,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_26",9,26,17700,1200,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_27",9,27,18900,600,0,0,2,,19,1,0,"emoji_colette_gg",6,1,,,15,,,,
"Goal_9_2_28",9,28,19500,600,0,0,2,,12,200,0,,14,1,,,-1,,,,
"Goal_9_2_29",9,29,20100,1200,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_9_2_30",9,30,21300,600,0,0,2,,19,1,0,"emoji_colette_phew",6,1,,,15,,,,
"Goal_9_2_31",9,31,21900,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_32",9,32,22500,1200,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_33",9,33,23700,600,0,0,2,,19,1,0,"emoji_colette_trixie",6,1,,,15,,,,
"Goal_9_2_34",9,34,24300,600,0,0,2,,1,200,0,,-1,,,,-1,,,,
"Goal_9_2_35",9,35,24900,1200,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_36",9,36,26100,600,0,0,2,,19,1,0,"emoji_colette_trixie_angry",6,1,,,15,,,,
"Goal_9_2_37",9,37,26700,600,0,0,2,,12,200,0,,14,1,,,-1,,,,
"Goal_9_2_38",9,38,27300,600,0,0,2,,19,1,0,"emoji_colette_trixie_sad",6,1,,,15,,,,
"Goal_9_2_39",9,39,27900,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_40",9,40,28500,600,0,0,2,,19,1,0,"emoji_colette_trixie_happy",6,1,,,15,,,,
"Goal_9_2_41",9,41,29100,600,0,0,2,,10,1,0,,-1,,,,-1,,,,
"Goal_9_2_42",9,42,29700,600,0,0,2,,19,1,0,"emoji_colette_trixie_thanks",6,1,,,15,,,,
"Goal_9_2_43",9,43,30300,600,0,0,2,,14,1,0,,-1,,,,-1,,,,
"Goal_9_2_44",9,44,30900,600,0,0,2,,19,1,0,"emoji_colette_trixie_gg",6,1,,,15,,,,
"Goal_9_2_45",9,45,31500,600,0,0,2,,1,300,0,,-1,,,,-1,,,,
"Goal_9_2_46",9,46,32100,600,0,0,2,,19,1,0,"emoji_colette_trixie_phew",6,1,,,15,,,,
"Goal_9_2_47",9,47,32700,600,0,0,2,,12,500,0,,10,1,,,-1,,,,
"Goal_9_2_48",9,48,33300,600,0,0,2,,19,1,0,"emoji_colette_trixie_special",6,1,,,15,,,,
"Goal_9_2_49",9,49,33900,600,0,0,2,,4,1,0,"PercenterTrixie",14,1,,,15,,,,
"Goal_10_3_0",10,0,-1,1,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_1",10,1,0,75,0,0,3,,6,1,0,,-1,,,,-1,,,,
"Goal_10_3_2",10,2,75,75,0,0,3,,16,10,0,,-1,,,,-1,,,,
"Goal_10_3_3",10,3,150,100,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_4",10,4,250,150,0,0,3,,6,1,0,,-1,,,,-1,,,,
"Goal_10_3_5",10,5,400,200,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_6",10,6,600,300,0,0,3,,1,50,0,,-1,,,,-1,,,,
"Goal_10_3_7",10,7,900,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_8",10,8,1300,400,0,0,3,,6,1,0,,-1,,,,-1,,,,
"Goal_10_3_9",10,9,1700,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_10",10,10,2100,400,0,0,3,,10,1,0,,-1,,,,-1,,,,
"Goal_10_3_11",10,11,2500,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_12",10,12,2900,400,0,0,3,,6,1,0,,-1,,,,-1,,,,
"Goal_10_3_13",10,13,3300,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_14",10,14,3700,400,0,0,3,,16,10,0,,-1,,,,-1,,,,
"Goal_10_3_15",10,15,4100,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_16",10,16,4500,400,0,0,3,,6,1,0,,-1,,,,-1,,,,
"Goal_10_3_17",10,17,4900,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_18",10,18,5300,400,0,0,3,,1,50,0,,-1,,,,-1,,,,
"Goal_10_3_19",10,19,5700,400,0,0,3,,14,1,0,,-1,,,,-1,,,,
"Goal_10_3_20",10,20,6100,400,0,0,3,,10,1,0,,-1,,,,-1,,,,
"Goal_10_3_21",10,21,6500,500,0,0,3,,6,1,0,,-1,,,,-1,,,,
