"Name","Disable","Traits","Rarity","DescriptionTID","SWF","IconExportName","ExcludeBrawlers"
"R_MoveSpeedInBush_E",,"R_MoveSpeedInBush_E","epic","TID_R_MOVESPEEDUPINBUSH_DESC","sc/ui_roguelite.sc","icon_power_card_area_bush",
"R_MoveSpeedInBush_Mini_E",,"R_MoveSpeedInBush_Mini_E","epic","TID_R_MOVESPEEDUPINBUSH_DESC","sc/ui_roguelite.sc","icon_power_card_area_bush",
"R_HighHealthDamage_L",,"R_HighHealthDamage_L","legendary","TID_R_HIGHHEALTHDAMAGE_DESC","sc/ui_roguelite.sc","icon_power_card_glass_cannon",
"R_LowHealthDamage_L",,"R_LowHealthDamage_L","legendary","TID_R_LOWHEALTHDAMAGE_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",
"R_LowHealthDamage_Mini_L",,"R_LowHealthDamage_Mini_L","legendary","TID_R_LOWHEALTHDAMAGE_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",
"R_LowHealthDamage_E",,"R_LowHealthDamage_E","epic","TID_R_LOWHEALTHDAMAGE_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",
"R_SpeedUpOnGadget_S",,"R_SpeedUpOnGadget_S","super_rare","TID_R_SPEEDUPONGADGET_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",
"R_BurnOnHit_S",,"R_BurnOnHit_S","super_rare","TID_R_BURNONHIT_MINI_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_BurnOnHit_E",,"R_BurnOnHit_E","epic","TID_R_BURNONHIT_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_BurnOnHit_L",,"R_BurnOnHit_L","legendary","TID_R_BURNONHIT_EXTRA_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_BurnOnHit_Hold_S",,"R_BurnOnHit_Hold_S","super_rare","TID_R_BURNONHIT_MINI_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_BurnOnHit_Hold_E",,"R_BurnOnHit_Hold_E","epic","TID_R_BURNONHIT_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_BurnOnHit_Hold_L",,"R_BurnOnHit_Hold_L","legendary","TID_R_BURNONHIT_EXTRA_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_FireBallAround_E",,"R_FireBallAround_E","epic","TID_R_FIREBALLAROUND_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_FireBallAround_L",,"R_FireBallAround_L","legendary","TID_R_FIREBALLAROUND_DESC","sc/ui_roguelite.sc","icon_power_card_burn_on_hit",
"R_ChargeSuperOnStart_S",,"R_ChargeSuperOnStart_S","super_rare","TID_R_CHARGESUPERONSTARTPERCENT_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",
"R_ChargeSuperOnStart_E",,"R_ChargeSuperOnStart_E","epic","TID_R_CHARGESUPERONSTART_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",
"R_ChargeHCOnStart_E",,"R_ChargeHCOnStart_E","epic","TID_R_CHARGEHCONSTART_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",
"R_ChargeHCOnStart_Mini_L",,"R_ChargeHCOnStart_Mini_L","legendary","TID_R_CHARGEHCONSTART_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",
"R_ChargeHCOnStart_L",,"R_ChargeHCOnStart_L","legendary","TID_R_CHARGEHCONSTART_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",
"R_PowerCubeEffective_E",,"R_PowerCubeEffective_E","epic","TID_R_POWERCUBEMOREEFFECTIVE_DESC","sc/ui_roguelite.sc","icon_power_card_power_cube",
"R_PowerCubeEffective_L",,"R_PowerCubeEffective_L","legendary","TID_R_POWERCUBEMOREEFFECTIVE_DESC","sc/ui_roguelite.sc","icon_power_card_power_cube",
"R_PowerCubeDouble_L",,"R_PowerCubeDouble_L","legendary","TID_R_POWERCUBEDOUBLE_DESC","sc/ui_roguelite.sc","icon_power_card_power_cube",
"R_DashSpeed_E",,"R_DashSpeed_E","epic","TID_R_DASHSPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_DashSpeed_Mini_E",,"R_DashSpeed_Mini_E","epic","TID_R_DASHSPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_DashSpeed_Mini_L",,"R_DashSpeed_Mini_L","legendary","TID_R_DASHSPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_TriggerSuper_MoreTimes_1_L",,"R_TriggerSuper_MoreTimes_1_L","legendary","TID_R_ULTIUSE_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_TriggerSuper_MoreTimes_Pet_L",,"R_TriggerSuper_MoreTimes_Pet_L_1;R_TriggerSuper_MoreTimes_Pet_L_2","legendary","TID_R_ULTIUSE_PET_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_Eve_TriggerSuper_MoreTimes_L",,"R_Eve_TriggerSuper_MoreTimes_L_1;R_Eve_TriggerSuper_MoreTimes_L_2","legendary","TID_R_ULTIUSE_PET_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetMoveSpeed_S",,"R_PetMoveSpeed_S","super_rare","TID_R_PETMOVESPEED_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetMoveSpeed_E",,"R_PetMoveSpeed_E","epic","TID_R_PETMOVESPEED_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetMaxHP_S",,"R_PetMaxHP_S_1;R_PetMaxHP_S_2","super_rare","TID_R_PETMAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetMaxHP_E",,"R_PetMaxHP_E_1;R_PetMaxHP_E_2","epic","TID_R_PETMAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetMaxHP_L",,"R_PetMaxHP_L_1;R_PetMaxHP_L_2","legendary","TID_R_PETMAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetNumber_L",,"R_PetNumber_L_1;R_PetNumber_L_2","legendary","TID_R_PETNUMBER_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_PetNumber_2_L",,"R_PetNumber_L_1;R_PetNumber_L_2","legendary","TID_R_PETNUMBER_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_ShootTwice_MainAtk_L",,"R_ShootTwice_MainAtk_L_1;R_ShootTwice_MainAtk_L_2","legendary","TID_R_SHOOTTWICE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_ShootTwice_Throw_L",,"R_ShootTwice_Throw_L","legendary","TID_R_SHOOTTWICE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Boomerang_L",,"R_Boomerang_L","legendary","TID_R_BOOMERANG_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_ChargeUpSpeed_L",,"R_ChargeUpSpeed_L","legendary","TID_R_CHARGEUPTIME_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_Gus_L",,"R_Gus_L_1;R_Gus_L_2;R_Gus_L_3","legendary","TID_R_GUS_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Draco_Super_L",,"R_Draco_Super_L","legendary","TID_R_DRACO_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Berry_L",,"R_Berry_L","legendary","TID_R_BERRY_L_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_Mortis_Dash_E",,"R_Mortis_Dash_E_1;R_Mortis_Dash_E_2","epic","TID_R_MORTIS_DASH_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",
"R_Mortis_Dash_L",,"R_Mortis_Dash_L_1;R_Mortis_Dash_L_2","legendary","TID_R_MORTIS_DASH_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",
"R_Tick_BulleNumber_E",,"R_Tick_BulleNumber_E","epic","TID_R_TICK_L_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Tick_BulleNumber_L",,"R_Tick_BulleNumber_L","legendary","TID_R_TICK_L_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Shelly_Super_L",,"R_Shelly_L_1;R_Shelly_L_2","legendary","TID_R_SHELLY_L_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Rico_Bounce_S",,"R_Rico_Bounce_S_1;R_Rico_Bounce_S_2;R_Rico_Bounce_S_3;R_Rico_Bounce_S_4","super_rare","TID_R_RICO_BOUNCE_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Rico_Bounce_E",,"R_Rico_Bounce_E_1;R_Rico_Bounce_E_2;R_Rico_Bounce_E_3;R_Rico_Bounce_E_4","epic","TID_R_RICO_BOUNCE_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Rico_Bounce_L",,"R_Rico_Bounce_L_1;R_Rico_Bounce_L_2;R_Rico_Bounce_L_3;R_Rico_Bounce_L_4","legendary","TID_R_RICO_BOUNCE_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Ruff_Bounce_S",,"R_Ruff_Bounce_S_1;R_Ruff_Bounce_S_2","super_rare","TID_R_RICO_BOUNCE_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Ruff_Bounce_E",,"R_Ruff_Bounce_E_1;R_Ruff_Bounce_E_2","epic","TID_R_RICO_BOUNCE_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Ruff_Bounce_L",,"R_Ruff_Bounce_L_1;R_Ruff_Bounce_L_2","legendary","TID_R_RICO_BOUNCE_L_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Barley_Slow_L",,"R_Barley_Slow_L","legendary","TID_R_BARLEY_L_DESC","sc/ui_roguelite.sc","icon_power_card_slow_on_hit",
"R_Primo_L",,"R_Primo_L","legendary","TID_R_PRIMO_L_DESC","sc/ui_roguelite.sc","icon_power_card_destroy",
"R_Hank_L",,"R_Hank_L","legendary","TID_R_HANK_L_DESC","sc/ui_roguelite.sc","icon_power_card_destroy",
"R_Emz_Area_L",,"R_Emz_Area_L","legendary","TID_R_EMZ_L_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_8Bit_Speed_L",,"R_8Bit_Speed_L","legendary","TID_R_MOVESPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_Frank_HP_L",,"R_MaxHp_L","legendary","TID_R_MAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_Ash_PetNumber_L",,"R_Ash_PetNumber_L_1;R_Ash_PetNumber_L_2","legendary","TID_R_ASH_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_Eve_PetNumber_L",,"R_Eve_PetNumber_L_1;R_Eve_PetNumber_L_2","legendary","TID_R_EVE_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_Poco_Heal_L",,"R_Poco_Heal_L","legendary","TID_R_POCO_DESC","sc/ui_roguelite.sc","icon_power_card_heal",
"R_Meeple_HomeInMore_L",,"R_Meeple_HomeInMore_L","legendary","TID_R_MEEPLE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_Angelo_HoldTime_L",,"R_Angelo_HoldTime_L","legendary","TID_R_CHARGEUPTIME_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Gale_MoreBullet_S",,"R_Gale_MoreBullet_S","super_rare","TID_R_BULLETWIDTH_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Gale_MoreBullet_E",,"R_Gale_MoreBullet_E_1;R_Gale_MoreBullet_E_2","epic","TID_R_BULLETWIDTH_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Gale_MoreBullet_L",,"R_Gale_MoreBullet_L_1;R_Gale_MoreBullet_L_2","legendary","TID_R_BULLETWIDTH_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Dynamike_Delay_L",,"R_Dynamike_Delay_L","legendary","TID_R_DYNAMIKE_DESC","sc/ui_roguelite.sc","icon_power_card_destroy",
"R_Olli_Spread_L",,"R_Olli_Spread_L;R_Olli_Bullet_L","legendary","TID_R_OLLI_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Janet_ActiveTime_L",,"R_Janet_ActiveTime_L","legendary","TID_R_JANET_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Buster_ActiveTime_L",,"R_Buster_ActiveTime_L","legendary","TID_R_ULTILASTTIME_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Chuck_Super_E",,"R_Chuck_Super_E","epic","TID_R_AUTOCHARGEULTI_EXTRA_DESC","sc/ui_roguelite.sc","icon_power_card_ulti_charge",
"R_Gene_SuperRange_L",,"R_Gene_SuperRange_L","legendary","TID_R_GENE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_Bea_Shield_L",,"R_Bea_Shield_L","legendary","TID_R_BEA_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",
"R_Byron_StatusEffect_L",,"R_Byron_StatusEffect_L","legendary","TID_R_DOT_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Spike_BulletMore_E",,"R_Spike_BulletMore_E","epic","TID_R_SPIKE_BULLET_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Spike_BulletMore_L",,"R_Spike_BulletMore_L","legendary","TID_R_SPIKE_BULLET_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Spike_Cactus_S",,"R_AreaEffect_BulletSize_S_1;R_AreaEffect_BulletSize_S_2","super_rare","TID_R_AREAEFFECTTHROWER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Spike_Cactus_E",,"R_AreaEffect_BulletSize_E_1;R_AreaEffect_BulletSize_E_2","epic","TID_R_AREAEFFECTTHROWER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Spike_Cactus_L",,"R_AreaEffect_BulletSize_L_1;R_AreaEffect_BulletSize_L_2","legendary","TID_R_AREAEFFECTTHROWER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Charlie_Spider_L",,"R_Charlie_Spider_L","legendary","TID_R_CHARLIE_DESC","sc/ui_roguelite.sc","icon_power_card_pet",
"R_Bo_InfinateMine_L",,"R_Bo_InfinateMine_L","legendary","TID_R_BO_INFINATE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Codilus_MainAtk_L",,"R_Codilus_MainAtk_L","legendary","TID_R_CORDILUS_BULLET_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Sprout_GadgetCooldown_L",,"R_Sprout_GadgetCooldown_L","legendary","TID_R_GADGETCOOLDOWN_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",
"R_Bo_MainAtkMore_L",,"R_Bo_MainAtkMore_L","legendary","TID_R_BO_BULLET_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Shade_SuperLastTime_L",,"R_Shade_SuperLastTime_L","legendary","TID_R_SHADER_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Melodie_MoreNotes_L",,"R_Melodie_Notes_L","legendary","TID_R_MELODIE_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_HCTime_L",,"R_HCTime_L","legendary","TID_R_HCACTIVETIME_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Invisible_L",,"R_InvisibleOnKill","legendary","TID_R_INVISIBLEONKILL_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Kit_PowerCube_E",,"R_Kit_PowerCube_E","epic","TID_R_POWERCUBEATSTART_DESC","sc/ui_roguelite.sc","icon_power_card_power_cube",
"R_Squeak_SpawnAreaE_L",,"R_Squeak_SpawnAreaE_L","legendary","TID_R_SQUEAK_L_DESC","sc/ui_roguelite.sc","icon_power_card_destroy",
"R_Nani_Bullets_L",,"R_Nani_Bullets_L_1;R_Nani_Bullets_L_2","legendary","TID_R_NANI_BULLET_L_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Nani_Super_E",,"R_Nani_Super_E","epic","TID_R_NANI_SUPER_L_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Nani_Super_L",,"R_Nani_Super_L","legendary","TID_R_NANI_SUPER_L_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_Colt_MoreBullet_L",,"R_Colt_MoreBullet_L","legendary","TID_R_COLD_BULLET_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Hank_Range_S",,"R_Hank_Range_S_1;R_Hank_Range_S_2;R_Hank_Range_S_3","super_rare","TID_R_HANK_RANGE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_Hank_Range_E",,"R_Hank_Range_E_1;R_Hank_Range_E_2;R_Hank_Range_E_3","epic","TID_R_HANK_RANGE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_Hank_Range_L",,"R_Hank_Range_L_1;R_Hank_Range_L_2;R_Hank_Range_L_3","legendary","TID_R_HANK_RANGE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_Mina_Shield_L",,"R_Mina_Shield_L","legendary","TID_R_MINI_SHIELD_DESC","sc/ui_roguelite.sc","icon_power_card_damage_reduction_shield",
"R_Chuck_Pole_E",,"R_Chuck_Pole_E","epic","TID_R_CHUCK_POLE_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Chuck_Pole_L",,"R_Chuck_Pole_L","legendary","TID_R_CHUCK_POLE_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Clancy_Level_L",,"R_Clancy_Level_L","legendary","TID_R_CLANCY_LEVEL_DESC","sc/ui_roguelite.sc","icon_power_card_super",
"R_Otis_ActiveTime_L",,"R_Otis_ActiveTime_L","legendary","TID_R_OTIS_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_Add_Bullets_BasicAttack_ULTRA",,"R_Add_Bullets_BasicAttack_ULTRA_1;R_Add_Bullets_BasicAttack_ULTRA_2;R_Reload_E;R_Reload_S;R_Reload_L;R_Damage_L;R_God_ScaleUp","ultra_legendary","TID_R_BULLETS_BASICATTACK_ULTRA_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_party","Crab;PowerLeveler;Morningstar"
"R_Add_Bullets_BasicAttack_L",,"R_Add_Bullets_BasicAttack_L_1;R_Add_Bullets_BasicAttack_L_2","legendary","TID_R_BULLETS_BASICATTACK_L_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_PowerCubeOnStart_ULTRA",,"R_PowerCubeOnStart_ULTRA;R_God_ScaleUp","ultra_legendary","TID_R_POWERCUBEATSTART_ULTRA_DESC","sc/ui_roguelite.sc","icon_power_card_power_cube","Digger;Geisha;MechaDude;MechaDudeBig;CannonGirl"
"Godmode",,"R_MoveSpeed_ULTRA;R_SuperRate_L;R_BulletSize_ULTRA;R_Damage_ULTRA;R_AreaEffectSize_ULTRA;R_MaxHp_Absolute_ULTRA;R_AttackRange_ULTRA;R_God_Max_ScaleUp","ultra_legendary","TID_R_GODMODE_DESC","sc/ui_roguelite.sc","icon_power_card_god_mode","Morningstar"
"R_AreaEffectSize_Super_S",,"R_AreaEffectSize_S","super_rare","TID_R_AREAEFFECT_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Super_E",,"R_AreaEffectSize_E","epic","TID_R_AREAEFFECT_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Super_L",,"R_AreaEffectSize_L","legendary","TID_R_AREAEFFECT_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Super_Mini_S",,"R_AreaEffectSize_Mini_S","super_rare","TID_R_AREAEFFECT_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Super_Mini_E",,"R_AreaEffectSize_Mini_E","epic","TID_R_AREAEFFECT_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Super_Mini_L",,"R_AreaEffectSize_Mini_L","legendary","TID_R_AREAEFFECT_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Function_S",,"R_AreaEffectSize_S","super_rare","TID_R_AREAEFFECT_FUNCTION_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Function_E",,"R_AreaEffectSize_E","epic","TID_R_AREAEFFECT_FUNCTION_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Function_L",,"R_AreaEffectSize_L","legendary","TID_R_AREAEFFECT_FUNCTION_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Function_Mini_S",,"R_AreaEffectSize_Mini_S","super_rare","TID_R_AREAEFFECT_FUNCTION_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Function_Mini_E",,"R_AreaEffectSize_Mini_E","epic","TID_R_AREAEFFECT_FUNCTION_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Function_Mini_L",,"R_AreaEffectSize_Mini_L","legendary","TID_R_AREAEFFECT_FUNCTION_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AttackRange_S",,"R_AttackRange_E","super_rare","TID_R_ATTACKRANGE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_AttackRange_Max_E",,"R_AttackRange_L","epic","TID_R_ATTACKRANGE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_Bibi_Range_L",,"R_Bibi_Range_L_1;R_Bibi_Range_L_2","legendary","TID_R_ATTACKRANGE_MELEE_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_MaxHp_Absolute_Mini_Mini_S",,"R_MaxHp_Absolute_Mini_Mini_S","super_rare","TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_MaxHp_Absolute_Mini_Mini_E",,"R_MaxHp_Absolute_Mini_Mini_E","epic","TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_MaxHp_Absolute_Mini_Mini_L",,"R_MaxHp_Absolute_Mini_Mini_L","legendary","TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_PierceCharacter_L",,"R_PierceCharacter","legendary","TID_R_PIERCECHARACTER_DESC","sc/ui_roguelite.sc","icon_power_card_range",
"R_GadgetCooldown_Mini_Min_S",,"R_GadgetCooldown_Mini_Min_S","super_rare","TID_R_GADGETCOOLDOWN_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",
"R_GadgetCooldown_Mini_Min_E",,"R_GadgetCooldown_Mini_Min_E","epic","TID_R_GADGETCOOLDOWN_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",
"R_GadgetCooldown_Mini_Min_L",,"R_GadgetCooldown_Mini_Min_L","legendary","TID_R_GADGETCOOLDOWN_DESC","sc/ui_roguelite.sc","icon_power_card_gadget_cooldown",
"R_MoveSpeed_Mini_Mini_S",,"R_MoveSpeed_Mini_Mini_S","super_rare","TID_R_MOVESPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_MoveSpeed_Mini_Mini_E",,"R_MoveSpeed_Mini_Mini_E","epic","TID_R_MOVESPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_MoveSpeed_Mini_Mini_L",,"R_MoveSpeed_Mini_Mini_L","legendary","TID_R_MOVESPEED_DESC","sc/ui_roguelite.sc","icon_power_card_speed",
"R_Frank_MaxHp_S",,"R_MaxHp_S;R_Frank_Scale_S;R_Frank_SpeedDown_S","super_rare","TID_R_FRANK_MAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_Frank_MaxHp_E",,"R_MaxHp_E;R_Frank_Scale_E;R_Frank_SpeedDown_E","epic","TID_R_FRANK_MAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_Frank_MaxHp_L",,"R_MaxHp_L;R_Frank_Scale_L;R_Frank_SpeedDown_L","legendary","TID_R_FRANK_MAXHP_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_Melodie_MoreNotes_E",,"R_Melodie_Notes_E","epic","TID_R_MELODIE_SUPER_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_double",
"R_BulletSize_Max_S",,"R_BulletSize_Max_S","super_rare","TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_BulletSize_Max_E",,"R_BulletSize_Max_E","epic","TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_BulletSize_Max_L",,"R_BulletSize_Max_L","legendary","TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_BulletSize_WithItem_Max_S",,"R_BulletSize_S;R_BulletSizeArea_Mini_WithItem_S","super_rare","TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_BulletSize_WithItem_Max_E",,"R_BulletSize_E;R_BulletSizeArea_Mini_WithItem_E","epic","TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_BulletSize_WithItem_Max_L",,"R_BulletSize_L;R_BulletSizeArea_Mini_WithItem_L","legendary","TID_R_BULLETSIZE_DESC","sc/ui_roguelite.sc","icon_power_card_projectile_size",
"R_Janet_ActiveTime_E",,"R_Janet_ActiveTime_E","epic","TID_R_JANET_DESC","sc/ui_roguelite.sc","icon_power_card_timer",
"R_MoveSpeedInBush_Mini_S",,"R_MoveSpeedInBush_Mini_S","super_rare","TID_R_MOVESPEEDUPINBUSH_DESC","sc/ui_roguelite.sc","icon_power_card_area_bush",
"R_AreaEffectSize_Kaze_S",,"R_AreaEffectSize_Mini_S;R_Kaze_EffectSize_S","super_rare","TID_R_AREAEFFECT_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Kaze_E",,"R_AreaEffectSize_Mini_E;R_Kaze_EffectSize_E","epic","TID_R_AREAEFFECT_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_AreaEffectSize_Kaze_L",,"R_AreaEffectSize_Mini_L;R_Kaze_EffectSize_L","legendary","TID_R_AREAEFFECT_DESC","sc/ui_roguelite.sc","icon_power_card_area_effect",
"R_MaxHp_Absolute_Meg_S",,"R_MaxHp_Absolute_Meg_S","super_rare","TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_MaxHp_Absolute_Meg_E",,"R_MaxHp_Absolute_Meg_E","epic","TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_MaxHp_Absolute_Meg_L",,"R_MaxHp_Absolute_Meg_L","legendary","TID_R_MAXHP_ABS_DESC","sc/ui_roguelite.sc","icon_power_card_health",
"R_SpeedUpOnAtk_L",,"R_SpeedUpOnAtk;R_SpeedUpOnSuper","legendary","TID_R_SPEEDUPONATK_DESC","sc/ui_roguelite.sc","icon_power_card_assassin",
