"TID","MS"
"TID_TEAM_ERROR_11","TIdak dapat cipta pasukan. Acara telah tamat tempoh."
"TID_TEAM_ERROR_12","Tidak dapat sertai pasukan tamat tempoh."
"TID_TEAM_ERROR_14","Tidak dapat cipta pasukan. Acara ini tidak menyokong permainan berpasukan."
"TID_TEAM_ERROR_15","Tidak dapat sertai pasukan. Pasukan ini tidak berada di wilayah anda."
"TID_TEAM_ERROR_17","Tidak dapat memulakan permainan. Brawler sama tidak dibenarkan."
"TID_TEAM_ERROR_18","Tidak dapat memulakan permainan. Permainan akan diselenggara."
"TID_TEAM_ERROR_19","Tidak dapat menyingkir pencipta pasukan semasa mereka dalam talian."
"TID_TEAM_ERROR_20","Tidak boleh ubah peta. Terlalu ramai pemain untuk peta ini."
"TID_TEAM_ERROR_21","Tidak dapat memulakan permainan. Tidak cukup tiket."
"TID_TEAM_ERROR_22","Tidak boleh ubah peta. Terlalu ramai pemain."
"TID_TEAM_ERROR_24","Jemputan gagal. Tiada rakan ditemui."
"TID_TEAM_ERROR_25","Jemputan gagal. Pasukan sudah penuh"
"TID_TEAM_ERROR_26","Jemputan ditolak."
"TID_TEAM_ERROR_27","Jemputan gagal. Pemain tidak menerima jemputan pasukan"
"TID_TEAM_ERROR_28","Jemputan gagal. Pemain di luar talian."
"TID_TEAM_ERROR_29","Jemputan gagal. Pemain telah ada pasukan"
"TID_TEAM_ERROR_30","Tidak boleh memulakan permainan sebab jemputan masih tertangguh."
"TID_TEAM_ERROR_31","Tidak boleh menukar acara jika masih ada jemputan yang tertangguh"
"TID_TEAM_ERROR_32","Pasukan mempunyai terlalu banyak ahli untuk mod permainan ini"
"TID_TEAM_ERROR_33","Mod permainan ini tidak menyokong permainan berpasukan"
"TID_TEAM_ERROR_34","Anda sudah mengalahkan Bos terakhir"
"TID_TEAM_ERROR_40","Permintaan penyertaan pasukan telah tertangguh"
"TID_TEAM_ERROR_41","Permintaan penyertaan pasukan telah ditolak"
"TID_TEAM_ERROR_42","Permintaan penyertaan pasukan gagal. Tidak boleh menemui pasukan"
"TID_TEAM_ERROR_43","Penerima permintaan penyertaan pasukan tidak lagi berada dalam pasukan"
"TID_TEAM_ERROR_44","Penerima permintaan penyertaan pasukan berada di luar talian"
"TID_TEAM_ERROR_45","Permintaan penyertaan pasukan gagal. Pasukan penuh"
"TID_TEAM_ERROR_46","Penerima permintaan penyertaan pasukan telah meredam anda"
"TID_TEAM_ERROR_47","Gagal hantar permintaan penyertaan pasukan. Hanya pemilik bilik persahabatan boleh menerima permintaan penyertaan"
"TID_SELECT_LOCATION_TITLE","PILIH PETA"
"TID_SELECT_LOCATION_LOCATIONS","PERSAHABATAN"
"TID_SELECT_LOCATION_EVENTS","TAHAP"
"TID_TEAM_SEARCH_INVALID_CODE","Kod pasukan tidak sah. Sila semak jika kod adalah betul."
"TID_TEAM_LEAVE","KELUAR"
"TID_TEAM_JOIN","SERTAI PASUKAN"
"TID_TEAM_READY_BUTTON_LABEL","Dah bersedia!"
"TID_TEAM_CANCEL_READY","Batal"
"TID_TEAM_QUIT","KELUAR"
"TID_TEAM_TEAMCODE","Kod pasukan"
"TID_TEAM_TEAMCODE_DESC","Rakan anda boleh akses pasukan menggunakan kod ini."
"TID_TEAM_WAITING_FOR_PLAYER","Jemput menggunakan kod pasukan"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","JEMPUT"
"TID_TEAMCREATE_EVENT","peta"
"TID_TEAM_KICK","keluarkan"
"TID_TEAM_PROFILE","profil"
"TID_TEAM_SWAP","tukar pihak"
"TID_TEAM_SWAP_HERE","tukar sini"
"TID_TEAM_CREATOR_ONLY_FEATURE","Tersedia untuk pencipta pasukan sahaja"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Hanya pencipta pasukan boleh menukar acara"
"TID_TEAM_PROFILE_BLOCKED","Tidak boleh dilihat dalam keadaan bersedia."
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Tidak tersedia dalam keadaan bersedia."
"TID_TEAM_PRACTISE_BUTTON_LABEL","LATIHAN"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","dengan bot"
"TID_TEAM_LOOT_UNLOCKS","GANJARAN"
"TID_BONUS_REWARD","Ganjaran bonus untuk 3 kemenangan"
"TID_BONUS_REWARD_COLLECTED","Ganjaran bonus dituntut"
"TID_INFO_SERVER_ERROR_TITLE","ralat pelayan"
"TID_INFO_SERVER_ERROR_BUTTON","Muat semula permainan"
"TID_RARITY_NAME_0","Ganjaran Kemajuan Trofi"
"TID_RARITY_NAME_1","Jarang"
"TID_RARITY_NAME_2","Superjarang"
"TID_RARITY_NAME_3","Epik"
"TID_RARITY_NAME_4","Mitos"
"TID_RARITY_NAME_5","Legenda"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","NAIK PANGKAT!"
"TID_RANK_UP_POPUP_REWARD_BONUS","BONUS NAIK PANGKAT"
"TID_RANK_UP_POPUP_RANK","PANGKAT<RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nama terlalu pendek!"
"TID_NAME_FAILED_PROFANITIES","Nama tidak diterima!"
"TID_NAME_FAILED","Nama tidak diterima!"
"TID_EVENT_STARTED","Peta <GAMEMODE> baru dibuka kunci! Ganjaran baru tersedia!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Pemain lwn Pemain</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Pemain lwn Bot</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Main solo dengan Bot</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Pemain lwn Pemain</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Main solo dengan Bot</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Semua Brawler dinaik taraf sepenuhnya dalam Pertempuran Persahabatan</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Untuk menerima Mata Kuasa"
"TID_SELECT_HERO_POW_INFO_TITLE","GANJARAN MATA KUASA"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","PEMBELIAN MATA KUASA"
"TID_SELECT_HERO_POW_INFO_BODY","PILIH BRAWLER UNTUK\nMENERIMA MATA KUASA"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Mata kuasa Brawler ini sudah berada di maksimum"
"TID_NAVI_1","kedai"
"TID_NAVI_2","berita"
"TID_NAVI_3","pertempuran"
"TID_NAVI_4","Brawler"
"TID_NAVI_5","Kelab"
"TID_NAVI_6","profil"
"TID_NAVI_7","rakan"
"TID_LEADERBOARD_TITLE","PAPAN PEMIMPIN"
"TID_LEADERBOARD_TAB_TOTAL","JUMLAH\nTROFI"
"TID_LEADERBOARD_TAB_HEROES","BRAWLER"
"TID_LEADERBOARD_TAB_CLANS","KELAB"
"TID_LEADERBOARD_TAB_FRIENDS","RAKAN"
"TID_LEADERBOARD_SUBTITLE_1","PEMAIN TERBAIK"
"TID_LEADERBOARD_SUBTITLE_2","KELAB TERBAIK"
"TID_LEADERBOARD_SUBTITLE_0","PEMAIN <HERO> TERBAIK"
"TID_BATTLE_MAIN_NEXT_REWARD","Ganjaran Seterusnya: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Peta baru dalam: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> dikumpul"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Kumpul 100 Token untuk dapatkan Kotak Brawl!"
"TID_GATCHA_INFO","<c0000ff>Kotak Brawl</c>\n\nBuka Kotak Brawl untuk temui Brawler, Mata Kuasa, Syiling atau Gandaan Token."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","NILAI NYAWA"
"TID_HERO_INFO_ABILITY","SERANGAN: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_BACK","KEMBALI"
"TID_HERO_INFO_UPGRADE","NAIK TARAF"
"TID_HERO_INFO_ABILITY_LEVEL","TAHAP <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Beli Brawler"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Kumpul Mata Kuasa dari Kotak Brawl dan tawaran kedai untuk buka kunci naik taraf seterusnya."
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Kuasa Bintang kini boleh ditemui dalam Kotak Brawl."
"TID_HERO_INFO_STAR_POWER_BLOCKED","Tersedia dalam Kotak Brawl selepas <HERONAME> mencapai KUASA TAHAP <LEVEL>"
"TID_HERO_INFO_STAR_POWER_LABEL","KUASA BINTANG: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Padanan gagal: acara telah tamat tempoh"
"TID_MATCHMAKE_FAILED_7","Padanan gagal: ahli pasukan dinyahsambung"
"TID_MATCHMAKE_FAILED_9","Padanan gagal: penyelenggaraan bermula"
"TID_MATCHMAKE_FAILED_11","Padanan gagal: ahli pasukan tinggalkan pemadanan"
"TID_MATCHMAKE_FAILED_12","Padanan gagal: anda sudah mengalahkan bos terakhir"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Pasukan Biru akan menang dalam:"
"TID_ENEMY_TEAM_WINNING","Pasukan Merah akan menang dalam:"
"TID_OWN_TEAM","Pasukan Biru"
"TID_ENEMY_TEAM","Pasukan Merah"
"TID_COUNTDOWN","KIRA DETIK"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","BRAWLER"
"TID_HERO_LIST_DO_GATCHA","Buka Kotak Brawl"
"TID_HERO_TIME_UNTIL_RELEASE","Tiba dalam <TIME>"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Tiba dalam <TIME>"
"TID_SKIN_INFO_","Kulit ganjaran Supercell ID"
"TID_SKIN_INFO_1","Kulit Brawl Stars Permulaan!\n\nUntuk akaun dicipta sebelum 2019"
"TID_SKIN_INFO_2","Dapatkan kulit ini dengan menyambung ke Supercell ID dari skrin tetapan!"
"TID_SKIN_INFO_3_not_available","Kulit Percutian Brawl 2018.\nTiada buat masa ini."
"TID_SKIN_INFO_3_available","Raikan Brawlidays dengan kulit perayaan ini!\nTersedia untuk masa terhad"
"TID_SKIN_INFO_4","Akan datang..."
"TID_SKIN_REWARD_TITLE_1","GANJARAN KULIT"
"TID_SKIN_REWARD_INFO_1","Anda telah membuka kunci kulit baharu! Terima kasih kerana bermain Brawl Stars pada tahun 2018."
"TID_SKIN_REWARD_TITLE_2","GANJARAN KULIT"
"TID_SKIN_REWARD_INFO_2","Anda telah membuka kunci kulit baharu sebagai ganjaran dengan menyambungkan akaun anda ke Supercell ID"
"TID_SKIN_REWARD_OK","TUNTUT"
"TID_RANK_POPUP_TITLE","KEMAJUAN TROFI"
"TID_RANK_POPUP_NEXT_GOAL","MISI SETERUSNYA"
"TID_RANK_POPUP_COLLECT","KUMPUL"
"TID_RANK_POPUP_SEASON_END_REWARD","Ganjaran Musim"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>GANJARAN MUSIM ANDA</c>"
"TID_RANK_POPUP_TOTAL_INFO","Memperolehi trofi untuk membuka kunci ganjaran dan mencapai liga baharu!\nJumlah trofi adalah kombinasi semua trofi individu Brawler anda."
"TID_RANK_POPUP_SEASON_END_TITLE","MUSIM TAMAT DALAM"
"TID_RANK_POPUP_SEASON_END_INFO","Apabila musim tamat, Brawler anda dengan lebih <DECAYSTART> trofi akan kehilangan <DECAYPERCENTAGE>% trofi mereka yang berada di atas <DECAYSTART>."
"TID_RANK_POPUP_HILITE_CAPTION_3","BUKA: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","ACARA BAHARU: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","KOTAK MEGA"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ACARA ISTIMEWA"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","ACARA HARIAN"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","ACARA BERTIKET"
"TID_DAILY_COINS_COLLECTED","Telah Dikumpul"
"TID_TEAM_BATTLE","CIPTA"
"TID_TEAM_UNREADY","belum bersedia"
"TID_TEAM_WAITING_WHILE_READY","Anda dah bersedia!\nSedang menunggu yang lain."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> Brawler <NAME></c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Hebat!"
"TID_GATCHA_SCREEN_TAP","Ketik! Ketik!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","TIKET ACARA"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Aktif selama <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Bermula dalam <TIME>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","GANDAAN TOKEN"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Dapatkan dua kali ganda Token anda perolehi dari pertempuran!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","SYILING"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Guna syiling untuk naik taraf Brawler anda."
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","PERMATA"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Guna permata untuk beli kotak, kulit dan benda-benda lain dari kedai."
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","MATA KUASA"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Naik taraf dibuka kunci!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Naik Taraf tersedia!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","Anda tidak boleh tukar halaman selepas bersiap sedia!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> sedang menunggu yang lain"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> belum bersedia untuk berlawan"
"TID_TEAM_MEMBER_INFO_SELF_READY","Tidak boleh tukar Brawler dalam keadaan bersedia!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Tidak boleh tukar acara dalam keadaan bersedia!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Tidak boleh tukar ini dalam keadaan bersedia!"
"TID_TEAM_GATCHA_BLOCKED","Tidak boleh buka kotak dalam keadaan bersedia!"
"TID_TEAM_NO_MEMBER_INFO","Jemputan pasukan tersedia untuk pencipta sahaja"
"TID_TEAM_INFO_TEAM_CODE","Kongsi kod ini dengan rakan dan jemput mereka untuk sertai pasukan anda!\n\nKetik sekali lagi untuk salin ke papan keratan."
"TID_FREEZER","beku"
"TID_GAME_OVER","Pertempuran tamat"
"TID_LEVEL","tahap<LVL>"
"TID_PLAYERS_IN_MM","Ada pemain sedang mencari pemadanan!"
"TID_ONLINE_INFO","Pemain dalam talian: <ONLINE> mencari pemadanan: <MATCHMAKE> dalam pertempuran:<BATTLES>"
"TID_INPUT_NAME","Masukkan nama anda di sini"
"TID_LEADERBOARD_YOUR_SCORE","Skor anda"
"TID_LEADERBOARD_YOUR_RANK","Tahap anda"
"TID_LEADERBOARD_HIGHEST_SCORE","Kedudukan tertinggi anda"
"TID_LEADERBOARD_LOCAL","TEMPATAN (<COUNTRY>)"
"TID_REGION_0","GLOBAL"
"TID_REGION_1","ASIA"
"TID_SET_REGION_RESULT_0","Berjaya tukar wilayah ke <REGION>"
"TID_SET_REGION_RESULT_1","Gagal tukar wilayah: tidak boleh tukar wilayah ketika di dalam kelab"
"TID_SET_REGION_RESULT_2","Gagal tukar wilayah: tidak boleh tukar wilayah ketika di dalam pasukan"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Rampasan Permata"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Rampas dan simpan 10 permata!"
"TID_BATTLE_END_MY_TEAM","Pasukan Anda"
"TID_BATTLE_END_ENEMY_TEAM","Pasukan Musuh"
"TID_BACK","KEMBALI"
"TID_NOT_ENOUGH_GOLD","Tidak cukup syiling, buka Kotak Brawl untuk dapatkan syiling."
"TID_UNLOCK_SKIN_ERROR_1","Tidak cukup permata."
"TID_EXPERIENCE_LEVEL","Tahap mata pengalaman"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Beli Brawler"
"TID_CRAFT_HERO_BUTTON_LABEL","Beli"
"TID_UNLOCK_SKIN_TITLE","Beli kulit"
"TID_SKIN_COMING_SOON","Kulit belum tersedia"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Beli"
"TID_HERO_LIST_TOTAL_TROPHIES","Jumlah trofi"
"TID_TOP_TOOL_TIP_1","<c00ccff>Token</c> digunakan untuk buka Kotak Brawl.\n\nKumpul Token dari acara dan pertempuran baharu."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Permata</c> digunakan untuk beli Kotak, Kulit dan benda-benda lain dari kedai.\n\nDapatkan Permata dari Kotak Brawl atau beli dari kedai dengan wang sebenar."
"TID_TOP_TOOL_TIP_2","<cff8E1b>Syiling</c> digunakan untuk menaik taraf Brawler anda.\n\nTemui syiling di dalam Kotak Brawl."
"TID_TOP_TOOL_TIP_4","<cff0000>Tiket Acara</c> memberi anda penyertaan ke Acara Bertiket.\n\nTemui Tiket Acara di dalam Kotak Brawl."
"TID_GAME_MODE_0","REBUT PERMATA"
"TID_GAME_MODE_0_DESC","Kumpul Permata yang muncul dari Lombong Permata di tengah-tengah peta. Atau dapatkannya daripada pihak lawan yang gugur! Simpan sepuluh permata sepanjang tempoh pengiraan detik untuk menang permainan!"
"TID_GAME_MODE_2","ROMPAKAN"
"TID_GAME_MODE_2_DESC","Lindungi peti keselamatan pasukan anda yang berharga sambil cuba memecahkan peti keselamatan pasukan musuh! Pasukan pertama yang memecah buka peti keselamatan musuh akan menang.\n\nJika masa tamat, pasukan yang menyebabkan lebih banyak kerosakan kepada peti keselamatan pasukan musuh akan menang."
"TID_GAME_MODE_3","BURUAN"
"TID_GAME_MODE_3_DESC","Kumpul Bintang untuk pasukan anda dengan mengalahkan pemain di pasukan musuh. Setiap kali anda mengalahkan seorang musuh, buruan di atas kepala anda meningkat satu Bintang, sehingga tujuh Bintang. Jangan berikannya kepada musuh!\n\nPasukan yang mempunyai lebih banyak Bintang apabila masa tamat akan menang."
"TID_GAME_MODE_6","SHOWDOWN SOLO"
"TID_GAME_MODE_6_COMBINED","SHOWDOWN"
"TID_GAME_MODE_6_DESC","Tewaskan sembilan yang lain untuk menjadi pemenang terakhir, tak kira apa cara sekalipun, sebab anda hanya ada satu nyawa."
"TID_GAME_MODE_6_DESC_COMBINED","Tewaskan sembilan yang lain untuk menjadi pemenang terakhir. Main seorang diri atau dalam pasukan dua orang."
"TID_GAME_MODE_5","BOLA BRAWL"
"TID_GAME_MODE_5_DESC","Bawa bola ke pintu gol pihak lawan untuk mendapat mata! Pertempuran tamat apabila satu pasukan menjaringkan dua gol, atau apabila masa tamat."
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Token Bintang"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","naik pangkat"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","naik tahap"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Kemenangan"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Kalah"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Seri"
"TID_BATTLE_END_GAIN_LABEL_MVP","Pemain Terbaik"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","mata kedudukan"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Ganjaran Masa"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","Baki Token:"
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","Ganjaran Masa"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","Ganjaran Masa"
"TID_BATTLE_END_COIN_REWARDS","GANJARAN TOKEN"
"TID_BATTLE_END_MVP","TERBAIK"
"TID_BATTLE_END_DEFEAT_INFO","Berusahalah lagi!"
"TID_TUTORIAL_1","Hai, saya Shelly! Mari kita kumpulkan semua <ce662f9>PERMATA</c>! <c0066ff>SERET</c> <c0066ff>KAWALAN BIRU</c> dengan ibu jari kiri untuk menggerakkan saya."
"TID_TUTORIAL_2","Kumpul semuanya! Semua <ce662f9>PERMATA</c> ini milik saya!"
"TID_TUTORIAL_3","Target robot! <ccc0033>SERET</c> <ccc0033>KAWALAN MERAH</c> dengan ibu jari kanan anda untuk menyasarkan tembakan anda dan lepaskan untuk menembak. Musnahkan semua robot tu!"
"TID_TUTORIAL_GOOD_JOB_1","Syabas!"
"TID_TUTORIAL_5","Lebih target! Anda boleh <ccc0033>KETIK</c> <ccc0033>KAWALAN MERAH</c> untuk tembak musuh terdekat. Musnahkan robot!"
"TID_TUTORIAL_6","Sekarang, guna Super anda untuk tembak BOS di sebalik tembok! <cff9900>SERET</c> <cff9900>KAWALAN KUNING</c> untuk menyasarkan Super anda dan lepaskan untuk menembak!"
"TID_TUTORIAL_555","Bagus tu. Teruskan!"
"TID_TUTORIAL_7","Bagus! Kita dah dapat <ce662f9>PERMATA</c>, jom keluar dari sini!"
"TID_TUTORIAL_8","Super anda akan dicas setiap kali musuh anda terkena tembakan. Guna <cff9900>KAWALAN KUNING</c> untuk serang musuh dengan Super anda!"
"TID_TUTORIAL_9","Anda memang Brawler berbakat!\n\nJom habiskan mereka!"
"TID_TUTORIAL_10","Setiap serangan yang mengenai target akan mengecas meter serangan Super. Super saya dah sedia digunakan! Ketik butang Super!"
"TID_TUTORIAL_11","<cff6633>Bar warna oren</c> menunjukkan peluru anda. Saya akan muat semula secepat mungkin!"
"TID_FIGHT_TUTORIAL","MAIN"
"TID_HERO_SCORE_INFO","Kumpul trofi untuk Brawler ini dengan memenangi pertempuran menentang pemain lain.\n\nCapai <PROGRESS> trofi untuk maju ke pangkat seterusnya dan peroleh <COINS> token."
"TID_HERO_SCORE_INFO_MAXED","Anda telah mencapai pangkat tertinggi."
"TID_XP_INFO_ME","Tahap pengalaman anda.\n\nBerlawan untuk memperoleh mata pengalaman. Kumpul <REMPROGRESS> mata pengalaman lagi untuk capai tahap <LEVEL> dan dapatkan <COINS> token."
"TID_XP_INFO_OTHER","Tahap pengalaman pemain ini"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","MAIN SATU PERTEMPURAN LATIHAN UNTUK BUKA KUNCI PERMAINAN SEPENUHNYA"
"TID_SOCIAL_TAB_CLANS","KELAB"
"TID_SOCIAL_TAB_FRIENDS","RAKAN"
"TID_FRIEND_STATUS_BATTLE","<cffffff>berlawan</c> selama<TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>skrin tamat pertempuran</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>menonton</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>berlatih</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>mencari padanan</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>dalam pasukan</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>dalam pasukan</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>dalam pasukan</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>berlawan</c>"
"TID_FRIEND_STATUS_MENUS","dalam menu"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","BENTUK PASUKAN!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","PEMAIN DALAM TALIAN"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","Tiada rakan atau ahli kelab dalam talian"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","Tiada rakan atau ahli kelab yang boleh dijemput. Adakah anda bermain dengan seseorang yang hebat baru-baru ni? Tambah mereka sebagai rakan!"
"TID_CLAN_CREATE_BUTTON","CIPTA"
"TID_CLAN_SAVE_BUTTON","SIMPAN"
"TID_CLAN_CREATE_TITLE","CIPTA KELAB BAHARU"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Dalam talian: <cf7f7f7>< 1h ago</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Dalam talian: <cf7f7f7><HOURS>j lalu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Dalam talian: <cf7f7f7><DAYS>h lalu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Dalam talian: <cf7f7f7>> 1 bulan lalu</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>DALAM PERTEMPURAN</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>MENCARI PADANAN</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>MENONTON</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>BERLATIH</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>DALAM MENU</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>DALAM MENU</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT> ahli dalam talian"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT> ahli dalam talian"
"TID_ALLIANCE_TYPE_OPEN","Buka"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Jemput sahaja"
"TID_ALLIANCE_TYPE_CLOSED","Tutup"
"TID_CLAN_SEARCH_TITLE","MENCARI KELAB"
"TID_CLAN_INTRO_AD_TITLE","SEDANG MENCARI KELAB?"
"TID_CLAN_INTRO_AD_DESC","Bentuk pasukan dan berbual dengan pemain lain!"
"TID_CLAN_INTRO_CREATE_GO","CIPTA KELAB"
"TID_CLAN_INTRO_SEARCH_GO","MENCARI KELAB"
