"TID","CNT"
"TID_TEAM_MEMBER_INFO_READY","<NAME>正在等待其他玩家準備就緒"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME>尚未準備就緒"
"TID_TEAM_MEMBER_INFO_SELF_READY","準備就緒時無法更換英雄！"
"TID_TEAM_CHANGE_EVENT_BLOCKED","準備就緒時無法更換活動！"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","準備就緒時無法更改！"
"TID_TEAM_GATCHA_BLOCKED","準備就緒時無法打開寶箱！"
"TID_TEAM_NO_MEMBER_INFO","只有小隊創建者能發送小隊邀請"
"TID_TEAM_INFO_TEAM_CODE","將該代碼分享給好友，邀請他們加入你的小隊！\n\n再次點擊以複製至剪貼簿。"
"TID_FREEZER","凍結者"
"TID_GAME_OVER","對戰結束"
"TID_LEVEL","等級<LVL>"
"TID_PLAYERS_IN_MM","有玩家正在配對中！"
"TID_ONLINE_INFO","線上玩家：<ONLINE> 配對中：<MATCHMAKE> 對戰中：<BATTLES>"
"TID_INPUT_NAME","在這輸入你的名稱"
"TID_LEADERBOARD_YOUR_SCORE","你的分數"
"TID_LEADERBOARD_YOUR_RANK","你的排名"
"TID_LEADERBOARD_HIGHEST_SCORE","你的最高分數"
"TID_LEADERBOARD_LOCAL","本地 (<COUNTRY>)"
"TID_REGION_0","全球"
"TID_REGION_1","亞洲"
"TID_SET_REGION_RESULT_0","地區已成功切換至<REGION>"
"TID_SET_REGION_RESULT_1","地區切換失敗，你需要退出戰隊才能切換地區。"
"TID_SET_REGION_RESULT_2","地區切換失敗，你需要退出小隊才能切換地區。"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","水晶爭奪戰"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","收集並守住10顆寶石！"
"TID_BATTLE_END_MY_TEAM","己方小隊"
"TID_BATTLE_END_ENEMY_TEAM","敵方小隊"
"TID_BACK","返回"
"TID_NOT_ENOUGH_GOLD","金幣不足，打開亂鬥寶箱可獲得金幣"
"TID_UNLOCK_SKIN_ERROR_1","寶石不足"
"TID_EXPERIENCE_LEVEL","經驗等級"
"TID_BOT_1","電腦1"
"TID_BOT_2","電腦2"
"TID_BOT_3","電腦3"
"TID_BOT_4","電腦4"
"TID_BOT_5","電腦5"
"TID_BOT_6","電腦6"
"TID_BOT_7","電腦7"
"TID_BOT_8","電腦8"
"TID_BOT_9","電腦9"
"TID_CRAFT_HERO_TITLE","購買英雄"
"TID_CRAFT_HERO_BUTTON_LABEL","購買"
"TID_UNLOCK_SKIN_TITLE","購買造型"
"TID_SKIN_COMING_SOON","造型還不能使用"
"TID_UNLOCK_SKIN_BUTTON_LABEL","購買"
"TID_HERO_LIST_TOTAL_TROPHIES","總獎盃數"
"TID_TOP_TOOL_TIP_1","<c00ccff>代幣</c>可以解鎖亂鬥主題季獎勵。\n\n代幣可透過任務、活動刷新與進行對戰獲取。"
"TID_TOP_TOOL_TIP_3","<c0ed12d>寶石</c>可用於購買商店中的寶箱、英雄造型或其他物品。\n\n寶石可透過亂鬥主題季獎勵獲得，也可以使用真實貨幣在商店中購買。"
"TID_TOP_TOOL_TIP_2","<cff8E1b>金幣</c>可用於升級英雄。\n\n金幣可以從亂鬥寶箱中開出。"
"TID_TOP_TOOL_TIP_4","<cff0000>活動入場券</c>可用於參加入場券活動。"
"TID_TOP_TOOL_TIP_5","<cff00ff>星徽點數</c>可用於購買商店中的專屬物品。\n\n星徽點數可透過榮耀聯賽獎勵獲得。此外，將英雄Rank提升至10級，及之後每提升5級均可獲得星徽點數。"
"TID_GAME_MODE_0","寶石爭奪戰"
"TID_GAME_MODE_0_DESC","收集從地圖中心冒出的寶石，或是解決對手再搶走他們的！收集10顆寶石並堅持到倒數計時結束即可贏得對戰！"
"TID_GAME_MODE_2","金庫攻防戰"
"TID_GAME_MODE_2_DESC","保護自己的金庫，並試著攻擊敵方的金庫！率先摧毀敵方金庫的一方獲勝。\n\n對戰時間結束時，對敵方金庫造成較多傷害的一方贏得對戰。"
"TID_GAME_MODE_3","搶星大作戰"
"TID_GAME_MODE_3_DESC","擊敗敵方英雄，為自己的小隊贏得賞金之星。你每擊敗一名敵方英雄，頭頂的賞金之星就會增加1顆，最多7顆。保護好你的賞金之星，別讓敵人搶走了！\n\n對戰時間結束時，獲得較多賞金之星的一方贏得對戰。"
"TID_GAME_MODE_6","單人荒野生死鬥"
"TID_GAME_MODE_6_COMBINED","荒野生死鬥"
"TID_GAME_MODE_6_DESC","擊敗其他9名玩家並成為最後的生還者，非常時刻必須使用非常手段，畢竟你只有一條命。"
"TID_GAME_MODE_6_DESC_COMBINED","擊敗其他玩家，成為最後生還者。可以選擇單人和雙人兩種模式。"
"TID_GAME_MODE_5","亂鬥足球"
"TID_GAME_MODE_5_DESC","將球射入敵方小隊的球門即可得分！當時間終止或任一小隊先取得兩分時對戰結束。"
"TID_GAME_MODE_3_OG","奪星殲滅戰"
"TID_GAME_MODE_3_OG_DESC","擊敗敵方英雄，為自己的小隊贏得賞金之星。你每擊敗一名敵方英雄，頭頂的賞金之星就會增加1顆，最多7顆。保護好你的賞金之星，別讓敵人搶走了！\n\n對戰時間結束時，獲得較多賞金之星的一方贏得對戰。"
"TID_GAME_MODE_11","機甲攻堅戰"
"TID_GAME_MODE_11_DESC","不斷組織進攻，摧毀對手的多功能炮台！你的小隊也有一座多功能炮台，只要為其提供螺栓，它就能製造出強大的攻堅機甲為你衝鋒陷陣。螺栓會隨機出現在地圖的中間區域，拾取螺栓後，只要在幾秒內保護它不被敵人搶走，你的多功能炮台就會獲得該螺栓。\n\n每局對戰最多可進行3波機甲進攻。每波進攻開始時，擁有螺栓數較多的一方將製造一個攻堅機甲，而擁有的螺栓越多，製造的機甲就越強大。\n小心，多功能炮台發射的炮彈威力巨大，沒有攻堅機甲的掩護請不要輕易靠近。"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","星徽代幣"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","RANK提升"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","等級提升"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","勝利"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","戰敗"
"TID_BATTLE_END_GAIN_LABEL_DRAW","平局"
"TID_BATTLE_END_GAIN_LABEL_MVP","MVP"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","排名分數"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","剩餘代幣："
"TID_BATTLE_END_COIN_REWARDS","代幣獎勵"
"TID_BATTLE_END_MVP","MVP"
"TID_BATTLE_END_DEFEAT_INFO","下一場會更好！"
"TID_TUTORIAL_1","嗨，我是雪莉！我們一起來收集這些<ce662f9>寶石</c>吧！用左手拇指<c0066ff>拖動藍色搖桿</c>，我就會向對應的方向移動。"
"TID_TUTORIAL_2","把散落的<ce662f9>寶石</c>撿起來！這些都是我的！"
"TID_TUTORIAL_3","機甲來襲！<ccc0033>拖動</c>右手邊的<ccc0033>紅色搖桿</c>瞄準，鬆開搖桿即可開火。消滅這些機甲！"
"TID_TUTORIAL_GOOD_JOB_1","幹得好！"
"TID_TUTORIAL_5","更多敵人出現了！你可以<ccc0033>點擊紅色搖桿</c>，直接朝最近的目標射擊。消滅那些機甲！"
"TID_TUTORIAL_6","現在使用超級技能攻擊牆後的首領！<cff9900>拖動黃色搖桿</c>以瞄準，鬆開即可發射超級技能！"
"TID_TUTORIAL_555","做得不錯，繼續前進！"
"TID_TUTORIAL_7","漂亮！我們拿到<ce662f9>寶石</c>，現在往出口前進！"
"TID_TUTORIAL_8","擊中敵人可以為超級技能蓄能。使用<cff9900>黃色搖桿</c>來發射超級技能攻擊敵人！"
"TID_TUTORIAL_9","你真是天生的亂鬥英雄！\n現在就去大展身手吧！"
"TID_TUTORIAL_10","命中敵人會為你的超級技能蓄能。我的超級技能已準備就緒！\n點擊超級技能按鈕！"
"TID_TUTORIAL_11","這些<cff6633>橙色能量條</c>代表你可擊發的次數。我會盡快裝填彈藥！"
"TID_FIGHT_TUTORIAL","對戰"
"TID_HERO_SCORE_INFO","透過使用該英雄對抗其他玩家並獲得勝利，為該英雄收集獎盃。\n\n達到<PROGRESS>獎盃即可提升Rank，並獲得<COINS>枚代幣。"
"TID_HERO_SCORE_INFO_LEG_TROS","使用該英雄對抗其他玩家並獲勝可為該英雄收集獎盃。\n\n達到<PROGRESS>獎盃即可提升Rank，並獲得<COINS>枚代幣和<cff00ff><LEGTROS>星徽點數</c>"
"TID_HERO_SCORE_INFO_MAXED","你的Rank已升至最高。\n\n"
"TID_XP_INFO_ME","你的經驗等級。\n\n可以透過對戰獲得經驗值。再獲得<REMPROGRESS>經驗值可升至<LEVEL>級並獲得<COINS>枚代幣。"
"TID_XP_INFO_OTHER","該玩家的經驗等級"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","進行一場練習即可解鎖正式對戰"
"TID_SOCIAL_TAB_CLANS","戰隊"
"TID_SOCIAL_TAB_FRIENDS","好友"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>對戰中</c>，已開始<TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>結算頁面</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>觀戰中</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>練習中</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>配對中</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>小隊內</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>小隊內</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>小隊內</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>對戰中</c>"
"TID_FRIEND_STATUS_MENUS","上線中"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","組隊！"
"TID_ONLINE_FRIENDS_POPUP_TITLE","在線玩家"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","無好友或戰隊隊員在線上"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","沒有可邀請的好友或戰隊隊員。最近有沒有遇到很棒的隊友呢？快把他們加為好友吧！"
"TID_CLAN_CREATE_BUTTON","創建"
"TID_CLAN_SAVE_BUTTON","保存"
"TID_CLAN_CREATE_TITLE","創建新的戰隊"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","最後上線：<cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","1小時內"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","最後上線：<cf7f7f7><HOURS>小時</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","最後上線：<cf7f7f7><DAYS>天</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","最後上線：<cf7f7f7>1個月</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>對戰中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>上線中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>上線中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>配對中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>上線中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>觀戰中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>練習中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>上線中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>上線中</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>上線中</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","<COUNT>名隊員上線"
"TID_CLAN_ENTRY_ONLINE_MEMBER","<COUNT>名隊員上線"
"TID_ALLIANCE_TYPE_OPEN","自由加入"
"TID_ALLIANCE_TYPE_INVITE_ONLY","需要批准"
"TID_ALLIANCE_TYPE_CLOSED","不可加入"
"TID_CLAN_SEARCH_TITLE","搜尋戰隊"
"TID_CLAN_INTRO_AD_TITLE","尋找戰隊？"
"TID_CLAN_INTRO_AD_DESC","與其他玩家一起組隊、聊天！"
"TID_CLAN_INTRO_CREATE_GO","創建戰隊"
"TID_CLAN_INTRO_SEARCH_GO","搜尋戰隊"
"TID_CLAN_INTRO_REFRESH","刷新"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","該戰隊要求獎盃數達到<REQ>才能加入，你只有<SCORE>獎盃。"
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","該戰隊不對外開放"
"TID_STREAM_ENTRY_AGE","<time>前"
"TID_ALLIANCE_ROLE_LEADER","隊長"
"TID_ALLIANCE_ROLE_CO_LEADER","副隊長"
"TID_ALLIANCE_ROLE_MEMBER","隊員"
"TID_ALLIANCE_ROLE_ELDER","資深隊員"
"TID_STREAM_SENDER_YOU","你"
"TID_GOLDRUSH_1","堅石礦井"
"TID_BANKHEIST_1","強盜據點"
"TID_WANTED_1","神殿廢墟"
"TID_BATTLE_ROYALE_1","幽暗溪流"
"TID_GOLDRUSH_2","水晶遊戲場"
"TID_BANKHEIST_2","轟隆峽谷"
"TID_WANTED_2","囚徒營地"
"TID_BATTLE_ROYALE_2","焦黑大地"
"TID_GOLDRUSH_3","毒菇洞穴"
"TID_BANKHEIST_3","安全區域"
"TID_WANTED_3","堅石堡壘"
"TID_BATTLE_ROYALE_3","石牆亂鬥"
"TID_WANTED_4","戈壁陷阱"
"TID_GOLDRUSH_4","商城要塞"
"TID_WANTED_5","空曠荒地"
"TID_GOLDRUSH_5","地下礦坑"
"TID_WANTED_6","蝮蛇大草原"
"TID_WANTED_7","神秘流星"
"TID_GOLDRUSH_6","深淵餐廳"
"TID_GOLDRUSH_7","顫慄空間"
"TID_BATTLE_ROYALE_4","饑荒盛宴"
"TID_WANTED_8","草叢迷蹤"
"TID_BANKHEIST_4","荒涼工坊"
"TID_CLAN_MEMBERS_ONLINE","線上隊員：<COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","戰隊獎盃"
"TID_CLAN_SEARCH_OK","搜尋"
"TID_CLAN_INFO_NAME","戰隊名稱"
"TID_CLAN_INFO_BADGE","徽章"
"TID_CLAN_INFO_DESC","簡介"
"TID_CLAN_INFO_TOTAL_TROPHIES","戰隊獎盃"
"TID_CLAN_INFO_TYPE","類型"
"TID_CLAN_INFO_TAG","戰隊標籤"
"TID_CLAN_INFO_MIN_TROPHIES","所需獎盃"
"TID_CLAN_INFO_LEAVE","退出"
"TID_CLAN_INFO_SETTINGS","設定"
"TID_CLAN_INFO_JOIN","加入"
"TID_CLAN_INFO_MESSAGE","訊息"
"TID_CLAN_INFO_REQUEST_JOIN","請求加入"
"TID_CLAN_SEARCH_NO_RESULTS","未找到戰隊"
"TID_CLAN_SEARCH_INITIAL","未輸入搜尋關鍵字"
"TID_CLAN_INFO_MEMBERS","隊員"
"TID_CLAN_INFO_SELECT_BADGE","瀏覽"
"TID_SELECT_BADGE","選擇徽章"
"TID_ALLIANCE_CREATE_OK","戰隊創建成功"
"TID_CLAN_CHANGE_SETTINGS_TITLE","戰隊設定"
"TID_TITLE_ALLIANCE","戰隊資訊"
"TID_ALLIANCE_LEFT","你已退出戰隊"
"TID_CLAN_MEMBER_DEMOTE","降職"
"TID_CLAN_MEMBER_PROMOTE","晉升"
"TID_CLAN_MEMBER_KICK","踢出"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","查看戰隊"
"TID_BUTTON_INVITE","邀請"
"TID_PLAYER_INFO_GOTO_CLAN","查看戰隊"
"TID_SELECT_PLAYER_THUMBNAIL","選擇頭像"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","經驗等級達到<LEVEL>級後解鎖"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","總獎盃數達到<TROPHIES>後解鎖"
"TID_PLAYER_INFO_WINS_AMOUNT","<AMOUNT>勝場"
"TID_PLAYER_INFO_TAB_1","數據"
"TID_PLAYER_INFO_TAB_2","英雄 (<FOUND>/<TOTAL>)"
"TID_PLAYER_STAT_1","3 VS 3 勝場"
"TID_PLAYER_STAT_4","最高獎盃數"
"TID_PLAYER_STAT_8","單人生死鬥獲勝"
"TID_PLAYER_STAT_9","機甲入侵最佳通關紀錄"
"TID_PLAYER_STAT_11","雙人生死鬥獲勝"
"TID_PLAYER_STAT_12","團隊首領戰最佳通關紀錄"
"TID_PLAYER_STAT_13","星光競賽最高積分"
"TID_PLAYER_STAT_14","星光競賽最高排名"
"TID_PLAYER_STAT_15","挑戰最高勝場數"
"TID_PLAYER_STAT_16","城市大激鬥最佳通關紀錄"
"TID_NO_CLAN","未加入戰隊"
"TID_ULTIMATE_NOT_READY","擊中敵人可為超級技能蓄能！"
"TID_CANT_ACTIVATE_ULTI","被擊敗時無法使用超級技能！"
"TID_NAME_TOO_SHORT","名稱太短"
"TID_ALLIANCE_JOINED","已加入戰隊"
"TID_COIN_RUSH_INTRO_TEXT","收集10顆寶石"
"TID_BOUNTY_HUNTER_INTRO_TEXT","擊敗敵方英雄以獲得賞金之星"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","破壞敵方金庫"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","破壞敵方金庫"
"TID_GO","對戰!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","確認退出"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\n你確定要退出戰隊嗎？"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","退出"
"TID_ALLIANCE_PROMOTE_TITLE","確認晉升"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","你確定要將<NAME>晉升為<ROLE>嗎？"
"TID_ALLIANCE_PROMOTE_BUTTON","晉升"
"TID_ALLIANCE_KICK_TITLE","確認踢出"
"TID_ALLIANCE_KICK_CONFIRMATION","你確定要將<NAME>踢出戰隊嗎？"
"TID_ALLIANCE_KICK_BUTTON","踢出"
"TID_ALLIANCE_DEMOTE_TITLE","確認降職"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","你確定要將<NAME>降職為<ROLE>嗎？"
"TID_ALLIANCE_DEMOTE_BUTTON","降職"
"TID_CLAN_RESPONSE_10","設定已保存"
"TID_CLAN_RESPONSE_20","戰隊創建成功"
"TID_CLAN_RESPONSE_21","小隊創建失敗，請稍後重試。"
"TID_CLAN_RESPONSE_22","戰隊名稱不符合要求"
"TID_CLAN_RESPONSE_23","戰隊簡介不符合要求"
"TID_CLAN_RESPONSE_24","名稱太短"
"TID_CLAN_RESPONSE_40","已加入戰隊"
"TID_CLAN_RESPONSE_42","加入失敗：戰隊已滿"
"TID_CLAN_RESPONSE_43","加入失敗：戰隊不對外開放"
"TID_CLAN_RESPONSE_45","加入失敗：你的獎盃數太低，無法加入該戰隊。"
"TID_CLAN_RESPONSE_46","加入失敗：你之前被該戰隊踢出或拒絕過，無法再次申請加入。"
"TID_CLAN_RESPONSE_47","加入失敗：你今天已加入過太多戰隊，故無法再加入戰隊。"
"TID_CLAN_RESPONSE_48","加入失敗：無法加入其他地區的戰隊。"
"TID_CLAN_RESPONSE_50","加入請求已發送成功"
"TID_CLAN_RESPONSE_51","加入請求發送失敗：該戰隊已設定為不可加入"
"TID_CLAN_RESPONSE_52","加入請求發送失敗：你已向該戰隊發送過請求了"
"TID_CLAN_RESPONSE_53","加入請求發送失敗：你的獎盃數太低，無法加入該戰隊"
"TID_CLAN_RESPONSE_54","加入請求發送失敗：你之前被該戰隊踢出或拒絕過，已經被該戰隊封鎖。"
"TID_CLAN_RESPONSE_55","加入請求發送失敗：無法加入其他地區的戰隊。"
"TID_CLAN_RESPONSE_56","加入失敗：該戰隊並非全年齡都可加入。"
"TID_CLAN_RESPONSE_70","踢出成功"
"TID_CLAN_RESPONSE_80","你已退出戰隊"
"TID_CLAN_RESPONSE_81","晉升完成"
"TID_CLAN_RESPONSE_82","降職完成"
"TID_CLAN_RESPONSE_90","接受成功"
"TID_CLAN_RESPONSE_91","拒絕成功"
"TID_CLAN_RESPONSE_92","接受失敗：目標已加入另一個戰隊"
"TID_CLAN_RESPONSE_93","操作失敗：無法找到該請求"
"TID_CLAN_RESPONSE_94","操作失敗：請求已處理"
"TID_CLAN_RESPONSE_95","操作失敗：沒有權限"
"TID_CLAN_RESPONSE_96","接受失敗：該玩家已經被此戰隊封鎖"
"TID_CLAN_RESPONSE_100","你已被踢出戰隊"
"TID_CLAN_RESPONSE_101","你已被晉升"
"TID_CLAN_RESPONSE_102","你已被降職"
"TID_CLAN_RESPONSE_112","你需要等待<TIME>才能再次傳送戰隊郵件"
"TID_CLAN_RESPONSE_113","已成功傳送戰隊郵件"
"TID_CLAN_NO_RIGHTS","你沒有足夠的權限進行此操作"
"TID_ALLIANCE_NAME_TOO_SHORT","戰隊名稱太短"
"TID_CLAN_JOIN_REQUEST_TITLE","請求加入戰隊"
"TID_CLAN_JOIN_REQUEST_SEND","發送"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","我想加入你的戰隊..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","接受該玩家加入戰隊的申請？"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","接受"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","拒絕"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","申請已被<name>接受"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","申請已被<name>拒絕"
"TID_HINT_DRAG_TO_AIM","按住拖曳進行瞄準"
"TID_HINT_RELEASE_TO_SHOOT","放開後射擊"
"TID_HINT_ACTIVATE_ULTI","使用<cff9900>黃色虛擬搖桿</c>釋放超級技能攻擊敵人！"
"TID_HINT_DRAG_TO_ULTI","按住拖曳超級技能按鈕進行瞄準，放開後射擊！"
"TID_HINT_COLLECT_GOLD","英雄被擊敗時，身上的<ce662f9>寶石</c>就會掉落。"
"TID_HINT_HOLD_GOLD","守住你的<ce662f9>寶石</c>！"
"TID_HINT_GO_AFTER_ENEMY","追擊敵人！"
"TID_HINT_ATTACK_BASE","破壞敵方金庫，保護我方金庫！"
"TID_HINT_DEFEND_BASE","破壞敵方金庫，保護我方金庫！"
"TID_HINT_SHOOT_ENEMIES","擊敗敵方英雄以獲得賞金之星！"
"TID_HINT_YOU_ARE_WINNING","你的小隊正邁向勝利！注意防守！"
"TID_HINT_YOU_ARE_LOSING","你的小隊快要輸了！加強進攻！"
"TID_HINT_TAP_TO_MOVE","點擊地面移動英雄\n與你的隊友一起行動"
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","注意：你現在值一大筆賞金！"
"TID_BOUNTY_3","注意：你現在值一筆巨額賞金！"
"TID_BOUNTY_4","你現在是敵方的頭號目標！"
"TID_NO_CLAN_TITLE","尋找戰隊"
"TID_NO_CLAN_BODY","加入戰隊和志同道合的玩家一起聊天暢玩！"
"TID_NO_CLAN_SUGGESTIONS","為你推薦的戰隊"
"TID_NO_CLAN_RESULTS","搜尋結果"
"TID_NO_CLAN_EMPTY","沒有推薦的戰隊"
"TID_NO_CLAN_WAITING_FOR_DATA","資料讀取中..."
"TID_CONNECTING_TO_SERVER","正在與伺服器連線..."
"TID_TEAM_ADVERTISE","發送邀請"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","至戰隊"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","給好友"
"TID_TEAM_AD_INFO_0","等待隊友一起組隊進行遊戲"
"TID_TEAM_AD_JOIN","加入小隊"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","無法加入，你已加入一個小隊。"
"TID_TEAM_MEMBER_STATUS_0","<c999999>離線</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>對戰中</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>離開</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>準備中</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>配對中</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>結算頁面</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>離線</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>觀戰中</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>練習中</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>正在輸入</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>選擇英雄</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>選擇活動</c>"
"TID_TEAM_MEMBER_STATUS_13","<c999999>查看任務</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>準備就緒</c>"
"TID_TEAM_STATUS_IN_MATCH","對戰中"
"TID_TEAM_STATUS_IN_MATCHMAKING","配對中"
"TID_TEAM_STATUS_FULL","<cff1e00>已滿</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","公開"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","你需要加入戰隊才能使用該功能"
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","新增好友後即可開啟此功能"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","小隊已滿，無法發送邀請"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","僅小隊創建者可用"
"TID_TEAM_LOC_INFO","位於<LOC>的<MODE>"
"TID_TEAM_DISPLAY_TITLE_EVENT","小隊"
"TID_STREAM_EVENT_1","<target>被<sender>踢出了戰隊。Bye！"
"TID_STREAM_EVENT_2","<sender>接受了<target>加入戰隊。歡迎！"
"TID_STREAM_EVENT_3","<sender>加入了戰隊！歡迎！"
"TID_STREAM_EVENT_4","<sender>退出了戰隊！Bye！"
"TID_STREAM_EVENT_5","<target>被<sender>晉升了。恭喜！"
"TID_STREAM_EVENT_6","<target>被<sender>降職了。公事公辦！"
"TID_STREAM_EVENT_101","<sender>創建的小隊"
"TID_STREAM_EVENT_102","玩家<sender>已加入"
"TID_STREAM_EVENT_103","玩家<sender>已退出"
"TID_STREAM_EVENT_104","<sender>踢出了<target>。Bye！"
"TID_STREAM_EVENT_105","已開始配對"
"TID_STREAM_EVENT_106","配對已取消"
"TID_STREAM_EVENT_107","對戰已開始"
"TID_STREAM_EVENT_108","對戰勝利"
"TID_STREAM_EVENT_109","對戰失敗"
"TID_STREAM_EVENT_110","練習已開始"
"TID_STREAM_EVENT_111","練習已結束"
"TID_STREAM_EVENT_112","平局"
"TID_STREAM_EVENT_113","荒野生死鬥已結束"
"TID_STREAM_EVENT_114","已封鎖文字聊天"
"TID_STREAM_EVENT_115","文字聊天封鎖已解除"
"TID_CHAT_BOTTOM_BUTTON","向下滑動"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count>條新訊息！"
"TID_CHAT_BOTTOM_NEW_MESSAGE","新訊息！"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","升至<LVL>級"
"TID_HERO_INFO_ITEMS","升級"
"TID_HERO_INFO_SKINS","英雄"
"TID_HERO_INFO_SKIN_OWNED","你已擁有該造型"
"TID_HERO_INFO_SKIN_ACTIVE","選擇中"
"TID_HERO_INFO_SKIN_ACTIVATE","選擇"
"TID_HERO_INFO_LEADERBOARD","排行榜"
"TID_HERO_INFO_LEADERBOARD_LABEL","最佳<HERO>玩家"
