"TID","TH"
"TID_HERO_SCORE_INFO_MAXED","คุณไต่ถึงอันดับสูงสุดแล้ว\n\n"
"TID_XP_INFO_ME","เลเวลประสบการณ์ของคุณ\n\nรับประสบการณ์เพิ่มจากการต่อสู้ เก็บค่าประสบการณ์อีก <REMPROGRESS> หน่วยเพื่อให้ถึงเลเวล <LEVEL> และรับโทเค็น <COINS> ชิ้น"
"TID_XP_INFO_OTHER","เลเวลประสบการณ์ของผู้เล่นนี้"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","ฝึกฝนการต่อสู้หนึ่งครั้งเพื่อปลดล็อคเกมตัวเต็ม"
"TID_SOCIAL_TAB_CLANS","คลับ"
"TID_SOCIAL_TAB_FRIENDS","เพื่อน"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>ต่อสู้</c>เป็นเวลา <TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>หน้าจอเมื่อแมตช์สิ้นสุด</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>กำลังชม</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>กำลังฝึกฝน</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>อยู่ในการจับคู่</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>อยู่ในทีม</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>อยู่ในทีม</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>อยู่ในทีม</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>กำลังต่อสู้</c>"
"TID_FRIEND_STATUS_MENUS","ในเมนู"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","จัดทีม!"
"TID_ONLINE_FRIENDS_POPUP_TITLE","ผู้เล่นออนไลน์"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","ไม่มีเพื่อนหรือสมาชิกคลับออนไลน์"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","ไม่มีเพื่อนหรือสมาชิกคลับให้เชิญ เพิ่งเล่นกับคนเก่งมาสินะ? เพิ่มพวกเขาเป็นเพื่อนสิ!"
"TID_CLAN_CREATE_BUTTON","สร้าง"
"TID_CLAN_SAVE_BUTTON","บันทึก"
"TID_CLAN_CREATE_TITLE","สร้างคลับใหม่"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","ออนไลน์ล่าสุด: <cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","น้อยกว่า 1 ชม. ที่แล้ว"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","ออนไลน์ล่าสุด: <cf7f7f7><HOURS> ชม.ที่แล้ว</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","ออนไลน์ล่าสุด: <cf7f7f7><DAYS> วันที่แล้ว</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","ออนไลน์ล่าสุด: <cf7f7f7>มากกว่า 1 เดือนที่แล้ว</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_1","<cff1e00>กำลังต่อสู้</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_2","<cffffff>ในเมนู</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_3","<cffffff>ในเมนู</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_4","<cff1e00>จับคู่</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_5","<cffffff>ในเมนู</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_7","<cff1e00>กำลังชม</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_8","<cff1e00>กำลังฝึกฝน</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_9","<cffffff>ในเมนู</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_10","<cffffff>ในเมนู</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_11","<cffffff>ในเมนู</c>"
"TID_CLAN_ENTRY_ONLINE_MEMBERS","สมาชิกออนไลน์ <COUNT> คน"
"TID_CLAN_ENTRY_ONLINE_MEMBER","สมาชิกออนไลน์ <COUNT> คน"
"TID_ALLIANCE_TYPE_OPEN","เปิด"
"TID_ALLIANCE_TYPE_INVITE_ONLY","เชิญเท่านั้น"
"TID_ALLIANCE_TYPE_CLOSED","ปิด"
"TID_CLAN_SEARCH_TITLE","ค้นหาคลับ"
"TID_CLAN_INTRO_AD_TITLE","กำลังหาคลับใช่ไหม?"
"TID_CLAN_INTRO_AD_DESC","จัดทีมและแชตกับผู้เล่นอื่น!"
"TID_CLAN_INTRO_CREATE_GO","สร้างคลับ"
"TID_CLAN_INTRO_SEARCH_GO","ค้นหาคลับ"
"TID_CLAN_INTRO_REFRESH","รีเฟรช"
"TID_CLAN_NOT_ENOUGH_SCORE_TO_JOIN","คลับนี้ต้องการถ้วยรางวัล <REQ> ถ้วยเพื่อเข้าร่วม คุณมีถ้วยรางวัลเพียง <SCORE> ถ้วยเท่านั้น"
"TID_CLAN_CANNOT_JOIN_CLOSED_CLAN","คลับนี้เป็นคลับปิด"
"TID_STREAM_ENTRY_AGE","<time> ที่แล้ว"
"TID_ALLIANCE_ROLE_LEADER","ประธาน"
"TID_ALLIANCE_ROLE_CO_LEADER","รองประธาน"
"TID_ALLIANCE_ROLE_MEMBER","สมาชิก"
"TID_ALLIANCE_ROLE_ELDER","สมาชิกอาวุโส"
"TID_STREAM_SENDER_YOU","คุณ"
"TID_GOLDRUSH_1","เหมืองหินผา"
"TID_BANKHEIST_1","ขุมทรัพย์โจร"
"TID_WANTED_1","ซากวิหาร"
"TID_BATTLE_ROYALE_1","ห้วยหัวกะโหลก"
"TID_GOLDRUSH_2","อาเขตคริสตัล"
"TID_BANKHEIST_2","หุบเขาตูมตาม"
"TID_WANTED_2","แคมป์เถื่อน"
"TID_BATTLE_ROYALE_2","ศิลามอดไหม้"
"TID_GOLDRUSH_3","ถ้ำเห็ดพิษ"
"TID_BANKHEIST_3","พื้นที่ปลอดภัย"
"TID_WANTED_3","ป้อมศิลา"
"TID_BATTLE_ROYALE_3","ศึกกำแพงหิน"
"TID_WANTED_4","กับดักเห็ดพิษ"
"TID_GOLDRUSH_4","ป้อมของที่ระลึก"
"TID_WANTED_5","ล้างบางผลึก"
"TID_GOLDRUSH_5","เหมืองขุดเซาะ"
"TID_WANTED_6","ทุ่งอสรพิษ"
"TID_WANTED_7","ลานดาวตก"
"TID_GOLDRUSH_6","ร้านอาหารลึกล้ำ"
"TID_GOLDRUSH_7","พื้นที่ผ่อนคลาย"
"TID_BATTLE_ROYALE_4","อยู่หรือไป"
"TID_WANTED_8","แหล่งกบดาน"
"TID_BANKHEIST_4","สุสาน G.G."
"TID_CLAN_MEMBERS_ONLINE","สมาชิกออนไลน์: <COUNT>/<TOTAL>"
"TID_CLAN_TOTAL_TROPHIES","ถ้วยรางวัลคลับ"
"TID_CLAN_SEARCH_OK","ค้นหา"
"TID_CLAN_INFO_NAME","ชื่อคลับ"
"TID_CLAN_INFO_BADGE","ตราสัญลักษณ์"
"TID_CLAN_INFO_DESC","คำอธิบาย"
"TID_CLAN_INFO_TOTAL_TROPHIES","ถ้วยรางวัลคลับ"
"TID_CLAN_INFO_TYPE","ชนิด"
"TID_CLAN_INFO_TAG","แท็กคลับ"
"TID_CLAN_INFO_MIN_TROPHIES","ถ้วยรางวัลที่ต้องการ"
"TID_CLAN_INFO_LEAVE","ออก"
"TID_CLAN_INFO_SETTINGS","การตั้งค่า"
"TID_CLAN_INFO_JOIN","เข้าร่วม"
"TID_CLAN_INFO_MESSAGE","ข้อความ"
"TID_CLAN_INFO_REQUEST_JOIN","ขอเข้าร่วม"
"TID_CLAN_SEARCH_NO_RESULTS","ไม่พบคลับ"
"TID_CLAN_SEARCH_INITIAL","ไม่มีข้อความที่ค้นหา"
"TID_CLAN_INFO_MEMBERS","สมาชิก"
"TID_CLAN_INFO_SELECT_BADGE","เรียกดู"
"TID_SELECT_BADGE","เลือกตราสัญลักษณ์"
"TID_ALLIANCE_CREATE_OK","สร้างคลับสำเร็จแล้ว"
"TID_CLAN_CHANGE_SETTINGS_TITLE","การตั้งค่าคลับ"
"TID_TITLE_ALLIANCE","ข้อมูลคลับ"
"TID_ALLIANCE_LEFT","คุณออกจากคลับ"
"TID_CLAN_MEMBER_DEMOTE","ลดขั้น"
"TID_CLAN_MEMBER_PROMOTE","เลื่อนขั้น"
"TID_CLAN_MEMBER_KICK","ไล่ออก"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","ดูคลับ"
"TID_BUTTON_INVITE","เชิญ"
"TID_PLAYER_INFO_GOTO_CLAN","ดูคลับ"
"TID_SELECT_PLAYER_THUMBNAIL","เลือกไอคอน"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","ไอคอนนี้จะปลดล็อคที่เลเวลประสบการณ์ <LEVEL>"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","ไอคอนนี้จะปลดล็อคที่ถ้วยรางวัล <TROPHIES> ถ้วย"
"TID_PLAYER_INFO_WINS_AMOUNT","ชนะ <AMOUNT> ครั้ง"
"TID_PLAYER_INFO_TAB_1","สถิติ"
"TID_PLAYER_INFO_TAB_2","บรอว์เลอร์ (<FOUND>/<TOTAL>)"
"TID_PLAYER_STAT_1","ชัยชนะแบบ 3 VS 3"
"TID_PLAYER_STAT_4","ถ้วยรางวัลสูงสุด"
"TID_PLAYER_STAT_8","ชัยชนะแบบเล่นเดี่ยว"
"TID_PLAYER_STAT_9","เลเวลหุ่นยนต์ตะลุมบอนสูงสุดที่เล่นผ่าน"
"TID_PLAYER_STAT_11","ชัยชนะแบบเล่นทีมคู่"
"TID_PLAYER_STAT_12","เลเวลศึกปะทะบอสสูงสุดที่เล่นผ่าน"
"TID_PLAYER_STAT_13","แต้มสูงสุดในศึกพลังดวงดาว"
"TID_PLAYER_STAT_14","อันดับสูงสุดในศึกพลังดวงดาว"
"TID_PLAYER_STAT_15","ความท้าทายที่ชนะมากที่สุด"
"TID_PLAYER_STAT_16","เลเวลมหาวิบัติถล่มเมืองสูงสุดที่ผ่าน"
"TID_PLAYER_STAT_17","ลีกทีมสูงสุด"
"TID_PLAYER_STAT_18","ลีกคนเดียวสูงสุด"
"TID_NO_CLAN","ไม่ได้อยู่ในคลับ"
"TID_ULTIMATE_NOT_READY","ยิงศัตรูเพื่อชาร์จท่าไม้ตายของคุณ!"
"TID_CANT_ACTIVATE_ULTI","ไม่สามารถใช้ท่าไม้ตายได้หลังจากพ่ายแพ้!"
"TID_NAME_TOO_SHORT","ชื่อของคุณสั้นเกินไป"
"TID_ALLIANCE_JOINED","เข้าร่วมคลับแล้ว"
"TID_COIN_RUSH_INTRO_TEXT","เก็บอัญมณีให้ได้ 10 เม็ดเพื่อรับชัยชนะ"
"TID_BOUNTY_HUNTER_INTRO_TEXT","เอาชนะบรอว์เลอร์เพื่อรับดาว"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","ยิงตู้นิรภัยของศัตรูให้กระจุย"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","ยิงตู้นิรภัยของศัตรูให้กระจุย"
"TID_GO","ต่อสู้ได้!"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","ยืนยันการออก"
"TID_ALLIANCE_LEAVE_CONFIRMATION","\n\nคุณแน่ใจหรือไม่ว่าต้องการออกจากคลับ?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","ออก"
"TID_ALLIANCE_PROMOTE_TITLE","ยืนยันการเลื่อนขั้น"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","คุณแน่ใจหรือว่าต้องการเลื่อนขั้น <NAME> เป็นตำแหน่ง <ROLE>?"
"TID_ALLIANCE_PROMOTE_BUTTON","เลื่อนขั้น"
"TID_ALLIANCE_KICK_TITLE","ยืนยันการไล่ออก"
"TID_ALLIANCE_KICK_CONFIRMATION","คุณแน่ใจหรือไม่ว่าต้องการไล่ <NAME> ออกจากคลับ?"
"TID_ALLIANCE_KICK_BUTTON","ไล่ออก"
"TID_ALLIANCE_DEMOTE_TITLE","ยืนยันการลดขั้น"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","คุณแน่ใจหรือว่าต้องการลดขั้น <NAME> เป็นตำแหน่ง <ROLE>?"
"TID_ALLIANCE_DEMOTE_BUTTON","ลดขั้น"
"TID_CLAN_RESPONSE_10","บันทึกการตั้งค่าแล้ว"
"TID_CLAN_RESPONSE_20","สร้างคลับแล้ว"
"TID_CLAN_RESPONSE_21","การสร้างคลับล้มเหลว! โปรดลองอีกครั้งในภายหลัง"
"TID_CLAN_RESPONSE_22","ชื่อไม่เป็นที่ยอมรับ"
"TID_CLAN_RESPONSE_23","คำอธิบายไม่เป็นที่ยอมรับ"
"TID_CLAN_RESPONSE_24","ชื่อสั้นเกินไป"
"TID_CLAN_RESPONSE_40","เข้าร่วมคลับแล้ว"
"TID_CLAN_RESPONSE_42","เข้าร่วมล้มเหลว: คลับเต็ม"
"TID_CLAN_RESPONSE_43","เข้าร่วมล้มเหลว: คลับไม่เปิด"
"TID_CLAN_RESPONSE_45","เข้าร่วมล้มเหลว: คุณมีถ้วยรางวัลไม่เพียงพอที่จะเข้าร่วมคลับนี้"
"TID_CLAN_RESPONSE_46","เข้าร่วมล้มเหลว: คุณถูกแบนจากคลับนี้เนื่องจากถูกไล่ออก/ถูกปฏิเสธคำขอเข้าร่วม"
"TID_CLAN_RESPONSE_47","เข้าร่วมล้มเหลว: คุณเข้าร่วมคลับมากเกินไป ระบบได้ปิดกั้นการเข้าร่วมคลับของคุณในวันนี้แล้ว"
"TID_CLAN_RESPONSE_48","เข้าร่วมล้มเหลว: ไม่สามารถเข้าร่วมคลับในภูมิภาคอื่นได้"
"TID_CLAN_RESPONSE_50","ส่งคำขอเข้าร่วมสำเร็จแล้ว"
"TID_CLAN_RESPONSE_51","การส่งคำขอเข้าร่วมล้มเหลว: คลับไม่เปิดรับคำขอเป็นสมาชิกแล้ว"
"TID_CLAN_RESPONSE_52","การส่งคำขอเข้าร่วมล้มเหลว: คุณมีคำขอเข้าร่วมคลับนี้ที่รอดำเนินการอยู่"
"TID_CLAN_RESPONSE_53","การส่งคำขอเข้าร่วมล้มเหลว: คุณมีถ้วยรางวัลไม่เพียงพอที่จะเข้าร่วมคลับนี้"
"TID_CLAN_RESPONSE_54","การส่งคำขอเข้าร่วมล้มเหลว: คุณถูกแบนจากคลับนี้เนื่องจากถูกไล่ออก/ถูกปฏิเสธคำขอเข้าร่วม"
"TID_CLAN_RESPONSE_55","การส่งคำขอเข้าร่วมล้มเหลว: ไม่สามารถเข้าร่วมคลับในภูมิภาคอื่นได้"
"TID_CLAN_RESPONSE_56","การเข้าร่วมล้มเหลว: คลับนี้ไม่เหมาะกับเยาวชน"
"TID_CLAN_RESPONSE_70","ไล่ออกสำเร็จ"
"TID_CLAN_RESPONSE_80","คุณออกจากคลับแล้ว"
"TID_CLAN_RESPONSE_81","เลื่อนขั้นสำเร็จ"
"TID_CLAN_RESPONSE_82","ลดขั้นสำเร็จ"
"TID_CLAN_RESPONSE_90","ยอมรับสำเร็จ"
"TID_CLAN_RESPONSE_91","ปฏิเสธสำเร็จ"
"TID_CLAN_RESPONSE_92","การยอมรับล้มเหลว: เป้าหมายอยู่ในคลับอื่นแล้ว"
"TID_CLAN_RESPONSE_93","การดำเนินการล้มเหลว: ไม่พบคำขอ"
"TID_CLAN_RESPONSE_94","การดำเนินการล้มเหลว: จัดการคำขอไปแล้ว"
"TID_CLAN_RESPONSE_95","การดำเนินการล้มเหลว: ไม่มีสิทธิ์"
"TID_CLAN_RESPONSE_96","การยอมรับล้มเหลว: เป้าหมายถูกแบนจากคลับนี้"
"TID_CLAN_RESPONSE_100","คุณถูกไล่ออกจากคลับ"
"TID_CLAN_RESPONSE_101","คุณได้รับการเลื่อนขั้น"
"TID_CLAN_RESPONSE_102","คุณถูกลดขั้น"
"TID_CLAN_RESPONSE_112","การส่งจดหมายคลับยังอยู่ในระหว่างการคูลดาวน์เป็นเวลา <TIME>"
"TID_CLAN_RESPONSE_113","ส่งจดหมายคลับเสร็จเรียบร้อยแล้ว"
"TID_CLAN_NO_RIGHTS","คุณไม่มีสิทธิ์ดำเนินการ"
"TID_ALLIANCE_NAME_TOO_SHORT","ชื่อคลับสั้นเกินไป"
"TID_CLAN_JOIN_REQUEST_TITLE","ขอเป็นสมาชิกคลับ"
"TID_CLAN_JOIN_REQUEST_SEND","ส่ง"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","ฉันอยากเข้าร่วมคลับของคุณ..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","ยอมรับผู้เล่นนี้เข้าคลับหรือไม่?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","ยอมรับ"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","ปฏิเสธ"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","ยอมรับโดย <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","ปฏิเสธโดย <name>"
"TID_HINT_DRAG_TO_AIM","ลากเพื่อเล็งเป้า"
"TID_HINT_RELEASE_TO_SHOOT","ปล่อยเพื่อยิง"
"TID_HINT_ACTIVATE_ULTI","ลาก<cff9900>แป้นควบคุมสีเหลือง</c>เพื่อเล็งท่าไม้ตายของคุณ!"
"TID_HINT_DRAG_TO_ULTI","ลากเพื่อเล็งท่าไม้ตาย ปล่อยเพื่อโจมตี!"
"TID_HINT_COLLECT_GOLD","บรอว์เลอร์จะดรอป<ce662f9>อัญมณี</c>หลังจากที่พ่ายแพ้"
"TID_HINT_HOLD_GOLD","รักษา<ce662f9>อัญมณี</c>ของคุณให้ดี!"
"TID_HINT_GO_AFTER_ENEMY","ไล่ล่าศัตรู!"
"TID_HINT_ATTACK_BASE","ยิงตู้นิรภัยของศัตรูให้กระจุยและปกป้องตู้ของคุณ!"
"TID_HINT_DEFEND_BASE","ยิงตู้นิรภัยของศัตรูให้กระจุยและปกป้องตู้ของคุณ!"
"TID_HINT_SHOOT_ENEMIES","เอาชนะศัตรูเพื่อรับดาว!"
"TID_HINT_BLUE_STAR_TIEBREAKER","ดาวสีฟ้าคือตัวตัดสิน!"
"TID_HINT_YOU_ARE_WINNING","ทีมของคุณกำลังชนะ! เล่มเกมรับ!"
"TID_HINT_YOU_ARE_LOSING","ทีมของคุณกำลังแพ้! เล่มเกมรุก!"
"TID_HINT_TAP_TO_MOVE","แตะเพื่อเคลื่อนที่\nเคลื่อนที่ไปกับทีมของคุณ"
"TID_BOUNTY_1","<EMPTY>"
"TID_BOUNTY_2","ระวัง: คุณมีค่าหัวสูง!"
"TID_BOUNTY_3","ระวัง: คุณมีค่าหัวสูงมาก!"
"TID_BOUNTY_4","จับเป็นหรือจับตาย!"
"TID_NO_CLAN_TITLE","ค้นหาคลับ"
"TID_NO_CLAN_BODY","เข้าร่วมคลับเพื่อแชตและเล่นกับผู้เล่นเจ๋งๆ!"
"TID_NO_CLAN_SUGGESTIONS","คลับที่แนะนำสำหรับคุณ"
"TID_NO_CLAN_RESULTS","ผลการค้นหา"
"TID_NO_CLAN_EMPTY","ไม่มีคลับที่แนะนำ :-("
"TID_NO_CLAN_WAITING_FOR_DATA","กำลังรอข้อมูล..."
"TID_CONNECTING_TO_SERVER","กำลังเชื่อมต่อกับเซิร์ฟเวอร์..."
"TID_TEAM_ADVERTISE","โฆษณา"
"TID_TEAM_AD_BUTTON_SUBLABEL_CLAN","ไปยังคลับ"
"TID_TEAM_AD_BUTTON_SUBLABEL_FRIENDS","ไปยังเพื่อน"
"TID_TEAM_AD_INFO_0","กำลังมองหาผู้เล่นสำหรับการต่อสู้ที่เล่นเป็นทีม"
"TID_TEAM_AD_JOIN","เข้าร่วมทีม"
"TID_TEAM_AD_JOIN_FAIL_ALREADY_IN_A_TEAM","ไม่สามารถเข้าร่วมได้ คุณอยู่ในทีมอยู่แล้ว"
"TID_TEAM_MEMBER_STATUS_0","<c999999>ออฟไลน์</c>"
"TID_TEAM_MEMBER_STATUS_1","<cff1e00>กำลังต่อสู้</c>"
"TID_TEAM_MEMBER_STATUS_2","<c006cff>ไม่อยู่</c>"
"TID_TEAM_MEMBER_STATUS_3","<c999999>ไม่พร้อม</c>"
"TID_TEAM_MEMBER_STATUS_4","<cff1e00>จับคู่</c>"
"TID_TEAM_MEMBER_STATUS_5","<cff1e00>หน้าจอตอนจบ</c>"
"TID_TEAM_MEMBER_STATUS_6","<c999999>ออฟไลน์</c>"
"TID_TEAM_MEMBER_STATUS_7","<cff1e00>กำลังชม</c>"
"TID_TEAM_MEMBER_STATUS_8","<cff1e00>กำลังฝึกฝน</c>"
"TID_TEAM_MEMBER_STATUS_9","<c999999>กำลังพิมพ์...</c>"
"TID_TEAM_MEMBER_STATUS_10","<c999999>บรอว์เลอร์</c>"
"TID_TEAM_MEMBER_STATUS_11","<c999999>อีเวนท์</c>"
"TID_TEAM_MEMBER_STATUS_13","<c999999>เควสต์</c>"
"TID_TEAM_MEMBER_STATUS_READY","<c2edd1b>พร้อม</c>"
"TID_TEAM_STATUS_IN_MATCH","กำลังต่อสู้"
"TID_TEAM_STATUS_IN_MATCHMAKING","กำลังจับคู่"
"TID_TEAM_STATUS_FULL","<cff1e00>เต็ม</c>"
"TID_TEAM_STATUS_WAITING_FOR_PLAYERS","เปิด"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","คุณต้องเข้าร่วมคลับเพื่อใช้ฟีเจอร์นี้"
"TID_TEAM_AD_POST_FAIL_NO_FRIENDS","คุณต้องมีเพื่อนเพื่อใช้ฟีเจอร์นี้"
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","ไม่สามารถโฆษณาได้ ทีมเต็มแล้ว"
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","อนุญาตสำหรับผู้สร้างทีมเท่านั้น"
"TID_TEAM_LOC_INFO","<MODE> ที่ <LOC>"
"TID_TEAM_DISPLAY_TITLE_EVENT","ทีม"
"TID_STREAM_EVENT_1","บาย! <target> ได้ถูกไล่ออกจากคลับโดย <sender>"
"TID_STREAM_EVENT_2","ยินดีต้อนรับ! <target> ได้รับการยอมรับเข้าคลับโดย <sender>"
"TID_STREAM_EVENT_3","ยินดีต้อนรับ! <sender> เข้าร่วมคลับแล้ว!"
"TID_STREAM_EVENT_4","บาย! <sender> ออกจากคลับแล้ว!"
"TID_STREAM_EVENT_5","ยินดีด้วย! <target> ได้รับการเลื่อนขั้นโดย <sender>"
"TID_STREAM_EVENT_6","อย่าถือสากันเลยนะ! <target> ถูกลดขั้นโดย <sender>"
"TID_STREAM_EVENT_101","ทีมสร้างโดย <sender>"
"TID_STREAM_EVENT_102","ผู้เล่น <sender> เข้าร่วมแล้ว"
"TID_STREAM_EVENT_103","ผู้เล่น <sender> ออกไปแล้ว"
"TID_STREAM_EVENT_104","บาย! <sender> ไล่ <target> ออก"
"TID_STREAM_EVENT_105","เริ่มการจับคู่แล้ว"
"TID_STREAM_EVENT_106","ยกเลิกการจับคู่แล้ว"
"TID_STREAM_EVENT_107","การต่อสู้เริ่มแล้ว"
"TID_STREAM_EVENT_108","การต่อสู้ที่ชนะ"
"TID_STREAM_EVENT_109","การต่อสู้ที่แพ้"
"TID_STREAM_EVENT_110","การฝึกฝนเริ่มขึ้นแล้ว"
"TID_STREAM_EVENT_111","การฝึกฝนสิ้นสุดแล้ว"
"TID_STREAM_EVENT_112","การต่อสู้ที่เสมอ"
"TID_STREAM_EVENT_113","ศึกประจันหน้าสิ้นสุดแล้ว"
"TID_STREAM_EVENT_114","ปิดข้อความแชตแล้ว"
"TID_STREAM_EVENT_115","เลิกปิดข้อความแชตแล้ว"
"TID_CHAT_BOTTOM_BUTTON","เลื่อนลง"
"TID_CHAT_BOTTOM_NEW_MESSAGES","ข้อความใหม่ <count> ข้อความ!"
"TID_CHAT_BOTTOM_NEW_MESSAGE","ข้อความใหม่!"
"TID_HERO_INFO_UPGRADE_TITLE","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_UPGRADE_INFO","อัปเกรดเป็นเลเวล <LVL>"
"TID_HERO_INFO_ITEMS","อัปเกรด"
"TID_HERO_INFO_SKINS","บรอว์เลอร์"
"TID_HERO_INFO_SKIN_OWNED","คุณมีสกินนี้แล้ว"
"TID_HERO_INFO_SKIN_ACTIVE","เลือกไว้"
"TID_HERO_INFO_SKIN_ACTIVATE","เลือก"
"TID_HERO_INFO_LEADERBOARD","กระดานผู้นำ"
"TID_HERO_INFO_LEADERBOARD_LABEL","ผู้เล่น <HERO> ที่ดีที่สุด"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","ค้นหา"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","ลากเพื่อเล็งท่าไม้ตาย!"
"TID_HINT_SHOOT","ลากเพื่อเล็ง ปล่อยเพื่อโจมตี"
"TID_HERO_SCORE_SUM_LEADERBOARD","ผู้เล่นที่ดีที่สุด"
"TID_ALLIANCE_LEADERBOARD","คลับที่ดีที่สุด"
"TID_HINT_MAKE_GOAL","ลากเพื่อเล็ง ปล่อยนิ้วเพื่อเตะลูกบอล"
"TID_BATTLE_ROYALE_INTRO_TEXT","จงเป็นผู้รอดชีวิตหนึ่งเดียว!"
"TID_HINT_COLLECT_BUFFS","เก็บ<c50d050>ลูกบาศก์พลัง</c>จากลังไม้และ\nศัตรูเพื่อเพิ่มความแข็งแกร่ง!"
"TID_PLAYERS_LEFT","บรอว์เลอร์ที่เหลือ: <num>"
"TID_AVOID_POISON","อยู่ให้ห่างจาก<c90ee90>ควันพิษ</c>ที่เข้ามาใกล้!"
"TID_CLAN_CREATE_COOLDOWN","ไม่สามารถสร้างคลับได้ในตอนนี้ โปรดลองอีกครั้งใน <TIME>"
"TID_CLAN_CREATE_XP_LEVEL_REQUIRED","คุณต้องมีเลเวลประสบการณ์ <LEVEL> เพื่อสร้างคลับ"
"TID_PLAYER_DATA_MISSING","ข้อมูลผู้เล่นสูญหาย"
"TID_ALLIANCE_DATA_MISSING","ข้อมูลคลับสูญหาย"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","รอให้กระสุนชาร์จใหม่!"
"TID_EVENT_EXPIRED","อีเวนท์หมดเวลาแล้ว"
"TID_DOUBLE_COINS_INFO","คุณจะได้โทเค็นเป็นสองเท่าเมื่อต่อสู้ที่นี่"
"TID_DOUBLE_XP_INFO","คุณจะได้ประสบการณ์เป็นสองเท่าเมื่อต่อสู้ที่นี่"
"TID_SETTINGS_TITLE","การตั้งค่า"
"TID_SETTINGS_CONTROL_MODE_TITLE","โหมดควบคุม"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","แตะเพื่อเคลื่อนที่"
"TID_SETTINGS_CONTROL_MODE_INFO_0","แตะหน้าจอเพื่อให้บรอว์เลอร์เคลื่อนที่ไปหาเป้าหมาย ลากเพื่อเล็งและปล่อยเพื่อยิง"
"TID_SETTINGS_CONTROL_MODE_VALUE_1","เคลื่อนที่โดยแป้นควบคุม (ถนัดขวา)"
