Name,Disabled,FileName,ExportName,Character,Skin,IsPicto,BattleCategory,Rarity,EmoteType,SoundEffect,SfxIndex,LockedForChronos,EmoteBundles,IsDefaultBattleEmote
emoji_penny_happy,,sc/ui.sc,emoji_penny_happy,ArtilleryDude,,,HAPPY,COMMON,HAPPY,Penny_ulti,1,,,
emoji_piper_happy,,sc/ui.sc,emoji_piper_happy,Sniper,,,HAPPY,COMMON,HAPPY,Piper_Ulti,1,,,
emoji_poco_happy,,sc/ui.sc,emoji_poco_happy,DeadMariachi,,,HAPPY,COMMON,HAPPY,Poco_lead,0,,,
emoji_primo_happy,,sc/ui.sc,emoji_primo_happy,Luchador,,,HAPPY,COMMON,HAPPY,El_primo_lead,1,,,
emoji_rico_happy,,sc/ui.sc,emoji_rico_happy,TrickshotDude,,,HAPPY,COMMON,HAPPY,Rick_lead,0,,,
emoji_rosa_happy,,sc/ui.sc,emoji_rosa_happy,Rosa,,,HAPPY,COMMON,HAPPY,Rosa_kill,0,,,
emoji_sandy_happy,,sc/ui.sc,emoji_sandy_happy,Sandstorm,,,HAPPY,COMMON,HAPPY,Sandy_start_vo,5,,,
emoji_shelly_happy,,sc/ui.sc,emoji_shelly_happy,ShotgunGirl,,,HAPPY,COMMON,HAPPY,Shelly_Lead,3,,,
emoji_spike_happy,,sc/ui.sc,emoji_spike_happy,Cactus,,,HAPPY,COMMON,HAPPY,,,,,
emoji_sprout_happy,,sc/ui.sc,emoji_sprout_happy,Wally,,,HAPPY,COMMON,HAPPY,Sprout_Start_VO,2,,,
emoji_tara_happy,,sc/ui.sc,emoji_tara_happy,BlackHole,,,HAPPY,COMMON,HAPPY,Tara_kill_vo,2,,,
emoji_tick_happy,,sc/ui.sc,emoji_tick_happy,ClusterBombDude,,,HAPPY,COMMON,HAPPY,Tick_vo_1,4,,,
emoji_gale,,sc/ui.sc,emoji_gale,Blower,,TRUE,DEFAULT,DEFAULT,DEFAULT,Gale_Start_VO,0,,,
emoji_gale_angry,,sc/ui.sc,emoji_gale_angry,Blower,,,ANGRY,COMMON,ANGRY,Gale_Die_VO,0,,,
emoji_gale_gg,,sc/ui.sc,emoji_gale_gg,Blower,,,SPECIAL,RARE,GG,Gale_Kill_VO,2,,,
emoji_gale_happy,,sc/ui.sc,emoji_gale_happy,Blower,,,HAPPY,COMMON,HAPPY,Gale_Kill_VO,0,,,
emoji_gale_sad,,sc/ui.sc,emoji_gale_sad,Blower,,,SAD,COMMON,SAD,Gale_Die_VO,4,,,
emoji_gale_thanks,,sc/ui.sc,emoji_gale_thanks,Blower,,,SPECIAL,EPIC,THANKS,Gale_Kill_VO,4,,,
emoji_gale_trader,,sc/ui.sc,emoji_gale_trader,Blower,BlowerTrader,TRUE,SPECIAL,COLLECTORS,DEFAULT,Gale_Start_VO,0,,,
emoji_gale_trader_angry,,sc/ui.sc,emoji_gale_trader_angry,Blower,BlowerTrader,,SPECIAL,COLLECTORS,ANGRY,Gale_Die_VO,0,,,
emoji_gale_trader_gg,,sc/ui.sc,emoji_gale_trader_gg,Blower,BlowerTrader,,SPECIAL,COLLECTORS,GG,Gale_Kill_VO,2,,,
emoji_gale_trader_happy,,sc/ui.sc,emoji_gale_trader_happy,Blower,BlowerTrader,,SPECIAL,COLLECTORS,HAPPY,Gale_Kill_VO,0,,,
emoji_gale_trader_sad,,sc/ui.sc,emoji_gale_trader_sad,Blower,BlowerTrader,,SPECIAL,COLLECTORS,SAD,Gale_Die_VO,4,,,
emoji_gale_trader_thanks,,sc/ui.sc,emoji_gale_trader_thanks,Blower,BlowerTrader,,SPECIAL,COLLECTORS,THANKS,Gale_Kill_VO,4,,,
emoji_nani,,sc/ui.sc,emoji_nani,Controller,,TRUE,DEFAULT,DEFAULT,DEFAULT,Nani_Start_VO,0,,,
emoji_nani_angry,,sc/ui.sc,emoji_nani_angry,Controller,,,ANGRY,COMMON,ANGRY,Nani_Hurt_VO,0,,,
emoji_nani_gg,,sc/ui.sc,emoji_nani_gg,Controller,,,SPECIAL,RARE,GG,Nani_Lead_VO,2,,,
emoji_nani_happy,,sc/ui.sc,emoji_nani_happy,Controller,,,HAPPY,COMMON,HAPPY,Nani_Lead_VO,1,,,
emoji_nani_sad,,sc/ui.sc,emoji_nani_sad,Controller,,,SAD,COMMON,SAD,Nani_Hurt_VO,2,,,
emoji_nani_thanks,,sc/ui.sc,emoji_nani_thanks,Controller,,,SPECIAL,EPIC,THANKS,Nani_Lead_VO,0,,,
emoji_8bit_phew,,sc/ui.sc,emoji_8bit_phew,Arcade,,,SPECIAL,EPIC,PHEW,8bit_die_vo,2,,,
emoji_barley_phew,,sc/ui.sc,emoji_barley_phew,Barkeep,,,SPECIAL,EPIC,PHEW,Barley_Hurt,0,,,
emoji_bea_phew,,sc/ui.sc,emoji_bea_phew,BeeSniper,,,SPECIAL,EPIC,PHEW,Bea_Hurt_VO,4,,,
emoji_bibi_phew,,sc/ui.sc,emoji_bibi_phew,Baseball,,,SPECIAL,EPIC,PHEW,Bibi_die_vo,1,,,
emoji_bo_phew,,sc/ui.sc,emoji_bo_phew,BowDude,,,SPECIAL,EPIC,PHEW,Bo_hurt,0,,,
emoji_brock_phew,,sc/ui.sc,emoji_brock_phew,RocketGirl,,,SPECIAL,EPIC,PHEW,Brock_hurt_vo,2,,,
emoji_bull_phew,,sc/ui.sc,emoji_bull_phew,BullDude,,,SPECIAL,EPIC,PHEW,Bull_takedamage_vo,3,,,
emoji_carl_phew,,sc/ui.sc,emoji_carl_phew,Whirlwind,,,SPECIAL,EPIC,PHEW,Carl_hurt_vo,1,,,
emoji_colt_phew,,sc/ui.sc,emoji_colt_phew,Gunslinger,,,SPECIAL,EPIC,PHEW,Hotshot_Takedamge_Vo,6,,,
emoji_crow_phew,,sc/ui.sc,emoji_crow_phew,Crow,,,SPECIAL,EPIC,PHEW,Crow_Takedamage,1,,,
emoji_darryl_phew,,sc/ui.sc,emoji_darryl_phew,BarrelBot,,,SPECIAL,EPIC,PHEW,Darryl_Die_VO,1,,,
emoji_dynamike_phew,,sc/ui.sc,emoji_dynamike_phew,TntDude,,,SPECIAL,EPIC,PHEW,Tnt_guy_hurt_vo,0,,,
emoji_emz_phew,,sc/ui.sc,emoji_emz_phew,Mummy,,,SPECIAL,EPIC,PHEW,Emz_hurt_vo,0,,,
emoji_frank_phew,,sc/ui.sc,emoji_frank_phew,HammerDude,,,SPECIAL,EPIC,PHEW,Frank_vo,1,,,
emoji_gale_phew,,sc/ui.sc,emoji_gale_phew,Blower,,,SPECIAL,EPIC,PHEW,Gale_Hurt_VO,1,,,
emoji_gale_trader_phew,,sc/ui.sc,emoji_gale_trader_phew,Blower,BlowerTrader,,SPECIAL,COLLECTORS,PHEW,Gale_Hurt_VO,1,,,
emoji_gene_phew,,sc/ui.sc,emoji_gene_phew,HookDude,,,SPECIAL,EPIC,PHEW,Gene_vo,2,,,
emoji_jacky_phew,,sc/ui.sc,emoji_jacky_phew,Driller,,,SPECIAL,EPIC,PHEW,Jackie_Hurt_VO,3,,,
emoji_jessie_phew,,sc/ui.sc,emoji_jessie_phew,Mechanic,,,SPECIAL,EPIC,PHEW,Jess_ulti,5,,,
emoji_leon_phew,,sc/ui.sc,emoji_leon_phew,Ninja,,,SPECIAL,EPIC,PHEW,Leon_hurt_vo,0,,,
emoji_max_phew,,sc/ui.sc,emoji_max_phew,Speedy,,,SPECIAL,EPIC,PHEW,Max_Hurt_VO,3,,,
emoji_mortis_phew,,sc/ui.sc,emoji_mortis_phew,Undertaker,,,SPECIAL,EPIC,PHEW,Mortis_lead,4,,,
emoji_mrp_phew,,sc/ui.sc,emoji_mrp_phew,SpawnerDude,,,SPECIAL,EPIC,PHEW,Mrp_Die_VO,2,,,
emoji_nani_phew,,sc/ui.sc,emoji_nani_phew,Controller,,,SPECIAL,EPIC,PHEW,Nani_Hurt_VO,5,,,
emoji_nita_phew,,sc/ui.sc,emoji_nita_phew,Shaman,,,SPECIAL,EPIC,PHEW,Nita_hurt,4,,,
emoji_pam_phew,,sc/ui.sc,emoji_pam_phew,MinigunDude,,,SPECIAL,EPIC,PHEW,Pam_die,2,,,
emoji_penny_phew,,sc/ui.sc,emoji_penny_phew,ArtilleryDude,,,SPECIAL,EPIC,PHEW,Penny_takedamage,2,,,
emoji_piper_phew,,sc/ui.sc,emoji_piper_phew,Sniper,,,SPECIAL,EPIC,PHEW,Piper_Takedamage,4,,,
emoji_poco_phew,,sc/ui.sc,emoji_poco_phew,DeadMariachi,,,SPECIAL,EPIC,PHEW,Poco_hurt,0,,,
emoji_primo_phew,,sc/ui.sc,emoji_primo_phew,Luchador,,,SPECIAL,EPIC,PHEW,El_primo_lead,2,,,
emoji_rico_phew,,sc/ui.sc,emoji_rico_phew,TrickshotDude,,,SPECIAL,EPIC,PHEW,Rick_hurt,3,,,
emoji_rosa_phew,,sc/ui.sc,emoji_rosa_phew,Rosa,,,SPECIAL,EPIC,PHEW,Rosa_hurt,2,,,
emoji_sandy_phew,,sc/ui.sc,emoji_sandy_phew,Sandstorm,,,SPECIAL,EPIC,PHEW,Sandy_hurt_vo,3,,,
emoji_shelly_phew,,sc/ui.sc,emoji_shelly_phew,ShotgunGirl,,,SPECIAL,EPIC,PHEW,Shelly_Kill,3,,,
emoji_spike_phew,,sc/ui.sc,emoji_spike_phew,Cactus,,,SPECIAL,EPIC,PHEW,,,,,
emoji_sprout_phew,,sc/ui.sc,emoji_sprout_phew,Wally,,,SPECIAL,EPIC,PHEW,Sprout_Hurt_VO,2,,,
emoji_tara_phew,,sc/ui.sc,emoji_tara_phew,BlackHole,,,SPECIAL,EPIC,PHEW,Tara_kill_vo,1,,,
emoji_tick_phew,,sc/ui.sc,emoji_tick_phew,ClusterBombDude,,,SPECIAL,EPIC,PHEW,Tick_vo_hurt,2,,,
emoji_carl_special,,sc/ui.sc,emoji_carl_special,Whirlwind,,,SPECIAL,EPIC,SPECIAL,Carl_start_vo,5,,,
emoji_colt_special,,sc/ui.sc,emoji_colt_special,Gunslinger,,,SPECIAL,EPIC,SPECIAL,Hotshot_Ulti,0,,,
emoji_emz_special,,sc/ui.sc,emoji_emz_special,Mummy,,,SPECIAL,EPIC,SPECIAL,Emz_lead_vo,1,,,
emoji_poco_special,,sc/ui.sc,emoji_poco_special,DeadMariachi,,,SPECIAL,EPIC,SPECIAL,Poco_ulti_vo,1,,,
emoji_sandy_special,,sc/ui.sc,emoji_sandy_special,Sandstorm,,,SPECIAL,EPIC,SPECIAL,Sandy_ulti_vo,0,,,
emoji_tara_special,,sc/ui.sc,emoji_tara_special,BlackHole,,,SPECIAL,EPIC,SPECIAL,Tara_lead_vo,2,,,
emoji_max,,sc/ui.sc,emoji_max,Speedy,,TRUE,DEFAULT,DEFAULT,DEFAULT,Max_Start_VO,0,,,
emoji_max_angry,,sc/ui.sc,emoji_max_angry,Speedy,,,ANGRY,COMMON,ANGRY,Max_Hurt_VO,1,,,
emoji_max_gg,,sc/ui.sc,emoji_max_gg,Speedy,,,SPECIAL,RARE,GG,Max_Lead_VO,2,,,
emoji_max_happy,,sc/ui.sc,emoji_max_happy,Speedy,,,HAPPY,COMMON,HAPPY,Max_Kill_VO,2,,,
emoji_max_sad,,sc/ui.sc,emoji_max_sad,Speedy,,,SAD,COMMON,SAD,Max_Die_VO,1,,,
emoji_max_thanks,,sc/ui.sc,emoji_max_thanks,Speedy,,,SPECIAL,EPIC,THANKS,Max_Ulti_VO,1,,,
emoji_mrp,,sc/ui.sc,emoji_mrp,SpawnerDude,,TRUE,DEFAULT,DEFAULT,DEFAULT,Mrp_Lead_VO,1,,,
emoji_mrp_angry,,sc/ui.sc,emoji_mrp_angry,SpawnerDude,,,ANGRY,COMMON,ANGRY,Mrp_Die_VO,1,,,
emoji_mrp_gg,,sc/ui.sc,emoji_mrp_gg,SpawnerDude,,,SPECIAL,RARE,GG,Mrp_Kill_VO,0,,,
emoji_mrp_happy,,sc/ui.sc,emoji_mrp_happy,SpawnerDude,,,HAPPY,COMMON,HAPPY,Mrp_Lead_VO,0,,,
emoji_mrp_sad,,sc/ui.sc,emoji_mrp_sad,SpawnerDude,,,SAD,COMMON,SAD,Mrp_Hurt_VO,0,,,
emoji_mrp_thanks,,sc/ui.sc,emoji_mrp_thanks,SpawnerDude,,,SPECIAL,EPIC,THANKS,Mrp_Lead_VO,2,,,
emoji_surge,,sc/ui.sc,emoji_surge,PowerLeveler,,TRUE,DEFAULT,DEFAULT,DEFAULT,Surge_Start_VO,5,,,
emoji_surge_angry,,sc/ui.sc,emoji_surge_angry,PowerLeveler,,,ANGRY,COMMON,ANGRY,Surge_Hurt_VO,4,,,
emoji_surge_gg,,sc/ui.sc,emoji_surge_gg,PowerLeveler,,,SPECIAL,RARE,GG,Surge_Lead_VO,0,,,
emoji_surge_happy,,sc/ui.sc,emoji_surge_happy,PowerLeveler,,,HAPPY,COMMON,HAPPY,Surge_Kill_VO,0,,,
emoji_surge_paladin,,sc/ui.sc,emoji_surge_paladin,PowerLeveler,PowerLevelerKnight,TRUE,SPECIAL,COLLECTORS,DEFAULT,Surge_Start_VO,5,,,
emoji_surge_paladin_angry,,sc/ui.sc,emoji_surge_paladin_angry,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,ANGRY,Surge_Hurt_VO,4,,,
emoji_surge_paladin_gg,,sc/ui.sc,emoji_surge_paladin_gg,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,GG,Surge_Lead_VO,0,,,
emoji_surge_paladin_happy,,sc/ui.sc,emoji_surge_paladin_happy,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,HAPPY,Surge_Kill_VO,0,,,
emoji_surge_paladin_phew,,sc/ui.sc,emoji_surge_paladin_phew,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,PHEW,Surge_Hurt_VO,0,,,
emoji_surge_paladin_sad,,sc/ui.sc,emoji_surge_paladin_sad,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,SAD,Surge_Die_VO,2,,,
emoji_surge_paladin_special,,sc/ui.sc,emoji_surge_paladin_special,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,SPECIAL,Surge_Start_VO,0,,,
emoji_surge_paladin_thanks,,sc/ui.sc,emoji_surge_paladin_thanks,PowerLeveler,PowerLevelerKnight,,SPECIAL,COLLECTORS,THANKS,Surge_Start_VO,2,,,
emoji_surge_phew,,sc/ui.sc,emoji_surge_phew,PowerLeveler,,,SPECIAL,EPIC,PHEW,Surge_Hurt_VO,0,,,
emoji_surge_sad,,sc/ui.sc,emoji_surge_sad,PowerLeveler,,,SAD,COMMON,SAD,Surge_Die_VO,2,,,
emoji_surge_special,,sc/ui.sc,emoji_surge_special,PowerLeveler,,,SPECIAL,EPIC,SPECIAL,Surge_Start_VO,0,,,
emoji_surge_thanks,,sc/ui.sc,emoji_surge_thanks,PowerLeveler,,,SPECIAL,EPIC,THANKS,Surge_Start_VO,2,,,
emoji_colette,,sc/ui.sc,emoji_colette,Percenter,,TRUE,DEFAULT,DEFAULT,DEFAULT,Colette_Start_VO,2,,,
emoji_colette_angry,,sc/ui.sc,emoji_colette_angry,Percenter,,,ANGRY,COMMON,ANGRY,Colette_Kill_VO,2,,,
emoji_colette_gg,,sc/ui.sc,emoji_colette_gg,Percenter,,,SPECIAL,RARE,GG,Colette_Lead_VO,0,,,
emoji_colette_happy,,sc/ui.sc,emoji_colette_happy,Percenter,,,HAPPY,COMMON,HAPPY,Colette_Kill_VO,1,,,
emoji_colette_phew,,sc/ui.sc,emoji_colette_phew,Percenter,,,SPECIAL,EPIC,PHEW,Colette_Hurt_VO,1,,,
emoji_colette_sad,,sc/ui.sc,emoji_colette_sad,Percenter,,,SAD,COMMON,SAD,Colette_Hurt_VO,4,,,
emoji_colette_thanks,,sc/ui.sc,emoji_colette_thanks,Percenter,,,SPECIAL,EPIC,THANKS,Colette_Die_VO,1,,,
emoji_colette_trixie,,sc/ui.sc,emoji_colette_trixie,Percenter,PercenterTrixie,TRUE,SPECIAL,COLLECTORS,DEFAULT,Colette_Start_VO,2,,,
emoji_colette_trixie_angry,,sc/ui.sc,emoji_colette_trixie_angry,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,ANGRY,Colette_Kill_VO,2,,,
emoji_colette_trixie_gg,,sc/ui.sc,emoji_colette_trixie_gg,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,GG,Colette_Lead_VO,0,,,
emoji_colette_trixie_happy,,sc/ui.sc,emoji_colette_trixie_happy,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,HAPPY,Colette_Kill_VO,1,,,
emoji_colette_trixie_phew,,sc/ui.sc,emoji_colette_trixie_phew,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,PHEW,Colette_Hurt_VO,1,,,
emoji_colette_trixie_sad,,sc/ui.sc,emoji_colette_trixie_sad,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,SAD,Colette_Hurt_VO,4,,,
emoji_colette_trixie_special,,sc/ui.sc,emoji_colette_trixie_special,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,SPECIAL,Colette_Lead_VO,1,,,
emoji_colette_trixie_thanks,,sc/ui.sc,emoji_colette_trixie_thanks,Percenter,PercenterTrixie,,SPECIAL,COLLECTORS,THANKS,Colette_Die_VO,1,,,
emoji_amber,,sc/ui.sc,emoji_amber,FireDude,,TRUE,DEFAULT,DEFAULT,DEFAULT,Amber_Start_VO,0,,,
emoji_amber_angry,,sc/ui.sc,emoji_amber_angry,FireDude,,,ANGRY,COMMON,ANGRY,Amber_Hurt_VO,0,,,
emoji_amber_gg,,sc/ui.sc,emoji_amber_gg,FireDude,,,SPECIAL,RARE,GG,Amber_Start_VO,5,,,
emoji_amber_happy,,sc/ui.sc,emoji_amber_happy,FireDude,,,HAPPY,COMMON,HAPPY,Amber_Kill_VO,2,,,
emoji_amber_phew,,sc/ui.sc,emoji_amber_phew,FireDude,,,SPECIAL,EPIC,PHEW,Amber_Hurt_VO,4,,,
emoji_amber_sad,,sc/ui.sc,emoji_amber_sad,FireDude,,,SAD,COMMON,SAD,Amber_Hurt_VO,1,,,
emoji_amber_special,,sc/ui.sc,emoji_amber_special,FireDude,,,SPECIAL,EPIC,SPECIAL,Amber_Ulti_VO,2,,,
emoji_amber_thanks,,sc/ui.sc,emoji_amber_thanks,FireDude,,,SPECIAL,EPIC,THANKS,Amber_Lead_VO,4,,,
emoji_champie,,sc/ui.sc,emoji_champie,,,,HAPPY,COLLECTORS,SPECIAL,,,,WorldFinals,
emoji_champie_angry,,sc/ui.sc,emoji_champie_angry,,,,ANGRY,COLLECTORS,SPECIAL,,,,WorldFinals,
emoji_champie_gg,,sc/ui.sc,emoji_champie_gg,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_champie_happy,,sc/ui.sc,emoji_champie_happy,,,,HAPPY,COLLECTORS,SPECIAL,,,,WorldFinals,
emoji_champie_phew,,sc/ui.sc,emoji_champie_phew,,,,SPECIAL,COLLECTORS,SPECIAL,,,,WorldFinals,
emoji_champie_sad,,sc/ui.sc,emoji_champie_sad,,,,SAD,COLLECTORS,SPECIAL,,,,WorldFinals,
emoji_champie_special,,sc/ui.sc,emoji_champie_special,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_champie_thanks,,sc/ui.sc,emoji_champie_thanks,,,,SPECIAL,COLLECTORS,SPECIAL,,,,,
emoji_rosa_halloween,,sc/ui.sc,emoji_rosa_halloween,Rosa,RosaRosaBrawloween,TRUE,SPECIAL,COLLECTORS,DEFAULT,Rosa_start,1,,RosalloweenChallenge,
,,,,,,,,,,,,,Brawloween,
emoji_rosa_halloween_angry,,sc/ui.sc,emoji_rosa_halloween_angry,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,ANGRY,Rosa_die,1,,Rosalloween,
emoji_rosa_halloween_gg,,sc/ui.sc,emoji_rosa_halloween_gg,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,GG,Rosa_ulti_vo,0,,Rosalloween,
emoji_rosa_halloween_happy,,sc/ui.sc,emoji_rosa_halloween_happy,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,HAPPY,Rosa_kill,0,,Rosalloween,
emoji_rosa_halloween_phew,,sc/ui.sc,emoji_rosa_halloween_phew,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,PHEW,Rosa_hurt,2,,Rosalloween,
emoji_rosa_halloween_sad,,sc/ui.sc,emoji_rosa_halloween_sad,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,SAD,Rosa_die,2,,Rosalloween,
emoji_rosa_halloween_special,,sc/ui.sc,emoji_rosa_halloween_special,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,SPECIAL,Rosa_start,0,,RosalloweenChallenge,
emoji_rosa_halloween_thanks,,sc/ui.sc,emoji_rosa_halloween_thanks,Rosa,RosaRosaBrawloween,,SPECIAL,COLLECTORS,THANKS,Rosa_lead,2,,RosalloweenChallenge,
emoji_lou,,sc/ui.sc,emoji_lou,IceDude,,TRUE,DEFAULT,DEFAULT,DEFAULT,Lou_Start_VO,0,,,
emoji_lou_angry,,sc/ui.sc,emoji_lou_angry,IceDude,,,ANGRY,COMMON,ANGRY,Lou_Hurt_VO,3,,,
emoji_lou_gg,,sc/ui.sc,emoji_lou_gg,IceDude,,,SPECIAL,RARE,GG,Lou_Kill_VO,5,,,
emoji_lou_happy,,sc/ui.sc,emoji_lou_happy,IceDude,,,HAPPY,COMMON,HAPPY,Lou_Kill_VO,0,,,
emoji_lou_king,,sc/ui.sc,emoji_lou_king,IceDude,IceDudeKing,TRUE,SPECIAL,COLLECTORS,DEFAULT,Lou_Start_VO,0,,,
emoji_lou_king_angry,,sc/ui.sc,emoji_lou_king_angry,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,ANGRY,Lou_Hurt_VO,3,,,
emoji_lou_king_gg,,sc/ui.sc,emoji_lou_king_gg,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,GG,Lou_Kill_VO,5,,,
emoji_lou_king_happy,,sc/ui.sc,emoji_lou_king_happy,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,HAPPY,Lou_Kill_VO,0,,,
emoji_lou_king_phew,,sc/ui.sc,emoji_lou_king_phew,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,PHEW,Lou_Hurt_VO,1,,,
emoji_lou_king_sad,,sc/ui.sc,emoji_lou_king_sad,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,SAD,Lou_Die_VO,2,,,
emoji_lou_king_special,,sc/ui.sc,emoji_lou_king_special,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,SPECIAL,Lou_Ulti_VO,4,,,
emoji_lou_king_thanks,,sc/ui.sc,emoji_lou_king_thanks,IceDude,IceDudeKing,,SPECIAL,COLLECTORS,THANKS,Lou_Kill_VO,3,,,
emoji_lou_phew,,sc/ui.sc,emoji_lou_phew,IceDude,,,SPECIAL,EPIC,PHEW,Lou_Hurt_VO,1,,,
emoji_lou_sad,,sc/ui.sc,emoji_lou_sad,IceDude,,,SAD,COMMON,SAD,Lou_Die_VO,2,,,
emoji_lou_special,,sc/ui.sc,emoji_lou_special,IceDude,,,SPECIAL,EPIC,SPECIAL,Lou_Ulti_VO,4,,,
emoji_lou_thanks,,sc/ui.sc,emoji_lou_thanks,IceDude,,,SPECIAL,EPIC,THANKS,Lou_Kill_VO,3,,,
emoji_nani_special,,sc/ui.sc,emoji_nani_special,Controller,,,SPECIAL,EPIC,SPECIAL,Nani_Kill_VO,0,,,
emoji_brawlmas,,sc/ui.sc,emoji_brawlmas,,,,HAPPY,COLLECTORS,SPECIAL,,,,BrawlMasPack,
emoji_brawlmas_angry,,sc/ui.sc,emoji_brawlmas_angry,,,,ANGRY,COLLECTORS,SPECIAL,,,,BrawlMasGift,
emoji_brawlmas_gg,,sc/ui.sc,emoji_brawlmas_gg,,,,SPECIAL,COLLECTORS,SPECIAL,,,,BrawlMasPack,
emoji_brawlmas_happy,,sc/ui.sc,emoji_brawlmas_happy,,,,HAPPY,COLLECTORS,SPECIAL,,,,BrawlMasGift,
emoji_brawlmas_phew,,sc/ui.sc,emoji_brawlmas_phew,,,,SPECIAL,COLLECTORS,SPECIAL,,,,BrawlMasPack,
emoji_brawlmas_sad,,sc/ui.sc,emoji_brawlmas_sad,,,,SAD,COLLECTORS,SPECIAL,,,,BrawlMasGift,
emoji_brawlmas_special,,sc/ui.sc,emoji_brawlmas_special,,,,SPECIAL,COLLECTORS,SPECIAL,,,,BrawlMasPack,
emoji_brawlmas_thanks,,sc/ui.sc,emoji_brawlmas_thanks,,,,SPECIAL,COLLECTORS,SPECIAL,,,,BrawlMasPack,
emoji_edgar,,sc/ui.sc,emoji_edgar,Enrager,,TRUE,DEFAULT,DEFAULT,DEFAULT,Edgar_Start_VO,4,,,
emoji_edgar_angry,,sc/ui.sc,emoji_edgar_angry,Enrager,,,ANGRY,COMMON,ANGRY,Edgar_Die_VO,0,,,
emoji_edgar_gg,,sc/ui.sc,emoji_edgar_gg,Enrager,,,SPECIAL,RARE,GG,Edgar_Kill_VO,1,,,
emoji_edgar_happy,,sc/ui.sc,emoji_edgar_happy,Enrager,,,HAPPY,COMMON,HAPPY,Edgar_Kill_VO,0,,,
emoji_edgar_phew,,sc/ui.sc,emoji_edgar_phew,Enrager,,,SPECIAL,EPIC,PHEW,Edgar_Die_VO,1,,,
emoji_edgar_sad,,sc/ui.sc,emoji_edgar_sad,Enrager,,,SAD,COMMON,SAD,Edgar_Hurt_VO,0,,,
emoji_edgar_special,,sc/ui.sc,emoji_edgar_special,Enrager,,,SPECIAL,EPIC,SPECIAL,Edgar_Lead_VO,1,,,
emoji_edgar_thanks,,sc/ui.sc,emoji_edgar_thanks,Enrager,,,SPECIAL,EPIC,THANKS,Edgar_Lead_VO,3,,,
emoji_byron,,sc/ui.sc,emoji_byron,SnakeOil,,TRUE,DEFAULT,DEFAULT,DEFAULT,Snakeoil_Start_VO,0,,,
emoji_byron_angry,,sc/ui.sc,emoji_byron_angry,SnakeOil,,,ANGRY,COMMON,ANGRY,Snakeoil_Hurt_VO,1,,,
emoji_byron_gg,,sc/ui.sc,emoji_byron_gg,SnakeOil,,,SPECIAL,RARE,GG,Snakeoil_Start_VO,3,,,
emoji_byron_happy,,sc/ui.sc,emoji_byron_happy,SnakeOil,,,HAPPY,COMMON,HAPPY,Snakeoil_Lead_VO,2,,,
emoji_byron_phew,,sc/ui.sc,emoji_byron_phew,SnakeOil,,,SPECIAL,EPIC,PHEW,Snakeoil_Die_VO,2,,,
emoji_byron_sad,,sc/ui.sc,emoji_byron_sad,SnakeOil,,,SAD,COMMON,SAD,Snakeoil_Die_VO,3,,,
emoji_byron_special,,sc/ui.sc,emoji_byron_special,SnakeOil,,,SPECIAL,EPIC,SPECIAL,Snakeoil_Ulti_VO,1,,,
emoji_byron_thanks,,sc/ui.sc,emoji_byron_thanks,SnakeOil,,,SPECIAL,EPIC,THANKS,Snakeoil_Start_VO,4,,,
emoji_ruffs,,sc/ui.sc,emoji_ruffs,Ruffs,,TRUE,DEFAULT,DEFAULT,DEFAULT,Ruff_Start_VO,3,,,
emoji_ruffs_angry,,sc/ui.sc,emoji_ruffs_angry,Ruffs,,,ANGRY,COMMON,ANGRY,Ruff_Hurt_VO,5,,,
emoji_ruffs_gg,,sc/ui.sc,emoji_ruffs_gg,Ruffs,,,SPECIAL,RARE,GG,Ruff_Lead_VO,2,,,
emoji_ruffs_happy,,sc/ui.sc,emoji_ruffs_happy,Ruffs,,,HAPPY,COMMON,HAPPY,Ruff_Kill_VO,5,,,
