"TID","CNT"
"TID_TEAM_ERROR_5","小隊代碼無效，請檢查該代碼是否正確。"
"TID_TEAM_ERROR_6","無法找到指定的小隊。"
"TID_TEAM_ERROR_7","加入失敗，你無法加入你被踢出過的小隊。"
"TID_TEAM_ERROR_8","請檢查人員分配，每方人數不能超過3人。"
"TID_TEAM_ERROR_10","創建失敗，你已加入了一個小隊。"
"TID_TEAM_ERROR_11","創建失敗，活動已結束。"
"TID_TEAM_ERROR_12","加入失敗，小隊已解散。"
"TID_TEAM_ERROR_14","創建失敗，該活動不支持組隊遊戲。"
"TID_TEAM_ERROR_15","加入失敗，該小隊不在你所處的地區。"
"TID_TEAM_ERROR_17","無法開始遊戲，不允許使用相同的英雄。"
"TID_TEAM_ERROR_18","無法開始遊戲，系統即將進行維護。"
"TID_TEAM_ERROR_19","小隊創建者在線時不能將其踢出。"
"TID_TEAM_ERROR_20","無法更換地圖，該地圖玩家數量過多。"
"TID_TEAM_ERROR_21","無法開始遊戲，入場券不足。"
"TID_TEAM_ERROR_22","無法更換地圖，玩家數量過多。"
"TID_TEAM_ERROR_24","邀請失敗，未找到好友。"
"TID_TEAM_ERROR_25","邀請失敗，小隊已滿。"
"TID_TEAM_ERROR_26","邀請被拒絕"
"TID_TEAM_ERROR_27","邀請失敗，該玩家目前不接受邀請。"
"TID_TEAM_ERROR_28","邀請失敗，玩家已下線。"
"TID_TEAM_ERROR_29","邀請失敗，玩家已在其他小隊中。"
"TID_TEAM_ERROR_30","無法開始遊戲，還有邀請等待答覆。"
"TID_TEAM_ERROR_31","無法更換活動，還有邀請等待答覆。"
"TID_TEAM_ERROR_32","小隊成員太多，無法開始該模式。"
"TID_TEAM_ERROR_33","該模式不支持以小隊進行"
"TID_TEAM_ERROR_34","你已經擊敗最終首領"
"TID_TEAM_ERROR_40","小隊請求正在等待答覆"
"TID_TEAM_ERROR_41","小隊請求被拒絕"
"TID_TEAM_ERROR_42","小隊請求發送失敗，無法找到目標小隊。"
"TID_TEAM_ERROR_43","小隊請求發送失敗，對方已不在小隊中。"
"TID_TEAM_ERROR_44","小隊請求發送失敗，對方已下線。"
"TID_TEAM_ERROR_45","小隊請求發送失敗，小隊已滿。"
"TID_TEAM_ERROR_46","無法發送小隊請求，你已被對方封鎖。"
"TID_TEAM_ERROR_47","小隊請求發送失敗，只有友誼賽創建者能接受其他人加入小隊的請求。"
"TID_TEAM_ERROR_48","對方已封鎖所有小隊邀請"
"TID_TEAM_ERROR_102","無法建立小隊，你發出的小隊邀請仍在等待處理。"
"TID_SELECT_LOCATION_TITLE","選擇地圖"
"TID_SELECT_LOCATION_LOCATIONS","友誼賽"
"TID_SELECT_LOCATION_EVENTS","排位賽"
"TID_TEAM_SEARCH_INVALID_CODE","小隊代碼無效，請檢查該代碼是否正確。"
"TID_TEAM_LEAVE","退出"
"TID_TEAM_JOIN","加入小隊"
"TID_TEAM_READY_BUTTON_LABEL","準備就緒"
"TID_TEAM_CANCEL_READY","取消"
"TID_TEAM_QUIT","退出"
"TID_TEAM_TEAMCODE","小隊代碼"
"TID_TEAM_TEAMCODE_DESC","你的好友可以使用該代碼加入這個小隊"
"TID_TEAM_WAITING_FOR_PLAYER","使用小隊代碼邀請"
"TID_TEAM_NO_MEMBER","電腦"
"TID_TEAM_NO_MEMBER_INVITE","邀請"
"TID_TEAMCREATE_EVENT","地圖"
"TID_TEAM_KICK","踢出"
"TID_TEAM_PROFILE","個人資料"
"TID_TEAM_SWAP","更換小隊"
"TID_TEAM_SWAP_HERE","更換至此處"
"TID_TEAM_CREATOR_ONLY_FEATURE","僅小隊創建者可用"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","僅小隊創建者可更改活動"
"TID_TEAM_PROFILE_BLOCKED","準備就緒後無法查看"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","準備就緒後無法使用"
"TID_TEAM_PRACTISE_BUTTON_LABEL","練習"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","對抗電腦"
"TID_TEAM_LOOT_UNLOCKS","獎勵"
"TID_BONUS_REWARD","3勝額外獎勵："
"TID_BONUS_REWARD_COLLECTED","額外獎勵已領取"
"TID_INFO_SERVER_ERROR_TITLE","伺服器錯誤"
"TID_INFO_SERVER_ERROR_BUTTON","重新載入遊戲"
"TID_RARITY_NAME_0","榮耀之路"
"TID_RARITY_NAME_1","稀有"
"TID_RARITY_NAME_2","超稀有"
"TID_RARITY_NAME_3","史詩"
"TID_RARITY_NAME_4","神話"
"TID_RARITY_NAME_5","傳奇"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","RANK提升！"
"TID_RANK_UP_POPUP_REWARD_BONUS","RANK提升獎勵"
"TID_RANK_UP_POPUP_RANK","RANK <RANK>"
"TID_NAME_FAILED_TOO_SHORT","名稱太短！"
"TID_NAME_FAILED_PROFANITIES","名稱不符合要求！"
"TID_NAME_FAILED","名稱不符合要求！"
"TID_EVENT_STARTED","新的<GAMEMODE>地圖已開放！快來贏取新的獎勵吧！"
"TID_SELECT_HERO_INFO_1","<cFF8000>玩家對抗玩家</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>玩家對抗電腦</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>單人電腦模式</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>玩家對抗玩家</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>單人電腦模式</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>在友誼賽中，所有英雄皆為滿級</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","接收能量點數"
"TID_SELECT_HERO_POW_INFO_TITLE","能量點數獎勵"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","購買能量點數"
"TID_SELECT_HERO_POW_INFO_BODY","請指定接收能量點數的英雄"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","該英雄的能量點數已達上限"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","確認購買"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","將能量點數賦予<HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","確認獎勵"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","將能量點數賦予<HERO>"
"TID_NAVI_1","商店"
"TID_NAVI_2","新聞"
"TID_NAVI_3","對戰"
"TID_NAVI_4","英雄"
"TID_NAVI_5","戰隊"
"TID_NAVI_6","個人資料"
"TID_NAVI_7","好友"
"TID_LEADERBOARD_TITLE","排行榜"
"TID_LEADERBOARD_TAB_TOTAL","總獎盃數"
"TID_LEADERBOARD_TAB_HEROES","英雄"
"TID_LEADERBOARD_TAB_CLANS","戰隊"
"TID_LEADERBOARD_TAB_FRIENDS","好友"
"TID_LEADERBOARD_SUBTITLE_1","最強玩家"
"TID_LEADERBOARD_SUBTITLE_2","最強戰隊"
"TID_LEADERBOARD_SUBTITLE_0","最強<HERO>玩家"
"TID_BATTLE_MAIN_NEXT_REWARD","下個獎勵：<VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","新地圖：<TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","已收集<VALUE>"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","收集100枚代幣即可獲得一個亂鬥寶箱！"
"TID_GATCHA_INFO","<c0000ff>亂鬥寶箱</c>\n\n打開亂鬥寶箱有機會獲得英雄、能量點數、金幣或雙倍代幣加成。"
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","生命值"
"TID_HERO_INFO_ABILITY","普通攻擊：<NAME>"
"TID_HERO_INFO_ULTI","超級技能：<NAME>"
"TID_HERO_INFO_BACK","返回"
"TID_HERO_INFO_UPGRADE","升級"
"TID_HERO_INFO_ABILITY_LEVEL","等級 <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","購買英雄"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","從亂鬥寶箱和商店中收集能量點數，解鎖更高等級。"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","能力之星現在可從亂鬥寶箱中開出"
"TID_HERO_INFO_STAR_POWER_BLOCKED","戰力等級達到<LEVEL>級後，可從亂鬥寶箱中開出能力之星。你可以從獲得的能力之星中選擇一種，讓<HERONAME>變得更強大！"
"TID_HERO_INFO_STAR_POWER_LABEL","能力之星：<NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","配對失敗：活動已結束"
"TID_MATCHMAKE_FAILED_7","配對失敗：有隊友中斷連線"
"TID_MATCHMAKE_FAILED_9","配對失敗：維護即將開始"
"TID_MATCHMAKE_FAILED_11","配對失敗：有隊友離開配對"
"TID_MATCHMAKE_FAILED_12","配對失敗：你已擊敗最終首領"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","藍隊即將獲勝："
"TID_ENEMY_TEAM_WINNING","紅隊即將獲勝："
"TID_OWN_TEAM","藍隊"
"TID_ENEMY_TEAM","紅隊"
"TID_COUNTDOWN","倒數計時"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","英雄"
"TID_HERO_LIST_DO_GATCHA","購買亂鬥寶箱"
"TID_HERO_TIME_UNTIL_RELEASE","<TIME>後推出"
"TID_HERO_LIST_COMING_UP","該英雄推出後即可查看更多資訊"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","<TIME>後推出"
"TID_SKIN_INFO_","Supercell ID獎勵造型"
"TID_SKIN_INFO_1","《荒野亂鬥》上線獎勵！\n\n在2019年之前創建帳號即可獲得"
"TID_SKIN_INFO_2","在設定介面綁定Supercell ID即可獲得該造型！"
"TID_SKIN_INFO_3_TEASER","即將推出..."
"TID_SKIN_INFO_3_AVAILABLE","\n限時購買"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\n目前無法購買"
"TID_SKIN_INFO_3_HERO_NEEDED","\n購買該造型需先解鎖英雄"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","使用聖誕節造型，共度亂鬥聖誕節！"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","亂鬥聖誕節造型"
"TID_SKIN_INFO_LEGENDARY","星徽造型"
"TID_LEGENDARY_TROPHIES","星徽點數"
"TID_SKIN_REWARD_TITLE_1","造型獎勵"
"TID_SKIN_REWARD_INFO_1","你已解鎖新造型！感謝你在2018年暢玩《荒野亂鬥》"
"TID_SKIN_REWARD_TITLE_2","造型獎勵"
"TID_SKIN_REWARD_INFO_2","遊戲進度已成功綁定至Supercell ID，已為你解鎖新造型作為獎勵。"
"TID_SKIN_REWARD_OK","領取"
"TID_HERO_REWARD_TITLE_1","玩家支援團隊訊息"
"TID_HERO_REWARD_INFO_1","你收到《荒野亂鬥》玩家支援團隊補償的新英雄"
"TID_SKIN_REWARD_TITLE_0","玩家支援團隊訊息"
"TID_SKIN_REWARD_INFO_0","你收到《荒野亂鬥》玩家支援團隊補償的新造型"
"TID_SKIN_REWARD_TITLE_3","玩家支援團隊訊息"
"TID_SKIN_REWARD_INFO_3","你收到《荒野亂鬥》玩家支援團隊補償的新造型"
"TID_REWARD_TITLE","玩家支援團隊訊息"
"TID_REWARD_INFO","你收到《荒野亂鬥》玩家支援團隊補償的物品，記得領取唷！"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","已領取<AMOUNT>枚星徽代幣"
"TID_REWARD_INFO_RESOURCE_GOLD","已領取<AMOUNT>枚代幣"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","已領取<AMOUNT>星徽點數"
"TID_REWARD_OK","領取"
"TID_HERO_REWARD_OK","領取"
"TID_RANK_POPUP_TITLE","榮耀之路"
"TID_RANK_POPUP_NEXT_GOAL","下個目標"
"TID_RANK_POPUP_COLLECT","收集"
"TID_RANK_POPUP_SEASON_END_REWARD","賽季獎勵"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>你的賽季獎勵</c>"
"TID_RANK_POPUP_TOTAL_INFO","贏取獎盃，解鎖獎勵，進入新的聯賽！\n你的總獎盃數是每個英雄的獎盃數之加總。"
"TID_RANK_POPUP_SEASON_END_TITLE","離賽季結束還有"
"TID_RANK_POPUP_SEASON_END_INFO","賽季結束時，所有獎盃數超過<DECAYSTART>的英雄都將被扣除一部分獎盃，同時獲得星徽點數，可在商店中使用。"
"TID_RANK_POPUP_HILITE_CAPTION_3","解鎖：<HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","新活動：<NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","超級寶箱"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","特別活動"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","每日活動"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","入場券活動"
"TID_RANK_INFO_POPUP_TITLE","獎盃資訊"
"TID_RANK_INFO_POPUP_SEASON_REWARDS","賽季結束星徽點數獎勵"
"TID_RANK_INFO_POPUP_LABEL_TROPHIES","獎盃數"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","星徽點數獎勵"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","賽季結束獎盃數"
"TID_DAILY_COINS_COLLECTED","已收集"
"TID_TEAM_BATTLE","創建"
"TID_TEAM_UNREADY","尚未就緒"
"TID_TEAM_WAITING_WHILE_READY","你已準備就緒！\n等待其他玩家。"
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME>英雄</c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","太棒了！"
"TID_GATCHA_SCREEN_TAP","點我！點我！"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","活動入場券"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","額外獎勵！"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","距離結束還有<TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","距離開始還有<TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","雙倍代幣加成"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","從對戰中獲得的代幣數量加倍！"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","金幣"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","金幣可用來升級英雄"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","寶石"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","寶石可用於購買商店中的寶箱、英雄造型或其他物品。"
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","能量點數"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","已解鎖升級！"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","可升級！"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","額外獎勵"
"TID_NAVI_BLOCKED_1","準備就緒時無法切換頁面！"
"LEG_TRO_MIG_INFO_SHORT","獲得了<AMOUNT><cff00ff>星徽點數</c>！"
"TID_LEG_TRO_MIG_POPUP_OK","確定"
"TID_LEG_TRO_MIG_POPUP_CLAIM","領取"
"TID_LEG_TRO_MIG_POPUP_TITLE","隆重推出：<cff00ff>星徽點數</c>"
"TID_LEG_TRO_MIG_INFO","《荒野亂鬥》全新內容：星徽點數！將英雄獎盃數升至500盃後，您就有機會獲得星徽點數。每個賽季結束時，所有獎盃數超過500盃的英雄，其超出的獎盃將有一部分會轉化為星徽點數。\n\n您也可以透過提升英雄Rank獲得星徽點數。由於您先前已提升過英雄Rank，因此獲得了<AMOUNT>星徽點數！"
"TID_TEAM_MEMBER_INFO_READY","<NAME>正在等待其他玩家準備就緒"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME>尚未準備就緒"
"TID_TEAM_MEMBER_INFO_SELF_READY","準備就緒時無法更換英雄！"
"TID_TEAM_CHANGE_EVENT_BLOCKED","準備就緒時無法更換活動！"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","準備就緒時無法更改！"
"TID_TEAM_GATCHA_BLOCKED","準備就緒時無法打開寶箱！"
"TID_TEAM_NO_MEMBER_INFO","只有小隊創建者能發送小隊邀請"
"TID_TEAM_INFO_TEAM_CODE","將該代碼分享給好友，邀請他們加入你的小隊！\n\n再次點擊以複製至剪貼簿。"
"TID_FREEZER","凍結者"
"TID_GAME_OVER","對戰結束"
"TID_LEVEL","等級<LVL>"
"TID_PLAYERS_IN_MM","有玩家正在配對中！"
"TID_ONLINE_INFO","線上玩家：<ONLINE> 配對中：<MATCHMAKE> 對戰中：<BATTLES>"
"TID_INPUT_NAME","在這輸入你的名稱"
"TID_LEADERBOARD_YOUR_SCORE","你的分數"
"TID_LEADERBOARD_YOUR_RANK","你的排名"
"TID_LEADERBOARD_HIGHEST_SCORE","你的最高分數"
"TID_LEADERBOARD_LOCAL","本地 (<COUNTRY>)"
"TID_REGION_0","全球"
"TID_REGION_1","亞洲"
"TID_SET_REGION_RESULT_0","地區已成功切換至<REGION>"
"TID_SET_REGION_RESULT_1","地區切換失敗，你需要退出戰隊才能切換地區。"
"TID_SET_REGION_RESULT_2","地區切換失敗，你需要退出小隊才能切換地區。"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","水晶爭奪戰"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","收集並守住10顆寶石！"
"TID_BATTLE_END_MY_TEAM","己方小隊"
"TID_BATTLE_END_ENEMY_TEAM","敵方小隊"
"TID_BACK","返回"
"TID_NOT_ENOUGH_GOLD","金幣不足，打開亂鬥寶箱可獲得金幣"
"TID_UNLOCK_SKIN_ERROR_1","寶石不足"
"TID_EXPERIENCE_LEVEL","經驗等級"
"TID_BOT_1","電腦1"
"TID_BOT_2","電腦2"
"TID_BOT_3","電腦3"
"TID_BOT_4","電腦4"
"TID_BOT_5","電腦5"
"TID_BOT_6","電腦6"
"TID_BOT_7","電腦7"
"TID_BOT_8","電腦8"
"TID_BOT_9","電腦9"
"TID_CRAFT_HERO_TITLE","購買英雄"
"TID_CRAFT_HERO_BUTTON_LABEL","購買"
"TID_UNLOCK_SKIN_TITLE","購買造型"
"TID_SKIN_COMING_SOON","造型還不能使用"
"TID_UNLOCK_SKIN_BUTTON_LABEL","購買"
"TID_HERO_LIST_TOTAL_TROPHIES","總獎盃數"
"TID_TOP_TOOL_TIP_1","<c00ccff>代幣</c>可用於打開亂鬥寶箱。\n\n代幣可以透過活動刷新和進行對戰獲得。"
"TID_TOP_TOOL_TIP_3","<c0ed12d>寶石</c>可用於購買商店中的寶箱、英雄造型或其他物品。\n\n寶石可以從亂鬥寶箱中開出，也可以使用真實貨幣在商店中購買。"
"TID_TOP_TOOL_TIP_2","<cff8E1b>金幣</c>可用於升級英雄。\n\n金幣可以從亂鬥寶箱中開出。"
"TID_TOP_TOOL_TIP_4","<cff0000>活動入場券</c>可用於參加入場券活動。\n\n活動入場券可以從亂鬥寶箱中開出。"
"TID_TOP_TOOL_TIP_5","<cff00ff>星徽點數</c>可用於購買商店中的專屬物品。\n\n星徽點數可在賽季結束結算時獲得。此外，將英雄Rank升至10級，及之後每提升5級均可獲得星徽點數。"
"TID_GAME_MODE_0","寶石爭奪戰"
"TID_GAME_MODE_0_DESC","收集從地圖中心冒出的寶石，或是解決對手再搶走他們的！收集10顆寶石並堅持到倒數計時結束即可贏得對戰！"
"TID_GAME_MODE_2","金庫攻防戰"
"TID_GAME_MODE_2_DESC","保護自己的金庫，並試著攻擊敵方的金庫！率先摧毀敵方金庫的一方獲勝。\n\n對戰時間結束時，對敵方金庫造成較多傷害的一方贏得對戰。"
"TID_GAME_MODE_3","搶星大作戰"
"TID_GAME_MODE_3_DESC","擊敗敵方英雄，為自己的小隊贏得賞金之星。你每擊敗一名敵方英雄，頭頂的賞金之星就會增加1顆，最多7顆。保護好你的賞金之星，別讓敵人搶走了！\n\n對戰時間結束時，獲得較多賞金之星的一方贏得對戰。"
"TID_GAME_MODE_6","單人荒野生死鬥"
"TID_GAME_MODE_6_COMBINED","荒野生死鬥"
"TID_GAME_MODE_6_DESC","擊敗其他9名玩家並成為最後的生還者，非常時刻必須使用非常手段，畢竟你只有一條命。"
"TID_GAME_MODE_6_DESC_COMBINED","擊敗其他玩家，成為最後生還者。可以選擇單人和雙人兩種模式。"
"TID_GAME_MODE_5","亂鬥足球"
"TID_GAME_MODE_5_DESC","將球射入敵方小隊的球門即可得分！當時間終止或任一小隊先取得兩分時對戰結束。"
"TID_GAME_MODE_3_OG","奪星殲滅戰"
"TID_GAME_MODE_3_OG_DESC","擊敗敵方英雄，為自己的小隊贏得賞金之星。你每擊敗一名敵方英雄，頭頂的賞金之星就會增加1顆，最多7顆。保護好你的賞金之星，別讓敵人搶走了！\n\n對戰時間結束時，獲得較多賞金之星的一方贏得對戰。"
"TID_GAME_MODE_11","機甲攻堅戰"
"TID_GAME_MODE_11_DESC","不斷組織進攻，摧毀對手的多功能炮台！你的小隊也有一座多功能炮台，只要為其提供螺栓，它就能製造出強大的攻堅機甲為你衝鋒陷陣。螺栓會隨機出現在地圖的中間區域，拾取螺栓後，只要在幾秒內保護它不被敵人搶走，你的多功能炮台就會獲得該螺栓。\n\n每局對戰最多可進行3波機甲進攻。每波進攻開始時，擁有螺栓數較多的一方將製造一個攻堅機甲，而擁有的螺栓越多，製造的機甲就越強大。\n小心，多功能炮台發射的炮彈威力巨大，沒有攻堅機甲的掩護請不要輕易靠近。"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","星徽代幣"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","RANK提升"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","等級提升"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","勝利"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","戰敗"
"TID_BATTLE_END_GAIN_LABEL_DRAW","平局"
"TID_BATTLE_END_GAIN_LABEL_MVP","MVP"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","排名分數"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","時間獎勵"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","剩餘代幣："
"TID_BATTLE_END_GAIN_LABEL_1VS5_BOSS","時間獎勵"
"TID_BATTLE_END_GAIN_LABEL_1VS5_TEAM","時間獎勵"
"TID_BATTLE_END_COIN_REWARDS","代幣獎勵"
"TID_BATTLE_END_MVP","MVP"
"TID_BATTLE_END_DEFEAT_INFO","下一場會更好！"
"TID_TUTORIAL_1","嗨，我是雪莉！我們一起來收集這些<ce662f9>寶石</c>吧！用左手拇指<c0066ff>拖動藍色搖桿</c>，我就會向對應的方向移動。"
"TID_TUTORIAL_2","把散落的<ce662f9>寶石</c>撿起來！這些都是我的！"
"TID_TUTORIAL_3","機甲來襲！<ccc0033>拖動</c>右手邊的<ccc0033>紅色搖桿</c>瞄準，鬆開搖桿即可開火。消滅這些機甲！"
"TID_TUTORIAL_GOOD_JOB_1","幹得好！"
"TID_TUTORIAL_5","更多敵人出現了！你可以<ccc0033>點擊紅色搖桿</c>，直接朝最近的目標射擊。消滅那些機甲！"
"TID_TUTORIAL_6","現在使用超級技能攻擊牆後的首領！<cff9900>拖動黃色搖桿</c>以瞄準，鬆開即可發射超級技能！"
"TID_TUTORIAL_555","做得不錯，繼續前進！"
"TID_TUTORIAL_7","漂亮！我們拿到<ce662f9>寶石</c>，現在往出口前進！"
"TID_TUTORIAL_8","擊中敵人可以為超級技能蓄能。使用<cff9900>黃色搖桿</c>來發射超級技能攻擊敵人！"
"TID_TUTORIAL_9","你真是天生的亂鬥英雄！\n現在就去大展身手吧！"
"TID_TUTORIAL_10","命中敵人會為你的超級技能蓄能。我的超級技能已準備就緒！\n點擊超級技能按鈕！"
"TID_TUTORIAL_11","這些<cff6633>橙色能量條</c>代表你可擊發的次數。我會盡快裝填彈藥！"
"TID_FIGHT_TUTORIAL","對戰"
"TID_HERO_SCORE_INFO","透過使用該英雄對抗其他玩家並獲得勝利，為該英雄收集獎盃。\n\n達到<PROGRESS>獎盃即可提升Rank，並獲得<COINS>枚代幣。"
"TID_HERO_SCORE_INFO_LEG_TROS","使用該英雄對抗其他玩家並獲勝可為該英雄收集獎盃。\n\n達到<PROGRESS>獎盃即可提升Rank，並獲得<COINS>枚代幣和<cff00ff><LEGTROS>星徽點數</c>"
"TID_HERO_SCORE_INFO_MAXED","你的Rank已升至最高。\n\n"
"TID_XP_INFO_ME","你的經驗等級。\n\n可以透過對戰獲得經驗值。再獲得<REMPROGRESS>經驗值可升至<LEVEL>級並獲得<COINS>枚代幣。"
"TID_XP_INFO_OTHER","該玩家的經驗等級"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","進行一場練習即可解鎖正式對戰"
"TID_SOCIAL_TAB_CLANS","戰隊"
"TID_SOCIAL_TAB_FRIENDS","好友"
"TID_FRIEND_STATUS_YOU","<EMPTY>"
"TID_FRIEND_STATUS_OFFLINE","<EMPTY>"
"TID_FRIEND_STATUS_BATTLE","<cffffff>對戰中</c>，已開始<TIME>"
"TID_FRIEND_STATUS_BATTLE_END_SCREEN","<cffffff>結算頁面</c>"
"TID_FRIEND_STATUS_SPECTATING","<cffffff>觀戰中</c>"
"TID_FRIEND_STATUS_PRACTICING","<cffffff>練習中</c>"
"TID_FRIEND_STATUS_MATCHMAKE","<cffffff>配對中</c>"
"TID_FRIEND_STATUS_HOME_AD_FULL","<cffffff>小隊內</c>"
"TID_FRIEND_STATUS_HOME_WITH_AD","<cffffff>小隊內</c>"
"TID_FRIEND_STATUS_HOME_IN_GAMEROOM","<cffffff>小隊內</c>"
"TID_FRIEND_STATUS_BATTLE_NO_TIME","<cffffff>對戰中</c>"
"TID_FRIEND_STATUS_MENUS","上線中"
"TID_FRIEND_STATUS_HOME_NO_GAMEROOM","<EMPTY>"
"TID_ONLINE_FRIENDS_POPUP_TITLE_INVITE","組隊！"
"TID_ONLINE_FRIENDS_POPUP_TITLE","在線玩家"
"TID_ONLINE_FRIENDS_POPUP_NO_ONLINE_FRIENDS","無好友或戰隊隊員在線上"
"TID_ONLINE_FRIENDS_POPUP_NO_FRIENDS","沒有可邀請的好友或戰隊隊員。最近有沒有遇到很棒的隊友呢？快把他們加為好友吧！"
"TID_CLAN_CREATE_BUTTON","創建"
"TID_CLAN_SAVE_BUTTON","保存"
"TID_CLAN_CREATE_TITLE","創建新的戰隊"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","最後上線：<cf7f7f7><less_than_h_ago></c>"
"TID_LESS_THAN_H_AGO","1小時內"
