"TID","TH"
"TID_SETTINGS_MUSIC","ดนตรี"
"TID_SETTINGS_SFX","เสียงเอฟเฟ็กต์"
"TID_SETTINGS_OFF","ปิด"
"TID_SETTINGS_ON","เปิด"
"TID_SETTINGS_LANGUAGE","ภาษา"
"TID_ACCOUNT","อุปกรณ์"
"TID_LINK_DEVICE_BUTTON","เชื่อมโยงอุปกรณ์"
"TID_SETTINGS_FACEBOOK","เพื่อน"
"TID_CHANGE_NAME_BUTTON","เปลี่ยนชื่อ"
"TID_CREDITS_BUTTON","เครดิต"
"TID_PRIVACY_POLICY_BUTTON","นโยบายความเป็นส่วนตัว"
"TID_PARENTS_GUIDE_BUTTON","คำแนะนำผู้ปกครอง"
"TID_MULTIDEVICE_INFO","ลงชื่อเข้าใช้บัญชี Game Center ของท่านเพื่อรักษาความคืบหน้าของท่าน และเพื่อเล่นบนอุปกรณ์ iOS มากกว่าหนึ่งเครื่อง"
"TID_SETTINGS_GOOGLE","ลงชื่อเข้าใช้ Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","เชื่อมต่อแล้ว"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","เชื่อมต่อ"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED_UP","เชื่อมต่อแล้ว"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED_UP","เชื่อมต่อ"
"TID_FAQ_BUTTON","ความช่วยเหลือและการสนับสนุน"
"TID_ABOUT_TERMS","การใช้งานซอฟต์แวร์นี้ทั้งหมดขึ้นอยู่กับข้อกำหนดและเงื่อนไข และนโยบายความเป็นส่วนตัว ณ www.supercell.com"
"TID_ABOUT","เครดิต\n\n<names>\n\nBrawl Stars ™ <version>\nลิขสิทธิ์ถูกต้อง 2016-2025 Supercell Ltd. สงวนลิขสิทธิ์\n<extracopyright>\n<terms>"
"TID_IAP_TRANSACTION_PENDING","กรุณารอ ธุรกรรมอยู่ระหว่างรอการดำเนินการ"
"TID_IAP_DELIVERY_PENDING","กรุณารอ การชำระเงินเสร็จสิ้น กำลังดำเนินการจัดส่งสินค้า"
"TID_RATE_APP_TITLE","ให้คะแนน Brawl Stars"
"TID_RATE_APP_MESSAGE","กรุณาให้คะแนนหรือรีวิว Brawl Stars ที่ App Store เพื่อให้ผลตอบรับอันมีค่ายิ่งแก่เรา!"
"TID_BUTTON_RATE_APP_LATER","ภายหลัง"
"TID_BUTTON_RATE_APP_REVIEW","รีวิว"
"TID_BUTTON_RATE_APP_NEVER","ไม่รีวิว"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","การปลดล็อคบัญชีไม่สามารถใช้งานได้"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","การปลดล็อคบัญชีไม่สามารถใช้งานได้ในขณะนี้ โปรดลองอีกครั้งในภายหลัง!"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","ลองใหม่อีกครั้ง"
"TID_ACCOUNT_LOCKED_INVALID_CODE","รหัสปลดล็อคไม่ถูกต้อง!"
"TID_ACCOUNT_LOCKED_TITLE","บัญชีถูกล็อค"
"TID_ACCONT_LOCKED_TEXT","บัญชีของคุณถูกล็อคเนื่องจากเหตุผลด้านความปลอดภัย ติดต่อฝ่ายสนับสนุนเพื่อกู้บัญชีของคุณคืน"
"TID_ACCOUNT_LOCKED_TEXT2","ป้อนรหัสปลดล็อคที่นี่:"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","แตะเพื่อยืนยัน"
"TID_NOT_ENOUGH_GEMS_TITLE","อัญมณีไม่เพียงพอ"
"TID_NOT_ENOUGH_GEMS_INFO","\n\nอัญมณีของคุณหมดแล้ว ไปยังร้านค้าเพื่อซื้อเพิ่ม!"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","ไปยังร้านค้า"
"TID_NOT_ENOUGH_CHROMATIC_COINS","มีเครดิตโครม่าไม่เพียงพอ"
"TID_COIN_DOUBLER_TITLE","ซื้อตัวคูณค่าประสบการณ์"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","เพิ่มตัวคูณค่าประสบการณ์"
"TID_COIN_DOUBLER_INFO","เพิ่มค่าประสบการณ์ Brawl Pass <c2edd1b><AMOUNT></c> หน่วยถัดไปที่คุณได้รับจากการต่อสู้เป็นสองเท่า"
"TID_COIN_DOUBLER_INFO_WITH_COINS","เพิ่มตัวคูณค่าประสบการณ์ <c2edd1b><AMOUNT></c> หน่วย\n\nตัวคูณค่าประสบการณ์จะเพิ่มค่าประสบการณ์ Brawl Pass ที่คุณได้รับจากการต่อสู้เป็นสองเท่า"
"TID_GEM_PRICE_OK","<COST>"
"TID_GEM_PRICE_WARN","<COST>"
"TID_STAT_PER_DYNAMITE","ความเสียหายต่อไดนาไมต์"
"TID_STARS_1","ระวัง: คุณมี<ce662f9>อัญมณี</c>หนึ่งเม็ด!"
"TID_STARS_2","ระวัง: คุณมี<ce662f9>อัญมณี</c>หลายเม็ด!"
"TID_STARS_3","ระวัง: คุณมี<ce662f9>อัญมณี</c>จำนวนมาก!"
"TID_STARS_4","ระวัง: คุณมี<ce662f9>อัญมณี</c>มหาศาล!"
"TID_GATCHA_BUTTON_TITLE","กล่องบรอว์"
"TID_1ST_WIN_CHEST_BUTTON_TITLE","กล่องใหญ่"
"TID_EVENT_LOCKED","ล็อคอยู่"
"TID_SPECIAL_EVENT_TITLE_TOP","อีเวนท์พิเศษ:"
"TID_SPECIAL_EVENT_STATUS_ACTIVE","ใช้งานได้เป็นเวลา"
"TID_SPECIAL_EVENT_STATUS_FUTURE","เริ่มต้นใน"
"TID_EVENT_COMING_UP_INFO","อีเวนท์นี้จะเปิดใน <TIME>"
"TID_ROCKET_BEACH_SKIN","บร็อค ชุดชายหาด"
"TID_CACTUS_PINK_SKIN_OLD","สไปค์ชมพูหวาน"
"TID_SHAMAN_PANDA_SKIN","แพนด้านิต้า"
"TID_CROW_WHITE_SKIN","ไวท์โครว"
"TID_BULL_HAIR_SKIN","ไวกิ้งบูล"
"TID_TRICKSHOT_GOLD_SKIN_OLD","ริโคเชต์ จ้าวเหรียญทอง"
"TID_BARKEEP_GOLD_SKIN","บาร์ลีย์สีทอง"
"TID_GUNSLINGER_ROCKSTAR_SKIN","ร็อคสตาร์โคลท์"
"TID_STAT_HEAL","ฟื้นฟู"
"TID_LUCHADOR_RUDO_SKIN","วายร้ายปริโม่"
"TID_HERO_INFO_PURCHASE_SKIN_LABEL","ซื้อ"
"TID_EVENTS_NEW_EVENT","อีเวนท์ใหม่!"
"TID_SETTINGS_BRAWLHINTS","คำแนะนำในการรบ"
"TID_COLLECTED_COINS_INFO","คุณมีโทเค็น <CURRENT> ชิ้นจากจำนวนสูงสุดที่ <MAX> ชิ้นจาก <PLANET>"
"TID_COLLECTED_COINS_INFO_CAPPED","คุณได้รวบรวมโทเค็นทั้งหมดที่มีใน <PLANET>"
"TID_TICKET_COUNTER_INFO","ใช้ตั๋วเพื่อสู้ที่นี่!"
"TID_NOT_ENOUGH_TICKETS","มีตั๋วไม่พอ"
"TID_EVENT_LIST_GAME_ROOMS","ทีมใหม่"
"TID_EVENT_LIST_WELCOME","ยินดีต้อนรับสู่ Brawl Stars!"
"TID_COOP","ต่อสู้ร่วมกับเพื่อน"
"TID_COOP_NOT_SUPPORTED","อีเวนท์นี้ไม่รองรับการต่อสู้ร่วมกับเพื่อน"
"TID_PRACTISE_NOT_SUPPORTED","อีเวนท์นี้ไม่รองรับการฝึกฝน"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT_TITLE","ล็อกอิน Facebook ใหม่"
"TID_BIND_TO_NEW_FACEBOOK_ACCOUNT","คุณต้องการเชื่อมต่อเกมปัจจุบันของคุณกับบัญชี Facebook นี้หรือไม่?"
"TID_BUTTON_OKAY","ตกลง"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_4","ไอคอนนี้ต้องการ <HERO>"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_6","ไอคอนนี้จะปลดล็อคจากแถบความชำนาญของ\n<HERO>"
"TID_HERO_PORTRAIT_CRAFT_COST","<cffffff><COST></c>"
"TID_HERO_PORTRAIT_CRAFT_COST_NEG","<c999999><COST></c>"
"TID_EVENT_POPUP_CREATE_TEAM_INFO","เชิญเพื่อนและ\nเล่นด้วยกัน"
"TID_EVENT_POPUP_HIGHSTAKES_INFO","คุณสามารถใช้ตั๋วได้หลายใบต่อการเล่นเกมหนึ่งครั้งเพื่อรับรางวัลที่ดีกว่า"
"TID_EVENT_POPUP_GMV_LABEL_TEAM","3 vs 3"
"TID_EVENT_POPUP_GMV_LABEL_BATTLE_ROYALE","ผู้รอดชีวิตหนึ่งเดียว"
"TID_EVENT_POPUP_GMV_LABEL_BOSS_FIGHT","5 vs 1"
"TID_EVENT_POPUP_GMV_LABEL_COOP_SURVIVAL","ผู้เล่น 3 คน vs โจรหุ่นยนต์"
"TID_HIGHSTAKES_REWARDS","\qรางวัล x<COUNT>\q"
"TID_HIGHSTAKES_COST","ตั๋ว: <COUNT> ใบ"
"TID_POPUP_ANDROID_EXIT_TITLE","ออกจาก Brawl Stars หรือไม่?"
"TID_POPUP_ANDROID_EXIT","คุณแน่ใจหรือไม่ว่าต้องการออกจาก Brawl Stars?"
"TID_ROOM_NOT_SUPPORTED","อีเวนท์นี้ไม่รองรับการเล่นเป็นทีม"
"TID_ERROR_POP_UP_PURCHASE_FAILED_TITLE","การซื้อล้มเหลว"
"TID_ERROR_POP_UP_PURCHASE_FAILED","เซิร์ฟเวอร์เก็บเงินไม่ตอบสนอง โปรดลองอีกครั้งในภายหลัง"
"TID_ERROR_POP_UP_PURCHASE_FAILED_BUTTON","ตกลง"
"TID_IAP_NOT_AVAILABLE","โปรดเปิดใช้งานการซื้อในแอปในการตั้งค่าการจำกัดของอุปกรณ์ของคุณ"
"TID_NEWS_TITLE","ข่าวสาร"
"TID_STAT_DAMAGE_PER_ARROW","ความเสียหายต่อลูกศร"
"TID_STAT_DAMAGE_PER_MINE","ความเสียหายต่อกับดัก"
"TID_STAT_DAMAGE_PER_SPIKE","ความเสียหายต่อหนาม"
"TID_STAT_DAMAGE_PER_DAGGER","ความเสียหายต่อมีด"
"TID_FRIENDS_FACEBOOK_CONNECTED","เชื่อมต่อ Facebook แล้ว"
"TID_FRIENDS_FACEBOOK_NOT_CONNECTED","เชื่อมต่อกับ Facebook เพื่อหาเพื่อนบน Facebook ของคุณที่นี่!"
"TID_FRIENDS_CONNECT_INFO","เชื่อมต่อกับโซเชียลเน็ตเวิร์คเพื่อหาเพื่อนของคุณที่นี่!"
"TID_FRIENDS_NO_FRIENDS","ไม่มีเพื่อน"
"TID_FRIENDS_SUGGESTIONS_SEND_REQUEST","ส่งคำขอเป็นเพื่อน"
"TID_FRIENDS_TITLE_1_NO_COUNT","เพื่อน"
"TID_FRIENDS_TITLE_1","เพื่อน (<COUNT> คน)"
"TID_FRIENDS_TITLE_2","เพื่อนที่แนะนำ"
"TID_FRIENDS_TITLE_3","คำเชิญจากเพื่อน"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_MULT","เพิ่งร่วมต่อสู้ด้วยกันไป <COUNT> ครั้งเมื่อเร็วๆ นี้"
"TID_FRIEND_SUGGESTIONS_GAMES_PLAYED_ONE","เพิ่งร่วมต่อสู้ด้วยกันไปหนึ่งครั้งเมื่อเร็วๆ นี้"
"TID_FRIENDS_NO_ENTRIES_TAB_2","ไม่มีเพื่อนที่แนะนำ"
"TID_FRIENDS_NO_ENTRIES_TAB_3","ไม่มีคำเชิญจากเพื่อน"
"TID_FRIENDS_CANNOT_REMOVE_FRIEND","ไม่สามารถลบเพื่อนออกจากโซเชียลเน็ตเวิร์คของคุณได้"
"TID_FRIEND_REQUEST_ACCEPT","ยอมรับ"
"TID_FRIEND_REQUEST_MSG","<NAME> ต้องการเป็นเพื่อนกับคุณ"
"TID_FRIEND_REQUEST_REJECT","ปฏิเสธ"
"TID_FRIEND_REQUEST_REASON_0","<EMPTY>"
"TID_FRIEND_REQUEST_REASON_1","จากคลับ"
"TID_FRIEND_REQUEST_REASON_2","จากทีม"
"TID_FRIEND_REQUEST_REASON_3","เพิ่งร่วมต่อสู้ด้วยกันไป <AMOUNT> ครั้งเมื่อเร็วๆ นี้"
"TID_FRIEND_REQUEST_REASON_4","เพิ่งร่วมต่อสู้ด้วยกันไป <AMOUNT> ครั้งเมื่อเร็วๆ นี้"
"TID_FRIEND_REQUEST_REASON_6","เพิ่งเล่นเกมด้วยกันไปเมื่อเร็วๆ นี้"
"TID_FRIEND_POPOVER_PROFILE","ประวัติ"
"TID_FRIEND_POPOVER_REMOVE","ลบ"
"TID_FRIEND_POPOVER_SPECTATE","ชม"
"TID_FRIEND_POPOVER_YOU","นี่คือตัวคุณ"
"TID_REMOVE_FRIEND_POPUP_REMOVE","ลบ"
"TID_REMOVE_FRIEND_POPUP_CANCEL","ยกเลิก"
"TID_REMOVE_FRIEND_POPUP_TITLE","ยืนยันการลบเพื่อน"
"TID_REMOVE_FRIEND_POPUP_BODY","คุณแน่ใจหรือว่าต้องการลบ <NAME> ออกจากรายชื่อเพื่อนของคุณ?"
"TID_UNLOCK_SKIN_CONTENT","\n\nซื้อสกินของ<NAME>"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_TITLE","สูญเสียการเชื่อมต่อ"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE","มีอุปกรณ์อีกเครื่องเชื่อมต่อกับเกมนี้อยู่แล้ว"
"TID_ERROR_POP_UP_LOGGED_FROM_ANOTHER_DEVICE_BUTTON","โหลดใหม่"
"TID_BAD_CONNECTION","การเชื่อมต่อเครือข่ายไม่ดี"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT_TITLE","การแจ้งเตือนของ Facebook"
"TID_FACEBOOK_BOUND_TO_OTHER_ACCOUNT","บัญชี Facebook นี้เชื่อมกับเกม Brawl Stars อีกเกมอยู่แล้ว เชื่อมกับเกมปัจจุบันของท่านแทนหรือไม่?"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT_TITLE","การแจ้งเตือนของ Kakao"
"TID_KAKAO_BOUND_TO_OTHER_ACCOUNT","บัญชี Kakao นี้เชื่อมกับเกม Brawl Stars อีกเกมอยู่แล้ว เชื่อมกับเกมปัจจุบันของท่านแทนหรือไม่?"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT_TITLE","การแจ้งเตือนของ LINE"
"TID_LINE_BOUND_TO_OTHER_ACCOUNT","บัญชี LINE นี้เชื่อมกับเกม Brawl Stars อีกเกมอยู่แล้ว เชื่อมกับเกมปัจจุบันของท่านแทนหรือไม่?"
"TID_TEAM_FREE_EVENT_REWARD_CLAIMED","รับรางวัลอีเวนท์ฟรีไปแล้ว"
"TID_GEM_BUY_CONFIRMATION","ได้รับอัญมณี <AMOUNT> เม็ดแล้ว!"
"TID_BLOCKED_TEAM_READY","ไม่สามารถแสดงผลได้ในขณะที่อยู่ในสถานะพร้อม"
"TID_TEAM_CANNOT_INVITE_WHILE_READY","ไม่สามารถเชิญได้ในขณะที่อยู่ในสถานะพร้อม"
"TID_SHOTGUN_BANDITA_SKIN","จอมโจรเชลลี่"
"TID_SHUTDOWN_STARTED","เกมกำลังจะปิดเพื่อหยุดพักทำการซ่อมบำรุงในอีก 5 นาที"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_LONG","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองใหม่อีกครั้งในอีกประมาณสองหรือสามชั่วโมง"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_TWO_HOURS","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองใหม่อีกครั้งในอีกประมาณสองชั่วโมง"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองใหม่อีกครั้งในอีกประมาณชั่วโมงครึ่ง"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_HOUR","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองใหม่อีกครั้งในอีกประมาณหนึ่งชั่วโมง"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_MINUTES","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองใหม่อีกครั้งในอีก <value> นาที"
"TID_ERROR_POP_UP_SERVER_MAINTENANCE_ESTIMATED_SOON","ขออภัย เซิร์ฟเวอร์อยู่ระหว่างการซ่อมบำรุง โปรดลองใหม่อีกครั้งในอีกประมาณสองหรือสามนาที"
"TID_SHUTDOWN_BATTLE_DISABLED","เกมกำลังจะปิดเพื่อหยุดพักทำการซ่อมบำรุงในอีกไม่กี่นาที การเริ่มการต่อสู้ใหม่จะถูกปิดใช้งานจนกว่าการซ่อมบำรุงจะสิ้นสุด"
"TID_TEAM_SEARCH_NO_TEAM_CODE","ป้อนรหัสทีม"
"TID_NO_RIGHTS_TO_ACCEPT_TO_JOIN_REQ","คุณไม่มีสิทธิ์การเข้าถึงเพื่อยอมรับหรือปฏิเสธคำขอเข้าร่วม"
"TID_CLAN_RESPONSE_71","สมาชิกอาวุโสมีคูลดาวน์การไล่ออก"
"TID_STAT_MAX_DAMAGE","ความเสียหายที่ระยะไกลสุด"
"TID_STAT_DAMAGE_PER_BOMB","ความเสียหายต่อลูกระเบิด"
"TID_ELDER_KICK_FAIL_COOLDOWN","คุณเพิ่งไล่สมาชิกคลับคนหนึ่งออก ลองอีกครั้งใน <time>"
"TID_LUCHADOR_KING_SKIN","ราชันย์ปริโม่"
"TID_PLAYER_DEFEATED_BR","บรอว์เลอร์พ่ายแพ้"
"TID_BALL_1","สวนหลังบ้าน"
"TID_HINT_VOLLEYBALL_PUSH_BALL","โยน<cdaa520>บอล</c>!"
"TID_HINT_VOLLEYBALL_RETURN_BALL","ไปยังจุดที่<cdaa520>บอล</c>ตกและส่งคืนกลับไป!"
"TID_HINT_VOLLEYBALL_PREVENT_RETURN","กันคู่ต่อสู้ให้อยู่ห่างจาก<cdaa520>บอล</c>เพื่อแย่งและทำคะแนน!"
"TID_HINT_HOLD_THE_BALL_TAKE_BALL","ขโมย<cdaa520>ของขวัญ</c>!"
"TID_HINT_HOLD_THE_BALL_PROTECT","ปกป้องคนถือ<cdaa520>ของขวัญ</c>!"
"TID_HINT_HOLD_THE_BALL_HOLD_ON","ถือ<cdaa520>ของขวัญ</c>ให้มั่น!"
"TID_HINT_GET_BALL","ชิง<cdaa520>บอล</c>!"
"TID_LASER_BALL_INTRO_TEXT","ทำสองประตูเพื่อชนะ!"
"TID_AFK_WARNING","คำเตือนการเพิกเฉย! โปรดเคลื่อนที่!"
"TID_AFK_DISCONNECTED_MSG","คุณถูกตัดการเชื่อมต่อออกจากการต่อสู้เนื่องจากเพิกเฉยหรือเครือข่ายไม่ดี"
"TID_AFK_DISCONNECTED_TITLE","ตัดการเชื่อมต่อจากการเพิกเฉย"
"TID_AFK_RELOAD","โหลดใหม่"
"TID_GAME_MODE_7","เกมล่ายักษ์"
"TID_GAME_MODE_7_DESC","ผู้เล่น 5 คนจะต้องพยายามปราบบรอว์เลอร์ยักษ์\n\nเมื่อเป็นบรอว์เลอร์ยักษ์ คุณจะแข็งแกร่งเป็นอย่างมาก และจะมีพลังชีวิตที่สูง ต้านทานเหล่านักล่าแล้วอยู่ในเกมให้นานที่สุดเท่าที่ทำได้!\n\nเมื่อเป็น 1 ในนักล่าจาก 5 คน คุณจำเป็นต้องร่วมมือกันกับทีมเพื่อโค่นบรอว์เลอร์ยักษ์ให้ได้ก่อนหมดเวลา!"
"TID_BOSS_INTRO_TEXT_ATTACK","เอาชนะบรอว์เลอร์ยักษ์!"
"TID_BOSS_INTRO_TEXT_DEFEND","คุณเป็นบรอว์เลอร์ยักษ์!"
"TID_BOSS_1","หุบเหวหายนะ"
"TID_SEASON_END_POPUP_TITLE","ลีกถ้วยรางวัลสิ้นสุดแล้ว"
"TID_SEASON_END_POPUP_REWARD","รางวัลลีกถ้วยรางวัล"
"TID_SEASON_END_POPUP_GOLD_VALUE","<VALUE>"
"TID_COIN_META_MIGRATION_TITLE","การเปลี่ยนแปลงที่สำคัญ!"
"TID_COIN_META_MIGRATION_OK","เล่นการฝึกสอน"
"TID_COIN_META_MIGRATION_TXT_1","Brawl Stars มีระบบอัปเกรดใหม่โดยบรอว์เลอร์จะมีเลเวลเพิ่มขึ้นเมื่อมีค่าพลังเพียงพอ ความคืบหน้าที่มีอยู่ของคุณจะถูกแปลงเป็นเลเวลของบรอว์เลอร์"
"TID_COIN_META_MIGRATION_TXT_2","คุณจะได้รับกล่องบรอว์สำหรับโทเค็นอัปเกรดที่ไม่ได้ใช้ และได้รับเพิ่มเติมเพื่อให้มั่นใจว่าคุณจะไม่สูญเสียความคืบหน้าของคุณ"
"TID_COIN_META_MIGRATION_TXT_3","เกมจะเล่นในแนวนอนและใช้แป้นควบคุมคู่ในการควบคุม"
"TID_COIN_META_MIGRATION_TXT_4","บูสเตอร์เหรียญถูกนำออกและแทนที่ด้วยอัญมณี"
"TID_BOLTS_MIGRATION_TITLE","การเปลี่ยนแปลงที่สำคัญ!"
"TID_BOLTS_MIGRATION_OK","ตกลง"
"TID_BOLTS_MIGRATION_INFO","ระบบอัปเกรดบรอว์เลอร์แบบใหม่จะไม่ใช้อีลิคเซอร์อีกต่อไป คุณได้รับโทเค็นอัปเกรดคืน <BOLTS> ชิ้นสำหรับอีลิคเซอร์และการอัปเกรดบรอว์เลอร์ก่อนหน้า ใช้โทเค็นอัปเกรดเพื่ออัปเกรดบรอว์เลอร์ของคุณ!\n\nบรอว์เลอร์ที่ซ้ำและชิพถูกนำออกจากเกม คุณได้รับอัญมณีคืน <GEMS> เม็ดสำหรับชิพของคุณ เล่นให้สนุก!"
"TID_BOLTS_MIGRATION_ELIXER_TOKEN","อีลิคเซอร์ของคุณเปลี่ยนเป็นโทเค็นอัปเกรด"
"TID_BOLTS_MIGRATION_CHIP_GEM","ชิพของคุณเปลี่ยนเป็นอัญมณี"
"TID_STAT_HEALING_PER_SEC","การฟื้นฟูต่อวินาที"
"TID_STAT_DAMAGE_PER_CARD","ความเสียหายต่อไพ่"
"TID_OVERTIME","ต่อเวลา!"
"TID_VALUE","มูลค่า"
"TID_SHOP_ONE_TIME_PURCHASE","ข้อเสนอนี้สามารถซื้อได้ครั้งเดียว!"
"TID_HINT_MAKE_GOAL_1","ลาก<ccc0033>แป้นควบคุมสีแดง</c>เพื่อเล็งบอล!"
"TID_BALL_2","สามพลังเท้าไว"
"TID_BALL_3","สนามประตูเล็ก"
"TID_STARTER_PACK_1","แพ็คเลเวล 5"
"TID_STARTER_PACK_2","แพ็คเลเวล 15"
"TID_STARTER_PACK_3","แพ็คเลเวล 25"
"TID_IAP_XMAS2018_PACK","แพ็ควันเทศกาล"
"TID_IAP_XMAS2018_PACK_DESC","โฮ่ โฮ่ โฮ่!"
"TID_STARTER_PACK_0","แพ็คต้อนรับนักสู้มือใหม่"
"TID_STARTER_PACK_0_DESC","เฉลิมฉลองการเริ่มต้นบนเส้นทางนักสู้ของคุณใน Brawl Stars"
"TID_IAP_LNY2019_PACK","ข้อเสนอศึกตรุษจีน"
"TID_IAP_LNY2019_PACK_DESC","สุขสันต์วันตรุษจีน!"
"TID_IAP_MARCH2019_PACK","ข้อเสนอมีนาคม"
"TID_IAP_MARCH2019_PACK_DESC","นี่คือข้อเสนอครั้งเดียวเท่านั้น!"
"TID_IAP_REFRESHER_PACK_DESC","นี่คือข้อเสนอครั้งเดียวเท่านั้น!"
"TID_BLACKHOLE_DEFAULT_SKIN","ค่าเริ่มต้น"
"TID_GOLD_CAP_HIT","ถึงขีดจำกัดโทเค็นแล้ว"
"TID_GATCHA_BUTTON_BOX_STACK_FULL","พื้นที่เก็บกล่องเต็ม"
"TID_COOP_1","สวนปาจิงโกะ"
"TID_GAME_MODE_8","หุ่นยนต์ตะลุมบอน"
"TID_GAME_MODE_8_DESC","ป้องกันตู้นิรภัยจากโจรหุ่นยนต์จอมโลภ!\n\nหุ่นยนต์จะบุกเข้าหาตู้นิรภัยจากรอบทิศและจะเพิ่มจำนวนมากขึ้นเรื่อยๆ ป้องกันให้ดีที่สุดจนกว่าจะหมดเวลา!\n\nความยากของหุ่นยนต์ตะลุมบอนจะเพิ่มขึ้นในทุกๆ ด่าน เริ่มจากธรรมดาไปจนถึงบ้าคลั่งทุกๆ ครั้งที่คุณป้องกันตู้นิรภัยได้สำเร็จ"
"TID_COOP_INTRO_TEXT","ปกป้องตู้นิรภัย!"
"TID_SELECT_EVENT_POPUP_TITLE","เลือกอีเวนท์"
"TID_BARREL_BOT","ดารีล"
"TID_BARREL_BOT_DESC","ดารีลสวมหมวกกัปตันโจรสลัดเพื่อหวังอู้งานแต่ตอนนี้เขาถูกบังคับให้ลุกขึ้นปกป้องเรือของเขา! ใครจะไปคิดว่าการเป็นหัวหน้าจะต้องทำงานหนักขนาดนี้"
"TID_BARREL_BOT_WEAPON","ระเบิดปืนคู่"
"TID_BARREL_BOT_WEAPON_DESC","ปืนลูกซองแฝดของดารีลจะยิงระเบิดสองระลอกที่จะสร้างความเสียหายได้อย่างรุนแรงในระยะใกล้"
"TID_BARREL_BOT_ULTI","ถังกลิ้งสังหาร"
"TID_BARREL_BOT_ULTI_DESC","ดารีลจะอยู่ในถังไม้ของตัวเองแล้วกลิ้งไปข้างหน้า ทำให้ศัตรูกระเด็นถอยหลัง ลดความเสียหายที่ได้รับ และกระดอนจากกำแพง ท่าไม้ตายของเขาจะชาร์จใหม่เรื่อยๆ เมื่อเวลาผ่านไป!"
"TID_ARTILLERY_DUDE","เพนนี"
"TID_ARTILLERY_DUDE_DESC","เพนนีไม่สนไม่แคร์เรื่องการศึกษาแผนที่เก่าหรือปริศนาแพน้อยกลางทะเล เธอเป็นโจรสลัด และนั่นทำให้เธอจะระเบิดและขโมยอะไรก็ได้ตามที่เธอต้องการ!"
"TID_ARTILLERY_DUDE_WEAPON","ปืนปล้นสะดม"
"TID_ARTILLERY_DUDE_WEAPON_DESC","ยิงเหรียญทองออกไปหนึ่งถุง หากถุงนั้นยิงถูกศัตรูถุงทองจะระเบิดและเหรียญจะกระจายไปถูกเป้าหมายที่อยู่ด้านหลังศัตรูตัวแรก"
"TID_ARTILLERY_DUDE_ULTI","ปืนใหญ่เก่าเก็บ"
"TID_ARTILLERY_DUDE_ULTI_DESC","เพนนีตั้งปืนใหญ่ของเธอให้พร้อมยิง! ปืนใหญ่สามารถยิงศัตรูได้ในระยะไกล ข้ามสิ่งกีดขวาง และจุดพื้นดินให้ลุกเป็นไฟ"
"TID_ITEM_NAME_SPECIAL","พลังดวงดาว"
"TID_ITEM_NAME_OVERCHARGE","ไฮเปอร์ชาร์จ"
"TID_HERO_INFO_ITEM_LOCKED","คุณสามารถหาสิ่งนี้ได้หลังจากเลเวล <LEVEL>"
"TID_HERO_INFO_LOCKED_INFO","ปลดล็อคบรอว์\nเลอร์จากกล่องบรอว์"
"TID_HERO_INFO_LOCKED_INFO_RANK_TRACK","เก็บถ้วยรางวัลให้ได้ <SCORE> ถ้วยเพื่อปลดล็อค"
"TID_SPEC_ABI_FREEZE","ระเบิดสะท้านใจ"
"TID_SPEC_ABI_BERSERKER","บ้าระห่ำ"
"TID_SPEC_SELF_DESTRUCT","แก้แค้น"
"TID_SPEC_ABI_CACTUS_HEAL","ใส่ปุ๋ยบำรุง"
