Name,ParentProjectileForSkin,Disabled,Speed,FileName,BlueSCW,RedSCW,BlueExportName,RedExportName,ShadowExportName,BlueGroundGlowExportName,RedGroundGlowExportName,PreExplosionBlueExportName,PreExplosionRedExportName,PreExplosionTimeMs,HitEffectEnv,HitEffectChar,MaxRangeReachedEffect,CancelEffect,Radius,IgnoreCloseWalls,Indirect,ConstantFlyTime,TriggerWithDelayMs,BouncePercent,Gravity,EarlyTicks,HideTime,Scale,RandomStartFrame,SpawnAreaEffectObject,SpawnAreaEffectObject2,AreaEffect2DamagePercent,SpawnCharacter,SpawnItem,SpawnAreaEffectTrail,TrailEffect,ShotByHero,IsBeam,IsBouncing,DistanceAddFromBounce,MaxDistanceBounces,Rendering,PiercesCharacters,PiercesEnvironment,PiercesEnvironmentLikeButter,PushbackStrength,PushbackType,ChainsToEnemies,ChainBullets,ChainSpread,ChainTravelDistance,ChainBullet,ExecuteChainSpecialCase,DamagePercentStart,DamagePercentEnd,DamageChangeStartPromille,DamageChangeEndPromille,IgnoreDamageChangeForUltiCharge,DamagesConstantlyTickDelay,FreezeStrength,FreezeDurationMS,StunLengthMS,PartialStunPromille,ScaleStart,ScaleEnd,AttractsPet,LifeStealPercent,PassesEnvironment,PoisonDamagePercent,SuppressHealing,SuppressHealingTicks,DamageOnlyWithOneProj,HealOwnPercent,CanGrowStronger,HideFaster,GrapplesEnemy,KickBack,UseColorMod,RedAdd,GreenAdd,BlueAdd,RedMul,GreenMul,BlueMul,GroundBasis,MinDistanceForSpread,IsFriendlyHomingMissile,IsBoomerang,CanHitAgainAfterBounce,IsHomingMissile,UltiChargeChangePercent,PoisonType,AppliedEffectVisualType,TravelType,TravelTypeVariable,SteerStrength,SteerIgnoreTicks,HomeDistance,SteerLifeTime,VisualizeEndPoint,UniqueProperty,CustomUniquePropertyValue,CustomObject,CustomObject2
Spike003Frag,CactusSpike,,,sc/effects_brawler.sc,,,spike_003_atk2_projectile,spike_003_atk2_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,spike_003_atk2_reached,,,,,,,,0,,0,100,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike003UltiProjectile,CactusUltiProjectile,,,sc/effects_brawler.sc,,,spike_003_ulti_projectile,spike_003_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,240,,0,100,,Spike_003_ulti_explosion,,,,,,spike_003_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike004Projectile,CactusProjectile,,,sc/effects_brawler.sc,,,spike_004_atk1_projectile,spike_004_atk1_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,0,,0,120,2,Spike_004_atk1_explosion,Spike_004_atk2,,,,,spike_004_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike004Frag,CactusSpike,,,sc/effects_brawler.sc,,,spike_004_atk2_projectile,spike_004_atk2_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,spike_003_atk2_reached,,,,,,,,0,,0,100,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike004UltiProjectile,CactusUltiProjectile,,,sc/effects_brawler.sc,,,spike_004_ulti_projectile,spike_004_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,240,,0,100,,Spike_004_ulti_explosion,,,,,,spike_004_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike005Projectile,CactusProjectile,,,sc/effects_brawler.sc,,,spike_005_atk1_projectile,spike_005_atk1_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,spike_005_atk_reached,,,,,,,,0,,0,120,,Spike_005_atk1_explosion,Spike_005_atk2,,,,,spike_005_atk1_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike005Frag,CactusSpike,,,sc/effects_brawler.sc,,,spike_005_atk2_projectile,spike_005_atk2_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,spike_002_atk2_reached,,,,,,,,0,,0,100,2,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spike005UltiProjectile,CactusUltiProjectile,,,sc/effects_brawler.sc,,,spike_005_ulti_projectile,spike_005_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,240,,0,100,,Spike_005_ulti_explosion,,,,,,spike_005_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie002Projectile1,MechanicProjectile1,,,sc/effects_brawler.sc,,,jessie_002_atk_projectile,jessie_002_atk_projectile_red,shadow_normal_circle_big,,,,,,jessie_002_atk_hitEnv,jessie_002_atk_hit,jessie_002_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_002_atk_trail,true,,,,,,,,,,,,,,,Jessie002Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie002Projectile2,MechanicProjectile2,,,sc/effects_brawler.sc,,,jessie_002_atk_projectile,jessie_002_atk_projectile_red,shadow_normal_circle_big,,,,,,jessie_002_atk_hitEnv,jessie_002_atk_hit,jessie_002_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_002_atk_trail,true,,,,,,,,,,,,,,,Jessie002Projectile3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie002Projectile3,MechanicProjectile3,,,sc/effects_brawler.sc,,,jessie_002_atk_projectile,jessie_002_atk_projectile_red,shadow_normal_circle_big,,,,,,jessie_002_atk_hitEnv,jessie_002_atk_hit,jessie_002_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_002_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie002UltiProjectile,MechanicUltiProjectile,,,sc/effects_brawler.sc,,,jessie_002_ulti_projectile,jessie_002_ulti_projectile,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,170,,0,100,,,,,,,,plasma_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessieTurret002Projectile,MechanicTurretProjectile,,,sc/effects_brawler.sc,,,jessie_002_turret_projectile,jessie_002_turret_projectile_red,shadow_normal_circle,,,,,,jessie_002_turret_hitEnv,jessie_002_turret_hit,jessie_002_turret_hitEnv,,,,,,,,0,,0,100,,,,,,,,jessie_002_turret_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie003Projectile1,MechanicProjectile1,,,sc/effects_brawler.sc,,,jessie_003_atk_projectile,jessie_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_atk_end,jessie_003_atk_hit,jessie_003_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_003_atk_trail,true,,,,,,,,,,,,,,,Jessie003Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie003Projectile2,MechanicProjectile2,,,sc/effects_brawler.sc,,,jessie_003_atk_projectile,jessie_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_atk_end,jessie_003_atk_hit,jessie_003_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_003_atk_trail,true,,,,,,,,,,,,,,,Jessie003Projectile3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie003Projectile3,MechanicProjectile3,,,sc/effects_brawler.sc,,,jessie_003_atk_projectile,jessie_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_atk_end,jessie_003_atk_hit,jessie_003_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_003_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie003UltiProjectile,MechanicUltiProjectile,,,sc/effects_brawler.sc,,,jessie_003_ulti_projectile,jessie_003_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,170,,0,100,,,,,,,,plasma_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessieTurret003Projectile,MechanicTurretProjectile,,,sc/effects_brawler.sc,,,jessie_003_turret_projectile,jessie_003_turret_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_turret_hitEnv,jessie_003_turret_hit,jessie_003_turret_reached,,,,,,,,0,,0,100,,,,,,,,jessie_003_turret_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret003Proj,TurretElecProj,,,sc/effects_brawler.sc,,,jessie_003_atk_projectile,jessie_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_turret_SP_end,jessie_003_turret_hit,jessie_003_turret_SP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret003Proj2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret003Proj2,TurretElecProj2,,,sc/effects_brawler.sc,,,jessie_003_atk_projectile,jessie_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_turret_SP_end,jessie_003_turret_hit,jessie_003_turret_SP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret003Proj3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret003Proj3,TurretElecProj3,,,sc/effects_brawler.sc,,,jessie_003_atk_projectile,jessie_003_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_003_turret_SP_end,jessie_003_turret_hit,jessie_003_turret_SP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie004Projectile1,MechanicProjectile1,,,sc/effects_brawler.sc,,,jessie_004_atk_projectile,jessie_004_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_atk_end,jessie_004_atk_hit,jessie_004_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_004_atk_trail,true,,,,,,,,,,,,,,,Jessie004Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie004Projectile2,MechanicProjectile2,,,sc/effects_brawler.sc,,,jessie_004_atk_projectile,jessie_004_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_atk_end,jessie_004_atk_hit,jessie_004_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_004_atk_trail,true,,,,,,,,,,,,,,,Jessie004Projectile3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie004Projectile3,MechanicProjectile3,,,sc/effects_brawler.sc,,,jessie_004_atk_projectile,jessie_004_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_atk_end,jessie_004_atk_hit,jessie_004_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_004_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie004UltiProjectile,MechanicUltiProjectile,,,sc/effects_brawler.sc,,,jessie_004_ulti_projectile,jessie_004_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,170,,0,100,,,,,,,,plasma_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessieTurret004Projectile,MechanicTurretProjectile,,,sc/effects_brawler.sc,,,jessie_004_turret_projectile,jessie_004_turret_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_turret_hitEnv,jessie_004_turret_hit,jessie_004_turret_reached,,,,,,,,0,,0,100,,,,,,,,jessie_004_turret_trail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret004Proj,TurretElecProj,,,sc/effects_brawler.sc,,,jessie_004_atk_projectile,jessie_004_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_turret_SP_end,jessie_004_turret_hit,jessie_004_turret_SP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret004Proj2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret004Proj2,TurretElecProj2,,,sc/effects_brawler.sc,,,jessie_004_atk_projectile,jessie_004_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_turret_SP_end,jessie_004_turret_hit,jessie_004_turret_SP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret004Proj3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret004Proj3,TurretElecProj3,,,sc/effects_brawler.sc,,,jessie_004_atk_projectile,jessie_004_atk_projectile_red,,projectile_light,projectile_light_red,,,,jessie_004_turret_SP_end,jessie_004_turret_hit,jessie_004_turret_SP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie005Projectile1,MechanicProjectile1,,,sc/effects_brawler.sc,,,jessie_005_atk1_projectile,jessie_005_atk1_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_atk_end,jessie_005_atk_hit,jessie_005_atk_end,,,,,,,,0,,0,150,,,,,,,,,true,,,,,,,,,,,,,,,Jessie005Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie005Projectile2,MechanicProjectile2,,,sc/effects_brawler.sc,,,jessie_005_atk2_projectile,jessie_005_atk2_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_atk_end,jessie_005_atk_hit,jessie_005_atk_end,,,,,,,,0,,0,150,,,,,,,,,true,,,,,,,,,,,,,,,Jessie005Projectile3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie005Projectile3,MechanicProjectile3,,,sc/effects_brawler.sc,,,jessie_005_atk3_projectile,jessie_005_atk3_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_atk_end,jessie_005_atk_hit,jessie_005_atk_end,,,,,,,,0,,0,150,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie005UltiProjectile,MechanicUltiProjectile,,,sc/effects_brawler.sc,,,jessie_005_ulti_projectile,jessie_005_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,170,,0,100,,,,,,,,jessie_005_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessieTurret005Projectile,MechanicTurretProjectile,,,sc/effects_brawler.sc,,,jessie_005_turret_projectile,jessie_005_turret_projectile_red,shadow_normal_circle,,,,,,jessie_005_turret_hit_end,jessie_005_turret_hit,jessie_005_turret_hit_end,,,,,,,,0,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret005Proj,TurretElecProj,,,sc/effects_brawler.sc,,,jessie_005_atk1_projectile,jessie_005_atk1_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_turretSP_end,jessie_005_turretSP_hit,jessie_005_turretSP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret005Proj2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret005Proj2,TurretElecProj2,,,sc/effects_brawler.sc,,,jessie_005_atk2_projectile,jessie_005_atk2_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_turretSP_end,jessie_005_turretSP_hit,jessie_005_turretSP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret005Proj3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret005Proj3,TurretElecProj3,,,sc/effects_brawler.sc,,,jessie_005_atk3_projectile,jessie_005_atk3_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_turretSP_end,jessie_005_turretSP_hit,jessie_005_turretSP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie006Projectile1,MechanicProjectile1,,,sc/effects_brawler.sc,,,jessie_006_atk_projectile,jessie_006_atk_projectile_red,shadow_normal_circle_big,,,,,,jessie_006_atk_hitEnv,jessie_006_atk_hit,jessie_006_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_006_atk_trail,true,,,,,,,,,,,,,,,Jessie006Projectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie006Projectile2,MechanicProjectile2,,,sc/effects_brawler.sc,,,jessie_006_atk_projectile,jessie_006_atk_projectile_red,shadow_normal_circle_big,,,,,,jessie_006_atk_hitEnv,jessie_006_atk_hit,jessie_006_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_006_atk_trail,true,,,,,,,,,,,,,,,Jessie006Projectile3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie006Projectile3,MechanicProjectile3,,,sc/effects_brawler.sc,,,jessie_006_atk_projectile,jessie_006_atk_projectile_red,shadow_normal_circle_big,,,,,,jessie_006_atk_hitEnv,jessie_006_atk_hit,jessie_006_atk_end,,,,,,,,0,,0,150,,,,,,,,jessie_006_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jessie006UltiProjectile,MechanicUltiProjectile,,,sc/effects_brawler.sc,,,jessie_006_ulti_projectile,jessie_006_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,,,,,,,170,,0,100,,,,,,,,plasma_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JessieTurret006Projectile,MechanicTurretProjectile,,,sc/effects_brawler.sc,,,jessie_006_turret_projectile,jessie_006_turret_projectile_red,shadow_normal_circle,,,,,,jessie_005_turret_hit_end,jessie_006_turret_hit,jessie_005_turret_hit_end,,,,,,,,0,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret006Proj,TurretElecProj,,,sc/effects_brawler.sc,,,jessie_006_turret_projectile,jessie_005_atk1_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_turretSP_end,jessie_006_turret_hit,jessie_005_turretSP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret005Proj2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret006Proj2,TurretElecProj2,,,sc/effects_brawler.sc,,,jessie_006_turret_projectile,jessie_005_atk2_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_turretSP_end,jessie_006_turret_hit,jessie_005_turretSP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,Turret005Proj3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turret006Proj3,TurretElecProj3,,,sc/effects_brawler.sc,,,jessie_006_turret_projectile,jessie_005_atk3_projectile_red,shadow_normal_circle_big,,,,,,jessie_005_turretSP_end,jessie_006_turret_hit,jessie_005_turretSP_end,,,,,,,,0,,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicProjectile1,,,2870,sc/effects_brawler.sc,,,jessie_elecBall_blue,jessie_elecBall_red,,projectile_light,projectile_light_red,,,,Electricity_hit,Electricity_hit,electricity_end_blue,,150,,,,,,0,2,0,150,,,,,,,,electricity_Trail,true,,,,,,,,,,,1,,,20,MechanicProjectile2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicProjectile2,,,1522,sc/effects_brawler.sc,,,jessie_elecBall_blue,jessie_elecBall_red,,projectile_light,projectile_light_red,,,,Electricity_hit,Electricity_hit,electricity_end_blue,,150,,,,,,0,1,0,150,,,,,,,,electricity_Trail,true,,,,,,,,,,,1,,,20,MechanicProjectile3,,75,75,0,1000,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicProjectile3,,,1522,sc/effects_brawler.sc,,,jessie_elecBall_blue,jessie_elecBall_red,,projectile_light,projectile_light_red,,,,Electricity_hit,Electricity_hit,electricity_end_blue,,150,,,,,,0,1,0,150,,,,,,,,electricity_Trail,true,,,,,,,,,,,,,,,,,75,75,0,1000,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MechanicUltiProjectile,,,1196,sc/effects_brawler.sc,,,jessie_def_ulti_projectile,jessie_def_ulti_projectile,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,1,0,100,,,,,,,,plasma_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanProjectile,,,2718,sc/effects_brawler.sc,,,nita_def_atk_blue,nita_def_atk_red,shadow_normal_circle,,,,,,nita_def_atk_hitEnv,nita_def_atk_hit_blue,nita_def_atk_end_blue,,250,,,,,,0,1,0,100,,,,,,,,nita_def_atk_trail,true,,,,,DoNotRotateClip,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShamanUltiProjectile,,,1196,sc/effects_brawler.sc,,,nita_def_ulti_projectile_blue,nita_def_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,1,0,100,,,,,,,,nita_def_ulti_trail,true,,,,,DoNotRotateClip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaman004Projectile,ShamanProjectile,,2718,sc/effects_brawler.sc,,,nita_004_atk_blue,nita_004_atk_red,shadow_normal_circle,,,,,,jessie_002_atk_hitEnv,nita_004_atk_hit,nita_004_atk_end_blue,,250,,,,,,0,1,0,100,,,,,,,,nita_004_atk_trail,true,,,,,DoNotRotateClip,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaman004UltiProjectile,ShamanUltiProjectile,,1196,sc/effects_brawler.sc,,,nita_004_ulti_projectile_blue,nita_004_ulti_projectile_red,shadow_normal_circle,,,,,,jessie_002_atk_hitEnv,,,,0,,true,,,,170,1,0,100,,,,,,,,jessie_002_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaman005Projectile,ShamanProjectile,,2718,sc/effects_brawler.sc,,,nita_005_atk_blue,nita_005_atk_red,shadow_normal_circle,,,,,,nita_005_atk_hitEnv,nita_005_atk_hitChar,nita_005_atk_end_blue,,250,,,,,,0,1,0,100,,,,,,,,nita_005_atk_trail,true,,,,,DoNotRotateClip,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaman005UltiProjectile,ShamanUltiProjectile,,1196,sc/effects_brawler.sc,,,nita_005_ulti_projectile_blue,nita_005_ulti_projectile_red,shadow_normal_circle,,,,,,jessie_002_atk_hitEnv,,,,0,,true,,,,170,1,0,100,,,,,,,,nita_005_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepProjectile,,,1750,sc/effects_brawler.sc,,,barley_def_atk_projectile,barley_def_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,1,0,100,1,Barley_def_atk,,,,,,barley_def_atk_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepUltiProjectile,,,1504,sc/effects_brawler.sc,,,barley_def_ulti_projectile,barley_def_ulti_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,1,0,100,1,Barley_def_ulti,,,,,,barley_def_ulti_trail,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,
Barley002Projectile,BarkeepProjectile,,,sc/effects_brawler.sc,,,fireball_blue,fireball_red,,projectile_fire_blue,projectile_fire_red,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,,0,100,1,Barley_002_atk,,,,,,barley_002_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley002UltiProjectile,BarkeepUltiProjectile,,,sc/effects_brawler.sc,,,fireball_blue,fireball_red,,projectile_fire_blue,projectile_fire_red,,,,Gen_hit,Gen_hit,,,0,,true,,,,170,,0,100,1,Barley_002_ulti,,,,,,barley_002_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barley003Projectile,BarkeepProjectile,,,sc/effects_brawler.sc,,,barley_003_atk_projectile,barley_003_atk_projectile_red,shadow_normal_circle,,,,,,Gen_hit,Gen_hit,,,0,,true,,,,240,,0,100,1,Barley_def_atk,,,,,,barley_def_atk_trail,true,,,,,UseZFrames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
