"TID","ID"
"TID_BATTLE_END_NO_PRACTISE_TROPHIES","TIDAK ADA TROFI UNTUK LATIHAN"
"TID_BATTLE_END_XP_CAPPED","Semua XP untuk hari ini telah diambil"
"TID_BATTLE_END_PLAY_AGAIN","MAIN LAGI"
"TID_BATTLE_END_PLAY_AGAIN_CANCEL","BATAL"
"TID_BATTLE_END_PLAY_AGAIN_READY_PLAYERS","<WAITING>/<TOTAL>"
"TID_BATTLE_END_PLAY_AGAIN_PLAYERS","<caaaaaa><TOTAL></c>"
"TID_BATTLE_END_PLAY_AGAIN_TIMER","<TIME>"
"TID_BATTLE_END_NEW_MEMBER_TO_GAMEROOM","<NAME> bergabung ke timmu"
"TID_RESPAWNING","Kembali dalam:\n<n1>"
"TID_TEAMS_POPUP_TITLE","TIM"
"TID_TEAMS_POPUP_SUBTITLE_IN_CLAN","Tim Geng & Teman"
"TID_TEAMS_POPUP_SUBTITLE_NOT_IN_CLAN","IKUT GENG UNTUK MELIHAT LAGA AKTIF DI SINI"
"TID_TEAMS_POPUP_SEARCH","GABUNG DENGAN KODE"
"TID_TEAMS_POPUP_CREATE","BUAT TIM"
"TID_TEAM_SEARCH_POPUP_TITLE","GABUNG TIM DENGAN KODE"
"TID_TEAM_SEARCH_POPUP_SEARCH","GABUNG"
"TID_TEAM_JOIN_ROOM_CODE","Masukkan kode di sini..."
"TID_TEAM_CHANGE_MAP","GANTI"
"TID_TEAM_TYPE_INFO_0","Berperingkat"
"TID_TEAM_TYPE_INFO_1","Persahabatan"
"TID_TEAM_TYPE_INFO_2","Bertiket"
"TID_TEAM_MEMBER_LEFT_0","Kamu keluar dari tim."
"TID_TEAM_MEMBER_LEFT_1","Kamu ditendang keluar dari tim."
"TID_TEAM_MEMBER_LEFT_2","Tim dibubarkan karena acara kedaluwarsa."
"TID_TEAM_MEMBER_LEFT_3","Tim dibubarkan karena pembuat tim keluar."
"TID_TEAM_GAME_STARTING","Laga dimulai"
"TID_TEAM_CODE_COPIED","Kode disalin ke papan klip"
"TID_TEAM_MEMBER_INVITE_STATUS_1","<c00ff00>UNDANGAN BELUM DITERIMA</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_2","<ccc0000>DITOLAK</c>"
"TID_TEAM_MEMBER_INVITE_STATUS_3","<c0000cc>TARGET OFFLINE</c>"
"TID_TEAM_MEMBER_CANCEL_INVITE_INFO","ketuk untuk batal"
"TID_TEAM_ERROR_1","Kesalahan pada server tim"
"TID_TEAM_ERROR_2","Tidak dapat bergabung, Tim penuh."
"TID_TEAM_ERROR_3","Tidak dapat bergabung. Tim sudah dibubarkan."
"TID_TEAM_ERROR_5","Kode tim tidak valid. Pastikan kode sudah tepat."
"TID_TEAM_ERROR_6","Tidak dapat menemukan tim dengan kode tersebut."
"TID_TEAM_ERROR_7","Tidak dapat bergabung dengan tim setelah ditendang keluar."
"TID_TEAM_ERROR_8","Periksa setelan sisi. Tidak boleh ada sisi yang memiliki lebih dari 3 pemain."
"TID_TEAM_ERROR_10","Tidak dapat membuat tim. Kamu sudah ada dalam tim."
"TID_TEAM_ERROR_11","Tidak dapat membuat tim. Acara sudah berakhir."
"TID_TEAM_ERROR_12","Tidak dapat bergabung. Tim sudah kedaluwarsa."
"TID_TEAM_ERROR_14","Tidak dapat membuat tim. Acara ini tidak mendukung permainan tim."
"TID_TEAM_ERROR_15","Tidak dapat bergabung. Tim ini tidak di wilayahmu."
"TID_TEAM_ERROR_17","Tidak dapat memulai laga. Tidak diperkenankan ada Jagoan yang sama."
"TID_TEAM_ERROR_18","Tidak dapat memulai laga. Game sedang dalam pemeliharaan."
"TID_TEAM_ERROR_19","Tidak dapat menendang keluar pembuat tim saat mereka online."
"TID_TEAM_ERROR_20","Tidak dapat mengganti peta. Ada terlalu banyak pemain untuk peta ini"
"TID_TEAM_ERROR_21","Tidak dapat memulai laga. Tiket tidak cukup"
"TID_TEAM_ERROR_22","Tidak dapat mengganti peta. Ada terlalu banyak pemain untuk peta ini"
"TID_TEAM_ERROR_24","Gagal mengundang. Tidak menemukan teman"
"TID_TEAM_ERROR_25","Gagal mengundang. Tim penuh."
"TID_TEAM_ERROR_26","Undangan ditolak"
"TID_TEAM_ERROR_27","Gagal mengundang. Pemain saat ini tidak menerima undangan tim."
"TID_TEAM_ERROR_28","Gagal mengundang. Pemain offline"
"TID_TEAM_ERROR_29","Gagal mengundang. Pemain sudah ada dalam tim."
"TID_TEAM_ERROR_30","Tidak dapat memulai laga karena ada undangan yang belum diterima"
"TID_TEAM_ERROR_31","Tidak dapat mengganti acara karena ada undangan yang belum diterima"
"TID_TEAM_ERROR_32","Anggota tim terlalu banyak untuk mode laga ini"
"TID_TEAM_ERROR_33","Mode laga ini tidak mendukung permainan tim"
"TID_TEAM_ERROR_34","Bos terakhir sudah kamu kalahkan"
"TID_TEAM_ERROR_40","Permintaan bergabung ke tim belum diterima"
"TID_TEAM_ERROR_41","Permintaan bergabung ke tim ditolak"
"TID_TEAM_ERROR_42","Permintaan bergabung ke tim gagal. Tim tidak dapat ditemukan"
"TID_TEAM_ERROR_43","Penerima permintaan bergabung ke tim sudah keluar dari tim"
"TID_TEAM_ERROR_44","Penerima permintaan bergabung ke tim sudah offline"
"TID_TEAM_ERROR_45","Permintaan bergabung ke tim gagal. Tim sudah penuh"
"TID_TEAM_ERROR_46","Penerima permintaan bergabung ke tim telah membisukanmu"
"TID_TEAM_ERROR_47","Permintaan bergabung dengan tim gagal. Hanya pembuat tim yang berteman yang bisa menerima permintaan bergabung."
"TID_TEAM_ERROR_48","Penerima permintaan bergabung ke tim telah membisukan semua undangan"
"TID_TEAM_ERROR_102","Gagal membentuk tim. Ada permintaan bergabung yang belum diterima."
"TID_SELECT_LOCATION_TITLE","PILIH PETA"
"TID_SELECT_LOCATION_LOCATIONS","PERSAHABATAN"
"TID_SELECT_LOCATION_EVENTS","BERPERINGKAT"
"TID_TEAM_SEARCH_INVALID_CODE","Kode tim tidak valid. Pastikan kode sudah tepat."
"TID_TEAM_LEAVE","KELUAR"
"TID_TEAM_JOIN","GABUNG KE TIM"
"TID_TEAM_READY_BUTTON_LABEL","AKU SIAP"
"TID_TEAM_CANCEL_READY","Batal"
"TID_TEAM_QUIT","KELUAR"
"TID_TEAM_TEAMCODE","Kode tim"
"TID_TEAM_TEAMCODE_DESC","Temanmu bisa mengakses tim menggunakan kode ini"
"TID_TEAM_WAITING_FOR_PLAYER","Undang dengan kode tim"
"TID_TEAM_NO_MEMBER","BOT"
"TID_TEAM_NO_MEMBER_INVITE","UNDANG"
"TID_TEAMCREATE_EVENT","Peta"
"TID_TEAM_KICK","Tendang"
"TID_TEAM_PROFILE","Profil"
"TID_TEAM_SWAP","Tukar Sisi"
"TID_TEAM_SWAP_HERE","Beralih ke Sini"
"TID_TEAM_CREATOR_ONLY_FEATURE","Hanya tersedia untuk pembuat tim"
"TID_TEAM_CREATOR_ONLY_FEATURE_MODES","Hanya pembuat tim yang dapat mengganti acara"
"TID_TEAM_PROFILE_BLOCKED","Tak dapat dilihat saat Siap"
"TID_TEAM_FEATURE_BLOCKED_WHILE_READY","Tidak tersedia saat Siap"
"TID_TEAM_PRACTISE_BUTTON_LABEL","LATIHAN"
"TID_TEAM_PRACTISE_BUTTON_SUBLABEL","dengan bot"
"TID_TEAM_LOOT_UNLOCKS","HADIAH"
"TID_BONUS_REWARD","Hadiah Bonus untuk 3x menang:"
"TID_BONUS_REWARD_COLLECTED","Hadiah Bonus diklaim"
"TID_INFO_SERVER_ERROR_TITLE","Kesalahan server"
"TID_INFO_SERVER_ERROR_BUTTON","Muat ulang game"
"TID_RARITY_NAME_0","Jalan Trofi"
"TID_RARITY_NAME_1","Langka"
"TID_RARITY_NAME_2","Super Langka"
"TID_RARITY_NAME_3","Epik"
"TID_RARITY_NAME_4","Mistis"
"TID_RARITY_NAME_5","Legendaris"
"TID_RARITY_COLOR_0","B9EAFF"
"TID_RARITY_COLOR_1","68FD58"
"TID_RARITY_COLOR_2","5AB3FF"
"TID_RARITY_COLOR_3","D850FF"
"TID_RARITY_COLOR_4","FE5E72"
"TID_RARITY_COLOR_5","FFF11E"
"TID_HERO_SCREEN_DIM_COLOR","164382"
"TID_RANK_UP_POPUP_TITLE","NAIK KELAS!"
"TID_RANK_UP_POPUP_REWARD_BONUS","BONUS NAIK KELAS"
"TID_RANK_UP_POPUP_RANK","KELAS <RANK>"
"TID_NAME_FAILED_TOO_SHORT","Nama terlalu pendek!"
"TID_NAME_FAILED_PROFANITIES","Nama tidak diperbolehkan!"
"TID_NAME_FAILED","Nama tidak diperbolehkan!"
"TID_EVENT_STARTED","Peta <GAMEMODE> baru terbuka! Hadiah baru tersedia!"
"TID_SELECT_HERO_INFO_1","<cFF8000>Pemain vs Pemain</c>"
"TID_SELECT_HERO_INFO_2","<c2288ff>Pemain vs Bot</c>"
"TID_SELECT_HERO_INFO_3","<c40E0D0>Main solo dengan Bot</c>"
"TID_SELECT_HERO_INFO_1_6","<cFF8000>Pemain vs Pemain</c>"
"TID_SELECT_HERO_INFO_3_6","<c40E0D0>Main solo dengan Bot</c>"
"TID_SELECT_HERO_INFO_FRIENDLY","<c40E0D0>Semua Jagoan Ditingkatkan Sepenuhnya di Laga Persahabatan</c>"
"TID_SELECT_HERO_INFO_RANK_REWARD","Untuk Mendapatkan Poin Kekuatan"
"TID_SELECT_HERO_POW_INFO_TITLE","HADIAH POIN KEKUATAN"
"TID_SELECT_HERO_POW_INFO_PURCHASE_TITLE","PEMBELIAN POIN KEKUATAN"
"TID_SELECT_HERO_POW_INFO_BODY","PILIH JAGOAN UNTUK\nMENERIMA POIN KEKUATAN"
"TID_SELECT_HERO_WILD_CARD_POWER_NOT_ASSIGNABLE","Poin Kekuatan Jagoan ini sudah maksimal"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_TITLE","KONFIRMASI PEMBELIAN"
"TID_WILDCARD_POWER_PURCHASE_CONFIRM_INFO","Poin Kekuatan akan diberikan ke <HERO>"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_TITLE","KONFIRMASI HADIAH"
"TID_WILDCARD_POWER_RANKUP_REWARD_CONFIRM_INFO","Poin Kekuatan akan diberikan ke <HERO>"
"TID_NAVI_1","Toko"
"TID_NAVI_2","Berita"
"TID_NAVI_3","Laga"
"TID_NAVI_4","Jagoan"
"TID_NAVI_5","Geng"
"TID_NAVI_6","Profil"
"TID_NAVI_7","Teman"
"TID_LEADERBOARD_TITLE","PAPAN PERINGKAT"
"TID_LEADERBOARD_TAB_TOTAL","TOTAL\nTROFI"
"TID_LEADERBOARD_TAB_HEROES","JAGOAN"
"TID_LEADERBOARD_TAB_CLANS","GENG"
"TID_LEADERBOARD_TAB_FRIENDS","TEMAN"
"TID_LEADERBOARD_SUBTITLE_1","PEMAIN TERBAIK"
"TID_LEADERBOARD_SUBTITLE_2","GENG TERBAIK"
"TID_LEADERBOARD_SUBTITLE_0","PEMAIN <HERO> TERBAIK"
"TID_BATTLE_MAIN_NEXT_REWARD","Hadiah berikutnya: <VALUE>/<MAX>"
"TID_BATTLE_MAIN_NEXT_PLANET","Peta baru dalam: <TIME>"
"TID_BATTLE_MAIN_COLLECTED_COINS","<VALUE> diambil"
"TID_GATCHA_ERROR_NOT_ENOUGH_GOLD","Kumpulkan 100 Token untuk mendapatkan Kotak Jagoan!"
"TID_GATCHA_INFO","<c0000ff>Kotak Jagoan</c>\n\nBuka Kotak Jagoan untuk mendapatkan Jagoan, Poin Kekuatan, Koin, atau Pengganda Token."
"TID_HERO_INFO_ABILITY_COLOR_1","12b400"
"TID_HERO_INFO_ABILITY_COLOR_2","df1800"
"TID_HERO_INFO_ABILITY_COLOR_3","005bd6"
"TID_HERO_INFO_ARMOR","KESEHATAN"
"TID_HERO_INFO_ABILITY","SERANGAN: <NAME>"
"TID_HERO_INFO_ULTI","SUPER: <NAME>"
"TID_HERO_INFO_BACK","KEMBALI"
"TID_HERO_INFO_UPGRADE","TINGKATKAN"
"TID_HERO_INFO_ABILITY_LEVEL","LVL <LEVEL>/<MAXLEVEL>"
"TID_HERO_INFO_CRAFT_HERO","Beli Jagoan"
"TID_HERO_INFO_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_ITEM_RARITY","<c<COLOR>><NAME></c>"
"TID_HERO_INFO_POWER_BAR_TOOL_TIP","Kumpulkan Poin Kekuatan dari Kotak Jagoan dan penawaran toko untuk peningkatan berikutnya"
"TID_HERO_INFO_STAR_POWER_CAN_DROP","Kekuatan Bintang kini dapat ditemukan di Kotak Jagoan"
"TID_HERO_INFO_STAR_POWER_BLOCKED","Perkuat <HERONAME> dengan Kekuatan Bintang yang bisa dipilih! Tersedia di Kotak Jagoan setelah mencapai KEKUATAN <LEVEL>."
"TID_HERO_INFO_STAR_POWER_LABEL","KEKUATAN BINTANG: <NAME>"
"TID_HERO_INFO_ABILITY_DESC","<c<COLOR>><CAPTION></c>\n<BODY>"
"TID_MATCHMAKE_FAILED_5","Pencarian lawan gagal: Acara telah berakhir"
"TID_MATCHMAKE_FAILED_7","Pencarian lawan gagal: Koneksi anggota tim terputus"
"TID_MATCHMAKE_FAILED_9","Pencarian lawan gagal: Pemeliharaan dimulai"
"TID_MATCHMAKE_FAILED_11","Pencarian lawan gagal: Anggota tim keluar dari pencarian lawan"
"TID_MATCHMAKE_FAILED_12","Pencarian lawan gagal: Bos terakhir sudah kamu kalahkan"
"TID_SUDDEN_DEATH_TIMER","<n1>"
"TID_OWN_TEAM_WINNING","Tim Biru akan menang dalam:"
"TID_ENEMY_TEAM_WINNING","Tim Merah akan menang dalam:"
"TID_OWN_TEAM","Tim Biru"
"TID_ENEMY_TEAM","Tim Merah"
"TID_COUNTDOWN","HITUNG MUNDUR"
"TID_HERO_LIST_UNLOCKED","<COUNT>/<TOTAL>"
"TID_HERO_LIST_LABEL","JAGOAN"
"TID_HERO_LIST_DO_GATCHA","Buka Kotak Jagoan"
"TID_HERO_TIME_UNTIL_RELEASE","Hadir dalam <TIME>"
"TID_HERO_LIST_COMING_UP","Lihat detailnya setelah Jagoan dirilis"
"TID_SKIN_INFO_TIME_UNTIL_RELEASE","Hadir dalam <TIME>"
"TID_SKIN_INFO_","Kostum hadiah Supercell ID"
"TID_SKIN_INFO_1","Kostum rintisan Brawl Stars!\n\nUntuk akun yang dibuat sebelum 2019"
"TID_SKIN_INFO_2","Dapatkan kostum ini dengan menyambungkan akun ke Supercell ID dari layar setelan!"
"TID_SKIN_INFO_3_TEASER","Segera hadir..."
"TID_SKIN_INFO_3_AVAILABLE","\nTersedia untuk waktu terbatas"
"TID_SKIN_INFO_3_NOT_AVAILABLE","\nSaat ini tidak tersedia untuk dibeli"
"TID_SKIN_INFO_3_HERO_NEEDED","\nDapatkan Jagoan untuk membeli kostum ini"
"TID_SKIN_INFO_CAMPAIGN_1_AVAILABLE","Rayakan Liburan Jagoan dengan kostum meriah ini!"
"TID_SKIN_INFO_CAMPAIGN_1_NOT_AVAILABLE","Kostum Liburan Jagoan."
"TID_SKIN_INFO_LEGENDARY","Kostum Bintang"
"TID_LEGENDARY_TROPHIES","Poin Bintang"
"TID_SKIN_REWARD_TITLE_1","HADIAH KOSTUM"
"TID_SKIN_REWARD_INFO_1","Kamu mendapatkan kostum baru! Terima kasih sudah bermain Brawl Stars di tahun 2018"
"TID_SKIN_REWARD_TITLE_2","HADIAH KOSTUM"
"TID_SKIN_REWARD_INFO_2","Kamu mendapatkan kostum baru sebagai hadiah telah menyambungkan akun ke Supercell ID"
"TID_SKIN_REWARD_OK","KLAIM"
"TID_HERO_REWARD_TITLE_1","PESAN DARI TIM DUKUNGAN"
"TID_HERO_REWARD_INFO_1","Tim Dukungan Brawl Stars memberikan Jagoan baru untukmu."
"TID_SKIN_REWARD_TITLE_0","PESAN DARI TIM DUKUNGAN"
"TID_SKIN_REWARD_INFO_0","Tim Dukungan Brawl Stars memberikan Kostum baru untukmu."
"TID_SKIN_REWARD_TITLE_3","PESAN DARI TIM DUKUNGAN"
"TID_SKIN_REWARD_INFO_3","Tim Dukungan Brawl Stars memberikan Kostum baru untukmu."
"TID_REWARD_TITLE","PESAN DARI TIM DUKUNGAN"
"TID_REWARD_INFO","Ada pemberian dari Tim Dukungan Brawl Stars yang menantimu"
"TID_REWARD_INFO_RESOURCE_FIRSTWINS","<AMOUNT> Token Bintang diklaim"
"TID_REWARD_INFO_RESOURCE_GOLD","<AMOUNT> Token diklaim"
"TID_REWARD_INFO_RESOURCE_LEGENDARYTROPHIES","<AMOUNT> Poin Bintang diklaim"
"TID_REWARD_OK","KLAIM"
"TID_HERO_REWARD_OK","KLAIM"
"TID_RANK_POPUP_TITLE","AMBANG TROFI"
"TID_RANK_POPUP_NEXT_GOAL","BERIKUTNYA"
"TID_RANK_POPUP_COLLECT","AMBIL"
"TID_RANK_POPUP_SEASON_END_REWARD","Hadiah Musim"
"TID_RANK_POPUP_SEASON_END_REWARD_OWN","<cffff00>HADIAH MUSIM</c>"
"TID_RANK_POPUP_TOTAL_INFO","Raih lebih banyak trofi total untuk membuka hadiah dan mencapai Liga baru!\nTrofi total adalah kombinasi dari semua trofi individu Jagoan."
"TID_RANK_POPUP_SEASON_END_TITLE","MUSIM BERAKHIR"
"TID_RANK_POPUP_SEASON_END_INFO","Begitu musim berakhir, Jagoan yang memiliki trofi sejumlah <DECAYSTART> atau lebih akan kehilangan sebagian trofi mereka. Trofi yang hilang ini akan diberi kompensasi berupa Poin Bintang yang dapat digunakan di toko."
"TID_RANK_POPUP_HILITE_CAPTION_3","BUKA: <HERO>"
"TID_RANK_POPUP_HILITE_CAPTION_13","ACARA BARU: <NAME>"
"TID_RANK_POPUP_HILITE_CAPTION_10","KOTAK MEGA"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_4","ACARA SPESIAL"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_3","ACARA HARIAN"
"TID_RANK_POPUP_HILITE_CAPTION_SLOT_7","ACARA TIKET"
"TID_RANK_INFO_POPUP_TITLE","Info Trofi"
"TID_RANK_INFO_POPUP_SEASON_REWARDS","Hadiah Poin Bintang Akhir Musim"
"TID_RANK_INFO_POPUP_LABEL_TROPHIES","Trofi"
"TID_RANK_INFO_POPUP_LABEL_STAR_POINTS","Hadiah Poin Bintang"
"TID_RANK_INFO_POPUP_LABEL_END_TROPHIES","Trofi Setelah Musim Berakhir"
"TID_DAILY_COINS_COLLECTED","Diambil"
"TID_TEAM_BATTLE","BUAT"
"TID_TEAM_UNREADY","tidak siap"
"TID_TEAM_WAITING_WHILE_READY","Kamu siap!\nMenunggu pemain lain."
"TID_GATCHA_SCREEN_NEW_HERO","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> Jagoan <NAME></c>"
"TID_GATCHA_SCREEN_NEW_ITEM","<c<COLOR>><OWNEDCOUNT>/<SETSIZE> <NAME></c>"
"TID_GATCHA_SCREEN_BOXES_REMAINING","<AMOUNT>"
"TID_GATCHA_SCREEN_OK","Keren!"
"TID_GATCHA_SCREEN_TAP","Ketuk! Ketuk!"
"TID_GATCHA_SCREEN_TICKET_DROP_HEADER","TIKET ACARA"
"TID_GATCHA_SCREEN_TICKET_DROP_BONUS","BONUS!"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_ONGOING","Aktif selama <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_DESC_FUTURE","Mulai dalam <TIME>"
"TID_GATCHA_SCREEN_TICKET_DROP_NOTE","<EMPTY>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_HEADER","PENGGANDA TOKEN"
"TID_GATCHA_SCREEN_COIN_DOUBLER_VALUE","+ <AMOUNT>"
"TID_GATCHA_SCREEN_COIN_DOUBLER_DESC","Gandakan token yang diraih dari laga!"
"TID_GATCHA_SCREEN_GOLD_DROP_TITLE","KOIN"
"TID_GATCHA_SCREEN_GOLD_DROP_DESC","Gunakan Koin untuk meningkatkan Jagoan"
"TID_GATCHA_SCREEN_GEM_DROP_TITLE","PERMATA"
"TID_GATCHA_SCREEN_GEM_DROP_DESC","Gunakan Permata untuk membeli Kotak, Kostum dan benda lain di Toko"
"TID_GATCHA_SCREEN_HERO_POWER_TITLE","POIN KEKUATAN"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_UNLOCKED","Peningkatan terbuka!"
"TID_GATCHA_SCREEN_HERO_POWER_LEVEL_UP_AVAILABLE","Peningkatan tersedia!"
"TID_GATCHA_SCREEN_BOX_COUNTER_BONUS","BONUS"
"TID_NAVI_BLOCKED_1","Tidak dapat beralih halaman saat siap!"
"LEG_TRO_MIG_INFO_SHORT","<AMOUNT> <cff00ff>Poin Bintang</c> diraih!"
"TID_LEG_TRO_MIG_POPUP_OK","OKE"
"TID_LEG_TRO_MIG_POPUP_CLAIM","KLAIM"
"TID_LEG_TRO_MIG_POPUP_TITLE","Memperkenalkan <cff00ff>Poin Bintang</c>"
"TID_LEG_TRO_MIG_INFO","Yang baru di Brawl Stars: Poin Bintang! Poin Bintang bisa didapatkan saat Jagoan meraih 500 trofi ke atas. Di akhir musim, sejumlah trofi di atas 500 akan dikonversi menjadi Poin Bintang.\n\nKamu juga bisa meraih Poin Bintang saat Jagoan naik kelas. Kamu akan menerima <AMOUNT> Poin Bintang dari Jagoan yang sebelumnya telah naik kelas!"
"TID_TEAM_MEMBER_INFO_READY","<NAME> menunggu yang lain untuk bersiap"
"TID_TEAM_MEMBER_INFO_NOT_READY","<NAME> belum siap"
"TID_TEAM_MEMBER_INFO_SELF_READY","Tidak dapat mengganti Jagoan saat siap!"
"TID_TEAM_CHANGE_EVENT_BLOCKED","Tidak dapat mengganti acara saat siap!"
"TID_TEAM_TOGGLE_PRACTISE_BLOCKED","Tidak dapat mengganti ini saat siap!"
"TID_TEAM_GATCHA_BLOCKED","Tidak dapat membuka kotak saat siap!"
"TID_TEAM_NO_MEMBER_INFO","Undangan tim hanya tersedia untuk pembuat tim"
"TID_TEAM_INFO_TEAM_CODE","Bagikan kode ini dengan teman dan undang mereka untuk bergabung dalam Tim!\n\nKetuk lagi untuk menyalin ke papan klip."
"TID_FREEZER","Pembeku"
"TID_GAME_OVER","Pertandingan Selesai"
"TID_LEVEL","lvl<LVL>"
"TID_PLAYERS_IN_MM","Ada beberapa pemain dalam pencarian lawan ini!"
"TID_ONLINE_INFO","Pemain online: <ONLINE> di pencarian lawan: <MATCHMAKE> dalam laga: <BATTLES>"
"TID_INPUT_NAME","Masukkan namamu di sini"
"TID_LEADERBOARD_YOUR_SCORE","Skormu"
"TID_LEADERBOARD_YOUR_RANK","Peringkatmu"
"TID_LEADERBOARD_HIGHEST_SCORE","Skor Tertinggimu"
"TID_LEADERBOARD_LOCAL","LOKAL (<COUNTRY>)"
"TID_REGION_0","GLOBAL"
"TID_REGION_1","ASIA"
"TID_SET_REGION_RESULT_0","Wilayah berhasil dipindah ke <REGION>"
"TID_SET_REGION_RESULT_1","Gagal pindah wilayah: Tidak dapat pindah wilayah saat sudah ikut Geng"
"TID_SET_REGION_RESULT_2","Gagal pindah wilayah: Tidak dapat pindah wilayah saat sudah masuk Tim"
"TID_VICTORY_CONDITION_COINRUSH_TITLE","Rebut Kristal"
"TID_VICTORY_CONDITION_COINRUSH_TEXT","Rebut dan pertahankan 10 permata!"
"TID_BATTLE_END_MY_TEAM","Timmu"
"TID_BATTLE_END_ENEMY_TEAM","Tim Lawan"
"TID_BACK","KEMBALI"
"TID_NOT_ENOUGH_GOLD","Koin tidak cukup, buka Kotak Jagoan untuk mendapatkan Koin"
"TID_UNLOCK_SKIN_ERROR_1","Permata tidak cukup"
"TID_EXPERIENCE_LEVEL","Level XP"
"TID_BOT_1","Bot 1"
"TID_BOT_2","Bot 2"
"TID_BOT_3","Bot 3"
"TID_BOT_4","Bot 4"
"TID_BOT_5","Bot 5"
"TID_BOT_6","Bot 6"
"TID_BOT_7","Bot 7"
"TID_BOT_8","Bot 8"
"TID_BOT_9","Bot 9"
"TID_CRAFT_HERO_TITLE","Beli Jagoan"
"TID_CRAFT_HERO_BUTTON_LABEL","Beli"
"TID_UNLOCK_SKIN_TITLE","Beli Kostum"
"TID_SKIN_COMING_SOON","Kostum belum tersedia"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Beli"
"TID_HERO_LIST_TOTAL_TROPHIES","Total trofi"
"TID_TOP_TOOL_TIP_1","<c00ccff>Token</c> digunakan untuk membuka Kotak Jagoan.\n\nKumpulkan Token dari acara baru dan Laga."
"TID_TOP_TOOL_TIP_3","<c0ed12d>Permata</c> digunakan untuk membeli Kotak, Kostum, dan barang lain dari Toko.\n\nDapatkan Permata dari Kotak Jagoan atau beli dari Toko dengan uang sungguhan."
"TID_TOP_TOOL_TIP_2","<cff8E1b>Koin</c> digunakan untuk meningkatkan Jagoan.\n\nTemukan Koin dalam Kotak Jagoan."
"TID_TOP_TOOL_TIP_4","<cff0000>Tiket Acara</c> memberimu akses ke Acara Tiket.\n\nTemukan Tiket Acara di dalam Kotak Jagoan."
"TID_TOP_TOOL_TIP_5","<cff00ff>Poin Bintang</c> dapat digunakan untuk membeli barang eksklusif di Toko.\n\nSelain dari hadiah akhir musim, Poin Bintang juga bisa diraih saat Jagoan mana saja mencapai kelas 10 serta tiap lima kelas setelahnya!"
"TID_GAME_MODE_0","REBUT PERMATA"
"TID_GAME_MODE_0_DESC","Ambil Permata yang muncul dari Tambang Permata yang ada di tengah peta atau rebut dari lawan yang tumbang! Pertahankan 10 permata selama durasi hitung mundur untuk memenangkan laga!"
"TID_GAME_MODE_2","PENJARAHAN"
"TID_GAME_MODE_2_DESC","Lindungi brankas timmu sembari mencoba membobol brankas lawan! Tim pertama yang berhasil membobol brankas lawan akan menang.\n\nJika waktu habis, tim yang menimbulkan kerusakan lebih banyak ke brankas lawan akan dinyatakan menang."
"TID_GAME_MODE_3","BURONAN"
"TID_GAME_MODE_3_DESC","Kumpulkan Bintang untuk timmu dengan menumbangkan Jagoan tim lawan. Setiap kali kamu menumbangkan lawan, nilai buronanmu bertambah satu Bintang hingga maksimal tujuh. Jangan sampai tumbang!\n\nSaat waktu habis, tim dengan jumlah Bintang paling banyak akan menang."
"TID_GAME_MODE_6","SHOWDOWN SOLO"
"TID_GAME_MODE_6_COMBINED","SHOWDOWN"
"TID_GAME_MODE_6_DESC","Tumbangkan sembilan lawan dan jadilah Jagoan terakhir yang bertahan. Gunakan cara apa pun, karena nyawamu hanya satu."
"TID_GAME_MODE_6_DESC_COMBINED","Lumpuhkan lawan dan jadilah Jagoan terakhir yang bertahan. Main solo atau berdua."
"TID_GAME_MODE_5","BOLA JAGOAN"
"TID_GAME_MODE_5_DESC","Cetak skor dengan memasukkan bola ke gawang lawan! Pertempuran berakhir saat salah satu tim mencetak dua gol atau saat waktu habis."
"TID_GAME_MODE_3_OG","SIKAT HABIS"
"TID_GAME_MODE_3_OG_DESC","Kumpulkan Bintang untuk tim dengan menumbangkan Jagoan tim lawan. Setiap kali kamu menumbangkan lawan, nilai buronan di kepalamu bertambah satu Bintang hingga maksimal tujuh. Jangan sampai tumbang!\n\nTim dengan Bintang paling banyak saat waktu habis akan menang."
"TID_GAME_MODE_11","PENGEPUNGAN"
