"Name","TID","Type","TypeCN","Disabled","ExistsApple","ExistsAndroid","ExistsCN","DisabledCN","ExistsAppleCN","ExistsAndroidCN","GeoSet","Diamonds","BonusPercentage","USD","Order","RMB","TencentID","IconExportName","FrameNumber","StarterPackNumber","XpLevelReq","ValueFactor","LabelTID","LabelValue","TagLabelTID","Bg","Decor","IsPromotion","Coins","RefundGemValue","PricingValueEqualGems","SCIDStore","PremiumPass","PremiumPlusPass","BundledTierCount","DiscountOf","BundledXP"
"com.supercell.laser.0520c","TID_IAP_0520C",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,110,,199,0,,,,,,,5,,,,1,4,,350,151,,,,"FALSE",,,
"com.supercell.laser.0620c","TID_IAP_0620C",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,205,,299,0,,,,,,,5,,,,1,4,,250,234,,,,"FALSE",,,
"com.supercell.laser.0620d","TID_IAP_0620D",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,410,,999,0,,,,,,,5,,,,1,4,,4000,881,,,,"FALSE",,,
"com.supercell.laser.ms201","TID_IAP_MS20_1",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,125,,299,0,,,,,,,4,,,,1,4,,500,184,,,,"FALSE",,,
"com.supercell.laser.ms202","TID_IAP_MS20_2",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,240,,499,0,,,,,,,4,,,,1,4,,700,322,,,,"FALSE",,,
"com.supercell.laser.ms203","TID_IAP_MS20_3",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,760,,1999,0,,,,,,,4,,,,1,4,,6000,1466,,,,"FALSE",,,
"com.supercell.laser.coins0620","TID_IAP_COINS_0620",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,0,,499,0,,,,,,,6,,,,3,4,,4000,471,,,,"FALSE",,,
"com.supercell.laser.0520g","TID_IAP_0520G",3,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,1200,,4999,0,,,,,,,,"TID_BEST_VALUE_EXTRA",25,,4,4,,0,1200,,,,"FALSE",,,
"com.supercell.laser_cn.gempack0","TID_SHOP_GEM_PACK_1_TITLE",,1,"TRUE",,,"TRUE",,"TRUE","TRUE",100,30,,199,1,1200,"GD2020041015865097539219","shop_gem_0",0,,,,,,,,,,,30,,,,"FALSE",,,
"com.supercell.laser_cn.gempack1","TID_SHOP_GEM_PACK_2_TITLE",,1,"TRUE",,,"TRUE",,"TRUE","TRUE",100,80,,499,2,3000,"GD2020041015865097822442","shop_gem_1",1,,,,"TID_SHOP_LABEL_BREAKDOWN",5,,,,,,80,,,,"FALSE",,,
"com.supercell.laser_cn.gempack2","TID_SHOP_GEM_PACK_3_TITLE",,1,"TRUE",,,"TRUE",,"TRUE","TRUE",100,170,,999,3,6800,"GD2020041015865098164257","shop_gem_2",2,,,,"TID_SHOP_LABEL_BREAKDOWN",19,"TID_SHOP_LABEL_POPULAR",,,,,170,,,,"FALSE",,,
"com.supercell.laser_cn.gempack3","TID_SHOP_GEM_PACK_4_TITLE",,1,"TRUE",,,"TRUE",,"TRUE","TRUE",100,360,,1999,4,12800,"GD2020041015865098475583","shop_gem_3",3,,,,"TID_SHOP_LABEL_BREAKDOWN",59,,,,,,360,,,,"FALSE",,,
"com.supercell.laser_cn.gempack4","TID_SHOP_GEM_PACK_5_TITLE",,1,"TRUE",,,"TRUE",,"TRUE","TRUE",100,950,,4999,5,32800,"GD2020041015865098866520","shop_gem_4",4,,,,"TID_SHOP_LABEL_BREAKDOWN",196,,,,,,950,,,,"FALSE",,,
"com.supercell.laser_cn.gempack5","TID_SHOP_GEM_PACK_6_TITLE",,1,"TRUE",,,"TRUE",,"TRUE","TRUE",100,2000,,9999,6,64800,"GD2020041015865099143688","shop_gem_5",5,,,,"TID_SHOP_LABEL_BREAKDOWN",493,"TID_SHOP_LABEL_BEST_VALUE",,,,,2000,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack1","TID_STARTER_PACK_1",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,110,,299,0,1800,"GD2020051315893438495358",,,1,5,4,,,,1,0,,600,181,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack2","TID_STARTER_PACK_2",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,190,,399,0,2500,"GD2020051315893554469821",,,2,15,4,,,,1,0,,450,243,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack3","TID_STARTER_PACK_3",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,240,,499,0,3000,"GD2020051315893556064734",,,3,25,4,,,,1,0,,700,322,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack4","TID_STARTER_PACK_4",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,320,,599,0,4000,"GD2020051315893556850503",,,4,35,4,,,,1,0,,700,402,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack5","TID_STARTER_PACK_5",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,340,,699,0,4500,"GD2020051315893557620869",,,5,50,4,,,,1,0,,900,446,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack6","TID_STARTER_PACK_6",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,420,,799,0,5000,"GD2020051315893558367029",,,6,75,4,,,,1,0,,900,526,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack7","TID_STARTER_PACK_7",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,390,,899,0,6000,"GD2020051315893559247326",,,7,100,4,,,,1,0,,2000,625,,,,"FALSE",,,
"com.supercell.laser_cn.starterpack8","TID_STARTER_PACK_8",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,470,,999,0,6800,"GD2020051315893559900801",,,8,125,4,,,,1,0,,2000,705,,,,"FALSE",,,
"com.supercell.laser_cn.bundle099","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,99,0,600,"GD2020051315893560974566",,,,,,,,,,,,,,15,,,"FALSE",,,
"com.supercell.laser_cn.bundle199","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,199,0,1200,"GD2020051315893561777109",,,,,,,,,,,,,,30,,,"FALSE",,,
"com.supercell.laser_cn.bundle299","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,299,0,1800,"GD2020051315893562768024",,,,,,,,,,,,,,48,,,"FALSE",,,
"com.supercell.laser_cn.bundle399","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,399,0,2500,"GD2020051315893563393233",,,,,,,,,,,,,,67,,,"FALSE",,,
"com.supercell.laser_cn.bundle499","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,499,0,3000,"GD2020051315893564519131",,,,,,,,,,,,,,80,,,"FALSE",,,
"com.supercell.laser_cn.bundle599","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,599,0,4000,"GD2020051315893565054481",,,,,,,,,,,,,,100,,,"FALSE",,,
"com.supercell.laser_cn.bundle699","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,699,0,4500,"GD2020051315893565736928",,,,,,,,,,,,,,113,,,"FALSE",,,
"com.supercell.laser_cn.bundle799","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,799,0,5000,"GD2020051315893566861518",,,,,,,,,,,,,,125,,,"FALSE",,,
"com.supercell.laser_cn.bundle899","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,899,0,6000,"GD2020051315893567448771",,,,,,,,,,,,,,150,,,"FALSE",,,
"com.supercell.laser_cn.bundle999","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,999,0,6800,"GD2020051315893568147279",,,,,,,,,,,,,,170,,,"FALSE",,,
"com.supercell.laser_cn.bundle1099","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1099,0,7300,"GD2020051315893568691926",,,,,,,,,,,,,,205,,,"FALSE",,,
"com.supercell.laser_cn.bundle1199","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1199,0,7800,"GD2020051315893569305245",,,,,,,,,,,,,,219,,,"FALSE",,,
"com.supercell.laser_cn.bundle1299","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1299,0,8800,"GD2020051315893570022200",,,,,,,,,,,,,,248,,,"FALSE",,,
"com.supercell.laser_cn.bundle1399","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1399,0,9300,"GD2020051315893570953471",,,,,,,,,,,,,,262,,,"FALSE",,,
"com.supercell.laser_cn.bundle1499","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1499,0,9800,"GD2020051315893571525843",,,,,,,,,,,,,,276,,,"FALSE",,,
"com.supercell.laser_cn.bundle1599","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1599,0,10800,"GD2020051315893572164344",,,,,,,,,,,,,,304,,,"FALSE",,,
"com.supercell.laser_cn.bundle1699","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1699,0,11300,"GD2020051315893573188100",,,,,,,,,,,,,,318,,,"FALSE",,,
"com.supercell.laser_cn.bundle1799","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1799,0,11800,"GD2020051315893573675868",,,,,,,,,,,,,,332,,,"FALSE",,,
"com.supercell.laser_cn.bundle1899","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1899,0,12300,"GD2020051315893574244963",,,,,,,,,,,,,,346,,,"FALSE",,,
"com.supercell.laser_cn.bundle1999","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,1999,0,12800,"GD2020051315893574803116",,,,,,,,,,,,,,360,,,"FALSE",,,
"com.supercell.laser_cn.bundle2999","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,2999,0,19800,"GD2020051315893575482563",,,,,,,,,,,,,,573,,,"FALSE",,,
"com.supercell.laser_cn.bundle3999","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,3999,0,25800,"GD2020051315893576448461",,,,,,,,,,,,,,747,,,"FALSE",,,
"com.supercell.laser_cn.bundle4999","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,4999,0,32800,"GD2020051315893576957327",,,,,,,,,,,,,,950,,,"FALSE",,,
"com.supercell.laser_cn.bundle9999","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,9999,0,64800,"GD2020051315893577550063",,,,,,,,,,,,,,2000,,,"FALSE",,,
"com.supercell.laser_cn.0720","TID_IAP_0720",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,160,,499,0,3000,"GD2020051315893578491695",,,,,3,,,,1,4,,700,242,,,,"FALSE",,,
"com.supercell.laser_cn.0620c","TID_IAP_0620C",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,205,,299,0,1800,"GD2020051315893579540286",,,,,5,,,,1,4,,250,234,,,,"FALSE",,,
"com.supercell.laser_cn.0620d","TID_IAP_0620D",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,410,,999,0,6800,"GD2020051315893580080168",,,,,5,,,,1,4,,4000,881,,,,"FALSE",,,
"com.supercell.laser_cn.ms201","TID_IAP_MS20_1",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,125,,299,0,1800,"GD2020051415894427544118",,,,,4,,,,1,4,,500,184,,,,"FALSE",,,
"com.supercell.laser_cn.ms202","TID_IAP_MS20_2",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,240,,499,0,3000,"GD2020051315893581952366",,,,,4,,,,1,4,,700,322,,,,"FALSE",,,
"com.supercell.laser_cn.ms203","TID_IAP_MS20_3",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,760,,1999,0,12800,"GD2020051315893582613473",,,,,4,,,,1,4,,6000,1466,,,,"FALSE",,,
"com.supercell.laser_cn.coins0620","TID_IAP_COINS_0620",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,0,,499,0,3000,"GD2020051315893583148280",,,,,6,,,,3,4,,4000,471,,,,"FALSE",,,
"com.supercell.laser_cn.0520g","TID_IAP_0520G",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,1200,,4999,0,32800,"GD2020051315893583984100",,,,,,"TID_BEST_VALUE_EXTRA",25,,4,4,,0,1200,,,,"FALSE",,,
"com.supercell.laser.som_072001","TID_IAP_SOM_072001",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,240,,499,0,3000,,,,,,4,,,,1,4,,700,322,,,,"FALSE",,,
"com.supercell.laser.som_072002","TID_IAP_SOM_072002",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,390,,999,0,6800,,,,,,3,,,,1,4,,1000,508,,,,"FALSE",,,
"com.supercell.laser.som_072003","TID_IAP_SOM_072003",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,160,,499,0,3000,,,,,,3,,,,1,4,,700,242,,,,"FALSE",,,
"com.supercell.laser.som_072004","TID_IAP_SOM_072004",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,110,,199,0,1200,,,,,,5,,,,1,4,,350,151,,,,"FALSE",,,
"com.supercell.laser.som_072005","TID_IAP_SOM_072005",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,110,,199,0,1200,,,,,,5,,,,1,4,,350,151,,,,"FALSE",,,
"com.supercell.laser.som_072006","TID_IAP_SOM_072006",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,600,,2999,0,19800,,,,,,,"TID_BEST_VALUE_EXTRA",10,,4,4,,0,600,,,,"FALSE",,,
"com.supercell.laser.som_072007","TID_IAP_SOM_072007",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,2400,,9999,0,64800,,,,,,,"TID_BEST_VALUE_EXTRA",20,,4,4,,0,2400,,,,"FALSE",,,
"com.supercell.laser.som_072008","TID_IAP_SOM_072008",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,330,,999,0,6800,,,,,,4,,,,1,4,,3000,683,,,,"FALSE",,,
"com.supercell.laser.som_072009","TID_IAP_SOM_072009",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,330,,999,0,6800,,,,,,3,,,,1,4,,2000,565,,,,"FALSE",,,
"com.supercell.laser.som_072010","TID_IAP_SOM_072010",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,0,,499,0,3000,,,,,,5,,,,3,4,,3400,400,,,,"FALSE",,,
"com.supercell.laser_cn.som_072001","TID_IAP_SOM_072001",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,240,,499,0,3000,"GD2020062815933124419699",,,,,4,,,,1,4,,700,322,,,,"FALSE",,,
"com.supercell.laser_cn.som_072002","TID_IAP_SOM_072002",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,390,,999,0,6800,"GD2020062815933125447645",,,,,3,,,,1,4,,1000,508,,,,"FALSE",,,
"com.supercell.laser_cn.som_072003","TID_IAP_SOM_072003",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,160,,499,0,3000,"GD2020062815933127234459",,,,,3,,,,1,4,,700,242,,,,"FALSE",,,
"com.supercell.laser_cn.som_072004","TID_IAP_SOM_072004",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,110,,199,0,1200,"GD2020062815933128285051",,,,,5,,,,1,4,,350,151,,,,"FALSE",,,
"com.supercell.laser_cn.som_072005","TID_IAP_SOM_072005",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,110,,199,0,1200,"GD2020062815933134747209",,,,,5,,,,1,4,,350,151,,,,"FALSE",,,
"com.supercell.laser_cn.som_072006","TID_IAP_SOM_072006",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,600,,2999,0,19800,"GD2020062815933130685206",,,,,,"TID_BEST_VALUE_EXTRA",10,,4,4,,0,600,,,,"FALSE",,,
"com.supercell.laser_cn.som_072007","TID_IAP_SOM_072007",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,2400,,9999,0,64800,"GD2020062815933131621533",,,,,,"TID_BEST_VALUE_EXTRA",20,,4,4,,0,2400,,,,"FALSE",,,
"com.supercell.laser_cn.som_072008","TID_IAP_SOM_072008",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,330,,999,0,6800,"GD2020062815933132375996",,,,,4,,,,1,4,,3000,683,,,,"FALSE",,,
"com.supercell.laser_cn.som_072009","TID_IAP_SOM_072009",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,330,,999,0,6800,"GD2020062815933133239896",,,,,3,,,,1,4,,2000,565,,,,"FALSE",,,
"com.supercell.laser_cn.som_072010","TID_IAP_SOM_072010",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,0,,499,0,3000,"GD2020062815933134021369",,,,,5,,,,3,4,,3400,400,,,,"FALSE",,,
"com.supercell.laser.starr_09001","TID_IAP_STARR_09001",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,490,,999,0,6800,,,,,,4,,,,1,4,,2000,725,,,,"FALSE",,,
"com.supercell.laser.starr_09002","TID_IAP_STARR_09002",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,330,,999,0,6800,,,,,,3,,,,1,4,,2000,565,,,,"FALSE",,,
"com.supercell.laser.starr_09003","TID_IAP_STARR_09003",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,30,,199,0,1200,,,,,,5,,,,1,4,,1020,150,,,,"FALSE",,,
"com.supercell.laser.starr_09004","TID_IAP_STARR_09004",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,110,,199,0,1200,,,,,,5,,,,1,4,,340,150,,,,"FALSE",,,
"com.supercell.laser.starr_09005","TID_IAP_STARR_09005",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,110,,199,0,1200,,,,,,5,,,,12,4,,360,152,,,,"FALSE",,,
"com.supercell.laser.starr_09006","TID_IAP_STARR_09006",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,570,,999,0,6800,,,,,,5,,,,12,4,,2400,852,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09001","TID_IAP_STARR_09001",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,490,,999,0,6800,"GD2020090315991135284938",,,,,4,,,,1,4,,2000,725,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09002","TID_IAP_STARR_09002",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,330,,999,0,6800,"GD2020090315991136759594",,,,,3,,,,1,4,,2000,565,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09003","TID_IAP_STARR_09003",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,30,,199,0,1200,"GD2020090315991138132399",,,,,5,,,,1,4,,1020,150,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09004","TID_IAP_STARR_09004",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,110,,199,0,1200,"GD2020090315991139533500",,,,,5,,,,1,4,,340,150,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09005","TID_IAP_STARR_09005",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,110,,199,0,1200,"GD2020090315991140992899",,,,,5,,,,12,4,,360,152,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09006","TID_IAP_STARR_09006",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,570,,999,0,6800,"GD2020090315991142104145",,,,,5,,,,12,4,,2400,852,,,,"FALSE",,,
"com.supercell.laser_cn.starr_09007","TID_IAP_STARR_09006",,3,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,760,,1999,0,12800,"GD2020090315991142639030",,,,,5,,,,12,4,,8800,1795,,,,"FALSE",,,
"com.supercell.laser.starr_09007","TID_IAP_STARR_09006",3,,"TRUE","FALSE","FALSE",,"TRUE",,,,760,,1999,0,12800,,,,,,5,,,,12,4,,8800,1795,,,,"FALSE",,,
"com.supercell.laser.bundle2499","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE",,"TRUE",,,,0,,2499,0,,,,,,,,,,,,,,,,475,,,"FALSE",,,
"com.supercell.laser.bundle2799","TID_IAP_BUNDLE_OFFER",6,,,"TRUE","TRUE",,"TRUE",,,,0,,2799,0,,,,,,,,,,,,,,,,532,,,"FALSE",,,
"com.supercell.laser_cn.bundle2499","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,2999,0,16300,"GD2021051116207151686700",,,,,,,,,,,,,,472,,,"FALSE",,,
"com.supercell.laser_cn.bundle2799","TID_IAP_BUNDLE_OFFER",,6,"TRUE",,,"TRUE",,"TRUE","TRUE",,0,,2999,0,18800,"GD2021051116207151320041",,,,,,,,,,,,,,545,,,"FALSE",,,
"com.supercell.laser.newstarterpack1","TID_STARTER_PACK_1",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,100,,99,0,,,,,1,5,5,,,,1,0,,100,112,,,,"FALSE",,,
"com.supercell.laser.newstarterpack2","TID_STARTER_PACK_2",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,160,,199,0,,,,,2,15,5,,,,1,0,,0,160,,,,"FALSE",,,
"com.supercell.laser.newstarterpack3","TID_STARTER_PACK_3",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,205,,299,0,,,,,3,25,5,,,,1,0,,300,240,,,,"FALSE",,,
"com.supercell.laser.newstarterpack4","TID_STARTER_PACK_4",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,400,,499,0,,,,,4,35,5,,,,1,0,,400,447,,,,"FALSE",,,
"com.supercell.laser.newstarterpack5","TID_STARTER_PACK_5",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,500,,599,0,,,,,5,50,5,,,,1,0,,500,559,,,,"FALSE",,,
"com.supercell.laser.newstarterpack6","TID_STARTER_PACK_6",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,610,,799,0,,,,,6,75,5,,,,1,0,,600,681,,,,"FALSE",,,
"com.supercell.laser.newstarterpack7","TID_STARTER_PACK_7",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,730,,999,0,,,,,7,100,5,,,,1,0,,1700,930,,,,"FALSE",,,
"com.supercell.laser.newstarterpack8","TID_STARTER_PACK_8",2,,"TRUE","FALSE","FALSE","FALSE","TRUE",,,,890,,1499,0,,,,,8,125,5,,,,1,0,,5000,1478,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack1","TID_STARTER_PACK_1",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,100,,99,0,600,"GD2021081116286537055113",,,1,5,5,,,,1,0,,100,112,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack2","TID_STARTER_PACK_2",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,160,,199,0,1200,"GD2021081116286537694577",,,2,15,5,,,,1,0,,0,160,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack3","TID_STARTER_PACK_3",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,205,,299,0,1800,"GD2021081116286537969006",,,3,25,5,,,,1,0,,300,240,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack4","TID_STARTER_PACK_4",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,400,,499,0,3000,"GD2021081116286538846049",,,4,35,5,,,,1,0,,400,447,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack5","TID_STARTER_PACK_5",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,500,,599,0,4000,"GD2021081116286539149716",,,5,50,5,,,,1,0,,500,559,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack6","TID_STARTER_PACK_6",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,610,,799,0,5000,"GD2021081116286539519246",,,6,75,5,,,,1,0,,600,681,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack7","TID_STARTER_PACK_7",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,730,,999,0,6800,"GD2021081116286539868726",,,7,100,5,,,,1,0,,1700,930,,,,"FALSE",,,
"com.supercell.laser_cn.newstarterpack8","TID_STARTER_PACK_8",,2,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,890,,1499,0,9800,"GD2021081116286540077144",,,8,125,5,,,,1,0,,5000,1478,,,,"FALSE",,,
"com.supercell.laser.seasonpass999","TID_SHOP_SPECIAL_OFFER",7,,"TRUE",,,,"TRUE",,,,0,,999,0,,,,,,,,,,,,,,,169,,,,"FALSE",,,
"com.supercell.laser_cn.seasonpass999","TID_SHOP_SPECIAL_OFFER",,7,"TRUE",,,"FALSE","TRUE","FALSE","FALSE",,0,,999,0,6800,,,,,,,,,,,,,,169,,,,"FALSE",,,
"com.supercell.laser.gempack0_yt","TID_PROMOCODE_PACK",4,,,"FALSE","TRUE","FALSE","TRUE",,,,30,,199,9,,,,,,,,,,,,,"TRUE",0,0,,,,"FALSE",,,
"com.supercell.laser.gempack2_yt","TID_PROMOCODE_PACK",4,,,"FALSE","TRUE","FALSE","TRUE",,,,170,,999,9,,,,,,,,,,,,,"TRUE",0,0,,,,"FALSE",,,
"com.supercell.laser.scid.gempack0","TID_SUPERCELL_STORE_GEM_PACK_1_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,30,,199,1,,,"shop_gem_0",0,,,,,,,,,,,30,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid.gempack1","TID_SUPERCELL_STORE_GEM_PACK_2_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,80,,499,2,,,"shop_gem_1",1,,,,"TID_SHOP_LABEL_BREAKDOWN",5,,,,,,80,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid.gempack2","TID_SUPERCELL_STORE_GEM_PACK_3_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,170,,999,3,,,"shop_gem_2",2,,,,"TID_SHOP_LABEL_BREAKDOWN",19,"TID_SHOP_LABEL_POPULAR",,,,,170,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid.gempack3","TID_SUPERCELL_STORE_GEM_PACK_4_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,360,,1999,4,,,"shop_gem_3",3,,,,"TID_SHOP_LABEL_BREAKDOWN",59,,,,,,360,,"TRUE","FALSE","FALSE",,,
"com.supercell.laser.scid.gempack4","TID_SUPERCELL_STORE_GEM_PACK_5_TITLE",1,,"FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE",100,950,,4999,5,,,"shop_gem_4",4,,,,"TID_SHOP_LABEL_BREAKDOWN",196,,,,,,950,,"TRUE","FALSE","FALSE",,,
