"Name","Loop","FollowParent","OwnScreenShake","OthersScreenShake","Time","Sound","Type","FileName","ExportName","ParticleEmitterName","Effect","Layer","FlashColor","Scale","FlashDuration","TextInstanceName","TextParentInstanceName","EnemyVersion","FlashWidth","EffectZ"
"dead_mariachi_attack_ulti",,,,,,"Poco_ulti","SWF","sc/effects.sc","sound_attack_ulti",,,"Object",,100,,,,"dead_mariachi_attack_ulti_red",,
"bull_dude_ulti",,,,,,"Rhinocharge","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"bull_dude_ulti_loop","true","true",,,,,"ParticleEmitter",,,"Hammer_trail_particle",,"Object",,75,,,,,,
,,,,,,,"ParticleEmitter",,,"Hammer_trail_rocks",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"Hammer_trail_dust",,"Object",,75,,,,,,
"luchador_ulti",,"true",,,,"Lucha_ulti","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"sniper_attack",,,250,,,"Sniper_atk","ParticleEmitter",,,"shell",,"Object",,150,,,,,,
,,,,,,,"ParticleEmitter",,,"muzzle_flash_smaller",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter_smaller",,"Object",,,,,,,,
"sniper_ulti",,,,,,"Sniper_ulti","Effect",,,,"Gen_dust_puff","Object",,100,,,,,,
"minigun_attack",,,,,,"tnt_attack","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"minigun_ulti",,,,,,"tnt_attack","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"charge_fx","true",,,,,,"ParticleEmitter",,,"charge_fx_emitter",,"Object",,200,,,,,,
"turret_attack",,,,,,"LaserShot01","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
,,,,,,,"ParticleEmitter",,,"shell_shotgun",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"muzzle_flash_smaller",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,,,,,,,
"death_shotgun_girl",,,,,,,"Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"takedamage_gen",,,,,,,"SWF","sc/effects.sc",,,,"Object",,200,,,,,,
"death_gunslinger",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_bull_dude",,,,,,"Rhino_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_rocket_girl",,,,,,"Female_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_trickshot_dude",,,,,,"Male_2_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_cactus",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_barkeep",,,,,,"Male_2_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_mechanic",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_shaman",,,,,,"Female_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_tnt_dude",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_luchador",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_undertaker",,,,,,"Female_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_crow",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_dead_mariachi",,,,,,"Male_2_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_bow_dude",,,,,,"Male_2_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_sniper",,,,,,"Female_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"death_minigun",,,,,,"Male_1_death","Effect",,,"splat_emitter","gen_troop_death","Above",,,,,,,,
"reload_shotgun_girl",,"true",,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_gunslinger",,"true",,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_bull_dude",,"true",,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_rocket_girl",,"true",,,,"Brock_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_trickshot_dude",,"true",,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_cactus",,"true",,,,"Spike_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_barkeep",,"true",,,,"Barkeep_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_mechanic",,"true",,,,"Jess_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_tnt_dude",,"true",,,,"TNT_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_crow",,"true",,,,"crow_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_undertaker",,"true",,,,"Mortis_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_dead_mariachi",,"true",,,,"Poco_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_bow_dude",,"true",,,,"Bow_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_sniper",,"true",,,,"Sniper_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"reload_minigun",,"true",,,,"bandit_reload","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"Gen_Big_Explosion",,"true",300,300,,"Sound_Gen_explosion","ParticleEmitter",,,"big_explosion_lines_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"big_explosion_streaks_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"big_Dust_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"big_Hot_dust_emitter",,"Object",,,,,,,,
,,,,,200,,"ScreenFlash",,,,,"Ground",-1258291201,60,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Object",,,,,,,,
"Gen_Very_Big_Explosion",,"true",300,300,,"Sound_Gen_explosion","ParticleEmitter",,,"very_big_explosion_lines_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"very_big_explosion_streaks_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"very_big_Dust_emitter",,"Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"very_big_Hot_dust_emitter",,"Object",,,,,,,,
,,,,,200,,"ScreenFlash",,,,,"Ground",-1258291201,60,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Object",,,,,,,,
"Gen_Explosion",,"true",200,200,,"Sound_Gen_explosion","Effect",,,,"Gen_small_explosion","Object",,130,,,,,,
"gen_take_damage",,"true",,,,,"SWF","sc/effects.sc",,,,"Object",,100,,,,,,
,,,,,,,"ParticleEmitter",,,"shooting_spark_emitter",,"Object",,100,,,,,,
,,"true",,,,,"ParticleEmitter",,,"gen_small_smoke_emitter",,"Object",,100,,,,,,
"low_health","true","true",,,,"Low_health_1_loop","ParticleEmitter",,,,,"Object",,,,,,,,
"very_low_health","true","true",,,,"Low_health_2_loop","ParticleEmitter",,,,,"Object",,,,,,,,
"bgrfx","true","true",,,,,"ParticleEmitter",,,"bgr_test_emitter",,"Object",,100,,,,,,
,,,,,,,"ParticleEmitter",,,"bgr_test_trail_spark_emitter",,"Object",,100,,,,,,
"sniper_landing_smoke_ring",,,200,200,,"Sniper_land","SWF","sc/effects.sc","smoke_ring",,,"Ground",,100,,,,,,
"ground_hit_800",,,200,200,,"Sound_Gen_explosion","Effect",,,,"hammer_ulti_explosion","Object",,230,,,,,,
"explosion_1150",,,200,200,,"Sound_Gen_explosion","Effect",,,,"Gen_small_explosion","Object",,100,,,,,,
"explosion_1200",,,200,200,,"Sound_Gen_explosion","Effect",,,,"Gen_small_explosion","Object",,100,,,,,,
"explosion_200",,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,70,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,70,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,70,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,70,,,,,,
"explosion_300",,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,95,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,95,,,,,,
"explosion_450",,,150,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,120,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,120,,,,,,
"explosion_600",,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,190,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,190,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,190,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,190,,,,,,
"explosion_800",,,150,150,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,230,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,230,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,230,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,230,,,,,,
"explosion_rocket_rose",,,200,50,,"explosion_rocket_rose","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,95,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,95,,,,,,
"explosion_rocket_rose_ulti",,,200,50,,"explosion_rocket_rose_ulti","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,120,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,120,,,,,,
"explosion_tnt_dude",,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,120,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,120,,,,,,
"explosion_tnt_dude_ulti",,,450,150,,"Sound_TNT_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,230,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,230,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,230,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,230,,,,,,
"Solid_hit_fx",,,,,,"Bullet_rico_metal","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"explosion_cactus",,,200,50,,"Cactus_explo","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,95,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,95,,,,,,
"explosion_cactus_ulti_red",,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,230,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,230,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,230,,,,,,
,,,,,,,"SWF","sc/effects.sc","cactus_field_red",,,"Ground",,100,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,230,,,,,,
"explosion_cactus_ulti",,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,230,,,,"explosion_cactus_ulti_red",,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,230,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,230,,,,,,
,,,,,,,"SWF","sc/effects.sc","cactus_field",,,"Ground",,100,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,230,,,,,,
"explosion_barkeep",,,150,50,,"Barkeep_bottle_hit","ParticleEmitter",,,"gen_hit_flash",,"Object",,190,,,,,,
,,,,,,,"ParticleEmitter",,,"barkeep_shards",,"Object",,190,,,,,,
,,,,,,,"ParticleEmitter",,,"barkeep_splat",,"Ground",,,,,,,,
,,,,,,,"ParticleEmitter",,,"barkeep_smoke",,"Above",,,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_Dust_emitter",,"Object",,,,,,,,
"explosion_barkeep_ulti",,,150,50,,"Barkeep_ulti_hit","ParticleEmitter",,,"barkeep_smoke_ulti",,"Above",,190,,,,,,
,,,,,,,"Effect",,,,"Gen_Explosion","Object",,,,,,,,
,,,,,,,"ParticleEmitter",,,"barkeep_fire",,"Ground",,,,,,,,
,,,,,,,"ParticleEmitter",,,"barkeep_splat_ulti",,"Ground",,,,,,,,
"explosion_bow_dude",,,200,50,,"Sound_Gen_small_explosion","ParticleEmitter",,,"Small_Dust_emitter",,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Small_explosion_streaks_emitter",,"Object",,95,,,,,,
,,,,,,,"SWF","sc/effects.sc","gen_explosion_ring2",,,"Object",,95,,,,,,
,,,,,,,"ParticleEmitter",,,"Gen_Small_Debris_emitter",,"Above",,95,,,,,,
"Lucha_hit",,,200,50,,"Punch_impact","ParticleEmitter",,,"Hit_dust",,"Above",,0,,,,,,
,,,,,,,"ParticleEmitter",,,"gen_hit_flash",,"Above",,,,,,,,
,,,,,,,"ParticleEmitter",,,"gen_hitfx_dot_blue_emitter",,"Above",,,,,,,,
,,,,,,,"SWF","sc/effects.sc","Primo_hit",,,"Above",,,,,,,,
"Gen_hit_melee",,,,,,"Punch_impact","ParticleEmitter",,,"Hit_dust",,"Above",,200,,,,,,
,,,,,,,"ParticleEmitter",,,"gen_hit_flash",,"Above",,300,,,,,,
,,,,,,,"ParticleEmitter",,,"gen_hitfx_dot_blue_emitter",,"Above",,200,,,,,,
"Trickshot_hit_env",,,,,,"Trickshot_bullet","ParticleEmitter",,,"gen_hitfx_dot_blue_emitter",,"Above",,200,,,,,,
,,,,,,,"ParticleEmitter",,,"trickshot_hit_ring_emitter",,"Above",,200,,,,,,
"oasis_blocking2_explosion",,,300,300,,,"ParticleEmitter","sc/effects.sc",,"Rock_explo_debris1_mine",,"Object",,100,,,,,,
,,,,,,,"ParticleEmitter","sc/effects.sc",,"Rock_explo_debris2_mine",,"Object",,100,,,,,,
,,,,,,,"ParticleEmitter","sc/effects.sc",,"Explo_dust",,"Object",,100,,,,,,
,,,,,,,"ParticleEmitter","sc/effects.sc",,"ground_explosion_small",,"Ground",,50,,,,,,
"Green_explo_fx",,,,,,,"ParticleEmitter",,,"Explo_dust",,"Object",,120,,,,,,
,,,,,,,"ParticleEmitter",,,"Grass_hit_big",,"Object",,,,,,,,
"Green_hit_fx",,,,,,"Bullet_rico_grass","ParticleEmitter",,,"Green_hit",,"Object",,100,,,,,,
"MineActive_enemy",,,,,,"Bomb_bleeps","ParticleEmitter",,,"Sharpie_emitter_enemy",,"Above",,100,,,,,,
,,,,,,,"ParticleEmitter",,,"MineRing_emitter_enemy",,"Above",,100,,,,,,
"MineActive",,,,,,"Bomb_bleeps_friend","ParticleEmitter",,,"Sharpie_emitter",,"Above",,100,,,,"MineActive_enemy",,
,,,,,,,"ParticleEmitter",,,"MineRing_emitter",,"Above",,100,,,,,,
"Spawn_Shield","true","true",,,,,"SWF","sc/effects.sc","spawnshield_fx",,,"Object",,100,,,,,,
"Spawn_mine",,"true",,,,"Bo_mine_spawn","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
"Spawn_sniper_bomb",,"true",,,,"Piper_mine_drop","SWF","sc/effects.sc",,,,"Object",,100,,,,,,
