TID,EN,AR,CN,CNT,DE,ES,FI,FR,HE,ID,IT,JP,KR,MS,NL,PL,PT,RU,TH,TR,VI
TID_GAME_MODE_24_DESC,"Assemble a team of 3 Brawlers to battle against an opposing team in an elimination format Duel. Each round is a 1 vs 1 battle, and ends when a Brawler is defeated. Win 3 rounds to win the match!\n\nPicking an effective squad of Brawlers in the right order can greatly enhance your chances of winning.",كوّن فريقًا من 3 أبطال للعراك ضد فريق خصم في مبارزة على شكل إقصاء. تكون كل جولة عبارة عن معركة 1 ضد 1، وتنتهي عند هزيمة بطل. اربح 3 جولات للفوز في المواجهة.\n\nاحرص على تكوين فرقة مؤثرة من الأبطال بالترتيب الصحيح لتعزيز فرصك في الفوز بشكل كبير.,挑选3名英雄组建一支队伍，与对手的队伍展开淘汰制车轮战！每局对战均为1对1，一方英雄被击倒时当局结束。赢得3局对战即可获胜！\n\n挑选最合适的英雄组建队伍，合理安排英雄出场顺序，最大程度提升您的获胜几率。,挑選3名英雄組建1支隊伍，與對手的隊伍展開淘汰制車輪戰！每局皆為1對1對戰，一方英雄被擊倒時該局結束。贏得3局對戰即可獲勝！\n\n挑選最合適的英雄組建隊伍，慎選英雄出場順序，可以大幅提升獲勝機率。,"Stelle ein Team aus 3 Brawlern zusammen, um gegen ein gegnerisches Team in einem Duell mit Ausscheidungsformat anzutreten. Jede Runde wird 1-gg.-1 ausgetragen und endet, wenn ein Brawler besiegt wird. Gewinne 3 Runden, um das Match zu gewinnen!\n\nWenn du ein effektives Team an Brawlern in der richtigen Reihenfolge auswählst, hast du bessere Siegeschancen.",Forma un equipo de 3 brawlers para luchar contra un equipo rival en un formato de duelo por eliminación. Cada ronda es una batalla 1 contra 1 y termina cuando un brawler es derrotado. ¡Gana 3 rondas para ganar la partida!\n\nElegir un equipo eficaz de brawlers en el orden adecuado puede aumentar mucho tus posibilidades de ganar.,"Kokoa kolmen rämäpään joukkue pudotuspelimuotoiseen kaksintaisteluun vastustajajoukkuetta vastaan. Kukin erä on 1v1 -taistelu, joka päättyy jommankumman rämäpään tappioon. Ottelun voittoon tarvitaan 3 erävoittoa!\n\nMahdollisuutesi paranevat huomattavasti, jos valitset joukkueeseen tehokkaita rämäpäitä oikeassa järjestyksessä.","Assemblez une équipe de 3 brawlers pour affronter une équipe adverse en duel éliminatoire. Chaque round est un combat en 1c1 et se termine lorsqu'un brawler est vaincu. Gagnez 3 rounds pour remporter le match !\n\nPour mettre toutes les chances de votre côté, sélectionnez une équipe efficace de brawlers dans le bon ordre.",הרכיבו צוות של 3 בראולרים כדי להילחם נגד קבוצה יריבה בדו-קרב בדרך האלימינציה. כל סבב הוא קרב 1 נגד 1 המסתיים כשאחד הבראולרים מובס. המנצח ב-3 סבבים מנצח משחק!\n\nבחירת נבחרת אפקטיבית של בראולרים והפעלתם בסדר הנכון יכולה לשפר מאוד את הסיכוי לנצח.,Susun tim yang terdiri dari 3 Jagoan untuk menghadapi tim lawan dalam Duel dengan format eliminasi. Tiap ronde adalah laga 1v1 dan ronde akan berakhir saat seorang Jagoan tumbang. Menangkan 3 ronde untuk memenangkan pertandingan!\n\nMemilih kombinasi Jagoan yang efektif dalam urutan yang tepat akan meningkatkan kesempatan menang secara signifikan.,"Forma una squadra di tre brawler per affrontare gli avversari in duelli a eliminazione diretta. Ogni round consisterà in una battaglia 1v1, che terminerà quando uno dei due brawler viene eliminato. Ha la meglio la squadra che vince tre round!\n\nScegli i brawler nell'ordine giusto per aumentare le possibilità di vittoria.",3体のキャラクターでチームを作り、勝ち抜き形式で敵チームと戦おう！各ラウンドは1対1のバトルによって進行し、どちらかが倒された時点で終了する。先に3ラウンドを制した方がマッチの勝者となる。\n\nキャラクターの順番が勝敗を大きく左右するため、最初の選択が肝心だ！,"브롤러 3명으로 팀을 구성해 한 번 지면 탈락하는 방식으로 상대 팀과 결투합니다. 각 라운드는 1 대 1로 진행되며, 한쪽 브롤러가 처치되면 해당 라운드는 끝납니다. 먼저 3라운드를 이기면 매치에서 승리합니다!\n\n적절한 브롤러 선택과 순서가 승패를 크게 좌우합니다.",Kumpul satu pasukan yang terdiri daripada 3 brawler untuk bertempur dengan pasukan lawan dalam perang tanding format penyingkiran. Setiap pusingan ialah pertempuran 1 lawan 1 dan berakhir apabila satu brawler dikalahkan. Menang 3 pusingan untuk menang perlawanan!\n\nMemilih skuad brawler yang berkesan dalam susunan yang betul boleh meningkatkan peluang kemenangan anda.,"Stel een team van drie knokkers samen en vecht tegen een vijandelijk team in een duel met rechtstreekse uitschakeling. Elke ronde bestaat uit een 1-tegen-1-gevecht dat ten einde komt wanneer een knokker wordt verslagen. Win drie rondes om de wedstrijd te winnen!\n\nDoor je knokkers in de juiste volgorde te zetten, kun je je winstkansen enorm vergroten.","Zbierz drużynę 3 zadymiarzy, którzy zmierzą się z członkami drużyny przeciwnej w pojedynkach toczonych w systemie pucharowym. Każda runda to bitwa 1 na 1, która kończy się, gdy jeden z zadymiarzy zostanie pokonany. Zwycięzca 3 rund wygrywa mecz!\n\nWybranie skutecznego składu zadymiarzy i ustalenie odpowiedniej kolejności walk może znacznie zwiększyć szanse na zwycięstwo.",Forme uma equipe de 3 Brawlers para batalhar contra uma equipe adversária em formato de eliminação de duelo. Cada rodada é uma batalha 1x1 que termina quando um Brawler é derrotado. A vitória é de quem vencer 3 rodadas!\n\nÉ importante escolher uma boa combinação de Brawlers para aumentar as chances de vitória.,"Составь команду из 3 бойцов и сразись с командой противника в дуэли на выбывание. Каждый раунд — это бой 1 на 1, который заканчивается, когда бойца побеждают. Выиграй 3 раунда, чтобы победить в матче.\n\nЗалог успеха — эффективная комбинация и порядок бойцов!",รวมทีมบรอว์เลอร์ 3 ตัวเพื่อต่อสู้กับทีมฝ่ายตรงข้ามในการดวลแบบแพ้คัดออก แต่ละรอบเป็นการต่อสู้ 1v1 และการต่อสู้จะจบลงเมื่อมีบรอว์เลอร์พ่ายแพ้ ชนะ 3 รอบเพื่อชนะแมตช์!\n\nเลือกทีมบรอว์เลอร์ที่แข็งแกร่งในลำดับที่เหมาะสมเพื่อเพิ่มโอกาสคว้าชัย,"Üç savaşçılı bir takım kurup rakip takımla düello formatında maçlar yaparsın. Her turda 1'e 1 savaş yapılır, savaşçılardan biri yok edildiğinde tur sona erer. Maçı almak için üç tur kazanmalısın!\n\nİyi bir savaşçı kadrosu oluşturmak ve savaşçıları doğru sırayla seçmek kazanma şansını artırır.","Lập một đội gồm 3 Chiến binh Brawl để chiến đấu với đội đối thủ trong chế độ Song đấu loại trừ. Mỗi hiệp đấu là một trận chiến 1 vs 1, và trận chiến sẽ kết thúc khi một Chiến binh Brawl bị hạ gục. Đội nào thắng 3 hiệp sẽ giành chiến thắng!\n\nĐể tăng cơ hội thắng của mình, hãy lựa chọn đội hình Chiến binh Brawl và thứ tự chiến đấu thật hiệu quả nhé!"
TID_TAG_TEAM_INTRO_TEXT,Defeat all enemy Brawlers!,اهزم جميع الأبطال الأعداء!,击倒全部敌方英雄！,擊敗全部敵方英雄！,Besiege alle gegnerischen Brawler!,¡Derrota a todos los brawlers enemigos!,Kukista kaikki vastustajan rämäpäät!,Battez tous les brawlers ennemis !,נצחו את כל הבראולרים של היריב!,Kalahkan semua Jagoan lawan!,Sconfiggi tutti i brawler nemici!,敵キャラクターを全員倒そう！,적 브롤러를 모두 처치하세요!,Kalahkan semua brawler musuh!,Versla alle vijandelijke knokkers!,Pokonaj wszystkich wrogich zadymiarzy!,Derrote todos os Brawlers inimigos!,Победи всех вражеских бойцов!,เอาชนะบรอว์เลอร์ศัตรูทั้งหมด!,Tüm düşman savaşçılarını yok et!,Hạ gục tất cả Chiến binh Brawl đối thủ!
TID_EMOTE_BUNDLE_BRAWLENTINES_PACK,Brawlentine's Skins Pin Set,مجموعة تعبيرات مظاهر الفالانتاين,乱斗情人节皮肤表情包,亂鬥情人節造型表情組合,Brawlentinstagskins-Pinset,Reacciones y aspectos de San Brawlentín,Rämäpäivän asut -merkkisetti,Set d'émotes des skins de la Saint-Brawlentin,ערכת סיכות לסקינים של יום בראולנטיין,Setumpuk Pin Kostum Brawlentine,Set di reazioni di San Brawlentino,バレンタインスキン＆ピンズセット,브롤렌타인 핀 세트,Set Pin Kulit Hari Brawlentine,Reactieset: Brawlentijn-skins,Zestaw odznak do przebrań na zadymiarskie Walentynki,Pacote de reações de Brawlentine,День влюблённых: комплект скинов и значков,เซ็ตอีโมจิสกินบรอว์เลนไทน์,Sevgililer günü kostüm ve rozet seti,Bộ Huy hiệu Trang phục Valentine Brawl
TID_EMOTE_BUNDLE_BRAWLIDAYS_PACK,Brawlidays Skins Pin Set,مجموعة تعبيرات مظاهر احتفالات نهاية العام,乱斗圣诞节皮肤表情包,亂鬥聖誕節造型表情組合,Brawlidaysskins-Pinset,Reacciones y aspectos de Brawlidad,Juhlapyhien asut -merkkisetti,Set d'émotes des skins des fêtes Brawl,ערכת סיכות לסקינים לחגים,Setumpuk Pin Kostum Liburan Jagoan,Set di reazioni delle Feste in mischia,クリスマススキン＆ピンズセット,브롤리데이 핀 세트,Set Pin Kulit Cuti Brawler,Reactieset: knokfeestdagen-skins,Zestaw odznak do przebrań na Święta z Brawl Stars,Pacote de reações de festas Brawl,Праздничный комплект скинов и значков,เซ็ตอีโมจิสกินวันหยุดไม่หยุดสู้,Yılbaşı kostüm ve rozet seti,Bộ Huy hiệu Trang phục Giáng sinh Brawl
TID_CLUB_LEAGUE_SEASON_END_PROMOTION_INBOX,Congratulations! your Club has been promoted up <CLUBTIERS> Leagues for achieving RANK <POSITION> at the end of the Club League season.,تهانينا! تمت ترقية اتحادك إلى دوريات <CLUBTIERS> لبلوغ الترتيب <POSITION> في نهاية موسم دوري الاتحادات.,恭喜，您的战队在此次战队联赛赛季中最终排名第<POSITION>，晋级了<CLUBTIERS>个联赛段位。,恭喜，你的戰隊在此次戰隊聯賽賽季中最終排名第<POSITION>，晉級<CLUBTIERS>個聯賽RANK級數。,Glückwunsch! Für das Erreichen von RANG <POSITION> am Ende der Clubliga-Saison ist dein Club <CLUBTIERS> Ligen aufgestiegen.,¡Felicidades! Tu club ha ascendido <CLUBTIERS> ligas gracias a haber alcanzado el puesto <POSITION> al final de la temporada de la liga de clubs.,"Onnittelut! Jengisi on ylennetty <CLUBTIERS> liigatasoa korkeammalle, sillä sen sijoitus kauden päättyessä oli <POSITION>.","Félicitations ! Votre club ayant fini la saison de ligue des clubs au rang <POSITION>, il est promu en ligue <CLUBTIERS>.",מזל טוב! המועדון שלך עלה <CLUBTIERS> ליגות על השגת דירוג <POSITION> בתום עונת ליגת מועדונים.,Selamat! Geng dipromosikan ke Liga <CLUBTIERS> setelah berhasil mencapai PERINGKAT <POSITION> di akhir Musim Liga Geng.,Complimenti! Il club ha scalato <CLUBTIERS> sottodivisione/i per essere arrivato <POSITION>º alla fine della stagione della Lega dei club.,おめでとうございます！あなたの所属クラブはクラブリーグシーズンで<POSITION>位にランクインしたことで、<CLUBTIERS>リーグ昇格しました。,축하합니다! 소속 클럽이 클럽 리그 시즌 마지막에 <POSITION>위를 달성해 <CLUBTIERS> 리그로 승급되었습니다.,Tahniah! Kelab anda dinaikkan pangkat <CLUBTIERS> Liga kerana mencapai KEDUDUKAN <POSITION> pada penghujung musim Liga Kelab.,Gefeliciteerd! Je club is dit clubcompetitieseizoen op positie <POSITION> geëindigd en is daarom <CLUBTIERS> divisie(s) gestegen.,"Gratulacje! Twój klub awansował do ligi <CLUBTIERS>, zdobywając POZYCJĘ <POSITION> na zakończenie sezonu ligi klubowej.",Parabéns! Seu clube subiu <CLUBTIERS> divisão(ões) por ter ficado em <POSITION>º lugar ao fim da temporada da liga de clubes.,Поздравляем! Твой клуб занял <POSITION>-Е МЕСТО в сезоне Лиги клубов и повышается на <CLUBTIERS> лигу (-и).,ยินดีด้วย! คลับของคุณเลื่อนขั้นเป็นลีก<CLUBTIERS>จากการได้อันดับที่ <POSITION> เมื่อสิ้นสุดฤดูกาลลีกคลับ,"Tebrikler! Kulübün, kulüp ligi sezonu sonunda <POSITION>. sıraya ulaştı ve <CLUBTIERS> lig yükseldi.",Chúc mừng! Câu lạc bộ của bạn đã thăng cấp lên <CLUBTIERS> Giải đấu vì đã đạt HẠNG <POSITION> vào cuối mùa Giải đấu Câu lạc bộ.
TID_EMOTE_BUNDLE_LNY2022_PACK,Lunar Brawl Skins Pin Set,مجموعة تعبيرات مظاهر السنة القمرية,新春大乱斗皮肤表情包,新春亂鬥造型表情組合,Mondbrawlskins-Pinset,Aspectos y reacciones de Brawl lunar,Kiinalaisen uudenvuoden asut -merkkisetti,Set d'émotes des skins Brawl lunaire,ערכת סיכות סקינים לראש השנה הסיני,Setumpuk Pin Kostum Imlek Jagoan,Set di reazioni della mischia lunare,旧正月スキン＆ピンズセット,설날 브롤 핀 세트,Set Pin Kulit Brawl Tahun Baharu Cina,Reactieset: lunaire knokskins,Zestaw odznak do przebrań z okazji Chińskiego Nowego Roku,Pacote de reações de Brawl Lunar,Лунный Новый год: комплект скинов и значков,เซ็ตอีโมจิสกินศึกตรุษจีน,Yeni ay yılı kostüm ve rozet seti,Bộ Huy hiệu Trang phục Tết Nguyên Đán
TID_CLUB_LEAGUE_TROPHY_RESET_MESSAGE,Play today's Club League Events to collect Club Trophies! Club Trophies reset each Event Day. Play on each Event Day to contribute the most to your Club.,العب أحداث دوري الاتحادات اليوم لتجمع كؤوس الاتحادات. تتم إعادة تعيين كؤوس الاتحادات كل يوم حدث. العب كل يوم من أيام الحدث لتساهم في نجاح اتحادك بأكبر قدر.,参加今日战队联赛的比拼，努力赢取战队奖杯！每个活动日结束时战队奖杯将会重置。积极参与每个活动日的比赛，为战队贡献自己的一份力量！,參加今天的戰隊聯賽活動，努力贏取戰隊獎盃！每個活動日結束時戰隊獎盃會被重置。努力參加每個活動日的比賽，為戰隊貢獻自己的一份力量！,"Spiele die heutigen Clubliga-Ereignisse, um Clubtrophäen zu sammeln! Clubtrophäen werden nach jedem Ereignistag zurückgesetzt. Spiele an jedem Ereignistag mit, um deinem Club so sehr wie möglich zu helfen.",¡Participa en los eventos de la liga de clubs de hoy para conseguir trofeos del club! Los trofeos del club se reinician cada día de eventos. Juega en cada día de eventos para contribuir a tu club.,Kerää jengipokaaleja pelaamalla tämän päivän jengiliigatapahtumia! Jengipokaalit nollataan kunakin tapahtumapäivänä. Pelaamalla jokaisena tapahtumapäivänä autat jengiäsi parhaiten.,Participez aux événements du jour dans la ligue des clubs pour obtenir des trophées de club. Ces trophées sont réinitialisés en fin de journée. Jouez chaque jour pour en faire gagner un maximum à votre club.,שחקו באירועי היום של ליגת המועדון כדי לאסוף גביעי מועדון! גביעי המועדון מתאפסים בכל יום אירוע. שחקו בכל יום אירוע כדי לתרום תרומה מרבית למועדון שלכם.,Mainkan Acara Liga Geng hari ini untuk mengumpulkan Trofi Geng! Trofi Geng akan direset pada akhir tiap Hari Acara. Main di setiap Hari Acara untuk berkontribusi sebanyak mungkin pada Geng.,"Partecipa agli eventi di oggi della Lega dei club per accumulare trofei del club, che si azzerano ogni giorno degli eventi. Gioca sempre per contribuire al massimo!",本日のクラブリーグイベントをプレイして、クラブトロフィーを集めましょう！クラブトロフィーはイベント日が終了するたびにリセットされます。すべてのイベント日に参加すれば、クラブに大きく貢献できますよ！,오늘의 클럽 리그 이벤트를 플레이하여 클럽 트로피를 모으세요! 클럽 트로피는 이벤트 날이 끝날 때마다 초기화됩니다. 각 이벤트 날에 플레이하여 클럽에 최대한 기여하세요.,Main Acara Liga Kelab hari ini untuk mengumpul trofi kelab! Trofi kelab akan set semula setiap Hari Acara. Main pada setiap Hari Acara untuk menyumbang sebanyak mungkin kepada kelab anda.,Neem deel aan de evenementen van vandaag in de clubcompetitie om clubtrofeeën te verzamelen! De clubtrofeeën worden elke evenementdag gereset. Speel op elke evenementdag om het meeste bij te dragen aan je club.,"Weź udział w dzisiejszych wydarzeniach Ligi Klubowej i zdobywaj puchary klubowe! Puchary klubowe resetują się każdego dnia wydarzenia. Graj każdego dnia wydarzenia, aby przyczynić się do zwycięstwa swojego klubu.",Participe dos eventos da liga de clubes de hoje para ganhar troféus do clube! Os troféus são reajustados a cada dia de eventos. Jogue em todos os dias possíveis para ajudar seu clube.,"Играй в сегодняшних событиях Лиги клубов и зарабатывай трофеи клуба! Трофеи клуба сбрасываются в конце дня событий. Играй в каждый день событий, чтобы помочь своему клубу!",เล่นอีเวนท์ลีกคลับวันนี้เพื่อเก็บถ้วยรางวัลคลับ! ถ้วยรางวัลคลับจะรีเซ็ตหลังจบวันอีเวนท์แต่ละวัน เล่นอีเวนท์ทุกวันเพื่อช่วยคลับของคุณให้มากที่สุด,"Bugünün kulüp ligi etkinliklerine katıl, kulüp kupası kazan! Kulüp kupaları her etkinlik gününün ardından sıfırlanır. Kulübüne katkıda bulunmak için her etkinlik gününde oyna.",Tham gia các Sự kiện Giải đấu Câu lạc bộ của ngày hôm nay để thu thập Cúp Câu lạc bộ! Số lượng Cúp Câu lạc bộ sẽ được tái lập vào mỗi Ngày Sự kiện. Tham gia tất cả các Ngày Sự kiện để đóng góp hết mình cho Câu lạc bộ của bạn.
TID_EMOTE_BUNDLE_LNY22_PACK,Lunar Brawl Skins Pin set,مجموعة تعبيرات مظاهر السنة القمرية,新春大乱斗皮肤表情包,新春亂鬥造型表情組合,Mondbrawlskins-Pinset,Aspectos y reacciones de Brawl lunar,Kiinalaisen uudenvuoden asut -merkkisetti,Set d'émotes des skins Brawl lunaire,ערכת סיכות סקינים לראש השנה הסיני,Setumpuk Pin Kostum Imlek Jagoan,Set di reazioni della mischia lunare,旧正月スキン＆ピンズセット,설날 브롤 핀 세트,Set Pin Kulit Brawl Tahun Baharu Cina,Reactieset: lunaire knokskins,Zestaw odznak do przebrań z okazji Chińskiego Nowego Roku,Pacote de reações de Brawl Lunar,Лунный Новый год: комплект скинов и значков,เซ็ตอีโมจิสกินศึกตรุษจีน,Yeni ay yılı kostüm ve rozet seti,Bộ Huy hiệu Trang phục Tết Nguyên Đán
TID_TAGTEAM_TROPHY_INFO_LOSE_INFO,Each Brawler loses <VALUE> of the trophies that they would lose in a normal match,يخسر كل بطل <VALUE> من الكؤوس التي قد يخسرها في مواجهة عادية,如果战败，每名英雄失去的奖杯数为普通对战的<VALUE>。,如果戰敗，每名英雄失去的獎盃數為一般對戰的<VALUE>。,"Jeder Brawler verliert <VALUE> der Trophäen, die er in einem normalen Match verlieren würde.",Cada brawler pierde <VALUE> de los trofeos que perdería en una partida normal.,"Kukin rämäpää menettää <VALUE> niistä pokaaleista, jotka hän menettäisi normaalissa ottelussa.",Chaque brawler perd <VALUE> des trophées qu'il aurait perdus lors d'un match normal,כל בראולר מפסיד <VALUE> מהגביעים שהיה מפסיד במשחק רגיל,"Setiap Jagoan kehilangan <VALUE> Trofi, sama seperti saat kalah di laga standar.",Ogni brawler perde <VALUE> dei trofei che perderebbe in uno scontro standard.,各キャラクターが、通常のバトルで失うトロフィー数の<VALUE>を失います。,각 브롤러는 일반 매치와 달리 트로피 <VALUE>개를 잃습니다.,Setiap brawler hilang <VALUE> trofi seperti yang mereka hilang dalam perlawanan biasa.,Knokkers verliezen <VALUE> van de trofeeën die ze in een normale wedstrijd zouden verliezen.,"Każdy zadymiarz traci <VALUE> pucharów, które straciłby w normalnym meczu",Cada Brawler perde <VALUE> do total de troféus que perderia numa batalha normal.,"Каждый боец теряет <VALUE> трофеев, которые он потерял бы в обычном матче.",บรอว์เลอร์แต่ละตัวสูญเสียถ้วยรางวัล <VALUE> ถ้วยจากที่จะเสียในแมตช์ธรรมดา,"Her savaşçı, normal maçta kaybedeceği kupanın <VALUE> kadarını kaybeder.",Mỗi Chiến binh Brawl mất <VALUE> số cúp mà chúng sẽ mất trong một trận đấu bình thường
TID_TAGTEAM_TROPHY_INFO_WIN_INFO,Each Brawler gains <VALUE> of the trophies that they would gain in a normal match,يكسب كل بطل <VALUE> من الكؤوس التي قد يكسبها في مواجهة عادية,如果获胜，每名英雄获得的奖杯数为普通对战的<VALUE>。,如果獲勝，每名英雄獲得的獎盃數為一般對戰的<VALUE>。,"Jeder Brawler bekommt <VALUE> der Trophäen, die er in einem normalen Match gewinnen würde.",Cada brawler gana <VALUE> de los trofeos que ganaría en una partida normal.,"Kukin rämäpää saa <VALUE> niistä pokaaleista, jotka hän saisi normaalissa ottelussa.",Chaque brawler gagne <VALUE> des trophées qu'il aurait gagnés lors d'un match normal,כל בראולר מרוויח <VALUE> מהגביעים שהיה מרוויח במשחק רגיל,"Setiap Jagoan mendapat <VALUE> Trofi, sama seperti saat menang di laga standar.",Ogni brawler guadagna <VALUE> dei trofei che vincerebbe in uno scontro standard.,各キャラクターが、通常のバトルで得るトロフィー数の<VALUE>を獲得します。,각 브롤러는 일반 매치와 달리 트로피 <VALUE>개를 얻습니다.,Setiap brawler meraih <VALUE> trofi seperti yang mereka meraih dalam perlawanan biasa.,Knokkers winnen <VALUE> van de trofeeën die ze in een normale wedstrijd zouden winnen.,"Każdy zadymiarz zyskuje <VALUE> pucharów, które zyskałby w normalnym meczu",Cada Brawler ganha <VALUE> do total de troféus que ganharia numa batalha normal.,"Каждый боец получает <VALUE> трофеев, которые он получил бы в обычном матче.",บรอว์เลอร์แต่ละตัวได้รับถ้วยรางวัล <VALUE> ถ้วยจากที่จะได้รับในแมตช์ธรรมดา,"Her savaşçı, normal maçta kazanacağı kupanın <VALUE> kadarını kazanır.",Mỗi Chiến binh Brawl nhận <VALUE> số cúp mà chúng kiếm được trong một trận đấu bình thường
TID_TAGTEAM_TROPHY_INFO_WIN_INFO_EXTRA,"If the sum is less than the smallest amount of trophies any individual Brawler would gain, the difference is then distributed randomly between all Brawlers.",إذا كان العدد أقل من أصغر عدد كؤوس قد يحصل عليه أي بطل فردي، فسيتم توزيع الفارق عشوائيُا على جميع الأبطال.,如果3名英雄获得的奖杯总数小于他们单独赢得普通对战时单个英雄所能获得的最低奖杯数，则奖杯总数和该最低奖杯数之间的差额将随机分配给这3名英雄。,3名英雄獲得的獎盃數總和小於3名英雄分別於一般對戰獲勝時，個別取得的獎盃數最小值，則二者之間的獎盃差額將隨機分配給這3名英雄。,"Wenn die Summe geringer ist als die kleinste Menge an Trophäen, die ein individueller Brawler bekommen würde, wird die Differenz im Zufallsprinzip unter allen Brawlern aufgeteilt.","Si la suma es menor que la cantidad más baja de trofeos que ganaría cualquier brawler, la diferencia se distribuirá aleatoriamente entre todos los brawlers.","Jos summa on pienempi kuin pienin mahdollinen pokaalimäärä, jonka yksittäinen rämäpää saisi, erotus jaetaan satunnaisesti kaikkien rämäpäiden kesken.","Si la somme est inférieure au plus petit nombre de trophées qu'obtiendrait un brawler individuel, la différence est distribuée aléatoirement entre tous les brawlers.","אם סך הגביעים קטן מכמות הגביעים הקטנה ביותר שכל בראולר בודד היה זוכה בו, ההפרש יתחלק באופן אקראי בין כל הבראולרים.",Sisa Trofi yang tidak dapat dibagi rata akan diberikan secara acak.,"Se la somma è inferiore alla quantità minima di trofei ottenibile da un determinato brawler, la differenza sarà distribuita in modo casuale tra i brawler partecipanti.",入手したトロフィーの合計数が、各キャラクターが通常獲得できるトロフィーの最小数よりも少ない場合は、足りない分がランダムに振り分けられます。,"총 트로피 개수가 개별 브롤러가 얻는 최소 트로피 개수보다 적을 경우, 부족한 만큼의 트로피는 모든 브롤러에게 무작위로 분배됩니다.","Jika jumlah itu kurang daripada bilangan trofi terkecil yang akan diraih oleh mana-mana brawler individu, perbezaan itu akan diagihkan secara rawak antara semua brawler.","Als het totale aantal trofeeën minder is dan het kleinste aantal trofeeën dat een individuele knokker zou winnen, wordt het verschil in trofeeën willekeurig verdeeld over alle knokkers.","Jeśli suma jest mniejsza niż najmniejsza liczba pucharów, którą zdobyłby dowolny zadymiarz, różnica jest losowo rozdzielana między wszystkich zadymiarzy.","Caso a quantidade seja menor do que o mínimo de troféus que um determinado Brawler ganharia, a diferença é distribuída aleatoriamente entre todos os Brawlers.","Если сумма меньше минимального количества трофеев, которые мог бы получить каждый отдельный боец, то разница распределяется между всеми бойцами случайным образом.",หากผลรวมน้อยกว่าจำนวนต่ำสุดของถ้วยรางวัลที่บรอว์เลอร์แต่ละตัวจะได้รับ ผลต่างจะถูกสุ่มแจกระหว่างบรอว์เลอร์ทั้งหมด,"Toplam kupa sayısı, tek bir savaşçının kazanabileceği en düşük kupa sayısından azsa aradaki fark tüm savaşçılara rastgele dağıtılır.","Nếu tổng số cúp ít hơn số cúp ít nhất mà một Chiến binh Brawl bất kỳ kiếm được, thì số cúp chênh lệch sẽ được phân bổ ngẫu nhiên cho tất cả Chiến binh Brawl."
TID_LOGIN_CALENDAR_REWARD_PIN,NEW PIN,تعبير جديد,新表情,新表情,NEUER PIN,NUEVA REACCIÓN,UUSI MERKKI,NOUVELLE ÉMOTE,סיכה חדשה,PIN BARU,NUOVA REAZIONE,新ピンズ,신규 핀,PIN BAHARU,NIEUWE REACTIE,NOWA ODZNAKA,NOVA REAÇÃO,НОВЫЙ ЗНАЧОК,อีโมจิใหม่,YENİ ROZET,HUY HIỆU MỚI
TID_LOGIN_CALENDAR_REWARD_PIN_X2,2 NEW PINS,تعبيران جديدان,两个新表情,2個新表情,2 NEUE PINS,2 NUEVAS REACCIONES,2 UUTTA MERKKIÄ,2 NOUVELLES ÉMOTES,2 סיכות חדשות,2 PIN BARU,DUE NUOVE REAZIONI,新ピンズ 2個,신규 핀 2개,2 PIN BAHARU,2 NIEUWE REACTIES,2 NOWE ODZNAKI,2 NOVAS REAÇÕES,2 НОВЫХ ЗНАЧКА,อีโมจิใหม่ 2 แบบ,2 YENİ ROZET,2 HUY HIỆU MỚI
