"Name","Disabled","DisabledCN","LegacyExpLevelLimit","RequiredTotalTrophies","RequiredHero","IconSWF","IconExportName","SortOrder","IsReward","IsAvailableForOffers","LockedForChronos","PriceBling","PriceGems","DisableCatalogRelease","CatalogNewDaysAdjustment","CatalogPreRequirementSkin","NotInCatalogTID","ExtraCatalogCampaign","HideFromCatalogMainCategory"
"player_icon_lilt1","","","0","0","","sc/ui.sc","player_icon_lilt1","2065","true","","","","","","","","","",""
"rank27","","","0","0","","sc/ui.sc","player_icon_meg_jungle","1026","true","","","","","","","","","",""
"player_icon_buster_jungle","","","0","0","","sc/ui.sc","player_icon_buster_jungle","3060","","true","TRUE","750","19","","","ShieldTankCroc","","",""
"player_icon_max_jungle","","","0","0","","sc/ui.sc","player_icon_max_jungle","3061","","true","TRUE","750","19","","","SpeedyLeopard","","",""
"player_icon_tick_olympus","","","0","0","","sc/ui.sc","player_icon_tick_olympus","3062","","true","TRUE","750","19","","","ClusterBombDudeCerberus","","",""
"player_icon_brock_olympus","","","0","0","","sc/ui.sc","player_icon_brock_olympus","3063","","true","TRUE","750","19","","","RocketGirlZeus","","",""
"player_icon_nani_olympus","","","0","0","","sc/ui.sc","player_icon_nani_olympus","3064","","true","TRUE","750","19","","","ControllerAres","","",""
"player_icon_emz_gw","","","0","0","","sc/ui.sc","player_icon_emz_gw","3065","","true","TRUE","750","19","","","MummyHarajuku","","",""
"hero67","","","0","0","Maisie","sc/ui.sc","player_icon_maisie","718","","","","","","","","","","",""
"hero68","","","0","0","FishTank","sc/ui.sc","player_icon_fishtank","411","","","","","","","","","","",""
"player_icon_goldenkawaii","","","0","0","","sc/ui.sc","player_icon_goldenkawaii","3066","true","true","TRUE","750","19","","","","","",""
"player_icon_anniversary_china1","TRUE","","0","0","","sc/ui.sc","player_icon_anniversary_china1","3067","true","TRUE","TRUE","","","TRUE","","","","",""
"player_icon_anniversary_china2","TRUE","","0","0","","sc/ui.sc","player_icon_anniversary_china2","3068","true","TRUE","TRUE","","","TRUE","","","","",""
"player_icon_anniversary_china3","TRUE","","0","0","","sc/ui.sc","player_icon_anniversary_china3","3069","true","TRUE","TRUE","","","TRUE","","","","",""
"player_icon_bp_enchanted","","","0","0","","sc/ui.sc","player_icon_bp_enchanted","3070","true","","","","","","","","","",""
"player_icon_crow_phoenix","","","0","0","","sc/ui.sc","player_icon_crow_phoenix","3071","","TRUE","","750","19","","","CrowPheonix","","",""
"player_icon_phoenix_fire","","","0","0","","sc/ui.sc","player_icon_phoenix_fire","3072","","TRUE","","","","","","","","",""
"player_icon_enchanted","","","0","0","","sc/ui.sc","player_icon_enchanted","3073","","TRUE","TRUE","","","","","","","",""
"player_icon_velocirapids","","","0","0","","sc/ui.sc","player_icon_velocirapids","3074","","TRUE","TRUE","","","","","","","",""
"player_icon_cursed","","","0","0","","sc/ui.sc","player_icon_cursed","3075","","TRUE","TRUE","","","","","","","",""
"player_icon_goldball","","","0","0","","sc/ui.sc","player_icon_goldball","3076","","TRUE","TRUE","","","","","","","",""
"player_icon_meg_cursed","","","0","0","","sc/ui.sc","player_icon_meg_cursed","3077","","true","TRUE","750","19","","","MechaDudePirate","","",""
"player_icon_griff_cursed","","","0","0","","sc/ui.sc","player_icon_griff_cursed","3078","","true","TRUE","750","19","","","AssaultShotgunTreasure","","",""
"player_icon_bibi_cursed","","","0","0","","sc/ui.sc","player_icon_bibi_cursed","3079","","true","TRUE","750","19","","","BaseballPirate","","",""
"player_icon_janet_enchanted","","","0","0","","sc/ui.sc","player_icon_janet_enchanted","3080","","true","TRUE","750","19","","","JetpackGirlDarkFairy","","",""
"player_icon_surge_cursed","","","0","0","","sc/ui.sc","player_icon_surge_cursed","3081","","true","TRUE","750","19","","","PowerLevelerKraken","","",""
"player_icon_8bit_enchanted","","","0","0","","sc/ui.sc","player_icon_8bit_enchanted","3082","","true","TRUE","750","19","","","ArcadeHauntedHouse","","",""
"rank28","","","0","0","","sc/ui.sc","player_icon_lou_enchanted","1027","true","","","","","","","","","",""
"player_icon_chester_enchanted","","","0","0","","sc/ui.sc","player_icon_chester_enchanted","3084","","true","TRUE","750","19","","","JesterWoodspirit","","",""
"player_icon_cordelius1","","","0","0","","sc/ui.sc","player_icon_cordelius1","2066","true","","","","","","","","","",""
"player_icon_doug1","","","0","0","","sc/ui.sc","player_icon_doug1","2066","true","","","","","","","","","",""
"hero69","","","0","0","Duelist","sc/ui.sc","player_icon_cordelius","719","","","","","","","","","","",""
"hero70","","","0","0","Reviver","sc/ui.sc","player_icon_doug","412","","","","","","","","","","",""
