"TID","FR"
"TID_UNLOCK_SKIN_BUTTON_LABEL","Acheter"
"TID_HERO_LIST_TOTAL_TROPHIES","Total des trophées"
"TID_TOP_TOOL_TIP_1","Gagnez des pièces dans les évènements et les brawls.\n\nElles vous servent à ouvrir les brawl box."
"TID_GAME_MODE_0","SMASH & GRAB"
"TID_GAME_MODE_0_DESC","L'équipe qui obtient 10 cristaux et les garde jusqu'à la fin du match gagne ! Perdre une vie fait perdre les cristaux."
"TID_GAME_MODE_2","HEIST"
"TID_GAME_MODE_2_DESC","Une équipe protège le coffre, l'autre essaie de le forcer. Surprise : vous ne pouvez pas choisir votre équipe !"
"TID_GAME_MODE_3","BOUNTY"
"TID_GAME_MODE_3_DESC","Traquez l'équipe adverse et obtenez des étoiles. L'équipe qui termine avec le plus d'étoiles gagne le match !"
"TID_GAME_MODE_6","SHOWDOWN"
"TID_GAME_MODE_6_DESC","Descendez les neuf autres joueurs et soyez le seul survivant. Tous est permis : vous n'avez qu'une vie..."
"TID_GAME_MODE_5","BRAWL BALL"
"TID_GAME_MODE_5_DESC","Marquez deux buts pour gagner !"
"TID_BATTLE_END_GAIN_LABEL_FIRST_WIN","Première victoire"
"TID_BATTLE_END_GAIN_LABEL_RANK_UP","Amélioration classement"
"TID_BATTLE_END_GAIN_LABEL_LEVEL_UP","Niveau supérieur"
"TID_BATTLE_END_GAIN_LABEL_VICTORY","Victoire"
"TID_BATTLE_END_GAIN_LABEL_DEFEAT","Défaite"
"TID_BATTLE_END_GAIN_LABEL_DRAW","Égalité"
"TID_BATTLE_END_GAIN_LABEL_MVP","Joueur star"
"TID_BATTLE_END_GAIN_LABEL_SURVIVAL","Classement"
"TID_BATTLE_END_GAIN_LABEL_COOP_SURVIVAL","Bonus de survie"
"TID_BATTLE_END_GAIN_LABEL_COIN_BOOST","Boost pièces\n<c00cc00><PARAM> %</c>"
"TID_BATTLE_END_GAIN_LABEL_COIN_DOUBLER","<c00cc00>Pièces en\ndouble</c>"
"TID_BATTLE_END_COIN_REWARDS","Pièces de récompenses"
"TID_BATTLE_END_MVP","JOUEUR STAR"
"TID_BATTLE_END_DEFEAT_INFO","Vous gagnerez une prochaine fois !"
"TID_TUTORIAL_1","Bonjour, moi c'est Shelly. Je vais vous expliquer les déplacements.\n\nAppuyez sur le cercle jaune."
"TID_TUTORIAL_2","Super ! Maintenant appuyez sur le cercle suivant."
"TID_TUTORIAL_3","Vous pouvez vous dissimuler dans les buissons. Appuyez sur le cercle pour essayer."
"TID_TUTORIAL_4","Voilà, parfaitement cachée ! Continuons."
"TID_TUTORIAL_5","Faites glisser votre doigt vers une cible et relâchez pour attaquer.\n\nEssayez sur la cible !"
"TID_TUTORIAL_6","Bien, continuez !"
"TID_TUTORIAL_7","Attaquer charge le réservoir pour une super attaque.\n\nTirez sur les cibles !"
"TID_TUTORIAL_8","Le bouton bleu devient jaune quand la super attaque est activée.\n\nUtilisez-la maintenant !"
"TID_TUTORIAL_9","Vous êtes un brawler né !\n\nÀ l'attaque !"
"TID_TUTORIAL_10","Vous voyez le cercle bleu à mes pieds ? Ma super attaque est prête.\n\nAppuyez sur le super bouton !"
"TID_TUTORIAL_11","Boum ! Ah, oui, la barre orange représente vos munitions. Je rechargerai aussi vite que possible."
"TID_FIGHT_TUTORIAL","Jouer"
"TID_HERO_SCORE_INFO","Gagnez des trophées contre d'autres joueurs pour ce brawler. <PROGRESS> trophées et vous passerez au niveau supérieur et gagnerez <COINS> pièces."
"TID_HERO_SCORE_INFO_MAXED","Vous avez atteint le niveau maximum."
"TID_XP_INFO_ME","Votre niveau d'expérience.\n\nGagnez de l'expérience dans les brawls. Obtenez encore <REMPROGRESS> points pour atteindre le niveau <LEVEL> et gagner <COINS> pièces."
"TID_XP_INFO_OTHER","Niveau d'expérience du joueur"
"TID_TUTORIAL_WIN_ONE_GAME_PROMPT","Gagnez un match d'entraînement pour débloquer le reste du jeu"
"TID_HERO_SCORE_SUM_INFO","Trophées de tous les brawlers"
"TID_CLAN_CREATE_BUTTON","Créer"
"TID_CLAN_SAVE_BUTTON","Sauvegarder"
"TID_CLAN_CREATE_TITLE","Créer une nouvelle bande"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LESS_THAN_HOUR","Dernier en ligne : <cffff66>moins d'une heure</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_HOURS","Dernier en ligne : <cffcc66>il y a <HOURS>h</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_DAYS","Dernier en ligne : <cff9966>il y a <DAYS>j</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_ONLINE","<cccff33>EN LIGNE</c>"
"TID_CLAN_MEMBER_ONLINE_STATUS_OFFLINE_LONG","Dernier en ligne : <cff6666>il y a plus d'un mois</c>"
"TID_ALLIANCE_TYPE_OPEN","Ouvert"
"TID_ALLIANCE_TYPE_INVITE_ONLY","Sur invitation"
"TID_ALLIANCE_TYPE_CLOSED","Fermé"
"TID_CLAN_SEARCH_TITLE","Chercher une bande"
"TID_STREAM_ENTRY_AGE","il y a <time>"
"TID_ALLIANCE_ROLE_LEADER","Chef"
"TID_ALLIANCE_ROLE_CO_LEADER","Sous-chef"
"TID_ALLIANCE_ROLE_MEMBER","Membre"
"TID_ALLIANCE_ROLE_ELDER","Aîné"
"TID_STREAM_SENDER_YOU","Vous"
"TID_GOLDRUSH_1","Mine hard rock"
"TID_BANKHEIST_1","Cache de bandit"
"TID_WANTED_1","Temple en ruines"
"TID_BATTLE_ROYALE_1","Crique du crâne"
"TID_GOLDRUSH_2","Caverne de cristal"
"TID_BANKHEIST_2","Boum canyon"
"TID_WANTED_2","Camp hors-la-loi"
"TID_BATTLE_ROYALE_2","Plaines orageuses"
"TID_GOLDRUSH_3","Grotte champignon"
"TID_BANKHEIST_3","Zone sûre"
"TID_WANTED_3","Place argile"
"TID_BATTLE_ROYALE_3","Vallée de la mort"
"TID_WANTED_4","Potager de choux"
"TID_GOLDRUSH_4","Boîte d'os"
"TID_WANTED_5","Ravin aux étoiles"
"TID_GOLDRUSH_5","Catacombes du temple"
"TID_WANTED_6","Prairie aux serpents"
"TID_GOLDRUSH_6","Chasse au cochon"
"TID_WANTED_7","Étoile filante"
"TID_GOLDRUSH_7","Sombres profondeurs"
"TID_BATTLE_ROYALE_4","Famine ou festin"
"TID_WANTED_8","Terrier du sanglier"
"TID_BANKHEIST_4","G.G. Corral"
"TID_CLAN_MEMBERS_ONLINE","<c00ff00>En ligne : <COUNT>/<TOTAL></c>"
"TID_CLAN_TOTAL_TROPHIES","Trophées de la bande"
"TID_CLAN_SEARCH_OK","Recherche"
"TID_CLAN_INFO_NAME","Nom de la bande"
"TID_CLAN_INFO_BADGE","Badge"
"TID_CLAN_INFO_DESC","Description"
"TID_CLAN_INFO_TOTAL_TROPHIES","Trophées de la bande"
"TID_CLAN_INFO_TYPE","Type"
"TID_CLAN_INFO_TAG","Code de la bande"
"TID_CLAN_INFO_MIN_TROPHIES","Trophées requis"
"TID_CLAN_INFO_LEAVE","Quitter"
"TID_CLAN_INFO_SETTINGS","Paramètres"
"TID_CLAN_INFO_JOIN","Rejoindre"
"TID_CLAN_INFO_MESSAGE","Message"
"TID_CLAN_INFO_REQUEST_JOIN","Demander à rejoindre"
"TID_CLAN_SEARCH_NO_RESULTS","Aucune bande trouvée"
"TID_CLAN_INFO_MEMBERS","Membres"
"TID_CLAN_INFO_SELECT_BADGE","Parcourir"
"TID_SELECT_BADGE","Sélectionner badge"
"TID_ALLIANCE_CREATE_OK","Bande créée avec succès"
"TID_CLAN_CHANGE_SETTINGS_TITLE","Paramètres bande"
"TID_TITLE_ALLIANCE","Informations bande"
"TID_ALLIANCE_LEFT","Vous avez quitté la bande"
"TID_CLAN_MEMBER_DEMOTE","Rétrograder"
"TID_CLAN_MEMBER_PROMOTE","Promouvoir"
"TID_CLAN_MEMBER_KICK","Exclure"
"TID_CLAN_MEMBER_VIEW_ALLIANCE","Voir bande"
"TID_BUTTON_INVITE","Inviter"
"TID_PLAYER_INFO_GOTO_CLAN","Voir bande"
"TID_PLAYER_INFO_HEROES","Brawlers (<FOUND>/<TOTAL>)"
"TID_SELECT_PLAYER_THUMBNAIL","Sélectionnez votre avatar"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_2","Cet avatar sera débloqué au niveau <LEVEL>"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_3","Cet avatar sera débloqué avec <TROPHIES> trophées gagnés"
"TID_SELECT_PLAYER_THUMBNAIL_FAIL_5","Cet avatar sera débloqué avec <POINTS> points de saison"
"TID_NO_CLAN","Pas dans une bande"
"TID_ULTIMATE_NOT_READY","Infligez des dégâts aux ennemis pour charger la super attaque"
"TID_CANT_ACTIVATE_ULTI","Super attaque non disponible si vous avez perdu"
"TID_NAME_TOO_SHORT","Ce nom est trop court"
"TID_ALLIANCE_JOINED","Bande rejointe"
"TID_COIN_RUSH_INTRO_TEXT","Récupérez des cristaux pour gagner"
"TID_BOUNTY_HUNTER_INTRO_TEXT","Battez des brawlers pour des étoiles"
"TID_ATTACK_DEFEND_INTRO_TEXT_ATTACK","Tirez pour ouvrir le coffre"
"TID_ATTACK_DEFEND_INTRO_TEXT_DEFEND","Défendez le coffre"
"TID_GO","Brawl !"
"TID_ALLIANCE_LEAVE_CONFIRMATION_TITLE","Confirmer quitter"
"TID_ALLIANCE_LEAVE_CONFIRMATION","Voulez-vous vraiment partir ?"
"TID_ALLIANCE_LEAVE_CONFIRMATION_LEAVE","Quitter"
"TID_ALLIANCE_PROMOTE_TITLE","Confirmez promotion"
"TID_ALLIANCE_PROMOTE_CONFIRMATION","Êtes-vous sûr de vouloir promouvoir <NAME> à <ROLE> ?"
"TID_ALLIANCE_PROMOTE_BUTTON","Promouvoir"
"TID_ALLIANCE_KICK_TITLE","Confirmer exclusion"
"TID_ALLIANCE_KICK_CONFIRMATION","Êtes-vous sûr de vouloir exclure <NAME> de la bande ?"
"TID_ALLIANCE_KICK_BUTTON","Exclure"
"TID_ALLIANCE_DEMOTE_TITLE","Confirmer rétrograder"
"TID_ALLIANCE_DEMOTE_CONFIRMATION","Êtes-vous sûr de vouloir rétrograder <NAME> à <ROLE> ?"
"TID_ALLIANCE_DEMOTE_BUTTON","Rétrograder"
"TID_CLAN_RESPONSE_10","Paramètres sauvegardés"
"TID_CLAN_RESPONSE_20","Bande créée"
"TID_CLAN_RESPONSE_22","Nom non accepté"
"TID_CLAN_RESPONSE_40","Bande rejointe"
"TID_CLAN_RESPONSE_42","Échec : bande déjà pleine"
"TID_CLAN_RESPONSE_43","Échec : bande fermée"
"TID_CLAN_RESPONSE_45","Échec : vous n'avez pas assez de trophées pour rejoindre cette bande"
"TID_CLAN_RESPONSE_46","Échec : vous êtes exclu de cette bande à cause d'une exclusion précédente/requête pour rejoindre rejetée."
"TID_CLAN_RESPONSE_47","Échec : vous avez déjà essayé de rejoindre trop de bandes aujourd'hui."
"TID_CLAN_RESPONSE_48","Échec : cette bande n'est pas dans votre région."
"TID_CLAN_RESPONSE_50","Requête pour rejoindre envoyée"
"TID_CLAN_RESPONSE_51","Requête non envoyée : cette bande n'accepte plus de requêtes"
"TID_CLAN_RESPONSE_52","Requête non envoyée : vous avez déjà une requête en attente pour cette bande"
"TID_CLAN_RESPONSE_53","Requête non envoyée :vous n'avez pas assez de trophées pour rejoindre cette bande"
"TID_CLAN_RESPONSE_54","Votre requête a échoué : vous êtes exclu de cette bande à cause d'une exclusion précédente/requête pour rejoindre rejetée."
"TID_CLAN_RESPONSE_55","Votre requête a échoué : cette bande n'est pas dans votre région."
"TID_CLAN_RESPONSE_70","Exclusion confirmée"
"TID_CLAN_RESPONSE_80","Vous avez quitté la bande"
"TID_CLAN_RESPONSE_81","Promotion réussie"
"TID_CLAN_RESPONSE_82","Rétrogradé"
"TID_CLAN_RESPONSE_90","Accepter le succès"
"TID_CLAN_RESPONSE_91","Rejeter le succès"
"TID_CLAN_RESPONSE_92","Échec : le joueur est déjà dans une bande"
"TID_CLAN_RESPONSE_93","Échec de la commande : nous ne trouvons pas cette requête"
"TID_CLAN_RESPONSE_94","Échec de la commande : requête en cours de traitement"
"TID_CLAN_RESPONSE_95","Échec de la commande : pas de droits"
"TID_CLAN_RESPONSE_96","Échec de l'acceptation : ce joueur a déjà été banni de la bande"
"TID_CLAN_RESPONSE_100","Vous avez été exclu d'une bande"
"TID_CLAN_RESPONSE_101","Vous avez été promu"
"TID_CLAN_RESPONSE_102","Vous avez été rétrogradé"
"TID_ALLIANCE_NAME_TOO_SHORT","Nom de bande trop court"
"TID_CLAN_JOIN_REQUEST_TITLE","Demander à rejoindre la bande"
"TID_CLAN_JOIN_REQUEST_SEND","Envoyer"
"TID_CLAN_JOIN_REQUEST_DEFAULT_MESSAGE","J'aimerais rejoindre votre bande..."
"TID_CLAN_JOIN_REQUEST_ENTRY_TITLE","Accepter ce joueur dans votre bande ?"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPT","Accepter"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECT","Refuser"
"TID_CLAN_JOIN_REQUEST_ENTRY_ACCEPTED_BY","Accepté par <name>"
"TID_CLAN_JOIN_REQUEST_ENTRY_REJECTED_BY","Refusé par <name>"
"TID_HINT_DRAG_TO_AIM","Faites glisser votre doigt pour viser"
"TID_HINT_RELEASE_TO_SHOOT","Lâchez pour tirer"
"TID_HINT_ACTIVATE_ULTI","Appuyez sur le bouton SUPER !"
"TID_HINT_DRAG_TO_ULTI","Faites glisser votre doigt pour viser, relâchez pour tirer avec la super"
"TID_HINT_COLLECT_GOLD","Récupérez des cristaux pour gagner"
"TID_HINT_HOLD_GOLD","Protégez vos cristaux !"
"TID_HINT_GO_AFTER_ENEMY","Attaquez l'ennemi !"
"TID_HINT_ATTACK_BASE","Ouvrez le coffre !"
"TID_HINT_DEFEND_BASE","Protégez le coffre !"
"TID_HINT_SHOOT_ENEMIES","Battez vos ennemis pour des étoiles !"
"TID_HINT_YOU_ARE_WINNING","Votre équipe va gagner. N'oubliez pas la défense !"
"TID_HINT_YOU_ARE_LOSING","Votre équipe va perdre. Il faut attaquer !"
"TID_HINT_TAP_TO_MOVE","Touchez pour bouger\nRestez avec votre équipe"
"TID_BOUNTY_2","Attention : la prime sur votre tête grimpe !"
"TID_BOUNTY_3","Attention : votre prime est très élevée !"
"TID_BOUNTY_4","Mort ou vif !"
"TID_NO_CLAN_TITLE","Trouver une bande de brawlers"
"TID_NO_CLAN_BODY","Pour accéder au chat et jouer avec des gens cool, rejoignez une bande !"
"TID_NO_CLAN_SUGGESTIONS","Bandes recommandées"
"TID_NO_CLAN_RESULTS","Résultats de la recherche"
"TID_NO_CLAN_EMPTY","Aucune recommandation de bande..."
"TID_NO_CLAN_WAITING_FOR_DATA","En attente de données..."
"TID_CONNECTING_TO_SERVER","Connexion au serveur..."
"TID_TEAM_AD_INFO_0","En recherche de joueurs pour un jeu d'équipe"
"TID_TEAM_AD_JOIN","Rejoindre l'équipe"
"TID_TEAM_AD_POST_FAIL_NOT_IN_ALLIANCE","Vous devez être dans une bande pour utiliser cette fonction."
"TID_TEAM_AD_POST_FAIL_TEAM_FULL","Impossible de publier. Votre salle est pleine."
"TID_TEAM_AD_POST_FAIL_NOT_CRETOR","Autorisé uniquement pour les créateurs de salle"
"TID_TEAM_LOC_INFO","<MODE> à <LOC>"
"TID_STREAM_EVENT_1","<target> a été exclu de la bande par <sender>"
"TID_STREAM_EVENT_2","<target> a été accepté dans la bande par <sender>"
"TID_STREAM_EVENT_3","<sender> a rejoint la bande !"
"TID_STREAM_EVENT_4","<sender> a quitté la bande !"
"TID_STREAM_EVENT_5","<target> a été promu par <sender>"
"TID_STREAM_EVENT_6","<target> a été rétrogradé par <sender>"
"TID_STREAM_EVENT_101","salle créée par <sender>"
"TID_STREAM_EVENT_102","<sender> vous a rejoint"
"TID_STREAM_EVENT_103","<sender> est parti"
"TID_STREAM_EVENT_104","<sender> a exclu <target>"
"TID_STREAM_EVENT_105","début de la rencontre"
"TID_STREAM_EVENT_106","rencontre annulée"
"TID_STREAM_EVENT_107","jeu en cours"
"TID_STREAM_EVENT_108","jeu gagné"
"TID_STREAM_EVENT_109","jeu perdu"
"TID_STREAM_EVENT_110","entraînement en cours"
"TID_STREAM_EVENT_111","entraînement terminé"
"TID_STREAM_EVENT_112","match nul"
"TID_CHAT_BOTTOM_BUTTON","Faire défiler"
"TID_CHAT_BOTTOM_NEW_MESSAGES","<count> nouveaux messages"
"TID_CHAT_BOTTOM_NEW_MESSAGE","Nouveau message"
"TID_HERO_INFO_UPGRADE_TITLE","<NAME>"
"TID_HERO_INFO_UPGRADE_INFO","Améliorer au niv. <LVL>"
"TID_HERO_INFO_SKINS","Skins"
"TID_HERO_INFO_LEADERBOARD","Classement"
"TID_HERO_INFO_LEADERBOARD_LABEL","Meilleur joueurs <HERO>"
"TID_HERO_INFO_ABILITY_POWER","<BASEPOW>"
"TID_HERO_INFO_ABILITY_POWER_UPG","<BASEPOW> <c00ff00>+<UPGPOW></c>"
"TID_CLAN_SEARCH_GO","Recherche"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL","Faites glisser votre doigt pour viser avec la super"
"TID_HINT_SHOOT","Faites glisser votre doigt pour viser, relâchez pour tirer"
"TID_HERO_SCORE_SUM_LEADERBOARD","Meilleurs joueurs"
"TID_ALLIANCE_LEADERBOARD","Meilleures bandes"
"TID_HINT_MAKE_GOAL","Faites glisser votre doigt pour viser, relâchez pour lancer le ballon"
"TID_BATTLE_ROYALE_INTRO_TEXT","Il n'y aura qu'un survivant !"
"TID_HINT_COLLECT_BUFFS","Récupérez de l'élixir grâce aux tonneaux\net aux ennemis pour devenir plus fort."
"TID_PLAYERS_LEFT","Brawlers restants : <num>"
"TID_AVOID_POISON","Ne vous approchez pas des nuages de poison !"
"TID_CLAN_CREATE_COOLDOWN","Échec de la création d'une bande. Veuillez réessayer dans <TIME>"
"TID_PLAYER_DATA_MISSING","Informations joueur manquantes"
"TID_ALLIANCE_DATA_MISSING","Informations bande manquantes"
"TID_BATTLE_END_PLAYER_NAME_YOU","<c00ff00><NAME></c>"
"TID_BATTLE_END_PLAYER_NAME_OTHER","<NAME>"
"TID_RECHARGE_HINT","Il vous faut des munitions pour recharger."
"TID_EVENT_EXPIRED","Évènement terminé"
"TID_EVENT_SLOT_LOCKED","Collectionnez <HEROCOUNT> brawlers pour accéder à l'évènement"
"TID_DOUBLE_COINS_INFO","Un brawl ici vous fait gagner le double de pièces"
"TID_DOUBLE_XP_INFO","Un brawl ici vous fait gagner le double d'expérience"
"TID_SETTINGS_TITLE","Paramètres"
"TID_SETTINGS_CONTROL_MODE_TITLE","Mode de contrôle"
"TID_SETTINGS_CONTROL_MODE_VALUE_0","Touchez pour bouger"
"TID_SETTINGS_CONTROL_MODE_INFO_0","Touchez l'écran là où vous voulez que votre brawler s'y rende. Faites glisser votre doigt sur l'écran pour viser et lâchez pour tirer."
"TID_SETTINGS_CONTROL_MODE_VALUE_1","Joystick (droitier)"
"TID_SETTINGS_CONTROL_MODE_INFO_1","Déplacez votre brawler à l'aide du joystick virtuel dans le coin en bas à gauche. Touchez une cible pour tirer."
"TID_SETTINGS_CONTROL_MODE_VALUE_2","Joystick (gaucher)"
"TID_SETTINGS_CONTROL_MODE_INFO_2","Déplacez votre brawler à l'aide du joystick virtuel dans le coin en bas à droite. Touchez une cible pour tirer."
"TID_EVENTS_TIME","<c00cc00><TIME></c>"
"TID_EVENTS_TEASER_TIME","<TIME>"
"TID_EVENTS_TIME_ENDING","<cFFFF00><TIME></c>"
"TID_EVENTS_TIME_ENDING_SOON","<cff0000><TIME></c>"
"TID_EVENTS_NEXT_EVENT_STARTING_AT","Prochain évènement dans"
"TID_EVENTS_TIME_LEFT","Temps restant"
"TID_EVENTS_NEW","NOUVEAU"
"TID_EVENTS_FREE_REWARD_WITH_BOOST","<AMOUNT> <c00ff00>+<BOOST></c>"
"TID_EVENTS_FREE_REWARD","<AMOUNT>"
"TID_EVENTS_XP_CAP_REACHED","Vous avez récupéré toute l'expérience"
"TID_GAME_STARTING","Un jeu va commencer à <LOCATION>. Participez !"
"TID_WEEKEND_EVENT","Évènement expérience doublée"
"TID_PLAYER_KILLED_SOMEONE","<name> vaincu"
"TID_SHOP_SPECIAL_OFFER","Offre spéciale"
"TID_SHOP_COIN_BOOSTERS","Boosts"
"TID_SHOP_GEM_PACKS","Packs gemmes"
"TID_SHOP_COIN_BOOST_TITLE","Boost pièces d'or <TIME> jours"
"TID_SHOP_COIN_BOOST_INFO","Pièces gagnées boostées par"
"TID_SHOP_COIN_BOOST_TITLE_PURCHASED","Boost pièces"
"TID_SHOP_COIN_BOOST_BOOST","+<VALUE> %"
"TID_SHOP_COIN_BOOST_TIME_REMAINING","Temps restant :"
"TID_SHOP_PURCHASED","Acheté"
"TID_SHOP_ACTIVE","Actif"
"TID_SHOP_COIN_BOOST_PURCHASE_ERROR_2","Pas assez de gemmes"
"TID_SHOP_DOUBLE_COINS_TITLE","Doublon"
"TID_SHOP_DOUBLE_COINS_INFO","Double le prochain"
"TID_SHOP_DOUBLE_COINS_INFO_2","gagné dans les brawls"
"TID_SHOP_DOUBLE_COINS_COINS_REMAINING","Pièces restantes :"
"TID_SHOP_DOUBLE_COINS_PURCHASE_ERROR_2","Pas assez de gemmes"
"TID_SHOP_GEM_PACK_1_TITLE","Poignée de gemmes"
"TID_SHOP_GEM_PACK_2_TITLE","Bourse de gemmes"
"TID_SHOP_GEM_PACK_3_TITLE","Besace de gemmes"
"TID_SHOP_GEM_PACK_4_TITLE","Seau de gemmes"
"TID_SHOP_GEM_PACK_5_TITLE","Caisse de gemmes"
"TID_SHOP_GEM_PACK_6_TITLE","Butin de gemmes"
"TID_SHOP_HERO_OF_RARITY_TITLE","<c<COLOR>><NAME></c>"
"TID_SHOP_HERO_OF_RARITY_BOX","Brawler box"
"TID_SHOP_GATCHA_BOXES","Boîtes"
"TID_SHOP_GATCHA_BOX_2","Brawl box"
"TID_SHOP_GATCHA_BOX_3","BIG box"
"TID_GATCHA_BOX_TITLE_2","Brawl box"
"TID_GATCHA_BOX_TITLE_3","BIG box"
"TID_GATCHA_BOX_INFO_3","\n\nContient <AMOUNT> brawl box"
"TID_HERO_OF_RARITY_POPUP_TITLE","<c<COLOR>><NAME></c> brawler box"
"TID_HERO_OF_RARITY_POPUP_INFO","\nContient un brawler <RARITY>"
"TID_HERO_OF_RARITY_MAXED","Vous avez déjà débloqué tous les brawlers de cette rareté."
"TID_TERMS_OF_SERVICE_BUTTON","Conditions d'utilisation"
"TID_IMMUNE","Immunisé"
"TID_SETTINGS_CONTROL_MODE_VALUE_4","Paramètres par défaut"
"TID_SETTINGS_CONTROL_MODE_INFO_4","Faîtes glisser jusqu'à un emplacement pour déplacer votre brawler. Touchez pour tirer."
"TID_BATTLE_END_PROCEED","Continuer"
"TID_TUTORIAL_1_1","Salut, moi c'est Shelly ! Commençons.\n\nUtilisez le joystick bleu pour me faire allez jusqu'au cercle jaune."
"TID_TUTORIAL_5_1","Touchez la cible pour l'attaquer. Allez, tirez !"
"TID_HINT_TAP_TO_MOVE_1","Utilisez le joystick pour vous déplacer\nSuivez votre équipe"
"TID_CANT_DEACTIVATE_ULTI_DURING_TUTORIAL_1","Touchez un ennemi pour tirer sur lui avec votre super attaque"
"TID_HINT_SHOOT_1","Touchez pour tirer"
"TID_HINT_DRAG_TO_ULTI_1","Touchez pour tirer avec votre super attaque"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT_TITLE","Nouvelle connexion Game Center"
"TID_BIND_TO_NEW_GAMECENTER_ACCOUNT","Voulez-vous associer votre partie à ce compte Game Center ?"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement sur le compte Google"
"TID_GOOGLE_SERVICE_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> dont l'expérience est au niveau <number> ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BOUND_TO_OTHER_ACCOUNT_LOAD_VILLAGE_TITLE","Charger le jeu ?"
"TID_BUTTON_VILLAGE_LOAD","Charger"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT_TITLE","Avertissement Game Center"
"TID_GAMECENTER_BOUND_TO_OTHER_ACCOUNT","Voulez-vous charger la progression de <name> dont l'expérience est au niveau <number> ? Attention : toute progression dans la partie en cours sera perdue."
"TID_BUTTON_AVATAR_LOAD","Charger"
"TID_SETTINGS_SCREEN_TITLE","Paramètres"
"TID_SETTINGS_MUSIC","Musique"
"TID_SETTINGS_SFX","Effets sonores"
"TID_SETTINGS_OFF","Non"
"TID_SETTINGS_ON","Oui"
"TID_SETTINGS_LANGUAGE","Langue"
"TID_ACCOUNT","Appareils"
"TID_LINK_DEVICE_BUTTON","Connecter un appareil"
"TID_SETTINGS_FACEBOOK","Facebook"
"TID_CHANGE_NAME_BUTTON","Changer de nom"
"TID_CREDITS_BUTTON","Générique"
"TID_PRIVACY_POLICY_BUTTON","Confidentialité"
"TID_PARENTS_GUIDE_BUTTON","Guide parental"
"TID_MULTIDEVICE_INFO","Connectez-vous à votre compte Game Center pour sauvegarder votre progression et jouer sur différents appareils iOS."
"TID_SETTINGS_GOOGLE","Connexion Google Play"
"TID_SETTINGS_BUTTON_FACEBOOK_CONNECTED","Connecté"
"TID_SETTINGS_BUTTON_FACEBOOK_DISCONNECTED","Déconnecté"
"TID_FAQ_BUTTON","Aide et assistance"
"TID_ABOUT","Crédits\n\n<names>\n\nBrawl Stars ™ <version>\nCopyright 2016-2017 Supercell Ltd. Tous droits réservés.\nEn instance de brevet aux États-Unis\nToute utilisation de ce logiciel est régie par les Conditions d'utilisation et la Politique de confidentialité indiquée sur www.supercell.com"
"TID_IAP_TRANSACTION_PENDING","Veuillez patienter. Transaction en cours."
"TID_RATE_APP_TITLE","Noter Brawl Stars"
"TID_RATE_APP_MESSAGE","Notez Brawl Stars dans l'App Store et donnez-nous votre avis !"
"TID_BUTTON_RATE_APP_LATER","Plus tard"
"TID_BUTTON_RATE_APP_REVIEW","Commenter"
"TID_BUTTON_RATE_APP_NEVER","Jamais"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_TITLE","Déblocage de compte non disponible"
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE","Le déblocage de compte n'est pas disponible actuellement. Veuillez réessayer plus tard."
"TID_ERROR_POP_UP_UNLOCK_UNAVAILABLE_BUTTON","Réessayer"
"TID_ACCOUNT_LOCKED_INVALID_CODE","Code de déverrouillage incorrect."
"TID_ACCOUNT_LOCKED_TITLE","Compte verrouillé"
"TID_ACCONT_LOCKED_TEXT","Votre compte a été verrouillé pour des raisons de sécurité. Saisissez le code de déverrouillage pour le récupérer."
"TID_ACCOUNT_LOCKED_TEXT2","Saisissez le code de déverrouillage ici :"
"TID_HERO_LIST_CONFIRM_GEM_GATCHA","Touchez pour confirmer"
"TID_NOT_ENOUGH_GEMS_TITLE","Pas assez de gemmes"
"TID_NOT_ENOUGH_GEMS_INFO","Vous n'avez plus de gemmes. Vous pouvez en acheter au magasin !"
"TID_NOT_ENOUGH_GEMS_GO_TO_SHOP","Aller au magasin"
"TID_COIN_DOUBLER_TITLE","Acheter doublon"
"TID_COIN_DOUBLER_TITLE_WITH_COINS","Ajouter des pièces au doublon"
"TID_COIN_DOUBLER_INFO_WITH_COINS","Ajouter <c009900><AMOUNT></c> pièces au doublon.\n\nLe doublon double le nombre de pièces gagnées dans les brawls."
"TID_COIN_BOOST_TITLE","Acheter boost de pièces"
