Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,OverchargeSkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,DeployAnim,HappyAnim,HappyLoopAnim,RecruitRoadOverrideAnim,SadAnim,SadLoopAnim,LobbyAnim,LobbyLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,GachaOverrideAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,ShopGroupProfileAnim,BrawlPassPopupProfileAnim,IntroAnim,EnvAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,RecruitRoadOverrideFace,SadFace,SadLoopFace,LobbyFace,LobbyLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,LobbyEffect,HeroScreenEffect,SignatureEffect,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,MainAttackOverchargedProjectile,SecondaryProjectile,ThirdProjectile,UltiProjectile,OverchargedUltiProjectile,MainAttackEffect,MainAttackEffect2,UltiAttackEffect,UltiAttackEffect2,OverchargedUltiAttackEffect,OverchargedUltiAttackEffect2,ShieldEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,OverchargedUltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,ReloadEffect,UltiLoopEffect,UltiLoopEffect2,OverchargedUltiLoopEffect,OverchargedUltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,AreaEffectAttack2,AreaEffectUlti,AreaEffectUlti2,OverchargedAreaEffectUlti,OverchargedAreaEffectUlti2,PetrolEffect,SpawnedItem,SpawnedItem2,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,UnlockVO,UnlockVOIndex,BoneEffect1,BoneEffectUse1,BoneEffect2,BoneEffectUse2,BoneEffect3,BoneEffectUse3,BoneEffect4,BoneEffectUse4,BoneEffect5,BoneEffectUse5,BoneEffect6,BoneEffectUse6,AutoAttackProjectile,ProjectileForShockyStarPower,OverchargedProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,KillEffect,DeathEffect,MoveEffect,MoveEffect2,ChargeMoveEffect,StillEffect,StillEffect2,LoopingEffect,ChargedShotEffect,DisableHeadRotation,PoisonEffect,BuffEffect,AttackBuildUpEffect,SpecialMaterialSetup,FaceCoversWholeTexture,CustomEffect1,CustomEffect2,LifeSaverDeathEffect,LifeSaverSpawnEffect,WingType,WingPivot_Std,WingOffset_Std,WingScalePercent_Std,WingPivot_Spc,WingOffset_Spc,WingScalePercent_Spc,HaloPivot,HaloOffset,HaloScalePercent,HaloRotateEuler,NothingHereAfterIsExtension,WidgetEffects,ClientShowToHeroSkin,ClientShowPivot,ClientShowOffset,ClientShowPercent,ClientShowRotateEuler,MainAttackOverchargedProjectile,OverchargedProjectileForShockyStarPower
SandstormGiftShop,Sandstorm,sandy_sugar_addict_geo.scw,,,sandy_sugar_addict_cam.scw,,SandyGiftshopIdle,SandyGiftshopWalk,SandyGiftshopAttack,SandyGiftshopAttack,SandyGiftshopAttack,SandyGiftshopRecoil,,SandyGiftshopRecoil,,SandyGiftshopReload,SandyGiftshopPushBack,,SandyGiftshopWin,SandyGiftshopWinloop,,SandyGiftshopLose,SandyGiftshopLose,SandyGiftshopWin,SandyGiftshopWinloop,SandyGiftshopIdle,SandyGiftshopWin,SandyGiftshopWinloop,SandyGiftshopWin,,SandyGiftshopIdle,SandyGiftshopIdle,SandyGiftshopProfile,,,SandyGiftshopProfile,SandyGiftshopIdle,,,,,,SandyIdle,SandyWalk,SandyWin,SandyWinloop,,SandyWinloop,SandyWinloop,SandyWin,SandyWinloop,SandyIdle,SandyWin,SandyWinloop,SandyIdle,SandyProfile,SandyIdle,,,,,,,,TRUE,Sandy002Projectile,,,,Sandy002UltiProjectile,,,,,,,,,,,,,,,,,,,,,sandy_002_ulti_starP1,sandy_002_ulti_starP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;0.5;-2,75,chest_s,0;0.5;-1.6,45,head_fixed_s,0;0;180,75,0;0;-30,,,,,,,,,
WallyMoon,Wally,sprout_moon_geo.scw,,,sprout_moon_cam.scw,,SproutMoonIdle,SproutMoonWalk,SproutMoonPrimary,SproutMoonPrimary,SproutMoonPrimary,SproutMoonRecoil,,SproutMoonRecoil,,SproutMoonReload,SproutMoonPushback,,SproutMoonWin,SproutMoonWinloop,,SproutMoonLose,SproutMoonLoseloop,SproutMoonWin,SproutMoonWinloop,SproutMoonIdle,SproutMoonWin,SproutMoonWinloop,SproutMoonWin,,SproutMoonIdle,SproutMoonIdle,SproutMoonPortrait,,,SproutMoonPortrait,SproutMoonIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,Sprout002Projectile,,Sprout002SecondaryProjectile,,Sprout002UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,Sprout_002_sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.5;-4,85,chest_s,0;-0.9;-3.7,65,chest_s,0;0;220,80,,,,,,,,,,
CactusMask,Cactus,spike_mask_geo.scw,,,spike_base_cam.scw,,SpikeIdle,SpikeWalk,SpikePrimary,SpikeSecondary,SpikeSecondary,SpikeRecoil,,SpikeRecoil2,,SpikeReload,SpikeIdle,,SpikeWin,SpikeWinloop,,SpikeLose,SpikeLoseloop,SpikeWin,SpikeWinloop,SpikeIdle,SpikeWin,SpikeWinloop,SpikeWin,,SpikeIdle,SpikeIdle,SpikeProfile,,,SpikeProfile,SpikeIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.5;-3.3,85,chest_s,0;-1.1;-3.2,56,head_s,0;0;190,80,,,,,,,,,,
PercenterTrixie,Percenter,colette_trixie_geo.scw,,,colette_demon_portrait.scw,,ColetteTrixieIdle,ColetteTrixieWalk,ColetteTrixieAttack,ColetteTrixieSuper,ColetteTrixieSuper,ColetteTrixieRecoil,,ColetteTrixieIdle,,ColetteTrixieIdle,ColetteTrixieIdle,,ColetteTrixieWin,ColetteTrixieWinloop,,ColetteTrixieLose,ColetteTrixieLoseloop,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieWin,,ColetteTrixieIdle,ColetteTrixieIdle,ColetteTrixiePortrait,,,ColetteTrixiePortrait,ColetteTrixieIdle,,,,,,Colette002Still,Colette002Still,Colette002Win,Colette002WinLoop,,Colette002Lose,Colette002LoseLoop,Colette002Win,Colette002WinLoop,Colette002WinLoop,Colette002Win,Colette002WinLoop,Colette002Win,Colette002Still,Colette002Still,,,,,,,TRUE,,Colette002Projectile,,,,,,colette_002_atk,,,,,,,,,,,,,,,colette_002_ulti,colette_002_ulti_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;0;-3.7,80,chest_s,0;0;-2.6,55,head_s,0;0;195,75,0;0;5,,,,,,,,,
PocoStarr,DeadMariachi,poco_starr_geo.scw,,,poco_starr_portrait.scw,,PocoIdle,PocoWalk,PocoAttack,PocoSecondary,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,,PocoWin,PocoWinloop,,PocoLose,PocoLoseloop,PocoWin,PocoWinloop,PocoIdle,PocoWin,PocoWinloop,PocoWin,,PocoIdle,PocoIdle,PocoStarrPortrait,,,PocoProfile,PocoIdle,,,,,,PocoStill,PocoStill,PocoWin,PocoWinLoop,,PocoLose,PocoLoseLoop,PocoWin,PocoWinLoop,PocoWinLoop,PocoWin,PocoWinLoop,PocoWin,PocoStill,PocoStill,,,,,,,,,Poco005Projectile,,,,Poco005UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-1;-1.5,65,chest_s,0;-1.6;-2,45,head_s,0;0;210,75,0;0;20,,,,,,,,,
LuchadorAtomic,Luchador,primo_geo.scw:torsoGeo+braceletGeo_02+legsGeo+beltGeo,,,primo_portrait.scw,,LouchadorIdle,LouchadorWalk,LouchadorPrimary,LouchadorSecondary,LouchadorSecondary,LouchadorRecoil,LouchadorRecoil2,LouchadorRecoil,,,LouchadorPushback,,LouchadorWin,LouchadorWinloop,,LouchadorLose,LouchadorLoseloop,LouchadorWin,LouchadorWinloop,LouchadorIdle,LouchadorWin,LouchadorWinloop,LouchadorWin,,LouchadorIdle,LouchadorIdle,LouchadorProfile,,,LouchadorIntro,LouchadorIdle,,,,LouchadorGadgetFlipPrimary,LouchadorGadgetFlipRecoil,Primo005Still,Primo005Still,Primo005Win,Primo005WinLoop,,Primo005Lose,Primo005LoseLoop,Primo005Win,Primo005WinLoop,Primo005WinLoop,Primo005Win,Primo005WinLoop,Primo005Win,Primo005Still,Primo005Still,primo_004_lobby_aura,primo_004_lobby_aura,primo_004_lobby_aura,primo_004_lobby_aura,primo_004_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,primo_004_moving,,,primo_004_still,,,,,,,,,,,,,,,chest_s,0;-1.7;-3.4,100,chest_s,0;-2;-2.8,80,head_s,0;15;170,90,0;0;10,,,,,,,,,
RosaRosaBrawloween,Rosa,rosa_brawloween_geo.scw,,,rosa_base_cam.scw,,RosaBrawloweenIdle,RosaBrawloweenWalk,RosaBrawloweenAttack,RosaBrawloweenIdle,RosaBrawloweenIdle,RosaBrawloweenAttackRecoil,RosaBrawloweenAttackRecoil2,RosaBrawloweenUltRecoil,RosaBrawloweenUltRecoil2,,RosaBrawloweenIdle,,RosaBrawloweenWin,RosaBrawloweenWinloop,,RosaBrawloweenLose,RosaBrawloweenLoseloop,RosaBrawloweenWin,RosaBrawloweenWinloop,RosaBrawloweenIdle,RosaBrawloweenWin,RosaBrawloweenWinloop,RosaBrawloweenWin,,RosaBrawloweenIdle,RosaBrawloweenIdle,RosaBrawloweenProfile,RosaBrawloweenWinloop,,RosaBrawloweenProfile,RosaBrawloweenIdle,,,,,,Rosa002Still,Rosa002Still,Rosa002Win,Rosa002WinLoop,,Rosa002Lose,Rosa002LoseLoop,Rosa002Win,Rosa002WinLoop,Rosa002WinLoop,Rosa002Win,Rosa002WinLoop,Rosa002Win,Rosa002Still,Rosa002WinLoop,,,,,,,,,Rosa002Projectile,,,,,,rosa_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;0;-2.6,90,chest_s,0;1.2;-5.3,72,head_s,0;0;200,80,0;0;-8,,,,,,,,,
BowDudeDemonic,BowDude,bo_demonic_geo.scw,,,bo_base_cam.scw,,BoDemonIdle,BoDemonWalk,BoDemonAttack,BoDemonSecondary,BoDemonSecondary,BoDemonRecoil,,BoDemonRecoil2,,,BoDemonIdle,,BoDemonWin,BoDemonWinloop,,BoDemonLose,BoDemonLoseloop,BoDemonWin,BoDemonWinloop,BoDemonIdle,BoDemonWin,BoDemonWinloop,BoDemonWin,,BoDemonIdle,BoDemonIdle,BoDemonProfile,BoDemonWinloop,,BoDemonProfile,BoDemonIdle,,,,,,Bo002Still,Bo002Still,Bo002Win,Bo002WinLoop,,Bo002Lose,Bo002LoseLoop,Bo002Win,Bo002WinLoop,Bo002WinLoop,Bo002Win,Bo002WinLoop,Bo002Win,Bo002Still,Bo002Still,,,,,,,,,Bo004Projectile,,,,Bo004UltiProjectile,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,MineDemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-1;-5,100,chest_s,0;-1;-5.7,88,head_s,0;0;180,85,,,,,,,,,,
GunslingerPlayer,Gunslinger,colt_player_geo.scw,,,colt_base_cam.scw,,ColtPlayerIdle,ColtPlayerWalk,GunslingerPrimary,GunslingerSecondary,GunslingerSecondary,GunslingerRecoil,GunslingerRecoil2,GunslingerRecoil,GunslingerRecoil2,GunslingerReload,GunslingerPushback,,ColtPlayerWin,ColtPlayerWinloop,,ColtPlayerlose,ColtPlayerLoseloop,ColtPlayerWin,ColtPlayerWinloop,GunslingerIdle,ColtPlayerWin,ColtPlayerWinloop,ColtPlayerWin,,GunslingerIdle,GunslingerIdle,GunslingerProfile,,,GunslingerProfile,ColtPlayerIdle,,,,,,Colt002Face,ColtFace,Colt002Happy,Colt002Face,,Colt002Sad,ColtSadLoop,Colt002Happy,Colt002Face,Colt002Face,Colt002Happy,Colt002Face,Colt002Happy,Colt002Still,Colt002Still,,,,,,,,,Colt004Projectile,,,,Colt004UltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;-0.5;-2.8,80,chest_s,0;-1;-2.5,68,head_s,0;15;170,80,0;0;8,,,,,,,,,
BullDudeGold,BullDude,bull_geo.scw,,,bull_base_cam.scw,,BullRockIdle,BullRockWalk,BullRockPrimary,BullRockSecondary,BullRockSecondary,BullRockRecoil,,BullRockRecoil,,BullRockReload,BullRockPushback,,BullRockWin,BullRockWinloop,,BullRockLose,BullRockLoseloop,BullRockWin,BullRockWinloop,BullRockIdle,BullRockWin,BullRockWinloop,BullRockWin,,BullRockIdle,BullRockIdle,BullRockProfile,,,BullRockProfile,BullRockIdle,,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,TRUE,,,,,,,,bull_def_atk,gen_gold_atk_single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,,,,,,,,,,,,chest_s,0;-2;-3.5,110,chest_s,0;-1.6;-3,88,head_s,0;30;190,85,0;0;-11,,,,,,,,,
BullDudeSilver,BullDude,bull_geo.scw,,,bull_base_cam.scw,,BullRockIdle,BullRockWalk,BullRockPrimary,BullRockSecondary,BullRockSecondary,BullRockRecoil,,BullRockRecoil,,BullRockReload,BullRockPushback,,BullRockWin,BullRockWinloop,,BullRockLose,BullRockLoseloop,BullRockWin,BullRockWinloop,BullRockIdle,BullRockWin,BullRockWinloop,BullRockWin,,BullRockIdle,BullRockIdle,BullRockProfile,,,BullRockProfile,BullRockIdle,,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,,,,,,,,,,,,chest_s,0;-2;-3.5,110,chest_s,0;-1.6;-3,88,head_s,0;30;190,85,0;0;-11,,,,,,,,,
BarkeepTrueGold,Barkeep,barkeep_geo.scw,,,barley_base_cam.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,,BarkeepWin,BarkeepWinloop,,BarkeepLose,BarkeepLoseloop,BarkeepWin,BarkeepWinloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,,BarkeepIdle,BarkeepIdle,BarkeepProfile,,,BarkeepIntro,BarkeepIdle,,,,BarkeepSecondary,BarkeepRecoil,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,,,barkeep_attack,gen_gold_atk_throw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,,,,,,,,,,,,chest_s,0;-0.5;-2,90,chest_s,0;-1;-2.4,64,head_s,0;0;170,75,0;0;9,,,,,,,,,
BarkeepTrueSilver,Barkeep,barkeep_geo.scw,,,barley_base_cam.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,,BarkeepWin,BarkeepWinloop,,BarkeepLose,BarkeepLoseloop,BarkeepWin,BarkeepWinloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,,BarkeepIdle,BarkeepIdle,BarkeepProfile,,,BarkeepIntro,BarkeepIdle,,,,BarkeepSecondary,BarkeepRecoil,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,,,,,,,,,,,,chest_s,0;-0.5;-2,90,chest_s,0;-1;-2.4,64,head_s,0;0;170,75,0;0;9,,,,,,,,,
BaseballZombibi,Baseball,bibi_zombibi_geo.scw,,,bibi_base_cam.scw,,BibiIdle,BibiWalk,BibiPrimary,BibiSecondary,BibiSecondary,BibiRecoil,,BibiRecoil2,,,BibiPushback,,BibiWin,BibiWinloop,,BibiLose,BibiLoseloop,BibiWin,BibiWinloop,BibiIdle,BibiWin,BibiWinloop,BibiWin,,BibiIdle,BibiIdle,BibiProfile,BibiWinloop,,BibiProfile,BibiIdle,,,,,,Bibi003Still,Bibi003Still,Bibi003Win,Bibi003WinLoop,,Bibi003Lose,Bibi003LoseLoop,Bibi003Win,Bibi003WinLoop,Bibi003WinLoop,Bibi003Win,Bibi003WinLoop,Bibi003Win,Bibi003Still,Bibi003Still,,,,,,,,,,,,,Bibi003UltiProjectile,,bibi_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chest_s,0;0;-1.7,70,chest_s,0;0;-1.2,48,head_s,0;0;165,75,0;0;5,,,,,,,,,
TrickshotDudeTrueGold,TrickshotDude,rico_geo.scw,,,rico_base_cam.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,,RicoWin,RicoWinloop,,RicoLose,RicoLoseloop,RicoWin,RicoWinloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,,RicoIdle,RicoIdle,RicoProfile,,,RicoProfile,RicoIdle,,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,,,rico_def_atk,gen_gold_atk_single_small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,,,,,,,,,,,,chest_s,0;-3;-3.7,90,chest_s,0;-3.5;-3,75,head_s,0;0;170,75,,,,,,,,,,
TrickshotDudeSilver,TrickshotDude,rico_geo.scw,,,rico_base_cam.scw,,RicoIdle,RicoWalk,RicoPrimary,RicoSecondary,RicoSecondary,RicoRecoil,,RicoRecoil,,RicoReload,RicoPushback,,RicoWin,RicoWinloop,,RicoLose,RicoLoseloop,RicoWin,RicoWinloop,RicoIdle,RicoWin,RicoWinloop,RicoWin,,RicoIdle,RicoIdle,RicoProfile,,,RicoProfile,RicoIdle,,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,,,,,,,,,,,,chest_s,0;-3;-3.7,90,chest_s,0;-3.5;-3,75,head_s,0;0;170,75,,,,,,,,,,
HammerDudeGold,HammerDude,frank_geo.scw,,,frank_base_cam.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,,FrankWin,FrankWinloop,,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,,,,,,,,,frank_def_atk,gen_gold_atk_single,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,,,,,,,,,,,,chest_s,0;-2;-3.4,90,chest_s,0;-2;-3,80,head_s,0;0;150,90,,,,,,,,,,
HammerDudeSilver,HammerDude,frank_geo.scw,,,frank_base_cam.scw,,FrankIdle,FrankWalk,FrankPrimary,FrankSecondary,FrankSecondary,FrankRecoil,,FrankRecoil2,,,FrankPushback,,FrankWin,FrankWinloop,,FrankLose,FrankLoseloop,FrankWin,FrankWinloop,FrankIdle,FrankWin,FrankWinloop,FrankWin,,FrankIdle,FrankIdle,FrankProfile,,,FrankIntro,FrankIdle,,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,,,,,,,,,frank_def_atk,,frank_def_ulti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,,,,,,,,,,,,chest_s,0;-2;-3.4,90,chest_s,0;-2;-3,80,head_s,0;0;150,90,,,,,,,,,,
UndertakerGold,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,,,mortis_base_cam.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,,UndertakerWin,UndertakerWinloop,,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,TRUE,TRUE,,,,,,,,,,,,,,,gen_gold_atk_mortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,,,,,,,,,,,,chest_s,0;-0.3;-2,90,chest_s,0;0;-2,56,head_s,0;0;160,80,,,,,,,,,,
UndertakerSilver,Undertaker,mortis_geo.scw:headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo+shovelsmearGeo,,,mortis_base_cam.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,,UndertakerWin,UndertakerWinloop,,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,,,,,,,,,,,,chest_s,0;-0.3;-2,90,chest_s,0;0;-2,56,head_s,0;0;160,80,,,,,,,,,,
UndertakerHatGold,Undertaker,mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo,,,mortis_base_cam.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,,UndertakerWin,UndertakerWinloop,,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,gen_gold_lobby_aura,,TRUE,TRUE,,,,,,,,,,,,,,,gen_gold_atk_mortis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_gold_moving,,,gen_gold_moving,,,,,,,,,,,,,,,chest_s,0;-0.3;-2,90,chest_s,0;0;-2,56,head_s,0;0;200,80,,,,,,,,,,
UndertakerHatSilver,Undertaker,mortis_geo.scw:hatGeo+headGeo+hairGeo+cloakGeo+armsGeo+torsoGeo+capeGeo+capeGeo1+legsGeo+shoesGeo+lanternGeo+shovelGeo,,,mortis_base_cam.scw,,UndertakerIdle,UndertakerWalk,UndertakerAttack,UndertakerUltiAttack,UndertakerUltiAttack,UndertakerRecoil1,,UndertakerUltiRecoil1,,,UndertakerPushback,,UndertakerWin,UndertakerWinloop,,UndertakerLose,UndertakerLoseloop,UndertakerWin,UndertakerWinloop,UndertakerIdle,UndertakerWin,UndertakerWinloop,UndertakerWin,,UndertakerIdle,UndertakerIdle,UndertakerProfile,,,UndertakerProfile,UndertakerIdle,,,,,,,,,,,,,,,,,,,,,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,gen_silver_lobby_aura,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gen_silver_moving,,,gen_silver_moving,,,,,,,,,,,,,,,chest_s,0;-0.3;-2,90,chest_s,0;0;-2,56,head_s,0;0;200,80,,,,,,,,,,
