"Name","IconSWF","IconExportName","Reward1Trophies","Reward1Type","Reward1Data","Reward2Trophies","Reward2Type","Reward2Data","Reward3Trophies","Reward3Type","Reward3Data","Reward4Trophies","Reward4Type","Reward4Data","Reward5Trophies","Reward5Type","Reward5Data","Reward6Trophies","Reward6Type","Reward6Data"
"TrophyRewardsMeeple","sc/ui.sc","trophy_brawler_icon_meeple","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","MeepleBowling","1000","SpecificTitle","TitleMasteryMeeple","2000","SpecificThumbnail","player_icon_prestige_meeple","3000","PrestigeTitle","TitlePrestigeMeeple"
"TrophyRewardsSkater","sc/ui.sc","trophy_brawler_icon_ollie","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","SkaterRapper","1000","SpecificTitle","TitleMasteryOllie","2000","SpecificThumbnail","player_icon_prestige_ollie","3000","PrestigeTitle","TitlePrestigeOllie"
"TrophyRewardsMorningstar","sc/ui.sc","trophy_brawler_icon_lumi","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","MorningstarRare","1000","SpecificTitle","TitleMasteryLumi","2000","SpecificThumbnail","player_icon_prestige_lumi","3000","PrestigeTitle","TitlePrestigeLumi"
"TrophyRewardsChronomancer","sc/ui.sc","trophy_brawler_icon_finx","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","ChronomancerRare","1000","SpecificTitle","TitleMasteryFinx","2000","SpecificThumbnail","player_icon_prestige_finx","3000","PrestigeTitle","TitlePrestigeFinx"
"TrophyRewardsAlternator","sc/ui.sc","trophy_brawler_icon_jae","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","Alternator29gem","1000","SpecificTitle","TitleMasteryJae","2000","SpecificThumbnail","player_icon_prestige_jae","3000","PrestigeTitle","TitlePrestigeJae"
"TrophyRewardsGeisha","sc/ui.sc","trophy_brawler_icon_kaze","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","GeishaRare","1000","SpecificTitle","TitleMasteryKaze","2000","SpecificThumbnail","player_icon_prestige_kaze","3000","PrestigeTitle","TitlePrestigeKaze"
"TrophyRewardsStalker","sc/ui.sc","trophy_brawler_icon_alli","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","StalkerRare","1000","SpecificTitle","TitleMasteryAlli","2000","SpecificThumbnail","player_icon_prestige_alli","3000","PrestigeTitle","TitlePrestigeAlli"
"TrophyRewardsDomain","sc/ui.sc","trophy_brawler_icon_trunk","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","DomainRare","1000","SpecificTitle","TitleMasteryTrunk","2000","SpecificThumbnail","player_icon_prestige_trunk","3000","PrestigeTitle","TitlePrestigeTrunk"
"TrophyRewardsDancer","sc/ui.sc","trophy_brawler_icon_mina","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","SpecificSkin","DancerGraffitiSpecial","1000","SpecificTitle","TitleMasteryDancer","2000","SpecificThumbnail","player_icon_prestige_mina","3000","PrestigeTitle","TitlePrestigeDancer"
"TrophyRewardsFury","sc/ui.sc","trophy_brawler_icon_ziggy","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryFury","2000","SpecificThumbnail","player_icon_prestige_ziggy","3000","PrestigeTitle","TitlePrestigeFury"
"TrophyRewardsBulletstorm","sc/ui.sc","trophy_brawler_icon_pierce","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryBulletstorm","2000","SpecificThumbnail","player_icon_prestige_pierce","3000","PrestigeTitle","TitlePrestigeBulletstorm"
"TrophyRewardsDaredevil","sc/ui.sc","trophy_brawler_icon_gigi","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryGigi","2000","SpecificThumbnail","player_icon_prestige_gigi","3000","PrestigeTitle","TitlePrestigeGigi"
"TrophyRewardsMender","sc/ui.sc","trophy_brawler_icon_glowbert","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryMender","2000","SpecificThumbnail","player_icon_prestige_glowbert","3000","PrestigeTitle","TitlePrestigeMender"
"TrophyRewardsShadowdemon","sc/ui.sc","trophy_brawler_icon_sirius","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryShadowdemon","2000","SpecificThumbnail","player_icon_prestige_sirius","3000","PrestigeTitle","TitlePrestigeShadowdemon"
"TrophyRewardsRedirecter","sc/ui.sc","trophy_brawler_icon_gigi","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryRedirecter","2000","SpecificThumbnail","player_icon_prestige_najia","3000","PrestigeTitle","TitlePrestigeRedirecter"
"TrophyRewardsMagicalGirl","sc/ui.sc","trophy_brawler_icon_stella","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryMagicalGirl","2000","SpecificThumbnail","player_icon_prestige_stella","3000","PrestigeTitle","TitlePrestigeMagicalGirl"
"TrophyRewardsGladiator","sc/ui.sc","trophy_brawler_icon_gladiator","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryGladiator","2000","SpecificThumbnail","player_icon_prestige_gladiator","3000","PrestigeTitle","TitlePrestigeGladiator"
"TrophyRewardsRock","sc/ui.sc","trophy_brawler_icon_bolt","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryRock","2000","SpecificThumbnail","player_icon_prestige_rock","3000","PrestigeTitle","TitlePrestigeRock"
"TrophyRewardsKatanaKid","sc/ui.sc","trophy_brawler_icon_katanakid","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryKatanaKid","2000","SpecificThumbnail","player_icon_prestige_nori","3000","PrestigeTitle","TitlePrestigeKatanaKid"
"TrophyRewardsFutureGirl","sc/ui.sc","trophy_brawler_icon_futuregirl","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryFutureGirl","2000","SpecificThumbnail","player_icon_prestige_wendy","3000","PrestigeTitle","TitlePrestigeFutureGirl"
"TrophyRewardsStacker","sc/ui.sc","trophy_brawler_icon_stacker","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryStacker","2000","SpecificThumbnail","player_icon_prestige_vince","3000","PrestigeTitle","TitlePrestigeStacker"
"TrophyRewardsAttractor","sc/ui.sc","trophy_brawler_icon_attractor","250","TaggedThumbnailAndSpray","","500","TaggedEmotes","","750","BlingForSkin","","1000","SpecificTitle","TitleMasteryAttractor","2000","SpecificThumbnail","player_icon_prestige_cosmo","3000","PrestigeTitle","TitlePrestigeAttractor"
