"Name","Disabled","LogicItem","FileName","ExportName","ExportNameEnemy","ShadowExportName","GroundGlowExportName","LoopingEffect","SpawnEffect","ActivateEffect","SCW","SCWEnemy","SCWTopLayer","UseGeneratedShadow","RandomStartFrame","Layer","ItemReadyEffect","Effects"
"Cash","","Cash","sc/effects.sc","","","projectile_shadow_mid","pickup_glow_green","trash_pickup_item_fx","spawn_buff","","sc3d/item_trash_pickup_geo.glb","sc3d/item_trash_pickup_geo.glb","","true","","Above","",""
"StickyBombOverchargedUlti","","StickyBombOverchargedUlti","sc/effects_brawler.sc","sticky_def_oc_ulti_reached","sticky_def_oc_ulti_reached_red","","","stickybombsmallactive","spawn_buff","sticky_def_oc_atk_hit","","","","","","Above","",""
"PetWars","","PetWars","sc/effects.sc","","","projectile_shadow","pickup_glow_green","petwars_item_glow","petwars_item_spawn","","sc3d/item_petwars_geo.glb","sc3d/item_petwars_geo.glb","","","","Above","",""
"OverChargedPortal","","OverChargedPortal","sc/effects_brawler2.sc","gray_def_oc_ulti_start","gray_def_oc_ulti_start_red","","","gray_def_oc_ulti_start_finger","","gray_def_oc_ulti_active","","","","","","GroundTop","gray_def_oc_ulti_ready",""
"OverchargedMine","","OverchargedMine","sc/effects_brawler.sc","bo_def_oc_ulti_mine","bo_def_oc_ulti_mine_red","","","","bo_def_ulti2_spawn","","","","","","2","Above","",""
"BoxOfOverchargedMines","","BoxOfOverchargedMines","sc/effects.sc","","","","pickup_glow_green","","spawn_plasmoid","","","","","","","Above","",""
"MorningstarGroundedWeapon","","MorningstarGroundedWeapon","sc/effects_brawler_lumi.sc","lumi_def_atk_morningstar","lumi_def_atk_morningstar_red","","","lumi_def_atk_still_morningstar_loop","spawn_plasmoid","","","","","","","Above","",""
"Morningstar002GroundedWeapon","","MorningstarGroundedWeapon","sc/effects_brawler_lumi.sc","lumi_002_atk_morningstar","lumi_002_atk_morningstar_red","","","lumi_002_atk_still_morningstar_loop","spawn_plasmoid","","","","","","2","Above","",""
"Morningstar003GroundedWeapon","","MorningstarGroundedWeapon","sc/effects_brawler_lumi.sc","lumi_003_atk_another_plane_carck","lumi_003_atk_another_plane_carck_red","","","","spawn_plasmoid","","","","","","2","Above","",""
"UNODeck","","UNODeck","sc/effects_brawler.sc","","","","","","","","sc3d/item_token_toss_base_geo.glb","sc3d/item_token_toss_base_geo.glb","sc3d/item_token_toss_base_top_geo.glb","true","","GroundLow","",""
"TreasureSpawner","","TreasureSpawner","","","","","","","spawn_plasmoid","treasure_plate_trigger","sc3d/item_treasure_spawner_geo.glb","sc3d/item_treasure_spawner_geo.glb","","true","","GroundLow","treasure_plate_reset",""
"Treasure","","Treasure","sc/effects.sc","","","","pickup_glow_gold","treasure_hunt_pickup","spawn_treasure","","sc3d/item_treasure_geo.glb","sc3d/item_treasure_geo.glb","","","","Above","",""
"SamuraiPoint","","SamuraiPoint","sc/effects.sc","","","projectile_shadow","pickup_glow_gold","","","golden_pickup_glow","sc3d/item_samurai_smash_pickup_regular_geo.glb","sc3d/item_samurai_smash_pickup_transparent_geo.glb","","","","Above","",""
"TrailWaypoint","","TrailWaypoint","","","","","","","","conductor_def_sign_active","sc3d/default_goal_radius_geo.glb","sc3d/default_goal_radius_geo.glb","sc3d/default_goal_pole_geo.glb","true","","Above","",""
"MegaTickMine","","ClusterMine","sc/effects_brawler_tick.sc","tick_009_atk2_projectile","tick_009_atk2_projectile_red","","","gen_no_hit","","","","","","","2","Above","",""
"BulletstormShell","","BulletstormShell","sc/effects_brawler_pierce.sc","pierce_def_item","pierce_def_item_red","","","item_blue_loop","spawn_buff","","","","","","","Above","",""
"Bulletstorm002Shell","","BulletstormShell","sc/effects_brawler_pierce.sc","pierce_002_item","pierce_002_item_red","","","item_blue_loop","spawn_buff","","","","","","","Above","",""
"RogueliteLCardSqueakStickyBomb","","RogueliteLCardSqueakStickyBomb","sc/effects_brawler.sc","sticky_def_atk_reached","sticky_def_atk_reached_red","","","stickybombactive","spawn_buff","sticky_def_atk_hit","","","","","","Above","",""
"MegaBossStickyBomb","","MegaBossStickyBomb","sc/effects_brawler.sc","sticky_def_atk_reached","sticky_def_atk_reached_red","","","megabossstickybombactive","spawn_buff","sticky_def_atk_hit","","","","","","Above","",""
"MegaBossStickyBombLarge","","MegaBossStickyBombLarge","sc/effects_brawler.sc","sticky_def_atk_reached","sticky_def_atk_reached_red","","","megabossstickybomblargeactive","spawn_buff","sticky_def_atk_hit","","","","","","Above","",""
"MegaBossStickyBombUltiLarge","","MegaBossStickyBombUltiLarge","sc/effects_brawler.sc","sticky_def_ulti_reached","sticky_def_ulti_reached_red","","","megabossstickybombsmallactive","spawn_buff","sticky_def_atk_hit","","","","","","Above","",""
"MegaBossStickyBombUlti","","MegaBossStickyBombUlti","sc/effects_brawler.sc","sticky_def_ulti_reached","sticky_def_ulti_reached_red","","","squeak_008_atk_smallactive","spawn_buff","sticky_def_atk_hit","","","","","","Above","",""
"BoxPickupSpeedUp","","BoxPickupSpeedUp","sc/effects.sc","","","projectile_shadow","","powerup_fx_speed","spawn_plasmoid","","sc3d/item_powerup_speed_geo.glb","sc3d/item_powerup_speed_geo.glb","","true","","Above","",""
"BoxPickupHealthUp","","BoxPickupHealthUp","sc/effects.sc","","","projectile_shadow","","powerup_fx_health","spawn_plasmoid","","sc3d/item_powerup_health_geo.glb","sc3d/item_powerup_health_geo.glb","","true","","Above","",""
"BoxPickupShield","","BoxPickupShield","sc/effects.sc","","","projectile_shadow","","powerup_fx_shield","spawn_plasmoid","","sc3d/item_powerup_shield_geo.glb","sc3d/item_powerup_shield_geo.glb","","true","","Above","",""
"BoxPickupDamageUp","","BoxPickupDamageUp","sc/effects.sc","","","projectile_shadow","","powerup_fx_damage","spawn_plasmoid","","sc3d/item_powerup_damage_geo.glb","sc3d/item_powerup_damage_geo.glb","","true","","Above","",""
"BoxPickupBoulder","","BoxPickupBoulder","sc/effects.sc","","","projectile_shadow","","powerup_fx","spawn_plasmoid","","sc3d/item_weapon_boulder_geo.glb","sc3d/item_weapon_boulder_geo.glb","","true","","Above","",""
"BoxPickupShuriken","","BoxPickupShuriken","sc/effects.sc","","","projectile_shadow","","powerup_fx","spawn_plasmoid","","sc3d/item_weapon_shuriken_geo.glb","sc3d/item_weapon_shuriken_geo.glb","","true","","Above","",""
"BoxPickupSpeeder","","BoxPickupSpeeder","sc/effects.sc","","","projectile_shadow","","powerup_fx","spawn_plasmoid","","sc3d/item_weapon_car_geo.glb","sc3d/item_weapon_car_geo.glb","","true","","Above","",""
"ShadowPoint","","ShadowPoint","sc/effects.sc","","","projectile_shadow","","","","silver_pickup_glow","sc3d/item_shadow_smash_pickup_regular_geo.glb","sc3d/item_shadow_smash_pickup_transparent_geo.glb","","","","Above","",""
"BoxPickupBomb","","BoxPickupBomb","sc/effects.sc","","","projectile_shadow","","powerup_fx","spawn_plasmoid","","sc3d/item_weapon_bomb_geo.glb","sc3d/item_weapon_bomb_geo.glb","","true","","Above","",""
"SuperNovaTransformCactus","","SuperNovaTransformCactus","sc/effects.sc","","","projectile_shadow","","starrnova_pickup_fx_spike","spawn_plasmoid","","sc3d/item_starrnova_pickup_spike_geo.glb","sc3d/item_starrnova_pickup_spike_geo.glb","","true","","Above","",""
"SuperNovaTransformBeeSniper","","SuperNovaTransformBeeSniper","sc/effects.sc","","","projectile_shadow","","starrnova_pickup_fx_bea","spawn_plasmoid","","sc3d/item_starrnova_pickup_bea_geo.glb","sc3d/item_starrnova_pickup_bea_geo.glb","","true","","Above","",""
"SuperNovaTransformStella","","SuperNovaTransformStella","sc/effects.sc","","","projectile_shadow","","starrnova_pickup_fx_stella","spawn_plasmoid","","sc3d/item_starrnova_pickup_stella_geo.glb","sc3d/item_starrnova_pickup_stella_geo.glb","","true","","Above","",""
"SuperNovaTransformFireDude","","SuperNovaTransformFireDude","sc/effects.sc","","","projectile_shadow","","starrnova_pickup_fx_amber","spawn_plasmoid","","sc3d/item_starrnova_pickup_amber_geo.glb","sc3d/item_starrnova_pickup_amber_geo.glb","","true","","Above","",""
"SuperNovaTransformVoodoo","","SuperNovaTransformVoodoo","sc/effects.sc","","","projectile_shadow","","starrnova_pickup_fx_juju","spawn_plasmoid","","sc3d/item_starrnova_pickup_juju_geo.glb","sc3d/item_starrnova_pickup_juju_geo.glb","","true","","Above","",""
"SuperNovaTransformChronomancer","","SuperNovaTransformChronomancer","sc/effects.sc","","","projectile_shadow","","powerup_fx_blue","spawn_plasmoid","","sc3d/item_renamed_bolt.glb","sc3d/item_renamed_bolt.glb","","true","","Above","",""
"EdgePushbackWallSegment","","EdgePushbackWallSegment","sc/effects.sc","","","","","","damian_def_ulti_spawn","","sc3d/damien_ring_tile_geo.glb","sc3d/damien_ring_tile_enemy_geo.glb","","true","","Above","","damian_super_hit;damian_super_destroyed;damian_super_destroyed"
"GladiatorHealingItem","","GladiatorHealingItem","sc/effects_brawler.sc","","","","","damian_def_gadget1_area","spawn_buff","sticky_def_atk_hit","sc3d/item_mic_heal_geo.glb","sc3d/item_mic_heal_geo.glb","","","","Above","",""
"NanoWok","","NanoWok","sc/effects_brawler2.sc","","","","","mode_foodfight_ground","","spawn_buff","sc3d/item_cooking_wok_blue_geo.glb","sc3d/item_cooking_wok_red_geo.glb","","true","","Above","",""
"ArcadeAmmo","","ArcadeAmmo","sc/effects_brawler_8bit.sc","arcade_def_buddy_sp","arcade_def_buddy_sp_red","","","arcade_def_buddy_sp_loop","spawn_buff","","","","","","2","Above","",""
"HealthPackDougNanoPower","","HealthPackDougNanoPower","sc/effects.sc","","","projectile_shadow","","","spawn_buff","","sc3d/item_health_boost_geo.glb","sc3d/item_health_boost_enemy_geo.glb","","true","","Above","",""
"EdgePushbackWallSegmentBrawloween","","EdgePushbackWallSegment","sc/effects.sc","","","","","","damian_def_ulti_spawn","","sc3d/damian_ring_tile_astronaut_geo.glb","sc3d/damian_ring_tile_enemy_astronaut_geo.glb","","true","","Above","","damian_super_hit_astronaut;damian_super_destroyed_astronaut;damian_super_destroyed_astronaut"
