"Name","PromptQuestion","Answer1","Answer1Correct","Answer2","Answer2Correct","Answer3","Answer3Correct","Difficulty"
"QUIZ_DUO_129","TID_QUIZ_DUO_129","TID_QUIZ_DUO_129_ANSWER_1","true","TID_QUIZ_DUO_129_ANSWER_2","false","TID_QUIZ_DUO_129_ANSWER_3","false","Medium"
"QUIZ_DUO_130","TID_QUIZ_DUO_130","TID_QUIZ_DUO_130_ANSWER_1","true","TID_QUIZ_DUO_130_ANSWER_2","false","TID_QUIZ_DUO_130_ANSWER_3","false","Medium"
"QUIZ_DUO_131","TID_QUIZ_DUO_131","TID_QUIZ_DUO_131_ANSWER_1","true","TID_QUIZ_DUO_131_ANSWER_2","false","TID_QUIZ_DUO_131_ANSWER_3","false","Medium"
"QUIZ_DUO_132","TID_QUIZ_DUO_132","TID_QUIZ_DUO_132_ANSWER_1","true","TID_QUIZ_DUO_132_ANSWER_2","false","TID_QUIZ_DUO_132_ANSWER_3","false","Medium"
"QUIZ_DUO_133","TID_QUIZ_DUO_133","TID_QUIZ_DUO_133_ANSWER_1","true","TID_QUIZ_DUO_133_ANSWER_2","false","TID_QUIZ_DUO_133_ANSWER_3","false","Easy"
"QUIZ_DUO_134","TID_QUIZ_DUO_134","TID_QUIZ_DUO_134_ANSWER_1","true","TID_QUIZ_DUO_134_ANSWER_2","false","TID_QUIZ_DUO_134_ANSWER_3","false","Medium"
"QUIZ_DUO_135","TID_QUIZ_DUO_135","TID_QUIZ_DUO_135_ANSWER_1","true","TID_QUIZ_DUO_135_ANSWER_2","false","TID_QUIZ_DUO_135_ANSWER_3","false","Difficult"
"QUIZ_DUO_136","TID_QUIZ_DUO_136","TID_QUIZ_DUO_136_ANSWER_1","false","TID_QUIZ_DUO_136_ANSWER_2","false","TID_QUIZ_DUO_136_ANSWER_3","true","Medium"
"QUIZ_DUO_137","TID_QUIZ_DUO_137","TID_QUIZ_DUO_137_ANSWER_1","false","TID_QUIZ_DUO_137_ANSWER_2","true","TID_QUIZ_DUO_137_ANSWER_3","false","Easy"
"QUIZ_DUO_138","TID_QUIZ_DUO_138","TID_QUIZ_DUO_138_ANSWER_1","true","TID_QUIZ_DUO_138_ANSWER_2","false","TID_QUIZ_DUO_138_ANSWER_3","false","Easy"
"QUIZ_DUO_139","TID_QUIZ_DUO_139","TID_QUIZ_DUO_139_ANSWER_1","false","TID_QUIZ_DUO_139_ANSWER_2","false","TID_QUIZ_DUO_139_ANSWER_3","true","Easy"
"QUIZ_DUO_140","TID_QUIZ_DUO_140","TID_QUIZ_DUO_140_ANSWER_1","false","TID_QUIZ_DUO_140_ANSWER_2","true","TID_QUIZ_DUO_140_ANSWER_3","false","Easy"
"QUIZ_DUO_141","TID_QUIZ_DUO_141","TID_QUIZ_DUO_141_ANSWER_1","true","TID_QUIZ_DUO_141_ANSWER_2","false","TID_QUIZ_DUO_141_ANSWER_3","false","Easy"
"QUIZ_DUO_142","TID_QUIZ_DUO_142","TID_QUIZ_DUO_142_ANSWER_1","false","TID_QUIZ_DUO_142_ANSWER_2","false","TID_QUIZ_DUO_142_ANSWER_3","true","Easy"
"QUIZ_DUO_143","TID_QUIZ_DUO_143","TID_QUIZ_DUO_143_ANSWER_1","false","TID_QUIZ_DUO_143_ANSWER_2","true","TID_QUIZ_DUO_143_ANSWER_3","false","Easy"
"QUIZ_DUO_144","TID_QUIZ_DUO_144","TID_QUIZ_DUO_144_ANSWER_1","true","TID_QUIZ_DUO_144_ANSWER_2","false","TID_QUIZ_DUO_144_ANSWER_3","false","Easy"
"QUIZ_DUO_145","TID_QUIZ_DUO_145","TID_QUIZ_DUO_145_ANSWER_1","false","TID_QUIZ_DUO_145_ANSWER_2","false","TID_QUIZ_DUO_145_ANSWER_3","true","Easy"
"QUIZ_DUO_146","TID_QUIZ_DUO_146","TID_QUIZ_DUO_146_ANSWER_1","false","TID_QUIZ_DUO_146_ANSWER_2","true","TID_QUIZ_DUO_146_ANSWER_3","false","Easy"
"QUIZ_DUO_147","TID_QUIZ_DUO_147","TID_QUIZ_DUO_147_ANSWER_1","true","TID_QUIZ_DUO_147_ANSWER_2","false","TID_QUIZ_DUO_147_ANSWER_3","false","Easy"
"QUIZ_DUO_148","TID_QUIZ_DUO_148","TID_QUIZ_DUO_148_ANSWER_1","false","TID_QUIZ_DUO_148_ANSWER_2","false","TID_QUIZ_DUO_148_ANSWER_3","true","Easy"
"QUIZ_DUO_149","TID_QUIZ_DUO_149","TID_QUIZ_DUO_149_ANSWER_1","true","TID_QUIZ_DUO_149_ANSWER_2","false","TID_QUIZ_DUO_149_ANSWER_3","false","Difficult"
"QUIZ_DUO_150","TID_QUIZ_DUO_150","TID_QUIZ_DUO_150_ANSWER_1","true","TID_QUIZ_DUO_150_ANSWER_2","false","TID_QUIZ_DUO_150_ANSWER_3","false","Easy"
"QUIZ_DUO_151","TID_QUIZ_DUO_151","TID_QUIZ_DUO_151_ANSWER_1","false","TID_QUIZ_DUO_151_ANSWER_2","false","TID_QUIZ_DUO_151_ANSWER_3","true","Difficult"
"QUIZ_DUO_152","TID_QUIZ_DUO_152","TID_QUIZ_DUO_152_ANSWER_1","false","TID_QUIZ_DUO_152_ANSWER_2","true","TID_QUIZ_DUO_152_ANSWER_3","false","Medium"
"QUIZ_DUO_153","TID_QUIZ_DUO_153","TID_QUIZ_DUO_153_ANSWER_1","true","TID_QUIZ_DUO_153_ANSWER_2","false","TID_QUIZ_DUO_153_ANSWER_3","false","Easy"
"QUIZ_DUO_154","TID_QUIZ_DUO_154","TID_QUIZ_DUO_154_ANSWER_1","true","TID_QUIZ_DUO_154_ANSWER_2","false","TID_QUIZ_DUO_154_ANSWER_3","false","Easy"
"QUIZ_DUO_155","TID_QUIZ_DUO_155","TID_QUIZ_DUO_155_ANSWER_1","true","TID_QUIZ_DUO_155_ANSWER_2","false","TID_QUIZ_DUO_155_ANSWER_3","false","Easy"
"QUIZ_DUO_156","TID_QUIZ_DUO_156","TID_QUIZ_DUO_156_ANSWER_1","true","TID_QUIZ_DUO_156_ANSWER_2","false","TID_QUIZ_DUO_156_ANSWER_3","false","Easy"
"QUIZ_DUO_157","TID_QUIZ_DUO_157","TID_QUIZ_DUO_157_ANSWER_1","true","TID_QUIZ_DUO_157_ANSWER_2","false","TID_QUIZ_DUO_157_ANSWER_3","false","Easy"
"QUIZ_DUO_158","TID_QUIZ_DUO_158","TID_QUIZ_DUO_158_ANSWER_1","true","TID_QUIZ_DUO_158_ANSWER_2","false","TID_QUIZ_DUO_158_ANSWER_3","false","Easy"
"QUIZ_DUO_159","TID_QUIZ_DUO_159","TID_QUIZ_DUO_159_ANSWER_1","true","TID_QUIZ_DUO_159_ANSWER_2","false","TID_QUIZ_DUO_159_ANSWER_3","false","Easy"
"QUIZ_DUO_160","TID_QUIZ_DUO_160","TID_QUIZ_DUO_160_ANSWER_1","true","TID_QUIZ_DUO_160_ANSWER_2","false","TID_QUIZ_DUO_160_ANSWER_3","false","Easy"
"QUIZ_DUO_161","TID_QUIZ_DUO_161","TID_QUIZ_DUO_161_ANSWER_1","true","TID_QUIZ_DUO_161_ANSWER_2","false","TID_QUIZ_DUO_161_ANSWER_3","false","Easy"
"QUIZ_DUO_162","TID_QUIZ_DUO_162","TID_QUIZ_DUO_162_ANSWER_1","true","TID_QUIZ_DUO_162_ANSWER_2","false","TID_QUIZ_DUO_162_ANSWER_3","false","Easy"
"QUIZ_DUO_163","TID_QUIZ_DUO_163","TID_QUIZ_DUO_163_ANSWER_1","true","TID_QUIZ_DUO_163_ANSWER_2","false","TID_QUIZ_DUO_163_ANSWER_3","false","Easy"
"QUIZ_DUO_164","TID_QUIZ_DUO_164","TID_QUIZ_DUO_164_ANSWER_1","true","TID_QUIZ_DUO_164_ANSWER_2","false","TID_QUIZ_DUO_164_ANSWER_3","false","Easy"
"QUIZ_DUO_165","TID_QUIZ_DUO_165","TID_QUIZ_DUO_165_ANSWER_1","true","TID_QUIZ_DUO_165_ANSWER_2","false","TID_QUIZ_DUO_165_ANSWER_3","false","Easy"
"QUIZ_DUO_166","TID_QUIZ_DUO_166","TID_QUIZ_DUO_166_ANSWER_1","true","TID_QUIZ_DUO_166_ANSWER_2","false","TID_QUIZ_DUO_166_ANSWER_3","false","Easy"
"QUIZ_DUO_167","TID_QUIZ_DUO_167","TID_QUIZ_DUO_167_ANSWER_1","true","TID_QUIZ_DUO_167_ANSWER_2","false","TID_QUIZ_DUO_167_ANSWER_3","false","Easy"
"QUIZ_DUO_168","TID_QUIZ_DUO_168","TID_QUIZ_DUO_168_ANSWER_1","true","TID_QUIZ_DUO_168_ANSWER_2","false","TID_QUIZ_DUO_168_ANSWER_3","false","Easy"
"QUIZ_DUO_169","TID_QUIZ_DUO_169","TID_QUIZ_DUO_169_ANSWER_1","true","TID_QUIZ_DUO_169_ANSWER_2","false","TID_QUIZ_DUO_169_ANSWER_3","false","Easy"
"QUIZ_DUO_170","TID_QUIZ_DUO_170","TID_QUIZ_DUO_170_ANSWER_1","true","TID_QUIZ_DUO_170_ANSWER_2","false","TID_QUIZ_DUO_170_ANSWER_3","false","Easy"
"QUIZ_DUO_171","TID_QUIZ_DUO_171","TID_QUIZ_DUO_171_ANSWER_1","true","TID_QUIZ_DUO_171_ANSWER_2","false","TID_QUIZ_DUO_171_ANSWER_3","false","Easy"
"QUIZ_DUO_172","TID_QUIZ_DUO_172","TID_QUIZ_DUO_172_ANSWER_1","true","TID_QUIZ_DUO_172_ANSWER_2","false","TID_QUIZ_DUO_172_ANSWER_3","false","Easy"
"QUIZ_DUO_173","TID_QUIZ_DUO_173","TID_QUIZ_DUO_173_ANSWER_1","true","TID_QUIZ_DUO_173_ANSWER_2","false","TID_QUIZ_DUO_173_ANSWER_3","false","Easy"
"QUIZ_DUO_174","TID_QUIZ_DUO_174","TID_QUIZ_DUO_174_ANSWER_1","true","TID_QUIZ_DUO_174_ANSWER_2","false","TID_QUIZ_DUO_174_ANSWER_3","false","Easy"
"QUIZ_DUO_175","TID_QUIZ_DUO_175","TID_QUIZ_DUO_175_ANSWER_1","true","TID_QUIZ_DUO_175_ANSWER_2","false","TID_QUIZ_DUO_175_ANSWER_3","false","Easy"
"QUIZ_DUO_176","TID_QUIZ_DUO_176","TID_QUIZ_DUO_176_ANSWER_1","true","TID_QUIZ_DUO_176_ANSWER_2","false","TID_QUIZ_DUO_176_ANSWER_3","false","Easy"
"QUIZ_DUO_177","TID_QUIZ_DUO_177","TID_QUIZ_DUO_177_ANSWER_1","true","TID_QUIZ_DUO_177_ANSWER_2","false","TID_QUIZ_DUO_177_ANSWER_3","false","Easy"
"QUIZ_DUO_178","TID_QUIZ_DUO_178","TID_QUIZ_DUO_178_ANSWER_1","true","TID_QUIZ_DUO_178_ANSWER_2","false","TID_QUIZ_DUO_178_ANSWER_3","false","Easy"
"QUIZ_DUO_179","TID_QUIZ_DUO_179","TID_QUIZ_DUO_179_ANSWER_1","true","TID_QUIZ_DUO_179_ANSWER_2","false","TID_QUIZ_DUO_179_ANSWER_3","false","Easy"
"QUIZ_DUO_180","TID_QUIZ_DUO_180","TID_QUIZ_DUO_180_ANSWER_1","true","TID_QUIZ_DUO_180_ANSWER_2","false","TID_QUIZ_DUO_180_ANSWER_3","false","Easy"
"QUIZ_DUO_181","TID_QUIZ_DUO_181","TID_QUIZ_DUO_181_ANSWER_1","true","TID_QUIZ_DUO_181_ANSWER_2","false","TID_QUIZ_DUO_181_ANSWER_3","false","Easy"
"QUIZ_DUO_182","TID_QUIZ_DUO_182","TID_QUIZ_DUO_182_ANSWER_1","true","TID_QUIZ_DUO_182_ANSWER_2","false","TID_QUIZ_DUO_182_ANSWER_3","false","Easy"
"QUIZ_DUO_183","TID_QUIZ_DUO_183","TID_QUIZ_DUO_183_ANSWER_1","true","TID_QUIZ_DUO_183_ANSWER_2","false","TID_QUIZ_DUO_183_ANSWER_3","false","Easy"
"QUIZ_DUO_184","TID_QUIZ_DUO_184","TID_QUIZ_DUO_184_ANSWER_1","true","TID_QUIZ_DUO_184_ANSWER_2","false","TID_QUIZ_DUO_184_ANSWER_3","false","Easy"
"QUIZ_DUO_185","TID_QUIZ_DUO_185","TID_QUIZ_DUO_185_ANSWER_1","true","TID_QUIZ_DUO_185_ANSWER_2","false","TID_QUIZ_DUO_185_ANSWER_3","false","Easy"
"QUIZ_DUO_186","TID_QUIZ_DUO_186","TID_QUIZ_DUO_186_ANSWER_1","true","TID_QUIZ_DUO_186_ANSWER_2","false","TID_QUIZ_DUO_186_ANSWER_3","false","Easy"
"QUIZ_DUO_187","TID_QUIZ_DUO_187","TID_QUIZ_DUO_187_ANSWER_1","true","TID_QUIZ_DUO_187_ANSWER_2","false","TID_QUIZ_DUO_187_ANSWER_3","false","Medium"
"QUIZ_DUO_188","TID_QUIZ_DUO_188","TID_QUIZ_DUO_188_ANSWER_1","true","TID_QUIZ_DUO_188_ANSWER_2","false","TID_QUIZ_DUO_188_ANSWER_3","false","Medium"
"QUIZ_DUO_189","TID_QUIZ_DUO_189","TID_QUIZ_DUO_189_ANSWER_1","true","TID_QUIZ_DUO_189_ANSWER_2","false","TID_QUIZ_DUO_189_ANSWER_3","false","Medium"
"QUIZ_DUO_190","TID_QUIZ_DUO_190","TID_QUIZ_DUO_190_ANSWER_1","true","TID_QUIZ_DUO_190_ANSWER_2","false","TID_QUIZ_DUO_190_ANSWER_3","false","Medium"
"QUIZ_DUO_191","TID_QUIZ_DUO_191","TID_QUIZ_DUO_191_ANSWER_1","true","TID_QUIZ_DUO_191_ANSWER_2","false","TID_QUIZ_DUO_191_ANSWER_3","false","Medium"
"QUIZ_DUO_192","TID_QUIZ_DUO_192","TID_QUIZ_DUO_192_ANSWER_1","true","TID_QUIZ_DUO_192_ANSWER_2","false","TID_QUIZ_DUO_192_ANSWER_3","false","Medium"
"QUIZ_DUO_193","TID_QUIZ_DUO_193","TID_QUIZ_DUO_193_ANSWER_1","true","TID_QUIZ_DUO_193_ANSWER_2","false","TID_QUIZ_DUO_193_ANSWER_3","false","Medium"
"QUIZ_DUO_194","TID_QUIZ_DUO_194","TID_QUIZ_DUO_194_ANSWER_1","true","TID_QUIZ_DUO_194_ANSWER_2","false","TID_QUIZ_DUO_194_ANSWER_3","false","Medium"
"QUIZ_DUO_195","TID_QUIZ_DUO_195","TID_QUIZ_DUO_195_ANSWER_1","true","TID_QUIZ_DUO_195_ANSWER_2","false","TID_QUIZ_DUO_195_ANSWER_3","false","Medium"
"QUIZ_DUO_196","TID_QUIZ_DUO_196","TID_QUIZ_DUO_196_ANSWER_1","true","TID_QUIZ_DUO_196_ANSWER_2","false","TID_QUIZ_DUO_196_ANSWER_3","false","Medium"
"QUIZ_DUO_197","TID_QUIZ_DUO_197","TID_QUIZ_DUO_197_ANSWER_1","true","TID_QUIZ_DUO_197_ANSWER_2","false","TID_QUIZ_DUO_197_ANSWER_3","false","Medium"
"QUIZ_DUO_198","TID_QUIZ_DUO_198","TID_QUIZ_DUO_198_ANSWER_1","true","TID_QUIZ_DUO_198_ANSWER_2","false","TID_QUIZ_DUO_198_ANSWER_3","false","Easy"
