"Name","Version","VersionCN","LegacyExpLevelLimit","RequiredTotalTrophies","RequiredHero","IconSWF","IconExportName","SortOrder","IsReward","IsAvailableForOffers","LockedForChronos","PriceBling","PriceGems","DontSellInCatalog","DisableCatalogRelease","HideInCatalogWhenNotOwned","CatalogNewDaysAdjustment","CatalogPreRequirementSkin","GiveOnSkinUnlock","NotInCatalogTID","ExtraCatalogCampaign","ExtraCatalogHero","HideFromCatalogMainCategory","UnlockedByFame","BrawlerTrophyRewards","ShouldDownweight","OdditiesShopAvailability"
"player_icon_fang_pumpkin","","","0","0","","sc/player_icons_1.sc","player_icon_fang_pumpkin","3117","","true","","","","TRUE","","","","KickerDudeMake","TRUE","","","","","","","","NEVER"
"player_icon_mike_robo","","","0","0","","sc/player_icons_1.sc","player_icon_mike_robo","3118","","true","","","","TRUE","","","","TntDudeMecha","TRUE","","","","","","","","NEVER"
"player_icon_pam_queen","","","0","0","","sc/player_icons_1.sc","player_icon_pam_queen","3119","","true","","","","TRUE","","","","MinigunDudeQueen","TRUE","","","","","","","","NEVER"
"player_icon_mortis_hockey","","","0","0","","sc/player_icons_1.sc","player_icon_mortis_hockey","3120","","true","","","","TRUE","","","","UndertakerUndertakerHockey","TRUE","","","","","","","","NEVER"
"player_icon_razer","","","0","0","","sc/player_icons_1.sc","player_icon_razer","3121","","true","","","","TRUE","","true","","","","","","","","","","","NEVER"
"player_icon_retropolis","","","0","0","","sc/player_icons_1.sc","player_icon_retropolis","3122","","true","","750","19","TRUE","","","","","","","RETRO","","","","","","AVAILABLE"
"player_icon_mike_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_mike_overcharge","6013","","true","","","","TRUE","","true","","","","","","TntDude","","","","","NEVER"
"player_icon_edgar_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_edgar_overcharge","6014","","true","","","","TRUE","","true","","","","","","Enrager","","","","","NEVER"
"player_icon_crow_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_crow_overcharge","6015","","true","","","","TRUE","","true","","","","","","Crow","","","","","NEVER"
"player_icon_fang_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_fang_overcharge","6016","","true","","","","TRUE","","true","","","","","","KickerDude","","","","","NEVER"
"player_icon_leon_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_leon_overcharge","6017","","true","","","","TRUE","","true","","","","","","Ninja","","","","","NEVER"
"player_icon_mico_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_mico_overcharge","6018","","true","","","","TRUE","","true","","","","","","Leaper","","","","","NEVER"
"player_icon_anniversary5","","-1","0","0","","sc/player_icons_1.sc","player_icon_anniversary5","3123","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_holiday_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_holiday_chroma","3124","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_bp_cartoon","","","0","0","","sc/player_icons_1.sc","player_icon_bp_cartoon","3125","true","","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_bp_dragon","","","0","0","","sc/player_icons_1.sc","player_icon_bp_dragon","3126","true","","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_8bit_virus","","","0","0","","sc/player_icons_1.sc","player_icon_8bit_virus","3127","","true","","","","TRUE","","","","ArcadeVirusChroma","TRUE","","","","","","","","NEVER"
"player_icon_colette_cartoon","","","0","0","","sc/player_icons_1.sc","player_icon_colette_cartoon","3128","","true","","","","TRUE","","","","Percenteranime","TRUE","","","","","","","","NEVER"
"player_icon_fang_lny","","","0","0","","sc/player_icons_1.sc","player_icon_fang_lny","3129","","true","","","","TRUE","","","","KickerDudeFuriousChroma","TRUE","","","","","","","","NEVER"
"player_icon_frank_royale","","","0","0","","sc/player_icons_1.sc","player_icon_frank_royale","3130","","true","","","","TRUE","","","","HammerDudeClashKingChromaBlue","TRUE","","","","","","","","NEVER"
"player_icon_kit_lny","","","0","0","","sc/player_icons_1.sc","player_icon_kit_lny","3131","","true","","","","TRUE","","","","AttacherBoxer","TRUE","","","","","","","","NEVER"
"player_icon_miko_darkmas","","","0","0","","sc/player_icons_1.sc","player_icon_miko_darkmas","3132","","true","","","","TRUE","","","","LeaperDarkXmas","TRUE","","","","","","","","NEVER"
"player_icon_miko_lny","","","0","0","","sc/player_icons_1.sc","player_icon_miko_lny","3133","","true","","","","TRUE","","","","Leaperwukong","TRUE","","","","","","","","NEVER"
"player_icon_otis_wf","","","0","0","","sc/player_icons_1.sc","player_icon_otis_wf","3134","","true","","","","TRUE","","","","SilencerWorldfinals","TRUE","","","","","","","","NEVER"
"player_icon_piper_carnaval","","","0","0","","sc/player_icons_1.sc","player_icon_piper_carnaval","3135","","true","","","","TRUE","","","","SniperCarnival","TRUE","","","","","","","","NEVER"
"player_icon_poco_origins","","","0","0","","sc/player_icons_1.sc","player_icon_poco_origins","3136","","true","","","","TRUE","","","","DeadMariachiorigins","TRUE","","","","","","","","NEVER"
"player_icon_primo_superb","","","0","0","","sc/player_icons_1.sc","player_icon_primo_superb","3137","","true","","","","TRUE","","","","LuchadorSuperbowl","TRUE","","","","","","","","NEVER"
"rank31","","","0","0","","sc/player_icons_1.sc","player_icon_rico_cartoon","1030","","true","","","","TRUE","","","","TrickshotDudeDevil","TRUE","","","","","","","","NEVER"
"player_icon_spike_cartoon","","","0","0","","sc/player_icons_1.sc","player_icon_spike_cartoon","3138","","true","","","","TRUE","","","","Cactuscartoon","TRUE","","","","","","","","NEVER"
"player_icon_stu_xmas","","","0","0","","sc/player_icons_1.sc","player_icon_stu_xmas","3139","","true","","","","TRUE","","","","RollerChristmas","TRUE","","","","","","","","NEVER"
"player_icon_miko1","","","0","0","","sc/player_icons_1.sc","player_icon_miko1","2069","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsLeaper","","NEVER"
"player_icon_kit1","","","0","0","","sc/player_icons_1.sc","player_icon_kit1","2070","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsAttacher","","NEVER"
"player_icon_twins1","","","0","0","","sc/player_icons_1.sc","player_icon_twins1","2071","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsTwins","","NEVER"
"player_icon_thank_you","","","0","0","","sc/player_icons_1.sc","player_icon_thank_you","3138","","true","","750","19","TRUE","","","","","","","MISC","","","","","","AVAILABLE"
"hero74","","","0","0","Leaper","sc/player_icons_1.sc","player_icon_mico","721","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"hero75","","","0","0","Attacher","sc/player_icons_1.sc","player_icon_kit","722","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_ash_pizza","","","0","0","","sc/player_icons_1.sc","player_icon_ash_pizza","3139","","true","","","","TRUE","","","","KnightPizza","TRUE","","","","","","","","NEVER"
"player_icon_emz_fan","","","0","0","","sc/player_icons_1.sc","player_icon_emz_fan","3140","","true","","","","TRUE","","","","MummyGiftShop","TRUE","","","","","","","","NEVER"
"player_icon_dynamike_spicy","","","0","0","","sc/player_icons_1.sc","player_icon_dynamike_spicy","3141","","true","","","","TRUE","","","","TntGuyChef","TRUE","","","","","","","","NEVER"
"player_icon_colt_make","","","0","0","","sc/player_icons_1.sc","player_icon_colt_make","3142","","true","","","","TRUE","","","","GunslingerDarkAngel","TRUE","","","","","","","","NEVER"
"hero76","","","0","0","Twins","sc/player_icons_1.sc","player_icon_twins","723","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_frank_royale_red","","","0","0","","sc/player_icons_1.sc","player_icon_frank_royale_red","3143","","true","","","","TRUE","","","","HammerDudeClashKingChromaRed","TRUE","","","","","","","","NEVER"
"player_icon_8bit_virus_og","","","0","0","","sc/player_icons_1.sc","player_icon_8bit_virus_og","3144","","true","","","","TRUE","","","","ArcadeVirus","TRUE","","","","","","","","NEVER"
"player_icon_belle_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_belle_overcharge","6019","","true","","","","TRUE","","true","","","","","","ElectroSniper","","","","","NEVER"
"player_icon_bibi_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_bibi_overcharge","6020","","true","","","","TRUE","","true","","","","","","Baseball","","","","","NEVER"
"player_icon_buzz_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_buzz_overcharge","6021","","true","","","","TRUE","","true","","","","","","RopeDude","","","","","NEVER"
"player_icon_cordelius_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_cordelius_overcharge","6022","","true","","","","TRUE","","true","","","","","","Duelist","","","","","NEVER"
"player_icon_primo_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_primo_overcharge","6023","","true","","","","TRUE","","true","","","","","","Luchador","","","","","NEVER"
"player_icon_sprout_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_sprout_overcharge","6024","","true","","","","TRUE","","true","","","","","","Wally","","","","","NEVER"
"player_icon_bp_sandsoftime","","","0","0","","sc/player_icons_1.sc","player_icon_bp_sandsoftime","3145","true","","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_bp_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_bp_ragnarok","3146","true","","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_fame_earth","","","0","0","","sc/player_icons_1.sc","player_icon_fame_earth","7001","true","","","","","TRUE","","","","","","","","","","Global2","","","NEVER"
"player_icon_fame_moon","","","0","0","","sc/player_icons_1.sc","player_icon_fame_moon","7002","true","","","","","TRUE","","","","","","","","","","Lunar2","","","NEVER"
"player_icon_fame_mars","","","0","0","","sc/player_icons_1.sc","player_icon_fame_mars","7003","true","","","","","TRUE","","","","","","","","","","Martial2","","","NEVER"
"player_icon_fame_saturn","","","0","0","","sc/player_icons_1.sc","player_icon_fame_saturn","7004","true","","","","","TRUE","","","","","","","","","","Saturnal2","","","NEVER"
"player_icon_fame_sun","","","0","0","","sc/player_icons_1.sc","player_icon_fame_sun","7005","true","","","","","TRUE","","","","","","","","","","Solar2","","","NEVER"
"player_icon_fame_meteor","","","0","0","","sc/player_icons_1.sc","player_icon_fame_meteor","7006","true","","","","","TRUE","","","","","","","","","","Meteor2","","","NEVER"
"player_icon_ranked_sandsoftime","","","0","0","","sc/player_icons_1.sc","player_icon_ranked_sandsoftime","1031","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_ranked_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_ranked_ragnarok","1032","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_crow_mecha","","","0","0","","sc/player_icons_1.sc","player_icon_crow_mecha","3147","","true","","","","TRUE","","","","CrowMecha","TRUE","","","","","","","","NEVER"
"player_icon_angelo1","","","0","0","","sc/player_icons_1.sc","player_icon_angelo1","2072","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsInsectMan","","NEVER"
"player_icon_melody1","","","0","0","","sc/player_icons_1.sc","player_icon_melody1","2073","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsAxeJuggler","","NEVER"
"player_icon_bibi_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_bibi_ragnarok","3148","","true","","","","TRUE","","","","BaseballThor","TRUE","","","","","","","","NEVER"
"player_icon_brock_line","","","0","0","","sc/player_icons_1.sc","player_icon_brock_line","3149","","true","","","","TRUE","","","","RocketGirlBrown","TRUE","","","","","","","","NEVER"
"player_icon_chester_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_chester_ragnarok","3150","","true","","","","TRUE","","","","JesterLoki","TRUE","","","","","","","","NEVER"
"player_icon_chuck_sands","","","0","0","","sc/player_icons_1.sc","player_icon_chuck_sands","3151","","true","","","","TRUE","","","","ConductorScorpion","TRUE","","","","","","","","NEVER"
"player_icon_cordelius_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_cordelius_ragnarok","3152","","true","","","","TRUE","","","","DuelistOdin","TRUE","","","","","","","","NEVER"
"player_icon_dynamike_sands","","","0","0","","sc/player_icons_1.sc","player_icon_dynamike_sands","3153","","true","","","","TRUE","","","","TntDudeDynastic","TRUE","","","","","","","","NEVER"
"player_icon_edgar_sands","","","0","0","","sc/player_icons_1.sc","player_icon_edgar_sands","3154","","true","","","","TRUE","","","","EnragerThief","TRUE","","","","","","","","NEVER"
"player_icon_fang_baseball","","","0","0","","sc/player_icons_1.sc","player_icon_fang_baseball","3155","","true","","","","TRUE","","","","KickerDudeBaseballRed","TRUE","","","","","","","","NEVER"
"player_icon_jessie_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_jessie_ragnarok","3156","","true","","","","TRUE","","","","MechanicSkadi","TRUE","","","","","","","","NEVER"
"player_icon_shelly_sands","","","0","0","","sc/player_icons_1.sc","player_icon_shelly_sands","3157","","true","","","","TRUE","","","","ShotgunGirlDancer","TRUE","","","","","","","","NEVER"
"player_icon_spike_poop","","","0","0","","sc/player_icons_1.sc","player_icon_spike_poop","3158","","true","","","","TRUE","","","","CactusPoop","TRUE","","","","","","","","NEVER"
"player_icon_buzz_ragnarok","","","0","0","","sc/player_icons_1.sc","player_icon_buzz_ragnarok","3159","","true","","","","TRUE","","","","RopeDudeFenrir","TRUE","","","","","","","","NEVER"
"player_icon_colt_mecha","","","0","0","","sc/player_icons_1.sc","player_icon_colt_mecha","3160","","true","","","","TRUE","","","","GunslingerMecha","TRUE","","","","","","","","NEVER"
"player_icon_fang_baseball_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_fang_baseball_chroma","3161","","true","","","","TRUE","","","","KickerDudeBaseballBlue","TRUE","","","","","","","","NEVER"
"player_icon_leon_mecha","","","0","0","","sc/player_icons_1.sc","player_icon_leon_mecha","3162","","true","","","","TRUE","","","","NinjaMecha","TRUE","","","","","","","","NEVER"
"player_icon_surge_sands","","","0","0","","sc/player_icons_1.sc","player_icon_surge_sands","3163","","true","","","","TRUE","","","","PowerLevelerGenie","TRUE","","","","","","","","NEVER"
"player_icon_spike_robo","","","0","0","","sc/player_icons_1.sc","player_icon_spike_robo","3164","","true","","","","TRUE","","","","Cactusmecha","TRUE","","","","","","","","NEVER"
"player_icon_sprout_lunar","","","0","0","","sc/player_icons_1.sc","player_icon_sprout_lunar","3165","","true","","","","TRUE","","","","WallyMoon","TRUE","","","","","","","","NEVER"
"player_icon_primo_shark","","","0","0","","sc/player_icons_1.sc","player_icon_primo_shark","3166","","true","","","","TRUE","","","","LuchadorBabyShark","TRUE","","","","","","","","NEVER"
"player_icon_piper_lunar","","","0","0","","sc/player_icons_1.sc","player_icon_piper_lunar","3167","","true","","","","TRUE","","","","SniperMoon","TRUE","","","","","","","","NEVER"
"hero77","","","0","0","AxeJuggler","sc/player_icons_1.sc","player_icon_melody","724","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"hero78","","","0","0","InsectMan","sc/player_icons_1.sc","player_icon_angelo","725","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_8bit_ranked_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_8bit_ranked_chroma","3168","","true","","","","TRUE","","","","ArcadePiano_black","TRUE","","","","","","","","NEVER"
"player_icon_brock_sentai_black","","","0","0","","sc/player_icons_1.sc","player_icon_brock_sentai_black","3169","","true","","","","TRUE","","","","RocketGirlRanger_black","TRUE","","","","","","","","NEVER"
"player_icon_brock_sentai_blue","","","0","0","","sc/player_icons_1.sc","player_icon_brock_sentai_blue","3170","","true","","","","TRUE","","","","RocketGirlRanger_blue","TRUE","","","","","","","","NEVER"
"player_icon_brock_sentai_pink","","","0","0","","sc/player_icons_1.sc","player_icon_brock_sentai_pink","3171","","true","","","","TRUE","","","","RocketGirlRanger_pink","TRUE","","","","","","","","NEVER"
"player_icon_brock_sentai_red","","","0","0","","sc/player_icons_1.sc","player_icon_brock_sentai_red","3172","","true","","","","TRUE","","","","RocketGirlRanger_red","TRUE","","","","","","","","NEVER"
"player_icon_brock_sentai_yellow","","","0","0","","sc/player_icons_1.sc","player_icon_brock_sentai_yellow","3173","","true","","","","TRUE","","","","RocketGirlRanger_yellow","TRUE","","","","","","","","NEVER"
"player_icon_buzz_ranked_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_buzz_ranked_chroma","3174","","true","","","","TRUE","","","","RopeDudeDirector_blue","TRUE","","","","","","","","NEVER"
"player_icon_byron_ranked_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_byron_ranked_chroma","3175","","true","","","","TRUE","","","","SnakeOilWizard_white","TRUE","","","","","","","","NEVER"
"player_icon_gene_samurai","","","0","0","","sc/player_icons_1.sc","player_icon_gene_samurai","3176","","true","","","","TRUE","","","","HookDudeMake","TRUE","","","","","","","","NEVER"
"player_icon_jacky_ranked_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_jacky_ranked_chroma","3177","","true","","","","TRUE","","","","DrillerJetski_purple","TRUE","","","","","","","","NEVER"
"player_icon_nita_ranked_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_nita_ranked_chroma","3178","","true","","","","TRUE","","","","ShamanDragon_black","TRUE","","","","","","","","NEVER"
"player_icon_penny_ranked_chroma","","","0","0","","sc/player_icons_1.sc","player_icon_penny_ranked_chroma","3179","","true","","","","TRUE","","","","ArtilleryDudeSmuggler_orange","TRUE","","","","","","","","NEVER"
"player_icon_sandy_nightmare","","","0","0","","sc/player_icons_1.sc","player_icon_sandy_nightmare","3180","","true","","","","TRUE","","","","SandstormMake","TRUE","","","","","","","","NEVER"
"player_icon_shelly_squad","","","0","0","","sc/player_icons_1.sc","player_icon_shelly_squad","3181","","true","","","","TRUE","","","","ShotgunGirlSquad","TRUE","","","","","","","","NEVER"
"player_icon_bp_godzilla","","","0","0","","sc/player_icons_1.sc","player_icon_bp_godzilla","3182","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_bp_hackers","","","0","0","","sc/player_icons_1.sc","player_icon_bp_hackers","3183","true","","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_godzilla_event1","","","0","0","","sc/player_icons_1.sc","player_icon_godzilla_event1","3184","","true","","","","TRUE","","","","","","","GODZILLA","","","","","","NEVER"
"player_icon_godzilla_event2","","","0","0","","sc/player_icons_1.sc","player_icon_godzilla_event2","3185","","true","","","","TRUE","","","","","","","GODZILLA","","","","","","NEVER"
"player_icon_mutated_logo","","","0","0","","sc/player_icons_1.sc","player_icon_mutated_logo","3186","","true","","","","TRUE","","","","","","","GODZILLA","","","","","","NEVER"
"player_icon_mutation","","","0","0","","sc/player_icons_1.sc","player_icon_mutation","3187","","true","","","","TRUE","","","","","","","GODZILLA","","","","","","NEVER"
"player_icon_pl_logo","","","0","0","","sc/player_icons_1.sc","player_icon_pl_logo","1033","true","","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_ranked_godzilla","","","0","0","","sc/player_icons_1.sc","player_icon_ranked_godzilla","1034","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_ranked_hackers","","","0","0","","sc/player_icons_1.sc","player_icon_ranked_hackers","1035","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_ranked_logo","","","0","0","","sc/player_icons_1.sc","player_icon_ranked_logo","1036","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_esports_hackers","","","0","0","","sc/player_icons_1.sc","player_icon_esports_hackers","5013","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_max_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_max_overcharge","6025","","true","","","","TRUE","","true","","","","","","Speedy","","","","","NEVER"
"player_icon_gene_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_gene_overcharge","6026","","true","","","","TRUE","","true","","","","","","HookDude","","","","","NEVER"
"player_icon_nita_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_nita_overcharge","6027","","true","","","","TRUE","","true","","","","","","Shaman","","","","","NEVER"
"player_icon_brock_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_brock_overcharge","6028","","true","","","","TRUE","","true","","","","","","RocketGirl","","","","","NEVER"
"player_icon_sandy_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_sandy_overcharge","6029","","true","","","","TRUE","","true","","","","","","Sandstorm","","","","","NEVER"
"player_icon_tick_overcharge","","","0","0","","sc/player_icons_1.sc","player_icon_tick_overcharge","6030","","true","","","","TRUE","","true","","","","","","ClusterBombDude","","","","","NEVER"
"player_icon_brawlball_foot","","","0","0","","sc/player_icons_1.sc","player_icon_brawlball_foot","3188","","true","","750","19","TRUE","","","","","","","","","","","","","AVAILABLE"
"player_icon_classic_brawl","","","0","0","","sc/player_icons_1.sc","player_icon_classic_brawl","3189","true","","","","","TRUE","","","","","","","","","","","","","NEVER"
"hero79","","","0","0","Ambusher","sc/player_icons_1.sc","player_icon_lily","726","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"hero80","","","0","0","DragonRider","sc/player_icons_1.sc","player_icon_draco","727","","","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_draco_special","","","0","0","","sc/player_icons_1.sc","player_icon_draco_special","3190","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_lily1","","","0","0","","sc/player_icons_1.sc","player_icon_lily1","2074","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsAmbusher","","NEVER"
"player_icon_draco1","","","0","0","","sc/player_icons_1.sc","player_icon_draco1","2075","true","","","","","TRUE","","","","","","","","","","","TrophyRewardsDragonRider","","NEVER"
"player_icon_amber_frozequeen","","","0","0","","sc/player_icons_1.sc","player_icon_amber_frozequeen","3191","","true","","","","TRUE","","","","FireDudeFrost","TRUE","","","","","","","","NEVER"
"player_icon_bibi_virus","","","0","0","","sc/player_icons_1.sc","player_icon_bibi_virus","3192","","true","","","","TRUE","","","","BaseballGamer_remake","TRUE","","","","","","","","NEVER"
"player_icon_bo_mecha","","","0","0","","sc/player_icons_1.sc","player_icon_bo_mecha","3193","","true","","","","TRUE","","","","BoMecha","TRUE","","","","","","","","NEVER"
"player_icon_brock_virus","","","0","0","","sc/player_icons_1.sc","player_icon_brock_virus","3194","","true","","","","TRUE","","","","RocketGirlVirus","TRUE","","","","","","","","NEVER"
"player_icon_buzz_godzilla","","","0","0","","sc/player_icons_1.sc","player_icon_buzz_godzilla","3195","","true","","","","TRUE","","","","RopeDudeGodzilla","TRUE","","","","","","","","NEVER"
"player_icon_charlie_virus","","","0","0","","sc/player_icons_1.sc","player_icon_charlie_virus","3196","","true","","","","TRUE","","","","CocoonerVirus","TRUE","","","","","","","","NEVER"
"player_icon_eve_godzilla","","","0","0","","sc/player_icons_1.sc","player_icon_eve_godzilla","3197","","true","","","","TRUE","","","","FleaGodzilla","TRUE","","","","","","","","NEVER"
"player_icon_fang_virus","","","0","0","","sc/player_icons_1.sc","player_icon_fang_virus","3198","","true","","","","TRUE","","","","KickerDudeVirus","TRUE","","","","","","","","NEVER"
"player_icon_nita_godzilla","","","0","0","","sc/player_icons_1.sc","player_icon_nita_godzilla","3199","","true","","","","TRUE","","","","ShamanGodzilla","TRUE","","","","","","","","NEVER"
"player_icon_surge_paladin_red","","","0","0","","sc/player_icons_1.sc","player_icon_surge_paladin_red","3200","","true","","","","TRUE","","","","PowerLevelerKnight_red","TRUE","","","","","","","","NEVER"
"player_icon_tara_virus","","","0","0","","sc/player_icons_1.sc","player_icon_tara_virus","3201","","true","","","","TRUE","","","","BlackHoleStreetNinja_remake","TRUE","","","","","","","","NEVER"
"player_icon_tick_godzilla","","","0","0","","sc/player_icons_1.sc","player_icon_tick_godzilla","3202","","true","","","","TRUE","","","","ClusterBombDudeGodzilla","TRUE","","","","","","","","NEVER"
"player_icon_twins_virus","","","0","0","","sc/player_icons_1.sc","player_icon_twins_virus","3203","","true","","","","TRUE","","","","TwinsVirus","TRUE","","","","","","","","NEVER"
"player_icon_bo_underworld","","","0","0","","sc/player_icons_1.sc","player_icon_bo_underworld","3204","","true","","","","TRUE","","","","BowDudeDemonic","TRUE","","","","","","","","NEVER"
"player_icon_byron_overlord","","","0","0","","sc/player_icons_1.sc","player_icon_byron_overlord","3205","","true","","","","TRUE","","","","SnakeOilVillain","TRUE","","","","","","","","NEVER"
"player_icon_emz_dj","","","0","0","","sc/player_icons_1.sc","player_icon_emz_dj","3206","","true","","","","TRUE","","","","MummyDj","TRUE","","","","","","","","NEVER"
"player_icon_jacky_driller","","","0","0","","sc/player_icons_1.sc","player_icon_jacky_driller","3207","","true","","","","TRUE","","","","DrillerMonster","TRUE","","","","","","","","NEVER"
"player_icon_piper_cupid","","","0","0","","sc/player_icons_1.sc","player_icon_piper_cupid","3208","","true","","","","TRUE","","","","SniperValentines","TRUE","","","","","","","","NEVER"
"player_icon_poco_serenade","","","0","0","","sc/player_icons_1.sc","player_icon_poco_serenade","3209","","true","","","","TRUE","","","","PocoValentine","TRUE","","","","","","","","NEVER"
"player_icon_poco_trash","","","0","0","","sc/player_icons_1.sc","player_icon_poco_trash","3210","","true","","","","TRUE","","","","DeadMariachiPunk","TRUE","","","","","","","","NEVER"
"player_icon_tara_tempest","","","0","0","","sc/player_icons_1.sc","player_icon_tara_tempest","3211","","true","","","","TRUE","","","","BlackHoleDevious","TRUE","","","","","","","","NEVER"
"player_icon_bea_mega","","","0","0","","sc/player_icons_1.sc","player_icon_bea_mega","3212","","true","","","","TRUE","","","","BeeSniperMonster","TRUE","","","","","","","","NEVER"
"player_icon_eve_iny","","","0","0","","sc/player_icons_1.sc","player_icon_eve_iny","3213","","true","","","","TRUE","","","","FleaBiker","TRUE","","","","","","","","NEVER"
"player_icon_gene_evil","","","0","0","","sc/player_icons_1.sc","player_icon_gene_evil","3214","","true","","","","TRUE","","","","HookDudeBazaar","TRUE","","","","","","","","NEVER"
"player_icon_mortis_rogue","","","0","0","","sc/player_icons_1.sc","player_icon_mortis_rogue","3215","","true","","","","TRUE","","","","UndertakerBazaar","TRUE","","","","","","","","NEVER"
"player_icon_classic_colt","","","0","0","","sc/player_icons_1.sc","player_icon_classic_colt","3216","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_dynamike","","","0","0","","sc/player_icons_1.sc","player_icon_classic_dynamike","3217","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_jessie","","","0","0","","sc/player_icons_1.sc","player_icon_classic_jessie","3218","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_max","","","0","0","","sc/player_icons_1.sc","player_icon_classic_max","3219","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_penny","","","0","0","","sc/player_icons_1.sc","player_icon_classic_penny","3220","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_poco","","","0","0","","sc/player_icons_1.sc","player_icon_classic_poco","3221","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_primo","","","0","0","","sc/player_icons_1.sc","player_icon_classic_primo","3222","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_classic_shelly","","","0","0","","sc/player_icons_1.sc","player_icon_classic_shelly","3223","","true","","","","TRUE","","","","","","","","","","","","","NEVER"
"player_icon_belle_coral","","","0","0","","sc/player_icons_1.sc","player_icon_belle_coral","3224","","true","","","","TRUE","","","","ElectroSniperCoral","TRUE","","","","","","","","NEVER"
"player_icon_crow_crowbone","","","0","0","","sc/player_icons_1.sc","player_icon_crow_crowbone","3225","","true","","","","TRUE","","","","CrowVulture","TRUE","","","","","","","","NEVER"
"player_icon_dynamike_coach_blue","","","0","0","","sc/player_icons_1.sc","player_icon_dynamike_coach_blue","3226","","true","","","","TRUE","","","","TntDudePsg","TRUE","","","","","","","","NEVER"
