"Name","DurationTicks","GradualWearOffAfter","CancelOnDamage","CancelOnCharge","CancelOnChargeEnd","CancelOnHealthRegen","CancelOnSourceDeath","TriggerRate","TriggerOnFirstTick","Stacking","Refreshable","PulsatingActiveTicksOn","PulsatingActiveTicksOff","Damage","DamageHealSource","UltiChargePercent","UltiChargeBoostPercent","OverchargeChargeReducePercent","AmmoReducePercent","Healing","ShieldPercent","BaseSpeedIncreasePercent","SpeedBoostPercent","SpeedBoostAbsolute","SpeedReducePercent","SpeedReduceAbsolute","DamageBoostPercent","ShowDamageAsCrit","DamageReducePercent","DamageBoostTargetCurrentHealthPercent","DamageReceivedBoostPercent","DamageReceivedBoostAbsolute","DecreaseReloadTimePercent","LifeSteal","SourceLifeSteal","Cleanse","DoBlinkClear","CcImmunity","AttackImmunity","Invisibility","ForceShow","LosePlayerControl","FullStun","Taunt","Stasis","Silence","ScaleWithUpgrades","ScaleWithBuffs","IsDebuff","AttackPierceCharacters","AttackThroughWalls","UltiAttackThroughWalls","MoveThroughWalls","MoveThroughWater","ServerOnly","SpawnCharacterOnDeath","SpawnAreaEffectOnDeath","PersistTransformation","BooleanAttributes","HapticsToSource","TimerBar","Traits","Components","ActivateOnRefreshCount","DamagePercentRedirectToSource","ActionsOnTrigger","ActionsOnCancelOnDamage","ChainStatusEffect","ChainStatusEffect2","StatusToApplyOnEnd"
"InvokDemonicPetAfterDying","9999999","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DemonicPet","","","","","","","","","","","","InvokeAngelicBigPetAfterDying","",""
"InvokeAngelicBigPetAfterDying","9999999","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooGadgetSpeedUp","60","","","","","","","","","","","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VoodooGadgetShield","60","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SilencerUltiOvercharged","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BarrelbotShield","18","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelbotShieldOvercharged","18","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelbotAfterChargeShield","40","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelbotAfterShieldOvercharged","40","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BarrelBotGadgetSlow","21","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DemonicMomentum002","9999999","","","","","TRUE","","20","","","TRUE","","","","","","","","","","","","","110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DemonicMomentum003","DemonicMomentumCooldown",""
"DemonicMomentum003","9999999","","","","","TRUE","","20","","","TRUE","","","","","","","","","","","","","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DemonicMomentum004","DemonicMomentumCooldown",""
"DemonicMomentum004","9999999","","","","","TRUE","","20","","","TRUE","","","","","","","","","","","","","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DemonicMomentumCooldown",""
"DemonicMomentumCooldown","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicRevengeCooldown","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"DemonicSoulCollectorCooldown","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","",""
"SpeedOfAnAngel003","9999999","","","","","","","20","","TRUE","TRUE","","","","","","","","","","","","","180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpeedOfAnAngel004","",""
"SpeedOfAnAngel004","9999999","","","","","","","20","","TRUE","TRUE","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpeedOfAnAngel005","",""
"SpeedOfAnAngel005","9999999","","","","","","","20","","TRUE","TRUE","","","","","","","","","","","","","220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LightyearFire","80","","","","","","","20","","","TRUE","","","80","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiTaunt","50","","","","","","TRUE","","TRUE","","TRUE","","","800","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiHCTaunt","50","","","","","","TRUE","","TRUE","","TRUE","","","840","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SkaterUltiAmmoReductionSelf","30","","","","","","","","TRUE","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SkaterGadgetJumpTaunt","20","","","","","","TRUE","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SkaterGadgetProjectileTaunt","20","","","","","","TRUE","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MeepleSuperArea","10","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","",""
"Invulnerable","9999999","","","","","","","10","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ArenaBuff","1300","","","","","","","20","","","","","","","","","","","","","30","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","",""
"MorningstarSuperRoot","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MorningstarRecallSlow","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedHealingProjectile","10","","","","","","","20","TRUE","TRUE","","","","","","","","","","340","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerTimebendSpeedReduce","2","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerTimebendSpeedBoost","100","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerTimebendBoostSelf","100","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","30","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ChronomancerGadgetProjectileStasis","40","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"CleanseInfiniteNoVFX","9999999","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorProjectileHeal","2","","","","","","","","TRUE","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","TRUE","","","","","","","","","",""
"AlternatorHealAura","2","","","","","","","","TRUE","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","TRUE","","","","","","","","","",""
"AlternatorSpeedAura","40","","","","","","","","","","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorDamageAura","2","","","","","","","","TRUE","","","","","650","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","TRUE","","","","","","","","","",""
"AlternatorSlowAura","40","","","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"AlternatorProjectileSpeedTrail","15","","","","","","","","","","TRUE","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AlternatorProjectileSlowTrail","25","","","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"AlternatorHealAuraOvercharged","2","","","","","","","","TRUE","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","TRUE","","","","","","","","","",""
"AlternatorSpeedAuraOvercharged","40","","","","","","","","","","TRUE","","","","","","","","","","","","40","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","",""
"GeishaStormDebuff","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HasStormVision","","","","","","","","","","",""
"GeishaTransformedUltiDamageMark","50","","","","","","","50","","TRUE","","","","1360","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","TRUE","","TRUE","","","","","","","","","",""
"GeishaTransformedUltiDamageMarkSp","50","","","","","","","50","","TRUE","","","","1360","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","GeishaTransformedMarkExplosionSP","TRUE","","TRUE","","","","","","","","","",""
"GeishaTransformedUltiDamageMarkOvercharged","50","","","","","","","50","","TRUE","","","","1360","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","GeishaTransformedMarkDamagedOvercharged","TRUE","InstantTriggerIfKills","TRUE","","","","","","","","","",""
"GeishaTransformedUltiDamageMarkSpOvercharged","50","","","","","","","50","","TRUE","","","","1360","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","GeishaTransformedMarkExplosionSPOvercharged","TRUE","InstantTriggerIfKills","TRUE","","","","","","","","","",""
"GeishaTransformSpeedBoost","50","","","","","","","","","","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GeishaTransformInvisibility","30","","TRUE","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","normal","","","","","","","","","","","","","","","","","","","CancelOnAttack","","","","","","","","","","",""
"GeishaWeakSpotSlowdown","50","","","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SkaterMutantTaunt","60","","","","","","TRUE","","TRUE","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"TriggerProjectileOnHittingCooldown","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVulnerableGen","9999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ForceShow","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RosaOverchargedUltiAreaSlow","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MutantRosaForceShow","999999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MutantGhostIncorporeal","20","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","TRUE","","","","","","","","",""
"SafeInvulnerability","60","","","","","","","","TRUE","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","",""
"Debug","60","","","","","","","","TRUE","","TRUE","","","","","","","","","","","","","","60","","","","","","","","","","","","","","","","","","","","","TRUE","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"GusOverchargedDmgProjectile","10","","","","","","","20","TRUE","TRUE","","","","900","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SpeedWhenUsingUltiAngels","60","","","","","","","20","","TRUE","TRUE","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SpeedOfAnAngel003","",""
"SpeedBoostOnKillDemons","60","","","","","","","10","","","TRUE","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShootProjectileOnBasicAttackCooldown","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DemonicStatusEffectForProjectiles","80","","","","","","","20","","","TRUE","","","100","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlOverchargedStun","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DomainOnAreaBuff","2","","","","","","","","","","TRUE","","","","","","","","","","","","25","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DomainDamageReduceSP","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DomainForceShowSP","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","TRUE","","","","","","TRUE","","","","","","","","","","","","","","",""
"DomainInverseDamageGadget","40","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ReceiveDamageInversion","","","","","","","","","","",""
"DomainOverchargedUltiDamage","20","","","","","","","1","","","TRUE","","","150","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","TRUE","","","","","","","","","",""
"AngelicHot","40","","","","","","","20","TRUE","TRUE","","","","","","","","","","250","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","",""
"IceDudeHypothermia","750","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","TRUE","","","","PartialStunBasedDamageReduce","","","","","","","","","","",""
"DuplicatorPetTooCloseCripple","2","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"StalkerUltiInvisible","140","","","","","","","","","","TRUE","40","10","","","","","","","","","","","","","","","","","","","","","","","","","","","attacks_dont_reveal","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","",""
"StalkerUltiDamageTargetCurrentHpBoost","999999","","","","TRUE","","","","","","TRUE","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperCurse","99999","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","RemoveOtherInstances","","","","","","","","","","",""
"ElectroSniperTrapExplosionSlow","60","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DragonRaiderMark","100","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SplitterTag","100","","TRUE","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","TRUE","","TRUE","","","","","","","","","","NotForObjects;ResetCreatedTickOnRefresh","","","","","","","","","","",""
"BullGadgetStun","10","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BullAreaSlow","30","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DodgeballDeathStun","60","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","TRUE","","","","","","","","","","IgnoreCCImmunity;IsDodgeballDeathStun","","","","","","","","","","",""
"SS_JetpackSlow","40","","","","","","","","","","TRUE","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"TrailRunSpeedBoostOnKill","60","20","","","","","","","","TRUE","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost1","60","20","","","","","","","","TRUE","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost2","70","30","","","","","","","","TRUE","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost3","80","40","","","","","","","","TRUE","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FurySlowdown","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"StickyBombUltiSlow","80","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"StickyBombGadgetSlow","21","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MaisieUltiSlow","40","","","","","","","","","","TRUE","","","","","","","","","","","","","","","350","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"SignalStrikeReload","30","","","","","","","","TRUE","","","","","","","","","","-33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MegaCrowPoison","60","","","","","","","15","","","TRUE","","","50","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MegaCrowPoisonStrong","144","","","","","","","12","","","TRUE","","","120","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DancerRootSp","30","","","","","","","","","","TRUE","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MeepleOverchargedPassWall","10","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","",""
"MegaBossSplitterTag","75","","TRUE","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","TRUE","","TRUE","","","","","","","","","","NotForObjects","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost4","90","50","","","","","","","","TRUE","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost5","100","60","","","","","","","","TRUE","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost6","110","70","","","","","","","","TRUE","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TrailRunRubberBandSpeedBoost7","120","80","","","","","","","","TRUE","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ActorPlaceholderRoot","25","","","","","","","","","","TRUE","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiMark","7","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiOverchargedMark","7","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BulletstormLastShotSlow","20","","","","","","","","","","TRUE","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BulletstormShellPickupSpeedUp","20","","","","","","","","","TRUE","TRUE","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MarksmanHitPoison_S","40","","","","","","","20","","","TRUE","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MarksmanHitPoison_E","60","","","","","","","20","","","TRUE","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MarksmanHitPoison_L","80","","","","","","","20","","","TRUE","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"BarleyHitPoisonNanoPower","60","","","","","","","20","","","TRUE","","","300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"EmzHitPoisonNanoPower","40","","","","","","","20","","","TRUE","","","500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MarksmanHitSlowdown","10","","","","","","","","","","TRUE","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DaredevilWeaponSpeedup","3","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DaredevilSpUltiChargeRate","999999","","TRUE","","","","","","","","TRUE","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueHitBurn_S","20","","","","","","","20","","","TRUE","","","150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"RogueHitBurn_E","40","","","","","","","20","","","TRUE","","","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"RogueHitBurn_L","60","","","","","","","20","","","TRUE","","","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"DracoNanoHitBurn","20","","","","","","","20","","","TRUE","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"RogueHitBurnHold_S","20","","","","","","","20","","","TRUE","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"RogueHitBurnHold_E","40","","","","","","","20","","","TRUE","","","125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"RogueHitBurnHold_L","40","","","","","","","20","","","TRUE","","","250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"PlaceholderParryStatusEffect","10000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IsParry","","","","","","","","","","",""
"OneHPInvulnerability","20","","","","","","","","TRUE","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","",""
"VecnaStunSmash","40","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ColtOverchargedProjectileBuff","10","","","","","","","5","","TRUE","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ColtOverchargedProjectileBuff;ColtOverchargedProjectileBuff2","","","","","","","",""
"BrawlBallDeathStun","80","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","","","","","","TRUE","","","","","","","","","","IgnoreCCImmunity;IsDodgeballDeathStun","","","","","","","","","","",""
"EmzOverchargedPoison","80","","","","","","","20","","","TRUE","","","200","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","",""
"MenderWeaponEnemyTether","30","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","",""
