"Name","RogueliteCard1","RogueliteCard2","RogueliteCard3","RogueliteCard4","RogueliteCard5","RogueliteCard6","RogueliteCard7","RogueliteCard8","RogueliteCard9","RogueliteCard10","RogueliteCard11","RogueliteCard12","RogueliteCard13","RogueliteCard14","RogueliteCard15","RogueliteCard16","RogueliteCard17","RogueliteCard18","RogueliteCard19","RogueliteCard20","RogueliteCard21","RogueliteCard22","RogueliteCard23","RogueliteCard24","RogueliteCard25"
"Clancy_roguelite_deck","R_Reload_S","R_ProjectileSpeed_S","R_AttackRange_E","R_PierceCharacter_L","R_SpeedUpOnAtk_E","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_GadgetCooldown_Mini_L","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_Reload_E","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MoveSpeed_S","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_Clancy_Level_L","R_MoveSpeed_E"
"Colette_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_HighHealthDamage_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_FireBallAround_E","R_FireBallAround_L","R_HighHealthDamage_E","R_BulletSize_Mini_S","R_BulletSize_Mini_E","R_BulletSize_Mini_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_SuperRate_L","R_Reload_E","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_AttackRange_Mini_L","R_Reload_S"
"Colt_roguelite_deck","R_BulletSize_S","R_ProjectileSpeed_S","R_BulletSize_E","R_BulletSize_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_SuperRate_L","R_Reload_S","R_AttackRange_E","R_Reload_E","R_DestroyEnvironment_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Colt_MoreBullet_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_ProjectileSpeed_E","R_Damage_L","R_MaxHp_Absolute_S"
"Cordelius_roguelite_deck","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_HealBuff_S","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_Reload_Mini_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Codilus_MainAtk_L","R_FireBallAround_E","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_ChargeHCOnStart_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_MaxHp_Absolute_Mini_E","R_AttackRange_Mini_L","R_Reload_Mini_E"
"Crow_roguelite_deck","R_ProjectileSpeed_S","R_ProjectileSpeed_E","R_PierceCharacter_E","R_AttackRange_Mini_L","R_Reload_S","R_DamageReduction_S","R_DamageReduction_E","R_ConsShield_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_LowHealthDamage_L","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_SuperRate_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_PowerCubeOnKill_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Reload_E"
"Dancer_roguelite_deck","R_ProjectileSpeed_S","R_Reload_Mini_S","R_Reload_Mini_E","R_Reload_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_HealBuff_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_GadgetCooldown_S","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_GadgetCooldown_E","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_Mina_Shield_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_HealBuff_S"
"Darryl_roguelite_deck","R_GadgetCooldown_S","R_GadgetCooldown_E","R_ProjectileSpeed_S","R_AttackRange_Cone_Mini_L","R_MaxHp_Absolute_Mini_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_Damage_Mini_S","R_SpeedUpOnAtk_E","R_Damage_Mini_E","R_Damage_Mini_L","R_HealBuff_S","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_TriggerSuper_MoreTimes_1_L","R_Reload_S","R_Reload_E","R_FireBallAround_E","R_FireBallAround_L","R_ProjectileSpeed_E"
"Digger_roguelite_deck","R_Reload_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_ProjectileSpeed_S","R_Reload_E","R_AttackRange_E","R_AttackRange_L","R_GadgetCooldown_E","R_SuperRate_S","R_SuperRate_E","R_AutoChargeUlti_L","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_PowerCubeOnKill_E","R_DamageReduction_Mini_L","R_GadgetCooldown_S"
"Doug_roguelite_deck","R_HealBuff_Mini_E","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_MaxHp_Absolute_Mini_L","R_HealBuff_Mini_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_DamageReduction_Mini_S","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_Reload_Mini_S","R_AreaEffectSize_Melee_S","R_AreaEffectSize_Melee_E","R_AreaEffectSize_Melee_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_Reload_Mini_E"
"Draco_roguelite_deck","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeedInBush_Mini_E","R_MoveSpeed_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_BurnOnHit_L","R_GadgetCooldown_E","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_SuperRate_S","R_ChargeHCOnStart_E","R_ChargeSuperOnStart_E","R_Draco_Super_L","R_MaxHp_Absolute_Mini_Mini_S","R_MaxHp_Absolute_Mini_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_Mini_L","R_SuperRate_E","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_GadgetCooldown_S"
"Dynamike_roguelite_deck","R_Reload_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_Mini_L","R_Reload_E","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_Dynamike_Delay_L","R_PowerCubeOnStart_S"
"Edgar_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_FireBallAround_E","R_Reload_Mini_S","R_Reload_Mini_E","R_Reload_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_TriggerSuper_MoreTimes_1_L","R_MaxHp_Absolute_Mini_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_SpeedUpOnGadget_S","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_GadgetCooldown_E","R_HealBuff_S","R_HealBuff_E","R_HealBuff_L","R_GadgetCooldown_S"
"Elprimo_roguelite_deck","R_Reload_S","R_AttackRange_2_E","R_AttackRange_E","R_AttackRange_L","R_Damage_S","R_SpeedUpOnAtk_E","R_Damage_E","R_Damage_L","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_SuperRate_L","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_Mini_L","R_Reload_E","R_BulletSize_Fist_S","R_BulletSize_Fist_E","R_BulletSize_Fist_L","R_MaxHp_Absolute_Mini_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_MaxHp_Absolute_Mini_S"
"Empty_roguelite_deck","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_FireBallAround_E","R_DamageReduction_S","R_DamageReduction_E","R_ConsShield_L","R_GadgetCooldown_S","R_Damage_S","R_Damage_E","R_Damage_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_PowerCubeOnStart_S","R_PowerCubeOnStart_E","R_PowerCubeOnKill_E","R_PowerCubeOnStart_L","R_GadgetCooldown_E"
"Emz_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_SpeedUpOnGadget_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_MaxHp_Absolute_S","R_AreaEffectSize_Mini_E","R_AreaEffectSize_Mini_S","R_AreaEffectSize_Mini_L","R_Reload_S","R_Reload_E","R_AttackRange_E","R_AttackRange_Cone_L","R_MaxHp_Absolute_E"
"Eve_roguelite_deck","R_Reload_S","R_Damage_S","R_Damage_E","R_Damage_L","R_Reload_E","R_BulletSize_Mini_S","R_BulletSize_Mini_E","R_BulletSize_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_S","R_MoveSpeed_E","R_PoisonOnHit_E","R_PoisonOnHit_L","R_PetMaxHP_S","R_PetMoveSpeed_S","R_PetMaxHP_E","R_Eve_TriggerSuper_MoreTimes_L","R_PetMoveSpeed_E","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_GadgetCooldown_Mini_L","R_MaxHp_Absolute_S"
"Fang_roguelite_deck","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_MoveSpeed_E","R_Damage_S","R_Damage_E","R_Damage_L","R_HealBuff_S","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_S","R_ChargeHCOnStart_L","R_MoveSpeed_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_SpeedUpOnAtk_E"
"Finx_roguelite_deck","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_AutoChargeUlti_Max_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_AttackRange_E","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SpeedUpOnGadget_S","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_GadgetCooldown_Mini_L","R_Reload_S","R_AreaEffectSize_Function_S","R_AreaEffectSize_Function_E","R_AreaEffectSize_Function_L","R_PowerCubeOnStart_S","R_PowerCubeOnStart_E","R_PowerCubeOnKill_E","R_PowerCubeOnStart_L","R_Reload_E"
"Fishtank_roguelite_deck","R_GadgetCooldown_S","R_Hank_Range_S","R_Hank_Range_E","R_Hank_Range_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_MoveSpeed_Mini_Mini_S","R_MoveSpeed_Mini_Mini_E","R_RegenFaster_E","R_MoveSpeed_Mini_Mini_L","R_MaxHp_Absolute_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_FireBallAround_E","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_Hank_L","R_GadgetCooldown_E"
"Frank_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_ProjectileSpeed_E","R_Frank_MaxHp_S","R_Frank_MaxHp_E","R_Frank_MaxHp_L","R_ProjectileSpeed_S","R_Reload_Mini_S","R_Reload_Mini_E","R_Reload_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_PowerCubeOnStart_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_MoveSpeed_Mini_L","R_ChargeHCOnStart_E"
"Fury_roguelite_deck","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_Reload_S","R_Reload_E","R_AttackRange_E","R_SlowDownOnHit_L","R_GadgetCooldown_S","R_Damage_S","R_Damage_E","R_Damage_L","R_MoveSpeed_S","R_AreaEffectSize_Mini_S","R_AreaEffectSize_Mini_E","R_AreaEffectSize_Mini_L","R_PowerCubeOnStart_S","R_PowerCubeOnStart_E","R_PowerCubeOnKill_E","R_PowerCubeOnStart_L","R_MoveSpeed_E"
"Gale_roguelite_deck","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_Reload_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Reload_S","R_Gale_MoreBullet_S","R_Gale_MoreBullet_E","R_Gale_MoreBullet_L","R_MoveSpeed_S","R_MoveSpeed_E","R_AttackRange_E","R_SlowDownOnHit_L","R_ProjectileSpeed_S"
"Gene_roguelite_deck","R_ProjectileSpeed_S","R_AttackRange_E","R_HealBuff_E","R_Gene_SuperRange_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_HealBuff_S","R_BulletSize_Max_S","R_BulletSize_Max_E","R_BulletSize_Max_L","R_Reload_S","R_Damage_S","R_Damage_E","R_Damage_L","R_PowerCubeOnStart_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Reload_E"
"Generic_roguelite_deck","R_Reload_S","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_Damage_Mini_S","R_Damage_Mini_E","R_AttackRange_E","R_ShootTwice_MainAtk_L","R_SuperRate_S","R_SeeThroghtBushOnSuper_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_Max_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_Reload_E","R_GadgetCooldown_L","R_PowerCubeOnStart_S"
"Gigi_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_ChargeSuperOnStart_E","R_SuperRate_Mini_L","R_FireBallAround_E","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_PowerCubeOnStart_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_L","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_PowerCubeOnKill_E"
"Gray_roguelite_deck","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_Reload_S","R_Reload_E","R_AttackRange_E","R_AttackRange_L","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_AutoChargeUlti_L","R_MaxHp_Absolute_S","R_DamageReduction_S","R_DamageReduction_E","R_ConsShield_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_ShootTwice_MainAtk_L","R_VisionInBush_S"
"Griff_roguelite_deck","R_GadgetCooldown_S","R_GadgetCooldown_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_HealBuff_S","R_LifeSteal_S","R_LifeSteal_E","R_LifeSteal_L","R_ChargeSuperOnStart_S","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_SuperRate_Mini_L","R_HealBuff_E","R_Reload_S","R_Reload_E","R_AttackRange_Mini_L","R_ProjectileSpeed_S"
"Grom_roguelite_deck","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_RegenFaster_E","R_MaxHp_Absolute_L","R_PowerCubeOnStart_E","R_BulletSize_Mini_S","R_BulletSize_Mini_E","R_BulletSize_Mini_L","R_Reload_E","R_Damage_S","R_Damage_E","R_ShootTwice_Throw_L","R_ProjectileSpeed_Max_S","R_ProjectileSpeed_Max_E","R_AttackRange_E","R_AttackRange_L","R_Reload_S"
"Gus_roguelite_deck","R_Reload_S","R_BulletSize_S","R_BulletSize_E","R_BulletSize_L","R_Reload_E","R_ProjectileSpeed_S","R_AttackRange_E","R_Gus_L","R_GadgetCooldown_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_DamageReduction_S","R_DamageReduction_E","R_HealOnMove_E","R_ConsShield_L","R_PowerCubeOnStart_S","R_PowerCubeOnStart_E","R_PowerCubeOnKill_E","R_PowerCubeOnStart_L","R_GadgetCooldown_E"
"Jacky_roguelite_deck","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_RegenFaster_E","R_DamageReduction_Mini_L","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_Mini_S","R_MoveSpeed_Mini_Mini_E","R_MoveSpeed_Mini_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeHCOnStart_E","R_SuperRate_L","R_VisionInBush_S","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_GadgetCooldown_Mini_L","R_VisionInBush_E","R_AreaEffectSize_Melee_S","R_AreaEffectSize_Melee_E","R_AreaEffectSize_Melee_L","R_MaxHp_Absolute_Mini_S"
"Jae_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_MaxHp_Absolute_Mini_E","R_BulletSize_Mini_S","R_BulletSize_Mini_E","R_BulletSize_Mini_L","R_Reload_Mini_S","R_AreaEffectSize_Super_Mini_S","R_AreaEffectSize_Super_Mini_E","R_AreaEffectSize_Super_Mini_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_RegenFaster_E","R_HealBuff_Mini_S","R_HealBuff_Mini_E","R_HealBuff_Mini_L","R_Reload_Mini_E"
"Janet_roguelite_deck","R_ProjectileSpeed_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_MoveSpeed_S","R_MoveSpeed_E","R_SpeedUpOnAtk_E","R_MoveSpeed_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_SuperRate_L","R_ProjectileSpeed_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_Reload_S","R_DamageReduction_S","R_DamageReduction_E","R_ConsShield_L","R_PowerCubeOnStart_S","R_PowerCubeOnStart_E","R_ChargeHCOnStart_E","R_Janet_ActiveTime_L","R_Janet_ActiveTime_E"
"Jessie_roguelite_deck","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_SpeedUpOnAtk_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_ShootTwice_MainAtk_L","R_Reload_S","R_MaxHp_Absolute_S","R_MaxHp_Absolute_E","R_MaxHp_Absolute_L","R_ChargeHCOnStart_E","R_PetMaxHP_S","R_PetMaxHP_E","R_PetMaxHP_L","R_MoveSpeed_S","R_MoveSpeed_E","R_AttackRange_E","R_TriggerSuper_MoreTimes_Pet_L","R_Reload_E"
"Juju_roguelite_deck","R_VisionInBush_S","R_AreaEffectSizeThrower_S","R_AreaEffectSizeThrower_E","R_AreaEffectSizeThrower_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_S","R_MoveSpeedInBush_E","R_AttackRange_E","R_AttackRange_L","R_PetMoveSpeed_S","R_PetMoveSpeed_E","R_PetMaxHP_E","R_PetMaxHP_L","R_SpeedUpOnAtk_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_GadgetCooldown_L","R_PowerCubeOnStart_S","R_Damage_S","R_Damage_E","R_Damage_L","R_VisionInBush_E"
"Kaze_roguelite_deck","R_MaxHp_Absolute_Mini_Mini_S","R_MaxHp_Absolute_Mini_Mini_E","R_HealOnMove_E","R_MaxHp_Absolute_Mini_Mini_L","R_GadgetCooldown_E","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_AttackRange_E","R_AreaEffectSize_Kaze_S","R_AreaEffectSize_Kaze_E","R_AreaEffectSize_Kaze_L","R_FireBallAround_E","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_DamageReduction_Mini_L","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_SuperRate_S","R_SuperRate_E","R_VisionInBush_S","R_SuperRate_L","R_GadgetCooldown_S"
"Kit_roguelite_deck","R_SuperRate_S","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_MaxHp_Absolute_Mini_L","R_Reload_Mini_S","R_Damage_Mini_S","R_Kit_PowerCube_E","R_PowerCubeEffective_L","R_VisionInBush_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_Reload_Mini_E","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_Kit_AttackRange_L","R_SeeThroghtBushOnSuper_E","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_Mini_L","R_MoveSpeedInBush_S"
"Leon_roguelite_deck","R_RegenFaster_E","R_GadgetCooldown_S","R_GadgetCooldown_E","R_Invisible_L","R_PowerCubeOnStart_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_BulletSize_S","R_BulletSize_E","R_ProjectileSpeed_S","R_BulletSize_L","R_HealBuff_Mini_E","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_ChargeSuperOnStart_S","R_SuperRate_Mini_S","R_SuperRate_Mini_E","R_SuperRate_Mini_L","R_MoveSpeed_Mini_S","R_MoveSpeed_Mini_E","R_SpeedUpOnAtk_E","R_MoveSpeed_Mini_L","R_HealBuff_Mini_S"
"Lily_roguelite_deck","R_MaxHp_Absolute_Mini_S","R_MaxHp_Absolute_Mini_E","R_RegenFaster_E","R_MaxHp_Absolute_Mini_L","R_HealBuff_Mini_S","R_LifeSteal_Mini_S","R_LifeSteal_Mini_E","R_LifeSteal_Mini_L","R_Damage_Mini_S","R_SpeedUpOnAtk_E","R_Damage_Mini_E","R_Damage_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_Mini_S","R_DamageReduction_Mini_S","R_DamageReduction_Mini_E","R_ConsShield_Mini_L","R_GadgetCooldown_Mini_S","R_GadgetCooldown_Mini_E","R_SpeedUpOnGadget_S","R_GadgetCooldown_Mini_Min_L","R_MoveSpeed_Mini_E"
"Lola_roguelite_deck","R_BulletSize_S","R_ProjectileSpeed_S","R_BulletSize_E","R_BulletSize_L","R_Reload_S","R_Reload_E","R_PierceCharacter_E","R_AttackRange_Mini_L","R_SuperRate_S","R_SuperRate_E","R_ChargeSuperOnStart_E","R_AutoChargeUlti_L","R_MoveSpeed_WithPet_S","R_MoveSpeed_WithPet_E","R_SpeedUpOnAtk_E","R_MoveSpeed_WithPet_L","R_HealBuff_S","R_Damage_Mini_S","R_Damage_Mini_E","R_Damage_Mini_L","R_DamageReduction_S","R_PetMaxHP_S","R_PetMaxHP_E","R_TriggerSuper_MoreTimes_Pet_L","R_HealBuff_E"
