"Name","PoolTickets","Disabled","Skins","DiscountPercentage","DropRate","TID"
,,,"RocketGirlDelivery",100,1,
,,,"DaredevilScarecrow",0,15,
,,,"DaredevilScarecrow",10,22,
,,,"DaredevilScarecrow",20,30,
,,,"DaredevilScarecrow",30,22,
,,,"DaredevilScarecrow",40,10,
,,,"DaredevilScarecrow",100,1,
,,,"SniperMariposa",0,15,
,,,"SniperMariposa",10,22,
,,,"SniperMariposa",20,30,
,,,"SniperMariposa",30,22,
,,,"SniperMariposa",40,10,
,,,"SniperMariposa",100,1,
,,,"TntGuyBrawlentine",0,15,
,,,"TntGuyBrawlentine",10,22,
,,,"TntGuyBrawlentine",20,30,
,,,"TntGuyBrawlentine",30,22,
,,,"TntGuyBrawlentine",40,10,
,,,"TntGuyBrawlentine",100,1,
,,,"WhirlwindSupercellMake",0,15,
,,,"WhirlwindSupercellMake",10,22,
,,,"WhirlwindSupercellMake",20,30,
,,,"WhirlwindSupercellMake",30,22,
,,,"WhirlwindSupercellMake",40,10,
,,,"WhirlwindSupercellMake",100,1,
,,,"ControllerOnceupon",0,15,
,,,"ControllerOnceupon",10,22,
,,,"ControllerOnceupon",20,30,
,,,"ControllerOnceupon",30,22,
,,,"ControllerOnceupon",40,10,
,,,"ControllerOnceupon",100,1,
,,,"EnragerDuel",0,15,
,,,"EnragerDuel",10,22,
,,,"EnragerDuel",20,30,
,,,"EnragerDuel",30,22,
,,,"EnragerDuel",40,10,
,,,"EnragerDuel",100,1,
,,,"WeaponThrowerSteamPunk",0,15,
,,,"WeaponThrowerSteamPunk",10,22,
,,,"WeaponThrowerSteamPunk",20,30,
,,,"WeaponThrowerSteamPunk",30,22,
,,,"WeaponThrowerSteamPunk",40,10,
,,,"WeaponThrowerSteamPunk",100,1,
,,,"DaredevilScarecrow199GemChroma1",0,15,
,,,"DaredevilScarecrow199GemChroma1",10,22,
,,,"DaredevilScarecrow199GemChroma1",20,30,
,,,"DaredevilScarecrow199GemChroma1",30,22,
,,,"DaredevilScarecrow199GemChroma1",40,10,
,,,"DaredevilScarecrow199GemChroma1",100,1,
,,,"CrabKaiju",0,15,
,,,"CrabKaiju",10,22,
,,,"CrabKaiju",20,30,
,,,"CrabKaiju",30,22,
,,,"CrabKaiju",40,10,
,,,"CrabKaiju",100,1,
,,,"CocoonerVirus",0,15,
,,,"CocoonerVirus",10,22,
,,,"CocoonerVirus",20,30,
,,,"CocoonerVirus",30,22,
,,,"CocoonerVirus",40,10,
,,,"CocoonerVirus",100,1,
,,,"PowerLevelerKong",0,15,
,,,"PowerLevelerKong",10,22,
,,,"PowerLevelerKong",20,30,
,,,"PowerLevelerKong",30,22,
,,,"PowerLevelerKong",40,10,
,,,"PowerLevelerKong",100,1,
,,,"CocoonerGym",0,15,
,,,"CocoonerGym",10,22,
,,,"CocoonerGym",20,30,
,,,"CocoonerGym",30,22,
,,,"CocoonerGym",40,10,
,,,"CocoonerGym",100,1,
,,,"BanditGirlStar_remake",0,15,
,,,"BanditGirlStar_remake",10,22,
,,,"BanditGirlStar_remake",20,30,
,,,"BanditGirlStar_remake",30,22,
,,,"BanditGirlStar_remake",40,10,
,,,"BanditGirlStar_remake",100,1,
,,,"KickerDudeOcto",0,15,
,,,"KickerDudeOcto",10,22,
,,,"KickerDudeOcto",20,30,
,,,"KickerDudeOcto",30,22,
,,,"KickerDudeOcto",40,10,
,,,"KickerDudeOcto",100,1,
,,,"ArtilleryGalToy",0,15,
,,,"ArtilleryGalToy",10,22,
,,,"ArtilleryGalToy",20,30,
,,,"ArtilleryGalToy",30,22,
,,,"ArtilleryGalToy",40,10,
,,,"ArtilleryGalToy",100,1,
,,,"SniperMoon",0,15,
,,,"SniperMoon",10,22,
,,,"SniperMoon",20,30,
,,,"SniperMoon",30,22,
,,,"SniperMoon",40,10,
,,,"SniperMoon",100,1,
,,,"RocketGirlClassic_white",0,15,
,,,"RocketGirlClassic_white",10,22,
,,,"RocketGirlClassic_white",20,30,
,,,"RocketGirlClassic_white",30,22,
,,,"RocketGirlClassic_white",40,10,
,,,"RocketGirlClassic_white",100,1,
,,,"BaseballZombibi",0,15,
,,,"BaseballZombibi",10,22,
,,,"BaseballZombibi",20,30,
,,,"BaseballZombibi",30,22,
,,,"BaseballZombibi",40,10,
,,,"BaseballZombibi",100,1,
,,,"BeamerLavaQueen",0,15,
,,,"BeamerLavaQueen",10,22,
,,,"BeamerLavaQueen",20,30,
,,,"BeamerLavaQueen",30,22,
,,,"BeamerLavaQueen",40,10,
,,,"BeamerLavaQueen",100,1,
,,,"SilencerOni",0,15,
,,,"SilencerOni",10,22,
,,,"SilencerOni",20,30,
,,,"SilencerOni",30,22,
,,,"SilencerOni",40,10,
,,,"SilencerOni",100,1,
,,,"UndertakerBazaar",0,15,
,,,"UndertakerBazaar",10,22,
,,,"UndertakerBazaar",20,30,
,,,"UndertakerBazaar",30,22,
,,,"UndertakerBazaar",40,10,
,,,"UndertakerBazaar",100,1,
,,,"SpawnerDudeGym",0,15,
,,,"SpawnerDudeGym",10,22,
,,,"SpawnerDudeGym",20,30,
,,,"SpawnerDudeGym",30,22,
,,,"SpawnerDudeGym",40,10,
,,,"SpawnerDudeGym",100,1,
,,,"FireDudeFrost",0,15,
,,,"FireDudeFrost",10,22,
,,,"FireDudeFrost",20,30,
,,,"FireDudeFrost",30,22,
,,,"FireDudeFrost",40,10,
,,,"FireDudeFrost",100,1,
,,,"BullDudeGreek",0,15,
,,,"BullDudeGreek",10,22,
,,,"BullDudeGreek",20,30,
,,,"BullDudeGreek",30,22,
,,,"BullDudeGreek",40,10,
,,,"BullDudeGreek",100,1,
,,,"CrowMecha",0,15,
,,,"CrowMecha",10,22,
,,,"CrowMecha",20,30,
,,,"CrowMecha",30,22,
,,,"CrowMecha",40,10,
,,,"CrowMecha",100,1,
,,,"ShotgunGirlClassic_white",0,15,
,,,"ShotgunGirlClassic_white",10,22,
,,,"ShotgunGirlClassic_white",20,30,
,,,"ShotgunGirlClassic_white",30,22,
,,,"ShotgunGirlClassic_white",40,10,
,,,"ShotgunGirlClassic_white",100,1,
,,,"PowerLevelerGenie",0,15,
,,,"PowerLevelerGenie",10,22,
,,,"PowerLevelerGenie",20,30,
,,,"PowerLevelerGenie",30,22,
,,,"PowerLevelerGenie",40,10,
,,,"PowerLevelerGenie",100,1,
,,,"HookDudeAngel",0,15,
,,,"HookDudeAngel",10,22,
,,,"HookDudeAngel",20,30,
,,,"HookDudeAngel",30,22,
,,,"HookDudeAngel",40,10,
,,,"HookDudeAngel",100,1,
,,,"VoodooSandsOfTimes",0,15,
,,,"VoodooSandsOfTimes",10,22,
,,,"VoodooSandsOfTimes",20,30,
,,,"VoodooSandsOfTimes",30,22,
,,,"VoodooSandsOfTimes",40,10,
,,,"VoodooSandsOfTimes",100,1,
,,,"MeepleSandsOfTimes",0,15,
,,,"MeepleSandsOfTimes",10,22,
,,,"MeepleSandsOfTimes",20,30,
,,,"MeepleSandsOfTimes",30,22,
,,,"MeepleSandsOfTimes",40,10,
,,,"MeepleSandsOfTimes",100,1,
,,,"DuelistBrain",0,15,
,,,"DuelistBrain",10,22,
,,,"DuelistBrain",20,30,
,,,"DuelistBrain",30,22,
,,,"DuelistBrain",40,10,
,,,"DuelistBrain",100,1,
"Pool4",70,,"PowerLevelerKnight_red",10,30,
,,,"PowerLevelerKnight_red",20,30,
,,,"PowerLevelerKnight_red",30,22,
,,,"PowerLevelerKnight_red",40,12,
,,,"PowerLevelerKnight_red",50,5,
,,,"PowerLevelerKnight_red",100,1,
,,,"RocketGirlRanger_red",10,30,
,,,"RocketGirlRanger_red",20,30,
,,,"RocketGirlRanger_red",30,22,
,,,"RocketGirlRanger_red",40,12,
,,,"RocketGirlRanger_red",50,5,
,,,"RocketGirlRanger_red",100,1,
,,,"TrickshotDudeClassic_red",10,30,
,,,"TrickshotDudeClassic_red",20,30,
,,,"TrickshotDudeClassic_red",30,22,
,,,"TrickshotDudeClassic_red",40,12,
,,,"TrickshotDudeClassic_red",50,5,
,,,"TrickshotDudeClassic_red",100,1,
,,,"Cactusmecha",10,30,
,,,"Cactusmecha",20,30,
,,,"Cactusmecha",30,22,
,,,"Cactusmecha",40,12,
,,,"Cactusmecha",50,5,
,,,"Cactusmecha",100,1,
,,,"FishTankSurfer",10,30,
,,,"FishTankSurfer",20,30,
,,,"FishTankSurfer",30,22,
,,,"FishTankSurfer",40,12,
,,,"FishTankSurfer",50,5,
,,,"FishTankSurfer",100,1,
,,,"RocketGirlRanger_blue",10,30,
,,,"RocketGirlRanger_blue",20,30,
,,,"RocketGirlRanger_blue",30,22,
,,,"RocketGirlRanger_blue",40,12,
,,,"RocketGirlRanger_blue",50,5,
,,,"RocketGirlRanger_blue",100,1,
,,,"RocketGirlRanger_black",10,30,
,,,"RocketGirlRanger_black",20,30,
,,,"RocketGirlRanger_black",30,22,
,,,"RocketGirlRanger_black",40,12,
,,,"RocketGirlRanger_black",50,5,
,,,"RocketGirlRanger_black",100,1,
,,,"DeadMariachiOnceupon",10,30,
,,,"DeadMariachiOnceupon",20,30,
,,,"DeadMariachiOnceupon",30,22,
,,,"DeadMariachiOnceupon",40,12,
,,,"DeadMariachiOnceupon",50,5,
,,,"DeadMariachiOnceupon",100,1,
,,,"LuchadorCorazon",10,30,
,,,"LuchadorCorazon",20,30,
,,,"LuchadorCorazon",30,22,
,,,"LuchadorCorazon",40,12,
,,,"LuchadorCorazon",50,5,
,,,"LuchadorCorazon",100,1,
,,,"GunslingerMonkey",10,30,
,,,"GunslingerMonkey",20,30,
,,,"GunslingerMonkey",30,22,
,,,"GunslingerMonkey",40,12,
,,,"GunslingerMonkey",50,5,
,,,"GunslingerMonkey",100,1,
,,,"TntDudeToxic",10,30,
,,,"TntDudeToxic",20,30,
,,,"TntDudeToxic",30,22,
,,,"TntDudeToxic",40,12,
,,,"TntDudeToxic",50,5,
,,,"TntDudeToxic",100,1,
,,,"JetpackGirlSupercellMake",10,30,
,,,"JetpackGirlSupercellMake",20,30,
,,,"JetpackGirlSupercellMake",30,22,
,,,"JetpackGirlSupercellMake",40,12,
,,,"JetpackGirlSupercellMake",50,5,
,,,"JetpackGirlSupercellMake",100,1,
,,,"DeadMariachiGoodRandoms",10,30,
,,,"DeadMariachiGoodRandoms",20,30,
,,,"DeadMariachiGoodRandoms",30,22,
,,,"DeadMariachiGoodRandoms",40,12,
,,,"DeadMariachiGoodRandoms",50,5,
,,,"DeadMariachiGoodRandoms",100,1,
,,,"RocketGirlRanger_yellow",10,30,
,,,"RocketGirlRanger_yellow",20,30,
,,,"RocketGirlRanger_yellow",30,22,
,,,"RocketGirlRanger_yellow",40,12,
,,,"RocketGirlRanger_yellow",50,5,
,,,"RocketGirlRanger_yellow",100,1,
,,,"RocketGirlRanger_pink",10,30,
,,,"RocketGirlRanger_pink",20,30,
,,,"RocketGirlRanger_pink",30,22,
,,,"RocketGirlRanger_pink",40,12,
,,,"RocketGirlRanger_pink",50,5,
,,,"RocketGirlRanger_pink",100,1,
,,,"SnakeOilVillain",10,30,
,,,"SnakeOilVillain",20,30,
,,,"SnakeOilVillain",30,22,
,,,"SnakeOilVillain",40,12,
,,,"SnakeOilVillain",50,5,
,,,"SnakeOilVillain",100,1,
,,,"ShieldTankSupercellMake",10,30,
,,,"ShieldTankSupercellMake",20,30,
,,,"ShieldTankSupercellMake",30,22,
,,,"ShieldTankSupercellMake",40,12,
,,,"ShieldTankSupercellMake",50,5,
,,,"ShieldTankSupercellMake",100,1,
,,,"TrickshotDudeChicken",10,30,
,,,"TrickshotDudeChicken",20,30,
,,,"TrickshotDudeChicken",30,22,
,,,"TrickshotDudeChicken",40,12,
,,,"TrickshotDudeChicken",50,5,
,,,"TrickshotDudeChicken",100,1,
,,,"KnightToon",10,30,
,,,"KnightToon",20,30,
,,,"KnightToon",30,22,
,,,"KnightToon",40,12,
,,,"KnightToon",50,5,
,,,"KnightToon",100,1,
,,,"RopeDudeLollipop",10,30,
,,,"RopeDudeLollipop",20,30,
,,,"RopeDudeLollipop",30,22,
,,,"RopeDudeLollipop",40,12,
,,,"RopeDudeLollipop",50,5,
,,,"RopeDudeLollipop",100,1,
,,,"PercenterInspector",10,30,
,,,"PercenterInspector",20,30,
,,,"PercenterInspector",30,22,
,,,"PercenterInspector",40,12,
,,,"PercenterInspector",50,5,
,,,"PercenterInspector",100,1,
,,,"MechaDudeRhino",10,30,
,,,"MechaDudeRhino",20,30,
,,,"MechaDudeRhino",30,22,
,,,"MechaDudeRhino",40,12,
,,,"MechaDudeRhino",50,5,
,,,"MechaDudeRhino",100,1,
,,,"CookerOnceupon",10,30,
,,,"CookerOnceupon",20,30,
,,,"CookerOnceupon",30,22,
,,,"CookerOnceupon",40,12,
,,,"CookerOnceupon",50,5,
,,,"CookerOnceupon",100,1,
,,,"DoorManDetective",10,30,
,,,"DoorManDetective",20,30,
,,,"DoorManDetective",30,22,
,,,"DoorManDetective",40,12,
,,,"DoorManDetective",50,5,
,,,"DoorManDetective",100,1,
,,,"SniperValentines",10,30,
,,,"SniperValentines",20,30,
,,,"SniperValentines",30,22,
,,,"SniperValentines",40,12,
,,,"SniperValentines",50,5,
,,,"SniperValentines",100,1,
,,,"UndertakerNightwitch",10,30,
,,,"UndertakerNightwitch",20,30,
,,,"UndertakerNightwitch",30,22,
,,,"UndertakerNightwitch",40,12,
,,,"UndertakerNightwitch",50,5,
,,,"UndertakerNightwitch",100,1,
,,,"NinjaShark",10,30,
,,,"NinjaShark",20,30,
,,,"NinjaShark",30,22,
,,,"NinjaShark",40,12,
,,,"NinjaShark",50,5,
,,,"NinjaShark",100,1,
,,,"SkaterSandsOfTimes",10,30,
,,,"SkaterSandsOfTimes",20,30,
,,,"SkaterSandsOfTimes",30,22,
,,,"SkaterSandsOfTimes",40,12,
,,,"SkaterSandsOfTimes",50,5,
,,,"SkaterSandsOfTimes",100,1,
,,,"CrowPheonix",0,15,
,,,"CrowPheonix",10,22,
,,,"CrowPheonix",20,30,
,,,"CrowPheonix",30,22,
,,,"CrowPheonix",40,10,
,,,"CrowPheonix",100,1,
,,,"BullDudeLion",10,30,
,,,"BullDudeLion",20,30,
,,,"BullDudeLion",30,22,
,,,"BullDudeLion",40,12,
,,,"BullDudeLion",50,5,
,,,"BullDudeLion",100,1,
,,,"Beamerharvest",10,30,
,,,"Beamerharvest",20,30,
,,,"Beamerharvest",30,22,
,,,"Beamerharvest",40,12,
,,,"Beamerharvest",50,5,
,,,"Beamerharvest",100,1,
,,,"WeaponThrowerSupercellMake",10,30,
,,,"WeaponThrowerSupercellMake",20,30,
,,,"WeaponThrowerSupercellMake",30,22,
,,,"WeaponThrowerSupercellMake",40,12,
,,,"WeaponThrowerSupercellMake",50,5,
,,,"WeaponThrowerSupercellMake",100,1,
,,,"RuffsSandsOfTimes",10,30,
,,,"RuffsSandsOfTimes",20,30,
,,,"RuffsSandsOfTimes",30,22,
,,,"RuffsSandsOfTimes",40,12,
,,,"RuffsSandsOfTimes",50,5,
,,,"RuffsSandsOfTimes",100,1,
,,,"BullDudeViking_remake_orange",10,30,
,,,"BullDudeViking_remake_orange",20,30,
,,,"BullDudeViking_remake_orange",30,22,
,,,"BullDudeViking_remake_orange",40,12,
,,,"BullDudeViking_remake_orange",50,5,
,,,"BullDudeViking_remake_orange",100,1,
,,,"BlackHoleStreetNinja_remake",10,30,
,,,"BlackHoleStreetNinja_remake",20,30,
,,,"BlackHoleStreetNinja_remake",30,22,
,,,"BlackHoleStreetNinja_remake",40,12,
,,,"BlackHoleStreetNinja_remake",50,5,
,,,"BlackHoleStreetNinja_remake",100,1,
,,,"TrickshotDudeDevil",10,30,
,,,"TrickshotDudeDevil",20,30,
,,,"TrickshotDudeDevil",30,22,
,,,"TrickshotDudeDevil",40,12,
,,,"TrickshotDudeDevil",50,5,
,,,"TrickshotDudeDevil",100,1,
,,,"FrankCavemanRed",10,30,
,,,"FrankCavemanRed",20,30,
,,,"FrankCavemanRed",30,22,
,,,"FrankCavemanRed",40,12,
,,,"FrankCavemanRed",50,5,
,,,"FrankCavemanRed",100,1,
,,,"CannonGirlGreekGod",10,30,
,,,"CannonGirlGreekGod",20,30,
,,,"CannonGirlGreekGod",30,22,
,,,"CannonGirlGreekGod",40,12,
,,,"CannonGirlGreekGod",50,5,
,,,"CannonGirlGreekGod",100,1,
,,,"AssaultShotgunTreasure",10,30,
,,,"AssaultShotgunTreasure",20,30,
,,,"AssaultShotgunTreasure",30,22,
,,,"AssaultShotgunTreasure",40,12,
,,,"AssaultShotgunTreasure",50,5,
,,,"AssaultShotgunTreasure",100,1,
,,,"MaisieSnake",10,30,
,,,"MaisieSnake",20,30,
,,,"MaisieSnake",30,22,
,,,"MaisieSnake",40,12,
,,,"MaisieSnake",50,5,
,,,"MaisieSnake",100,1,
,,,"ConductorSupercellMake",10,30,
,,,"ConductorSupercellMake",20,30,
,,,"ConductorSupercellMake",30,22,
,,,"ConductorSupercellMake",40,12,
,,,"ConductorSupercellMake",50,5,
,,,"ConductorSupercellMake",100,1,
,,,"ShieldTankAngel",10,30,
,,,"ShieldTankAngel",20,30,
,,,"ShieldTankAngel",30,22,
,,,"ShieldTankAngel",40,12,
,,,"ShieldTankAngel",50,5,
,,,"ShieldTankAngel",100,1,
,,,"GunslingerPaintball",10,30,
,,,"GunslingerPaintball",20,30,
,,,"GunslingerPaintball",30,22,
,,,"GunslingerPaintball",40,12,
,,,"GunslingerPaintball",50,5,
,,,"GunslingerPaintball",100,1,
,,,"ArcadePiano_black",10,30,
,,,"ArcadePiano_black",20,30,
,,,"ArcadePiano_black",30,22,
,,,"ArcadePiano_black",40,12,
,,,"ArcadePiano_black",50,5,
,,,"ArcadePiano_black",100,1,
,,,"CocoonerRosie",10,30,
,,,"CocoonerRosie",20,30,
,,,"CocoonerRosie",30,22,
,,,"CocoonerRosie",40,12,
,,,"CocoonerRosie",50,5,
,,,"CocoonerRosie",100,1,
,,,"FireDudeMake",10,30,
,,,"FireDudeMake",20,30,
,,,"FireDudeMake",30,22,
,,,"FireDudeMake",40,12,
,,,"FireDudeMake",50,5,
,,,"FireDudeMake",100,1,
,,,"ShamanShiba",10,30,
,,,"ShamanShiba",20,30,
,,,"ShamanShiba",30,22,
,,,"ShamanShiba",40,12,
,,,"ShamanShiba",50,5,
,,,"ShamanShiba",100,1,
,,,"MummyGiftShop",10,30,
,,,"MummyGiftShop",20,30,
,,,"MummyGiftShop",30,22,
,,,"MummyGiftShop",40,12,
,,,"MummyGiftShop",50,5,
,,,"MummyGiftShop",100,1,
,,,"DeadMariachiPunk",10,30,
,,,"DeadMariachiPunk",20,30,
,,,"DeadMariachiPunk",30,22,
,,,"DeadMariachiPunk",40,12,
,,,"DeadMariachiPunk",50,5,
,,,"DeadMariachiPunk",100,1,
,,,"DeadMariachiOutlaw",10,30,
,,,"DeadMariachiOutlaw",20,30,
,,,"DeadMariachiOutlaw",30,22,
,,,"DeadMariachiOutlaw",40,12,
,,,"DeadMariachiOutlaw",50,5,
,,,"DeadMariachiOutlaw",100,1,
,,,"DuplicatorKitsune",10,30,
,,,"DuplicatorKitsune",20,30,
,,,"DuplicatorKitsune",30,22,
,,,"DuplicatorKitsune",40,12,
,,,"DuplicatorKitsune",50,5,
,,,"DuplicatorKitsune",100,1,
,,,"ArtilleryDudeZombie",10,30,
,,,"ArtilleryDudeZombie",20,30,
,,,"ArtilleryDudeZombie",30,22,
,,,"ArtilleryDudeZombie",40,12,
,,,"ArtilleryDudeZombie",50,5,
,,,"ArtilleryDudeZombie",100,1,
,,,"BowDudeHinduChroma",10,30,
,,,"BowDudeHinduChroma",20,30,
,,,"BowDudeHinduChroma",30,22,
,,,"BowDudeHinduChroma",40,12,
,,,"BowDudeHinduChroma",50,5,
,,,"BowDudeHinduChroma",100,1,
,,,"LuchadorSuperbowl",10,30,
,,,"LuchadorSuperbowl",20,30,
,,,"LuchadorSuperbowl",30,22,
,,,"LuchadorSuperbowl",40,12,
,,,"LuchadorSuperbowl",50,5,
,,,"LuchadorSuperbowl",100,1,
,,,"BlackHoleDevious",10,30,
,,,"BlackHoleDevious",20,30,
,,,"BlackHoleDevious",30,22,
,,,"BlackHoleDevious",40,12,
,,,"BlackHoleDevious",50,5,
,,,"BlackHoleDevious",100,1,
,,,"LuchadorDragon",10,30,
,,,"LuchadorDragon",20,30,
,,,"LuchadorDragon",30,22,
,,,"LuchadorDragon",40,12,
,,,"LuchadorDragon",50,5,
,,,"LuchadorDragon",100,1,
,,,"BowDudeHorus",10,30,
,,,"BowDudeHorus",20,30,
,,,"BowDudeHorus",30,22,
,,,"BowDudeHorus",40,12,
,,,"BowDudeHorus",50,5,
,,,"BowDudeHorus",100,1,
,,,"HammerDudeDJ",10,30,
,,,"HammerDudeDJ",20,30,
,,,"HammerDudeDJ",30,22,
,,,"HammerDudeDJ",40,12,
,,,"HammerDudeDJ",50,5,
,,,"HammerDudeDJ",100,1,
,,,"BullGuyFootbull",10,30,
,,,"BullGuyFootbull",20,30,
,,,"BullGuyFootbull",30,22,
,,,"BullGuyFootbull",40,12,
,,,"BullGuyFootbull",50,5,
,,,"BullGuyFootbull",100,1,
,,,"ShamanDragon_black",10,30,
,,,"ShamanDragon_black",20,30,
,,,"ShamanDragon_black",30,22,
,,,"ShamanDragon_black",40,12,
,,,"ShamanDragon_black",50,5,
,,,"ShamanDragon_black",100,1,
,,,"GunslingerDarkAngel",10,30,
,,,"GunslingerDarkAngel",20,30,
,,,"GunslingerDarkAngel",30,22,
,,,"GunslingerDarkAngel",40,12,
,,,"GunslingerDarkAngel",50,5,
,,,"GunslingerDarkAngel",100,1,
,,,"HammerDudeHindu",10,30,
,,,"HammerDudeHindu",20,30,
,,,"HammerDudeHindu",30,22,
,,,"HammerDudeHindu",40,12,
,,,"HammerDudeHindu",50,5,
,,,"HammerDudeHindu",100,1,
,,,"BowDudeDemonic",10,30,
,,,"BowDudeDemonic",20,30,
,,,"BowDudeDemonic",30,22,
,,,"BowDudeDemonic",40,12,
,,,"BowDudeDemonic",50,5,
,,,"BowDudeDemonic",100,1,
,,,"BowDudeWasp",10,30,
,,,"BowDudeWasp",20,30,
,,,"BowDudeWasp",30,22,
,,,"BowDudeWasp",40,12,
,,,"BowDudeWasp",50,5,
,,,"BowDudeWasp",100,1,
,,,"TntDudeMecha",0,15,
,,,"TntDudeMecha",10,22,
,,,"TntDudeMecha",20,30,
,,,"TntDudeMecha",30,22,
,,,"TntDudeMecha",40,10,
,,,"TntDudeMecha",100,1,
,,,"RosaToon",10,30,
,,,"RosaToon",20,30,
,,,"RosaToon",30,22,
,,,"RosaToon",40,12,
,,,"RosaToon",50,5,
,,,"RosaToon",100,1,
,,,"SnakeOilDarkcircus",10,30,
,,,"SnakeOilDarkcircus",20,30,
,,,"SnakeOilDarkcircus",30,22,
,,,"SnakeOilDarkcircus",40,12,
,,,"SnakeOilDarkcircus",50,5,
,,,"SnakeOilDarkcircus",100,1,
"Pool5",60,,"ShamanKoala",10,20,
,,,"ShamanKoala",20,30,
,,,"ShamanKoala",30,20,
,,,"ShamanKoala",40,18,
,,,"ShamanKoala",50,10,
,,,"ShamanKoala",100,2,
,,,"DuplicatorGiftsToy",10,20,
,,,"DuplicatorGiftsToy",20,30,
,,,"DuplicatorGiftsToy",30,20,
,,,"DuplicatorGiftsToy",40,18,
,,,"DuplicatorGiftsToy",50,10,
,,,"DuplicatorGiftsToy",100,2,
,,,"SpeedyHermes",10,20,
,,,"SpeedyHermes",20,30,
,,,"SpeedyHermes",30,20,
,,,"SpeedyHermes",40,18,
,,,"SpeedyHermes",50,10,
,,,"SpeedyHermes",100,2,
,,,"BullDudeAlleycat",10,20,
,,,"BullDudeAlleycat",20,30,
,,,"BullDudeAlleycat",30,20,
,,,"BullDudeAlleycat",40,18,
,,,"BullDudeAlleycat",50,10,
,,,"BullDudeAlleycat",100,2,
,,,"JetpackGirlPopstar",10,20,
,,,"JetpackGirlPopstar",20,30,
,,,"JetpackGirlPopstar",30,20,
,,,"JetpackGirlPopstar",40,18,
,,,"JetpackGirlPopstar",50,10,
,,,"JetpackGirlPopstar",100,2,
,,,"ShamanSummer",10,20,
,,,"ShamanSummer",20,30,
,,,"ShamanSummer",30,20,
,,,"ShamanSummer",40,18,
,,,"ShamanSummer",50,10,
,,,"ShamanSummer",100,2,
,,,"ClusterBombMonster",10,20,
,,,"ClusterBombMonster",20,30,
,,,"ClusterBombMonster",30,20,
,,,"ClusterBombMonster",40,18,
,,,"ClusterBombMonster",50,10,
,,,"ClusterBombMonster",100,2,
,,,"TrickshotDudeBazaar",10,20,
,,,"TrickshotDudeBazaar",20,30,
,,,"TrickshotDudeBazaar",30,20,
,,,"TrickshotDudeBazaar",40,18,
,,,"TrickshotDudeBazaar",50,10,
,,,"TrickshotDudeBazaar",100,2,
,,,"LuchadorButler",10,20,
,,,"LuchadorButler",20,30,
,,,"LuchadorButler",30,20,
,,,"LuchadorButler",40,18,
,,,"LuchadorButler",50,10,
,,,"LuchadorButler",100,2,
,,,"WallyDeepsea",10,20,
,,,"WallyDeepsea",20,30,
,,,"WallyDeepsea",30,20,
,,,"WallyDeepsea",40,18,
,,,"WallyDeepsea",50,10,
,,,"WallyDeepsea",100,2,
,,,"BeeSniperMonster",10,20,
,,,"BeeSniperMonster",20,30,
,,,"BeeSniperMonster",30,20,
,,,"BeeSniperMonster",40,18,
,,,"BeeSniperMonster",50,10,
,,,"BeeSniperMonster",100,2,
,,,"UndertakerGreaser",10,20,
,,,"UndertakerGreaser",20,30,
,,,"UndertakerGreaser",30,20,
,,,"UndertakerGreaser",40,18,
,,,"UndertakerGreaser",50,10,
,,,"UndertakerGreaser",100,2,
,,,"KickerDudeBaseballRed",10,20,
,,,"KickerDudeBaseballRed",20,30,
,,,"KickerDudeBaseballRed",30,20,
,,,"KickerDudeBaseballRed",40,18,
,,,"KickerDudeBaseballRed",50,10,
,,,"KickerDudeBaseballRed",100,2,
,,,"BeeSniperCatGold",10,20,
,,,"BeeSniperCatGold",20,30,
,,,"BeeSniperCatGold",30,20,
,,,"BeeSniperCatGold",40,18,
,,,"BeeSniperCatGold",50,10,
,,,"BeeSniperCatGold",100,2,
,,,"HookDudeMake",10,20,
,,,"HookDudeMake",20,30,
,,,"HookDudeMake",30,20,
,,,"HookDudeMake",40,18,
,,,"HookDudeMake",50,10,
,,,"HookDudeMake",100,2,
,,,"ElectroSniperCoral",10,20,
,,,"ElectroSniperCoral",20,30,
,,,"ElectroSniperCoral",30,20,
,,,"ElectroSniperCoral",40,18,
,,,"ElectroSniperCoral",50,10,
,,,"ElectroSniperCoral",100,2,
,,,"WhirlwindBiker",10,20,
,,,"WhirlwindBiker",20,30,
,,,"WhirlwindBiker",30,20,
,,,"WhirlwindBiker",40,18,
,,,"WhirlwindBiker",50,10,
,,,"WhirlwindBiker",100,2,
,,,"ArcadeHauntedHouse",10,20,
,,,"ArcadeHauntedHouse",20,30,
,,,"ArcadeHauntedHouse",30,20,
,,,"ArcadeHauntedHouse",40,18,
,,,"ArcadeHauntedHouse",50,10,
,,,"ArcadeHauntedHouse",100,2,
,,,"SnakeOilWizard_white",10,20,
,,,"SnakeOilWizard_white",20,30,
,,,"SnakeOilWizard_white",30,20,
,,,"SnakeOilWizard_white",40,18,
,,,"SnakeOilWizard_white",50,10,
,,,"SnakeOilWizard_white",100,2,
,,,"BarrelBotCrash",10,20,
,,,"BarrelBotCrash",20,30,
,,,"BarrelBotCrash",30,20,
,,,"BarrelBotCrash",40,18,
,,,"BarrelBotCrash",50,10,
,,,"BarrelBotCrash",100,2,
,,,"ShamanGummybear",10,20,
,,,"ShamanGummybear",20,30,
,,,"ShamanGummybear",30,20,
,,,"ShamanGummybear",40,18,
