"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","DamageReduction","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","AreaEffectTrailInitialMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariables","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset","SuperChargeScalePercent","BooleanAttributes","SpawnItem","StatusEffectAlly","StatusEffectEnemy","StatusEffectSelfOnHit","SpawnAreaEffectObject","SpawnAreaEffectObject2","SpawnAreaEffectObjectsAdditional","SpawnAreaEffectTrail","OnCreateAreaEffect","ChainBullet"
"ElectroSniperUltiProjectile","","4000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ElectroSniperCurse","","","","","","",""
"ElectroSniperOverchargedUltiProjectile","","4000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","8","7","8","17","","","","","","","","","ElectroSniperCurse","","","","","","",""
"StickyBombProjectile","","4000","","50","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StickyBomb","","","","","","","","",""
"StickyBombUltiProjectile","","800","","0","","true","true","","","","60","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StickyBombClusterExplosion","","","","",""
"StickyBombUltiProjectile2","","3000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","StickyBombUlti","","","","","","","","",""
"CrossBomberProjectile","","840","","0","","true","true","","","","100","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CrossBomberClusterExplosion","","","","",""
"CrossBomberProjectile2","","3000","","125","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CrossBomberUltiProjectile","","800","","0","","true","true","","","","75","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CrossBomberUltiClusterExplosion","","","","",""
"CrossBomberUltiProjectile2","","3000","","375","","","","","","","0","0","","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedCrossBomberUltiProjectile","","800","","0","","true","true","","","","75","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","OverchargedCrossBomberUltiClusterExplosion","","","","",""
"OverchargedCrossBomberUltiProjectile2","","3000","","375","","","","","","","0","0","","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RopeDudeUltiProjectile","","3800","","150","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","",""
"RopeDudeOverchargedUltiProjectile","","3800","","150","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","",""
"RopeDudeProjectile","","4000","","250","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunProjectile","","3100","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunProjectileSp1Buddy","","3100","","80","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","150","150","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedProjectile","","3100","","50","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedProjectileSp1Buddy","","3100","","80","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","150","150","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","",""
"AssaultShotgunUltiProjectile","","3200","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","50","100","0","900","","","","","","80","130","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","AssaultShotgunUltiProjectile2"
"AssaultShotgunUltiProjectile2","","3000","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","0","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","20","true","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunGadgetProjectile","","1700","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","1","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AssaultShotgunGadgetProjectile2"
"AssaultShotgunGadgetProjectile2","","1","","0","","true","","2500","","","","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","AssaultShotgunGadgetBombExplosion","","","","",""
"AssaultShotgunGadgetProjectileBuddy","","1700","","0","","true","","","","","240","1","","","","AssaultShotgunBombBuddy","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedUltiProjectile","","4500","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","50","100","0","900","","","","","","80","130","","","true","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","AssaultShotgunOverchargedUltiProjectile2"
"AssaultShotgunOverchargedUltiProjectile2","","4500","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","0","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","20","true","","","","","","","","","","","","","","","","","","","",""
"AssaultShotgunOverchargedUltiProjectile3","","4500","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","0","900","","","","","","130","80","","","true","","","","","","","","","","","1","","","","11","30","true","","","","","","","","","","","","","","","","","","","",""
"HoldBallResetTrail","","2000","","50","","true","true","","","","500","1","","","","HoldingBall","","","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RollerGadgetProjectile","","4000","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightProjectile1","","5000","","250","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightProjectile2","","5000","","250","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","150","150","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightProjectile3","","5000","","250","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","200","200","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KnightOverchargedUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeProjectile","","4000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MechaDudeBigProjectile","","4500","","100","true","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-60","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorProjectile","","4500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuplicatorUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedDuplicatorUltiProjectile","","1196","","0","","true","","","","","170","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OverchargedDuplicatorProjectile","","4500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeProjectile","","3200","","300","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","1","","","20","1","","","","","","","","","","50","100","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KickerDudeProjectile2"
"KickerDudeProjectile2","","4500","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","25","25","0","1000","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","","","","",""
"37f901aa7e3ec65beb084459d9fe977d4c219318","true","4130","","50","","","","","","","0","2","","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f28c1588967f18e7f4135feb09d1ccb7fd1dbe4c","true","4130","","50","","","","","","","0","2","","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KickerDudeMinesProjectile","","450","","0","","true","true","900","","","25","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KickerDudeGadgetExplosion","","","","",""
"FleaUltiProjectile","","1200","","0","","true","","","","","139","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaSpawnProjectile","","800","","0","","true","true","","","","70","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaOverchargedSpawnProjectile","","1000","","0","","true","true","","","","70","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectile1","","3500","","100","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectile2","","3500","","150","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectile3","","3500","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FleaProjectileNano4","","3500","","300","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PercenterLifestealProjectile","","4000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballStickyProjectile","","3000","","250","","","","","","","0","3","","","","","","","true","","true","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyAcidProjectile","","1500","","200","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","35","125","","","true","","","","","true","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"ElectroSniperBounceProjectile","","4000","","101","","","","","","","0","3","","","","","","","true","","true","3000","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","","","","","","","","","","","","",""
"JetpackGirlUltiProjectile","","1500","","0","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","JetpackGirlUltiExplosion","","","","",""
"JetpackGirlOverchargedUltiProjectile","","1500","","0","","true","true","","","","20","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","JetpackGirlOverchargedUltiExplosion","","","","",""
"JetpackGirlProjectile","","3650","","100","","","","","","","0","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","50","100","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlProjectile","","3800","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","0","","135","6","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CannonGirlChainProjectile"
"CannonGirlSmallProjectile","","3000","","100","","","","","","","25","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CannonGirlSmallExplosion","","","","",""
"CannonGirlChainProjectile","","3261","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","25","25","0","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CannonGirlExplosionProjectileOvercharged","","3000","","100","","","","","","","25","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CannonGirlSmallExplosion","","","","",""
"FireDudeCirclingProjectile","","560","","200","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","true","","","","","","","","","","","","","","","8","800","true","","","","100","","","","","","","","","","","","","","","",""
"SilencerProjectile","","3600","","100","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SilencerBigProjectile","","3600","","200","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-100","","","","","","","","","","","","","","","","","","SilencerBigProjectileExplosion","","","","",""
"SilencerUltiProjectile","","3200","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","SilencerHugger","","","","","","","","",""
"SilencerOverchargedUltiProjectile","","3200","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","SilencerHuggerOC","","SilencerUltiOvercharged","","","","","","",""
"WeaponThrowerProjectile","","5000","","150","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerProjectile2","","3261","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","20","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WeaponThrowerUltiProjectile","","2900","","250","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WeaponThrowerWeapon","","","","","","","","",""
"WeaponThrowerUltiProjectile2","","3600","","100","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","8","","","","NoExternalProjectileControl","","","","","","","","","",""
"WeaponThrowerOverchargedUltiProjectile","","3600","","250","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WeaponThrowerOverchargedWeapon","","","","","","","","",""
"WeaponThrowerOverchargedUltiProjectile2","","4400","","100","","","","","","","0","0","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","8","","","","NoExternalProjectileControl","","","","","","","","","",""
"SoulCollectorProjectile","","4000","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SoulCollectorSoul","","","","","","","","",""
"SoulCollectorUltiProjectile","","3600","","200","","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","2600","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankProjectile","","4200","","250","","","","","","","0","","","","","","","","true","","","","","true","","","","","","","","","","","","","100","50","150","1000","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankUltiProjectile","","4200","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShieldTankOverchargedUltiProjectile","","4200","","50","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterProjectile","","3300","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiProjectileExploding","","800","","0","","true","true","","","","75","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","JesterUltiExplosion","","","","",""
"JesterUltiProjectileStunning","","3000","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JesterUltiProjectilePoisoning","","2000","","200","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","","","","","","JesterUltiPoison","","","","","","",""
"ChesterOverchargedUltiProjectilePoisoning","","1800","","200","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","","","","","","JesterUltiPoison","","","","","","",""
"JesterProjectileSP","","3300","","100","","","","","","","0","2","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManProjectile","","3804","","50","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DoorManCaneGadgetProjectile","","3200","","200","","","","","","","0","4","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DoorManCaneGadgetProjectile2"
"DoorManCaneGadgetProjectile2","","2000","","200","","","","","","","0","2","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","9","200","","","","","","","","","","","","",""
"BeamerProjectile","","3800","","100","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BeamerUltiProjectile","","5000","","250","","","","","","","0","2","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","",""
"SplitterProjectile","","4500","","50","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SplitterTag","","","","","","",""
"SplitterCirclingProjectile","","29","","100","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","10","","","","","","","","true","","","","","","","","","","","","","","","8","","true","","","","100","","","","","","","","","SplitterTag","","","","","","",""
"PuppeteerProjectile","","1750","","0","","true","","","","","240","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PuppeteerPoison","","","","",""
"PuppeteerUltiProjectile","","4130","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","80","","","","","","","","","","","","",""
"OverchargedPuppeteerUltiProjectile","","4130","","150","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","80","","","","","","","PuppeteerOverchargedMindcontrolShield","","","","","",""
"MaisieProjectile","","3200","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"MaisieOverchargedProjectile","","3200","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","",""
"FishTankUltiProjectile","","4000","","101","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FishTankUltiProjectileSmall","","3000","","75","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistProjectile","","3800","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DuelistUltiProjectile","","3800","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","true","","","","","","13","160","","","","","","","","","","","","",""
"DuelistOverchargedUltiProjectile","","3800","","200","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","true","","","","","","13","160","","","","","","","","","","","","",""
"DuelistSilenceProjectile","","3800","","200","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ReviverUltiProjectile","","4500","","200","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","4","","","7","3","4","11","","14","40","","","","","","","","","","","","",""
"ReviverOverchargedUltiProjectile","","4500","","200","","","","","","","0","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","4","","","7","3","4","11","","14","40","","","","","","","","","","","","",""
"CookerProjectile","","4000","","100","","","","","","","0","2","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","-380","","","","","","","","","","","","",""
"ConductorProjectile","","2700","","200","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","100","100","150","1000","","","","","","20","100","","","","","","","","","","","","","","","","","","1","100","","","","","","","","","","","","","","","","","","","","",""
"ConductorOverchargedProjectile","","2700","","200","","","","","","","0","3","","","","","","","true","","","","","true","","","","","","","","","","","","","100","100","150","1000","","","","","","20","100","","","","","","","","true","","","","","","","","","","1","100","","","","","","","","","","","","","","","","","","","","",""
"ConductorUltiProjectile","","1500","","0","","true","","","","","139","3","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ConductorSign","","","","","","","","",""
"CocoonerProjectile","","4200","","150","","","","","","","0","1","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","16","","","","","","","","","","","","","","CocoonerProjectile2"
"CocoonerProjectile2","","4200","","150","","","","","","","0","1","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","1","","","","","","","","","","","","16","","","","NoExternalProjectileControl","","","","","","","","","",""
"CocoonerUltiProjectile","","3300","","200","","","","","","","0","2","","","","CocoonerCocoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","",""
"CocoonerOverchargedUltiProjectile","","3300","","200","","","","","","","0","2","","","","CocoonerCocoon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","",""
