"Name","LogicProjectile","Disabled","FileName","BlueSCW","RedSCW","SCWLayer","BlueExportName","RedExportName","Layer","ShadowExportName","ShadowLayer","BlueGroundGlowExportName","RedGroundGlowExportName","GroundGlowLayer","PreExplosionExportFileName","PreExplosionBlueExportName","PreExplosionRedExportName","PreExplosionScale","HitEffectEnv","HitEffectChar","MaxRangeReachedEffect","CancelEffect","MirrorReachedEffects","HideTime","Scale","RandomStartFrame","TrailEffect","SpecialTrailEffect","SpecialTrailEffect2","TrailBehaviorType","MirrorTrailEffects","TargetedToSourceEffect","TargetedToSourceEffectOnTarget","Rendering","AnimateByDistanceTravelled","SpecialVisualState","HideFaster","UseColorMod","RedAdd","GreenAdd","BlueAdd","RedMul","GreenMul","BlueMul","GroundBasis","AppliedEffectVisualType","VisualizeEndPoint","CustomObject","CustomObject2","Components"
"Turret006Proj3","TurretElecProj3","","sc/effects_brawler.sc","","","","jessie_006_turret_projectile","jessie_005_atk3_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_005_turretsp_end","jessie_006_turret_hit","jessie_005_turretsp_end","","","0","80","","","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie007Projectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","","jessie_007_atk_projectile","jessie_007_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_007_atk_hit","jessie_007_atk_hit","jessie_007_atk_reached","","","0","50","2","jessie_007_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie007Projectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","","jessie_007_atk_projectile","jessie_007_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_007_atk_hit","jessie_007_atk_hit","jessie_007_atk_reached","","","0","50","2","jessie_007_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie007Projectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","","jessie_007_atk_projectile","jessie_007_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_007_atk_hit","jessie_007_atk_hit","jessie_007_atk_reached","","","0","50","2","jessie_007_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie007UltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","","jessie_007_ulti_projectile","jessie_007_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","50","","jessie_007_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"JessieTurret007Projectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_007_turret_hit","jessie_007_turret_hit","jessie_007_turret_atk_reached","","","0","50","2","jessie_007_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret007Proj","TurretElecProj","","sc/effects_brawler.sc","","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_005_turretsp_end","jessie_007_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_007_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret007Proj2","TurretElecProj2","","sc/effects_brawler.sc","","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_005_turretsp_end","jessie_007_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_007_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret007Proj3","TurretElecProj3","","sc/effects_brawler.sc","","","","jessie_007_turret_projectile","jessie_007_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_005_turretsp_end","jessie_007_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_007_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie008Projectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","","jessie_008_atk_projectile","jessie_008_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_008_atk_env","jessie_008_atk_hit","jessie_008_atk_reached","","","0","50","","jessie_008_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie008Projectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","","jessie_008_atk_projectile","jessie_008_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_008_atk_env","jessie_008_atk_hit","jessie_008_atk_reached","","","0","50","","jessie_008_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie008Projectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","","jessie_008_atk_projectile","jessie_008_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_008_atk_env","jessie_008_atk_hit","jessie_008_atk_reached","","","0","50","","jessie_008_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie008UltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","","jessie_008_ulti_projectile","jessie_008_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","50","","jessie_008_ulti_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"JessieTurret008Projectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_008_turret_hit","jessie_008_turret_hit","jessie_008_turret_hit_end","","","0","50","2","jessie_008_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret008Proj","TurretElecProj","","sc/effects_brawler.sc","","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_005_turretsp_end","jessie_008_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_008_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret008Proj2","TurretElecProj2","","sc/effects_brawler.sc","","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_005_turretsp_end","jessie_008_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_008_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret008Proj3","TurretElecProj3","","sc/effects_brawler.sc","","","","jessie_008_turret_projectile","jessie_008_turret_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_005_turretsp_end","jessie_008_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_008_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie009Projectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","","jessie_009_atk_projectile","jessie_009_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_009_atk_env","jessie_009_atk_hit","jessie_009_atk_reached","","","0","50","","jessie_009_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie009Projectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","","jessie_009_atk_projectile_2","jessie_009_atk_projectile_2_red","","shadow_normal_circle_big","","","","","","","","","jessie_009_atk_env","jessie_009_atk_hit","jessie_009_atk_reached","","","0","50","","","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie009Projectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","","jessie_009_atk_projectile_2","jessie_009_atk_projectile_2_red","","shadow_normal_circle_big","","","","","","","","","jessie_009_atk_env","jessie_009_atk_hit","jessie_009_atk_reached","","","0","50","","","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie009UltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","","jessie_009_ulti_projectile","jessie_009_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","50","","jessie_009_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"JessieTurret009Projectile","MechanicTurretProjectile","","sc/effects_brawler.sc","","","","jessie_009_turret_projectile","jessie_009_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_009_turretsp_end","jessie_009_turret_hit","jessie_009_turretsp_end","","","0","50","2","jessie_009_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie010Projectile1","MechanicProjectile1","","sc/effects_brawler_jessie.sc","","","","jessie_010_atk_projectile","jessie_010_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_010_atk_env","jessie_010_atk_hit","jessie_010_atk_reached","","","0","50","","jessie_010_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie010Projectile2","MechanicProjectile2","","sc/effects_brawler_jessie.sc","","","","jessie_010_atk_projectile_2","jessie_010_atk_projectile_2_red","","shadow_normal_circle_big","","","","","","","","","jessie_010_atk_env","jessie_010_atk_hit","jessie_010_atk_reached","","","0","50","","jessie_010_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie010Projectile3","MechanicProjectile3","","sc/effects_brawler_jessie.sc","","","","jessie_010_atk_projectile_3","jessie_010_atk_projectile_3_red","","shadow_normal_circle_big","","","","","","","","","jessie_010_atk_env","jessie_010_atk_hit","jessie_010_atk_reached","","","0","50","","jessie_010_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie010UltiProjectile","MechanicUltiProjectile","","sc/effects_brawler_jessie.sc","","","","jessie_010_ulti_projectile","jessie_010_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","50","","jessie_010_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"JessieTurret010Projectile","MechanicTurretProjectile","","sc/effects_brawler_jessie.sc","","","","jessie_010_turret_projectile","jessie_010_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_010_turret_hit","jessie_010_turret_hit","jessie_010_turret_hit_end","","","0","50","2","jessie_010_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Turret009Proj","TurretElecProj","","sc/effects_brawler.sc","","","","jessie_009_turret_projectile","jessie_009_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_009_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_009_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret009Proj2","TurretElecProj2","","sc/effects_brawler.sc","","","","jessie_009_turret_projectile","jessie_009_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_009_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_009_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret009Proj3","TurretElecProj3","","sc/effects_brawler.sc","","","","jessie_009_turret_projectile","jessie_009_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_009_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_009_turret_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Turret010Proj","TurretElecProj","","sc/effects_brawler_jessie.sc","","","","jessie_010_turret_projectile","jessie_010_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_010_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_010_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Turret010Proj2","TurretElecProj2","","sc/effects_brawler_jessie.sc","","","","jessie_010_turret_projectile","jessie_010_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_010_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_010_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Turret010Proj3","TurretElecProj3","","sc/effects_brawler_jessie.sc","","","","jessie_010_turret_projectile","jessie_010_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_010_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_010_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Jessie011Projectile1","MechanicProjectile1","","sc/effects_brawler_jessie.sc","","","","jessie_011_atk_projectile","jessie_011_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","jessie_011_atk_hit_env","jessie_011_atk_hit","jessie_011_atk_reached","","","0","50","","jessie_011_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Jessie011Projectile2","MechanicProjectile2","","sc/effects_brawler_jessie.sc","","","","jessie_011_atk_projectile_2","jessie_011_atk_projectile_2_red","","shadow_normal_circle_big","","","","","","","","","jessie_011_atk_hit_env","jessie_011_atk_hit","jessie_011_atk_reached","","","0","50","","jessie_011_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie011Projectile3","MechanicProjectile3","","sc/effects_brawler_jessie.sc","","","","jessie_011_atk_projectile_3","jessie_011_atk_projectile_3_red","","shadow_normal_circle_big","","","","","","","","","jessie_011_atk_hit_env","jessie_011_atk_hit","jessie_011_atk_reached","","","0","50","","jessie_011_atk_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"Jessie011UltiProjectile","MechanicUltiProjectile","","sc/effects_brawler_jessie.sc","","","","jessie_011_ulti_projectile","jessie_011_ulti_projectile_red","","shadow_normal_circle_big","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","50","","jessie_011_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"JessieTurret011Projectile","MechanicTurretProjectile","","sc/effects_brawler_jessie.sc","","","","jessie_011_turret_projectile","jessie_011_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_011_turret_hit","jessie_011_turret_hit","jessie_011_turret_hit_end","","","0","50","2","jessie_011_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Turret011Proj","TurretElecProj","","sc/effects_brawler_jessie.sc","","","","jessie_011_turret_projectile","jessie_011_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_011_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_011_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Turret011Proj2","TurretElecProj2","","sc/effects_brawler_jessie.sc","","","","jessie_011_turret_projectile","jessie_011_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_011_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_011_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Turret011Proj3","TurretElecProj3","","sc/effects_brawler_jessie.sc","","","","jessie_011_turret_projectile","jessie_011_turret_projectile_red","","jessie_009_turret_shadow","","","","","","","","","jessie_005_turretsp_end","jessie_011_turret_hit","jessie_005_turretsp_end","","","0","50","2","jessie_011_turret_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"MechanicProjectile1","MechanicProjectile1","","sc/effects_brawler.sc","","","","jessie_elecBall_blue","jessie_elecBall_red","","","","projectile_light","projectile_light_red","","","","","","electricity_hit","electricity_hit","electricity_end_blue","","","0","150","","electricity_trail","","","","","","","","","","","","","","","","","","","","","","",""
"MechanicProjectile2","MechanicProjectile2","","sc/effects_brawler.sc","","","","jessie_elecBall_blue","jessie_elecBall_red","","","","projectile_light","projectile_light_red","","","","","","electricity_hit","electricity_hit","electricity_end_blue","","","0","150","","electricity_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"MechanicProjectile3","MechanicProjectile3","","sc/effects_brawler.sc","","","","jessie_elecBall_blue","jessie_elecBall_red","","","","projectile_light","projectile_light_red","","","","","","electricity_hit","electricity_hit","electricity_end_blue","","","0","150","","electricity_trail","","","","","","","","true","","","","","","","","","","","","","","",""
"MechanicUltiProjectile","MechanicUltiProjectile","","sc/effects_brawler.sc","","","","jessie_def_ulti_projectile","jessie_def_ulti_projectile","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","plasma_trail","","","","","","","","","","","","","","","","","","","","","","",""
"ShamanProjectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_def_atk_blue","nita_def_atk_red","","shadow_normal_circle","","","","","","","","","nita_def_atk_hitenv","nita_def_atk_hit_blue","nita_def_atk_end_blue","","","0","100","","nita_def_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"ShamanUltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_def_ulti_projectile_blue","nita_def_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","nita_def_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"ShamanOverchargedProjectile","ShamanOverchargedProjectile","","sc/effects_brawler_nita.sc","","","","nita_def_buddy_oc_projectile","nita_def_buddy_oc_projectile_red","","shadow_normal_circle","","","","","","","","","nita_def_buddy_oc_atk_hit_env","nita_def_buddy_oc_hit","nita_def_buddy_oc_end","","","0","100","","nita_def_buddy_oc_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"ShamanOverChargedUltiProjectile","ShamanOverChargedUltiProjectile","","sc/effects_brawler.sc","","","","nita_def_oc_projectile","nita_def_oc_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","nita_def_oc_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman003Projectile","ShamanProjectile","","sc/effects_brawler_nita.sc","sc3d/shiba_nita_dog_blue.glb","sc3d/shiba_nita_dog_red.glb","","nita_013_pjt_glow","nita_013_pjt_glow_red","","shadow_normal_circle_big","","","","","","","","","nita_def_atk_hitenv","nita_def_atk_hit_blue","nita_003_atk_reached","","","0","65","","nita_003_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Shaman003UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler_nita.sc","","","","nita_003_ulti_projectile_blue","nita_003_ulti_projectile_red","","shadow_normal_circle","","projectile_light","","","","","","","nita_def_atk_hitenv","","nita_003_atk_reached","","","0","100","","nita_003_atk_trail2","","","","","","","","","","","","","","","","","","","","","","",""
"Shaman004Projectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_004_atk_blue","nita_004_atk_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","nita_004_atk_hit","nita_004_atk_end_blue","","","0","100","","nita_004_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman004UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_004_ulti_projectile_blue","nita_004_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","","","","","0","100","","jessie_002_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Shaman005Projectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_005_atk_blue","nita_005_atk_red","","shadow_normal_circle","","","","","","","","","nita_005_atk_hitenv","nita_005_atk_hitchar","nita_005_atk_end_blue","","","0","100","","nita_005_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman005UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_005_ulti_projectile_blue","nita_005_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","","","","","0","100","","nita_005_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Shaman006Projectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_006_atk_projectile","nita_006_atk_projectile_red","","shadow_normal_circle","","","","","","","","","nita_006_atk_hitenv","nita_006_atk_hit","nita_006_atk_end_blue","","","0","100","","nita_006_atk_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
"Shaman006UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_006_ulti_projectile","nita_006_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","","","","","0","100","","nita_006_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman007Projectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_007_atk_projectile","nita_007_atk_projectile_red","","shadow_normal_circle","","","","","","","","","nita_007_atk_hit","gen_hit_brawler","nita_007_atk_hit","","","0","100","","nita_007_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman007UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_007_ulti_projectile","nita_007_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","","","","","0","100","","nita_007_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman008Projectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_008_atk_projectile","nita_008_atk_projectile_red","","shadow_normal_circle_big","","","","","","","","","nita_008_atk_hit","gen_hit_brawler","nita_008_atk_hit","","","0","100","","nita_008_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Shaman008UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_008_ulti_projectile","nita_008_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","","","","","0","100","","nita_008_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman009Projectile","ShamanProjectile","","sc/effects_brawler.sc","","","","nita_009_atk_projectile","nita_009_atk_projectile_red","","shadow_normal_circle","","","","","","","","","nita_009_atk_hit","nita_009_atk_hit_cha","nita_009_atk_hit","","","0","100","","nita_009_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Shaman009UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler.sc","","","","nita_009_ulti_projectile","nita_009_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","jessie_002_atk_hitenv","","","","","0","100","","nita_009_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman011Projectile","ShamanProjectile","","sc/effects_brawler2.sc","","","","nita_011_atk_trail","nita_011_atk_trail_red","","shadow_normal_circle_02","","","","","","","","","nita_011_atk_hit","gen_hit_brawler","nita_011_atk_hit","","","0","100","","nita_011_atk_trail","","","","","","","UseVerticalMirroring","","","","","","","","","","","","","","","",""
"Shaman011UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler2.sc","","","","nita_011_ulti_trail","nita_011_ulti_trail_red","","shadow_normal_circle_02","","","","","","","","","nita_011_atk_hit","","","","","0","100","","nita_011_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman012Projectile","ShamanProjectile","","sc/effects_brawler_nita.sc","","","","nita_012_atk_projectile","nita_012_atk_projectile_red","","shadow_normal_circle","","","","","","","","","nita_012_atk_hit","nita_012_atk_hit","nita_012_atk_hit_reached","","","0","100","","nita_012_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman012UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler_nita.sc","","","","nita_012_ulti_projectile","nita_012_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","nita_012_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman012OverChargedProjectile","ShamanOverchargedProjectile","","sc/effects_brawler_nita.sc","","","","nita_012_oc_atk_projectile","nita_012_oc_atk_projectile_red","","shadow_normal_circle","","","","","","","","","nita_012_oc_atk_hit","nita_012_oc_atk_hit","nita_012_oc_atk_hit_reached","","","0","100","","nita_012_oc_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman012OverChargedUltiProjectile","ShamanOverChargedUltiProjectile","","sc/effects_brawler_nita.sc","","","","nita_012_oc_ulti_projectile","nita_012_oc_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","","nita_012_oc_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman013Projectile","ShamanProjectile","","sc/effects_brawler_nita.sc","","","","nita_013_atk_projectile","nita_013_atk_projectile_red","","shadow_normal_circle","","","","","","","","","nita_013_atk_hit_env","nita_013_atk_hit","nita_013_atk_reached","","","0","100","2","nita_013_atk_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"Shaman013UltiProjectile","ShamanUltiProjectile","","sc/effects_brawler_nita.sc","","","","nita_013_ulti_projectile","nita_013_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_no_hit","gen_no_hit","","","","0","100","2","nita_013_ulti_trail","","","","","","","DoNotRotateClip","","","","","","","","","","","","","","","",""
"BarkeepProjectile","BarkeepProjectile","","sc/effects_brawler.sc","","","","barley_def_atk_projectile","barley_def_atk_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_def_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"BarkeepUltiProjectile","BarkeepUltiProjectile","","sc/effects_brawler.sc","","","","barley_def_ulti_projectile","barley_def_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_def_ulti_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Barley002Projectile","BarkeepProjectile","","sc/effects_brawler.sc","","","","fireball_blue","fireball_red","","","","projectile_fire_blue","projectile_fire_red","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_002_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
"Barley002UltiProjectile","BarkeepUltiProjectile","","sc/effects_brawler.sc","","","","fireball_blue","fireball_red","","","","projectile_fire_blue","projectile_fire_red","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_002_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
"Barley003Projectile","BarkeepProjectile","","sc/effects_brawler.sc","","","","barley_003_atk_projectile","barley_003_atk_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_def_atk_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
"Barley003UltiProjectile","BarkeepUltiProjectile","","sc/effects_brawler.sc","","","","barley_003_ulti_projectile","barley_003_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_def_ulti_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
"Barley004Projectile","BarkeepProjectile","","sc/effects_brawler.sc","","","","barley_004_atk_projectile","barley_004_atk_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_004_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Barley004UltiProjectile","BarkeepUltiProjectile","","sc/effects_brawler.sc","","","","barley_004_ulti_projectile","barley_004_ulti_projectile_red","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_004_atk_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
"Barley005Projectile","BarkeepProjectile","","sc/effects_brawler.sc","sc3d/barley_renamed_005_atk_blue.glb","sc3d/barley_renamed_005_atk_red.glb","","","","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_005_atk_trail","","","","","","","","","","","","","","","","","","","","","","",""
"Barley005UltiProjectile","BarkeepUltiProjectile","","sc/effects_brawler.sc","sc3d/barley_renamed_005_atk_blue.glb","sc3d/barley_renamed_005_atk_red.glb","","","","","shadow_normal_circle","","","","","","","","","gen_hit","gen_hit_brawler","","","","0","100","1","barley_005_ulti_trail","","","","","","","UseZFrames","","","","","","","","","","","","","","","",""
